,Concept_ID,te,fi
695,dann::ADV,అప్పుడు,sitten
696,gestern::ADV,నిన్నటి దినము,eilen
697,einst::ADV,పూర్వమొకప్పుడు,aikanaan
698,damals::ADV,అప్పుడు,silloin
699,damals::ADV,అప్పుడు,siihen aikaan
700,danach::ADV,అప్పుడు,sen jälkeen
701,vorher::ADV,ఎదుట,ennen
702,zuerst::ADV,మొదటిలో,ensin
703,zuerst::ADV,మొదటిలో,ensiksi
704,einmal::ADV,ఒకసారి,kerran
705,manchmal::ADV,అప్పటప్పటికి,joskus
706,oft::ADV,తఱచుగా,usein
707,immer::ADV,ఎల్లప్పుడు,aina
708,niemals::ADV,ఎప్పుడునులేదు,ei koskaan
709,hier::ADV,ఇక్కడ,tässä
710,hier::ADV,ఇక్కడ,täällä
711,hierhin::ADV,ఇక్కడకు,tähän
712,von hier::ADV,ఇక్కడనుండి,tästä
713,von hier::ADV,ఇక్కడనుండి,täältä
714,dort::ADV,అక్కడ,siinä
715,dort::ADV,అక్కడ,siellä
716,dorthin::ADV,అక్కడికి,sinne
717,dorthin::ADV,అక్కడికి,tuonne
718,geradeaus::ADV,సూటిగా,suoraan
719,vorwärts::ADV,ముందుకు,eteenpäin
720,rückwärts::ADV,వెనుకకు,taaksepäin
721,zurück::ADV,వెనుకభాగము,takaisin
722,unten::ADV,క్రింద,alhaalla
723,hinab::ADV,కిందికి,alas
724,oben::ADV,మీద,ylhäällä
725,hinauf::ADV,పైకి,ylös
726,überall::ADV,అంతటా,kaikkialla
727,nicht::ADV,కాదు,ei
728,ein wenig::ADV,కొంచెము,vähän
729,kaum::ADV,చాలిచాలక,tuskin
730,sehr::ADV,చాల,kovin
731,sehr::ADV,చాల,oikein
732,so::ADV,ఆలాగున,näin
733,noch::ADV,ఇప్పటికిని,vielä
734,nur::ADV,మాత్రము,vain
735,nur::ADV,మాత్రము,ainoastaan
736,schon::ADV,ఇదివఱకే,jo
737,wieder::ADV,తిరిగి,taas
738,wieder::ADV,తిరిగి,jälleen
739,vergebens::ADV,నిష్ఫలముగా,turhaan
740,vor::PRP,ముందు,edessä
741,hinter::PRP,వెనుక,takana
742,unter::PRP,క్రింద,alla
743,durch::PRP,ద్వారా,läpi
744,durch::PRP,ద్వారా,kautta
745,neben::PRP,దగ్గెర,vieressä
746,zwischen::PRP,మధ్య,välillä
747,wegen::PRP,కారణంగా,takia
748,wegen::PRP,కారణంగా,vuoksi
749,dies::PRN,ఇది,tämä
750,das::PRN,అది,se
751,alles::PRN,సకలము,kaikki
752,ich::PRN,నేను,minä
753,du::PRN,నీవు,sinä
754,er::PRN,అతడు,hän
755,wir::PRN,మనము,me
756,ihr::PRN,మీరు,te
757,sie::PRN,వారు,he
758,was::FPRN,ఏమి,mikä
759,wer::FPRN,ఎవడు,ken
760,wer::FPRN,ఎవడు,kuka
761,wo::FADV,ఎక్కడ,missä
762,wohin::FADV,ఎందుకు,mihin
763,wie::FADV,ఎట్టు,miten
764,wie::FADV,ఎట్టు,kuinka
765,warum::FADV,ఏల,miksi
766,wieviel::FNUM,ఎంత,paljonko
767,wieviel::FNUM,ఎంత,kuinka paljon
768,eins::NUM,ఒకటి,yksi
769,zwei::NUM,రెండు,kaksi
770,drei::NUM,మూడు,kolme
771,vier::NUM,నాలుగు,neljä
772,fünf::NUM,అయిదు,viisi
773,sechs::NUM,ఆఱు,kuusi
774,sieben::NUM,ఏరు,seitsemän
775,acht::NUM,ఎనిమదు,kahdeksan
776,neun::NUM,తొమ్మిది,yhdeksän
777,zehn::NUM,పది,kymmenen
778,elf::NUM,పదునొకొండు,yksitoista
779,zwölf::NUM,పండ్రండు,kaksitoista
780,zwanzig::NUM,ఇరుపది,kaksikymmentä
781,dreißig::NUM,ముప్పది,kolmekymmentä
782,vierzig::NUM,నలువది,neljäkymmentä
783,fünfzig::NUM,ఏబది,viisikymmentä
784,sechzig::NUM,అరుపది,kuusikymmentä
785,siebzig::NUM,డెబ్బది,seitsemänkymmentä
786,achtzig::NUM,ఎనుబది,kahdeksankymmentä
787,neunzig::NUM,తొంబది,yhdeksänkymmentä
788,hundert::NUM,నూఱు,sata
789,tausend::NUM,వేయి,tuhat
790,und::CNJ,మఱియు,ja
791,oder::CNJ,లేక,tai
792,stehen::V,నిలుచు,seisoa
793,sitzen::V,కూర్చుండు,istua
794,liegen::V,పండుకొనుట,maata
795,hängen::V,వ్రేలాడదీయు,riippua
796,werden::V,అగు,tulla
797,werden::V,అగు,joutua
798,passieren::V,సంభవించు,sattua
799,passieren::V,సంభవించు,tapahtua
800,beginnen::V,ఆరంభించు,alkaa
801,enden::V,తీరుట,loppua
802,enden::V,తీరుట,päättyä
803,wechseln::V,మార్చు,vaihtua
804,wechseln::V,మార్చు,vaihdella
805,aufgehen[Sonne]::V,ఉదయించు,nousta
806,untergehen[Sonne]::V,అస్తమించు,laskea
807,scheinen[Sonne]::V,ప్రకాశించు,paistaa
808,donnern::V,ఉరుముట,jyristä
809,wehen::V,దురద్పప్టము,tuulla
810,wehen::V,దురద్పప్టము,puhaltaa
811,strömen::V,పారుట,virrata
812,fließen::V,ప్రవహించు,valua
813,fließen::V,ప్రవహించు,juosta
814,sich drehen::V,తిరుగు,pyöriä
815,schwanken::V,ఆడించుట,horjua
816,schwingen::V,ఊగుట,heilua
817,schwingen::V,ఊగుట,värähdellä
818,fallen::V,పడు,pudota
819,fallen::V,పడు,langeta
820,brennen::V,కాలుట,palaa
821,rauchen::V,పొగసుట,savuta
822,regnen::V,కురిపించుట,sataa
823,gefrieren::V,గడ్డకట్టు,jäätyä
824,tauen::V,కరగు,sulaa
825,schmelzen::V,కరగు,sulaa
826,trocknen::V,యెండుట,kuivua
827,sieden::V,ఉడుకు,kiehua
828,faulen::V,క్రుళ్లు,mädätä
829,verfaulen::V,క్షిణించు,mädätä
830,verfaulen::V,క్షిణించు,mädäntyä
831,reißen::V,చించు,revetä
832,versinken::V,మునుగు,upota
833,versinken::V,మునుగు,vajota
834,vergehen::V,సంభవించు,kulua
835,erscheinen::V,కనబడు,ilmestyä
836,verschwinden::V,అదృశ్యమగు,kadota
837,sinken::V,ముణుగుట,vajota
838,abnehmen::V,తగ్గు,vähetä
839,zunehmen::V,పెరుగుట,kasvaa
840,zunehmen::V,పెరుగుట,lisääntyä
841,steigen::V,లేచు,nousta
842,wachsen::V,పెరుగు,kasvaa
843,glänzen::V,ప్రకాశించు,kiiltää
844,funkeln::V,ప్రకాశించు,kipinöidä
845,lärmen::V,అరుచుట,meluta
846,läuten::V,మేళవించుట,soida
847,klingeln::V,వాయించుట,soida
848,klirren::V,ఘంటానాదము,kalista
849,brausen::V,గర్జించు,kohista
850,rauschen::V,చటచటమనుట,kohista
851,klingen::V,ధ్వనించుట,soida
852,bellen::V,అఱచు,haukkua
853,heulen::V,కూయు,ulvoa
854,blasen::V,దురద్పప్టము,puhaltaa
855,pfeifen::V,ఈలవేయు,viheltää
856,schreien::V,అఱచు,kirkua
857,stöhnen::V,మూలుగు,voihkia
858,zittern::V,వణకు,vapista
859,leben::V,జీవించుట,elää
860,geboren werden::V,పుట్టుట,syntyä
861,atmen::V,ఉపిరి తీయు,hengittää
862,trinken::V,త్రాగు,juoda
863,essen::V,తిను,syödä
864,schlucken::V,మ్రింగు,niellä
865,müde werden::V,అలయు,uupua
866,einschlafen::V,నిద్రించు,uinahtaa
867,schlafen::V,నిద్రురించు,maata
868,schlafen::V,నిద్రురించు,nukkua
869,aufwachen::V,మేలుకొను,herätä
870,aufstehen::V,లేచు,nousta
871,aufstehen::V,లేచు,nousta ylös
872,sich erholen::V,నడ్డి వాల్చు,levätä
873,krank werden::V,జబ్బుపడు,sairastua
874,krank sein::V,జబ్బు చేయు,potea
875,krank sein::V,జబ్బు చేయు,sairastaa
876,schmerzen::V,నొచ్చుట,särkeä
877,schmerzen::V,నొచ్చుట,kivistää
878,husten::V,దగ్గుట,yskiä
879,genesen::V,కుదురుట,toipua
880,sterben::V,మరణించు,kuolla
881,umkommen::V,నశించు,saada surmansa
882,umkommen::V,నశించు,kuolla
883,sich bewegen::V,కదలు,liikkua
884,sich rühren::V,కదలు,liikahtaa
885,sich erheben::V,లేచు,nousta
886,sich setzen::V,కూర్చుణ్డు,istuutua
887,hinfallen::V,దొర్లు,kaatua
888,laufen::V,నడచు,kävellä
889,schreiten::V,అడుగుపెట్టుట,astua
890,schreiten::V,అడుగుపెట్టుట,astella
891,spazierengehen::V,పచారు చేయు,kävellä
892,eilen::V,తొందరపడు,kiirehtiä
893,sich beeilen::V,త్వరపెట్టు,kiirehtiä
894,sich beeilen::V,త్వరపెట్టు,olla kiireissään
895,sausen::V,విసరికొట్టు,rynnätä
896,sausen::V,విసరికొట్టు,viilettää
897,rennen::V,పరుగెత్తు,juosta
898,springen::V,దుముకు,hypätä
899,klettern::V,ఎక్కు,kiivetä
900,schaukeln::V,ఉయ్యాల ఊగు ,kiikkua
901,kriechen::V,ప్రాకు,ryömiä
902,schwimmen::V,ఈదు,uida
903,tauchen::V,మునుగు,sukeltaa
904,rudern::V,తెడ్లతోఁగడపు,soutaa
905,fahren::V,నడపు,ajaa
906,fahren::V,నడపు,kulkea
907,fliegen::V,ఎగురు,lentää
908,gehen::V,పోవు,käydä
909,weggehen::V,బయలుదేరు,lähteä
910,weggehen::V,బయలుదేరు,poistua
911,abfahren::V,విడిచిపోవు,lähteä
912,anhalten::V,నిలుపు,pysähtyä
913,anhalten::V,నిలుపు,seisahtua
914,hineingehen::V,ప్రవేశించు,mennä sisään
915,eintreten::V,ప్రవేశించు,astua sisään
916,kommen::V,వచ్చు,tulla
917,ankommen::V,వచ్చి చేరు,saapua
918,zurückkommen::V,తిరిగీవచ్చుట,palata
919,bleiben::V,ఉండు,jäädä
920,bleiben::V,ఉండు,viipyä
921,warten::V,కనిపెట్టు,odottaa
922,erwarten::V,నిరిక్షించు,odottaa
923,suchen::V,వెదకు,etsiä
924,finden::V,కనుగొను,löytää
925,versuchen::V,ప్రయత్నించు,yrittää
926,vorbereiten::V,తయారుచేయు,valmistaa
927,lieben::V,ప్రేమించు,pitää
928,lieben::V,ప్రేమించు,rakastaa
929,mögen::V,ఇష్టపడు,pitää
930,mögen::V,ఇష్టపడు,tykätä
931,lachen::V,నవ్వు,nauraa
932,rühren::V,గుండె తాకు,liikuttaa
933,weinen::V,వీడ్చు,itkeä
934,schimpfen::V,గొణుగు,haukkua
935,sich ärgern::V,అలుగు,suuttua
936,sich fürchten::V,భయపడు,pelätä
937,fürchten::V,భయపడు,pelätä
938,fliehen::V,పాఱిపోపు,paeta
939,flüchten::V,తప్పించుకొను,paeta
940,sehen::V,చూచు,nähdä
941,anschauen::V,చూచు,katsoa
942,ansehen::V,కాచియుండు,katsoa
943,hören::V,విను,kuulla
944,zuhören::V,విను,kuunnella
945,probieren::V,చవిచూచుట,maistaa
946,riechen::V,వాసనచూచు,haistaa
947,fühlen::V,స్పర్శించుట,tuntea
948,scheinen::V,కనబడు,tuntua
949,zu sehen sein::V,చూవు,näkyä
950,vernehmen::V,విను,kuulla
951,frieren::V,చలికి వడకు,palella
952,tun::V,చేయు,tehdä
953,können::V,గల,osata
954,wollen::V,కోరు,tahtoa
955,anfangen::V,ఆరంభించు,ruveta
956,anfangen::V,ఆరంభించు,aloittaa
957,beenden::V,ముగించు,lopettaa
958,aufhören::V,నిలుపు,loppua
959,gelingen::V,గెలుపాందు,onnistua
960,geraten::V,వెలువడు,sujua
961,geraten::V,వెలువడు,joutua
962,öffnen::V,తెఱచు,avata
963,öffnen::V,తెఱచు,aukaista
964,schließen::V,మూయు,sulkea
965,stellen::V,ఉంచు,panna
966,stellen::V,ఉంచు,asettaa
967,setzen::V,ఉంచు,panna
968,setzen::V,ఉంచు,istuttaa
969,legen::V,పెట్టు,panna
970,legen::V,పెట్టు,asettaa
971,berühren::V,తాకు,koskea
972,berühren::V,తాకు,koskettaa
973,verbinden::V,చేర్చుట,liittää
974,verbinden::V,చేర్చుట,yhdistää
975,bedecken::V,మూయు,kattaa
976,bedecken::V,మూయు,peittää
977,aufhängen::V,వ్రేలాడదీయు,ripustaa
978,anzünden::V,వెలిగించు,sytyttää
979,aufheben::V,సేకరించు,ylös nostaa
980,aufheben::V,సేకరించు,nostaa
981,zurücklassen::V,విడుచు,jättää
982,verlieren::V,పోగొట్టుకొను,kadottaa
983,fallen lassen::V,జాఱవిడుచు,pudottaa
984,machen::V,చేయు,tehdä
985,herstellen::V,ఉత్పత్తిచేయు,tuottaa
986,herstellen::V,ఉత్పత్తిచేయు,valmistaa
987,bauen::V,నిర్మించు,rakentaa
988,reparieren::V,సరిచేయు,korjata
989,verbessern::V,వృద్ధి చేయు,parantaa
990,ändern::V,మార్చు,muuttaa
991,graben::V,త్రవ్వు,kaivaa
992,beugen::V,వంచు,taivuttaa
993,biegen::V,వంచు,taivuttaa
994,drehen::V,నూలువడుకు,kääntää
995,wenden::V,త్రిప్పు,kääntää
996,umdrehen::V,త్రిప్పు,kääntää
997,heben::V,ఎత్తు,nostaa
998,heben::V,ఎత్తు,kohottaa
999,hochheben::V,ఎత్తు,nostaa
1000,ergreifen::V,వశపఱచుకొను,tarttua
1001,halten::V,ఉంచు,pitää
1002,drücken::V,అణచు,painaa
1003,drücken::V,అణచు,puristaa
1004,schieben::V,నొక్కు,työntää
1005,kratzen::V,గోకు,raapia
1006,lecken::V,నాకు,nuolla
1007,beißen::V,కఱచు,purra
1008,abreißen::V,తెగతెంచు,repiä
1009,abschneiden::V,తెగకొట్టు,leikata poikki
1010,abschneiden::V,తెగకొట్టు,leikata
1011,binden::V,కట్టు,sitoa
1012,stecken::V,తగులుకొనివుండుట,pistää
1013,brechen::V,పగులగొట్టు,murtaa
1014,klopfen::V,కొట్టు,koputtaa
1015,klopfen::V,కొట్టు,kolkuttaa
1016,hauen::V,కొట్టు,lyödä
1017,kleben::V,అంటుకొను,liimata
1018,reiben::V,రాచు,hieroa
1019,reiben::V,రాచు,hangata
1020,streichen::V,వ్యాపింపజేయు,sivellä
1021,schleifen::V,రాచు,hioa
1022,schneiden::V,కోయు,leikata
1023,rütteln::V,కుదిలించుట,ravistaa
1024,schütteln::V,కదల్చు,pudistaa
1025,schwenken::V,ఊచుట,heiluttaa
1026,schütten::V,పోయు,kaataa
1027,füllen::V,నింపు,täyttää
1028,einwickeln::V,చుట్టు,kääriä
1029,tragen::V,మోయు,kantaa
1030,schleppen::V,ఈడ్చు,raahata
1031,ziehen::V,ఈడ్చు,vetää
1032,aufbewahren::V,కాపాడు,säilyttää
1033,werfen::V,విసరు,viskata
1034,fangen::V,పట్టుకొను,napata
1035,fangen::V,పట్టుకొను,ottaa kiinni
1036,packen::V,పట్టుకొను,tarttua
1037,verstecken::V,దాచు,kätkeä
1038,verstecken::V,దాచు,piilottaa
1039,teilen::V,భాగించు,jakaa
1040,schicken::V,పంపు,lähettää
1041,bringen::V,తెచ్చు,viedä
1042,hinzufügen::V,చేర్చు,lisätä
1043,bekommen::V,సంపాదించు,saada
1044,erhalten::V,పుచ్చుకొను,saada
1045,nehmen::V,తీసికొను,ottaa
1046,wählen::V,ఇష్టపడు,valita
1047,auswählen::V,ఏరుకొను,valikoida
1048,bewahren::V,భద్రపఱుచు,säilyttää
1049,behindern::V,అడ్డగించుట,estää
1050,verderben::V,చెఱచు,pilata
1051,verderben::V,చెఱచు,turmella
1052,beschädigen::V,చెరుపుట,vioittaa
1053,beschädigen::V,చెరుపుట,vahingoittaa
1054,zerbrechen::V,పగులగొట్టు,rikkoa
1055,zerreißen::V,చించు,repiä rikki
1056,zerreißen::V,చించు,repiä palasiksi
1057,zerstören::V,వాశనము చేయు,hävittää
1058,verbrennen::V,కాల్చు,polttaa
1059,geben::V,ఇచ్చు,antaa
1060,reichen::V,అందుకొనుట,ojentaa
1061,schenken::V,అర్పించు,lahjoittaa
1062,versprechen::V,వాగ్దత్తము చేయు,luvata
1063,wünschen::V,కోరు,toivottaa
1064,loben::V,స్తుతించు,ylistää
1065,küssen::V,ముద్దుపెట్టుకొను,suudella
1066,wiegen::V,ఊచుట,tuudittaa
1067,wiegen::V,ఊచుట,keinuttaa
1068,zudecken::V,మూయు,peittää
1069,wecken::V,నిద్రపలేపుట,herättää
1070,zeigen::V,చూవు,näyttää
1071,zeigen::V,చూవు,osoittaa
1072,führen::V,దారిచూపు,johdattaa
1073,lehren::V,బోధించు,opettaa
1074,unterrichten::V,నేర్పు,opettaa
1075,aufziehen::V,పెంచు,kasvattaa
1076,leiten::V,తీసుకపోవుట,johtaa
1077,antreiben::V,ప్రేరేపించు,hoputtaa
1078,lassen::V,అనుమతించు,antaa
1079,einladen::V,ఆహ్వానించు,kutsua
1080,vereinigen::V,కూడుట,yhdistää
1081,besuchen::V,పోయి చూచు,vierailla
1082,treffen::V,కలియు,tavata
1083,sich versammeln::V,కూర్చు,kokoontua
1084,spielen::V,ఆట లాడు,pelata
1085,spielen::V,ఆట లాడు,leikkiä
1086,singen::V,పాడు,laulaa
1087,tanzen::V,నృత్యముచేయు,tanssia
1088,sich trennen::V,ఎడబాయుట,erota
1089,verlassen::V,విడుచు,jättää
1090,retten::V,తప్పించుట,pelastaa
1091,bewachen::V,కాపాడు,vartioida
1092,schützen::V,రక్షించు,suojella
1093,verteidigen::V,రక్షించు,puolustaa
1094,sich schlagen::V,జగడమాడు,tapella
1095,schießen::V,కాల్చు,ampua
1096,siegen::V,గెలుచు,voittaa
1097,ärgern::V,పీడించుట,ärsyttää
1098,schlagen::V,కొట్టు,lyödä
1099,treten::V,తన్ను,potkaista
1100,stechen::V,కుట్టు,pistää
1101,stoßen::V,గెంటు,sysätä
1102,stoßen::V,గెంటు,työntää
1103,stehlen::V,దొంగిలించు,varastaa
1104,stören::V,కలతపఱచు,häiritä
1105,belästigen::V,పీడించు,häiritä
1106,verbergen::V,దాచు,kätkeä
1107,täuschen::V,మోసము చేయు,harhauttaa
1108,betrügen::V,మోసపుచ్చు,pettää
1109,betrügen::V,మోసపుచ్చు,petkuttaa
1110,töten::V,చంపు,tappaa
1111,wohnen::V,నివసించు,asua
1112,arbeiten::V,పనిచేయు,tehdä työtä
1113,arbeiten::V,పనిచేయు,työskennellä
1114,sammeln::V,ప్రోగుచేయు,koota
1115,sammeln::V,ప్రోగుచేయు,kerätä
1116,pflücken::V,యేరుట,poimia
1117,jagen::V,వేటాడు,metsästää
1118,fischen::V,వెదకు,kalastaa
1119,fassen::V,పట్టుకొమ,pyydystää
1120,fassen::V,పట్టుకొమ,saalistaa
1121,hüten::V,మందచేరుట,paimentaa
1122,treiben::V,నడపు,ajaa
1123,anbinden::V,కట్టు,kytkeä
1124,füttern::V,భోజనము పెట్టు,ruokkia
1125,melken::V,పాలు పితుకు,lypsää
1126,hacken::V,నఱకు,hakata
1127,gießen::V,నీళ్ళుకట్టుట,kastella
1128,reifen::V,పండుట,kypsyä
1129,zubereiten::V,వండు,valmistaa
1130,kochen::V,వండు,keittää
1131,backen::V,రొట్టెకాల్చు,leipoa
1132,braten::V,వేపు,paistaa
1133,umrühren::V,కదులుట,hämmentää
1134,stricken::V,అల్లు,kutoa
1135,stricken::V,అల్లు,neuloa
1136,nähen::V,కుట్టు,ommella
1137,färben::V,రంగు వేయు,värjätä
1138,färben::V,రంగు వేయు,värittää
1139,reinigen::V,శుభ్రము చేయు,puhdistaa
1140,waschen::V,కడుగు,pestä
1141,abwischen::V,తుడుచు,pyyhkiä
1142,spülen::V,నీటిలో జడించు,huuhtoa
1143,fegen::V,ఊడ్చు,pyyhkäistä
1144,kehren::V,ఊడ్చు,lakaista
1145,baden::V,స్నానము చేయు,kylpeä
1146,sich waschen::V,కడుగు,peseytyä
1147,ausziehen::V,విప్పు,riisua
1148,anziehen::V,ధరించు,pukea ylleen
1149,sich anziehen::V,బట్టలు వేసుకొను,pukeutua
1150,sich anziehen::V,తొడుగుకొను,pukeutua
1151,kämmen::V,దువ్వుట,kammata
1152,schmücken::V,అలంకరించు,koristaa
1153,schmücken::V,అలంకరించు,kaunistaa
1154,sagen::V,చెప్పు,sanoa
1155,sprechen::V,చెప్పు,puhua
1156,reden::V,మాటలాడు,keskustella
1157,sich unterhalten::V,ముచ్చటలాడు,jutella
1158,fragen::V,ప్రశ్నించు,kysyä
1159,bitten::V,కోరు,pyytää
1160,erzählen::V,చెప్పు,kertoa
1161,mitteilen::V,తెలియజేయు,ilmoittaa
1162,nennen::V,పేరు వెట్టు,kutsua
1163,nennen::V,పేరు వెట్టు,nimittää
1164,rufen::V,పిలుచు,kutsua
1165,prahlen::V,జల్లి,kerskailla
1166,übersetzen::V,తర్జుమాచేయు,kääntää
1167,denken::V,ఆలోచించు,miettiä
1168,denken::V,ఆలోచించు,ajatella
1169,glauben::V,నమ్ము,uskoa
1170,bemerken::V,గుర్తించు,huomata
1171,erkennen::V,గుర్తించు,tunnistaa
1172,begreifen::V,గ్రహించు,ymmärtää
1173,verstehen::V,గ్రహించు,ymmärtää
1174,lernen::V,నేర్చు కొను,oppia
1175,wissen::V,తెలిసికొను,tietää
1176,sich erinnern an::V,జ్ఞాపకముంచుకొను,muistaa
1177,vergessen::V,మఱచిపోవు,unohtaa
1178,messen::V,కొలుచుట,mitata
1179,zählen::V,లెక్కపెట్టు,laskea
1180,rechnen::V,లెక్కపెట్టు,laskea
1181,lesen::V,చదువు,lukea
1182,malen::V,పూనుట,maalata
1183,zeichnen::V,వ్రాసుట,piirtää
1184,zeichnen::V,వ్రాసుట,piirustaa
1185,schreiben::V,వ్రాయు,kirjoittaa
1186,besitzen::V,కలిగియుండు,omistaa
1187,kaufen::V,కొను,ostaa
1188,verkaufen::V,అమ్ము,myydä
1189,bezahlen::V,చెల్లించు,maksaa
1190,zahlen::V,చెల్లించు,maksaa
1191,beherrschen::V,ఏలు,hallita
1192,ertragen::V,భరించు,kestää
