,Concept_ID,kv,ro
221,Asche::N,пӧим,cenușă
222,Dreck::N,нять,noroi
223,Dreck::N,нять,murdărie
224,Eisen::N,кӧрт,fier
225,Gold::N,зарни,aur
226,Silber::N,язісь,argint
227,Kohle::N,шом,cărbune
228,Kohle::N,уголь,cărbune
229,Glas::N,стекло,sticlă
230,Lehm::N,сёй,lut
231,Lehm::N,сёй,humă
232,Sand::N,лыа,nisip
233,Mensch::N,морт,om
234,Mensch::N,морт,persoană
235,Mann::N,мужик,om
236,Mann::N,мужик,bărbat
237,Frau::N,инька,femeie
238,Kind::N,кага,copil
239,Junge::N,зонка,băiat
240,Junge::N,зонка,flăcău
241,Mädchen::N,нывкаок,fată
242,Familie::N,семья,familie
243,Großvater::N,дед,bunic
244,Großvater::N,дед,tată mare
245,Großmutter::N,баб,bunică
246,Großmutter::N,баб,mamă mare
247,Eltern::N,ай-мам,părinți
248,Vater::N,ай,tată
249,Vater::N,ай,părinte
250,Mutter::N,мам,mamă
251,Sohn::N,зон,fiu
252,Sohn::N,зон,fecior
253,Tochter::N,ныв,fiică
254,Bruder::N,вон,frate
255,Schwester::N,сой,soră
256,Onkel::N,дядь,unchi
257,Tante::N,айӧлӧн сой,mătușă
258,Tante::N,ичинь,mătușă
259,Ehemann::N,жӧник,soț
260,Ehemann::N,жӧник,bărbat
261,Ehefrau::N,инь,soție
262,Freude::N,гаж,bucurie
263,Freude::N,радъялӧм,bucurie
264,Gelächter::N,сералӧм,râset
265,Glück::N,мичлун,fericire
266,Kummer::N,шог,mâhnire
267,Wunsch::N,мӧдӧм,dorință
268,Wunsch::N,мӧдӧм,deziderat
269,Wunsch::N,охотитӧм,dorință
270,Wunsch::N,охотитӧм,deziderat
271,Lust::N,охота,poftă
272,Lust::N,охота,înclinare
273,Geist::N,лов,duh
274,Geist::N,лов,minte
275,Geist::N,лов,suflet
276,Gedanke::N,дума,gând
277,Gedanke::N,дума,cuget
278,Gedächtnis::N,тӧдвыв,memorie
279,Verstand::N,вежӧр,minte
280,Verstand::N,вежӧр,intelect
281,Sinn::N,ылӧс,sens
282,Sinn::N,ылӧс,înțeles
283,Grund::N,мог,cauză
284,Grund::N,мог,pricină
285,Wahrheit::N,правда,adevăr
286,Gespräch::N,сёрни,convorbire
287,Gespräch::N,сёрни,conversație
288,Märchen::N,сказка,basm
289,Märchen::N,сказка,poveste
290,Erzählung::N,висьт,poveste
291,Nachricht::N,юӧр,veste
292,Nachricht::N,висьталӧм,veste
293,Neuigkeit::N,новость,noutate
294,Neuigkeit::N,новость,actualitate
295,Name::N,ним,nume
296,Rätsel::N,загадка,ghicitoare
297,Rede::N,сёрни,discurs
298,Sprache::N,кыв,limbă
299,Sprache::N,кыв,limbaj
300,Stimme::N,голос,glas
301,Wort::N,кыв,cuvânt
302,Zeichen::N,пас,semn
303,Zeichen::N,пас,semnal
304,Ruf::N,чуксӧм,chemare
305,Ruf::N,чукӧстӧм,chemare
306,Lärm::N,шум,zgomot
307,Lärm::N,шум,tărăboi
308,Laut::N,шы,sunet
309,Ton::N,гор,ton
310,Lied::N,сьыланкыв,cântec
311,Ruhe::N,спокой,odihnă
312,Ruhe::N,спокой,liniște
313,Leute::N,йӧз,lume
314,Leute::N,йӧз,oameni
315,Volk::N,йӧз,popor
316,Volk::N,йӧз,națiune
317,Volk::N,народ,popor
318,Volk::N,народ,națiune
319,Arbeit::N,удж,lucru
320,Gast::N,гӧсь,musafir
321,Geschenk::N,гӧснеч,dar
322,Geschenk::N,гӧснеч,cadou
323,Geschenk::N,подарок,dar
324,Geschenk::N,подарок,cadou
325,Spiel::N,орсӧм,joc
326,Gesellschaft::N,компания,societate
327,Hilfe::N,отсӧт,ajutor
328,Freund::N,модз,amic
329,Freund::N,модз,prieten
330,Freund::N,дружок,amic
331,Freund::N,дружок,prieten
332,Kamerad::N,тӧдса,tovarăș
333,Angelegenheit::N,дело,afacere
334,Anzahl::N,лыд,număr
335,Anzahl::N,лыд,cantitate
336,Art::N,пӧлӧс,fel
337,Art::N,пӧлӧс,specie
338,Stück::N,тор,bucată
339,Teil::N,юкӧм,parte
340,Teil::N,юкӧм,porție
341,Hälfte::N,джын,jumătate
342,Kreis::N,круг,cerc
343,Kreuz::N,перна,cruce
344,Linie::N,визь,linie
345,Strich::N,кырӧв,linie
346,Strich::N,кырӧв,trăsătură
347,Abstand::N,колас,distanță
348,Abstand::N,колас,depărtare
349,Entfernung::N,ылына,distanță
350,Entfernung::N,ылына,depărtare
351,Gegend::N,места,regiune
352,Platz::N,места,loc
353,Ort::N,места,loc
354,Seite::N,ладор,latură
355,Mitte::N,шӧр,centru
356,Gegenstand::N,тор,obiect
357,Sache::N,тор,lucru
358,Sache::N,тор,chestie
359,Rand::N,дор,bordură
360,Kante::N,ордлы,muchie
361,Kante::N,ордлы,bordură
362,Ecke::N,пельӧс,colț
363,Spitze::N,йыв,vârf
364,Spitze::N,йыв,creștet
365,Ende::N,йыв,capăt
366,Loch::N,осьта,gaură
367,Winkel::N,пельӧс,colț
368,Muster::N,сер,desen
369,Größe::N,ыжда,mărime
370,Länge::N,кузя,lungime
371,Höhe::N,сувда,înălțime
372,Höhe::N,вылына,înălțime
373,Gewicht::N,сьӧкта,greutate
374,Haufen::N,куча,grămadă
375,Reihe::N,лёдз,șir
376,Reihe::N,лёдз,rând
377,Boot::N,пыж,barcă
378,Boot::N,пыж,luntre
379,Ruder::N,пелыс,vâslă
380,Ruder::N,пелыс,lopată
381,Schlitten::N,додь,sanie
382,Ski::N,лямпа,schi
383,Lagerfeuer::N,бипур,foc de tabără
384,Last::N,тягота,povară
385,Last::N,тягота,sarcină
386,Gang::N,мунӧм,mers
387,Gang::N,мунӧм,umblet
388,Schritt::N,вожмӧв,pas
389,Norden::N,ой,nord
390,Norden::N,ой,miazănoapte
391,Süden::N,лун,sud
392,Süden::N,лун,miazăzi
393,Westen::N,рытвыв,apus
394,Osten::N,асыв,est
395,Osten::N,асыв,răsărit
396,Holz::N,пу,lemn
397,Brett::N,пӧв,scândură
398,Platte::N,плита,placă
399,Stütze::N,пика,proptea
400,Stange::N,зор,bară
401,Stange::N,зор,prăjină
402,Stange::N,потш,bară
403,Stange::N,потш,prăjină
404,Stock::N,бедь,băț
405,Stock::N,бедь,baston
406,Stab::N,шест,baston
407,Stab::N,шест,prăjină
408,Rohr::N,труба,tub
409,Rohr::N,труба,țeavă
410,Haus::N,керку,casă
411,Heim::N,керку,casă
412,Heim::N,керку,cămin
413,Ofen::N,пӧжавны,sobă
414,Fußboden::N,джодж,podea
415,Fußboden::N,джодж,dușumea
416,Tisch::N,пызан,masă
417,Stuhl::N,стул,scaun
418,Wiege::N,зыбка,leagăn
419,Bett::N,кровать,pat
420,Regal::N,джадж,rafturi
421,Kiste::N,ящик,ladă
422,Kiste::N,ящик,cutie
423,Fenster::N,ӧшын,fereastră
424,Tür::N,ыбӧс,ușă
425,Tor::N,ворота,poartă
426,Zaun::N,забор,gard
427,Dach::N,крыша,acoperiș
428,Leiter::N,лиснич,scară
429,Besen::N,рос,mătură
430,Spaten::N,зыр,cazma
431,Spaten::N,зыр,hârleț
432,Schaufel::N,зыр,lopată
433,Gabel::N,вила,furculiță
434,Löffel::N,пань,lingură
435,Messer::N,пурт,cuțit
436,Nagel::N,кӧрттув,cui
437,Netz::N,кыйӧт,plasă
438,Haken::N,ем,cârlig
439,Griff::N,пу,mâner
440,Schloss::N,замок,lacăt
441,Bild::N,картина,tablou
442,Bild::N,картина,imagine
443,Figur::N,мыгӧр,chip
444,Figur::N,мыгӧр,figură
445,Puppe::N,акань,păpușă
446,Beutel::N,мешӧк,pungă
447,Beutel::N,мешӧк,săculeț
448,Bündel::N,нин,mănunchi
449,Tasche::N,сумка,geantă
450,Eimer::N,ведра,găleată
451,Deckel::N,вевт,capac
452,Geschirr::N,доз,vase
453,Geschirr::N,доз,tacâmuri
454,Geschirr::N,бекӧрпань,vase
455,Geschirr::N,бекӧрпань,tacâmuri
456,Sack::N,мешӧк,sac
457,Tasse::N,бекӧр,ceașcă
458,Topf::N,кастрюля,oală
459,Kessel::N,пӧрт,cazan
460,Kessel::N,пӧрт,căldare
461,Essen::N,сёйӧм,mâncare
462,Nahrung::N,вердан,hrană
463,Nahrung::N,вердан,aliment
464,Speise::N,сёян,bucate
465,Speise::N,сёян,fel de bucate
466,Fleisch::N,яй,carne
467,Getreide::N,сю,cereale
468,Brei::N,каша,pireu
469,Brot::N,нянь,pâine
470,Scheibe::N,шӧрӧм,felie
471,Scheibe::N,шӧрӧм,bucată
472,Fett::N,гос,untură
473,Fett::N,гос,grăsime
474,Butter::N,ви,unt
475,Öl::N,ви,ulei
476,Salz::N,сов,sare
477,Suppe::N,шыд,supă
478,Suppe::N,шыд,ciorbă
479,Honig::N,ма,miere
480,Milch::N,йӧв,lapte
481,Tee::N,чай,ceai
482,Leder::N,кучик,piele
483,Wolle::N,гӧн,lână
484,Stoff::N,дӧра,stofă
485,Nadel::N,ем,ac
486,Faden::N,сунис,ață
487,Knopf::N,кизь,buton
488,Knoten::N,узӧв,nod
489,Knoten::N,гӧрӧд,nod
490,Farbe::N,краска,vopsea
491,Kleidung::N,паськӧм,haine
492,Kleidung::N,паськӧм,îmbrăcăminte
493,Hemd::N,йӧрнӧс,cămașă
494,Kragen::N,воротник,guler
495,Ärmel::N,сос,mânecă
496,Hose::N,вешьян,pantaloni
497,Gürtel::N,йи,cordon
498,Mütze::N,шапка,șapcă
499,Schuh::N,ботинки,gheată
500,Stiefel::N,сапог,cizmă
501,Ring::N,чунькытш,inel
502,Ring::N,чунькытш,verigă
503,Band::N,ленточка,panglică
504,Band::N,ленточка,șiret
505,Kamm::N,сынан,pieptene
506,Spiegel::N,зеркало,oglindă
507,Riemen::N,ремень,curea
508,Schnur::N,гез,funie
509,Schnur::N,гез,sfoară
510,Leine::N,повод,lesă
511,Leine::N,повод,curea
512,Decke::N,одеяло,pătură
513,Kissen::N,подушка,pernă
514,Tuch::N,чышьян,batic
515,Handtuch::N,чышкӧт,prosop
516,Handtuch::N,чышкӧт,ștergar
517,Kraft::N,прак,forță
518,Kraft::N,прак,putere
519,Stärke::N,вын,tărie
520,Stärke::N,вын,vigoare
521,Gesundheit::N,здоровье,sănătate
522,Krankheit::N,шог,boală
523,Krankheit::N,шог,maladie
524,Schmerz::N,зубыт,durere
525,Wunde::N,рана,rană
526,Fieber::N,лёк тресся,febră
527,Fieber::N,кынтан шогӧт,febră
528,Arznei::N,лекарство,leac
529,Arznei::N,лекарство,medicament
530,Brücke::N,пос,pod
531,Brücke::N,пос,punte
532,Brunnen::N,колодец ,puț
533,Weide::N,пода йирсян,izlaz
534,Weide::N,пода йирсян,pășune
535,Pfad::N,туй,cărare
536,Weg::N,туй,drum
537,Straße::N,туй,cale
538,Straße::N,туй,stradă
539,Dorf::N,деревня,sat
540,Stadt::N,город,oraș
541,Brief::N,гижӧт,scrisoare
542,Buch::N,книга,carte
543,Buchstabe::N,буква,literă
544,Buchstabe::N,буква,caracter
545,Zeitung::N,газета,ziar
546,Zeitung::N,газета,gazetă
547,Leben::N,олан,viață
548,Tod::N,кулӧм,moarte
549,Grab::N,гу,groapă
550,Grab::N,гу,mormânt
551,Kirche::N,вичку,biserică
552,Sünde::N,грек,păcat
553,Gott::N,ен,zeu
554,Arbeiter::N,уджалiсь,muncitor
555,Chef::N,начальник,șef
556,Meister::N,мастер,meșter
557,Meister::N,мастер,maestru
558,Arzt::N,врач,medic
559,Arzt::N,врач,doctor
560,Lehrer::N,велӧтісь,profesor
561,Lehrer::N,велӧтісь,învățător
562,Geld::N,деньга,bani
563,Geld::N,деньга,parale
564,Geschäft::N,удж,treabă
565,Geschäft::N,удж,afacere
566,Laden::N,магазин,magazin
567,Laden::N,магазин,prăvălie
568,Preis::N,дон,preț
569,Ware::N,товар,marfă
570,Nutzen::N,путь,folos
571,Nutzen::N,путь,profit
572,Reichtum::N,богатство,avuție
573,Reichtum::N,богатство,bogăție
574,Welt::N,му,lume
575,Land::N,страна,țară
576,Staat::N,государство,stat
577,König::N,кан,rege
578,Macht::N,власть,putere
579,Macht::N,власть,putință
580,Grenze::N,граница,hotar
581,Grenze::N,граница,graniță
582,Grenze::N,граница,frontieră
583,Krieg::N,война,război
584,Feind::N,враг,dușman
585,Kampf::N,нярасьӧм,luptă
586,Kampf::N,вермасьӧм,luptă
587,Bogen[Waffe]::N,лук,arc
588,Pfeil::N,ньӧв,săgeată
589,Gewehr::N,ружьё,armă
590,Gewehr::N,ружьё,pușcă
591,Fehler::N,ошибка,eroare
592,Fehler::N,ошибка,greșeală
593,Lüge::N,ылӧтӧм,minciună
594,Lüge::N,пӧрьялӧм,minciună
595,Schaden::N,лёк,daună
596,Schaden::N,лёк,pagubă
597,Unglück::N,пик,nenorocire
598,Unglück::N,оказзё,nenorocire
599,Schuld::N,вина,vină
600,Schluss::N,ком,sfârșit
601,Zeit::N,кад,timp
602,Zeit::N,кад,vreme
603,Tag::N,лун,zi
604,Morgen::N,асыв,dimineață
605,Mittag::N,луншӧр кад,prânz
606,Mittag::N,луншӧр кад,amiază
607,Abend::N,рыт,seară
608,Nacht::N,ой,noapte
609,Woche::N,неделя,săptămână
610,Monat::N,тӧлicь,lună
611,Jahr::N,год,an
612,Frühling::N,тулыс,primăvară
613,Sommer::N,гожум,vară
614,Herbst::N,ар,toamnă
615,Winter::N,тӧв,iarnă
616,Januar::N,январ,ianuarie
617,Februar::N,февраль,februarie
618,März::N,март,martie
619,April::N,апрель,aprilie
620,Mai::N,май,mai
621,Juni::N,юнь,iunie
622,Juli::N,юль,iulie
623,August::N,август,august
624,September::N,сентяб,septembrie
625,Oktober::N,октяб,octombrie
626,November::N,нояб,noiembrie
627,Dezember::N,декаб,decembrie
628,Montag::N,вильлун,luni
629,Dienstag::N,мӧдӧдзлун,marți
630,Mittwoch::N,шӧрлун,miercuri
631,Donnerstag::N,нёльӧдзлун,joi
632,Freitag::N,витӧдзлун,vineri
633,Samstag::N,пывсянлун,sâmbătă
634,Sonntag::N,кресення,duminică
635,groß::A,ыджыт,mare
636,klein::A,учӧтик,mic
637,lang::A,кузь,lung
638,kurz::A,дженыт,scurt
639,breit::A,ота,lat
640,breit::A,ота,larg
641,schmal::A,векнит,strâmt
642,dicht::A,тшӧк,des
643,dick[Gegenstand]::A,кыз,gros
644,dünn::A,вӧснит,subțire
645,fein::A,вӧснит,fin
646,fein::A,вӧснит,subțire
647,fest::A,крепыт,tare
648,fest::A,крепыт,solid
649,flach::A,лапкӧса,șes
650,flach::A,лапкӧса,plan
651,glatt::A,волькыт,lins
652,hart::A,чӧрыт,dur
653,weich::A,небыт,moale
654,rund::A,гӧгрӧса,rotund
655,rund::A,гӧгрӧса,circular
656,spitz::A,ёся,ascuțit
657,scharf::A,лэчыт,tăios
658,scharf::A,лэчыт,ascuțit
659,stumpf::A,ныж,tocit
660,schwer::A,сьӧкыт,greu
661,schön::A,басӧк,frumos
662,heiß::A,жар,cald
663,heiß::A,жар,fierbinte
664,warm::A,шоныт,cald
665,warm::A,шоныт,fierbinte
666,kalt::A,кӧдзыт,rece
667,kühl::A,сайкыт,rece
668,kühl::A,сайкыт,răcoros
669,frisch::A,виль,răcoros
670,frisch::A,виль,proaspăt
671,feucht::A,вакодь,umed
672,feucht::A,вакодь,jilav
673,nass::A,ва,ud
674,trocken::A,кӧс,sec
675,trocken::A,кӧс,uscat
676,voll::A,тыра,plin
677,leer::A,тыртӧм,gol
678,offen::A,оссьӧм,deschis
679,geschlossen::A,игана,închis
680,geschlossen::A,пӧдана,închis
681,sauber::A,сӧдз,curat
682,sauber::A,сӧстӧм,curat
683,schmutzig::A,нятьӧсь,murdar
684,roh::A,путӧм,crud
685,reif::A,кисьмалӧм,copt
686,lecker::A,кӧра ,gustos
687,süß::A,чӧскыт,dulce
688,bitter::A,курыт,amar
689,sauer::A,шӧма ,acru
690,hell::A,югыт,clar
691,hell::A,югыт,luminos
692,dunkel::A,пемыт,obscur
693,dunkel::A,пемыт,întunecos
694,schwarz::A,сьӧд,negru
695,weiß::A,чочком,alb
696,rot::A,гӧрд,roșu
697,gelb::A,веж,galben
698,blau::A,лӧз,albastru
699,grün::A,веж,verde
700,grau::A,руд,gri
701,grau::A,руд,cenușiu
702,grau::A,бусӧй,gri
703,grau::A,бусӧй,cenușiu
704,bunt::A,быдрӧма,colorat
705,billig::A,донтӧм,ieftin
706,teuer::A,дона,scump
707,wertvoll::A,дона,prețios
708,blind::A,синтӧм,orb
709,taub::A,пельтӧм,surd
710,kräftig::A,вына,tare
711,kräftig::A,вына,forte
712,kräftig::A,вына,robust
713,stark::A,вына,viguros
714,stark::A,вына,puternic
715,schwach::A,некодя,slab
716,schwach::A,некодя,debil
717,fett::A,госа,gras
718,schlank::A,статя,zvelt
719,hübsch::A,басӧк,drăguț
720,böse::A,лёк,rău
721,böse::A,лёк,răutăcios
722,dumm::A,бӧбӧв,nerod
723,dumm::A,бӧбӧв,tâmpit
724,dumm::A,вежӧртӧм,nerod
725,dumm::A,вежӧртӧм,tâmpit
726,faul::A,дыш,leneș
727,fleißig::A,уджалicь,harnic
728,fleißig::A,уджалicь,sârguincios
729,geizig::A,жикмӧра,calic
730,geizig::A,жикмӧра,zgârcit
731,geizig::A,горшаліcь,calic
732,geizig::A,горшаліcь,zgârcit
733,klug::A,авья,isteț
734,klug::A,авья,deștept
735,klug::A,вежӧра,isteț
736,klug::A,вежӧра,deștept
737,geschickt::A,кипода,dibaci
738,lieb::A,муса,drag
739,lieb::A,муса,iubit
740,lieb::A,дзулиньӧй,drag
741,lieb::A,дзулиньӧй,iubit
742,lustig::A,гажа,vesel
743,sanft::A,лебезнӧй,blând
744,sanft::A,лебезнӧй,blajin
745,hungrig::A,тшыг,flămând
746,krank::A,шогалiсь,bolnav
747,nackt::A,куш,gol
748,traurig::A,жугыль,trist
749,traurig::A,жугыль,mâhnit
750,lebendig::A,ловья,viu
751,gut::A,бур,bun
752,schlecht::A,умӧль,rău
753,schlecht::A,умӧль,prost
754,schlimm::A,нештӧм,rău
755,alt::A,важ,uzat
756,alt::A,важ,vechi
757,neu::A,виль,nou
758,ehemalig::A,вӧвлӧм,fost
759,ehemalig::A,вӧвлӧм,anterior
760,alt[Lebewesen]::A,года,bătrîn
761,alt[Lebewesen]::A,годдэза,bătrîn
762,jung::A,том,tânăr
763,arm::A,гов,sărac
764,arm::A,гов,sărman
765,arm::A,беднӧй,sărac
766,arm::A,беднӧй,sărman
767,reich::A,эма,avut
768,reich::A,эма,bogat
769,bekannt::A,тӧдса,cunoscut
770,fremd::A,чужӧй,străin
771,verschieden::A,быдкодь,diferit
772,verschieden::A,быдкодь,deosebit
773,nah::A,матiсь,apropiat
774,fern::A,ылicь,departe
775,linker::A,шульга,stâng
776,rechter::A,веськытланись,drept
777,anderer::A,мукӧд,alt
778,erster::A,медодзза,prim
779,zweiter::A,кыкӧт,al doilea
780,dritter::A,куимӧт,treilea
781,dritter::A,куимӧдз,treilea
782,letzter::A,бӧрья,final
783,letzter::A,мёдбӧрья,final
784,auf einmal::ADV,тшӧтш,dintrodată
785,zusammen::ADV,ӧтлаын,împreună
786,lange::ADV,дыр,îndelung
787,lange::ADV,дыр,mult timp
788,plötzlich::ADV,друг,deodată
789,plötzlich::ADV,друг,pe neașteptate
790,sofort::ADV,тшӧтш,imediat
791,sofort::ADV,тшӧтш,numaidecît
792,später::ADV,медбӧрын,mai apoi
793,später::ADV,медбӧрын,mai târziu
794,jetzt::ADV,ӧні,acum
795,heute::ADV,талун,azi
796,heute::ADV,талун,astăzi
797,morgen::ADV,ашын,mâine
798,bald::ADV,чожа,curând
799,dann::ADV,сыбӧрын,apoi
800,gestern::ADV,тӧн,ieri
801,einst::ADV,ӧтпыр,odată
802,einst::ADV,ӧтпыр,odinioară
803,damals::ADV,сэк,atunci
804,damals::ADV,сэк,pe atunci
805,damals::ADV,сэки,atunci
806,damals::ADV,сэки,pe atunci
807,danach::ADV,сэсся,după aceasta
808,vorher::ADV,одзжык,mai întâi
809,vorher::ADV,одзжык,în prealabil
810,zuerst::ADV,наперво,întâi
811,zuerst::ADV,наперво,în primul rând
812,einmal::ADV,ӧтпыр,odată
813,manchmal::ADV,мукӧдпыр,uneori
