,Concept_ID,ru,lbe
61,Träne::N,слеза,макь
62,Geschmack::N,вкус,тӏин
63,Geschmack::N,вкус,тӏааьн
64,Geruch::N,запах,кьанкь
65,Schlaf::N,сон,шану
66,Traum::N,сновидение,макӏру
67,Himmel::N,небо,ссав
68,Sonne::N,солнце,баргъ
69,Mond::N,луна,барз
70,Stern::N,звезда,цӏуку
71,Luft::N,воздух,гьава
72,Wind::N,ветер,марч
73,Welle::N,волна,щатӏи
74,Wasser::N,вода,щин
75,Stein::N,камень,чару
76,Boden::N,почва,аьрщи
77,Erde::N,земля,аьрщи
78,Staub::N,пыль,ххит
79,Rauch::N,дым,пуркӏу
80,Funke::N,искра,пиягь
81,Feuer::N,огонь,цӏу
82,Licht::N,свет,чани
83,Schatten::N,тень,ххют
84,Wetter::N,погода,гьава
85,Nebel::N,туман,шархь ттурлу
86,Wolke::N,облако,ттурлу
87,Regen::N,дождь,гъарал
88,Schnee::N,снег,марххала
89,Eis::N,лед,микӏ
90,Frost::N,мороз,дяркъу
91,Frost::N,мороз,замгьар
92,Kälte::N,холод,дяркъу
93,Hitze::N,жара,кӏиришиву
94,Raureif::N,иней,сил
95,Raureif::N,иней,бурса
96,Regenbogen::N,радуга,ссурул ккуртта
97,Donner::N,гром,къув
98,Strömung::N,течение,экьинанаву
99,Tropfen::N,капля,кӏунтӏ
100,Schaum::N,пена,хьама
101,Schmutz::N,грязь,кьяркьи
102,See::N,озеро,бяр
103,Sumpf::N,топь,кунцӏа
104,Moor::N,болото,
105,Wiese::N,луг,кьан
106,Wald::N,лес,вацӏа
107,Hügel::N,холм,бакӏу
108,Anhöhe::N,возвышенность,
109,Berg::N,гора,зунтту
110,Gipfel::N,вершина,мицӏ
111,Höhle::N,пещера,нух
112,Abhang::N,склон,сун
113,Quelle::N,источник,дайдихьу
114,Quelle::N,источник,бакӏ
115,Bach::N,ручей,чӏрир нех
116,Fluss::N,река,нех
117,Ufer::N,берег,зума
118,Küste::N,побережье,зумаинхалу
119,Küste::N,побережье,зуманицӏалу
120,Festland::N,суша,кьири
121,Meer::N,море,хьхьири
122,Bucht::N,бухта,
123,Insel::N,остров,жазира
124,Blume::N,цветок,тӏутӏи
125,Gras::N,трава,уртту
126,Wurzel::N,корень,мархха
127,Baum::N,дерево,мурхь
128,Stamm::N,ствол,ттарцӏ
129,Rinde::N,кора,ккамара
130,Ast::N,сук,матӏи
131,Zweig::N,ветвь,къяртта
132,Blatt::N,лист,чӏапӏи
133,Birke::N,береза,кӏялахӏи
134,Birke::N,береза,кӏялахӏилул мурхь
135,Kiefer[Baum]::N,сосна,ттар
136,Kiefer[Baum]::N,сосна,ттарлил мурхь
137,Weide[Baum]::N,ива,щавщи
138,Tanne::N,ель,ттарлил мурхь
139,Horn::N,рог,хъи
140,Feder::N,перо,лелуххул тӏиму
141,Fell::N,шкура,бурчу
142,Flügel::N,крыло,хъа
143,Flügel::N,крыло,ххурупӏайрал тӏиму
144,Klaue::N,коготь,михь
145,Kralle::N,лапа,ххяппа
146,Schwanz::N,хвост,магъ
147,Ei::N,яйцо,ккунук
148,Nest::N,гнездо,кюру
149,Bau::N,нора,цукъуккутӏ
150,Tier::N,животное,хӏайван
151,Herde::N,стадо,газу
152,Kuh::N,корова,оьл
153,Bulle::N,бык,ниц
154,Pferd::N,лошадь,чу
155,Schaf::N,овца,тта
156,Schwein::N,свинья,дунгъуз
157,Hund::N,собака,ккаччи
158,Katze::N,кошка,ччиту
159,Bär::N,медведь,цуша
160,Eichhörnchen::N,белка,бюрхттукку
161,Elch::N,лось,ниц-бюрин
162,Fuchs::N,лиса,цулчӏа
163,Fuchs::N,лиса,куча цулчӏа
164,Hase::N,заяц,бюрх
165,Maus::N,мышь,кӏулу
166,Wolf::N,волк,барцӏ
167,Vogel::N,птица,лелуххи
168,Schwarm::N,стая,гьухъала
169,Huhn::N,курица,аьнакӏи
170,Hahn::N,петух,ажари
171,Gans::N,гусь,къаз
172,Adler::N,орел,барзу
173,Ente::N,утка,урдак
174,Eule::N,сова,ису
175,Eule::N,сова,ччиккумяв
176,Kranich::N,журавль,кьурукь
177,Krähe::N,ворона,хъатӏу
178,Kuckuck::N,кукушка,ччикку
179,Schwan::N,лебедь,урттил къаз
180,Fisch::N,рыба,чавахъ
181,Barsch::N,окунь,
182,Hecht::N,щука,
183,Schlange[Tier]::N,змея,шатта
184,Wurm::N,червяк,кьюнукьай шатта
185,Spinne::N,паук,ххялцу
186,Ameise::N,муравей,митӏикьукьу
187,Laus::N,вошь,
188,Mücke::N,комар,мичӏак
189,Fliege::N,муха,зимиз
190,Schmetterling::N,бабочка,чӏимучӏали
191,Beere::N,ягода,хӏаллил ахъулсса
192,Apfel::N,яблоко,гьивч
193,Pilz::N,гриб,ттуккул иис
194,Zwiebel::N,луковица,лаччул чсмусул бакӏ
195,Saat::N,семя,гьанна
196,Korn::N,зерно,къама
197,Heu::N,сено,ххулув
198,Schale::N,шелуха,ккиртту
199,Grube::N,яма,кӏаланг
200,Falle::N,ловушка,къатӏа
201,Schlinge::N,силок,хӏатӏ
202,Spur::N,след,ша
203,Asche::N,зола,лах
204,Asche::N,пепел,лах
205,Dreck::N,грязь,кьяркьи
206,Dreck::N,грязь,венп
207,Eisen::N,железо,мах
208,Gold::N,золото,муси
209,Silber::N,серебро,арцу
210,Kohle::N,уголь,кӏалаш
211,Kohle::N,уголь,хъуручӏ
212,Glas::N,стекло,пюрун
213,Lehm::N,глина,сина аьрщи
214,Sand::N,песок,къун
215,Mensch::N,человек,инсан
216,Mann::N,мужчина,чув
217,Mann::N,мужчина,адимина
218,Frau::N,женщина,щарсса
219,Frau::N,женщина,хъамитайпа
220,Kind::N,ребенок,чӏиви оьрчӏ
221,Junge::N,мальчик,оьрчӏ
222,Junge::N,мальчик,бурхьин оьрчӏ
223,Mädchen::N,девочка,душ
224,Familie::N,семья,кулпат
225,Großvater::N,дедушка,ттатта
226,Großvater::N,дедушка,ниттил ппу
227,Großmutter::N,бабушка,буттал нину
228,Eltern::N,родители,нину-ппу
229,Vater::N,отец,ппу
230,Mutter::N,мать,нину
231,Sohn::N,сын,арс
232,Tochter::N,дочь,душ
233,Bruder::N,брат,уссу
234,Schwester::N,сестра,ссу
235,Onkel::N,дядя,буттауссу
236,Tante::N,тетя,буттал ссу
237,Ehemann::N,муж,лас
238,Ehefrau::N,жена,щар
239,Ehefrau::N,жена,щарсса
240,Freude::N,радость,шадшиву
241,Freude::N,радость,ххаришиву
242,Gelächter::N,смех,хъяхъаву
243,Glück::N,счастье,талихӏ
244,Kummer::N,горе,дард
245,Wunsch::N,желание,мурад
246,Lust::N,влечение,гьавас
247,Lust::N,влечение,ччаву
248,Geist::N,дух,рухӏ
249,Gedanke::N,мысль,пикри
250,Gedächtnis::N,память,дакӏний личӏаву
251,Verstand::N,ум,аькьлу
252,Sinn::N,смысл,мяъна
253,Grund::N,повод,багьана
254,Wahrheit::N,правда,тӏайламур
255,Wahrheit::N,правда,хӏакьмур
256,Gespräch::N,беседа,ихтилат
257,Märchen::N,сказка,магьа
258,Erzählung::N,рассказ,хавар
259,Nachricht::N,сообщение,хавар
260,Neuigkeit::N,новость,хавар
261,Name::N,имя,цӏа
262,Rätsel::N,загадка,ссигьа
263,Rede::N,речь,гъалгъа
264,Sprache::N,язык,маз
265,Stimme::N,голос,чӏу
266,Stimme::N,голос,чӏукӏа
267,Wort::N,слово,махъ
268,Zeichen::N,знак,лишан
269,Ruf::N,зов,
270,Lärm::N,шум,чӏу
271,Laut::N,звук,чӏу
272,Ton::N,звучание,чӏу
273,Lied::N,песня,балай
274,Ruhe::N,покой,дигьалагру
275,Leute::N,люди,инсантал
276,Volk::N,народ,ил
277,Volk::N,народ,халкь
278,Arbeit::N,работа,заву
279,Gast::N,гость,хъамаличу
280,Geschenk::N,подарок,бухчакарши
281,Geschenk::N,подарок,лажинккакку
282,Spiel::N,игра,тӏуркӏу
283,Gesellschaft::N,общество,жямат
284,Gesellschaft::N,общество,ккуран
285,Hilfe::N,помощь,кумаг
286,Freund::N,друг,дус
287,Kamerad::N,приятель,хӏаласу
288,Angelegenheit::N,дело,иш
289,Anzahl::N,количество,аьдад
290,Art::N,вид,жинс
291,Stück::N,кусок,касак
292,Teil::N,часть,бутӏа
293,Hälfte::N,половина,дачӏи
294,Kreis::N,круг,кюрщан
295,Kreuz::N,крест,ххач
296,Linie::N,линия,щва
297,Strich::N,черта,щва
298,Abstand::N,промежуток,манзил
299,Entfernung::N,расстояние,манзил
300,Gegend::N,местность,кӏану
301,Platz::N,пространство,
302,Ort::N,место,кӏану
303,Seite::N,сторона,чул
304,Seite::N,сторона,чулухалу
305,Mitte::N,середина,дя
306,Gegenstand::N,предмет,зат
307,Sache::N,вещь,зат
308,Rand::N,край,зума
309,Kante::N,ребро,
310,Ecke::N,угол,мурцӏу
311,Spitze::N,кончик,мицӏ
312,Ende::N,конец,зума
313,Loch::N,дыра,ккутӏ
314,Winkel::N,угол,мурцӏу
315,Muster::N,узор,накьич
316,Größe::N,размер,
317,Länge::N,длина,лахъишиву
318,Höhe::N,высота,лахъшиву
319,Gewicht::N,вес,дуццин
320,Gewicht::N,вес,кӏушиву
321,Menge::N,количество,
322,Haufen::N,куча,бакӏу
323,Reihe::N,ряд,кьюкьа
324,Boot::N,лодка,луткка
325,Ruder::N,весло,весло
326,Ruder::N,весло,чӏатӏа
327,Schlitten::N,сани,чана
328,Schlitten::N,сани,санкка
329,Ski::N,лыжа,лижарду
330,Lagerfeuer::N,костер,къавтӏн
331,Last::N,тяжесть,гьиву
332,Gang::N,ход,нанаву
333,Schritt::N,шаг,ша
334,Norden::N,север,ухссав
335,Norden::N,север,ухссавнил чулухалу
336,Süden::N,юг,кьилва
337,Westen::N,запад,баргълагавал
338,Westen::N,запад,баргълагавал чул
339,Osten::N,восток,баргъбуккай чулухалу
340,Holz::N,древесина,тӏама
341,Brett::N,доска,тахта
342,Platte::N,плита,гъуни
343,Stütze::N,подпорка,гьалакӏу
344,Stange::N,жердь,къазихъ
345,Stock::N,палка,ттархь
346,Stab::N,шест,ччантӏакъу
347,Rohr::N,труба,бургъу
348,Haus::N,дом,къатта
349,Heim::N,дом,къатта
350,Ofen::N,печь,пач
351,Fußboden::N,пол,чӏанкъатта
352,Tisch::N,стол,усттул
353,Stuhl::N,стул,кӏану
354,Wiege::N,колыбель,оьрчӏал кӏану
355,Bett::N,постель,тах
356,Regal::N,полка,чӏаму
357,Kiste::N,ящик,яшикӏ
358,Kiste::N,ящик,къурши
359,Fenster::N,окно,чӏавахьулу
360,Tür::N,дверь,нуз
361,Tür::N,дверь,нузкьун
362,Tor::N,ворота,къапу
363,Tor::N,ворота,дарваза
364,Zaun::N,забор,дайгьузанну
365,Dach::N,крыша,магъи
366,Dach::N,крыша,цӏиялу
367,Leiter::N,лестница,чуртту
368,Besen::N,метла,чӏатлу
369,Spaten::N,лопата,бил
370,Schaufel::N,совок,чӏатӏа
371,Gabel::N,вилка,гьиссилу
372,Löffel::N,ложка,къуса
373,Messer::N,нож,чӏила
374,Nagel::N,гвоздь,мяр
375,Netz::N,сеть,къери
376,Haken::N,крюк,къича
377,Griff::N,ручка,куяму
378,Schloss::N,замок,кьункьула
379,Bild::N,картина,сурат
380,Figur::N,фигура,
381,Puppe::N,кукла,ссихьу
382,Beutel::N,мешок,чантай
383,Bündel::N,связка,гьи
384,Bündel::N,связка,къар
385,Tasche::N,сумка,
386,Eimer::N,ведро,бадра
387,Deckel::N,крышка,къапаза
388,Geschirr::N,посуда,пюрунчӏул
389,Geschirr::N,посуда,тӏахӏникӏичӏу
390,Sack::N,мешок,къап
391,Sack::N,мешок,дарваг
392,Tasse::N,чашка,пижан
393,Tasse::N,чашка,пинжан
394,Tasse::N,чашка,инкираччатӏи
395,Tasse::N,чашка,цинцилттал бушкъап
396,Topf::N,кастрюля,кӏункӏур
397,Kessel::N,котел,чаг
398,Kessel::N,котел,кӏункӏур
399,Essen::N,еда,дукия
400,Essen::N,еда,дукин
401,Nahrung::N,пища,дукра
402,Speise::N,блюдо,дукра
403,Speise::N,кушанье,дукра
404,Fleisch::N,мясо,дикӏ
405,Getreide::N,хлеб,къама
406,Brei::N,каша,ккурч
407,Brot::N,хлеб,ччатӏ
408,Scheibe::N,ломоть,парча
409,Fett::N,жир,аьгъушиву
410,Butter::N,масло,нагь
411,Butter::N,масло,лагаву
412,Öl::N,масло,
413,Salz::N,соль,цӏву
414,Suppe::N,суп,накь
415,Honig::N,мед,ницӏ
416,Milch::N,молоко,накӏ
417,Tee::N,чай,чяй
418,Leder::N,кожа,бурчу
419,Wolle::N,шерсть,ппал
420,Stoff::N,ткань,янна
421,Nadel::N,игла,ххалаххи
422,Faden::N,нитка,ххал
423,Knopf::N,пуговица,банд
424,Knoten::N,узел,къурхъ
425,Farbe::N,краска,сир
426,Kleidung::N,одежда,янна
427,Kleidung::N,одежда,лаххия
428,Hemd::N,рубашка,гьухъа
429,Kragen::N,воротник,дарвач
430,Ärmel::N,рукав,кахха
431,Hose::N,брюки,хӏажак
432,Gürtel::N,пояс,мухӏлу
433,Mütze::N,шапка,кьяпа
434,Schuh::N,ботинок,
435,Stiefel::N,сапог,чакма
436,Ring::N,кольцо,кӏисса
437,Band::N,лента,линт
438,Kamm::N,расческа,ттарал
439,Spiegel::N,зеркало,дагьани
440,Riemen::N,ремень,эн
441,Schnur::N,веревка,хьхьа
442,Leine::N,поводок,
443,Decke::N,одеяло,виргъан
444,Kissen::N,подушка,кӏаралу
445,Tuch::N,платок,карщи
446,Handtuch::N,полотенце,калихьу
447,Handtuch::N,полотенце,лажинлихьу
448,Kraft::N,сила,эллаж
449,Stärke::N,крепость,гуж
450,Gesundheit::N,здоровье,цӏуллу-сагъшиву
451,Krankheit::N,болезнь,къашайшиву
452,Schmerz::N,боль,къюву
453,Wunde::N,рана,щаву
454,Fieber::N,лихорадка,кӏиришиву
455,Fieber::N,температура,кӏиришиву
456,Arznei::N,лекарство,дару
457,Brücke::N,мост,ламу
458,Brunnen::N,колодец,къуй
459,Weide::N,пастбище,бизантту
460,Pfad::N,тропа,жегъир ххуллу
461,Weg::N,путь,ххуллу
462,Weg::N,дорога,ххуллу
463,Straße::N,улица,ххуллу
464,Straße::N,дорога,ххуллу
465,Dorf::N,деревня,щар
466,Dorf::N,деревня,шяравалу
467,Stadt::N,город,шагьру
468,Brief::N,письмо,чагъар
469,Buch::N,книга,лу
470,Buchstabe::N,буква,хӏарп
471,Zeitung::N,газета,кказит
472,Leben::N,жизнь,оьрму
473,Tod::N,смерть,ажал
474,Tod::N,смерть,бивкӏу
475,Tod::N,смерть,ивчӏаву
476,Grab::N,могила,гьав
477,Kirche::N,церковь,килиса
478,Sünde::N,грех,бунагъ
479,Gott::N,бог,зал
480,Arbeiter::N,рабочий,зузала
481,Chef::N,начальник,ялувма
482,Meister::N,мастер,усттар
483,Arzt::N,врач,хӏакин
484,Lehrer::N,учитель,учитель
485,Geld::N,деньги,арцу
486,Geschäft::N,занятие,даву
487,Laden::N,магазин,ттучан
488,Preis::N,цена,багъа
489,Ware::N,товар,хъус
490,Nutzen::N,выгода,хайр
491,Nutzen::N,выгода,мюнпат
492,Reichtum::N,богатство,давлат
493,Reichtum::N,богатство,аваданшиву
494,Welt::N,мир,дуниял
495,Land::N,страна,билаят
496,Staat::N,государство,паччахӏлугъ
497,König::N,король,
498,Macht::N,власть,власть
499,Grenze::N,граница,дазу
500,Krieg::N,война,дяъви
501,Feind::N,враг,душман
502,Gewalt::N,насилие,къия
503,Kampf::N,борьба,лачӏуи уккаву
504,Bogen[Waffe]::N,лук,ккуртта
505,Pfeil::N,стрела,чӏатӏаракӏ
506,Gewehr::N,ружье,ттупанг
507,Fehler::N,ошибка,гъалатӏ
508,Lüge::N,ложь,щялмахъ
509,Schaden::N,вред,зарал
510,Unglück::N,беда,бала
511,Schuld::N,вина,тахсир
512,Alter::N,возраст,оьрму
513,Schluss::N,окончание,ахир
514,Zeit::N,время,чӏун
515,Tag::N,день,кьини
516,Morgen::N,утро,кӏюрх
517,Mittag::N,полдень,ахттайн
518,Mittag::N,полдень,дяахттайн
519,Mittag::N,полдень,ахттайн чӏун
520,Abend::N,вечер,маркӏачӏан
521,Nacht::N,ночь,хьхьу
522,Woche::N,неделя,нюжмар
523,Monat::N,месяц,барз
524,Jahr::N,год,шин
525,Frühling::N,весна,инт
526,Sommer::N,лето,гъи
527,Herbst::N,осень,ссут
528,Winter::N,зима,кӏи
529,Januar::N,январь,цалчинмур барз
530,Februar::N,февраль,кӏилчинмур барз
531,März::N,март,шамилчинмур барз
532,April::N,апрель,апрель
533,April::N,апрель,мукьилчинмур барз
534,Mai::N,май,май
535,Mai::N,май,ххюлчинмур барз
536,Juni::N,июнь,июнь
537,Juni::N,июнь,ряххилчинмур барз
538,Juli::N,июль,июль
539,Juli::N,июль,Арулчинмур барз
540,August::N,август,мяйлчинмур барз
541,September::N,сентябрь,урчӏилчинмур барз
542,Oktober::N,октябрь,ацӏилчинмур барз
543,November::N,ноябрь,ацӏния цалчинмур барз
544,Dezember::N,декабрь,ацӏния кӏилчинмур барз
545,Montag::N,понедельник,итин
546,Montag::N,понедельник,итин кьини
547,Dienstag::N,вторник,тталат
548,Dienstag::N,вторник,тталат кьини
549,Mittwoch::N,среда,арвахӏ
550,Donnerstag::N,четверг,хамис
551,Freitag::N,пятница,нюжмар
552,Freitag::N,пятница,нюжмар кьини
553,Samstag::N,суббота,ххуллун
554,Samstag::N,суббота,ххуллун кьини
555,Sonntag::N,воскресенье,алхӏат
556,Sonntag::N,воскресенье,алхӏат кьини
557,groß::A,большой,бугъарасса
558,klein::A,маленький,чӏивисса
559,lang::A,длинный,лахъисса
560,kurz::A,короткий,кутӏасса
561,breit::A,широкий,уттасса
562,schmal::A,узкий,уттакӏюласса
563,dicht::A,густой,ццунсса
564,dick[Gegenstand]::A,толстый,ганзсса
565,dünn::A,тонкий,кӏюласса
566,fein::A,тонкий,
567,fest::A,крепкий,цӏакьсса
568,fest::A,крепкий,кьянкьасса
569,flach::A,плоский,баягъисса
570,flach::A,плоский,цӏубакъасса
571,flach::A,плоский,куртӏ дакъасса
572,glatt::A,гладкий,дюрчӏусса
573,hart::A,твердый,кьянкьасса
574,weich::A,мягкий,кӏукӏлусса
575,rund::A,круглый,ккурккисса
576,spitz::A,остроконечный,ярксса
577,spitz::A,остроконечный,дайлсса
578,spitz::A,остроконечный,мицӏ бусса
579,scharf::A,острый,ярксса
580,scharf::A,острый,дайлсса
581,scharf::A,острый,мицӏ бусса
582,stumpf::A,тупой,къуркъасса
583,schwer::A,тяжелый,кӏусса
584,schön::A,красивый,аьнтӏикӏасса
585,heiß::A,жаркий,кӏирисса
586,warm::A,теплый,гъелисса
587,kalt::A,холодный,дяркъусса
588,kühl::A,прохладный,дюхлулсса
589,frisch::A,свежий,цӏусса
590,feucht::A,влажный,атилсса
591,feucht::A,влажный,хъавтусса
592,nass::A,мокрый,атилсса
593,nass::A,мокрый,хъавтусса
594,trocken::A,сухой,кьавкьсса
595,trocken::A,сухой,кьакьан бувсса
596,voll::A,полный,бувцӏусса
597,voll::A,наполненный,бувцӏусса
598,leer::A,пустой,бачӏвасса
599,offen::A,открытый,тӏивтӏусса
600,geschlossen::A,закрытый,лавкьусса
601,sauber::A,чистый,марцӏсса
602,schmutzig::A,грязный,чапалсса
603,roh::A,сырой,шакъавхьсса
604,reif::A,зрелый,дирсса
605,lecker::A,вкусный,нахӏусса
606,lecker::A,вкусный,тӏааьнсса
607,süß::A,сладкий,нацӏусса
608,bitter::A,горький,кьурчӏисса
609,sauer::A,кислый,туршсса
610,hell::A,светлый,чаннасса
611,dunkel::A,темный,цӏансса
612,schwarz::A,черный,лухӏисса
613,weiß::A,белый,кӏяласса
614,rot::A,красный,ятӏулсса
615,gelb::A,желтый,хъахъисса
616,blau::A,синий,някӏсса
617,grün::A,зеленый,щюлисса
618,grau::A,серый,оьрусса
619,bunt::A,пестрый,оьрчӏикӏурисса
620,billig::A,дешевый,кьювкьусса
621,teuer::A,дорогой,ххирасса
622,wertvoll::A,ценный,багьасса
623,blind::A,слепой,мурчӏисса
624,taub::A,глухой,къюкӏсса
625,kräftig::A,могучий,гужсса
626,stark::A,сильный,кьянкьасса
627,schwach::A,слабый,заэвсса
628,fett::A,жирный,бучсса
629,schlank::A,стройный,бювхъусса
630,hübsch::A,прелестный,янусса
631,böse::A,злой,оьсса
632,dumm::A,глупый,ахӏмакьсса
633,faul::A,ленивый,танмалсса
634,faul::A,ленивый,курчӏилсса
635,fleißig::A,прилежный,хӏарачат бусса
636,geizig::A,жадный,янттарцӏансса
637,klug::A,умный,аькьлу бусса
638,geschickt::A,искусный,паргалсса
639,lieb::A,милый,аьзизсса
640,lustig::A,веселый,тяхъасса
641,sanft::A,нежный,иминсса
642,hungrig::A,голодный,ккашилсса
643,krank::A,больной,къашавайсса
644,nackt::A,голый,кӏачӏасса
645,traurig::A,грустный,пашмансса
646,lebendig::A,живой,уттавасса
647,gut::A,хороший,ххуйсса
648,schlecht::A,плохой,оьккисса
649,richtig::A,правильный,саргъунсса
650,schlimm::A,отвратительный,оьккисса
651,schlimm::A,мерзкий,оьккисса
652,wahr::A,настоящий,хӏакьсса
653,alt::A,старый,кугьнасса
654,neu::A,новый,цӏусса
655,ehemalig::A,бывший,хъхъичӏвасса
656,alt[Lebewesen]::A,пожилой,агьилсса
657,jung::A,молодой,чӏавасса
658,jung::A,молодой,жагьилсса
659,arm::A,бедный,мискинсса
660,reich::A,богатый,авадансса
661,bekannt::A,знакомый,дусъсса
662,berühmt::A,знаменитый,машгьурсса
663,fremd::A,чужой,чил
664,verschieden::A,разный,личӏи-личӏисса
665,nah::A,близкий,гъансса
666,fern::A,далекий,архсса
667,linker::A,левый,кияхсса
668,linker::A,левый,кюччахсса
669,rechter::A,правый,урчӏахсса
670,anderer::A,другой,цамур
671,erster::A,первый,цалчинмур
672,erster::A,первый,цалчиннсса
673,zweiter::A,второй,кӏилчиимур
674,dritter::A,третий,шамулчинмур
675,letzter::A,последний,махъва-махъмур
676,allein::ADV,один,ялгъузну
677,auf einmal::ADV,сразу,
678,zusammen::ADV,вместе,цачӏу
679,zusammen::ADV,вместе,архӏал
680,lange::ADV,долго,батӏи къабуклай
681,lange::ADV,долго,хъунмасса хӏаллай
682,plötzlich::ADV,вдруг,цакуну
683,sofort::ADV,тотчас,мугьлат бакъа
684,später::ADV,позже,махъ
685,jetzt::ADV,сейчас,утти
686,jetzt::ADV,сейчас,цӏана
687,heute::ADV,сегодня,хӏакьину
688,morgen::ADV,завтра,гьуит
689,morgen::ADV,завтра,гьунттий
690,bald::ADV,скоро,
691,dann::ADV,потом,яла
692,gestern::ADV,вчера,лахьхьу
693,einst::ADV,однажды,
694,damals::ADV,тогда,та чӏумал
695,danach::ADV,затем,яла
696,vorher::ADV,раньше,хьхьнчӏ
697,vorher::ADV,раньше,хьхьичӏва
698,zuerst::ADV,сперва,бакӏрай
699,zuerst::ADV,сперва,цӏу бутӏуй
700,einmal::ADV,раз,цал
701,manchmal::ADV,иногда,ваксса-таксса
702,oft::ADV,часто,чӏявуну
703,immer::ADV,всегда,мудан
704,immer::ADV,всегда,даиман
705,niemals::ADV,никогда,тачӏав
706,hier::ADV,здесь,шикку
707,hierhin::ADV,сюда,шиккун
708,von hier::ADV,отсюда,шичча
709,dort::ADV,там,гикку
710,dorthin::ADV,туда,тиккун
711,geradeaus::ADV,прямо,тӏайланм
712,vorwärts::ADV,вперед,хьхьичӏунмай
713,rückwärts::ADV,назад,махъа-хьхьичӏунмай
714,zurück::ADV,обратно,махъунмай
715,unten::ADV,внизу,лув
716,hinab::ADV,вниз,бакӏ-ялавай
717,hinab::ADV,вниз,бакӏъялавай
718,oben::ADV,наверху,ялув
719,hinauf::ADV,вверх,лавай
720,überall::ADV,везде,гьариий
721,überall::ADV,везде,хьу-хьуний
722,überall::ADV,везде,гьарца кӏанай
723,nicht::ADV,не,къа-
724,ein wenig::ADV,немного,чанни
725,ein wenig::ADV,немного,ца чансса
726,kaum::ADV,едва,дахьа
727,sehr::ADV,очень,оьну
728,sehr::ADV,очень,гужну
729,sehr::ADV,очень,хъинну
730,so::ADV,так,укукн
731,noch::ADV,еще,гьала
732,noch::ADV,еще,уттигу
733,noch::ADV,еще,цакьинва
734,noch::ADV,еще,ттигу-шилагу
735,nur::ADV,только,анжагь
736,schon::ADV,уже,
737,wieder::ADV,опять,цӏуницӏа
738,vergebens::ADV,напрасно,аьдада
739,vergebens::ADV,напрасно,нахӏакь
740,vor::PRP,перед,хьхьичӏ
741,hinter::PRP,за,махъ
742,hinter::PRP,позади,махъ
743,unter::PRP,под,лув
744,durch::PRP,сквозь,-х
745,neben::PRP,возле,чӏарав
746,zwischen::PRP,между,дянив
747,wegen::PRP,из-за,цӏаний
748,dies::PRN,это,ва
749,das::PRN,то,та
750,das::PRN,то,кӏа
751,das::PRN,то,га
752,alles::PRN,все,щала
753,ich::PRN,я,на
754,du::PRN,ты,ина
755,er::PRN,он,му
756,wir::PRN,мы,жу
757,ihr::PRN,вы,зу
758,sie::PRN,они,
759,was::FPRN,что,ци
760,wer::FPRN,кто,цу
761,wo::FADV,где,чув
762,wohin::FADV,куда,чун
763,wie::FADV,как,цукун
764,warum::FADV,почему,цан
765,wieviel::FNUM,сколько,циксса
766,eins::NUM,один,ца
767,zwei::NUM,два,кӏива
