,Concept_ID,ga,ba
765,schlimm::A,gránna,хөрт
766,schlimm::A,gránna,алама
767,schlimm::A,tubaisteach,хөрт
768,schlimm::A,tubaisteach,алама
769,wahr::A,fíor,дөрөҫ
770,alt::A,sean,иҫке
771,alt::A,sean,боронғо
772,neu::A,úr,яңы
773,neu::A,nua,яңы
774,ehemalig::A,iar-,элекке
775,ehemalig::A,sean-,элекке
776,alt[Lebewesen]::A,sean,ҡарт
777,alt[Lebewesen]::A,aosta,ҡарт
778,jung::A,óg,йәш
779,arm::A,bocht,фәҡир
780,reich::A,saibhir,бай
781,reich::A,rachmasach,бай
782,bekannt::A,atá eolas air,таныш
783,berühmt::A,cailiúil,атаҡлы
784,berühmt::A,cailiúil,данлыҡлы
785,berühmt::A,clúiteach,атаҡлы
786,berühmt::A,clúiteach,данлыҡлы
787,fremd::A,coimhthíoch,ят
788,fremd::A,coimhthíoch,сит
789,verschieden::A,éagsúil,төрлө
790,verschieden::A,difriúil,төрлө
791,nah::A,gar,яҡын
792,nah::A,deas,яҡын
793,fern::A,i bhfad uainn,алыҫ
794,fern::A,i bhfad uainn,йыраҡ
795,fern::A,i bhfad i gcéin,алыҫ
796,fern::A,i bhfad i gcéin,йыраҡ
797,linker::A,clé,һул
798,rechter::A,deas,уң
799,anderer::A,eile,бутән
800,erster::A,céad,тәүге
801,zweiter::A,dóú,икенсе
802,zweiter::A,dara,икенсе
803,dritter::A,tríú,өсөнсө
804,dritter::A,treas,өсөнсө
805,letzter::A,déanach,һуңғы
806,letzter::A,deireanach,һуңғы
807,allein::ADV,i d'aonar,бер үҙе
808,allein::ADV,i d'aonar,яңғыҙ
809,auf einmal::ADV,ag an am céanna,бер юлы
810,zusammen::ADV,le chéile,бергә
811,zusammen::ADV,in eineacht,бергә
812,lange::ADV,fada,оҙаҡ
813,plötzlich::ADV,go tobann,ҡапыл
814,plötzlich::ADV,i dtobainne,ҡапыл
815,sofort::ADV,ar an toirt,шунда уҡ
816,sofort::ADV,ar an bpointe,шунда уҡ
817,später::ADV,níos déanaí,һуңыраҡ
818,jetzt::ADV,anois,хәҙер
819,heute::ADV,inniu,бөгөн
820,morgen::ADV,amárach,иртәгә
821,bald::ADV,go luath,тиҙҙән
822,bald::ADV,gan mhoill,тиҙҙән
823,dann::ADV,ansin,һуңынан
824,gestern::ADV,inné,кисә
825,einst::ADV,tráth,ҡасандыр
826,einst::ADV,tráth,бер баҡыт
827,einst::ADV,uair amháin,ҡасандыр
828,einst::ADV,uair amháin,бер баҡыт
829,damals::ADV,ag an am,ул саҡта
830,damals::ADV,an t-am sin,ул саҡта
831,danach::ADV,ina dhiaidh sin,һуңынан
832,vorher::ADV,cheana,элек
833,vorher::ADV,roimhe sin,элек
834,zuerst::ADV,ar dtús,башта
835,einmal::ADV,uair amháin,бер
836,manchmal::ADV,uaireanta,ҡайһы берҙә
837,oft::ADV,minic,йыш
838,immer::ADV,i gcónaí,һәр ҡасан
839,niemals::ADV,riamh,бер ҡасан да
840,niemals::ADV,riamh,бер ваҡытта ла
841,hier::ADV,anseo,бында
842,hierhin::ADV,anseo,бында
843,von hier::ADV,an áit seo,бынан
844,von hier::ADV,an áit seo,ошонан
845,dort::ADV,ann,шунда
846,dort::ADV,ann,тегендә
847,dort::ADV,ansin,шунда
848,dort::ADV,ansin,тегендә
849,dorthin::ADV,ann,шунда
850,dorthin::ADV,ann,тегеләй
851,dorthin::ADV,ansin,шунда
852,dorthin::ADV,ansin,тегеләй
853,geradeaus::ADV,ar aghaidh,тура
854,rückwärts::ADV,siar,кирегә
855,zurück::ADV,ar ais,кирегә
856,unten::ADV,thíos,түбәндә
857,hinab::ADV,síos,түбәнгә
858,oben::ADV,thuas,юғарыла
859,hinauf::ADV,suas,юғарыға
860,überall::ADV,i ngach áit,бөтә урында
861,überall::ADV,ar fud na háite,бөтә урында
862,nicht::ADV,ní,тугел
863,nicht::ADV,cha,тугел
864,ein wenig::ADV,beagán,аҙ
865,kaum::ADV,ar éigean,көскә
866,kaum::ADV,ar éigean,саҡ-саҡ
867,sehr::ADV,an-,ифат
868,so::ADV,chomh,шулай
869,so::ADV,mar sin,шулай
870,noch::ADV,fós,йәнә
871,noch::ADV,go fóill,йәнә
872,nur::ADV,amháin,бары
873,nur::ADV,níl ach,бары
874,schon::ADV,cheana,инде
875,schon::ADV,cheana féin,инде
876,wieder::ADV,arís,тағы
877,wieder::ADV,athuair,тағы
878,vergebens::ADV,amú,бушҡа
879,vergebens::ADV,in aisce,бушҡа
880,vor::PRP,ar thosach,алдында
881,hinter::PRP,laistiar de,артында
882,hinter::PRP,taobh thiar de,артында
883,unter::PRP,faoi,аҫтында
884,durch::PRP,trí,үтә
885,neben::PRP,taobh le,эргәһендә
886,neben::PRP,in aice le,эргәһендә
887,zwischen::PRP,idir,араһында
888,wegen::PRP,de bharr,өсөн
889,wegen::PRP,de bharr,сәбәпле
890,wegen::PRP,mar gheall ar,өсөн
891,wegen::PRP,mar gheall ar,сәбәпле
892,dies::PRN,seo,был
893,dies::PRN,seo,ошо
894,das::PRN,sin,ул
895,alles::PRN,gach rud,бөтә
896,ich::PRN,mé,мин
897,ich::PRN,mise,мин
898,du::PRN,tú,һин
899,du::PRN,tusa,һин
900,er::PRN,sé,ул
901,er::PRN,seisean,ул
902,wir::PRN,sinn,беҙ
903,ihr::PRN,sibh,һеҙ
904,ihr::PRN,sibhse,һеҙ
905,sie::PRN,siad,улар
906,sie::PRN,siadsan,улар
907,was::FPRN,cad,ә
908,was::FPRN,cad,ни
909,was::FPRN,cad,нәмә
910,was::FPRN,céard,ә
911,was::FPRN,céard,ни
912,was::FPRN,céard,нәмә
913,wer::FPRN,cé,ҡем
914,wo::FADV,cá,ҡайҙа
915,wo::FADV,cén áit,ҡайҙа
916,wohin::FADV,cá,ҡайҙа
917,wohin::FADV,cén áit,ҡайҙа
918,wie::FADV,conas,инидәй
919,wie::FADV,cén chaoi,инидәй
920,warum::FADV,cén fáth,ин өсөн
921,warum::FADV,cad chuige,ин өсөн
922,wieviel::FNUM,cá mhéad,күпме
923,eins::NUM,aon,бер
924,zwei::NUM,dhá,ике
925,zwei::NUM,dhá,икәү
926,drei::NUM,trí,өс
927,vier::NUM,ceathair,дүрт
928,fünf::NUM,cúig,биш
929,sechs::NUM,sé,алты
930,sieben::NUM,seacht,ете
931,acht::NUM,ocht,һигеҙ
932,neun::NUM,naoi,туғыҙ
933,zehn::NUM,deich,ун
934,elf::NUM,aon déag,ун бер
935,zwölf::NUM,dó dhéag,ун ике
936,zwanzig::NUM,fiche,егерме
937,dreißig::NUM,tríocha,утыҙ
938,vierzig::NUM,daichead,ҡырҡ
939,vierzig::NUM,ceathracha,ҡырҡ
940,fünfzig::NUM,caoga,илле
941,sechzig::NUM,seasca,алтмыш
942,siebzig::NUM,seachtó,етмеш
943,achtzig::NUM,ochtó,һикһән
944,neunzig::NUM,nócha,туҡһан
945,hundert::NUM,céad,йөҙ
946,tausend::NUM,míle,мең
947,und::CNJ,agus,да
948,oder::CNJ,nó,йәки
949,stehen::V,seas,тороу
950,sitzen::V,suigh,ултырыу
951,liegen::V,luigh,ятыу
952,hängen::V,tá crochta,аҫылынып тороу
953,werden::V,éirigh,булыу
954,passieren::V,tarlaigh,булыу
955,beginnen::V,tosaigh,башлау
956,enden::V,críochnaigh,бөтөү
957,enden::V,críochnaigh,тамамланыү
958,wechseln::V,athraigh,үҙгәреү
959,aufgehen[Sonne]::V,éirigh,ҡалҡыу
960,untergehen[Sonne]::V,fuin,байыу
961,untergehen[Sonne]::V,téigh faoi,байыу
962,scheinen[Sonne]::V,taitin,яҡтыртып тороу
963,scheinen[Sonne]::V,soilsigh,яҡтыртып тороу
964,donnern::V,tá toirneach ann,күкрәү
965,wehen::V,séid,иҫеү
966,strömen::V,sil,ташыу
967,fließen::V,rith,ағыу
968,fließen::V,snigh,ағыу
969,sich drehen::V,cas,әйләнеү
970,sich drehen::V,imrothlaigh,әйләнеү
971,schwanken::V,luasc,тирбәлеү
972,schwingen::V,luasc,бәүетеү
973,fallen::V,tit,йығылыу
974,brennen::V,dóigh,яныу
975,rauchen::V,plúch toite,төтәү
976,regnen::V,báistigh,ямғыр яуа
977,regnen::V,tá ag cur báistí,ямғыр яуа
978,gefrieren::V,sioc,туңыү
979,gefrieren::V,reoigh,туңыү
980,tauen::V,leáigh,иреү
981,tauen::V,coscair,иреү
982,schmelzen::V,leáigh,иреү
983,trocknen::V,triomaigh,кибеү
984,sieden::V,fiuch,ҡайнау
985,sieden::V,beirigh,ҡайнау
986,faulen::V,lobh,сереу
987,faulen::V,dreoigh,сереу
988,verfaulen::V,lobh,сереу
989,verfaulen::V,feoigh,сереу
990,reißen::V,bris,өҙөү
991,reißen::V,bris,йыртылыу
992,versinken::V,téigh síos,батыу
993,vergehen::V,téigh thart,үтеү
994,erscheinen::V,tar,килеп сығыу
995,verschwinden::V,imigh,юғалыу
996,sinken::V,tit,түбәнәйеү
997,sinken::V,ísligh,түбәнәйеү
998,abnehmen::V,maolaigh,кәметеү
999,abnehmen::V,laghdaigh,кәметеү
1000,zunehmen::V,méadaigh,артыу
1001,steigen::V,éirigh,күтәрелеү
1002,wachsen::V,fás,үҫеү
1003,glänzen::V,lonraigh,ялтырау
1004,funkeln::V,drithligh,баҙлау
1005,lärmen::V,tóg callán,шаулау
1006,läuten::V,buail,ҡағыу
1007,klingeln::V,buail,ҡағыу
1008,klingeln::V,buail,шылтыратыу
1009,klirren::V,cling,шылтыратыу
1010,brausen::V,búir,ҡотороноу
1011,rauschen::V,tá ag siosarnach,шыптырлау
1012,klingen::V,tá glór ag,яңғырау
1013,bellen::V,amhastraigh,өрөү
1014,heulen::V,glam,олоу
1015,blasen::V,séid,өрөү
1016,pfeifen::V,lig fead,һызғырып ебәреү
1017,schreien::V,béic,ҡысҡырыу
1018,schreien::V,glaoigh,ҡысҡырыу
1019,stöhnen::V,lig cnead,уңғырашыу
1020,zittern::V,crith,ҡалтырау
1021,zittern::V,creathnaigh,ҡалтырау
1022,leben::V,mair,йәшәү
1023,geboren werden::V,rugadh,тыуыу
1024,atmen::V,análaigh,тын алыү
1025,trinken::V,ól,эсеү
1026,essen::V,ith,ашау
1027,schlucken::V,slog,йотоу
1028,müde werden::V,tuirsigh,арыу
1029,einschlafen::V,tit ina chodladh,йоҡлап китеү
1030,schlafen::V,codail,йоҡлау
1031,aufwachen::V,múscail,уяныу
1032,aufstehen::V,éirigh,тороу
1033,sich erholen::V,lig scíth,ял итеү
1034,krank werden::V,éirigh tinn,сирләү
1035,krank sein::V,tá tinn,сирләү
1036,schmerzen::V,tá pian i,ауыртыу
1037,husten::V,déan casacht,йүтәлләү
1038,genesen::V,téarnaigh,һауығыу
1039,sterben::V,éag,үлеү
1040,sterben::V,faigh bás,үлеү
1041,umkommen::V,caill,һәләк булыу
1042,sich bewegen::V,bog,хәрәкәт итеү
1043,sich bewegen::V,gluais,хәрәкәт итеү
1044,sich rühren::V,corraigh,ҡуҙғалыу
1045,sich erheben::V,seas suas,тороу
1046,sich setzen::V,suigh,ултырыу
1047,hinfallen::V,tit,ҡолау
1048,laufen::V,siúil,йөрөү
1049,schreiten::V,siúil,атлау
1050,spazierengehen::V,téigh ag spaisteoireacht,ял итеп йороү
1051,eilen::V,deifrigh,ашығыу
1052,eilen::V,deifrigh,ҡабаланыу
1053,eilen::V,brostaigh,ашығыу
1054,eilen::V,brostaigh,ҡабаланыу
1055,sich beeilen::V,deifrigh,ашығыу
1056,sich beeilen::V,deifrigh,ҡабаланыу
1057,sich beeilen::V,déan deifir,ашығыу
1058,sich beeilen::V,déan deifir,ҡабаланыу
1059,sausen::V,luathaigh,елеү
1060,rennen::V,rith,йүгеп йөрөү
1061,springen::V,léim,һикереү
1062,klettern::V,dreap,үрмәләү
1063,klettern::V,dreap,үрмәләп менеү
1064,schaukeln::V,téigh ar an maide corrach,сайҡалыу
1065,kriechen::V,snámh,шыуышыу
1066,schwimmen::V,snámh,йоҙөү
1067,tauchen::V,tum,сумыу
1068,rudern::V,iomair,ишеү
1069,rudern::V,rámhaigh,ишеү
1070,fahren::V,tiomáin,йөрөү
1071,fliegen::V,eitil,осоу
1072,gehen::V,téigh,барыу
1073,weggehen::V,imigh,китеү
1074,abfahren::V,imigh,сығыу
1075,anhalten::V,stad,тукталыу
1076,hineingehen::V,téigh isteach,инеү
1077,eintreten::V,téigh isteach,инеү
1078,kommen::V,tar,килеү
1079,ankommen::V,tar,килеү
1080,zurückkommen::V,fill,ҡайтыу
1081,bleiben::V,fan,ҡалыу
1082,warten::V,fan,көтөп тороу
1083,erwarten::V,tá ag súil le,көтөү
1084,erwarten::V,tá ag dréim le,көтөү
1085,suchen::V,lorg,эҙләү
1086,finden::V,faigh,табыу
1087,finden::V,aimsigh,табыу
1088,versuchen::V,triail,тырышып ҡарау
1089,vorbereiten::V,réitigh,әҙерләү
1090,lieben::V,gráigh,яратыу
1091,mögen::V,taitin le,һөйөү
1092,mögen::V,taitin le,яратыу
1093,mögen::V,is maith le,һөйөү
1094,mögen::V,is maith le,яратыу
1095,lachen::V,gáir,көлөү
1096,rühren::V,téigh i bhfeidhm ar,ҡағылыу
1097,weinen::V,goil,илау
1098,weinen::V,caoin,илау
1099,schimpfen::V,tá ag clamhsán,һүгенеү
1100,schimpfen::V,tá ag clamhsán,тиргәнеү
1101,schimpfen::V,tá ag clamhsán,һуҡраныу
1102,sich ärgern::V,tá corraithe,асыуланыу
1103,sich fürchten::V,tá eagla ar,ҡурҡыу
1104,fürchten::V,tá eagla ar,ҡурҡыу
1105,fliehen::V,teith,ҡасыу
1106,flüchten::V,éalaigh,ҡасыу
1107,sehen::V,feic,күреү
1108,anschauen::V,dearc,ҡарау
1109,anschauen::V,féach ar,ҡарау
1110,ansehen::V,breathnaigh,ҡарау
1111,ansehen::V,breathnaigh,тикшереү
1112,hören::V,cluin,ишетеү
1113,zuhören::V,éist,тыңлау
1114,probieren::V,bliais,татыу
1115,riechen::V,bolaigh,еҫкәү
1116,fühlen::V,braith,тойоу
1117,fühlen::V,mothaigh,тойоу
1118,scheinen::V,tá an chuma ar,кеүек күренеү
1119,scheinen::V,tá an chuma ar,тойолоу
1120,zu sehen sein::V,tá le feiceáil,күренеү
1121,vernehmen::V,clois,ишетеү
1122,frieren::V,tá fuar,туңыү
1123,tun::V,déan,яһау
1124,tun::V,déan,әшләү
1125,können::V,féad,алыу
1126,können::V,féad,мөмкин булыу
1127,können::V,is féidir le,алыу
1128,können::V,is féidir le,мөмкин булыу
1129,wollen::V,tá ag iarraidh,теләү
1130,anfangen::V,tosaigh,башлау
1131,anfangen::V,cuir tús le,башлау
1132,beenden::V,críochnaigh,бөтөрөү
1133,beenden::V,críochnaigh,тамамлау
1134,beenden::V,cuir deireadh le,бөтөрөү
1135,beenden::V,cuir deireadh le,тамамлау
1136,aufhören::V,stad,туктау
1137,gelingen::V,éirigh le,уңышлы булыу
1138,geraten::V,tá deireadh ar,булып сығыу
1139,öffnen::V,oscail,асыу
1140,schließen::V,dún,йомоу
1141,schließen::V,iaigh,йомоу
1142,stellen::V,cuir,ҡуйыу
1143,setzen::V,cuir,урынлаштырыу
1144,setzen::V,socraigh,урынлаштырыу
1145,legen::V,cuir,һалыу
1146,berühren::V,teagmhaigh le,тейеү
1147,berühren::V,teagmhaigh le,ҡағылыу
1148,verbinden::V,ceangail,ҡушыу
1149,verbinden::V,ceangail,бәйләү
1150,bedecken::V,clúdaigh,ҡаплау
1151,bedecken::V,cumhdaigh,ҡаплау
1152,aufhängen::V,croch,элеү
1153,anzünden::V,las,тоҡандырыу
1154,anzünden::V,adhain,тоҡандырыу
1155,aufheben::V,tóg,мендереү
1156,aufheben::V,ardaigh,мендереү
1157,zurücklassen::V,fág,ҡалдырыу
1158,verlieren::V,caill,юғалтыу
1159,fallen lassen::V,lig uait,төшөрөп ебәреү
1160,fallen lassen::V,caith uait,төшөрөп ебәреү
1161,machen::V,déan,яһау
1162,machen::V,déan,эшләү
1163,machen::V,réitigh,яһау
1164,machen::V,réitigh,эшләү
1165,herstellen::V,táirg,эшләп сығарыу
1166,bauen::V,tóg,төҙөү
1167,reparieren::V,deisigh,төҙәтеү
1168,verbessern::V,feabhsaigh,яҡшыртыу
1169,ändern::V,athraigh,үҙгәртеү
1170,graben::V,tochail,ҡаҙыу
1171,beugen::V,crom,бөгөү
1172,biegen::V,lúb,бөгөү
1173,drehen::V,cas,өйрөлтөү
1174,drehen::V,cas,әйләндереү
1175,wenden::V,tiontaigh,әйләндереү
1176,umdrehen::V,iompaigh,түңкәреү
1177,umdrehen::V,tiontaigh,түңкәреү
1178,heben::V,ardaigh,күтәреү
1179,heben::V,ardaigh,мендереү
1180,hochheben::V,tóg,күтәреү
1181,ergreifen::V,beir ar,тотоп алыу
1182,halten::V,coimeád,тотоу
1183,halten::V,coinnigh,тотоу
1184,drücken::V,brúigh,ҡыҫыу
1185,schieben::V,brúigh,этеү
1186,schieben::V,brúigh,төртөү
1187,kratzen::V,scríob,ҡырыу
1188,lecken::V,ligh,ялау
1189,lecken::V,leadhb,ялау
1190,beißen::V,bain greim as,тешләү
1191,abreißen::V,stróic,өҙөү
1192,abreißen::V,tarraing,өҙөү
1193,abschneiden::V,scoith,ҡырҡыу
1194,binden::V,ceangail,бәйләү
1195,stecken::V,sáigh,ҡаҙау
1196,brechen::V,bris,боҙоу
1197,klopfen::V,cnag,шаҡылдау
1198,hauen::V,buail,туҡмау
1199,kleben::V,gliúáil,йәбештереү
1200,reiben::V,cuimil,ыуыу
1201,reiben::V,cuimil,ышҡыу
1202,streichen::V,leath,яғыу
1203,schleifen::V,líomh,үткерләү
1204,schneiden::V,gearr,ҡырҡыу
1205,rütteln::V,croith,һелкетеү
1206,schütteln::V,croith,һелкетеү
1207,schwenken::V,luasc,болғау
1208,schütten::V,doirt,ҡойоу
1209,füllen::V,líon,тултырыу
1210,einwickeln::V,cuach,төрөү
1211,einwickeln::V,clúdaigh,төрөү
1212,tragen::V,iompair,алып барыу
1213,schleppen::V,tarraing,һөйрәү
1214,ziehen::V,tarraing,тартыу
1215,aufbewahren::V,coinnigh,һаҡлау
1216,werfen::V,caith,ырғытыу
1217,fangen::V,ceap,тотоу
1218,packen::V,beir ar,етеү
1219,packen::V,beir ar,тотоп алыу
1220,verstecken::V,folaigh,йәшереү
1221,verstecken::V,cuir i bhfolach,йәшереү
1222,teilen::V,roinn,бүлеү
1223,schicken::V,seol,ебәреү
1224,bringen::V,beir,килтереү
1225,bringen::V,tabhair,килтереү
1226,hinzufügen::V,cuir le,өтәү
1227,bekommen::V,faigh,алыу
1228,erhalten::V,faigh,алыу
1229,nehmen::V,tóg,алыу
1230,nehmen::V,glac,алыу
1231,wählen::V,pioc,һайлаү
1232,wählen::V,roghnaigh,һайлаү
1233,auswählen::V,roghnaigh,һайлап алыу
1234,bewahren::V,caomhnaigh,һаҡлау
1235,behindern::V,cuir bac ar,тотҡарлыҡ яһау
1236,verderben::V,mill,боҙоу
1237,beschädigen::V,loit,боҙоу
1238,beschädigen::V,déan damáiste do,боҙоу
1239,zerbrechen::V,bris,ҡыйратыу
1240,zerreißen::V,stiall,йыртыу
1241,zerstören::V,mill,емереү
1242,zerstören::V,scrios,емереү
1243,verbrennen::V,las,үртәү
1244,verbrennen::V,dóigh,үртәү
1245,geben::V,tabhair,биреү
1246,reichen::V,sín,биреү
1247,reichen::V,cuir,биреү
1248,schenken::V,bronn,бүләк итеү
1249,schenken::V,tabhair,бүләк итеү
1250,versprechen::V,geall,вәғәҙә биреү
1251,wünschen::V,guigh,теләу
1252,loben::V,mol,маҡтау
1253,küssen::V,póg,үбеү
1254,wiegen::V,bog,бәүетеү
1255,wiegen::V,bog,тирбәтеү
1256,wiegen::V,luasc,бәүетеү
1257,wiegen::V,luasc,тирбәтеү
1258,zudecken::V,clúdaigh,ҡаплау
1259,wecken::V,dúisigh,уятыу
1260,zeigen::V,taispeáin,күрһәтеү
1261,führen::V,treoraigh,етәкләү
1262,lehren::V,múin,уҡытыу
1263,lehren::V,múin,өйрәтеү
1264,lehren::V,teagasc,уҡытыу
1265,lehren::V,teagasc,өйрәтеү
1266,unterrichten::V,múin,уҡытыу
1267,unterrichten::V,teagasc,уҡытыу
1268,aufziehen::V,tóg,тәрбиәле
1269,leiten::V,tá i gceannas ar,етәкләү
1270,leiten::V,tá i gceannas ar,етәкселек итеү
1271,antreiben::V,gríosaigh,ашыҡтырыу
1272,lassen::V,cuir ag,мәжбүр итеү
1273,einladen::V,cuir cuireadh ar,саҡырыу
1274,vereinigen::V,aontaigh,берләштереү
1275,besuchen::V,tabhair cuairt ar,килеп сығыу
1276,treffen::V,cas ar,тойоү
1277,treffen::V,cas ar,осратыу
1278,treffen::V,cas ar,ҡаршылау
1279,treffen::V,buail le,тойоү
1280,treffen::V,buail le,осратыу
1281,treffen::V,buail le,ҡаршылау
1282,sich versammeln::V,bailigh,йыйылыу
1283,sich versammeln::V,cruinnigh,йыйылыу
1284,spielen::V,imir,тартыу
1285,spielen::V,tá ag spraoi,тартыу
1286,singen::V,can,йырлау
1287,tanzen::V,rinc,бейеү
1288,tanzen::V,damhsaigh,бейеү
1289,sich trennen::V,scar,айырылышыу
1290,verlassen::V,fág,ташлау
1291,verlassen::V,fág,ташлап китеү
1292,retten::V,tarrtháil,ҡотҡарыу
1293,bewachen::V,cosain,һаҡлау
1294,bewachen::V,gardáil,һаҡлау
1295,schützen::V,cosain,һаҡлау
1296,verteidigen::V,cosain,яҡлау
1297,sich schlagen::V,tá ag bruíon,һуғышыу
1298,schießen::V,caith,атыу
1299,schießen::V,scaoil,атыу
1300,siegen::V,bain,еңеү
1301,siegen::V,buaigh,еңеү
1302,ärgern::V,cuir isteach ar,асыуландырыу
1303,schlagen::V,buail,бәреү
1304,schlagen::V,buail,туҡмау
1305,treten::V,ciceáil,тибеү
1306,treten::V,ciceáil,типкеләү
1307,stechen::V,sáigh,сәнсеү
1308,stoßen::V,brúigh,этеү
1309,stoßen::V,brúigh,төртөү
1310,stoßen::V,soncáil,этеү
1311,stoßen::V,soncáil,төртөү
1312,stehlen::V,goid,урлау
1313,stören::V,cuir isteach ar,ҡамасаулау
1314,belästigen::V,cuir as do,бимазалау
1315,belästigen::V,cuir as do,ҡамасаулау
1316,verbergen::V,ceil,йәшереү
1317,täuschen::V,cuir dallamullóg ar,ултыртыу
1318,betrügen::V,déan calaois ar,алдау
1319,töten::V,maraigh,үлтереү
1320,wohnen::V,cuir faoi,йәшәү
1321,wohnen::V,tá ina chónaí,йәшәү
1322,arbeiten::V,oibrigh,эшләү
1323,sammeln::V,bailigh,йыйыу
1324,sammeln::V,cruinnigh,йыйыу
1325,pflücken::V,pioc,өҙөү
1326,jagen::V,seilg,аулау
1327,fischen::V,iasc,аулау
1328,fassen::V,beir ar,тотоу
1329,hüten::V,aoirigh,көтөү
1330,treiben::V,seol,ҡыуыу
1331,treiben::V,tiomáin,ҡыуыу
1332,anbinden::V,ceangail,бәйләү
1333,füttern::V,cothaigh,ашатыу
1334,füttern::V,beathaigh,ашатыу
1335,melken::V,bligh,һауыү
1336,melken::V,crúigh,һауыү
1337,hacken::V,gearr,турау
1338,hacken::V,gearr,тапау
1339,gießen::V,uiscigh,ҡойоу
1340,reifen::V,aibigh,өлғөрөү
1341,zubereiten::V,cócaráil,бешереү
1342,kochen::V,bruith,бешереү
1343,kochen::V,beirigh,бешереү
1344,backen::V,bácáil,бешереү
1345,braten::V,róst,ҡурыу
1346,braten::V,frioch,ҡурыу
1347,umrühren::V,measc,ҡатнаштырыу
1348,stricken::V,cniotáil,бәйләү
1349,nähen::V,fuaigh,тегеү
1350,färben::V,dathaigh,буяу
1351,reinigen::V,glan,таҙартыу
1352,waschen::V,nigh,йыуыу
1353,abwischen::V,glan,һөртөү
1354,spülen::V,sruthlaigh,сайҡау
1355,fegen::V,scuab,һепереү
1356,kehren::V,scuab,һепереү
1357,baden::V,folc,һыу инеү
1358,sich waschen::V,nigh é féin,йыуыныу
1359,ausziehen::V,bain de,сисеү
1360,anziehen::V,cuir ar,кейеү
1361,sich anziehen::V,gléas é féin,кейенеү
1362,kämmen::V,cíor,тарау
1363,schmücken::V,maisigh,биҙәү
1364,sagen::V,abair,әйтеү
1365,sprechen::V,labhair,әйтеү
1366,sprechen::V,labhair,һөйләшеү
1367,reden::V,caintigh,һөйләшеү
1368,sich unterhalten::V,caintigh,әңгәмәләшеү
1369,sich unterhalten::V,tá ag comhrá,әңгәмәләшеү
1370,fragen::V,fiafraigh,һорау
1371,fragen::V,cuir ceist,һорау
1372,bitten::V,iarr,үтенеү
1373,erzählen::V,inis,һөйләү
1374,erzählen::V,eachtraigh,һөйләү
1375,mitteilen::V,aithris,әйтеү
1376,mitteilen::V,cuir in iúl,әйтеү
1377,nennen::V,ainmnigh,атау
1378,nennen::V,ainmnigh,исемләү
1379,rufen::V,glaoigh,саҡырыу
1380,prahlen::V,maígh,маҡтаныу
1381,prahlen::V,maígh,шапырыныу
1382,übersetzen::V,aistrigh,тәржемә итеү
1383,denken::V,síl,уйлау
1384,denken::V,ceap,уйлау
1385,glauben::V,creid,ышаныу
1386,bemerken::V,tabhair faoi deara,күреү
1387,erkennen::V,aithin,таныу
1388,begreifen::V,tuig,аңлау
1389,verstehen::V,tuig,аңлау
1390,lernen::V,foghlaim,өйрәнеү
1391,wissen::V,tá a fhios ag,белеү
1392,sich erinnern an::V,cuimhnigh ar,хәтергә алыу
1393,sich erinnern an::V,is cuimhne ar,хәтергә алыу
1394,vergessen::V,dearmad,онотоу
1395,messen::V,tomhais,үлсәү
1396,zählen::V,cuntais,һанау
1397,rechnen::V,ríomh,һанау
1398,rechnen::V,áirigh,һанау
1399,lesen::V,léigh,уҡыу
1400,malen::V,péinteáil,һүрәт яһау
1401,malen::V,péinteáil,рәсем төшөрөү
1402,zeichnen::V,línigh,һүрәт яһау
1403,zeichnen::V,línigh,рәсем төшөрөү
1404,zeichnen::V,tarraing,һүрәт яһау
1405,zeichnen::V,tarraing,рәсем төшөрөү
1406,schreiben::V,scríobh,яҙыу
1407,besitzen::V,is le,биләү
1408,kaufen::V,ceannaigh,һатып алыу
1409,verkaufen::V,díol,һатыу
1410,bezahlen::V,íoc as,түләү
1411,zahlen::V,íoc,түләү
1412,beherrschen::V,rialaigh,биләү
1413,ertragen::V,seas,түҙеү
1414,ertragen::V,fulaing,түҙеү
1415,ertragen::V,foighnigh,түҙеү
1416,Ader::N,,тамыр
1417,vorwärts::ADV,,алға
