,Concept_ID,sq,sk
811,sofort::ADV,aty për aty,hneď
812,sofort::ADV,aty për aty,ihneď
813,später::ADV,më vonë,neskoršie
814,jetzt::ADV,tash,teraz
815,heute::ADV,sot,dnes
816,morgen::ADV,nesër,zajtra
817,bald::ADV,shpejt,skoro
818,bald::ADV,së shpejti,skoro
819,dann::ADV,pastaj,nato
820,dann::ADV,pastaj,potom
821,gestern::ADV,dje,včera
822,einst::ADV,dikur,kedysi
823,einst::ADV,dikur,niekedy
824,damals::ADV,atëherë,vtedy
825,danach::ADV,mandej,potom
826,danach::ADV,mandej,podľa toho
827,vorher::ADV,më parë,napred
828,vorher::ADV,më parë,predtým
829,zuerst::ADV,së pari,najprv
830,einmal::ADV,njëherë,raz
831,einmal::ADV,njëherë,jedenkrát
832,manchmal::ADV,nganjëherë,občas
833,manchmal::ADV,nganjëherë,niekedy
834,oft::ADV,shpesh,často
835,immer::ADV,përherë,vždy
836,immer::ADV,përherë,ustavične
837,immer::ADV,gjithnjë,vždy
838,immer::ADV,gjithnjë,ustavične
839,niemals::ADV,kurrë,nikdy
840,niemals::ADV,asnjëherë,nikdy
841,hier::ADV,këtu,tu
842,hierhin::ADV,knej,sem
843,hierhin::ADV,knej,tade
844,von hier::ADV,që këtej,odtiaľto
845,von hier::ADV,prej këtej,odtiaľto
846,dort::ADV,aty,tam
847,dort::ADV,atje,tam
848,dorthin::ADV,anej,ta
849,dorthin::ADV,anej,tam
850,geradeaus::ADV,drejt,rovno
851,geradeaus::ADV,drejt,priamo
852,vorwärts::ADV,mbroth,napred
853,vorwärts::ADV,përpara,napred
854,rückwärts::ADV,mbrapsht,nazad
855,zurück::ADV,prapa,späť
856,zurück::ADV,prapa,naspäť
857,zurück::ADV,mbrapsht,späť
858,zurück::ADV,mbrapsht,naspäť
859,unten::ADV,poshtë,dolu
860,unten::ADV,poshtë,naspodku
861,hinab::ADV,përposh,dolu
862,oben::ADV,lart,hore
863,oben::ADV,lart,navrchu
864,oben::ADV,sipër,hore
865,oben::ADV,sipër,navrchu
866,hinauf::ADV,lart,hore
867,hinauf::ADV,lart,navrch
868,hinauf::ADV,përpjetë,hore
869,hinauf::ADV,përpjetë,navrch
870,überall::ADV,kudo,všade
871,nicht::ADV,s',nie
872,nicht::ADV,nuk,nie
873,ein wenig::ADV,një tis,trocha
874,kaum::ADV,mezi,ledva
875,sehr::ADV,fort,veľmi
876,sehr::ADV,shumë,veľmi
877,so::ADV,ashtu,tak
878,so::ADV,ashtu,takto
879,so::ADV,kështu,tak
880,so::ADV,kështu,takto
881,noch::ADV,ende,ešte
882,noch::ADV,akoma,ešte
883,nur::ADV,vetëm,len
884,schon::ADV,tashmë,už
885,wieder::ADV,përsëri,zasa
886,vergebens::ADV,kot,márne
887,vergebens::ADV,kot,nadarmo
888,vor::PRP,para,pred
889,hinter::PRP,prapa,za
890,hinter::PRP,mbrapa,za
891,unter::PRP,nën,pod
892,durch::PRP,nëpër,cez
893,neben::PRP,pranë,pri
894,neben::PRP,pranë,vedľa
895,neben::PRP,përbri,pri
896,neben::PRP,përbri,vedľa
897,zwischen::PRP,midis,medzi
898,zwischen::PRP,ndërmjet,medzi
899,wegen::PRP,për,pre
900,wegen::PRP,për,kvôli
901,dies::PRN,ky,to
902,dies::PRN,ky,táto
903,das::PRN,ky,to
904,alles::PRN,gjithçka,všetko
905,ich::PRN,unë,ja
906,du::PRN,ti,ty
907,er::PRN,ai,on
908,wir::PRN,ne,my
909,ihr::PRN,ju,vy
910,sie::PRN,ata,oni
911,was::FPRN,ç',čo
912,was::FPRN,çfarë,čo
913,wer::FPRN,kush,kto
914,wo::FADV,ku,kde
915,wohin::FADV,për ku,kam
916,wie::FADV,si,ako
917,warum::FADV,pse,prečo
918,warum::FADV,përse,prečo
919,wieviel::FNUM,sa,koľko
920,eins::NUM,një,jeden
921,zwei::NUM,dy,dva
922,drei::NUM,tre,tri
923,vier::NUM,katër,štyri
924,fünf::NUM,pesë,päť
925,sechs::NUM,gjashtë,šesť
926,sieben::NUM,shtatë,sedem
927,acht::NUM,tetë,osem
928,neun::NUM,nëntë,deväť
929,zehn::NUM,dhjetë,desať
930,elf::NUM,njëmbëdhjetë,jedenásť
931,zwölf::NUM,dymbëdhjetë,dvanásť
932,zwanzig::NUM,njëzet,dvadsať
933,dreißig::NUM,tridhjetë,tridsať
934,vierzig::NUM,dyzet,štyridsať
935,fünfzig::NUM,pesëdhjetë,päťdesiat
936,sechzig::NUM,gjashtëdhjetë,šesťdesiat
937,siebzig::NUM,shtatëdhjetë,sedemdesiat
938,achtzig::NUM,tetëdhjetë,osemdesiat
939,neunzig::NUM,nëntëdhjetë,deväťdesiat
940,hundert::NUM,qind,sto
941,tausend::NUM,mijë,tisíc
942,und::CNJ,e,i
943,und::CNJ,dhe,i
944,oder::CNJ,a,alebo
945,oder::CNJ,apo,alebo
946,stehen::V,rri,stáť
947,sitzen::V,rri,sedieť
948,liegen::V,rri shtrirë,ležať
949,hängen::V,varem,visieť
950,werden::V,bëhem,stať sa
951,passieren::V,ndodh,stať sa
952,beginnen::V,filloj,začať sa
953,enden::V,përfundoj,končiť sa
954,wechseln::V,ndërroj,meniť sa
955,aufgehen[Sonne]::V,hapem,vychádzať
956,untergehen[Sonne]::V,hyj,zapadnúť
957,untergehen[Sonne]::V,perëndoj,zapadnúť
958,scheinen[Sonne]::V,ndriçoj,svietiť
959,donnern::V,gjëmoj,hrmieť
960,donnern::V,bubulloj,hrmieť
961,wehen::V,fryj,viať
962,strömen::V,derdh,prúdiť
963,fließen::V,rrjedh,tiecť
964,sich drehen::V,rrotullohem,točiť sa
965,sich drehen::V,rrotullohem,krútiť sa
966,schwanken::V,dyzoj,kolísať
967,schwanken::V,dyzoj,klátiť sa
968,schwingen::V,dridhem,kývať sa
969,schwingen::V,dridhem,chvieť sa
970,fallen::V,bie,padať
971,brennen::V,digjem,páliť
972,brennen::V,digjem,horieť
973,rauchen::V,nxjerr tym,dymiť sa
974,regnen::V,bie shi,pršať
975,gefrieren::V,ngrij,zamrznút
976,tauen::V,shkrij,taviť sa
977,schmelzen::V,shkrij,taviť sa
978,trocknen::V,thaj,schnúť
979,sieden::V,ziej,vrieť
980,faulen::V,kalbem,hniť
981,faulen::V,prishem,hniť
982,verfaulen::V,kalbem,zhniť
983,reißen::V,grisem,pretrhnúť sa
984,reißen::V,shqyhem,pretrhnúť sa
985,versinken::V,humboj,zapadnúť
986,versinken::V,humboj,potopiť sa
987,vergehen::V,kaloj,plynúť
988,erscheinen::V,dukem,objaviť sa
989,verschwinden::V,zhdukem,zmiznúť
990,sinken::V,ulem,klesať
991,abnehmen::V,pakësohem,ubúdať
992,abnehmen::V,zvogëlohem,ubúdať
993,zunehmen::V,shtohem,pribúdať
994,steigen::V,rritem,stúpať
995,wachsen::V,rritem,rásť
996,glänzen::V,vezulloj,jagať sa
997,glänzen::V,vezulloj,lesknúť sa
998,funkeln::V,xixoj,iskriť sa
999,funkeln::V,xixëlloj,iskriť sa
1000,lärmen::V,oshtij,lomoziť
1001,lärmen::V,zhurmoj,lomoziť
1002,läuten::V,bie,cengať
1003,klingeln::V,i bie ziles,zvoniť
1004,klirren::V,kërcëlloj,rinčať
1005,brausen::V,gjëmoj,hučať
1006,rauschen::V,fëshfërij,šumieť
1007,klingen::V,tingëlloj,znieť
1008,klingen::V,tingëlloj,zvoniť
1009,bellen::V,leh,štekať
1010,bellen::V,leh,brechať
1011,heulen::V,ulërij,vyť
1012,blasen::V,fryj,duť
1013,blasen::V,fryj,fúkať
1014,pfeifen::V,fishkëllej,pískať
1015,pfeifen::V,fishkëllej,hvízdať
1016,schreien::V,bërtas,kričať
1017,stöhnen::V,rënkoj,stenať
1018,zittern::V,trembem,triasť sa
1019,leben::V,rroj,žiť
1020,leben::V,jetoj,žiť
1021,geboren werden::V,lind,narodiť sa
1022,atmen::V,marr frymë,dýchať
1023,trinken::V,pi,piť
1024,essen::V,ha,jesť
1025,schlucken::V,gëlltis,zhltnuť
1026,schlucken::V,kapërdij,zhltnuť
1027,müde werden::V,lodhem,unaviť sa
1028,einschlafen::V,bie të fle,usnúť
1029,einschlafen::V,bie të fle,zaspať
1030,schlafen::V,fle,spať
1031,aufwachen::V,zgjohem,zobudiť sa
1032,aufstehen::V,çohem,vstať
1033,aufstehen::V,ngrihem,vstať
1034,sich erholen::V,qetësohem,zotavovať sa
1035,sich erholen::V,qetësohem,oddýchovať si
1036,sich erholen::V,shtendosem,zotavovať sa
1037,sich erholen::V,shtendosem,oddýchovať si
1038,krank werden::V,bie i sëmurë,ochorieť
1039,krank sein::V,jam i sëmurë,chorieť
1040,krank sein::V,jam i sëmurë,byť chorý
1041,schmerzen::V,dhemb,bolieť
1042,husten::V,kollitem,kašľať
1043,genesen::V,shërohem,uzdraviť sa
1044,sterben::V,vdes,umrieť
1045,sterben::V,vdes,zomrieť
1046,umkommen::V,vdes,zahynúť
1047,umkommen::V,mbaroj,zahynúť
1048,sich bewegen::V,shkundem,pohybovať sa
1049,sich rühren::V,lëviz,hnúť sa
1050,sich erheben::V,ngrihem,zdvihnúť sa
1051,sich setzen::V,ulem,sadnúť si
1052,hinfallen::V,gremisem,spadnúť
1053,laufen::V,eci,bežať
1054,schreiten::V,çapem,kráčať
1055,spazierengehen::V,shëtis,prechádzať sa
1056,eilen::V,ngas,súriť
1057,sich beeilen::V,nxitoj,ponáhľať sa
1058,sausen::V,eci shpejt,hučať
1059,rennen::V,vrapoj,bežať
1060,springen::V,kërcej,skákať
1061,klettern::V,hipi,liezť
1062,schaukeln::V,kolovitem,húpať
1063,schaukeln::V,kolovitem,hojdať
1064,kriechen::V,zvarritem,liezť
1065,kriechen::V,zvarritem,plaziť sa
1066,schwimmen::V,notoj,plávať
1067,tauchen::V,zhytem,ponoriť sa
1068,rudern::V,vozis,veslovať
1069,fahren::V,shkoj,ísť
1070,fahren::V,shkoj,jazdiť
1071,fliegen::V,fluturoj,letieť
1072,gehen::V,eci,ísť
1073,gehen::V,shkoj,ísť
1074,weggehen::V,vete,odísť
1075,weggehen::V,vete,odchádzať
1076,abfahren::V,nisem,odcestovať
1077,anhalten::V,ndalem,zadržať sa
1078,anhalten::V,ndalem,zastaviť sa
1079,hineingehen::V,futem,vchádzať
1080,eintreten::V,hyj,vojsť
1081,eintreten::V,hyj,vstúpiť
1082,kommen::V,vij,prísť
1083,ankommen::V,arrij,prísť
1084,ankommen::V,arrij,doraziť
1085,ankommen::V,mbërrij,prísť
1086,ankommen::V,mbërrij,doraziť
1087,zurückkommen::V,kthehem,vrátiť sa
1088,bleiben::V,mbetem,ostať
1089,bleiben::V,mbetem,zostať
1090,bleiben::V,qëndroj,ostať
1091,bleiben::V,qëndroj,zostať
1092,warten::V,pres,čakať
1093,erwarten::V,pres,očakávať
1094,suchen::V,kërkoj,hľadať
1095,finden::V,gjej,nájsť
1096,versuchen::V,mundohem,skúsiť
1097,versuchen::V,mundohem,pokúsiť sa
1098,vorbereiten::V,përgatis,pripraviť
1099,lieben::V,dashuroj,ľúbiť
1100,lieben::V,dashuroj,milovať
1101,mögen::V,dua,mať rád
1102,lachen::V,qesh,smiať sa
1103,rühren::V,mallëngjej,dojať
1104,weinen::V,qaj,plakať
1105,schimpfen::V,shaj,nadávať
1106,sich ärgern::V,bëhem verem,hnevať sa
1107,sich ärgern::V,bëhem verem,zlostiť sa
1108,sich fürchten::V,kam frikë,báť sa
1109,sich fürchten::V,frikësohem,báť sa
1110,fürchten::V,kam frikë nga,báť sa
1111,fliehen::V,arratisem,utekať
1112,flüchten::V,iki,utiecť
1113,sehen::V,shoh,vidieť
1114,anschauen::V,shikoj,pozrieť sa na
1115,ansehen::V,shikoj,pozrieť
1116,hören::V,dëgjoj,počúvať
1117,zuhören::V,veshtoj,počúvať
1118,probieren::V,provoj,ochutnať
1119,riechen::V,nuhas,ňuchať
1120,fühlen::V,ndiej,cítiť
1121,fühlen::V,ndiej,pociťovať
1122,scheinen::V,ndriçoj,zdať sa
1123,zu sehen sein::V,dukem,byť vidieť
1124,vernehmen::V,dëgjoj,počuť
1125,frieren::V,mërdhij,mrznúť
1126,frieren::V,mërdhij,oziabať
1127,tun::V,bëj,robiť
1128,können::V,mund,môcť
1129,wollen::V,dua,chcieť
1130,wollen::V,dëshiroj,chcieť
1131,anfangen::V,filloj,začať
1132,beenden::V,kryej,skončiť
1133,beenden::V,mbaroj,skončiť
1134,aufhören::V,pushoj,prestať
1135,gelingen::V,më shkon mbarë,podariť sa
1136,geraten::V,del,dariť sa
1137,öffnen::V,hap,otvoriť
1138,schließen::V,mbyll,zavrieť
1139,stellen::V,vë,postaviť
1140,setzen::V,vë,posadiť
1141,legen::V,vë,klásť
1142,legen::V,vë,položiť
1143,berühren::V,rrok,dotykať sa
1144,verbinden::V,bashkoj,spojiť
1145,bedecken::V,mbuloj,pokryť
1146,aufhängen::V,var,zavesiť
1147,anzünden::V,ndez,zapáliť
1148,aufheben::V,ngre,zdvihnúť
1149,zurücklassen::V,lë pas,zanechať
1150,verlieren::V,humb,stratiť
1151,fallen lassen::V,lëshoj,pustiť
1152,machen::V,bëj,robiť
1153,herstellen::V,prodhoj,vyrobiť
1154,bauen::V,ndërtoj,stavať
1155,bauen::V,ndërtoj,budovať
1156,reparieren::V,ndreq,opraviť
1157,reparieren::V,meremetoj,opraviť
1158,verbessern::V,përmirësoj,zlepšiť
1159,ändern::V,ndërroj,zmeniť
1160,ändern::V,ndërroj,preinačiť
1161,graben::V,gërmoj,ryť
1162,graben::V,gërmoj,kopať
1163,beugen::V,kërrus,ohnúť
1164,biegen::V,përkul,ohnúť
1165,drehen::V,dredh,točiť
1166,drehen::V,dredh,krútiť
1167,drehen::V,rrotulloj,točiť
1168,drehen::V,rrotulloj,krútiť
1169,wenden::V,kthej,obrátiť
1170,wenden::V,kthej,prevrátiť
1171,umdrehen::V,kthej,otočiť
1172,umdrehen::V,kthej,obrátiť
1173,heben::V,ngre,dvíhať
1174,heben::V,ngre,povzniesť
1175,hochheben::V,ngre,zdvihnúť
1176,ergreifen::V,rrëmbej,uchopiť sa
1177,halten::V,mbaj,držať
1178,drücken::V,shtyp,tisnúť
1179,schieben::V,shtyj,posunovať
1180,kratzen::V,kruaj,škrabať
1181,kratzen::V,gërvisht,škrabať
1182,lecken::V,lëpij,lízať
1183,beißen::V,kafshoj,kúsať
1184,abreißen::V,shkëpus,odtrhnúť
1185,abschneiden::V,cungoj,odrezať
1186,abschneiden::V,cungoj,odkrojiť
1187,binden::V,lidh,zaviazať
1188,binden::V,lidh,priviazať
1189,stecken::V,fus,strčiť
1190,stecken::V,ngul,strčiť
1191,brechen::V,thyej,zlomiť
1192,klopfen::V,trokas,tĺcť
1193,klopfen::V,trokas,klopať
1194,hauen::V,godas,nabiť
1195,kleben::V,ngjis,lepiť
1196,kleben::V,ngjis,nalepiť
1197,reiben::V,fërkoj,trieť
1198,streichen::V,lyej,namazať
1199,schleifen::V,mpreh,ostríť
1200,schneiden::V,pres,rezať
1201,schneiden::V,pres,strihať
1202,rütteln::V,shkund,triasť
1203,rütteln::V,shkund,lomcovať
1204,schütteln::V,lëkund,triasť
1205,schütteln::V,lëkund,potriasť
1206,schwenken::V,valëvit,mávať
1207,schütten::V,mbush,sypať
1208,füllen::V,mbush,plniť
1209,einwickeln::V,mbështjell,zabaliť
1210,tragen::V,mbaj,niesť
1211,tragen::V,mbart,niesť
1212,schleppen::V,heq,vliecť
1213,schleppen::V,zhgërryej,vliecť
1214,ziehen::V,tërheq,ťahať
1215,aufbewahren::V,ruaj,uložiť
1216,aufbewahren::V,ruaj,uschovať
1217,werfen::V,hedh,hodiť
1218,werfen::V,hedh,vrhnúť
1219,fangen::V,kap,chytať
1220,packen::V,rrëmbej,baliť
1221,packen::V,rrëmbej,chytiť
1222,verstecken::V,fsheh,skryť
1223,verstecken::V,fsheh,schovať
1224,teilen::V,ndaj,podeliť
1225,teilen::V,ndaj,rozdeliť
1226,schicken::V,dërgoj,posielať
1227,bringen::V,sjell,priniesť
1228,hinzufügen::V,shtoj,pripojiť
1229,bekommen::V,kap,dostať
1230,erhalten::V,marr,prijať
1231,nehmen::V,marr,vziať
1232,wählen::V,zgjedh,voliť
1233,auswählen::V,përzgjedh,vybrať
1234,auswählen::V,përzgjedh,vyvoliť
1235,bewahren::V,ruaj,zachovať
1236,behindern::V,pengoj,zavadzať
1237,behindern::V,pengoj,byť v ceste
1238,verderben::V,prish,skaziť
1239,beschädigen::V,dëmtoj,ublížiť
1240,beschädigen::V,dëmtoj,poškodiť
1241,zerbrechen::V,thyej,rozbiť
1242,zerbrechen::V,thyej,prelomiť
1243,zerreißen::V,çjerr,pretrhnúť
1244,zerreißen::V,zheloj,pretrhnúť
1245,zerstören::V,prish,zničiť
1246,zerstören::V,shkatërroj,zničiť
1247,verbrennen::V,djeg,spáliť
1248,geben::V,jap,dať
1249,reichen::V,jap,podať
1250,schenken::V,fal,darovať
1251,schenken::V,dhuroj,darovať
1252,versprechen::V,premtoj,sľúbiť
1253,wünschen::V,uroj,želať
1254,loben::V,lëvdoj,chváliť
1255,loben::V,lavdëroj,chváliť
1256,küssen::V,puth,bozkať
1257,wiegen::V,tund,kolísať
1258,zudecken::V,mbuloj,prikryť
1259,wecken::V,zgjoj,zobudiť
1260,zeigen::V,dëftej,ukázať
1261,führen::V,çoj,viesť
1262,lehren::V,arsej,učiť
1263,unterrichten::V,arsimoj,vyučovať
1264,aufziehen::V,rris,vychovať
1265,leiten::V,udhëheq,viesť
1266,antreiben::V,nxis,popudiť
1267,lassen::V,detyroj,dať
1268,einladen::V,ftoj,pozvať
1269,einladen::V,ftoj,povolať
1270,vereinigen::V,bashkoj,spojiť
1271,vereinigen::V,bashkoj,zjednotiť
1272,besuchen::V,vizitoj,navštíviť
1273,treffen::V,ndesh,stretnúť
1274,sich versammeln::V,tubohem,zhromaždiť sa
1275,spielen::V,loz,hrať
1276,spielen::V,luaj,hrať
1277,singen::V,këndoj,spievať
1278,tanzen::V,kërcej,tancovať
1279,tanzen::V,vallëzoj,tancovať
1280,sich trennen::V,ndahem,rozísť sa
1281,verlassen::V,braktis,opustiť
1282,retten::V,shpëtoj,zachrániť
1283,bewachen::V,ruaj,strážiť
1284,schützen::V,ruaj,chrániť
1285,schützen::V,mbroj,chrániť
1286,verteidigen::V,mbroj,brániť
1287,sich schlagen::V,zihem,biť sa
1288,schießen::V,shtie,streliť
1289,schießen::V,shtie,strieľať
1290,siegen::V,fitoj,zvíťaziť
1291,siegen::V,ngadhënjej,zvíťaziť
1292,ärgern::V,zemëroj,hnevať
1293,ärgern::V,zemëroj,zlostiť
1294,schlagen::V,rrah,biť
1295,schlagen::V,rrah,udrieť
1296,schlagen::V,godas,biť
1297,schlagen::V,godas,udrieť
1298,treten::V,shtyj,kopnúť
1299,treten::V,shtyj më këmbë,kopnúť
1300,stechen::V,ther,bodnúť
1301,stechen::V,ther,pichnúť
1302,stechen::V,shpoj,bodnúť
1303,stechen::V,shpoj,pichnúť
1304,stoßen::V,shtyj,udrieť
1305,stehlen::V,vjedh,kradnúť
1306,stören::V,pengoj,vyrušiť
1307,belästigen::V,bezdis,obťažovať
1308,verbergen::V,fsheh,skryť
1309,täuschen::V,mashtroj,sklamať
1310,betrügen::V,kobis,klamať
1311,betrügen::V,kobis,podvádzať
1312,töten::V,vras,zabiť
1313,töten::V,vras,usmrtiť
1314,wohnen::V,banoj,bývať
1315,arbeiten::V,punoj,pracovať
1316,arbeiten::V,vardoj,pracovať
1317,sammeln::V,mbledh,zbierať
1318,sammeln::V,grumbulloj,zbierať
1319,pflücken::V,vjel,trhať
1320,pflücken::V,vjel,oberať
1321,pflücken::V,mbledh,trhať
1322,pflücken::V,mbledh,oberať
1323,jagen::V,gjuaj,poľovať
1324,fischen::V,peshkoj,loviť ryby
1325,fischen::V,peshkoj,chytať ryby
1326,fischen::V,gjuaj peshk,loviť ryby
1327,fischen::V,gjuaj peshk,chytať ryby
1328,fassen::V,zë,uloviť
1329,hüten::V,kullos,pásť
1330,treiben::V,vë përpara,hnať
1331,anbinden::V,lidh,priviazať
1332,füttern::V,grazhdoj,kŕmiť
1333,melken::V,mjel,dojiť
1334,hacken::V,grij,seknúť
1335,gießen::V,ujis,polievať
1336,reifen::V,piqem,dozrieť
1337,zubereiten::V,gatuaj,pripraviť
1338,kochen::V,ziej,variť
1339,backen::V,pjek,piecť
1340,backen::V,pjek,smažiť
1341,backen::V,furroj,piecť
1342,backen::V,furroj,smažiť
1343,braten::V,fërgoj,piecť
1344,braten::V,fërgoj,pražiť
1345,braten::V,tiganis,piecť
1346,braten::V,tiganis,pražiť
1347,umrühren::V,trazoj,pomiešať
1348,stricken::V,thur,pliesť
1349,nähen::V,qep,šiť
1350,färben::V,ngjyej,zafarbiť
1351,färben::V,bojatis,zafarbiť
1352,reinigen::V,qëroj,čistiť
1353,reinigen::V,pastroj,čistiť
1354,waschen::V,laj,myť
1355,waschen::V,finjos,myť
1356,abwischen::V,fshij,utrieť
1357,spülen::V,kulloj,vyplachovať
1358,fegen::V,fshij,zametať
1359,kehren::V,fshij,zametať
1360,baden::V,lahem,kúpať sa
1361,sich waschen::V,lahem,umývať sa
1362,ausziehen::V,heq,zobliecť
1363,ausziehen::V,zbath,zobliecť
1364,anziehen::V,vesh,obliecť
1365,anziehen::V,mbath,obliecť
1366,sich anziehen::V,vishem,obliecť sa
1367,kämmen::V,kreh,česať
1368,schmücken::V,hijeshoj,ozdobiť
1369,sagen::V,them,povedať
1370,sprechen::V,flas,hovoriť
1371,reden::V,fjalos,rozprávať
1372,reden::V,fjalëtoj,rozprávať
1373,sich unterhalten::V,bisedoj,rozprávať sa
1374,fragen::V,pyes,spýtať sa
1375,bitten::V,lus,prosiť
1376,bitten::V,lutem,prosiť
1377,erzählen::V,rrëfej,rozprávať
1378,mitteilen::V,kumtoj,oznámiť
1379,nennen::V,quaj,nazvať
1380,nennen::V,quaj,menovať
1381,rufen::V,thërras,volať
1382,rufen::V,thërras,zavolať
1383,prahlen::V,mburrem,vystatovať sa
1384,prahlen::V,kapardisem,vystatovať sa
1385,übersetzen::V,përkthej,preložiť
1386,denken::V,mendoj,myslieť
1387,glauben::V,besoj,veriť
1388,bemerken::V,vërej,podotknuť
1389,bemerken::V,vërej,spozorovať
1390,erkennen::V,njoh,poznať
1391,erkennen::V,shquaj,poznať
1392,begreifen::V,marr vesh,pochopiť
1393,begreifen::V,marr vesh,porozumieť
1394,verstehen::V,marr vesh,rozumieť
1395,lernen::V,mësoj,učiť sa
1396,wissen::V,di,vedieť
1397,sich erinnern an::V,kujtoj,pamätať si na
1398,vergessen::V,harroj,zabudnuť
1399,messen::V,mas,merať
1400,zählen::V,njeh,počítať
1401,rechnen::V,llogaris,rátať
1402,rechnen::V,llogaris,počítať
1403,lesen::V,lexoj,čítať
1404,lesen::V,këndoj,čítať
1405,malen::V,lyej,maľovať
1406,zeichnen::V,vizatoj,kresliť
1407,schreiben::V,shkruaj,písať
1408,besitzen::V,kam,mať
1409,besitzen::V,kam,vlastniť
1410,kaufen::V,blej,kúpiť
1411,verkaufen::V,shes,predať
1412,bezahlen::V,paguaj,zaplatiť
1413,zahlen::V,paguaj,platiť
1414,beherrschen::V,zotëroj,ovládať
1415,ertragen::V,duroj,znášať
1416,ertragen::V,duroj,vydržať
