,Concept_ID,ba,lt
745,verschieden::A,төрлө,įvairus
746,nah::A,яҡын,artimas
747,fern::A,алыҫ,tolimas
748,fern::A,йыраҡ,tolimas
749,linker::A,һул,kairys
750,rechter::A,уң,dešinys
751,anderer::A,бутән,kitas
752,erster::A,тәүге,pirmas
753,zweiter::A,икенсе,antras
754,dritter::A,өсөнсө,trečias
755,letzter::A,һуңғы,paskutinis
756,allein::ADV,бер үҙе,vienas
757,allein::ADV,яңғыҙ,vienas
758,auf einmal::ADV,бер юлы,iš karto
759,zusammen::ADV,бергә,kartu
760,zusammen::ADV,бергә,drauge
761,lange::ADV,оҙаҡ,ilgai
762,plötzlich::ADV,ҡапыл,staiga
763,sofort::ADV,шунда уҡ,tuojau
764,später::ADV,һуңыраҡ,vėliau
765,später::ADV,һуңыраҡ,paskiau
766,jetzt::ADV,хәҙер,dabãr
767,heute::ADV,бөгөн,šiandien
768,morgen::ADV,иртәгә,rytoj
769,bald::ADV,тиҙҙән,greitai
770,bald::ADV,тиҙҙән,netrukus
771,dann::ADV,һуңынан,po to
772,gestern::ADV,кисә,vakar
773,einst::ADV,ҡасандыр,kadaise
774,einst::ADV,ҡасандыр,kitą kartą
775,einst::ADV,бер баҡыт,kadaise
776,einst::ADV,бер баҡыт,kitą kartą
777,damals::ADV,ул саҡта,anuomet
778,damals::ADV,ул саҡта,anuokart
779,danach::ADV,һуңынан,po to
780,danach::ADV,һуңынан,paskui
781,vorher::ADV,элек,anksčiau
782,zuerst::ADV,башта,pirma
783,zuerst::ADV,башта,iš pradžių̃
784,einmal::ADV,бер,kartą
785,einmal::ADV,бер,vieną kartą
786,manchmal::ADV,ҡайһы берҙә,kai kada
787,oft::ADV,йыш,dažnai
788,immer::ADV,һәр ҡасан,visada
789,immer::ADV,һәр ҡасан,visuomet
790,niemals::ADV,бер ҡасан да,niekada
791,niemals::ADV,бер ҡасан да,niekuomet
792,niemals::ADV,бер ваҡытта ла,niekada
793,niemals::ADV,бер ваҡытта ла,niekuomet
794,hier::ADV,бында,čia
795,hierhin::ADV,бында,šen
796,hierhin::ADV,бында,čionai
797,von hier::ADV,бынан,iš čia
798,von hier::ADV,ошонан,iš čia
799,dort::ADV,шунда,ten
800,dort::ADV,шунда,tenai
801,dort::ADV,тегендә,ten
802,dort::ADV,тегендә,tenai
803,dorthin::ADV,шунда,ten
804,dorthin::ADV,шунда,ten link
805,dorthin::ADV,тегеләй,ten
806,dorthin::ADV,тегеләй,ten link
807,geradeaus::ADV,тура,tiesiai
808,vorwärts::ADV,алға,pirmyn
809,rückwärts::ADV,кирегә,atbulai
810,zurück::ADV,кирегә,atgal
811,unten::ADV,түбәндә,žemai
812,unten::ADV,түбәндә,apačioje
813,hinab::ADV,түбәнгә,žemyn
814,oben::ADV,юғарыла,viršuj
815,hinauf::ADV,юғарыға,aukštyn
816,hinauf::ADV,юғарыға,į viršų
817,überall::ADV,бөтә урында,visur
818,nicht::ADV,тугел,ne
819,ein wenig::ADV,аҙ,truputį
820,kaum::ADV,көскә,vos
821,kaum::ADV,саҡ-саҡ,vos
822,sehr::ADV,ифат,labai
823,sehr::ADV,ифат,baisiai
824,so::ADV,шулай,taip
825,noch::ADV,йәнә,dar
826,nur::ADV,бары,tik
827,nur::ADV,бары,vien
828,schon::ADV,инде,jau
829,wieder::ADV,тағы,vėl
830,wieder::ADV,тағы,iš naujo
831,vergebens::ADV,бушҡа,veltui
832,vergebens::ADV,бушҡа,bergždžiai
833,vor::PRP,алдында,prieš
834,hinter::PRP,артында,už
835,unter::PRP,аҫтында,po
836,durch::PRP,үтә,pro
837,durch::PRP,үтә,per
838,neben::PRP,эргәһендә,prie
839,neben::PRP,эргәһендә,šalia
840,zwischen::PRP,араһында,tarp
841,wegen::PRP,өсөн,dėl
842,wegen::PRP,өсөн,dėlei
843,wegen::PRP,сәбәпле,dėl
844,wegen::PRP,сәбәпле,dėlei
845,dies::PRN,был,šis
846,dies::PRN,был,šitas
847,dies::PRN,ошо,šis
848,dies::PRN,ошо,šitas
849,das::PRN,ул,tat
850,alles::PRN,бөтә,visas
851,ich::PRN,мин,aš
852,du::PRN,һин,tu
853,er::PRN,ул,jis
854,wir::PRN,беҙ,mes
855,ihr::PRN,һеҙ,jūs
856,sie::PRN,улар,ji
857,sie::PRN,улар,jos
858,was::FPRN,ә,kas
859,was::FPRN,ни,kas
860,was::FPRN,нәмә,kas
861,wer::FPRN,ҡем,kas
862,wo::FADV,ҡайҙа,kur
863,wohin::FADV,ҡайҙа,kur
864,wohin::FADV,ҡайҙа,kur link
865,wie::FADV,инидәй,kaip
866,warum::FADV,ин өсөн,kod̃ėl
867,warum::FADV,ин өсөн,dėl ko
868,wieviel::FNUM,күпме,kiek
869,eins::NUM,бер,vienas
870,zwei::NUM,ике,du
871,zwei::NUM,икәү,du
872,drei::NUM,өс,trys
873,vier::NUM,дүрт,keturi
874,fünf::NUM,биш,penki
875,sechs::NUM,алты,šeši
876,sieben::NUM,ете,septyni
877,acht::NUM,һигеҙ,aštuoni
878,neun::NUM,туғыҙ,devyni
879,zehn::NUM,ун,dešimt
880,elf::NUM,ун бер,vienuolika
881,zwölf::NUM,ун ике,dvylika
882,zwanzig::NUM,егерме,dvidešimt
883,dreißig::NUM,утыҙ,trisdešimt
884,vierzig::NUM,ҡырҡ,keturiasdešimt
885,fünfzig::NUM,илле,penkiasdešimt
886,sechzig::NUM,алтмыш,šešiasdešimt
887,siebzig::NUM,етмеш,septyniasdešimt
888,achtzig::NUM,һикһән,aštuoniasdešimt
889,neunzig::NUM,туҡһан,devyniasdešimt
890,hundert::NUM,йөҙ,šimtas
891,tausend::NUM,мең,tūkstantis
892,und::CNJ,да,ĩr
893,oder::CNJ,йәки,ar
894,oder::CNJ,йәки,arba
895,stehen::V,тороу,stovėti
896,sitzen::V,ултырыу,sėdėti
897,liegen::V,ятыу,gulėti
898,hängen::V,аҫылынып тороу,kyboti
899,hängen::V,аҫылынып тороу,kabėti
900,werden::V,булыу,taptis
901,werden::V,булыу,darytis
902,passieren::V,булыу,atsitikti
903,passieren::V,булыу,pasitaikyti
904,beginnen::V,башлау,prasid́ėti
905,enden::V,бөтөү,baigtis
906,enden::V,тамамланыү,baigtis
907,wechseln::V,үҙгәреү,keistis
908,wechseln::V,үҙгәреү,pasikeisti
909,aufgehen[Sonne]::V,ҡалҡыу,tekėti
910,aufgehen[Sonne]::V,ҡалҡыу,patekėti
911,untergehen[Sonne]::V,байыу,leistis
912,untergehen[Sonne]::V,байыу,nusileisti
913,scheinen[Sonne]::V,яҡтыртып тороу,šviesti
914,donnern::V,күкрәү,griausti
915,donnern::V,күкрәү,griaudėti
916,wehen::V,иҫеү,pūsti
917,strömen::V,ташыу,lietis
918,strömen::V,ташыу,plūsti
919,fließen::V,ағыу,tekėti
920,sich drehen::V,әйләнеү,suktis
921,sich drehen::V,әйләнеү,pasisukti
922,schwanken::V,тирбәлеү,svyruoti
923,schwingen::V,бәүетеү,suptis
924,fallen::V,йығылыу,pulti
925,fallen::V,йығылыу,kristi
926,brennen::V,яныу,degti
927,rauchen::V,төтәү,rūkyti
928,regnen::V,ямғыр яуа,lyti
929,gefrieren::V,туңыү,užšalti
930,tauen::V,иреү,tirpti
931,schmelzen::V,иреү,lydytis
932,trocknen::V,кибеү,džiūti
933,sieden::V,ҡайнау,virti
934,faulen::V,сереу,pūti
935,verfaulen::V,сереу,švinkti
936,reißen::V,өҙөү,plyšti
937,reißen::V,өҙөү,trūkti
938,reißen::V,йыртылыу,plyšti
939,reißen::V,йыртылыу,trūkti
940,versinken::V,батыу,skę̃sti
941,versinken::V,батыу,grimzti
942,vergehen::V,үтеү,praeiti
943,erscheinen::V,килеп сығыу,pasirodyti
944,verschwinden::V,юғалыу,dingti
945,verschwinden::V,юғалыу,išnykti
946,verschwinden::V,юғалыу,pranykti
947,sinken::V,түбәнәйеү,kristi
948,abnehmen::V,кәметеү,mažėti
949,abnehmen::V,кәметеү,silpnėti
950,zunehmen::V,артыу,didėti
951,zunehmen::V,артыу,padaugėti
952,steigen::V,күтәрелеү,kilti
953,wachsen::V,үҫеү,augti
954,glänzen::V,ялтырау,blizgėti
955,funkeln::V,баҙлау,žibėti
956,lärmen::V,шаулау,triukšmauti
957,läuten::V,ҡағыу,skambinti
958,klingeln::V,ҡағыу,skambinti
959,klingeln::V,шылтыратыу,skambinti
960,klirren::V,шылтыратыу,žvangėti
961,brausen::V,ҡотороноу,šniokšti
962,rauschen::V,шыптырлау,ošti
963,rauschen::V,шыптырлау,šlamėti
964,klingen::V,яңғырау,skardėti
965,bellen::V,өрөү,loti
966,heulen::V,олоу,kaukti
967,heulen::V,олоу,staugti
968,blasen::V,өрөү,pūsti
969,pfeifen::V,һызғырып ебәреү,švilpti
970,pfeifen::V,һызғырып ебәреү,švilpauti
971,schreien::V,ҡысҡырыу,šaukti
972,stöhnen::V,уңғырашыу,dejuoti
973,stöhnen::V,уңғырашыу,aimanuoti
974,zittern::V,ҡалтырау,virpėti
975,leben::V,йәшәү,gyventi
976,geboren werden::V,тыуыу,gimti
977,atmen::V,тын алыү,alsuoti
978,atmen::V,тын алыү,kvėpuoti
979,trinken::V,эсеү,gerti
980,essen::V,ашау,valgyti
981,schlucken::V,йотоу,praryti
982,müde werden::V,арыу,nuvargti
983,müde werden::V,арыу,privargti
984,einschlafen::V,йоҡлап китеү,užmigti
985,schlafen::V,йоҡлау,miegoti
986,aufwachen::V,уяныу,pabusti
987,aufstehen::V,тороу,keltis
988,aufstehen::V,тороу,atsikelti
989,sich erholen::V,ял итеү,pailsėti
990,sich erholen::V,ял итеү,poilsiauti
991,krank werden::V,сирләү,susirgti
992,krank sein::V,сирләү,sirgti
993,schmerzen::V,ауыртыу,sopėti
994,schmerzen::V,ауыртыу,skaudėti
995,husten::V,йүтәлләү,kosėti
996,genesen::V,һауығыу,sveikti
997,genesen::V,һауығыу,taisytis
998,sterben::V,үлеү,mirti
999,sterben::V,үлеү,numirti
1000,umkommen::V,һәләк булыу,žūti
1001,sich bewegen::V,хәрәкәт итеү,judėti
1002,sich bewegen::V,хәрәкәт итеү,pasijudinti
1003,sich rühren::V,ҡуҙғалыу,krutėti
1004,sich erheben::V,тороу,pakilti
1005,sich erheben::V,тороу,atsikelti
1006,sich setzen::V,ултырыу,sėstis
1007,sich setzen::V,ултырыу,atsisėsti
1008,hinfallen::V,ҡолау,parkristi
1009,hinfallen::V,ҡолау,pargriūti
1010,laufen::V,йөрөү,eiti
1011,schreiten::V,атлау,žengti
1012,schreiten::V,атлау,žingsniuoti
1013,spazierengehen::V,ял итеп йороү,pasivaikščioti
1014,eilen::V,ашығыу,skubėti
1015,eilen::V,ҡабаланыу,skubėti
1016,sich beeilen::V,ашығыу,paskub́ėti
1017,sich beeilen::V,ашығыу,pasiskubinti
1018,sich beeilen::V,ҡабаланыу,paskub́ėti
1019,sich beeilen::V,ҡабаланыу,pasiskubinti
1020,sausen::V,елеү,dumti
1021,sausen::V,елеү,lėkti
1022,rennen::V,йүгеп йөрөү,bėgti
1023,springen::V,һикереү,šokti
1024,klettern::V,үрмәләү,kopti
1025,klettern::V,үрмәләп менеү,kopti
1026,schaukeln::V,сайҡалыу,supti
1027,schaukeln::V,сайҡалыу,linguoti
1028,kriechen::V,шыуышыу,ropoti
1029,kriechen::V,шыуышыу,šliaužti
1030,schwimmen::V,йоҙөү,plaukti
1031,tauchen::V,сумыу,nerti
1032,rudern::V,ишеү,irtis
1033,rudern::V,ишеү,irkluoti
1034,fahren::V,йөрөү,važiuoti
1035,fahren::V,йөрөү,važinėti
1036,fliegen::V,осоу,lėkti
1037,fliegen::V,осоу,skristi
1038,gehen::V,барыу,eiti
1039,weggehen::V,китеү,išeiti
1040,abfahren::V,сығыу,išvykti
1041,abfahren::V,сығыу,išvažiuoti
1042,anhalten::V,тукталыу,sustoti
1043,hineingehen::V,инеү,įeiti
1044,eintreten::V,инеү,įžengti
1045,kommen::V,килеү,ateiti
1046,ankommen::V,килеү,ateiti
1047,zurückkommen::V,ҡайтыу,grį̃žti
1048,zurückkommen::V,ҡайтыу,sugrį̃žti
1049,bleiben::V,ҡалыу,likti
1050,bleiben::V,ҡалыу,pasilikti
1051,warten::V,көтөп тороу,laukti
1052,erwarten::V,көтөү,laukti
1053,suchen::V,эҙләү,ieškoti
1054,finden::V,табыу,rasti
1055,finden::V,табыу,surasti
1056,versuchen::V,тырышып ҡарау,mėginti
1057,vorbereiten::V,әҙерләү,rengti
1058,lieben::V,яратыу,myĺėti
1059,mögen::V,һөйөү,ḿėgti
1060,mögen::V,һөйөү,patikti
1061,mögen::V,яратыу,ḿėgti
1062,mögen::V,яратыу,patikti
1063,lachen::V,көлөү,juoktis
1064,rühren::V,ҡағылыу,jaudinti
1065,rühren::V,ҡағылыу,graudinti
1066,weinen::V,илау,verkti
1067,schimpfen::V,һүгенеү,bartis
1068,schimpfen::V,тиргәнеү,bartis
1069,schimpfen::V,һуҡраныу,bartis
1070,sich ärgern::V,асыуланыу,pykti
1071,sich ärgern::V,асыуланыу,apmaudauti
1072,sich fürchten::V,ҡурҡыу,bijoti
1073,sich fürchten::V,ҡурҡыу,baimintis
1074,fürchten::V,ҡурҡыу,bijoti
1075,fürchten::V,ҡурҡыу,baimintis
1076,fliehen::V,ҡасыу,bėgti
1077,fliehen::V,ҡасыу,sprukti
1078,flüchten::V,ҡасыу,pabėgti
1079,sehen::V,күреү,žiūŕėti
1080,anschauen::V,ҡарау,žiūŕėti
1081,ansehen::V,ҡарау,žiūrėti į
1082,ansehen::V,ҡарау,pažiūrėti į
1083,ansehen::V,тикшереү,žiūrėti į
1084,ansehen::V,тикшереү,pažiūrėti į
1085,hören::V,ишетеү,girdėti
1086,zuhören::V,тыңлау,klausytis
1087,probieren::V,татыу,ragauti
1088,probieren::V,татыу,paragauti
1089,riechen::V,еҫкәү,uosti
1090,riechen::V,еҫкәү,užuosti
1091,fühlen::V,тойоу,justi
1092,fühlen::V,тойоу,jausti
1093,fühlen::V,тойоу,pajusti
1094,scheinen::V,кеүек күренеү,rodytis
1095,scheinen::V,кеүек күренеү,atrodyti
1096,scheinen::V,тойолоу,rodytis
1097,scheinen::V,тойолоу,atrodyti
1098,zu sehen sein::V,күренеү,pasirodyti
1099,vernehmen::V,ишетеү,išgirsti
1100,frieren::V,туңыү,šalti
1101,tun::V,яһау,daryti
1102,tun::V,әшләү,daryti
1103,können::V,алыу,galėti
1104,können::V,алыу,pajėgti
1105,können::V,мөмкин булыу,galėti
1106,können::V,мөмкин булыу,pajėgti
1107,wollen::V,теләү,norėti
1108,anfangen::V,башлау,pradėti
1109,anfangen::V,башлау,prasid́ėti
1110,beenden::V,бөтөрөү,baigti
1111,beenden::V,бөтөрөү,užbaigti
1112,beenden::V,тамамлау,baigti
1113,beenden::V,тамамлау,užbaigti
1114,aufhören::V,туктау,liautis
1115,gelingen::V,уңышлы булыу,pavykti
1116,gelingen::V,уңышлы булыу,pasisekti
1117,geraten::V,булып сығыу,nusisekti
1118,öffnen::V,асыу,atverti
1119,öffnen::V,асыу,atidaryti
1120,schließen::V,йомоу,uždaryti
1121,stellen::V,ҡуйыу,statyti
1122,stellen::V,ҡуйыу,pastatyti
1123,setzen::V,урынлаштырыу,sodinti
1124,setzen::V,урынлаштырыу,pasodinti
1125,legen::V,һалыу,dėti
1126,legen::V,һалыу,pad́ėti
1127,berühren::V,тейеү,liesti
1128,berühren::V,тейеү,paliesti
1129,berühren::V,ҡағылыу,liesti
1130,berühren::V,ҡағылыу,paliesti
1131,verbinden::V,ҡушыу,jungti
1132,verbinden::V,ҡушыу,surišti
1133,verbinden::V,бәйләү,jungti
1134,verbinden::V,бәйләү,surišti
1135,bedecken::V,ҡаплау,uždengti
1136,aufhängen::V,элеү,pakarti
1137,aufhängen::V,элеү,pakabinti
1138,anzünden::V,тоҡандырыу,padegti
1139,aufheben::V,мендереү,pakelti
1140,zurücklassen::V,ҡалдырыу,palikti
1141,verlieren::V,юғалтыу,pamesti
1142,fallen lassen::V,төшөрөп ебәреү,atsisakyti
1143,machen::V,яһау,dirbti
1144,machen::V,эшләү,dirbti
1145,herstellen::V,эшләп сығарыу,gaminti
1146,bauen::V,төҙөү,statyti
1147,bauen::V,төҙөү,pastatyti
1148,reparieren::V,төҙәтеү,taisyti
1149,reparieren::V,төҙәтеү,remontuoti
1150,verbessern::V,яҡшыртыу,gerinti
1151,verbessern::V,яҡшыртыу,ištaisyti
1152,ändern::V,үҙгәртеү,keisti
1153,ändern::V,үҙгәртеү,pakeisti
1154,graben::V,ҡаҙыу,kasti
1155,beugen::V,бөгөү,lenkti
1156,beugen::V,бөгөү,palenkti
1157,biegen::V,бөгөү,lenkti
1158,biegen::V,бөгөү,palenkti
1159,drehen::V,өйрөлтөү,sukti
1160,drehen::V,әйләндереү,sukti
1161,wenden::V,әйләндереү,kreipti
1162,wenden::V,әйләндереү,pakreipti
1163,umdrehen::V,түңкәреү,sukti
1164,umdrehen::V,түңкәреү,apversti
1165,heben::V,күтәреү,kelti
1166,heben::V,күтәреү,pakelti
1167,heben::V,мендереү,kelti
1168,heben::V,мендереү,pakelti
1169,hochheben::V,күтәреү,pakelti
1170,ergreifen::V,тотоп алыу,čiupti
1171,ergreifen::V,тотоп алыу,griebti
1172,halten::V,тотоу,laikyti
1173,halten::V,тотоу,palaikyti
1174,drücken::V,ҡыҫыу,spausti
1175,schieben::V,этеү,stumti
1176,schieben::V,төртөү,stumti
1177,kratzen::V,ҡырыу,kasyti
1178,kratzen::V,ҡырыу,grandyti
1179,lecken::V,ялау,laižyti
1180,beißen::V,тешләү,kandžioti
1181,abreißen::V,өҙөү,nuplėšti
1182,abschneiden::V,ҡырҡыу,atpjauti
1183,abschneiden::V,ҡырҡыу,atkirpti
1184,binden::V,бәйләү,rišti
1185,binden::V,бәйләү,surišti
1186,stecken::V,ҡаҙау,kišti
1187,stecken::V,ҡаҙау,įkišti
1188,brechen::V,боҙоу,lūžti
1189,brechen::V,боҙоу,laužyti
1190,klopfen::V,шаҡылдау,belsti
1191,klopfen::V,шаҡылдау,barbenti
1192,hauen::V,туҡмау,mušti
1193,kleben::V,йәбештереү,lipdyti
1194,kleben::V,йәбештереү,klijuoti
1195,reiben::V,ыуыу,trinti
1196,reiben::V,ыуыу,tarkuoti
1197,reiben::V,ышҡыу,trinti
1198,reiben::V,ышҡыу,tarkuoti
1199,streichen::V,яғыу,tepti
1200,streichen::V,яғыу,užtepti
1201,schleifen::V,үткерләү,galą́sti
1202,schneiden::V,ҡырҡыу,pjauti
1203,schneiden::V,ҡырҡыу,kirpti
1204,rütteln::V,һелкетеү,purtyti
1205,schütteln::V,һелкетеү,purtyti
1206,schwenken::V,болғау,mojuoti
1207,schütten::V,ҡойоу,pilti
1208,schütten::V,ҡойоу,berti
1209,füllen::V,тултырыу,pildyti
1210,füllen::V,тултырыу,pripildyti
1211,einwickeln::V,төрөү,įvynioti
1212,einwickeln::V,төрөү,suvynioti
1213,tragen::V,алып барыу,nešti
1214,tragen::V,алып барыу,nešioti
1215,schleppen::V,һөйрәү,vilkti
1216,ziehen::V,тартыу,tempti
1217,aufbewahren::V,һаҡлау,laikyti
1218,werfen::V,ырғытыу,mesti
1219,werfen::V,ырғытыу,sviesti
1220,fangen::V,тотоу,sugauti
1221,packen::V,етеү,čiupti
1222,packen::V,етеү,griebti
1223,packen::V,тотоп алыу,čiupti
1224,packen::V,тотоп алыу,griebti
1225,verstecken::V,йәшереү,slėpti
1226,verstecken::V,йәшереү,slapstyti
1227,teilen::V,бүлеү,dalyti
1228,teilen::V,бүлеү,padalyti
1229,schicken::V,ебәреү,sių̃sti
1230,schicken::V,ебәреү,pasių̃sti
1231,bringen::V,килтереү,atnešti
1232,hinzufügen::V,өтәү,pridėti
1233,bekommen::V,алыу,gauti
1234,erhalten::V,алыу,gauti
1235,nehmen::V,алыу,paimti
1236,wählen::V,һайлаү,rinkti
1237,wählen::V,һайлаү,išsirinkti
1238,auswählen::V,һайлап алыу,išrinkti
1239,bewahren::V,һаҡлау,išsaugoti
1240,behindern::V,тотҡарлыҡ яһау,trukdyti
1241,verderben::V,боҙоу,sugadinti
1242,beschädigen::V,боҙоу,žaloti
1243,beschädigen::V,боҙоу,gadinti
1244,zerbrechen::V,ҡыйратыу,sukulti
1245,zerbrechen::V,ҡыйратыу,sudaužyti
1246,zerreißen::V,йыртыу,perplėšti
1247,zerreißen::V,йыртыу,suplėšyti
1248,zerstören::V,емереү,suardyti
1249,zerstören::V,емереү,sugriauti
1250,verbrennen::V,үртәү,deginti
1251,verbrennen::V,үртәү,sudeginti
1252,geben::V,биреү,duoti
1253,geben::V,биреү,paduoti
1254,reichen::V,биреү,paduoti
1255,schenken::V,бүләк итеү,dovanoti
1256,versprechen::V,вәғәҙә биреү,žadėti
1257,versprechen::V,вәғәҙә биреү,pažadėti
1258,wünschen::V,теләу,norėti
1259,wünschen::V,теләу,linḱėti
1260,loben::V,маҡтау,girti
1261,loben::V,маҡтау,pagirti
1262,küssen::V,үбеү,bučiuoti
1263,wiegen::V,бәүетеү,supti
1264,wiegen::V,тирбәтеү,supti
1265,zudecken::V,ҡаплау,užkloti
1266,zudecken::V,ҡаплау,uždengti
1267,wecken::V,уятыу,žadinti
1268,zeigen::V,күрһәтеү,rodyti
1269,führen::V,етәкләү,vesti
1270,führen::V,етәкләү,vadovauti
1271,lehren::V,уҡытыу,mokyti
1272,lehren::V,уҡытыу,išmokyti
1273,lehren::V,өйрәтеү,mokyti
1274,lehren::V,өйрәтеү,išmokyti
1275,unterrichten::V,уҡытыу,dėstyti
1276,aufziehen::V,тәрбиәле,išauginti
1277,leiten::V,етәкләү,valdyti
1278,leiten::V,етәкләү,vadovauti
1279,leiten::V,етәкселек итеү,valdyti
1280,leiten::V,етәкселек итеү,vadovauti
1281,antreiben::V,ашыҡтырыу,uiti
1282,antreiben::V,ашыҡтырыу,raginti
1283,antreiben::V,ашыҡтырыу,skubinti
1284,lassen::V,мәжбүр итеү,paliepti
1285,einladen::V,саҡырыу,kviesti
1286,einladen::V,саҡырыу,pakviesti
1287,vereinigen::V,берләштереү,sujungti
1288,vereinigen::V,берләштереү,suvienyti
1289,besuchen::V,килеп сығыу,lankyti
1290,besuchen::V,килеп сығыу,aplankyti
1291,treffen::V,тойоү,sutikti
1292,treffen::V,тойоү,pasitikti
1293,treffen::V,осратыу,sutikti
1294,treffen::V,осратыу,pasitikti
1295,treffen::V,ҡаршылау,sutikti
1296,treffen::V,ҡаршылау,pasitikti
1297,sich versammeln::V,йыйылыу,susirinkti
1298,spielen::V,тартыу,groti
1299,spielen::V,тартыу,žaisti
1300,singen::V,йырлау,dainuoti
1301,tanzen::V,бейеү,šokti
1302,sich trennen::V,айырылышыу,skirtis
1303,sich trennen::V,айырылышыу,išsiskirti
1304,verlassen::V,ташлау,palikti
1305,verlassen::V,ташлап китеү,palikti
1306,retten::V,ҡотҡарыу,gelbėti
1307,bewachen::V,һаҡлау,sergėti
1308,schützen::V,һаҡлау,ginti
1309,schützen::V,һаҡлау,apginti
1310,verteidigen::V,яҡлау,ginti
1311,verteidigen::V,яҡлау,apginti
1312,sich schlagen::V,һуғышыу,muštis
1313,schießen::V,атыу,šauti
1314,schießen::V,атыу,šaudyti
1315,siegen::V,еңеү,nugalėti
1316,ärgern::V,асыуландырыу,pykinti
1317,schlagen::V,бәреү,mušti
1318,schlagen::V,бәреү,smogti
1319,schlagen::V,бәреү,trenkti
1320,schlagen::V,туҡмау,mušti
1321,schlagen::V,туҡмау,smogti
1322,schlagen::V,туҡмау,trenkti
1323,treten::V,тибеү,mygti
1324,treten::V,типкеләү,mygti
1325,stechen::V,сәнсеү,gelti
1326,stechen::V,сәнсеү,smeigti
1327,stoßen::V,этеү,stumti
1328,stoßen::V,этеү,pastumti
1329,stoßen::V,төртөү,stumti
1330,stoßen::V,төртөү,pastumti
1331,stehlen::V,урлау,vogti
1332,stören::V,ҡамасаулау,trikdyti
1333,belästigen::V,бимазалау,apsunkinti
1334,belästigen::V,ҡамасаулау,apsunkinti
1335,verbergen::V,йәшереү,slėpti
1336,verbergen::V,йәшереү,paslėpti
1337,täuschen::V,ултыртыу,klaidinti
1338,betrügen::V,алдау,apgauti
1339,töten::V,үлтереү,žudyti
1340,töten::V,үлтереү,nužudyti
1341,wohnen::V,йәшәү,gyventi
1342,arbeiten::V,эшләү,dirbti
1343,arbeiten::V,эшләү,triūsti
1344,sammeln::V,йыйыу,rinkti
1345,pflücken::V,өҙөү,skinti
1346,pflücken::V,өҙөү,raškyti
1347,jagen::V,аулау,medžioti
1348,fischen::V,аулау,žvejoti
1349,fassen::V,тотоу,sučiupti
1350,hüten::V,көтөү,ganyti
1351,treiben::V,ҡыуыу,ginti
1352,anbinden::V,бәйләү,pririšti
1353,füttern::V,ашатыу,šerti
1354,melken::V,һауыү,melžti
1355,hacken::V,турау,kapoti
1356,hacken::V,тапау,kapoti
1357,gießen::V,ҡойоу,lieti
1358,gießen::V,ҡойоу,laistyti
1359,reifen::V,өлғөрөү,nokti
1360,reifen::V,өлғөрөү,sirpti
1361,zubereiten::V,бешереү,ruošti
1362,zubereiten::V,бешереү,gaminti
1363,kochen::V,бешереү,virti
1364,kochen::V,бешереү,virinti
1365,backen::V,бешереү,kepti
1366,braten::V,ҡурыу,kepti
1367,braten::V,ҡурыу,kepinti
1368,umrühren::V,ҡатнаштырыу,maišyti
1369,umrühren::V,ҡатнаштырыу,pamaišyti
1370,stricken::V,бәйләү,megzti
1371,nähen::V,тегеү,siūti
1372,färben::V,буяу,dažyti
1373,färben::V,буяу,nudažyti
1374,reinigen::V,таҙартыу,valyti
1375,reinigen::V,таҙартыу,švarinti
1376,waschen::V,йыуыу,plauti
1377,waschen::V,йыуыу,mazgoti
1378,waschen::V,йыуыу,skalbti
1379,abwischen::V,һөртөү,nušluostyti
1380,spülen::V,сайҡау,plauti
1381,spülen::V,сайҡау,skalauti
1382,fegen::V,һепереү,šluoti
1383,kehren::V,һепереү,šluoti
1384,baden::V,һыу инеү,maudytis
1385,sich waschen::V,йыуыныу,praustis
1386,ausziehen::V,сисеү,numauti
1387,ausziehen::V,сисеү,nuvilkti
1388,anziehen::V,кейеү,mauti
1389,anziehen::V,кейеү,apsivilkti
1390,sich anziehen::V,кейенеү,rengtis
1391,sich anziehen::V,кейенеү,apsirengti
1392,kämmen::V,тарау,šukuoti
1393,schmücken::V,биҙәү,puošti
1394,schmücken::V,биҙәү,dabinti
1395,schmücken::V,биҙәү,gražinti
1396,sagen::V,әйтеү,tarti
1397,sprechen::V,әйтеү,kalbėti
1398,sprechen::V,һөйләшеү,kalbėti
1399,reden::V,һөйләшеү,šnekėti
1400,sich unterhalten::V,әңгәмәләшеү,kalbėtis
1401,sich unterhalten::V,әңгәмәләшеү,šnekučiuotis
1402,fragen::V,һорау,klausti
1403,bitten::V,үтенеү,prašyti
1404,erzählen::V,һөйләү,pasakoti
1405,mitteilen::V,әйтеү,skelbti
1406,mitteilen::V,әйтеү,pranešti
1407,nennen::V,атау,vadinti
1408,nennen::V,атау,vardyti
1409,nennen::V,исемләү,vadinti
1410,nennen::V,исемләү,vardyti
1411,rufen::V,саҡырыу,šaukti
1412,rufen::V,саҡырыу,kviesti
1413,prahlen::V,маҡтаныу,girtis
1414,prahlen::V,шапырыныу,girtis
1415,übersetzen::V,тәржемә итеү,versti
1416,übersetzen::V,тәржемә итеү,išversti
1417,denken::V,уйлау,galvoti
1418,glauben::V,ышаныу,manyti
1419,glauben::V,ышаныу,tikėti
1420,bemerken::V,күреү,pamatyti
1421,bemerken::V,күреү,pastebėti
1422,erkennen::V,таныу,pažinti
1423,erkennen::V,таныу,atpažinti
