,Concept_ID,ar,os
739,klug::A,ذكي,зондджын
740,klug::A,عاقل,зондджын
741,geschickt::A,ماهر,хӕрзарӕхст
742,lieb::A,عزيز,уарзон
743,lustig::A,مرح,хъӕлдзӕг
744,sanft::A,حليم,мынчын
745,hungrig::A,جائع,ӕххормаг
746,krank::A,مريض,нӕфӕразгӕ
747,nackt::A,عار,бӕгънӕг
748,traurig::A,حزين,ӕрхӕндӕг
749,lebendig::A,حي,цардӕгас
750,gut::A,جيد,хорз
751,schlecht::A,سيء,цауд
752,richtig::A,صحيح,раст
753,schlimm::A,خبيث,ӕвзӕр
754,wahr::A,حق,ӕцӕг
755,alt::A,قديم,зӕронд
756,neu::A,جديد,ног
757,ehemalig::A,سابق,раздӕры
758,alt[Lebewesen]::A,مسن,ацӕргӕ
759,jung::A,شاب,ӕрыгон
760,jung::A,صغير,ӕрыгон
761,arm::A,فقير,мӕгуыр
762,reich::A,غني,хъӕздыг
763,bekannt::A,معلوم,зонгӕ
764,berühmt::A,مشهور,номдзыд
765,fremd::A,أجنبي,æцæгæлон
766,verschieden::A,مختلف,æндæр æмæ æндæр
767,verschieden::A,مختلف,алы
768,verschieden::A,مختلف,алыхуызон
769,nah::A,قريب,хӕстӕг
770,fern::A,بعيد,дард
771,fern::A,بعيد,дӕрддаг
772,linker::A,يسار,галиу
773,rechter::A,يمين,рахиз
774,anderer::A,آخر,иннӕ
775,anderer::A,آخر,ӕндӕр
776,erster::A,أول,фыццаг
777,erster::A,أول,фыццӕгӕм
778,zweiter::A,ثان,дыккаг
779,zweiter::A,ثان,дыккæгæм
780,dritter::A,ثالث,æртыккаг
781,dritter::A,ثالث,æртыккæгæм
782,letzter::A,أخير,фӕстаг
783,allein::ADV,وحده,иунæг
784,auf einmal::ADV,بالمرة,уайтагъд
785,auf einmal::ADV,بالمرة,æвиппайды
786,auf einmal::ADV,بالمرة,æваст
787,zusammen::ADV,معا,иумӕ
788,lange::ADV,مدة طويلة,бирæ рæстæг
789,plötzlich::ADV,فجأة,æвиппайды
790,plötzlich::ADV,فجأة,æваст
791,sofort::ADV,حالا,уыцы сахат
792,sofort::ADV,حالا,уайтагъд
793,sofort::ADV,فورا,уыцы сахат
794,sofort::ADV,فورا,уайтагъд
795,später::ADV,فيما بعد,фæстæдæр
796,jetzt::ADV,الآن,ныр
797,jetzt::ADV,حاليا,ныр
798,heute::ADV,اليوم,абон
799,morgen::ADV,غدا,райсом
800,bald::ADV,قريبا,тагъд
801,bald::ADV,قريبا,рæхджы
802,dann::ADV,ثم,стæй
803,gestern::ADV,أمس,знон
804,gestern::ADV,البارحة,знон
805,einst::ADV,قديما,кӕддӕр
806,damals::ADV,حينئذ,уæд
807,danach::ADV,ثم,стæй
808,danach::ADV,ثم,уый фæстæ
809,danach::ADV,بعد ذلك,стæй
810,danach::ADV,بعد ذلك,уый фæстæ
811,vorher::ADV,من قبل,раздæр
812,vorher::ADV,قبل ذلك,раздæр
813,zuerst::ADV,أولا,фыццаг
814,einmal::ADV,مرة,иу хатт
815,manchmal::ADV,أحيانا,хатт
816,oft::ADV,كثيرا,арæх
817,immer::ADV,دائما,ӕдзух
818,niemals::ADV,لا أبدا,никуы
819,niemals::ADV,لا أبدا,никæд
820,hier::ADV,هنا,ам
821,hierhin::ADV,إلى هنا,ардӕм
822,von hier::ADV,من هنا,ардыгæй
823,dort::ADV,هناك,уым
824,dorthin::ADV,إلى هناك,уырдӕм
825,geradeaus::ADV,إلى الأمام,æргом
826,vorwärts::ADV,إلى الأمام,размӕ
827,rückwärts::ADV,إلى الوراء,фӕстӕмӕ
828,zurück::ADV,عودا,фӕстӕмӕ
829,zurück::ADV,إلى الخلف,фӕстӕмӕ
830,unten::ADV,تحت,дæлæ
831,unten::ADV,تحت,дæлейы
832,unten::ADV,تحت,бынæй
833,unten::ADV,في الأسفل,дæлæ
834,unten::ADV,في الأسفل,дæлейы
835,unten::ADV,في الأسفل,бынæй
836,hinab::ADV,إلى تحت,дӕлӕмӕ
837,hinab::ADV,إلى تحت,уырдыгмӕ
838,oben::ADV,فوق,уӕле
839,oben::ADV,في الأعلى,уӕле
840,hinauf::ADV,إلى فوق,уӕлӕмӕ
841,hinauf::ADV,إلى الأعلى,уӕлӕмӕ
842,überall::ADV,في كل مكان,алыран
843,überall::ADV,في كل مكان,алкæм
844,überall::ADV,في كل مكان,кæмдæриддæр
845,nicht::ADV,لا,нӕ
846,nicht::ADV,لم,нӕ
847,ein wenig::ADV,قليلا,чысыл
848,kaum::ADV,كاد لا,цъус
849,sehr::ADV,جدا,тынг
850,sehr::ADV,جدا,иттӕг
851,sehr::ADV,كثيرا,тынг
852,sehr::ADV,كثيرا,иттӕг
853,so::ADV,كذا,афтӕ
854,so::ADV,كذلك,афтӕ
855,noch::ADV,ما زال,ма
856,nur::ADV,فقط,канд
857,nur::ADV,فقط,ӕрмӕст
858,schon::ADV,قد,нырид
859,wieder::ADV,من جديد,ногӕй
860,wieder::ADV,مرة أخرى,ногӕй
861,vergebens::ADV,عبثا,дзæгъæлы
862,vergebens::ADV,عبثا,уæгъды
863,vergebens::ADV,عبثا,æнæхъуаджы
864,vor::PRP,أمام,разы
865,hinter::PRP,خلف,фӕстӕ
866,hinter::PRP,وراء,фӕстӕ
867,unter::PRP,تحت,бын
868,durch::PRP,عبر,æхсæнты
869,durch::PRP,خلال,æхсæнты
870,neben::PRP,جنب,цур
871,neben::PRP,بجانب,цур
872,zwischen::PRP,بين,астӕу
873,wegen::PRP,بسبب,тыххай
874,dies::PRN,هذا,ай
875,das::PRN,ذلك,уый
876,alles::PRN,الكل,алцы
877,alles::PRN,الكل,æппæтдæр
878,alles::PRN,الكل,иууылдӕр
879,ich::PRN,أنا,æз
880,du::PRN,أنت,ды
881,er::PRN,هو,уый
882,wir::PRN,نحن,мах
883,ihr::PRN,أنتم,сымах
884,ihr::PRN,أنتن,сымах
885,sie::PRN,هم,уыдон
886,sie::PRN,هن,уыдон
887,was::FPRN,ما,цы
888,wer::FPRN,من,чи
889,wo::FADV,أين,кӕм
890,wohin::FADV,إلى أين,кӕдӕм
891,wie::FADV,كيف,куыд
892,warum::FADV,لماذا,цӕмӕн
893,wieviel::FNUM,كم,цал
894,eins::NUM,واحد,иу
895,zwei::NUM,اثنين,дыууӕ
896,drei::NUM,ثلاثة,ӕртӕ
897,vier::NUM,أربعة,цыппар
898,fünf::NUM,خمسة,фондз
899,sechs::NUM,ستة,ӕхсӕз
900,sieben::NUM,سبعة,авд
901,acht::NUM,ثمانية,аст
902,neun::NUM,تسعة,фараст
903,zehn::NUM,عشرة,дӕс
904,elf::NUM,أحد عشر,иуæндæс
905,zwölf::NUM,اثنا عشر,дыууадæс
906,zwanzig::NUM,عشرون,дыууын
907,dreißig::NUM,ثلاثون,æртын
908,dreißig::NUM,ثلاثون,дæсæмæссæдз
909,vierzig::NUM,أربعون,цыппор
910,vierzig::NUM,أربعون,цыппур
911,vierzig::NUM,أربعون,дыууиссæдзы
912,fünfzig::NUM,خمسون,фӕндзай
913,sechzig::NUM,ستون,æхсай
914,sechzig::NUM,ستون,æртиссæдзы
915,siebzig::NUM,سبعون,æвдай
916,siebzig::NUM,سبعون,дæс æмæ æртиссæдзы
917,achtzig::NUM,ثمانون,цыппарыссæдзы
918,achtzig::NUM,ثمانون,æстай
919,neunzig::NUM,تسعون,нæуæдз
920,neunzig::NUM,تسعون,дæс æмæ цыппарыссæдзы
921,hundert::NUM,مئة,сӕдӕ
922,tausend::NUM,ألف,мин
923,und::CNJ,و,ӕмӕ
924,oder::CNJ,أو,кӕнӕ
925,stehen::V,وقف,лӕууын
926,sitzen::V,جلس,бадын
927,liegen::V,رقد,хуыссын
928,hängen::V,تعلق,ауыгъд уын
929,werden::V,صار,суӕвын
930,werden::V,أصبح,суӕвын
931,passieren::V,حدث,æрцæуын
932,beginnen::V,ابتدأ,райдайын
933,enden::V,انتهى,фæуын
934,wechseln::V,تغير,ивын
935,aufgehen[Sonne]::V,شرق,скæсын
936,untergehen[Sonne]::V,غرب, аныгуылын
937,scheinen[Sonne]::V,أضاء,рухс кӕнын
938,donnern::V,رعد,нæрын
939,wehen::V,هب,дымын
940,strömen::V,جرى,кӕлын
941,fließen::V,سال,цæуын
942,fließen::V,سال,уайын
943,fließen::V,سال,кæлын
944,sich drehen::V,دار,зилын
945,schwanken::V,ترنح,æнкъуысын
946,schwingen::V,ترجح,æнкъуысын
947,schwingen::V,ترجح,змæлын
948,fallen::V,سقط,хауын
949,brennen::V,احترق,судзын
950,rauchen::V,دخن,фæздæг кæнын
951,regnen::V,أمطر,уарын
952,gefrieren::V,تجمد,сӕлын
953,tauen::V,ذاب,стайын
954,schmelzen::V,ذاب,тайын
955,trocknen::V,نشف,хус кæнын
956,sieden::V,غلى,фыцын
957,faulen::V,فسد,ӕмбийын
958,verfaulen::V,تعفن,бамбийын
959,reißen::V,انقطع,скъуийын
960,versinken::V,غرق,дӕлдон_кӕнын
961,vergehen::V,مضى,аивгъуийын
962,erscheinen::V,لاح,разынын
963,erscheinen::V,ظهر,разынын
964,verschwinden::V,غاب,фæтары уын
965,verschwinden::V,غاب,фæдæлдзæх уын
966,verschwinden::V,غاب,фесæфын
967,verschwinden::V,غاب,æрбайсæфын
968,sinken::V,هبط,дæлæмæ æрхауын
969,abnehmen::V,نقص,фæкъаддæр уын
970,abnehmen::V,نقص,фæцух уын
971,zunehmen::V,ازداد,фæфылдæр уын
972,zunehmen::V,ازداد,сбирæ уын
973,zunehmen::V,ازداد,сахадын
974,steigen::V,صعد,сыстын
975,steigen::V,ارتفع,сыстын
976,wachsen::V,نما,рӕзын
977,wachsen::V,نبت,рӕзын
978,glänzen::V,لمع,ӕрттивын
979,funkeln::V,تلألأ,тыбар-тыбур_кӕнын
980,lärmen::V,ضج,хъæлæба кæнын
981,lärmen::V,صخب,хъæлæба кæнын
982,läuten::V,قرع,цæгъдын
983,klingeln::V,دق,цæгъдын
984,klirren::V,قعقع,дзыгъал-мыгъул кæнын
985,klirren::V,قعقع,дзæгъ-дзæгъ кæнын
986,brausen::V,عج,абухын
987,rauschen::V,حف,
988,klingen::V,رن,зæлын
989,klingen::V,رن,азæлын
990,klingen::V,رن,хъуысын
991,bellen::V,نبح,рæйын
992,heulen::V,عوى,ниуын
993,blasen::V,نفخ,фу кӕнын
994,pfeifen::V,صفر,æхситт кæнын
995,pfeifen::V,صفر,къуыззитт кæнын
996,schreien::V,صرخ,хъӕр кӕнын
997,stöhnen::V,أن,хъæрзын
998,stöhnen::V,أن,дзыназын
999,zittern::V,ارتعش,ризын
1000,leben::V,عاش,цӕрын
1001,geboren werden::V,ولد,райгуырын
1002,atmen::V,تنفس,улӕфын
1003,trinken::V,شرب,нуазын
1004,essen::V,أكل,хӕрын
1005,schlucken::V,جرع,ныхъуырын
1006,müde werden::V,تعب,бафæллайын
1007,müde werden::V,تعب,бафæлмæцын
1008,müde werden::V,تعب,сфæлмæцын
1009,einschlafen::V,نام,бафынæй уын
1010,schlafen::V,نام,хуыссын
1011,schlafen::V,نام,фынӕй кӕнын
1012,aufwachen::V,استيقظ,райхъал уын
1013,aufstehen::V,قام,стын
1014,sich erholen::V,استجم,фæллад уадзын
1015,sich erholen::V,استجم,улæфын
1016,krank werden::V,مرض,фӕрынчын уын
1017,krank sein::V,مرض,сӕйын
1018,schmerzen::V,آلم,риссын
1019,husten::V,كح,хуыфын
1020,husten::V,سعل,хуыфын
1021,genesen::V,نقه,сдзæбæх уын
1022,genesen::V,نقه,рандидзын
1023,genesen::V,نقه,сæндидзын
1024,sterben::V,مات,мӕлын
1025,umkommen::V,هلك,фесæфын
1026,umkommen::V,هلك,байсæфын
1027,umkommen::V,هلك,бабын уын
1028,umkommen::V,هلك,мард фæуын
1029,sich bewegen::V,تحرك,тæлфын
1030,sich bewegen::V,تحرك,цæуын
1031,sich rühren::V,تحرك,змӕлын
1032,sich erheben::V,قام,стын
1033,sich setzen::V,جلس,сбадын
1034,hinfallen::V,وقع,ӕрхауын
1035,laufen::V,مشى,цӕуын
1036,laufen::V,مشى,рацу-бацу_кӕнын
1037,schreiten::V,خطا,къахдзæф кæнын
1038,schreiten::V,خطا,санчъех кæнын
1039,schreiten::V,خطا,цæуын
1040,spazierengehen::V,تنزه,озер кæнын
1041,spazierengehen::V,تنزه,тезгъо кæнын
1042,eilen::V,عجل,тагъд кæнын
1043,eilen::V,عجل,тындзын
1044,sich beeilen::V,استعجل,тагъд кæнын
1045,sich beeilen::V,استعجل,тындзын
1046,sausen::V,أسرع,уайын
1047,sausen::V,أسرع,тæхын
1048,rennen::V,عدا,згъорын
1049,rennen::V,ركض,згъорын
1050,springen::V,قفز,гæпп кæнын
1051,springen::V,قفز,сæррæтт кæнын
1052,springen::V,قفز,лиуырын
1053,klettern::V,تسلق,хилын
1054,schaukeln::V,تأرجح,хецъро кæнын
1055,schaukeln::V,تأرجح,херыйыл бадын
1056,kriechen::V,دب,бырын
1057,kriechen::V,زحف,бырын
1058,schwimmen::V,سبح,ленк кӕнын
1059,tauchen::V,غطس,ныгъуылын
1060,rudern::V,جذف,бæлæгъ тæрын
1061,rudern::V,جذف,чема тæрын
1062,fahren::V,ركب,цӕуын
1063,fahren::V,سافر,цӕуын
1064,fliegen::V,طار,тӕхын
1065,gehen::V,سار,цӕуын
1066,gehen::V,ذهب,цӕуын
1067,weggehen::V,ذهب,ацӕуын
1068,weggehen::V,انصرف,ацӕуын
1069,abfahren::V,رحل,араст уын
1070,anhalten::V,توقف,æрлæууын
1071,hineingehen::V,دخل,мидæмæ цæуын
1072,eintreten::V,دخل,бацӕуын
1073,kommen::V,أتى,æрцæуын
1074,kommen::V,جاء,æрцæуын
1075,ankommen::V,وصل,æрцæуын
1076,zurückkommen::V,عاد,раздæхын
1077,zurückkommen::V,عاد,фæстæмæ_раздæхын
1078,zurückkommen::V,عاد,æрбаздæхын
1079,zurückkommen::V,عاد,аздæхын
1080,zurückkommen::V,رجع,раздæхын
1081,zurückkommen::V,رجع,фæстæмæ_раздæхын
1082,zurückkommen::V,رجع,æрбаздæхын
1083,zurückkommen::V,رجع,аздæхын
1084,bleiben::V,مكث,лӕууын
1085,warten::V,انتظر,ӕнхъӕлмӕ кӕсын
1086,erwarten::V,ترقب,ӕнхъӕлмӕ кӕсын
1087,erwarten::V,انتظر,ӕнхъӕлмӕ кӕсын
1088,suchen::V,بحث,агурын
1089,finden::V,وجد,ссарын
1090,versuchen::V,حاول,фӕлварын
1091,vorbereiten::V,أعد,бацаттæ кæнын
1092,vorbereiten::V,أعد,æрæввонг кæнын
1093,vorbereiten::V,حضر,бацаттæ кæнын
1094,vorbereiten::V,حضر,æрæввонг кæнын
1095,lieben::V,أحب,уарзын
1096,mögen::V,أحب,зæрдæмæ цæуын
1097,lachen::V,ضحك,худын
1098,rühren::V,أثر,зæрдæ суынгæг кæнын
1099,weinen::V,بكى,кӕуын
1100,schimpfen::V,سب,æлгъитын
1101,schimpfen::V,شتم,æлгъитын
1102,sich ärgern::V,زعل,мæсты кæнын
1103,sich fürchten::V,هاب,тæрсын
1104,fürchten::V,خاف,тæрсын
1105,fürchten::V,خشي,тæрсын
1106,fliehen::V,هرب,лидзын
1107,flüchten::V,فر,алидзын
1108,sehen::V,رأى,уынын
1109,anschauen::V,نظر,акӕсын
1110,ansehen::V,نظر,кӕсын
1111,hören::V,سمع,хъусын
1112,zuhören::V,أصغى,хъусын
1113,probieren::V,ذاق,уынын
1114,probieren::V,ذاق,аходын
1115,riechen::V,شم,смудын
1116,riechen::V,استنشق,смудын
1117,fühlen::V,شعر,ӕнкъарын
1118,scheinen::V,ظهر,зынын
1119,zu sehen sein::V,ظهر,зынын
1120,vernehmen::V,سمع,фехъусын
1121,frieren::V,بردان,сийын
1122,tun::V,فعل,кӕнын
1123,können::V,قدر,фӕразын
1124,können::V,استطاع,фӕразын
1125,wollen::V,شاء,фӕндын
1126,wollen::V,أراد,фӕндын
1127,anfangen::V,بدأ,райдайын
1128,beenden::V,أنهى,фӕуын
1129,aufhören::V,توقف,банцайын
1130,aufhören::V,توقف,фенцайын
1131,aufhören::V,انقطع,банцайын
1132,aufhören::V,انقطع,фенцайын
1133,gelingen::V,نجح,бантысын
1134,geraten::V,طلع,разынын
1135,öffnen::V,فتح,гом кӕнын
1136,schließen::V,أغلق,ӕхгӕнын
1137,stellen::V,وضع,ӕвӕрын
1138,stellen::V,أقام,ӕвӕрын
1139,setzen::V,أجلس,сбадын кӕнын
1140,legen::V,وضع,ӕрӕвӕрын
1141,berühren::V,مس,агайын
1142,berühren::V,لمس,агайын
1143,verbinden::V,ربط,бӕттын
1144,verbinden::V,وصل,бӕттын
1145,bedecken::V,غطى,ӕмбӕрзын
1146,aufhängen::V,علق,ауындзын
1147,anzünden::V,أوقد,ссудзын
1148,aufheben::V,لقط,сисын
1149,zurücklassen::V,ترك,ныууадзын
1150,verlieren::V,فقد,фесафын
1151,fallen lassen::V,أسقط,ӕрӕппарын
1152,fallen lassen::V,أسقط,къухтӕй феуӕгъд кӕнын
1153,machen::V,فعل,саразын
1154,herstellen::V,صنع,сцæттæ кæнын
1155,herstellen::V,صنع,саразын
1156,herstellen::V,أنتج,сцæттæ кæнын
1157,herstellen::V,أنتج,саразын
1158,bauen::V,بنى,амайын
1159,bauen::V,شيد,амайын
1160,reparieren::V,صلح,æмпъузын
1161,reparieren::V,صلح,цалцæг кæнын
1162,verbessern::V,صحح,фæхуыздæр кæнын
1163,ändern::V,غير,аивын
1164,graben::V,حفر,къахын
1165,beugen::V,ثنى,æркъæдз кæнын
1166,beugen::V,ثنى,æртасын кæнын
1167,beugen::V,أحنى,æркъæдз кæнын
1168,beugen::V,أحنى,æртасын кæнын
1169,biegen::V,لوى,тасын кӕнын
1170,drehen::V,أدار,здухын
1171,drehen::V,دور,здухын
1172,wenden::V,قلب,афæлдахын
1173,wenden::V,قلب,рафæлдахын
1174,umdrehen::V,قلب,афæлдахын
1175,heben::V,رفع,сдарын
1176,heben::V,رفع,схæцын
1177,hochheben::V,رفع,уæлæмæ хæцын
1178,ergreifen::V,مسك,фӕлӕбурын
1179,halten::V,مسك,дарын
1180,drücken::V,ضغط,æлхъивын
1181,drücken::V,ضغط,хæцын
1182,schieben::V,حرك,схойын
1183,kratzen::V,خدش,хафын
1184,lecken::V,لعق,сдæрын
1185,beißen::V,عض,хæцын
1186,abreißen::V,قلع,ратонын
1187,abschneiden::V,قطع,ралыг кӕнын
1188,binden::V,ربط,бабӕттын
1189,stecken::V,دس,ныссадзын
1190,brechen::V,كسر,асæттын
1191,brechen::V,كسر,басæттын
1192,brechen::V,كسر,ныссæттын
1193,klopfen::V,طرق,хойын
1194,klopfen::V,طرق,гуыпп-гуыпп кæнын
1195,klopfen::V,طرق,къуырцц-къуырцц кæнын
1196,hauen::V,ضرب,цӕвын
1197,hauen::V,ضرب,нӕмын
1198,kleben::V,ألصق,ныхасын
1199,kleben::V,ألصق,æндадзын
1200,reiben::V,حك,сӕрфын
1201,reiben::V,حك,хафын
1202,streichen::V,نشر,байсæрдын
1203,streichen::V,نشر,сахорын
1204,schleifen::V,سن,ссын
1205,schleifen::V,سن,цыргъ кӕнын
1206,schneiden::V,قطع,кӕрдын
1207,rütteln::V,رج,æнкъусын
1208,schütteln::V,هز,уигъын
1209,schwenken::V,لوح,тилын
1210,schwenken::V,لوح,уигъын
1211,schütten::V,صب,ныккӕнын
1212,füllen::V,ملأ,байдзаг кæнын
1213,einwickeln::V,لف,батухын
1214,tragen::V,حمل,хӕссын
1215,schleppen::V,سحب,ласын
1216,ziehen::V,سحب,ласын
1217,aufbewahren::V,حفظ,æвæрын
1218,werfen::V,رمى,зыввытт кӕнын
1219,werfen::V,ألقى,зыввытт кӕнын
1220,fangen::V,التقط,ӕрцахсын
1221,packen::V,مسك,рацахсын
1222,verstecken::V,خبأ,æмбæхсын
1223,verstecken::V,خبأ,нымæхсын
1224,teilen::V,قسم,уарын
1225,schicken::V,بعث,ӕрвитын
1226,schicken::V,أرسل,ӕрвитын
1227,bringen::V,جلب,æрхæссын
1228,bringen::V,جلب,æрбахæссын
1229,hinzufügen::V,أضاف,ӕфтауын
1230,bekommen::V,حصل,ссарын
1231,bekommen::V,حصل,сфæрæз кæнын
1232,bekommen::V,حصل,самал кæнын
1233,erhalten::V,استلم,райсын
1234,nehmen::V,أخذ,райсын
1235,wählen::V,اختار,равзарын
1236,auswählen::V,انتقى,авзарын
1237,bewahren::V,حافظ,бавæрын
1238,bewahren::V,حافظ,нывæрын
1239,behindern::V,عاق,цæлхдур æвæрын
1240,behindern::V,عاق,ныхдур æвæрын
1241,behindern::V,عاق,къуылымпы кæнын
1242,behindern::V,عاق,хъыг дарын
1243,verderben::V,أفسد,фесафын
1244,beschädigen::V,أضر,халын
1245,zerbrechen::V,كسر,асӕттын
1246,zerreißen::V,مزق,аскъуынын
1247,zerstören::V,دمر,фехалын
1248,verbrennen::V,حرق,басудзын
1249,geben::V,أعطى,дӕттын
1250,reichen::V,ناول,адæттын
1251,schenken::V,وهب,лæвар кæнын
1252,versprechen::V,وعد,дзырд раттын
1253,versprechen::V,وعد,зӕрдӕ бавӕрын
1254,wünschen::V,تمنى,зæрдæ зæгъы
1255,loben::V,مدح,раппӕлын
1256,küssen::V,قبل,пъа кæнын
1257,küssen::V,قبل,ба кæнын
1258,wiegen::V,هدهد,узын
1259,zudecken::V,غطى,бамбӕрзын
1260,wecken::V,أيقظ,райхъал кӕнын
1261,zeigen::V,أرى,амонын
1262,führen::V,دل,кӕнын
1263,führen::V,دل,фæкæнын
1264,lehren::V,علم,ахуыр кæнын
1265,unterrichten::V,علم,ахуыр кæнын
1266,aufziehen::V,ربى,хъомыл кӕнын
1267,leiten::V,دل,разамынд дӕттын
1268,leiten::V,أدار,разамынд дӕттын
1269,antreiben::V,حث,тагъд кæнын
1270,antreiben::V,حث,рог кæнын
1271,lassen::V,حدا,кæнын
1272,einladen::V,دعا,ӕрхонын
1273,einladen::V,دعا,ӕрбахонын
1274,vereinigen::V,وحد,баиу кӕнын
1275,besuchen::V,زار,абæрæг кæнын
1276,besuchen::V,زار,бабæрæг кæнын
1277,besuchen::V,زار,бауайын
1278,treffen::V,قابل,фембæлын
1279,sich versammeln::V,اجتمع,æрæмбырд уын
1280,spielen::V,لعب,хъазын
1281,singen::V,غنى,зарын
1282,tanzen::V,رقص,кафын
1283,sich trennen::V,افترق,фæйнæрдæм фæцæуын айхæлын
1284,verlassen::V,ترك,ныууадзын
1285,retten::V,نجى,фервӕзын кӕнын
1286,retten::V,أنقذ,фервӕзын кӕнын
1287,bewachen::V,حرس,хъахъхъӕнын
1288,schützen::V,حمى,хъахъхъӕнын
1289,verteidigen::V,دافع,бахизын
1290,sich schlagen::V,تضارب,хыл кæнын
1291,schießen::V,أطلق,ӕхсын
1292,siegen::V,انتصر,басӕттын
1293,siegen::V,انتصر,фӕуӕлахиз уӕвын
1294,ärgern::V,أزعل,мӕсты кӕнын
1295,schlagen::V,ضرب,ныццæвын
1296,treten::V,رفس,
1297,stechen::V,شك,фæрæхойын
1298,stoßen::V,دفع,риуыгъын
1299,stehlen::V,سرق,давын
1300,stören::V,ضايق,хъыгдарын
1301,belästigen::V,أزعج,хъыгдарын
1302,verbergen::V,كتم,бамбӕхсын
1303,verbergen::V,كتم,басусӕг кӕнын
1304,täuschen::V,خدع,фӕливын
1305,täuschen::V,خدع,асайын
1306,betrügen::V,غش,асайын
1307,töten::V,قتل,амарын
1308,wohnen::V,سكن,цӕрын
1309,arbeiten::V,عمل,кусын
1310,arbeiten::V,اشتغل,кусын
1311,sammeln::V,جمع,æртонын
1312,pflücken::V,جنى,тонын
1313,pflücken::V,قطف,тонын
1314,jagen::V,صاد,цуан кæнын
1315,fischen::V,اصطاد,кæсаг ахсын æнгуырæй
1316,fischen::V,اصطاد,æнгуыр дарын
1317,fassen::V,قبض,ӕрцахсын
1318,hüten::V,رعى,хизын
1319,treiben::V,ساق,скъӕрын
1320,anbinden::V,ربط,бабæттын
1321,anbinden::V,ربط,æрбæттын
1322,füttern::V,علف,холлаг дæттын
1323,füttern::V,علف,холлаг æвæрын
1324,füttern::V,علف,дарын
1325,melken::V,حلب,дуцын
1326,hacken::V,فرم,кæрдын
1327,hacken::V,فرم,лыгтæ кæнын
1328,gießen::V,سقى,бакалын
1329,reifen::V,نضج,срæгъæд уын
1330,reifen::V,نضج,сцæттæ уын
1331,zubereiten::V,حضر,сцӕттӕ кӕнын
1332,kochen::V,طبخ,фыцын
1333,backen::V,خبز,фыцын
1334,braten::V,قلى,цурын
1335,braten::V,حمر,цурын
1336,umrühren::V,قلب,ахæццæ кæнын
1337,umrühren::V,قلب,азмæнтын
1338,umrühren::V,قلب,астауын
1339,stricken::V,حاك,кæнын
1340,stricken::V,حاك,бийын
1341,nähen::V,خاط,хуыйын
1342,färben::V,صبغ,ахорын
1343,färben::V,لون,ахорын
1344,reinigen::V,نظف,ссыгъдæг кæнын
1345,reinigen::V,نظف,ныссыгъдæг кæнын
1346,reinigen::V,نظف,ныссæрфын
1347,waschen::V,غسل,ӕхсын
1348,abwischen::V,مسح,сӕрфын
1349,spülen::V,شطف,æнхъæвзын
1350,fegen::V,كنس,мӕрзын
1351,kehren::V,كنس,мӕрзын
1352,baden::V,استحم,хи найын
1353,sich waschen::V,اغتسل,хи æхсын
1354,ausziehen::V,خلع,ласын
1355,anziehen::V,لبس,скæнын
1356,sich anziehen::V,اكتسى,дзаума скæнын
1357,sich anziehen::V,اكتسى,дарæс скæнын
1358,kämmen::V,مشط,ныффасын
1359,kämmen::V,مشط,æрфасын
1360,schmücken::V,زين,фӕлындын
1361,sagen::V,قال,зæгъын
1362,sprechen::V,تكلم,дзурын
1363,reden::V,تكلم,ныхас кӕнын
1364,sich unterhalten::V,تحادث,ныхас кæнын
1365,fragen::V,سأل,фӕрсын
1366,bitten::V,رجا,курын
1367,erzählen::V,حكي,радзурын
1368,erzählen::V,حكي,ратаурæгъ кæнын
1369,mitteilen::V,بلغ,фехъусын кæнын
1370,nennen::V,سمى,хонын
1371,rufen::V,نادى,сидын
1372,prahlen::V,فشر,ӕппӕлын
1373,prahlen::V,تفاخر,ӕппӕлын
1374,übersetzen::V,ترجم,ратæлмац кæнын
1375,denken::V,فكر,ӕнхъӕлын
1376,denken::V,فكر,хъуыды кӕнын
1377,glauben::V,اعتقد,уырнын
1378,bemerken::V,لاحظ,фенын
1379,erkennen::V,عرف,базонын
1380,begreifen::V,فهم,ӕмбарын
1381,begreifen::V,فهم,бамбарын
1382,begreifen::V,أدرك,ӕмбарын
1383,begreifen::V,أدرك,бамбарын
1384,verstehen::V,فهم,
1385,lernen::V,درس,ахуыр кӕнын
1386,wissen::V,علم,зонын
1387,sich erinnern an::V,تذكر,зæрдыл æрлæууын
1388,sich erinnern an::V,تذكر,æрымысын
1389,sich erinnern an::V,تذكر,æрбаймысын
1390,sich erinnern an::V,تذكر,æрхъуыды кæнын
1391,vergessen::V,نسي,ферох кæнын
1392,vergessen::V,نسي,айрох кæнын
1393,messen::V,قاس,барын
1394,zählen::V,عد,нымайын
1395,zählen::V,أحصى,нымайын
1396,rechnen::V,حسب,хынцын
1397,lesen::V,قرأ,кӕсын
1398,lesen::V,قرأ,фӕрсын
1399,malen::V,صور,ныв кӕнын
1400,zeichnen::V,رسم,ныв кӕнын
1401,schreiben::V,كتب,фыссын
1402,besitzen::V,حاز,хицау уын
1403,besitzen::V,ملك,хицау уын
1404,kaufen::V,اشترى,балхӕнын
1405,verkaufen::V,باع,уӕй кӕнын
1406,bezahlen::V,دفع,бафидын
1407,zahlen::V,سدد,фидын
1408,beherrschen::V,حكم,æлдариуæг кæнын
1409,ertragen::V,أطاق,бавзарын
