,Concept_ID,lbe,pt
77,Staub::N,ххит,pó
78,Rauch::N,пуркӏу,fumo
79,Funke::N,пиягь,faísca
80,Funke::N,пиягь,centelha
81,Feuer::N,цӏу,fogo
82,Licht::N,чани,luz
83,Schatten::N,ххют,sombra
84,Wetter::N,гьава,tempo
85,Nebel::N,шархь ттурлу,nevoeiro
86,Wolke::N,ттурлу,nuvem
87,Regen::N,гъарал,chuva
88,Schnee::N,марххала,neve
89,Eis::N,микӏ,gelo
90,Frost::N,дяркъу,gelo
91,Frost::N,дяркъу,geada
92,Frost::N,замгьар,gelo
93,Frost::N,замгьар,geada
94,Kälte::N,дяркъу,frio
95,Hitze::N,кӏиришиву,ardor
96,Raureif::N,сил,geada
97,Raureif::N,бурса,geada
98,Regenbogen::N,ссурул ккуртта,arco-iris
99,Donner::N,къув,trovão
100,Strömung::N,экьинанаву,corrente
101,Tropfen::N,кӏунтӏ,gota
102,Schaum::N,хьама,espuma
103,Schmutz::N,кьяркьи,sujidade
104,Schmutz::N,кьяркьи,imundície
105,See::N,бяр,lago
106,Sumpf::N,кунцӏа,charco
107,Sumpf::N,кунцӏа,pântano
108,Wiese::N,кьан,prado
109,Wald::N,вацӏа,bosque
110,Wald::N,вацӏа,floresta
111,Hügel::N,бакӏу,colina
112,Berg::N,зунтту,monte
113,Berg::N,зунтту,montanha
114,Gipfel::N,мицӏ,pico
115,Höhle::N,нух,caverna
116,Abhang::N,сун,encosta
117,Quelle::N,дайдихьу,fonte
118,Quelle::N,бакӏ,fonte
119,Bach::N,чӏрир нех,regato
120,Bach::N,чӏрир нех,ribeiro
121,Fluss::N,нех,rio
122,Ufer::N,зума,beira
123,Küste::N,зумаинхалу,costa
124,Küste::N,зуманицӏалу,costa
125,Festland::N,кьири,terra firme
126,Meer::N,хьхьири,mar
127,Insel::N,жазира,ilha
128,Blume::N,тӏутӏи,flor
129,Gras::N,уртту,erva
130,Wurzel::N,мархха,raiz
131,Baum::N,мурхь,árvore
132,Stamm::N,ттарцӏ,tronco
133,Rinde::N,ккамара,casca
134,Ast::N,матӏи,ramo
135,Zweig::N,къяртта,galho
136,Blatt::N,чӏапӏи,folha
137,Birke::N,кӏялахӏи,bétula
138,Birke::N,кӏялахӏилул мурхь,bétula
139,Kiefer[Baum]::N,ттар,pinheiro
140,Kiefer[Baum]::N,ттарлил мурхь,pinheiro
141,Weide[Baum]::N,щавщи,salgueiro
142,Tanne::N,ттарлил мурхь,abeto
143,Horn::N,хъи,corno
144,Horn::N,хъи,chifre
145,Feder::N,лелуххул тӏиму,pena
146,Fell::N,бурчу,pele
147,Flügel::N,хъа,asa
148,Flügel::N,ххурупӏайрал тӏиму,asa
149,Klaue::N,михь,pata
150,Kralle::N,ххяппа,unha
151,Kralle::N,ххяппа,garra
152,Schwanz::N,магъ,rabo
153,Schwanz::N,магъ,cauda
154,Ei::N,ккунук,ovo
155,Nest::N,кюру,ninho
156,Bau::N,цукъуккутӏ,toca
157,Bau::N,цукъуккутӏ,covil
158,Tier::N,хӏайван,animal
159,Herde::N,газу,rebanho
160,Kuh::N,оьл,vaca
161,Bulle::N,ниц,touro
162,Pferd::N,чу,cavalo
163,Schaf::N,тта,ovelha
164,Schwein::N,дунгъуз,porco
165,Hund::N,ккаччи,cão
166,Katze::N,ччиту,gata
167,Bär::N,цуша,urso
168,Eichhörnchen::N,бюрхттукку,esquilo
169,Elch::N,ниц-бюрин,alce
170,Fuchs::N,цулчӏа,raposa
171,Fuchs::N,куча цулчӏа,raposa
172,Hase::N,бюрх,lebre
173,Maus::N,кӏулу,rato
174,Wolf::N,барцӏ,lobo
175,Vogel::N,лелуххи,ave
176,Vogel::N,лелуххи,pássaro
177,Schwarm::N,гьухъала,bando
178,Schwarm::N,гьухъала,enxame
179,Huhn::N,аьнакӏи,galinha
180,Hahn::N,ажари,galo
181,Gans::N,къаз,ganso
182,Adler::N,барзу,águia
183,Ente::N,урдак,pata
184,Eule::N,ису,mocho
185,Eule::N,ису,coruja
186,Eule::N,ччиккумяв,mocho
187,Eule::N,ччиккумяв,coruja
188,Kranich::N,кьурукь,grou
189,Krähe::N,хъатӏу,gralha
190,Kuckuck::N,ччикку,cuco
191,Schwan::N,урттил къаз,cisne
192,Fisch::N,чавахъ,peixe
193,Schlange[Tier]::N,шатта,serpente
194,Wurm::N,кьюнукьай шатта,verme
195,Spinne::N,ххялцу,aranha
196,Ameise::N,митӏикьукьу,formiga
197,Mücke::N,мичӏак,mosquito
198,Fliege::N,зимиз,mosca
199,Schmetterling::N,чӏимучӏали,borboleta
200,Beere::N,хӏаллил ахъулсса,bago
201,Apfel::N,гьивч,maçã
202,Pilz::N,ттуккул иис,fungo
203,Pilz::N,ттуккул иис,cogumelo
204,Zwiebel::N,лаччул чсмусул бакӏ,cebola
205,Saat::N,гьанна,sementeira
206,Korn::N,къама,grão
207,Heu::N,ххулув,feno
208,Schale::N,ккиртту,casca
209,Grube::N,кӏаланг,cova
210,Grube::N,кӏаланг,fossa
211,Falle::N,къатӏа,armadilha
212,Schlinge::N,хӏатӏ,laço
213,Spur::N,ша,pista
214,Spur::N,ша,vestígio
215,Asche::N,лах,cinza
216,Dreck::N,кьяркьи,sujidade
217,Dreck::N,венп,sujidade
218,Eisen::N,мах,ferro
219,Gold::N,муси,ouro
220,Silber::N,арцу,prata
221,Kohle::N,кӏалаш,carvão
222,Kohle::N,хъуручӏ,carvão
223,Glas::N,пюрун,vidro
224,Lehm::N,сина аьрщи,barro
225,Lehm::N,сина аьрщи,argila
226,Sand::N,къун,areia
227,Mensch::N,инсан,homem
228,Mensch::N,инсан,pessoa
229,Mann::N,чув,homem
230,Mann::N,адимина,homem
231,Frau::N,щарсса,mulher
232,Frau::N,хъамитайпа,mulher
233,Kind::N,чӏиви оьрчӏ,filho
234,Kind::N,чӏиви оьрчӏ,criança
235,Junge::N,оьрчӏ,rapaz
236,Junge::N,оьрчӏ,menino
237,Junge::N,бурхьин оьрчӏ,rapaz
238,Junge::N,бурхьин оьрчӏ,menino
239,Mädchen::N,душ,menina
240,Mädchen::N,душ,rapariga
241,Familie::N,кулпат,família
242,Großvater::N,ттатта,avô
243,Großvater::N,ниттил ппу,avô
244,Großmutter::N,буттал нину,avó
245,Eltern::N,нину-ппу,pais
246,Vater::N,ппу,pai
247,Mutter::N,нину,mãe
248,Sohn::N,арс,filho
249,Tochter::N,душ,filha
250,Bruder::N,уссу,irmão
251,Schwester::N,ссу,irmã
252,Onkel::N,буттауссу,tio
253,Tante::N,буттал ссу,tia
254,Ehemann::N,лас,esposo
255,Ehefrau::N,щар,esposa
256,Ehefrau::N,щарсса,esposa
257,Freude::N,шадшиву,prazer
258,Freude::N,шадшиву,alegria
259,Freude::N,ххаришиву,prazer
260,Freude::N,ххаришиву,alegria
261,Gelächter::N,хъяхъаву,risada
262,Gelächter::N,хъяхъаву,gargalhada
263,Glück::N,талихӏ,felicidade
264,Kummer::N,дард,aflição
265,Kummer::N,дард,desgosto
266,Wunsch::N,мурад,desejo
267,Lust::N,гьавас,vontade
268,Lust::N,ччаву,vontade
269,Geist::N,рухӏ,mente
270,Geist::N,рухӏ,espírito
271,Gedanke::N,пикри,ideia
272,Gedanke::N,пикри,pensamento
273,Gedächtnis::N,дакӏний личӏаву,memória
274,Verstand::N,аькьлу,razão
275,Verstand::N,аькьлу,inteligência
276,Sinn::N,мяъна,sentido
277,Sinn::N,мяъна,significado
278,Grund::N,багьана,causa
279,Grund::N,багьана,motivo
280,Wahrheit::N,тӏайламур,verdade
281,Wahrheit::N,хӏакьмур,verdade
282,Gespräch::N,ихтилат,conversa
283,Gespräch::N,ихтилат,conversação
284,Märchen::N,магьа,conto
285,Erzählung::N,хавар,conto
286,Erzählung::N,хавар,narrativa
287,Nachricht::N,хавар,mensagem
288,Neuigkeit::N,хавар,notícia
289,Neuigkeit::N,хавар,novidade
290,Name::N,цӏа,nome
291,Rätsel::N,ссигьа,adivinha
292,Rede::N,гъалгъа,oração
293,Rede::N,гъалгъа,discurso
294,Sprache::N,маз,língua
295,Stimme::N,чӏу,voz
296,Stimme::N,чӏукӏа,voz
297,Wort::N,махъ,palavra
298,Zeichen::N,лишан,marca
299,Lärm::N,чӏу,ruído
300,Lärm::N,чӏу,barulho
301,Laut::N,чӏу,som
302,Ton::N,чӏу,tom
303,Lied::N,балай,canção
304,Ruhe::N,дигьалагру,calma
305,Ruhe::N,дигьалагру,silêncio
306,Leute::N,инсантал,gente
307,Leute::N,инсантал,pessoas
308,Volk::N,ил,povo
309,Volk::N,ил,nação
310,Volk::N,халкь,povo
311,Volk::N,халкь,nação
312,Arbeit::N,заву,trabalho
313,Gast::N,хъамаличу,hóspede
314,Gast::N,хъамаличу,convidado
315,Geschenk::N,бухчакарши,prenda
316,Geschenk::N,бухчакарши,presente
317,Geschenk::N,лажинккакку,prenda
318,Geschenk::N,лажинккакку,presente
319,Spiel::N,тӏуркӏу,jogo
320,Gesellschaft::N,жямат,companhia
321,Gesellschaft::N,ккуран,companhia
322,Hilfe::N,кумаг,ajuda
323,Hilfe::N,кумаг,socorro
324,Freund::N,дус,amigo
325,Kamerad::N,хӏаласу,camarada
326,Angelegenheit::N,иш,assunto
327,Anzahl::N,аьдад,número
328,Anzahl::N,аьдад,quantidade
329,Art::N,жинс,tipo
330,Art::N,жинс,espécie
331,Stück::N,касак,pedaço
332,Teil::N,бутӏа,peça
333,Teil::N,бутӏа,parte
334,Hälfte::N,дачӏи,metade
335,Kreis::N,кюрщан,círculo
336,Kreuz::N,ххач,cruz
337,Linie::N,щва,linha
338,Strich::N,щва,traço
339,Abstand::N,манзил,distância
340,Entfernung::N,манзил,distância
341,Gegend::N,кӏану,área
342,Gegend::N,кӏану,região
343,Ort::N,кӏану,sítio
344,Seite::N,чул,lado
345,Seite::N,чулухалу,lado
346,Mitte::N,дя,meio
347,Gegenstand::N,зат,objecto
348,Sache::N,зат,coisa
349,Rand::N,зума,bordo
350,Rand::N,зума,margem
351,Ecke::N,мурцӏу,esquina
352,Spitze::N,мицӏ,ponta
353,Ende::N,зума,cabo
354,Ende::N,зума,extremo
355,Loch::N,ккутӏ,furo
356,Loch::N,ккутӏ,buraco
357,Winkel::N,мурцӏу,canto
358,Winkel::N,мурцӏу,ângulo
359,Muster::N,накьич,padrão
360,Muster::N,накьич,desenho
361,Länge::N,лахъишиву,comprimento
362,Höhe::N,лахъшиву,altura
363,Höhe::N,лахъшиву,altitude
364,Gewicht::N,дуццин,peso
365,Gewicht::N,кӏушиву,peso
366,Haufen::N,бакӏу,pilha
367,Reihe::N,кьюкьа,fila
368,Boot::N,луткка,barco
369,Ruder::N,весло,remo
370,Ruder::N,чӏатӏа,remo
371,Schlitten::N,чана,trenó
372,Schlitten::N,санкка,trenó
373,Ski::N,лижарду,esqui
374,Lagerfeuer::N,къавтӏн,fogueira
375,Last::N,гьиву,carga
376,Gang::N,нанаву,curso
377,Gang::N,нанаву,caminhada
378,Schritt::N,ша,passo
379,Norden::N,ухссав,norte
380,Norden::N,ухссавнил чулухалу,norte
381,Süden::N,кьилва,sul
382,Westen::N,баргълагавал,oeste
383,Westen::N,баргълагавал,ocidente
384,Westen::N,баргълагавал чул,oeste
385,Westen::N,баргълагавал чул,ocidente
386,Osten::N,баргъбуккай чулухалу,este
387,Osten::N,баргъбуккай чулухалу,leste
388,Osten::N,баргъбуккай чулухалу,oriente
389,Holz::N,тӏама,madeira
390,Brett::N,тахта,tábua
391,Brett::N,тахта,prancha
392,Platte::N,гъуни,laje
393,Platte::N,гъуни,chapa
394,Stütze::N,гьалакӏу,apoio
395,Stütze::N,гьалакӏу,suporte
396,Stange::N,къазихъ,vara
397,Stange::N,къазихъ,barra
398,Stock::N,ттархь,pau
399,Stock::N,ттархь,bengala
400,Stab::N,ччантӏакъу,bastão
401,Rohr::N,бургъу,cano
402,Haus::N,къатта,casa
403,Heim::N,къатта,lar
404,Heim::N,къатта,casa
405,Ofen::N,пач,estufa
406,Ofen::N,пач,aquecedor
407,Fußboden::N,чӏанкъатта,piso
408,Tisch::N,усттул,mesa
409,Stuhl::N,кӏану,cadeira
410,Wiege::N,оьрчӏал кӏану,berço
411,Bett::N,тах,cama
412,Regal::N,чӏаму,estante
413,Regal::N,чӏаму,prateleira
414,Kiste::N,яшикӏ,caixa
415,Kiste::N,къурши,caixa
416,Fenster::N,чӏавахьулу,janela
417,Tür::N,нуз,porta
418,Tür::N,нузкьун,porta
419,Tor::N,къапу,portão
420,Tor::N,дарваза,portão
421,Zaun::N,дайгьузанну,cerca
422,Zaun::N,дайгьузанну,vedação
423,Dach::N,магъи,telhado
424,Dach::N,цӏиялу,telhado
425,Leiter::N,чуртту,escada
426,Leiter::N,чуртту,escada móvel
427,Besen::N,чӏатлу,vassoura
428,Spaten::N,бил,pá
429,Schaufel::N,чӏатӏа,pá
430,Gabel::N,гьиссилу,garfo
431,Löffel::N,къуса,colher
432,Messer::N,чӏила,faca
433,Nagel::N,мяр,cravo
434,Netz::N,къери,rede
435,Haken::N,къича,gancho
436,Griff::N,куяму,asa
437,Griff::N,куяму,cabo
438,Schloss::N,кьункьула,fechadura
439,Bild::N,сурат,imagem
440,Puppe::N,ссихьу,boneca
441,Beutel::N,чантай,saco
442,Beutel::N,чантай,bolsa
443,Bündel::N,гьи,fardo
444,Bündel::N,къар,fardo
445,Eimer::N,бадра,balde
446,Deckel::N,къапаза,tampa
447,Geschirr::N,пюрунчӏул,louça
448,Geschirr::N,тӏахӏникӏичӏу,louça
449,Sack::N,къап,saca
450,Sack::N,дарваг,saca
451,Tasse::N,пижан,chávena
452,Tasse::N,пинжан,chávena
453,Tasse::N,инкираччатӏи,chávena
454,Tasse::N,цинцилттал бушкъап,chávena
455,Topf::N,кӏункӏур,tacho
456,Topf::N,кӏункӏур,panela
457,Kessel::N,чаг,caldeira
458,Kessel::N,кӏункӏур,caldeira
459,Essen::N,дукия,refeição
460,Essen::N,дукин,refeição
461,Nahrung::N,дукра,comida
462,Nahrung::N,дукра,alimento
463,Speise::N,дукра,prato
464,Fleisch::N,дикӏ,carne
465,Getreide::N,къама,cereais
466,Brei::N,ккурч,puré
467,Brot::N,ччатӏ,pão
468,Scheibe::N,парча,fatia
469,Fett::N,аьгъушиву,banha
470,Fett::N,аьгъушиву,gordura
471,Butter::N,нагь,manteiga
472,Butter::N,лагаву,manteiga
473,Salz::N,цӏву,sal
474,Suppe::N,накь,sopa
475,Suppe::N,накь,caldo
476,Honig::N,ницӏ,mel
477,Milch::N,накӏ,leite
478,Tee::N,чяй,chá
479,Leder::N,бурчу,couro
480,Wolle::N,ппал,lã
481,Stoff::N,янна,pano
482,Stoff::N,янна,tecido
483,Nadel::N,ххалаххи,agulha
484,Faden::N,ххал,fio
485,Knopf::N,банд,botão
486,Knoten::N,къурхъ,nó
487,Farbe::N,сир,corante
488,Kleidung::N,янна,roupa
489,Kleidung::N,янна,vestuário
490,Kleidung::N,лаххия,roupa
491,Kleidung::N,лаххия,vestuário
492,Hemd::N,гьухъа,camisa
493,Kragen::N,дарвач,gola
494,Ärmel::N,кахха,manga
495,Hose::N,хӏажак,calça
496,Gürtel::N,мухӏлу,cinto
497,Mütze::N,кьяпа,boné
498,Mütze::N,кьяпа,barrete
499,Stiefel::N,чакма,bota
500,Ring::N,кӏисса,anel
501,Band::N,линт,fita
502,Band::N,линт,faixa
503,Kamm::N,ттарал,pente
504,Spiegel::N,дагьани,espelho
505,Riemen::N,эн,correia
506,Schnur::N,хьхьа,corda
507,Schnur::N,хьхьа,cordel
508,Decke::N,виргъан,cobertor
509,Kissen::N,кӏаралу,almofada
510,Tuch::N,карщи,pano
511,Handtuch::N,калихьу,toalha
512,Handtuch::N,лажинлихьу,toalha
513,Kraft::N,эллаж,força
514,Stärke::N,гуж,força
515,Gesundheit::N,цӏуллу-сагъшиву,saúde
516,Krankheit::N,къашайшиву,doença
517,Krankheit::N,къашайшиву,enfermidade
518,Schmerz::N,къюву,dor
519,Wunde::N,щаву,chaga
520,Wunde::N,щаву,ferida
521,Fieber::N,кӏиришиву,febre
522,Arznei::N,дару,remédio
523,Brücke::N,ламу,ponte
524,Brunnen::N,къуй,poço
525,Weide::N,бизантту,pastagem
526,Pfad::N,жегъир ххуллу,senda
527,Pfad::N,жегъир ххуллу,trilho
528,Weg::N,ххуллу,caminho
529,Straße::N,ххуллу,via
530,Straße::N,ххуллу,estrada
531,Dorf::N,щар,aldeia
532,Dorf::N,шяравалу,aldeia
533,Stadt::N,шагьру,cidade
534,Brief::N,чагъар,carta
535,Buch::N,лу,livro
536,Buchstabe::N,хӏарп,letra
537,Zeitung::N,кказит,jornal
538,Leben::N,оьрму,vida
539,Tod::N,ажал,morte
540,Tod::N,бивкӏу,morte
541,Tod::N,ивчӏаву,morte
542,Grab::N,гьав,túmulo
543,Grab::N,гьав,sepultura
544,Kirche::N,килиса,igreja
545,Sünde::N,бунагъ,pecado
546,Gott::N,зал,deus
547,Arbeiter::N,зузала,operário
548,Arbeiter::N,зузала,trabalhador
549,Chef::N,ялувма,chefe
550,Chef::N,ялувма,patrão
551,Meister::N,усттар,mestre
552,Arzt::N,хӏакин,médico
553,Lehrer::N,учитель,professor
554,Geld::N,арцу,dinheiro
555,Geschäft::N,даву,negócio
556,Laden::N,ттучан,loja
557,Preis::N,багъа,preço
558,Ware::N,хъус,mercadoria
559,Nutzen::N,хайр,proveito
560,Nutzen::N,мюнпат,proveito
561,Reichtum::N,давлат,riqueza
562,Reichtum::N,аваданшиву,riqueza
563,Welt::N,дуниял,mundo
564,Land::N,билаят,país
565,Staat::N,паччахӏлугъ,Estado
566,Macht::N,власть,poder
567,Macht::N,власть,potência
568,Grenze::N,дазу,fronteira
569,Krieg::N,дяъви,guerra
570,Feind::N,душман,inimigo
571,Gewalt::N,къия,violência
572,Kampf::N,лачӏуи уккаву,luta
573,Kampf::N,лачӏуи уккаву,combate
574,Bogen[Waffe]::N,ккуртта,arco
575,Pfeil::N,чӏатӏаракӏ,seta
576,Pfeil::N,чӏатӏаракӏ,flecha
577,Gewehr::N,ттупанг,espingarda
578,Fehler::N,гъалатӏ,erro
579,Fehler::N,гъалатӏ,falha
580,Lüge::N,щялмахъ,mentira
581,Schaden::N,зарал,dano
582,Schaden::N,зарал,estrago
583,Unglück::N,бала,desgraça
584,Schuld::N,тахсир,culpa
585,Alter::N,оьрму,idade
586,Schluss::N,ахир,fim
587,Zeit::N,чӏун,tempo
588,Tag::N,кьини,dia
589,Morgen::N,кӏюрх,manhã
590,Mittag::N,ахттайн,meio-dia
591,Mittag::N,дяахттайн,meio-dia
592,Mittag::N,ахттайн чӏун,meio-dia
593,Abend::N,маркӏачӏан,noite
594,Abend::N,маркӏачӏан,tardinha
595,Nacht::N,хьхьу,noite
596,Woche::N,нюжмар,semana
597,Monat::N,барз,mês
598,Jahr::N,шин,ano
599,Frühling::N,инт,primavera
600,Sommer::N,гъи,verão
601,Herbst::N,ссут,outono
602,Winter::N,кӏи,inverno
603,Januar::N,цалчинмур барз,Janeiro
604,Februar::N,кӏилчинмур барз,Fevereiro
605,März::N,шамилчинмур барз,Março
606,April::N,апрель,Abril
607,April::N,мукьилчинмур барз,Abril
608,Mai::N,май,Maio
609,Mai::N,ххюлчинмур барз,Maio
610,Juni::N,июнь,Junho
611,Juni::N,ряххилчинмур барз,Junho
612,Juli::N,июль,Julho
613,Juli::N,Арулчинмур барз,Julho
614,August::N,мяйлчинмур барз,Agosto
615,September::N,урчӏилчинмур барз,Setembro
616,Oktober::N,ацӏилчинмур барз,Outubro
617,November::N,ацӏния цалчинмур барз,Novembro
618,Dezember::N,ацӏния кӏилчинмур барз,Dezembro
619,Montag::N,итин,segunda-feira
620,Montag::N,итин кьини,segunda-feira
621,Dienstag::N,тталат,terça-feira
622,Dienstag::N,тталат кьини,terça-feira
623,Mittwoch::N,арвахӏ,quarta-feira
624,Donnerstag::N,хамис,quinta-feira
625,Freitag::N,нюжмар,sexta-feira
626,Freitag::N,нюжмар кьини,sexta-feira
627,Samstag::N,ххуллун,sábado
628,Samstag::N,ххуллун кьини,sábado
629,Sonntag::N,алхӏат,domingo
630,Sonntag::N,алхӏат кьини,domingo
631,groß::A,бугъарасса,grande
632,klein::A,чӏивисса,pequeno
633,lang::A,лахъисса,comprido
634,kurz::A,кутӏасса,curto
635,breit::A,уттасса,largo
636,schmal::A,уттакӏюласса,estreito
637,dicht::A,ццунсса,denso
638,dick[Gegenstand]::A,ганзсса,grosso
639,dünn::A,кӏюласса,delgado
640,fest::A,цӏакьсса,firme
641,fest::A,цӏакьсса,sólido
642,fest::A,кьянкьасса,firme
643,fest::A,кьянкьасса,sólido
644,flach::A,баягъисса,plano
645,flach::A,цӏубакъасса,plano
646,flach::A,куртӏ дакъасса,plano
647,glatt::A,дюрчӏусса,liso
648,hart::A,кьянкьасса,duro
649,weich::A,кӏукӏлусса,mole
650,rund::A,ккурккисса,redondo
651,spitz::A,ярксса,agudo
652,spitz::A,дайлсса,agudo
653,spitz::A,мицӏ бусса,agudo
654,scharf::A,ярксса,afiado
655,scharf::A,дайлсса,afiado
656,scharf::A,мицӏ бусса,afiado
657,stumpf::A,къуркъасса,rombo
658,schwer::A,кӏусса,pesado
659,schön::A,аьнтӏикӏасса,belo
660,schön::A,аьнтӏикӏасса,bonito
661,heiß::A,кӏирисса,quente
662,warm::A,гъелисса,quente
663,kalt::A,дяркъусса,frio
664,kühl::A,дюхлулсса,fresco
665,frisch::A,цӏусса,fresco
666,feucht::A,атилсса,húmido
667,feucht::A,хъавтусса,húmido
668,nass::A,атилсса,molhado
669,nass::A,хъавтусса,molhado
670,trocken::A,кьавкьсса,seco
671,trocken::A,кьакьан бувсса,seco
672,voll::A,бувцӏусса,cheio
673,leer::A,бачӏвасса,vazio
674,offen::A,тӏивтӏусса,aberto
675,geschlossen::A,лавкьусса,fechado
676,sauber::A,марцӏсса,limpo
677,schmutzig::A,чапалсса,sujo
678,roh::A,шакъавхьсса,cru
679,reif::A,дирсса,maduro
680,lecker::A,нахӏусса,delicioso
681,lecker::A,тӏааьнсса,delicioso
682,süß::A,нацӏусса,doce
683,bitter::A,кьурчӏисса,amargo
684,sauer::A,туршсса,azedo
685,hell::A,чаннасса,claro
686,dunkel::A,цӏансса,escuro
687,dunkel::A,цӏансса,sombrio
688,schwarz::A,лухӏисса,preto
689,weiß::A,кӏяласса,branco
690,rot::A,ятӏулсса,vermelho
691,gelb::A,хъахъисса,amarelo
692,blau::A,някӏсса,azul
693,grün::A,щюлисса,verde
694,grau::A,оьрусса,cinzento
695,bunt::A,оьрчӏикӏурисса,colorido
696,billig::A,кьювкьусса,barato
697,teuer::A,ххирасса,caro
698,wertvoll::A,багьасса,valioso
699,wertvoll::A,багьасса,precioso
700,blind::A,мурчӏисса,cego
701,taub::A,къюкӏсса,surdo
702,kräftig::A,гужсса,forte
703,kräftig::A,гужсса,poderoso
704,stark::A,кьянкьасса,forte
705,stark::A,кьянкьасса,robusto
706,schwach::A,заэвсса,débil
707,fett::A,бучсса,gordo
708,schlank::A,бювхъусса,esbelto
709,hübsch::A,янусса,giro
710,hübsch::A,янусса,bonito
711,böse::A,оьсса,mau
712,dumm::A,ахӏмакьсса,parvo
713,dumm::A,ахӏмакьсса,estúpido
714,faul::A,танмалсса,preguiçoso
715,faul::A,курчӏилсса,preguiçoso
716,fleißig::A,хӏарачат бусса,aplicado
717,fleißig::A,хӏарачат бусса,diligente
718,geizig::A,янттарцӏансса,avarento
719,klug::A,аькьлу бусса,prudente
720,klug::A,аькьлу бусса,inteligente
721,geschickt::A,паргалсса,hábil
722,lieb::A,аьзизсса,caro
723,lieb::A,аьзизсса,querido
724,lustig::A,тяхъасса,alegre
725,sanft::A,иминсса,suave
726,sanft::A,иминсса,brando
727,hungrig::A,ккашилсса,faminto
728,krank::A,къашавайсса,doente
729,krank::A,къашавайсса,enfermo
730,nackt::A,кӏачӏасса,nu
731,nackt::A,кӏачӏасса,despido
732,traurig::A,пашмансса,triste
733,lebendig::A,уттавасса,vivo
734,gut::A,ххуйсса,bom
735,schlecht::A,оьккисса,mau
736,schlecht::A,оьккисса,ruim
737,richtig::A,саргъунсса,justo
738,richtig::A,саргъунсса,correcto
739,schlimm::A,оьккисса,mau
740,schlimm::A,оьккисса,grave
741,wahr::A,хӏакьсса,verdadeiro
742,alt::A,кугьнасса,velho
743,alt::A,кугьнасса,antigo
744,neu::A,цӏусса,novo
745,ehemalig::A,хъхъичӏвасса,antigo
746,alt[Lebewesen]::A,агьилсса,velho
747,jung::A,чӏавасса,jovem
748,jung::A,жагьилсса,jovem
749,arm::A,мискинсса,pobre
750,reich::A,авадансса,rico
751,bekannt::A,дусъсса,conhecido
752,berühmt::A,машгьурсса,famoso
753,berühmt::A,машгьурсса,célebre
754,fremd::A,чил,alheio
755,fremd::A,чил,estranho
756,verschieden::A,личӏи-личӏисса,diverso
