,Concept_ID,cy,ce
778,wo::FADV,ym mha le,мичaхь
779,wohin::FADV,i ble,мича
780,wohin::FADV,i ba le,мича
781,wie::FADV,sut,муха
782,warum::FADV,pam,хӏунда
783,wieviel::FNUM,faint,мел
784,wieviel::FNUM,faint,маса
785,eins::NUM,un,цхьаъ
786,zwei::NUM,dau,шиъ
787,drei::NUM,tri,кхоъ
788,vier::NUM,pedwar,диъ
789,fünf::NUM,pump,пхиъ
790,sechs::NUM,chwech,ялх
791,sieben::NUM,saith,ворхӏ
792,acht::NUM,wyth,бархӏ
793,neun::NUM,naw,исс
794,zehn::NUM,deg,итт
795,elf::NUM,un ar ddeg,цхьайтта
796,zwölf::NUM,deuddeg,шийтта
797,zwölf::NUM,un deg dau,шийтта
798,zwanzig::NUM,ugain,ткъа
799,dreißig::NUM,tri deg,ткъе итт
800,dreißig::NUM,deg ar hugain,ткъе итт
801,vierzig::NUM,deugain,шовзткъа
802,fünfzig::NUM,hanner cant,шовзткъе итт
803,sechzig::NUM,chwe deg,кхузткъа
804,siebzig::NUM,saith deg,кхузткъе итт
805,siebzig::NUM,deg a thrigain,кхузткъе итт
806,achtzig::NUM,wyth deg,дезткъа
807,achtzig::NUM,pedar ugain,дезткъа
808,neunzig::NUM,naw deg,дезткъе итт
809,neunzig::NUM,deg a phedwar ugain,дезткъе итт
810,hundert::NUM,cant,бӏе
811,tausend::NUM,mil,эзар
812,und::CNJ,a,a
813,oder::CNJ,neu,я
814,stehen::V,sefyll,латта
815,sitzen::V,eistedd,хиъна ӏан
816,liegen::V,gorwedd,ӏилла
817,hängen::V,hongian,кхаза
818,werden::V,dod yn,хила
819,werden::V,mynd yn,хила
820,passieren::V,digwydd,хила
821,beginnen::V,cychwyn,доло
822,enden::V,gorffen,дӏадерза
823,wechseln::V,newid,хийца
824,aufgehen[Sonne]::V,codi,кхета
825,untergehen[Sonne]::V,machlud,чубуза
826,scheinen[Sonne]::V,tywynnu,серло яла
827,donnern::V,taranu,къекъа
828,wehen::V,chwythu,хьекха
829,strömen::V,ffrydio,эха
830,fließen::V,llifo,охьаэха
831,sich drehen::V,troi,хьийза
832,sich drehen::V,cylchdroi,хьийза
833,schwanken::V,siglo,леста
834,schwingen::V,siglo,лесто
835,fallen::V,cwympo,охьакхета
836,brennen::V,llosgi,дага
837,rauchen::V,mygu,оза
838,regnen::V,glawio,догlа догlу
839,gefrieren::V,rhewi,гӏоро
840,tauen::V,toddi,даша
841,tauen::V,meirioli,даша
842,schmelzen::V,toddi,лала
843,trocknen::V,sychu,дакъо
844,sieden::V,berwi,кхехка
845,faulen::V,pydru,дахкадала
846,faulen::V,braenu,дахкадала
847,verfaulen::V,pydru,дахкадала
848,verfaulen::V,dadfeilio,дахкадала
849,reißen::V,clecian,хеда
850,reißen::V,torri'n glats,хеда
851,versinken::V,suddo,хичудаха
852,vergehen::V,myned heibio,дlаэха
853,vergehen::V,pasio,дlаэха
854,erscheinen::V,ymddangos,схьадала
855,erscheinen::V,ymddangos,ӏоттадала
856,verschwinden::V,diflannu,къайладала
857,sinken::V,syrthio,лахдала
858,abnehmen::V,lleihau,
859,zunehmen::V,cynyddu,лакхадала
860,steigen::V,codi,хьаладала
861,wachsen::V,tyfu,кхиа
862,glänzen::V,disgleirio,лепа
863,funkeln::V,pefrio,къега
864,lärmen::V,cadw sŵn,гӏовгӏаян
865,lärmen::V,gwneud twrw,гӏовгӏаян
866,läuten::V,canu,детта
867,klingeln::V,canu,дека
868,klingeln::V,seinio,дека
869,klirren::V,tincian,дека
870,brausen::V,rhuo,хьаьдда даха
871,rauschen::V,siffrwd,леста
872,rauschen::V,chwithrwd,леста
873,klingen::V,seinio,дека
874,bellen::V,cyfarth,лета
875,heulen::V,udo,угӏа
876,heulen::V,oernadu,угӏа
877,blasen::V,chwythu,хӏуп баха
878,pfeifen::V,chwibanu,шок етта
879,schreien::V,gweiddi,мохь бетта
880,schreien::V,bloeddio,мохь бетта
881,stöhnen::V,griddfan,узарш дан
882,zittern::V,crynu,дега
883,leben::V,byw,даха
884,geboren werden::V,cael eich geni,хила
885,atmen::V,anadlu,садеӏа
886,trinken::V,yfed,мала
887,essen::V,bwyta,кхалла
888,schlucken::V,llyncu,къурдбан
889,müde werden::V,blino,кӏаддала
890,einschlafen::V,mynd i gysgu,наб кхета
891,einschlafen::V,syrthio i gysgu,наб кхета
892,schlafen::V,huno,вижа
893,schlafen::V,huno,наб ян
894,schlafen::V,huno,дижина хила
895,schlafen::V,cysgu,вижа
896,schlafen::V,cysgu,наб ян
897,schlafen::V,cysgu,дижина хила
898,aufwachen::V,dihuno,самадала
899,aufstehen::V,codi,гӏатта
900,sich erholen::V,ymlacio,садаӏа
901,sich erholen::V,dadflino,садаӏа
902,krank werden::V,mynd yn sâl,цомгуш хила
903,krank werden::V,mynd yn wael,цомгуш хила
904,krank sein::V,gwaelu,цомгуш хила
905,schmerzen::V,brifo,лаза
906,schmerzen::V,brifo,ӏийжа
907,husten::V,pesychu,йовхарш етта
908,genesen::V,gwella,тадала
909,genesen::V,cael yn ôl,тадала
910,sterben::V,marw,дала
911,umkommen::V,trengi,хӏаллакхила
912,sich bewegen::V,symud,лела
913,sich rühren::V,syflyd,меттахъхьен
914,sich erheben::V,codi,хьалагlатта
915,sich setzen::V,eistedd,хаа
916,hinfallen::V,cwympo,дожа
917,hinfallen::V,cwympo,охьакхета
918,laufen::V,cerdded,вада
919,laufen::V,cerdded,хьада
920,schreiten::V,camu,болар дан
921,schreiten::V,camu,ког баккха
922,spazierengehen::V,mynd am dro,доладала
923,eilen::V,rhuthro,сихдала
924,sich beeilen::V,brysio,сихдала
925,sausen::V,rhuthro,
926,rennen::V,rhedeg,дада
927,springen::V,llamu,ирхкхийсадала
928,springen::V,neidio,ирхкхийсадала
929,klettern::V,dringo,тӏедийла
930,schaukeln::V,siglo,техко
931,kriechen::V,cropian,такха
932,schwimmen::V,nofio,некадан
933,tauchen::V,plymio,чулелха
934,tauchen::V,ymsuddo,чулелха
935,rudern::V,rhwyfo,дига лело
936,rudern::V,rhwyfo,кема лело
937,fahren::V,gyrru,хахка
938,fahren::V,dreifio,хахка
939,fliegen::V,hedfan,тӏемадала
940,gehen::V,mynd,лeла
941,weggehen::V,mynd,дӏадаха
942,weggehen::V,ymadael,дӏадаха
943,abfahren::V,ymadael,дӏадаха
944,anhalten::V,stopio,саца
945,hineingehen::V,mynd i mewn,чудала
946,eintreten::V,mynd i,чудала
947,kommen::V,dod,кхача
948,kommen::V,dod,дӏакхача
949,kommen::V,dod,схьакхача
950,ankommen::V,cyrraedd,кхача
951,ankommen::V,cyrraedd,схьакхача
952,zurückkommen::V,dychwelyd,юхада
953,bleiben::V,aros,диса
954,bleiben::V,sefyll,диса
955,warten::V,aros,хьежа
956,warten::V,aros,cобар дан
957,warten::V,disgwyl,хьежа
958,warten::V,disgwyl,cобар дан
959,erwarten::V,disgwyl,хьоьжуш ӏан
960,suchen::V,chwilio am,леха
961,finden::V,darganfod,каро
962,versuchen::V,profi,дан хьажа
963,versuchen::V,ceisio,дан хьажа
964,vorbereiten::V,paratoi,кечъян
965,lieben::V,caru,деза
966,mögen::V,hoffi,безамхила
967,lachen::V,chwerthin,дела
968,rühren::V,cynhyrfu,хьедан
969,weinen::V,wylo,делха
970,weinen::V,llefain,делха
971,schimpfen::V,grwgnach,чехо
972,sich ärgern::V,gofidio,оьгӏазъэха
973,sich fürchten::V,ofni,кхера
974,fürchten::V,arswydo,кхера
975,fliehen::V,ffoi,дӏадада
976,flüchten::V,dianc,дӏадада
977,sehen::V,gweld,ган
978,anschauen::V,syllu,хьажа
979,anschauen::V,syllu,хьежа
980,anschauen::V,edrych,хьажа
981,anschauen::V,edrych,хьежа
982,ansehen::V,gwylio,хьовса
983,hören::V,clywed,хаза
984,zuhören::V,gwrando,ладогӏа
985,probieren::V,profi,хьажа
986,riechen::V,arogli,хьожа яха
987,fühlen::V,teimlo,хаадала
988,fühlen::V,clywed,хаадала
989,scheinen::V,ymddangos,мотта
990,zu sehen sein::V,dod i'r golwg,гуш хила
991,vernehmen::V,clywed sôn am,бартхатта
992,frieren::V,bod yn oer,гӏоро
993,tun::V,gwneud,дан
994,können::V,gallu,дадала
995,wollen::V,bod mewn angen,тӏергӏа
996,anfangen::V,dechrau,доло
997,beenden::V,darfod,довла
998,beenden::V,gorffen,довла
999,aufhören::V,peidio,саца
1000,gelingen::V,llwyddo,кадала
1001,geraten::V,diweddu,хила
1002,öffnen::V,agor,дӏаделла
1003,öffnen::V,agor,схьаделла
1004,schließen::V,cau,къовла
1005,schließen::V,cau,дӏачӏагӏа
1006,stellen::V,gosod,хlотто
1007,setzen::V,gosod,дийгӏа
1008,legen::V,gosod,охьадилла
1009,berühren::V,cyffwrdd,хьедан
1010,verbinden::V,cysylltu,вовшахтаса
1011,bedecken::V,gorchuddio,тилла
1012,bedecken::V,gorchuddio,тӏетаса
1013,aufhängen::V,crogi,хьалаолла
1014,aufhängen::V,hongian,хьалаолла
1015,anzünden::V,cynnau,лато
1016,aufheben::V,codi,айа
1017,zurücklassen::V,gadael,дита
1018,verlieren::V,colli,дайа
1019,fallen lassen::V,gollwng,охьадожо
1020,machen::V,gwneud,дан
1021,herstellen::V,cynhyrchu,дан
1022,bauen::V,adeiladu,гӏишлоян
1023,reparieren::V,trwsio,тадан
1024,reparieren::V,atgyweirio,тадан
1025,verbessern::V,diwygio,нисдан
1026,ändern::V,altro,хийца
1027,graben::V,palu,ахка
1028,graben::V,cloddio,ахка
1029,beugen::V,plygu,сатто
1030,biegen::V,plygu,сатто
1031,drehen::V,troelli,хьовзо
1032,wenden::V,troi,
1033,umdrehen::V,troi,хьовзo
1034,heben::V,codi,айа
1035,heben::V,codi,хьалаайа
1036,hochheben::V,dyrchafu,хьалаайа
1037,ergreifen::V,gafael,дӏалаца
1038,halten::V,dal,латто
1039,drücken::V,pwyso,тӏетаӏо
1040,drücken::V,gwasgu,тӏетаӏо
1041,schieben::V,gwthio,татта
1042,kratzen::V,crafu,мӏараш тийса
1043,lecken::V,llyfu,мотт хьекха
1044,beißen::V,cnoi,катoха
1045,beißen::V,brathu,катoха
1046,abreißen::V,tynnu ymaith,схьадаккха
1047,abschneiden::V,torri,кхада
1048,binden::V,clymu,дӏадехка
1049,binden::V,clymu,вовшахтаса
1050,stecken::V,plannu,чудахийта
1051,brechen::V,torri,кагдан
1052,klopfen::V,taro,детта
1053,hauen::V,taro,етта
1054,kleben::V,gludio,тӏелато
1055,reiben::V,rhwbio,хьекхо
1056,streichen::V,taenu,тlехьакха
1057,schleifen::V,hogi,ирдан
1058,schneiden::V,torri,ларга
1059,rütteln::V,ysgytio,лесто
1060,schütteln::V,siglo,лесто
1061,schütteln::V,ysgwyd,лесто
1062,schwenken::V,siglo,лесто
1063,schütten::V,tywallt,дотта
1064,füllen::V,llenwi,дуза
1065,einwickeln::V,lapio,хьарчо
1066,tragen::V,cludo,дахьа
1067,schleppen::V,llusgo,ийзо
1068,ziehen::V,tynnu,озо
1069,aufbewahren::V,cadw,ӏалашдан
1070,werfen::V,taflu,кхосса
1071,fangen::V,dal,леца
1072,packen::V,cipio,леца
1073,packen::V,crafangu,леца
1074,verstecken::V,celu,къайладаккха
1075,verstecken::V,cuddio,къайладаккха
1076,teilen::V,rhannu,декъа
1077,schicken::V,anfon,дӏадахьийта
1078,bringen::V,dod â,дан
1079,hinzufügen::V,chwanegu,тӏетоха
1080,bekommen::V,cael,даккха
1081,erhalten::V,derbyn,даккха
1082,nehmen::V,cymryd,схьаэца
1083,wählen::V,dewis,харжа
1084,auswählen::V,dethol,харжа
1085,bewahren::V,cadw,lалашдан
1086,behindern::V,atal,новкъарло ян
1087,behindern::V,rhwystro,новкъарло ян
1088,verderben::V,difetha,талхо
1089,beschädigen::V,niweidio,дохо
1090,zerbrechen::V,torri,дохо
1091,zerbrechen::V,torri,кагдан
1092,zerreißen::V,rhwygo,хадо
1093,zerstören::V,dinistrio,дохо
1094,zerstören::V,dinistrio,кагдан
1095,verbrennen::V,llosgi,даго
1096,geben::V,rhoi,яла
1097,reichen::V,estyn,дӏадала
1098,reichen::V,estyn,дӏакховдо
1099,schenken::V,rhoddi,совгӏат дан
1100,versprechen::V,addo,ваӏда дан
1101,wünschen::V,dymuno,лаа
1102,loben::V,canmol,хасто
1103,küssen::V,cusanu,оба яккха
1104,wiegen::V,siglo,тахка
1105,zudecken::V,gorchuddio,тӏетаса
1106,wecken::V,deffro,самадаккха
1107,zeigen::V,dangos,гайта
1108,führen::V,arwain,дига
1109,lehren::V,dysgu,ӏамо
1110,unterrichten::V,hyfforddi,хьеха
1111,aufziehen::V,dod i fyny,кхио
1112,leiten::V,arwain,урхалла дан
1113,antreiben::V,annog,сихдан
1114,lassen::V,gadael,-йта
1115,einladen::V,gwahodd,кхайкха
1116,vereinigen::V,uno,цхьаьнатоха
1117,vereinigen::V,cyfuno,цхьаьнатоха
1118,besuchen::V,ymweld â,хьажахIотта
1119,treffen::V,cwrdd,дуьхьалкхета
1120,treffen::V,cyfarfod,дуьхьалкхета
1121,sich versammeln::V,casglu,гулдан
1122,sich versammeln::V,cynnull,гулдан
1123,spielen::V,chwarae,ловза
1124,singen::V,canu,лакха
1125,tanzen::V,dawnsio,хелхадала
1126,sich trennen::V,ymwahanu,къаста
1127,verlassen::V,gadael,дита
1128,retten::V,achub,кӏелхьардаккха
1129,bewachen::V,gwarchod,ха дан
1130,schützen::V,noddi,лардан
1131,verteidigen::V,amddiffyn,лардан
1132,sich schlagen::V,ffraeo,етта
1133,sich schlagen::V,terfysgu,етта
1134,schießen::V,saethu,детта
1135,siegen::V,ennill,тола
1136,ärgern::V,cythruddo,оьгӏаздахийта
1137,schlagen::V,curo,тоха
1138,treten::V,cicio,мийра тоха
1139,stechen::V,pigo,ӏотта
1140,stechen::V,pigo,къовзо
1141,stoßen::V,gwthio,татта
1142,stehlen::V,dwyn,лачкъо
1143,stehlen::V,lladrata,лачкъо
1144,stören::V,aflonyddu,новкъарло ян
1145,belästigen::V,trafferthu,сагатдан
1146,verbergen::V,cuddio,къайладаккха
1147,täuschen::V,twyllo,ӏexo
1148,betrügen::V,hocedu,ледан
1149,töten::V,lladd,ден
1150,wohnen::V,byw,даха
1151,arbeiten::V,gweithio,къахьега
1152,sammeln::V,casglu,гулдан
1153,pflücken::V,casglu,даха
1154,jagen::V,hela,талла
1155,fischen::V,pysgota,чӏерий леца
1156,fassen::V,dal,лаца
1157,fassen::V,dal,схьалаца
1158,hüten::V,bugeilio,лардан
1159,treiben::V,gyrru,лахка
1160,anbinden::V,clymu,дӏадехка
1161,füttern::V,porthi,хӏума яла
1162,melken::V,godro,оза
1163,hacken::V,torri,
1164,gießen::V,dyfrhau,хи тоха
1165,reifen::V,aeddfedu,хьекъа
1166,zubereiten::V,coginio,кечъян
1167,zubereiten::V,coginio,кхача бан
1168,kochen::V,berwi,кхача бан
1169,backen::V,pobi,датта
1170,backen::V,crasu,датта
1171,braten::V,ffrio,кхарза
1172,umrühren::V,cyffroi,кего
1173,stricken::V,gwau,
1174,nähen::V,gwnïo,тега
1175,färben::V,lliwio,басардан
1176,reinigen::V,glanhau,цӏандан
1177,waschen::V,golchi,йила
1178,waschen::V,golchi,йитта
1179,waschen::V,golchi,дӏадайа
1180,abwischen::V,sychu,дӏадайа
1181,spülen::V,streulio,хи кхарза
1182,fegen::V,ysgubo,нуй хьакха
1183,kehren::V,ysgubo,нуй хьакха
1184,baden::V,cael bath,лийча
1185,sich waschen::V,ymolchi,юьхь йила
1186,ausziehen::V,tynnu,духар дӏадаккха
1187,anziehen::V,gwisgo,
1188,sich anziehen::V,ymwisgo,духа
1189,kämmen::V,cribo,ехк хьакха
1190,schmücken::V,harddu,хаздан
1191,schmücken::V,addurno,хаздан
1192,sagen::V,dweud,ала
1193,sprechen::V,llefaru,баха
1194,sprechen::V,llefaru,мотт бийца
1195,reden::V,siarad,къамел дан
1196,sich unterhalten::V,sgwrsio,къамел дан
1197,fragen::V,gofyn,хатта
1198,bitten::V,gofyn am,деха
1199,erzählen::V,dweud,дийца
1200,mitteilen::V,cyfleu,хаам бан
1201,nennen::V,enwi,цӏе яккха
1202,rufen::V,galw,кхайкха
1203,prahlen::V,brolio,куралла ян
1204,prahlen::V,brolio,дозалла дан
1205,prahlen::V,ymffrostio,куралла ян
1206,prahlen::V,ymffrostio,дозалла дан
1207,übersetzen::V,cyfieithu,гоч дан
1208,denken::V,meddwl,ойла ян
1209,glauben::V,credu,теша
1210,glauben::V,coelio,теша
1211,bemerken::V,sylwi,ган
1212,erkennen::V,adnabod,довза
1213,begreifen::V,amgyffred,кхета
1214,verstehen::V,deall,кхета
1215,lernen::V,dysgu,деша
1216,wissen::V,gwybod,хаа
1217,sich erinnern an::V,cofio,дагадан
1218,vergessen::V,anghofio,дицдала
1219,messen::V,mesur,дуста
1220,zählen::V,cyfrif,дагардан
1221,rechnen::V,cyfrifo,лара
1222,lesen::V,darllen,еша
1223,malen::V,peintio,сурт дилла
1224,zeichnen::V,tynnu,сурт дилла
1225,schreiben::V,ysgrifennu,яздан
1226,besitzen::V,meddu,доладан
1227,kaufen::V,prynu,эца
1228,verkaufen::V,gwerthu,дохка
1229,bezahlen::V,talu am,мах бала
1230,zahlen::V,talu,мах бала
1231,beherrschen::V,rheoli,собаре хила
1232,beherrschen::V,llywodraethu,собаре хила
1233,ertragen::V,dioddef,лан
1234,ertragen::V,dioddef,сатоха
1235,ertragen::V,dioddef,садетта
