,Concept_ID,en,sah
815,trinken::V,drink,ис
816,essen::V,eat,аһаа
817,schlucken::V,swallow,ыйыһын
818,müde werden::V,get tired,сылай
819,einschlafen::V,fall asleep,утуйан хаал
820,schlafen::V,sleep,утуй
821,schlafen::V,sleep,утуйа сыт
822,aufwachen::V,wake up,уһугун
823,aufstehen::V,get up,тур
824,sich erholen::V,relax,сынньан
825,krank werden::V,fall ill,ыарый
826,krank sein::V,be ill,ыарый
827,krank sein::V,be ill,ыарыт
828,schmerzen::V,ache,ыарыт
829,husten::V,cough,сөтөлүн
830,genesen::V,recover,көн
831,sterben::V,die,өл
832,umkommen::V,perish,өл
833,umkommen::V,perish,оҕут
834,sich bewegen::V,move,хамсаа
835,sich rühren::V,budge,хамсаа
836,sich erheben::V,stand up,тур
837,sich setzen::V,sit down,олор
838,hinfallen::V,tumble,оҕут
839,laufen::V,walk,хаам
840,schreiten::V,pace,атыллаа
841,spazierengehen::V,go for a walk,дьаарбай
842,eilen::V,rush,тиэтэй
843,sich beeilen::V,hurry,ыксаа
844,sausen::V,dash,элээр
845,rennen::V,run,сүүрэкэлээ
846,springen::V,jump,ой
847,springen::V,jump,ыстан
848,klettern::V,climb,ытын
849,schaukeln::V,seesaw,эйэҥнээ
850,schaukeln::V,seesaw,биэрэҥнээ
851,kriechen::V,creep,сыыл
852,schwimmen::V,swim,уһун
853,schwimmen::V,swim,харбаа
854,tauchen::V,dive,умус
855,rudern::V,row,эрт
856,fahren::V,drive,айаннаа
857,fliegen::V,fly,көт
858,gehen::V,go,бар
859,weggehen::V,go away,бар
860,abfahren::V,depart,бар
861,anhalten::V,stop,тохтоо
862,hineingehen::V,go in,киир
863,eintreten::V,enter,киир
864,kommen::V,come,кэл
865,ankommen::V,arrive,кэл
866,ankommen::V,arrive,тиий
867,zurückkommen::V,come back,төнүн
868,bleiben::V,stay,хаал
869,warten::V,wait,көһүт
870,erwarten::V,wait for,күүт
871,erwarten::V,wait for,көһүт
872,suchen::V,seek,ирдээ
873,suchen::V,seek,көрдөө
874,suchen::V,look for,ирдээ
875,suchen::V,look for,көрдөө
876,finden::V,find,бул
877,versuchen::V,try,сорун
878,vorbereiten::V,prepare,бэлэмнээ
879,lieben::V,love,таптаа
880,mögen::V,like,сөбүл
881,lachen::V,laugh,күл
882,rühren::V,move,долгут
883,weinen::V,weep,ытаа
884,schimpfen::V,grumble,үөҕүс
885,sich ärgern::V,be annoyed,кыыһыр
886,sich ärgern::V,be annoyed,кыйахан
887,sich fürchten::V,be afraid,куттан
888,sich fürchten::V,be afraid,дьиксин
889,fürchten::V,be afraid of,дьиксин
890,fürchten::V,be afraid of,куттан
891,fliehen::V,flee,күрээ
892,flüchten::V,escape,күрээ
893,sehen::V,see,көр
894,anschauen::V,look at,көр
895,ansehen::V,watch,көр
896,hören::V,hear,бил
897,hören::V,hear,иһит
898,zuhören::V,listen,иһит
899,probieren::V,taste,боруобалаан көр
900,probieren::V,taste,амсайан көр
901,riechen::V,smell,сытырҕаа
902,fühlen::V,feel,бил
903,scheinen::V,seem,көһүн
904,zu sehen sein::V,show,көһүн
905,vernehmen::V,hear,иһит
906,frieren::V,be cold,тоҥ
907,frieren::V,be cold,үлүй
908,tun::V,do,гын
909,können::V,can,кыай
910,wollen::V,want,баҕар
911,anfangen::V,start,саҕалаа
912,beenden::V,finish,бүтэр
913,aufhören::V,stop,уурай
914,gelingen::V,succeed,сатан
915,geraten::V,turn out,баар буолан биэр
916,geraten::V,turn out,баар буола тус
917,geraten::V,turn out,буолан таҕыс
918,öffnen::V,open,ас
919,schließen::V,close,сап
920,schließen::V,close,хатаа
921,stellen::V,put,уур
922,stellen::V,put,туруор
923,setzen::V,place,туруор
924,setzen::V,place,уур
925,legen::V,lay,уур
926,berühren::V,touch,тыыт
927,berühren::V,touch,таарый
928,verbinden::V,connect,кэлгий
929,bedecken::V,cover,бүрүй
930,aufhängen::V,hang up,ыйаа
931,anzünden::V,light,умат
932,aufheben::V,pick up,өрө тарт
933,zurücklassen::V,leave,бырах
934,verlieren::V,lose,сүтэр
935,fallen lassen::V,drop,түһэр
936,fallen lassen::V,drop,мүлчү тут
937,machen::V,make,оҥор
938,machen::V,make,оҥоһун
939,herstellen::V,produce,оҥор
940,bauen::V,build,тут
941,reparieren::V,mend,абырахтаа
942,verbessern::V,improve,тупсар
943,ändern::V,alter,уларыт
944,graben::V,dig,хас
945,beugen::V,bow,бокут
946,beugen::V,bow,токурут
947,beugen::V,bow,бүк баттаа
948,biegen::V,bend,иэх
949,biegen::V,bend,өҕүлүннэр
950,drehen::V,spin,эргит
951,drehen::V,spin,эргичит
952,wenden::V,turn,эргилин
953,umdrehen::V,turn around,түҥнэр
954,heben::V,raise,көтөх
955,hochheben::V,lift,таһаар
956,ergreifen::V,seize,тут
957,halten::V,hold,тут
958,drücken::V,press,ык
959,schieben::V,push,ас
960,kratzen::V,scrape,кыһыы
961,lecken::V,lick,салаа
962,beißen::V,bite,ытыр
963,abreißen::V,tear off,быһа тарт
964,abreißen::V,tear off,туура тарт
965,abschneiden::V,cut off,быс
966,abschneiden::V,cut off,быһан ыл
967,abschneiden::V,cut off,быһа баттаа
968,binden::V,tie,кэлгий
969,stecken::V,stick,батары ас
970,brechen::V,break,тоһут
971,klopfen::V,knock,тоҥсуй
972,hauen::V,hit,оҕус
973,kleben::V,glue,силимнээ
974,reiben::V,rub,аал
975,streichen::V,spread,сыбаа
976,schleifen::V,grind,чочуй
977,schneiden::V,cut,быс
978,rütteln::V,jolt,иэҕэҥнэт
979,schütteln::V,shake,сахсый
980,schwenken::V,swing,дайбаа
981,schütten::V,pour,кут
982,füllen::V,fill,толор
983,einwickeln::V,wrap,суулаа
984,tragen::V,carry,ит
985,schleppen::V,drag,сос
986,ziehen::V,pull,тарт
987,aufbewahren::V,keep,уур
988,aufbewahren::V,keep,харай
989,werfen::V,throw,бырах
990,fangen::V,catch,хап
991,packen::V,grab,тут
992,verstecken::V,hide,саһыар
993,teilen::V,divide,үллэр
994,schicken::V,send,ыыт
995,bringen::V,bring,аҕал
996,hinzufügen::V,add,эп
997,bekommen::V,get,ыл
998,bekommen::V,get,булун
999,erhalten::V,receive,ыл
1000,nehmen::V,take,ыл
1001,wählen::V,choose,быыбардаа
1002,auswählen::V,select,тал
1003,bewahren::V,preserve,харай
1004,behindern::V,hinder,мэһэйдээ
1005,verderben::V,spoil,буорту гын
1006,beschädigen::V,damage,алдьат
1007,zerbrechen::V,break,үлтүрүт
1008,zerreißen::V,tear,хайыта тарт
1009,zerstören::V,destroy,алдьат
1010,verbrennen::V,burn,уоттаа
1011,geben::V,give,биэр
1012,reichen::V,hand,аҕал
1013,schenken::V,give,бэлэхтээ
1014,versprechen::V,promise,эрэннэр
1015,wünschen::V,wish,баҕар
1016,loben::V,praise,хайҕаа
1017,küssen::V,kiss,уураа
1018,wiegen::V,rock,бигээ
1019,zudecken::V,cover,сап
1020,zudecken::V,cover,бүрүй
1021,wecken::V,wake,уһугуннар
1022,zeigen::V,show,көрдөр
1023,führen::V,guide,салай
1024,lehren::V,teach,үөрэт
1025,unterrichten::V,instruct,үөрэт
1026,aufziehen::V,bring up,иит
1027,leiten::V,lead,салай
1028,antreiben::V,urge,кыһай
1029,lassen::V,let,күһэй
1030,einladen::V,invite,ыҥыр
1031,vereinigen::V,unite,холбоо
1032,vereinigen::V,unite,түм
1033,besuchen::V,visit,сырыт
1034,besuchen::V,visit,билсэ сырыт
1035,treffen::V,meet,көрүс
1036,sich versammeln::V,assemble,мүһүн
1037,sich versammeln::V,assemble,түмүс
1038,spielen::V,play,оонньоо
1039,singen::V,sing,ыллаа
1040,tanzen::V,dance,үҥкүүлээ
1041,sich trennen::V,separate,араҕыс
1042,verlassen::V,leave,хааллар
1043,retten::V,rescue,өрүһүй
1044,bewachen::V,guard,араҥаччылаа
1045,schützen::V,protect,көмүскээ
1046,verteidigen::V,defend,көмүскээ
1047,sich schlagen::V,brawl,охсус
1048,schießen::V,shoot,ытыалаа
1049,siegen::V,win,хот
1050,siegen::V,win,кыай
1051,ärgern::V,annoy,кыыһырт
1052,schlagen::V,beat,оҕус
1053,treten::V,kick,тэп
1054,stechen::V,sting,кэй
1055,stoßen::V,shove,кэп
1056,stoßen::V,shove,үтүрүй
1057,stehlen::V,steal,уор
1058,stören::V,disturb,мэһэйдээ
1059,belästigen::V,bother,батар
1060,verbergen::V,conceal,кистээ
1061,täuschen::V,deceive,албыннаа
1062,betrügen::V,cheat,албыннаа
1063,töten::V,kill,өлөр
1064,wohnen::V,dwell,олор
1065,arbeiten::V,work,үлэлээ
1066,sammeln::V,gather,мус
1067,sammeln::V,gather,хомуй
1068,pflücken::V,pick,үргээ
1069,jagen::V,hunt,бултаа
1070,fischen::V,fish,балыктаа
1071,fassen::V,catch,тут
1072,hüten::V,herd,манаа
1073,treiben::V,drive,үүр
1074,anbinden::V,tie up,баай
1075,füttern::V,feed,аһат
1076,melken::V,milk,ыа
1077,hacken::V,chop,кэрт
1078,gießen::V,water,сиигирт
1079,reifen::V,ripen,бус
1080,zubereiten::V,cook,бэлэмнээ
1081,kochen::V,boil,буһар
1082,backen::V,bake,буһар
1083,braten::V,fry,хооруй
1084,braten::V,fry,ыһаарылаа
1085,braten::V,fry,соркуойдаа
1086,umrühren::V,stir,былаа
1087,stricken::V,knit,өр
1088,nähen::V,sew,иистэн
1089,färben::V,dye,кырааскалаа
1090,reinigen::V,clean,ыраастаа
1091,waschen::V,wash,сууй
1092,abwischen::V,wipe,сот
1093,spülen::V,rinse,сайҕаа
1094,fegen::V,sweep,сиппий
1095,kehren::V,sweep,харбаа
1096,baden::V,bath,сөтүөлээ
1097,sich waschen::V,wash,суун
1098,ausziehen::V,take off,уһул
1099,anziehen::V,put on,кэтэрт
1100,sich anziehen::V,get dressed,таҥын
1101,kämmen::V,comb,тараа
1102,schmücken::V,decorate,симээ
1103,sagen::V,say,диэ
1104,sprechen::V,speak,эт
1105,sprechen::V,speak,саҥар
1106,reden::V,talk,кэпсэт
1107,sich unterhalten::V,chat,кэпсэт
1108,fragen::V,ask,ыйыт
1109,bitten::V,request,көрдөс
1110,erzählen::V,tell,кэпсээ
1111,erzählen::V,tell,сэһэргээ
1112,mitteilen::V,convey,биллэр
1113,nennen::V,name,ааттаа
1114,rufen::V,call,ыҥыр
1115,prahlen::V,brag,чабылан
1116,prahlen::V,brag,киһиргээ
1117,übersetzen::V,translate,тылбаастаа
1118,denken::V,think,санаа
1119,denken::V,think,толкуйдаа
1120,glauben::V,believe,итэҕэй
1121,bemerken::V,notice,бэлиэтээ
1122,erkennen::V,recognize,бил
1123,begreifen::V,grasp,өйдөө
1124,verstehen::V,understand,өйдөө
1125,lernen::V,learn,үөрэн
1126,wissen::V,know,бил
1127,sich erinnern an::V,remember,аҕын
1128,vergessen::V,forget,умун
1129,messen::V,measure,кэмнээ
1130,messen::V,measure,кээмэйдээ
1131,zählen::V,count,аах
1132,rechnen::V,calculate,аах
1133,lesen::V,read,аах
1134,malen::V,paint,уруһуйдаа
1135,zeichnen::V,draw,уруһуйдаа
1136,schreiben::V,write,суруй
1137,besitzen::V,own,баһылаа
1138,kaufen::V,buy,атыылас
1139,verkaufen::V,sell,атыылаа
1140,bezahlen::V,pay for,төлөө
1141,zahlen::V,pay,төлөө
1142,beherrschen::V,rule,баһылаа
1143,ertragen::V,endure,тулуй
