,Concept_ID,kv,la
807,zunehmen::V,паськавны,augeri
808,steigen::V,лэбтiсьны,augescere
809,wachsen::V,быдмыны,crescere
810,glänzen::V,свиттявны,splendere
811,funkeln::V,югйовтлыны,micare
812,funkeln::V,югйӧв-керны,micare
813,lärmen::V,чавзыны,strepere
814,läuten::V,диньгыны,sonare
815,klingeln::V,силькӧтны,tinnire
816,klirren::V,жольӧтны,crepare
817,brausen::V,гуасьны,saevire
818,rauschen::V,кышӧтны,crepare
819,klingen::V,горавны,sonare
820,bellen::V,увтны,latrare
821,bellen::V,вувтны,latrare
822,heulen::V,уннявны,ululare
823,blasen::V,пӧлявны,flare
824,pfeifen::V,пиксыны,sibilare
825,schreien::V,айзыны,clamare
826,stöhnen::V,ойзыны,gemere
827,stöhnen::V,ружтыны,gemere
828,zittern::V,легьявны,tremere
829,zittern::V,легьявны,trepidare
830,leben::V,овны,vivere
831,geboren werden::V,шогмыны,nasci
832,atmen::V,лолавны,spirare
833,trinken::V,юны,bibere
834,essen::V,сёйны,edere
835,schlucken::V,ньылавны,devorare
836,müde werden::V,мыдзны,fatigari
837,einschlafen::V,ланьтны,obdormiscere
838,schlafen::V,узьны,dormire
839,aufwachen::V,саймыны,expergisci
840,aufwachen::V,пальмыны,expergisci
841,aufstehen::V,сувтны,exsurgere
842,sich erholen::V,шоччисьлыны,se reficere
843,krank werden::V,моржитны,aegrescere
844,krank sein::V,шогавны,aegrotare
845,krank sein::V,визьӧтны,aegrotare
846,schmerzen::V,висьны,dolere
847,husten::V,кашляйтны,tussire
848,genesen::V,бурдны,convalescere
849,sterben::V,кувны,mori
850,umkommen::V,вийсьыны,perire
851,sich bewegen::V,локны,se movere
852,sich bewegen::V,ветлӧтны,se movere
853,sich rühren::V,вӧрзьӧтчыны,micare
854,sich erheben::V,сувтны,surgere
855,sich setzen::V,пуксьыны,considere
856,hinfallen::V,пӧрласьны,cadere
857,laufen::V,мунны,vadere
858,schreiten::V,тальччавны,gradi
859,spazierengehen::V,котрасьны,ambulare
860,eilen::V,тэрмасьны,properare
861,sich beeilen::V,тэрмасьны,festinare
862,sausen::V,вирдавны-котӧртны,currere
863,springen::V,чеччавны,salire
864,klettern::V,кышасьны,niti
865,schaukeln::V,чурликасьны,oscillare
866,kriechen::V,кыскасьны-мунны,repere
867,kriechen::V,кыскасьны-мунны,serpere
868,schwimmen::V,вартчыны,nare
869,schwimmen::V,вартчыны,natare
870,tauchen::V,сунгисьны ваӧ,mergere
871,rudern::V,сынны,remigare
872,fahren::V,мунны,vehi
873,fliegen::V,лэбавны,volare
874,gehen::V,мунны,ire
875,gehen::V,мунны,vadere
876,weggehen::V,мунны,abire
877,weggehen::V,мунны,discedere
878,abfahren::V,иньдӧтчыны,proficisci
879,abfahren::V,мунны,proficisci
880,anhalten::V,сувтны,consistere
881,hineingehen::V,пырны,inire
882,hineingehen::V,пырны,ingredi
883,eintreten::V,пырны,intrare
884,kommen::V,локны,venire
885,ankommen::V,локны,advenire
886,zurückkommen::V,бертны,revenire
887,zurückkommen::V,панӧвтсьыны,revenire
888,bleiben::V,кольччыны,manere
889,warten::V,видзчисьны,opperiri
890,erwarten::V,видзчисьны,opperiri
891,erwarten::V,видзчисьны,expectare
892,suchen::V,кошшыны,quaerere
893,finden::V,адззыны,reperire
894,versuchen::V,пондыны,conari
895,versuchen::V,пондыны,temptare
896,versuchen::V,пондӧтны,conari
897,versuchen::V,пондӧтны,temptare
898,vorbereiten::V,лӧсьӧтны,parare
899,lieben::V,милуйтны,amare
900,mögen::V,радейтны,amare
901,lachen::V,серавны,ridere
902,rühren::V,сьӧлӧм вӧрзьӧтны,commovere
903,weinen::V,горзыны,flere
904,schimpfen::V,видчыны,increpare
905,sich ärgern::V,лёкавны,indignari
906,sich fürchten::V,повны,vereri
907,fürchten::V,повны,timere
908,fliehen::V,пышшыны,fugere
909,flüchten::V,пышшыны,effugere
910,sehen::V,адззыны,videre
911,anschauen::V,видзӧтны,aspectare
912,ansehen::V,видзӧтны,spectare
913,hören::V,кывны,audire
914,zuhören::V,кывзыны,auscultare
915,probieren::V,пешлыны,gustare
916,riechen::V,дукавны,olfacere
917,fühlen::V,кывны,sentire
918,scheinen::V,декуйтчыны,videri
919,zu sehen sein::V,тыдавны,conspici
920,vernehmen::V,тӧдмавны,comperire
921,frieren::V,гегдыны,algere
922,tun::V,керны,facere
923,können::V,вермыны,posse
924,wollen::V,мӧдны,velle
925,anfangen::V,петны,incipere
926,beenden::V,ештӧтны,finire
927,beenden::V,керыштны,finire
928,aufhören::V,дугдыны,desistere
929,gelingen::V,шогмыны,contingere
930,geraten::V,мыччисьны,evenire
931,öffnen::V,осьтны,aperire
932,schließen::V,пӧднавны,claudere
933,stellen::V,сувтӧтны,sistere
934,setzen::V,пуксьӧтны,ponere
935,legen::V,пуктыны,ponere
936,berühren::V,вӧрзьӧтны,tangere
937,verbinden::V,йитны,iungere
938,bedecken::V,вевттьыны,tegere
939,bedecken::V,вевттьыны,operire
940,aufhängen::V,ӧшӧтны,suspendere
941,anzünden::V,ӧзтыны,accendere
942,anzünden::V,ӧзтыны,inflammare
943,aufheben::V,лэбтыны,tollere
944,zurücklassen::V,кольны,relinquere
945,verlieren::V,ӧштыны,perdere
946,verlieren::V,ӧштыны,amittere
947,fallen lassen::V,уськӧтны,dimittere
948,machen::V,керны,facere
949,herstellen::V,вӧчны,fabricare
950,bauen::V,строитны,construere
951,reparieren::V,вочны,reparare
952,verbessern::V,бурсьӧтны,emendare
953,ändern::V,вежны,mutare
954,graben::V,гарйыны,fodere
955,beugen::V,кусіньтны,flectere
956,biegen::V,чукыльтыштны,curvare
957,drehen::V,бергӧтны,torquere
958,wenden::V,бергӧтны,vertere
959,umdrehen::V,бергӧтны,convertere
960,heben::V,лэбтыны,tollere
961,hochheben::V,лэбтыны,levare
962,ergreifen::V,кватитны,capessere
963,halten::V,видзны,tenere
964,drücken::V,личкыны,premere
965,schieben::V,тойлавны,promovere
966,kratzen::V,шаркӧтны,radere
967,lecken::V,нювны,lambere
968,beißen::V,йирны,mordere
969,abreißen::V,орӧтны,avellere
970,abschneiden::V,шӧрыштны,desecare
971,abschneiden::V,вундыштны,desecare
972,binden::V,гӧрдззыны,ligare
973,stecken::V,мӧртны,inserere
974,brechen::V,жугдыны,rumpere
975,klopfen::V,зукӧтны,pultare
976,hauen::V,желльыны,ferire
977,kleben::V,лякӧтны,agglutinare
978,reiben::V,зыртны,terere
979,streichen::V,мавтны,oblinere
980,schleifen::V,кыскыны,acuere
981,schneiden::V,вундавны,secare
982,rütteln::V,шатлавны,quassare
983,schütteln::V,зыбӧтны,quatere
984,schwenken::V,ӧвтны,ventilare
985,schwenken::V,макайтны,ventilare
986,schütten::V,кисьтны,fundere
987,füllen::V,тыртны,complere
988,füllen::V,тырсьӧтны,complere
989,einwickeln::V,тубны,involvere
990,tragen::V,новйӧтны,ferre
991,tragen::V,новйӧтны,portare
992,schleppen::V,кыскыны,pertrahere
993,ziehen::V,кыскыны,trahere
994,aufbewahren::V,видзны,asservare
995,werfen::V,шентывлыны,iacere
996,fangen::V,кутны,capere
997,packen::V,кутасьны,capessere
998,packen::V,кватитны,capessere
999,verstecken::V,дзебны,abdere
1000,teilen::V,торйӧтны,partiri
1001,teilen::V,торйӧтны,dividere
1002,schicken::V,иньдыны,mittere
1003,bringen::V,вайны,apportare
1004,hinzufügen::V,содтыны,addere
1005,bekommen::V,получитны,adipisci
1006,erhalten::V,получитны,accipere
1007,nehmen::V,босьтны,sumere
1008,wählen::V,бӧрйыны,eligere
1009,auswählen::V,бӧрйыны,deligere
1010,bewahren::V,видзны,conservare
1011,behindern::V,падтыны,impedire
1012,verderben::V,изводавны,corrumpere
1013,beschädigen::V,паздыны,laedere
1014,zerbrechen::V,паздыны,rumpere
1015,zerbrechen::V,паздыны,frangere
1016,zerreißen::V,косявны,discindere
1017,zerstören::V,паздыны,delere
1018,verbrennen::V,сотны,urere
1019,verbrennen::V,сотны,cremare
1020,geben::V,сетны,dare
1021,reichen::V,сетны,praebere
1022,schenken::V,козьнавны,donare
1023,schenken::V,козьнавны,largiri
1024,versprechen::V,кӧсйыны,polliceri
1025,versprechen::V,кӧсйыны,promittere
1026,wünschen::V,бурсьыны,
1027,loben::V,ошкыны,laudare
1028,küssen::V,окавны,osculari
1029,wiegen::V,тюттьӧтны,
1030,zudecken::V,вевттьыны,tegere
1031,wecken::V,саймӧтны,excitare
1032,zeigen::V,мыччавны,monstrare
1033,führen::V,нуӧтны,ducere
1034,lehren::V,велӧтны,docere
1035,unterrichten::V,велӧтны,instituere
1036,aufziehen::V,быдтыны,nutrire
1037,leiten::V,юравны,ducere
1038,leiten::V,веськӧтлыны,ducere
1039,antreiben::V,тэрмӧтны,incitare
1040,lassen::V,-ӧтыны,iubere
1041,einladen::V,корны,invitare
1042,vereinigen::V,ӧтувтны,coniungere
1043,vereinigen::V,ӧтлаавны,coniungere
1044,besuchen::V,пыравлыны,visere
1045,treffen::V,пантавны,convenire
1046,sich versammeln::V,ӧксьыны,convenire
1047,spielen::V,орсны,ludere
1048,singen::V,сьывны,cantare
1049,tanzen::V,йӧктыны,saltare
1050,sich trennen::V,торьясьны,digredi
1051,sich trennen::V,торьясьны,discedere
1052,verlassen::V,кольны,deserere
1053,verlassen::V,кольны,relinquere
1054,retten::V,мынтны,servare
1055,bewachen::V,смекайтны,custodire
1056,schützen::V,дорйыны,tueri
1057,schützen::V,дорйыны,tutari
1058,verteidigen::V,дорйыны,defendere
1059,sich schlagen::V,тышкасьны,luctari
1060,schießen::V,лыйны,iaculari
1061,siegen::V,вермыны,vincere
1062,ärgern::V,лӧгӧтны,irritare
1063,schlagen::V,базнитны,ferire
1064,treten::V,чужьявны,calcare
1065,stechen::V,бытшкыны,pungere
1066,stoßen::V,тапкыны,tundere
1067,stoßen::V,тойыштны,tundere
1068,stehlen::V,гусявны,furari
1069,stören::V,костіавны,turbare
1070,belästigen::V,назыляйтны,obtundere
1071,verbergen::V,дзебны,celare
1072,verbergen::V,дзебны,occultare
1073,täuschen::V,бӧбӧтны,fallere
1074,täuschen::V,пӧрьявны,fallere
1075,betrügen::V,муклачитны,fraudare
1076,töten::V,вийны,necare
1077,töten::V,вийны,caedere
1078,wohnen::V,овны,habitare
1079,arbeiten::V,уджавны,laborare
1080,sammeln::V,ӧктыны,colligere
1081,pflücken::V,судзлавны,carpere
1082,jagen::V,вӧравны,venari
1083,fischen::V,чериавны,piscari
1084,fassen::V,кутны,capere
1085,hüten::V,вердны,custodire
1086,hüten::V,йирсьӧтны,custodire
1087,treiben::V,вашӧтны,agere
1088,anbinden::V,кӧртавны,alligare
1089,füttern::V,вердны,nutrire
1090,melken::V,высьтыны,mulgere
1091,melken::V,чилькӧтны,mulgere
1092,hacken::V,керавны,findere
1093,gießen::V,киськавны,rigare
1094,reifen::V,кисьмыны,maturescere
1095,zubereiten::V,лӧсьӧтны,apparare
1096,kochen::V,пуны,coquere
1097,backen::V,пӧжавны,coquere
1098,braten::V,жаритны,torrere
1099,umrühren::V,соравны,commovere
1100,stricken::V,домавны,texere
1101,nähen::V,вурны,suere
1102,färben::V,краситны,tingere
1103,reinigen::V,весӧтны,purgare
1104,waschen::V,пеславны,lavare
1105,abwischen::V,чышкыны,abstergere
1106,spülen::V,гывьявны,perluere
1107,fegen::V,чышкыны,verrere
1108,kehren::V,чышкыны,purgare
1109,baden::V,купайтчыны ,lavari
1110,sich waschen::V,миссьыны,lavari
1111,ausziehen::V,гыжтӧтны,exuere
1112,ausziehen::V,пӧрччавны,exuere
1113,anziehen::V,пасьтавны,induere
1114,sich anziehen::V,пасьтасьны,vestiri
1115,kämmen::V,сынавны,pectere
1116,schmücken::V,баситны,ornare
1117,schmücken::V,баситны,decorare
1118,sagen::V,висьтавны,dicere
1119,sprechen::V,шуны,fari
1120,reden::V,баитны,loqui
1121,sich unterhalten::V,сёрнитны,colloqui
1122,sich unterhalten::V,сёрнитны,disputare
1123,fragen::V,юавны,rogare
1124,fragen::V,юавны,quaerere
1125,bitten::V,корны,orare
1126,bitten::V,корны,rogare
1127,erzählen::V,висьтавны,narrare
1128,mitteilen::V,висьтавны,communicare
1129,nennen::V,нимтны,appellare
1130,rufen::V,китсавны,vocare
1131,rufen::V,корны,vocare
1132,rufen::V,чукӧстны,vocare
1133,prahlen::V,ошшасьны,gloriari
1134,übersetzen::V,вуджӧтны,vertere
1135,denken::V,чайтны,cogitare
1136,glauben::V,веритны,credere
1137,bemerken::V,казявны,animadvertere
1138,erkennen::V,тӧдсавны,cognoscere
1139,begreifen::V,вежӧртны,comprehendere
1140,verstehen::V,кывны,intellegere
1141,lernen::V,велӧтчыны,discere
1142,wissen::V,тӧдны,scire
1143,sich erinnern an::V,касьтывны,meminisse
1144,vergessen::V,вунӧтны,oblivisci
1145,messen::V,меряйтны,metiri
1146,zählen::V,лыддьыны,numerare
1147,rechnen::V,лыддьыны,reri
1148,rechnen::V,лыддьыны,calculare
1149,lesen::V,лыддьӧтны,legere
1150,zeichnen::V,гижмавны,scribere
1151,schreiben::V,гижны,scribere
1152,besitzen::V,лоны,possidere
1153,kaufen::V,небны,emere
1154,verkaufen::V,вузавны,vendere
1155,bezahlen::V,вештыны,pendere
1156,zahlen::V,вештыны,solvere
1157,ertragen::V,терпитны,tolerare
1158,ertragen::V,терпитны,sustinere
1159,Insel::N,,insula
1160,Menge::N,,copia
1161,Gewalt::N,,vis
1162,Alter::N,,aetas
1163,richtig::A,,rectus
1164,wahr::A,,verus
1165,berühmt::A,,celeber
1166,berühmt::A,,illustris
1167,allein::ADV,,solum
1168,rennen::V,,currere
1169,malen::V,,pingere
1170,beherrschen::V,,regere
1171,beherrschen::V,,imperare
