,Concept_ID,ca,ka
755,erster::A,primer,პირველი
756,zweiter::A,segon,მეორე
757,dritter::A,tercer,მესამე
758,letzter::A,últim,ბოლო
759,letzter::A,últim,უკანასკნელი
760,allein::ADV,sol,მარტო
761,auf einmal::ADV,d'una vegada,ერთდროულად
762,zusammen::ADV,junt,ერთად
763,lange::ADV,molt de temps,დიდხანს
764,plötzlich::ADV,de cop,მოულოდნელად
765,plötzlich::ADV,de sobte,მოულოდნელად
766,sofort::ADV,de seguida,ახლავე
767,später::ADV,més tard,მოგვიანებით
768,jetzt::ADV,ara,ახლა
769,heute::ADV,avūi,დღეს
770,morgen::ADV,demà,ხვალ
771,bald::ADV,aviāt,მალე
772,dann::ADV,després,მერე
773,gestern::ADV,ahir,გუშინ
774,einst::ADV,anteriorment,ოდესღაც
775,damals::ADV,llavōrs,მაშინ
776,damals::ADV,aleshores,მაშინ
777,danach::ADV,després,მერმე
778,danach::ADV,després,შემდეგ
779,vorher::ADV,abāns,ადრე
780,vorher::ADV,abāns,წინათ
781,zuerst::ADV,primer,ჯერ
782,einmal::ADV,una vegada,ერთხელ
783,manchmal::ADV,de vegades,ხან
784,manchmal::ADV,de vegades,ზოგჯერ
785,oft::ADV,sovint,ხშირად
786,immer::ADV,sempre,მუდამ
787,immer::ADV,sempre,ყოველთვის
788,niemals::ADV,no ... mai,არასდროს
789,hier::ADV,aquí,აქ
790,hierhin::ADV,per aquí,აქეთ
791,von hier::ADV,des d'aquí,აქედან
792,dort::ADV,allí,იქ
793,dorthin::ADV,hi,იქით
794,geradeaus::ADV,tot dret,პირდაპირ
795,vorwärts::ADV,endavānt,წინ
796,rückwärts::ADV,endarrera,უკან
797,zurück::ADV,darrere,უკანვე
798,unten::ADV,a baix,დაბლა
799,unten::ADV,a baix,ქვევით
800,hinab::ADV,cap avall,ძირს
801,oben::ADV,dalt,ზემოთ
802,hinauf::ADV,cap amunt,ზევით
803,überall::ADV,pertot,ყველგან
804,überall::ADV,per tot arreu,ყველგან
805,nicht::ADV,no,არ
806,ein wenig::ADV,una mica,ცოტა
807,kaum::ADV,a penes,ძლივს
808,sehr::ADV,molt,მეტად
809,sehr::ADV,molt,ძალიან
810,so::ADV,així,ისე
811,noch::ADV,encara,ჯერ
812,nur::ADV,només,მხოლოდ
813,schon::ADV,ja,უკვე
814,wieder::ADV,de nou,ისევ
815,wieder::ADV,de nou,კიდევ
816,vergebens::ADV,en va,ამაოდ
817,vergebens::ADV,en va,ტყუილად
818,vor::PRP,davānt,წინ
819,vor::PRP,enfront de,წინ
820,hinter::PRP,darrera,უკან
821,hinter::PRP,darrera,მიღმა
822,unter::PRP,sota,ქვეშ
823,unter::PRP,sota,ქვევით
824,durch::PRP,per,გავლით
825,neben::PRP,al costāt de,გვერდით
826,zwischen::PRP,entre,შუა
827,zwischen::PRP,entre,შორის
828,wegen::PRP,a causa de,გამო
829,wegen::PRP,a causa de,შედეგად
830,dies::PRN,aquest,ეს
831,das::PRN,això,ეგ
832,alles::PRN,tot,ყველაფერი
833,ich::PRN,jo,მე
834,du::PRN,tu,შენ
835,er::PRN,ell,ის
836,er::PRN,ell,იგი
837,wir::PRN,nosaltres,ჩვენ
838,ihr::PRN,vosaltres,თქვენ
839,sie::PRN,ells,ისინი
840,sie::PRN,elles,ისინი
841,was::FPRN,què,რა
842,wer::FPRN,qui,ვინ
843,wo::FADV,on,სად
844,wohin::FADV,cap a on,საით
845,wie::FADV,com,როგორ
846,warum::FADV,per què,რაზე
847,warum::FADV,per què,რატომ
848,wieviel::FNUM,quant,რამდენი
849,eins::NUM,u,ერთი
850,zwei::NUM,dos,ორი
851,drei::NUM,tres,სამი
852,vier::NUM,quatre,ოთხი
853,fünf::NUM,cinc,ხუთი
854,sechs::NUM,sis,ექვსი
855,sieben::NUM,set,შვიდი
856,acht::NUM,vuit,რვა
857,neun::NUM,nou,ცხრა
858,zehn::NUM,deu,ათი
859,elf::NUM,onze,თერთმეტი
860,zwölf::NUM,dotze,თორმეტი
861,zwanzig::NUM,vint,ოცი
862,dreißig::NUM,trenta,ოცდაათი
863,vierzig::NUM,quaranta,ორმოცი
864,fünfzig::NUM,cinquanta,ორმოცდაათი
865,sechzig::NUM,seixanta,სამოცი
866,siebzig::NUM,setanta,სამოცდაათი
867,achtzig::NUM,vuitanta,ოთხმოცი
868,neunzig::NUM,noranta,ოთხმოცდაათი
869,hundert::NUM,cent,ასი
870,tausend::NUM,mil,ათასი
871,und::CNJ,i,და
872,oder::CNJ,o,ან
873,stehen::V,estar de peu,დგას
874,sitzen::V,seure,ზის
875,liegen::V,jeure,აწევს
876,hängen::V,penjar,კიდია
877,werden::V,fer-se,გახდება
878,werden::V,posar-se,გახდება
879,passieren::V,succeir,მოხდება
880,beginnen::V,iniciar-se,იწყება
881,enden::V,acabar-se,გათავდება
882,enden::V,terminar-se,გათავდება
883,wechseln::V,canviar,იცვლება
884,aufgehen[Sonne]::V,sortir,ამოდის
885,untergehen[Sonne]::V,posar-se,ჩადის
886,scheinen[Sonne]::V,brillar,ანათებს
887,donnern::V,tronar,ქუხს
888,wehen::V,bufar,ქრის
889,wehen::V,bufar,დაუბერავს
890,strömen::V,afluir,იღვრება
891,fließen::V,fluir,დის
892,fließen::V,fluir,მიედინება
893,sich drehen::V,girar,ტრიალებს
894,schwanken::V,vacil·lar,ირხევა
895,schwingen::V,oscil·lar,ირხევა
896,fallen::V,caure,დავარდება
897,fallen::V,tombar,დავარდება
898,brennen::V,cremar,იწვის
899,rauchen::V,fumejar,ბოლავს
900,rauchen::V,fumejar,აბოლებს
901,regnen::V,ploure,წვიმს
902,gefrieren::V,gelar-se,იყინება
903,tauen::V,fondre's,დნება
904,schmelzen::V,fondre's,დნება
905,trocknen::V,assecar-se,გაშრება
906,sieden::V,bullir,დუღს
907,faulen::V,podrir-se,ლპება
908,verfaulen::V,podrir-se,ლპება
909,reißen::V,trencar-se,დაიხევა
910,versinken::V,enfonsar-se,ეფლობა
911,versinken::V,enfonsar-se,ჩაიძირება
912,vergehen::V,passar,გადის
913,erscheinen::V,aparèixer,გამოჩნდება
914,verschwinden::V,desaparèixer,გააქრება
915,verschwinden::V,desaparèixer,დაიკარგება
916,sinken::V,baixar,დაიწევს
917,sinken::V,descendir,დაიწევს
918,abnehmen::V,decréixer,შემცირდება
919,zunehmen::V,augmentar,გასუქდება
920,steigen::V,pujar,მოიმატებს
921,wachsen::V,créixer,იზრდება
922,wachsen::V,créixer,მრავლდება
923,glänzen::V,brillar,ბრწყინავს
924,glänzen::V,resplendir,ბრწყინავს
925,funkeln::V,espurnejar,კაშკაშებს
926,lärmen::V,fer soroll,ხმაურობს
927,läuten::V,sonar,დარეკავს
928,klingeln::V,trucar,დარეკავს
929,klirren::V,dringar,დააწკარუნებს
930,brausen::V,rugir,ბობოქრობს
931,rauschen::V,murmurar,შრიალებს
932,klingen::V,sonar,ხმას გამოსცემს
933,bellen::V,lladrar,უყეფს
934,heulen::V,udolar,ღმუის
935,blasen::V,bufar,დაუბერავს
936,pfeifen::V,xiular,უსტვენს
937,schreien::V,cridar,ყვირის
938,stöhnen::V,gemegar,კვნესის
939,zittern::V,tremolar,აძაგძაგებს
940,leben::V,vīure,ცოცხლობს
941,geboren werden::V,néixer,იშვება
942,geboren werden::V,néixer,იბადება
943,atmen::V,respirar,სუნთქავს
944,trinken::V,beure,სვამს
945,trinken::V,beure,დალევს
946,essen::V,menjar,შეჭამს
947,schlucken::V,empassar-se,ყლაპავს
948,müde werden::V,cansar-se,დაიქანცება
949,einschlafen::V,adormir-se,დაიძინებს
950,schlafen::V,dormir,სძინავს
951,aufwachen::V,despertar-se,გაიღვიძებს
952,aufstehen::V,llevar-se,ადგება
953,sich erholen::V,descansar,დაისვენებს
954,krank werden::V,posar-se malalt,ავად გახდება
955,krank sein::V,estar malalt,ავადმყოფობს
956,schmerzen::V,doldre,სტკივა
957,husten::V,tossir,ახველებს
958,genesen::V,recuperar-se,მორჩება
959,sterben::V,morir,კვდება
960,umkommen::V,perir,დაიღუპება
961,sich bewegen::V,moure's,იძვრის
962,sich bewegen::V,moure's,მოძრაობს
963,sich rühren::V,moure's,გაინძრევა
964,sich erheben::V,aixecar-se,ადგება
965,sich setzen::V,asseure's,დაჯდება
966,hinfallen::V,caure's,დაეცემა
967,laufen::V,caminar,დადის
968,schreiten::V,procedir,აბიჯებს
969,spazierengehen::V,passejar,დასეირნობს
970,eilen::V,anar corrent,მიიჩქარის
971,sich beeilen::V,afanyar-se,აჩქარდება
972,sausen::V,córrer,მიქრის
973,rennen::V,córrer,დარბის
974,springen::V,saltar,ხტის
975,klettern::V,escalar,ძვრება
976,schaukeln::V,gronxar-se,ქანაობს
977,schaukeln::V,balancejar-se,ქანაობს
978,kriechen::V,reptar,დაბობღავს
979,kriechen::V,arrossegar-se,დაბობღავს
980,schwimmen::V,nadar,ცურავს
981,tauchen::V,bussejar,ჩაიძირება
982,tauchen::V,submergir-se,ჩაიძირება
983,rudern::V,remar,ნიჩაბს უსვამს
984,fahren::V,anar,დადის
985,fahren::V,anar,მგზავრობს
986,fliegen::V,volar,იფრენს
987,fliegen::V,volar,გაფრინდება
988,gehen::V,caminar,მიდის
989,weggehen::V,anar-se'n,წამოდის
990,abfahren::V,partir,მიემგზავრება
991,anhalten::V,aturar-se,ჩერდება
992,hineingehen::V,entrar,შედის
993,eintreten::V,entrar,შედის
994,kommen::V,venir,მოდის
995,ankommen::V,arribar,ჩადის
996,zurückkommen::V,tornar,დაბრუნდება
997,bleiben::V,quedar-se,დარჩება
998,warten::V,esperar,ელოდება
999,erwarten::V,esperar,ელის
1000,erwarten::V,esperar,დაიცდის
1001,suchen::V,buscar,ეძებს
1002,suchen::V,buscar,მოძებნის
1003,finden::V,trobar,მიაგნებს
1004,finden::V,trobar,გამოძებნის
1005,versuchen::V,intentar,ცდის
1006,versuchen::V,intentar,ცდილობს
1007,vorbereiten::V,preparar,მოამზადებს
1008,lieben::V,estimar,უყვარს
1009,mögen::V,agradar a,ეტრფის
1010,lachen::V,riure,იცინის
1011,rühren::V,commoure,გულს აუჩუყებს
1012,rühren::V,emocionar,გულს აუჩუყებს
1013,weinen::V,plorar,ტირის
1014,schimpfen::V,renyar,შეიგინება
1015,sich ärgern::V,enfadar-se,გაბრაზობს
1016,sich fürchten::V,tenir por,შიშობს
1017,fürchten::V,témer,ფრთხილობს
1018,fliehen::V,fugir,გაიქცევა
1019,flüchten::V,refugiar-se,გაიქცევა
1020,sehen::V,veure,ხედავს
1021,anschauen::V,mirar,ნახავს
1022,ansehen::V,mirar,უყურებს
1023,hören::V,oir,ისმენს
1024,zuhören::V,escoltar,მოისმენს
1025,probieren::V,provar,გასინჯავს
1026,riechen::V,olorar,ყნოსავს
1027,fühlen::V,sentīr,გრძნობს
1028,scheinen::V,semblar,ეჩვენება
1029,zu sehen sein::V,poder-se veure,მოჩანს
1030,vernehmen::V,percebre,გაიგებს
1031,frieren::V,tenir fred,იყინება
1032,tun::V,fer,აკეთებს
1033,können::V,poder,შეიძლება
1034,wollen::V,voler,უნდა
1035,anfangen::V,iniciar,დაიწყებს
1036,beenden::V,acabar,ამთავრებს
1037,aufhören::V,deixar,შეწყვეტს
1038,gelingen::V,sortir bé,მოახერხებს
1039,geraten::V,sortir,გამოდის
1040,öffnen::V,obrir,გახსნის
1041,schließen::V,tancar,ხურავს
1042,schließen::V,tancar,დაკეტავს
1043,stellen::V,posar,დადგამს
1044,stellen::V,col·locar,დადგამს
1045,setzen::V,assentar,დასვამს
1046,legen::V,posar,დადებს
1047,berühren::V,tocar,შეახებს
1048,berühren::V,tocar,მიაკარებს
1049,verbinden::V,unir,შეაერთებს
1050,verbinden::V,connectar,შეაერთებს
1051,bedecken::V,tapar,გადააფარებს
1052,bedecken::V,cobrir,გადააფარებს
1053,aufhängen::V,penjar,დაკიდებს
1054,anzünden::V,encendre,დაანთებს
1055,anzünden::V,encendre,მოუკიდებს
1056,aufheben::V,aixecar,აიღებს
1057,aufheben::V,aixecar,აიყვანს
1058,zurücklassen::V,deixar,დატოვებს
1059,verlieren::V,pērdre,დაკარგავს
1060,fallen lassen::V,deixar caure,გაუვარდება
1061,machen::V,fer,გააკეთებს
1062,machen::V,fer,გამოიწვევს
1063,herstellen::V,producir,დაამზადებს
1064,bauen::V,construir,ააშენებს
1065,reparieren::V,reparar,შეაკეთებს
1066,reparieren::V,reparar,გაარემონტებს
1067,verbessern::V,millorar,გამოაკეთებს
1068,verbessern::V,millorar,გააუმჯობესებს
1069,ändern::V,canviar,შეცვლის
1070,graben::V,cavar,თხრის
1071,beugen::V,doblegar,ხრის
1072,biegen::V,corbar,გაღუნავს
1073,biegen::V,arquejar,გაღუნავს
1074,drehen::V,girar,ატრიალებს
1075,wenden::V,girar,მოაბრუნებს
1076,umdrehen::V,voltar,შეატრიალებს
1077,heben::V,pujar,ასწევს
1078,heben::V,aixecar,ასწევს
1079,hochheben::V,aixecar,აიყვანს
1080,ergreifen::V,agafar,სტაცებს
1081,halten::V,mantenir,უჭირავს
1082,drücken::V,prémer,დააწვება
1083,drücken::V,estrènyer,დააწვება
1084,schieben::V,empènyer,მისწევს
1085,kratzen::V,raspar,მოფხანს
1086,lecken::V,llepar,ლოკავს
1087,beißen::V,mossegar,უკბენს
1088,abreißen::V,arrencar,გლეჯს
1089,abreißen::V,arrencar,მოწყვეტს
1090,abschneiden::V,tallar,გაჭრის
1091,binden::V,lligar,შეკრავს
1092,binden::V,lligar,გადააბამს
1093,stecken::V,ficar,ჩაასობს
1094,brechen::V,trencar,მოიტეხს
1095,klopfen::V,trucar,აკაკუნებს
1096,hauen::V,picar,ლეწავს
1097,hauen::V,colpejar,ლეწავს
1098,kleben::V,enganxar,წებავს
1099,kleben::V,enganxar,დააწებებს
1100,reiben::V,fregar,დაზელს
1101,streichen::V,untar,უსვამს
1102,schleifen::V,afilar,ლესავს
1103,schleifen::V,esmolar,ლესავს
1104,schneiden::V,tallar,გაჭრის
1105,rütteln::V,sacsejar,არხევს
1106,schütteln::V,agitar,არყევს
1107,schütteln::V,agitar,ანძრევს
1108,schütteln::V,sacsejar,არყევს
1109,schütteln::V,sacsejar,ანძრევს
1110,schwenken::V,agitar,აქნევს
1111,schütten::V,abocar,ღვრის
1112,schütten::V,abocar,დააქცევს
1113,füllen::V,omplir,გაავსებს
1114,einwickeln::V,embolicar,შეახვევს
1115,tragen::V,dur,მიიტანს
1116,tragen::V,portar,მიიტანს
1117,schleppen::V,arrossegar,მიათრევს
1118,ziehen::V,tirar,წევს
1119,ziehen::V,tirar,ათრევს
1120,ziehen::V,estirar,წევს
1121,ziehen::V,estirar,ათრევს
1122,aufbewahren::V,conservar,შეინახავს
1123,werfen::V,llançar,ისვრის
1124,fangen::V,agafar,დაიჭერს
1125,fangen::V,atrapar,დაიჭერს
1126,packen::V,engrapar,სტაცებს
1127,verstecken::V,amagar,მალავს
1128,teilen::V,dividir,დაყოფს
1129,schicken::V,enviar,გაგზავნის
1130,bringen::V,portar,მოიტანს
1131,hinzufügen::V,afegir,დაამატებს
1132,bekommen::V,obtenir,ამოიღებს
1133,erhalten::V,rebre,იღებს
1134,nehmen::V,prendre,აიღებს
1135,wählen::V,triar,გადაარჩევს
1136,wählen::V,elegir,გადაარჩევს
1137,auswählen::V,escollir,ამოარჩევს
1138,auswählen::V,seleccionar,ამოარჩევს
1139,bewahren::V,conservar,ინარჩუნებს
1140,behindern::V,impedir,აბრკოლებს
1141,behindern::V,impedir,გააძნელებს
1142,behindern::V,obstaculitzar,აბრკოლებს
1143,behindern::V,obstaculitzar,გააძნელებს
1144,verderben::V,espatllar,გააფუჭებს
1145,beschädigen::V,danyar,დააზიანებს
1146,beschädigen::V,destrossar,დააზიანებს
1147,zerbrechen::V,trencar,დაამტვრევს
1148,zerreißen::V,estripar,გახევს
1149,zerstören::V,destruir,მოსპობს
1150,zerstören::V,destruir,დაანგრევს
1151,verbrennen::V,cremar,დაწვავს
1152,geben::V,donar,აძლევს
1153,reichen::V,passar,მიაწოდებს
1154,schenken::V,regalar,აჩუქებს
1155,versprechen::V,prometre,აღუთქვამს
1156,wünschen::V,desitjar,უსურვებს
1157,loben::V,elogiar,აქებს
1158,loben::V,elogiar,ამკობს
1159,küssen::V,fer un petó a,აკოცებს
1160,wiegen::V,bressolar,არხევს
1161,zudecken::V,tapar,გადახურავს
1162,zudecken::V,cobrir,გადახურავს
1163,wecken::V,despertar,გააღვიძებს
1164,zeigen::V,mostrar,დაანახვებს
1165,zeigen::V,ensenyar,დაანახვებს
1166,führen::V,guiar,მიჰყავს
1167,führen::V,conduir,მიჰყავს
1168,lehren::V,ensenyar,ასწავლის
1169,unterrichten::V,ensenyar,ასწავლის
1170,aufziehen::V,criar,აღზრდის
1171,leiten::V,dirigir,აწარმოებს
1172,leiten::V,dirigir,ხელმძღვანელობს
1173,antreiben::V,impel·lir,დააჩქარებს
1174,lassen::V,fer,ა--ინებს
1175,einladen::V,invitar,მოიპატიჟებს
1176,einladen::V,convidar,მოიპატიჟებს
1177,vereinigen::V,unir,შეაერთებს
1178,besuchen::V,visitar,სანახავად მიდის
1179,besuchen::V,anar a veure,სანახავად მიდის
1180,treffen::V,trobar,შეხვდება
1181,sich versammeln::V,reunir-se,შეიკრიბება
1182,spielen::V,jugar,ეთამაშება
1183,singen::V,cantār,მღერის
1184,tanzen::V,ballar,ცეკვავს
1185,sich trennen::V,separar-se,მოშორდება
1186,verlassen::V,deixar,მიატოვებს
1187,verlassen::V,abandonar,მიატოვებს
1188,retten::V,salvar,იხსნის
1189,retten::V,salvar,გადაარჩენს
1190,bewachen::V,vigilar,დარაჯობს
1191,bewachen::V,vigilar,უთვალთვალებს
1192,schützen::V,protegir,დაიფარავს
1193,verteidigen::V,defensar,დაიცავს
1194,sich schlagen::V,barallar-se,იჩხუბებს
1195,schießen::V,tirar,ისვრის
1196,schießen::V,disparar,ისვრის
1197,siegen::V,vèncer,გაიმარჯვებს
1198,ärgern::V,enfadar,აჯავრებს
1199,schlagen::V,pegar,ცემს
1200,schlagen::V,colpejar,ცემს
1201,treten::V,donar un cop de peu a,პანღურს ამოჰკრავს
1202,stechen::V,punxar,სჩხვლეტს
1203,stechen::V,apunyalar,სჩხვლეტს
1204,stoßen::V,empènyer,დაეჯახება
1205,stehlen::V,robar,ქურდობს
1206,stehlen::V,robar,მოიპარავს
1207,stören::V,molestar,შეაწუხებს
1208,belästigen::V,importunar,მობეზრდება
1209,verbergen::V,amagar,დამალავს
1210,verbergen::V,ocultar,დამალავს
1211,täuschen::V,enganyar,შეცდებს
1212,betrügen::V,estafar,მოატყუებს
1213,töten::V,matar,მოკლავს
1214,wohnen::V,vīure,ცხოვრობს
1215,wohnen::V,vīure,ბინადრობს
1216,wohnen::V,habitar,ცხოვრობს
1217,wohnen::V,habitar,ბინადრობს
1218,arbeiten::V,treballar,მუშაობს
1219,sammeln::V,col·leccionar,შეკრებს
1220,pflücken::V,collir,კრეფს
1221,jagen::V,caçar,ნადირობს
1222,fischen::V,pescar,თევზაობს
1223,fassen::V,atrapar,დააჭერს
1224,hüten::V,pasturar,მწყემსავს
1225,treiben::V,arriar,მიერეკება
1226,anbinden::V,lligar,მიაბამს
1227,füttern::V,donar menjar a,აჭმევს
1228,melken::V,munyir,წველის
1229,hacken::V,picar,კეპავს
1230,hacken::V,tallar,კეპავს
1231,gießen::V,regar,რწყავს
1232,reifen::V,madurar,მწიფდება
1233,zubereiten::V,preparar,მოამზადებს
1234,kochen::V,coure,მოხარშავს
1235,backen::V,coure al forn,გამოაცხობს
1236,braten::V,rostir,შეწვავს
1237,umrühren::V,remenar,შეურევს
1238,umrühren::V,remenar,გათქვეფს
1239,stricken::V,tricotar,ქსოვს
1240,stricken::V,fer punt de mitja,ქსოვს
1241,nähen::V,cosir,გაკერავს
1242,färben::V,tenyir,შეღებავს
1243,reinigen::V,netejar,გაწმენდს
1244,reinigen::V,netejar,გასუფთავებს
1245,waschen::V,rentār,გარეცხავს
1246,abwischen::V,eixugar,წაშლის
1247,spülen::V,esbandir,გაავლებს
1248,fegen::V,escombrar,დაბლანდავს
1249,kehren::V,escombrar,დაგვის
1250,baden::V,banyar-se,ბანაობს
1251,sich waschen::V,rentār-se,იბანება
1252,ausziehen::V,treure's,გაიხდის
1253,anziehen::V,posar-se,ჩაიცვამს
1254,sich anziehen::V,vestir-se,ჩაიცვამს
1255,kämmen::V,pentinar,დავარცხნის
1256,schmücken::V,adornar,მორთავს
1257,sagen::V,dir,იტყვის
1258,sprechen::V,parlar,ლაპარაკობს
1259,reden::V,parlar,საუბრობს
1260,sich unterhalten::V,conversar,ბაასობს
1261,sich unterhalten::V,conversar,მუსაიფობს
1262,fragen::V,preguntar,ჰკითხავს
1263,bitten::V,demanar,სთხოვს
1264,erzählen::V,contar,მოუთხრობს
1265,erzählen::V,explicar,მოუთხრობს
1266,mitteilen::V,comunicar,აუწყებს
1267,mitteilen::V,comunicar,აცნობებს
1268,nennen::V,nomenar,უწოდებს
1269,rufen::V,cridar,დაუძახებს
1270,prahlen::V,lloar-se,ტრაბახობს
1271,prahlen::V,jactar-se,ტრაბახობს
1272,übersetzen::V,traduir,გადათარგმნის
1273,denken::V,pensar,ფიქრობს
1274,denken::V,pensar,აზროვნებს
1275,glauben::V,creure,სჯერა
1276,bemerken::V,notar,შენიშვნავს
1277,erkennen::V,reconèixer,გამოიცნობს
1278,begreifen::V,comprendre,გაიგებს
1279,verstehen::V,entendre,გაიგონებს
1280,lernen::V,aprendre,ისწავლის
1281,wissen::V,saber,ეცოდინება
1282,sich erinnern an::V,recordar,მოიგონებს
1283,sich erinnern an::V,recordar,გაიხსენებს
1284,vergessen::V,oblidar,ივიწყებს
1285,messen::V,mesurar,ზომავს
1286,zählen::V,comptar,ითვლის
1287,rechnen::V,calcular,გაიანგარიშებს
1288,lesen::V,llegir,კითხულობს
1289,malen::V,pintar,ხატავს
1290,zeichnen::V,dibuixar,ხაზავს
1291,schreiben::V,escrīure,დაწერს
1292,besitzen::V,posseir,ექნება
1293,kaufen::V,comprar,ყიდულობს
1294,verkaufen::V,vendre,გაყიდის
1295,bezahlen::V,pagar,გადაიხდის
1296,zahlen::V,pagar per,გადაიხდის
1297,beherrschen::V,dominar,ფლობს
1298,ertragen::V,aguantar,მოითმენს
