,Concept_ID,cs,kl
763,alt::A,starý,pisoqaq
764,neu::A,nový,nutaavoq
765,ehemalig::A,bývalý,
766,alt[Lebewesen]::A,starý,utoqqaq
767,jung::A,mladý,inuusuppoq
768,jung::A,mladý,kingulliarsuk
769,arm::A,chudý,piillasoq
770,arm::A,chudý,piitsuuvoq
771,reich::A,bohatý,pisuuvoq
772,bekannt::A,známý,
773,berühmt::A,slavný,tusaamasaq
774,fremd::A,cizí,ajasoornarpoq
775,verschieden::A,různý,allatut
776,verschieden::A,různý,tamalaat
777,verschieden::A,rozličný,allatut
778,verschieden::A,rozličný,tamalaat
779,nah::A,blízký,qanippoq
780,fern::A,daleký,ungasippoq
781,linker::A,levý,saamerleq
782,rechter::A,pravý,innarluissut
783,anderer::A,jiný,
784,erster::A,první,siulleq
785,zweiter::A,druhý,qataatsup tullia
786,dritter::A,třetí,pingajorarterut
787,letzter::A,poslední,kingulleq
788,allein::ADV,sám,kisimiippoq
789,auf einmal::ADV,najednou,tassanngaannaq
790,zusammen::ADV,spolu,attaasa
791,zusammen::ADV,spolu,attarmik
792,zusammen::ADV,dohromady,attaasa
793,zusammen::ADV,dohromady,attarmik
794,lange::ADV,dlouho,akuni
795,plötzlich::ADV,vtom,tassanngaannaq
796,plötzlich::ADV,náhle,tassanngaannaq
797,sofort::ADV,hned,erniinnaq
798,sofort::ADV,ihned,erniinnaq
799,später::ADV,později,kingorna
800,jetzt::ADV,teď,maanna
801,jetzt::ADV,teď,massakkut
802,jetzt::ADV,nyní,maanna
803,jetzt::ADV,nyní,massakkut
804,heute::ADV,dnes,ullumi
805,heute::ADV,dneska,ullumi
806,morgen::ADV,zítra,aqagu
807,bald::ADV,brzo,erniinnaq
808,dann::ADV,pak,taava
809,dann::ADV,potom,taava
810,gestern::ADV,včera,ippassaq
811,einst::ADV,kdysi,ataatsimik
812,einst::ADV,kdysi,ilaanni
813,damals::ADV,tehdy,taamani
814,damals::ADV,tehdy,taamanikkut
815,damals::ADV,tehdy,taassumuunakkut
816,damals::ADV,tenkrát,taamani
817,damals::ADV,tenkrát,taamanikkut
818,damals::ADV,tenkrát,taassumuunakkut
819,danach::ADV,podle toho,taava
820,vorher::ADV,dříve,siornagut
821,vorher::ADV,napřed,siornagut
822,zuerst::ADV,nejprve,
823,zuerst::ADV,nejdříve,
824,einmal::ADV,jednou,ilaanni
825,einmal::ADV,jednou,ataatsimik
826,manchmal::ADV,někdy,qaqutigu
827,manchmal::ADV,někdy,qaqutigut
828,oft::ADV,často,akulikitsumik
829,immer::ADV,vždy,tamatigut
830,immer::ADV,stále,tamatigut
831,niemals::ADV,nikdy,
832,hier::ADV,zde,maani
833,hier::ADV,tady,maani
834,hierhin::ADV,sem,maani
835,von hier::ADV,odtud,
836,dort::ADV,tam,
837,dorthin::ADV,tam,ikuuna
838,geradeaus::ADV,rovně,narlumut
839,vorwärts::ADV,kupředu,pilangavoc
840,rückwärts::ADV,zpět,kingumut
841,rückwärts::ADV,zpět,tunumut or tunummut
842,zurück::ADV,zpět,kingumut
843,zurück::ADV,zpět,tunumut or tunummut
844,zurück::ADV,nazpět,kingumut
845,zurück::ADV,nazpět,tunumut or tunummut
846,unten::ADV,dole,kana
847,hinab::ADV,dolů,qiviu
848,oben::ADV,nahoře,
849,oben::ADV,navrchu,
850,hinauf::ADV,nahoru,
851,überall::ADV,všude,tamaginni
852,überall::ADV,všude,tamani tamaani
853,nicht::ADV,ne,
854,ein wenig::ADV,trochu,
855,kaum::ADV,sotva,qaqutigorsuaq
856,sehr::ADV,velmi,assut
857,sehr::ADV,velice,assut
858,so::ADV,tak,
859,so::ADV,takto,
860,noch::ADV,ještě,qeratavoq
861,nur::ADV,jen,
862,nur::ADV,jenom,
863,schon::ADV,už,taava-una
864,schon::ADV,již,taava-una
865,wieder::ADV,zase,kingumut
866,vergebens::ADV,marně,angiluk
867,vor::PRP,před,
868,hinter::PRP,za,
869,unter::PRP,pod,
870,durch::PRP,skrz,
871,neben::PRP,vedle,
872,zwischen::PRP,mezi,
873,wegen::PRP,pro,
874,dies::PRN,toto,manna
875,dies::PRN,toto,matuma
876,dies::PRN,tohle,manna
877,dies::PRN,tohle,matuma
878,das::PRN,to,ua
879,alles::PRN,všechno,
880,ich::PRN,já,uanga
881,du::PRN,ty,illit
882,er::PRN,on,una
883,wir::PRN,my,uagut
884,ihr::PRN,vy,ilissi
885,sie::PRN,oni,uku
886,was::FPRN,co,aat?
887,wer::FPRN,kdo,kikkut
888,wo::FADV,kde,sumi
889,wohin::FADV,kam,sumut
890,wie::FADV,jak,qanoq
891,warum::FADV,proč,sooq
892,wieviel::FNUM,kolik,qassit
893,wieviel::FNUM,kolik,qanoq atsigisumik?
894,eins::NUM,jeden,ataaseq
895,zwei::NUM,dva,marluk
896,drei::NUM,tři,pingasut
897,vier::NUM,čtyři,sisamat
898,vier::NUM,čtyři,qajuusat
899,fünf::NUM,pět,tallimat
900,sechs::NUM,šest,arfineq
901,sechs::NUM,šest,arfinillit
902,sieben::NUM,sedm,arfineq-marluk
903,acht::NUM,osm,arfineq pingasut
904,neun::NUM,devět,qulingiluat
905,neun::NUM,devět,arfineq sisamat
906,zehn::NUM,deset,qulit
907,elf::NUM,jedenáct,aqqaneq
908,zwölf::NUM,dvanáct,aqqaneq-marluk
909,zwanzig::NUM,dvacet,tyve
910,dreißig::NUM,třicet,tredive
911,dreißig::NUM,třicet,pingasunik qulillit
912,vierzig::NUM,čtyřicet,fyrre
913,fünfzig::NUM,padesát,halvtreds
914,fünfzig::NUM,padesát,tallimanik qulillit
915,sechzig::NUM,šedesát,tres
916,siebzig::NUM,sedmdesát,halvfjerds
917,achtzig::NUM,osmdesát,firs
918,neunzig::NUM,devadesát,halvfems
919,hundert::NUM,sto,et hundrede
920,tausend::NUM,tisíc,et tusinde
921,und::CNJ,a,aamma
922,oder::CNJ,nebo,imalluunnit
923,stehen::V,stát,sikingavoq
924,sitzen::V,sedět,ingippoq
925,liegen::V,ležet,nalavoq
926,liegen::V,ležet,aqupivoq
927,hängen::V,viset,nivinngarpaa
928,werden::V,stát se,pinngorpoq
929,passieren::V,stát se,pivoq
930,beginnen::V,počít,aallarnerpaa
931,enden::V,končit,naggaserpaa
932,enden::V,skončit,naggaserpaa
933,wechseln::V,měnit se,immikkut ilivoq
934,aufgehen[Sonne]::V,vyjít,
935,untergehen[Sonne]::V,zapadnout,ilioqqaasoq
936,scheinen[Sonne]::V,svítit,qinnorpoq
937,scheinen[Sonne]::V,svítit,qinngorpoq
938,donnern::V,hřmět,kalleq
939,wehen::V,vát,timmivoq
940,wehen::V,vanout,timmivoq
941,strömen::V,proudit,
942,fließen::V,téct,
943,sich drehen::V,točit se,ipippaa
944,schwanken::V,kolísat,aalavoq
945,schwanken::V,houpat se,aalavoq
946,schwingen::V,kývat se,issakajaat or issakatsiaarut
947,fallen::V,padat,quasivaa
948,brennen::V,hořet,seerpoq
949,brennen::V,hořet,uuppaa
950,rauchen::V,kouřit,pujoorpoq
951,regnen::V,pršet,siallerpoq
952,gefrieren::V,zamrznout,qiulerpoq
953,tauen::V,tát,aappoq
954,schmelzen::V,tavit,aappoq
955,schmelzen::V,tavit,aatsippaa
956,trocknen::V,schnout,panerserpaa
957,sieden::V,vřít,qalappoq
958,faulen::V,hnít,
959,verfaulen::V,shnít,
960,reißen::V,roztrhat se,qulli
961,reißen::V,roztrhat se,alittorpaa
962,reißen::V,roztrhat se,kimillanneq
963,versinken::V,topit se,kivivaa
964,versinken::V,topit se,apparpoq
965,versinken::V,ponořit se,kivivaa
966,versinken::V,ponořit se,apparpoq
967,vergehen::V,plynout,qaangerpaa
968,vergehen::V,plynout,sarsuppoq
969,erscheinen::V,objevit se,takutippoq
970,verschwinden::V,zmizet,
971,sinken::V,klesat,kivivaa
972,sinken::V,klesat,apparpoq
973,abnehmen::V,ubýt,ikillipput
974,zunehmen::V,přibýt,allisippaa
975,steigen::V,stoupat,allisippaa
976,wachsen::V,růst,allivoq
977,glänzen::V,lesknout se,qinngorpoq
978,glänzen::V,lesknout se,qinnorpoq
979,funkeln::V,jiskřit se,uisorilavoq
980,lärmen::V,dělat hluk,
981,läuten::V,zvonit,avilualaarpoq
982,klingeln::V,zvonit,aviluarpoq
983,klingeln::V,zvonit,aviluarpaluppoq
984,klirren::V,řinčet,
985,brausen::V,hučet,ittuk
986,brausen::V,hučet,ittuppoq
987,brausen::V,hučet,ittuppaluppoq
988,rauschen::V,šumět,
989,klingen::V,znít,
990,bellen::V,štěkat,qiluppoq
991,heulen::V,výt,maarpoq
992,heulen::V,výt,maalavoq
993,heulen::V,výt,miaggoorpoq
994,blasen::V,foukat,aporneq
995,pfeifen::V,pískat,siggartartitsivoq
996,pfeifen::V,pískat,siorsulavoq
997,schreien::V,křičet,suaarpoq
998,stöhnen::V,sténat,nipiliorpoq
999,stöhnen::V,sténat,nipilliorpoq
1000,zittern::V,třást se,qarsulivik
1001,leben::V,žít,inuuvoq
1002,geboren werden::V,rodit se,inuuvoq
1003,geboren werden::V,rodit se,inunngorpoq
1004,atmen::V,dýchat,anersaarpoq
1005,trinken::V,pít,imerpoq
1006,essen::V,jíst,tamorpoq
1007,schlucken::V,polykat,tuluarnaq
1008,müde werden::V,unavit se,
1009,einschlafen::V,usnout,sinippoq
1010,schlafen::V,spát,sinik
1011,aufwachen::V,probudit se,iterpoq
1012,aufwachen::V,probudit se,eqqumavoq
1013,aufstehen::V,vstát,makippoq
1014,sich erholen::V,zotavovat se,qasuerserpoq
1015,krank werden::V,onemocnět,
1016,krank sein::V,být nemocný,
1017,schmerzen::V,bolet,anneraa
1018,schmerzen::V,bolet,annernarpoq
1019,husten::V,kašlat,quersorpoq
1020,genesen::V,uzdravit se,ajunngissivoq
1021,genesen::V,uzdravit se,ilisimmarpoq
1022,genesen::V,uzdravit se,ilorrippoq
1023,sterben::V,umřít,toquvoq
1024,umkommen::V,zahynout,
1025,sich bewegen::V,pohnout se,ingerlavoq
1026,sich rühren::V,hnout se,
1027,sich erheben::V,zdvihnout se,
1028,sich setzen::V,posadit se,ingippoq
1029,hinfallen::V,upadnout,
1030,laufen::V,běžet,arpappoq
1031,schreiten::V,kráčet,ingerlavoq
1032,spazierengehen::V,procházet se,utertakajaarpoq
1033,spazierengehen::V,procházet se,utertakattajaarpoq
1034,eilen::V,spěchat,qaa qaa
1035,eilen::V,spěchat,qiilasaarpoq
1036,eilen::V,spěchat,ingerlasaarpaa
1037,sich beeilen::V,pospíšit si,tuaviorpoq
1038,sausen::V,fičet,uiguut
1039,rennen::V,pádit,igivoq
1040,springen::V,skákat,upernassaq
1041,klettern::V,lézt,pilaakkeerpoq
1042,klettern::V,šplhat,pilaakkeerpoq
1043,schaukeln::V,houpat,aalavoq
1044,kriechen::V,lézt,
1045,kriechen::V,plazit se,
1046,schwimmen::V,plavat,naluppoq
1047,tauchen::V,nořit se,allorpoq
1048,rudern::V,veslovat,ipuppaa
1049,fahren::V,jet,qimusserpoq
1050,fahren::V,jezdit,qimusserpoq
1051,fliegen::V,létat,timmivoq
1052,gehen::V,jít,
1053,weggehen::V,odejít,piiarpoq
1054,abfahren::V,odjet,
1055,anhalten::V,zastavit se,unitsippaa
1056,hineingehen::V,vcházet se,timaappaa
1057,eintreten::V,vstoupit,allattorpaa
1058,kommen::V,přijít,qaa-
1059,kommen::V,přijít,pivaa
1060,ankommen::V,dojít,tikippoq
1061,zurückkommen::V,vrátit se,angerlarpoq
1062,bleiben::V,zůstat,uninngavoq
1063,warten::V,čekat,paavoq
1064,warten::V,čekat,utaqqivoq
1065,erwarten::V,čekat na,
1066,suchen::V,hledat,nivivaa
1067,finden::V,najít,nanivaa
1068,versuchen::V,zkoušet,uuppaa
1069,versuchen::V,zkoušet,ussersarpaa
1070,vorbereiten::V,připravit,piareersarpaa
1071,lieben::V,milovat,asavaa
1072,mögen::V,mít rád,akaaraa
1073,lachen::V,smát se,
1074,rühren::V,dojmout,qeerlerpaa
1075,weinen::V,plakat,qiavoq
1076,schimpfen::V,nadávat,qatimaarpoq
1077,sich ärgern::V,pohoršit se,ugguutigaa
1078,sich fürchten::V,bát se,eqqanaarpoq
1079,fürchten::V,bát se,ersigaa
1080,fliehen::V,utéct,qimaavoq
1081,flüchten::V,prchnout,allikarfigaa
1082,sehen::V,vidět,isigaa
1083,anschauen::V,podívat se na,
1084,ansehen::V,sledovat,alaatsinaappaa
1085,hören::V,slyšet,tusarpaa
1086,zuhören::V,poslouchat,naalappoq
1087,probieren::V,ochutnávat,
1088,riechen::V,cítit,tipippoq
1089,fühlen::V,cítit,misigaa
1090,scheinen::V,zdát se,takutippoq
1091,zu sehen sein::V,moci být viděn,
1092,vernehmen::V,uslyšet,
1093,frieren::V,mrznout,qiiavoq
1094,tun::V,dělat,iliorpoq
1095,können::V,moct,
1096,wollen::V,chtít,piumavaa
1097,anfangen::V,začít,pilerpoq
1098,beenden::V,ukončit,naggaserpaa
1099,aufhören::V,přestat,naammatsippaa
1100,gelingen::V,podařit se,
1101,geraten::V,dařit se,
1102,öffnen::V,otevřít,ammarpaa
1103,schließen::V,zavřít,matuaa
1104,stellen::V,postavit,ilivaa
1105,stellen::V,postavit,iliorarpai
1106,stellen::V,postavit,ilioqqarpai
1107,setzen::V,posadit,iliorarpai
1108,setzen::V,posadit,ilioqqarpai
1109,legen::V,klást,ilivaa
1110,legen::V,položit,ilivaa
1111,berühren::V,dotýkat se,attorpaa
1112,verbinden::V,spojit,taperserpaa
1113,bedecken::V,pokrýt,iikkerpaa
1114,bedecken::V,pokrýt,iikkersorpaa
1115,aufhängen::V,oběsit,inivaa
1116,aufhängen::V,oběsit,iniorarpai
1117,aufhängen::V,pověsit,inivaa
1118,aufhängen::V,pověsit,iniorarpai
1119,anzünden::V,zapálit,saggaavoq
1120,anzünden::V,podpálit,saggaavoq
1121,aufheben::V,zvednout,allisippaa
1122,aufheben::V,zdvihnout,allisippaa
1123,zurücklassen::V,zanechat,aallarpoq
1124,verlieren::V,ztratit,annaavaa
1125,fallen lassen::V,upustit,nakkaavaa
1126,machen::V,udělat,iliorpoq
1127,herstellen::V,vyrobit,anillatsippaa
1128,bauen::V,stavět,marrarterpaa
1129,bauen::V,budovat,marrarterpaa
1130,reparieren::V,opravit,iluarsaappaa
1131,verbessern::V,zlepšit,naqqippaa
1132,ändern::V,změnit,
1133,graben::V,rýt,assappaa
1134,graben::V,kopat,assappaa
1135,beugen::V,ohnout,qappappoq
1136,biegen::V,ohnout,qappappoq
1137,drehen::V,točit,
1138,wenden::V,obrátit,assappaa
1139,wenden::V,obrátit,assakarpoq
1140,umdrehen::V,obrátit,assakartippaa
1141,heben::V,zdvihnout,kivippaa
1142,hochheben::V,zvednout,kissumiarpaa
1143,ergreifen::V,chopit se,isaappaa
1144,ergreifen::V,chopit se,isaguppaa
1145,halten::V,držet,minarpaa
1146,drücken::V,stisknout,naqittaat
1147,schieben::V,posouvat,
1148,kratzen::V,škrábat,qitsuppaa
1149,lecken::V,lízat,aluppaa
1150,beißen::V,kousat,kiivaa
1151,abreißen::V,utrhat,aqqarpaa
1152,abreißen::V,utrhat,isaterpaa
1153,abreißen::V,odtrhat,aqqarpaa
1154,abreißen::V,odtrhat,isaterpaa
1155,abschneiden::V,uřezat,kipivaa
1156,abschneiden::V,ukrojit,kipivaa
1157,binden::V,přivázat,kakkersarpaa
1158,stecken::V,strčit,kussunneq
1159,brechen::V,lomit,nallorpaa
1160,klopfen::V,ťukat,pattappaa
1161,klopfen::V,klepat,pattappaa
1162,hauen::V,bít,aqivaa
1163,kleben::V,lepit,qaappoq
1164,reiben::V,třít,tagiarpaa
1165,reiben::V,třít,tangiarpaa
1166,streichen::V,mazat,erlerpoq
1167,schleifen::V,brousit,sequppaa
1168,schneiden::V,řezat,uullivoq
1169,schneiden::V,střihat,uullivoq
1170,rütteln::V,třást,
1171,rütteln::V,otřást,
1172,schütteln::V,třást,aalavoq
1173,schütteln::V,zatřást,aalavoq
1174,schwenken::V,mávat,issarpoq
1175,schütten::V,nasypat,
1176,füllen::V,naplnit,immerpaa
1177,einwickeln::V,zavinout,immoqquserpaa
1178,tragen::V,nést,maqippaa
1179,tragen::V,nést,assartorpoq
1180,schleppen::V,vléct,assartorpoq
1181,ziehen::V,tahat,kalippaa
1182,ziehen::V,tahat,kalissarpoq
1183,ziehen::V,táhnout,kalippaa
1184,ziehen::V,táhnout,kalissarpoq
1185,aufbewahren::V,schovat,toqqorpaa
1186,werfen::V,házet,kuivaa
1187,fangen::V,chytat,anguaa
1188,packen::V,uchvátit,
1189,verstecken::V,schovat,anngigaa
1190,teilen::V,rozdělit,agguut
1191,teilen::V,rozdělit,agguusersorpaa
1192,schicken::V,posílat,nassiuppaa
1193,bringen::V,přinést,aggiuppaa
1194,bringen::V,přinést,nassataraa
1195,hinzufügen::V,připojit,
1196,bekommen::V,dostat,tiguaa
1197,erhalten::V,uchovat,tiguaa
1198,nehmen::V,vzít,pivoq
1199,nehmen::V,vzít,tiguaa
1200,wählen::V,zvolit,
1201,auswählen::V,vybrat,
1202,bewahren::V,uchránit,sukkunik simerserpaa
1203,behindern::V,překážet,
1204,verderben::V,zkazit,asiutippaa
1205,verderben::V,zkazit,piuneerunnerit
1206,beschädigen::V,porušit,
1207,beschädigen::V,poškodit,
1208,zerbrechen::V,rozlámat,ukuvoq
1209,zerreißen::V,roztrhnout,tisavaa
1210,zerreißen::V,roztrhnout,alittorpaa
1211,zerstören::V,zničit,aserorpaa
1212,verbrennen::V,spálit,seerpoq
1213,geben::V,dát,pivoq
1214,reichen::V,podat,
1215,schenken::V,darovat,
1216,versprechen::V,slíbit,neriorsorpaa
1217,wünschen::V,přát,kissaat
1218,loben::V,chválit,nersorpaa
1219,loben::V,chválit,nersornaat
1220,küssen::V,líbat,kunippaa
1221,küssen::V,líbat,kunissorpaa
1222,wiegen::V,chovat,
1223,wiegen::V,kolébat,
1224,zudecken::V,přikrýt,majorpaa
1225,zudecken::V,přiklopit,majorpaa
1226,wecken::V,vzbudit,itersarpaa
1227,zeigen::V,ukázat,tikkuuppaa
1228,führen::V,vést,tasissiuppaa
1229,führen::V,vést,ilitsersorpaa
1230,führen::V,vést,tasissersuuppaa
1231,lehren::V,učit,ilinniartippaa
1232,unterrichten::V,vyučovat,ajoqerpaa
1233,unterrichten::V,vyučovat,ajoqersorpaa
1234,unterrichten::V,vyučovat,ilinniartitsivoq
1235,aufziehen::V,vychovat,inororsarpaa
1236,leiten::V,vodit,iluatsippaa
1237,antreiben::V,nutit,ikusimmippaa
1238,lassen::V,dát,
1239,einladen::V,pozvat,qaaqquaa
1240,einladen::V,pozvat,qaasarpaa
1241,vereinigen::V,spojit,taperserpaa
1242,besuchen::V,návštívit,tikeraarpaa
1243,treffen::V,potkat,aporappaa
1244,sich versammeln::V,shromáždit se,majorpoq
1245,spielen::V,hrát,pinnguarpoq
1246,singen::V,zpívat,erinarsorpoq
1247,tanzen::V,tančit,qitippoq
1248,sich trennen::V,rozejít se,immikkoortippaa
1249,verlassen::V,opustit,
1250,retten::V,zachránit,annaappaa
1251,bewachen::V,hlídat,
1252,schützen::V,chránit,eriagaa
1253,schützen::V,chránit,pineqartaalivaa
1254,verteidigen::V,obhájit,
1255,sich schlagen::V,bít se,
1256,schießen::V,střílet,aallaavaa
1257,schießen::V,střílet,piseriuppaa
1258,siegen::V,zvítězit,
1259,ärgern::V,zlobit,ninngassarpaa
1260,ärgern::V,zlobit,ninngassaarpaa
1261,ärgern::V,pohoršit,ninngassarpaa
1262,ärgern::V,pohoršit,ninngassaarpaa
1263,schlagen::V,udeřit,unatarpaa
1264,schlagen::V,praštit,unatarpaa
1265,treten::V,kopnout,tukerpoq
1266,stechen::V,bodnout,iguppaa
1267,stechen::V,bodnout,qasilippoq
1268,stechen::V,píchnout,iguppaa
1269,stechen::V,píchnout,qasilippoq
1270,stoßen::V,strčit,ikuserpaa
1271,stoßen::V,strčit,ikusimmippaa
1272,stehlen::V,ukrást,tillippaa
1273,stören::V,vyrušit,akornuserpaa
1274,belästigen::V,obtěžovat,
1275,verbergen::V,skrýt,anngigaa
1276,täuschen::V,klamat,
1277,betrügen::V,podvést,peqquserluttuliorfigaa
1278,töten::V,zabít,maappaa
1279,töten::V,zabít,toquppaa
1280,wohnen::V,bydlit,najugaqarpoq
1281,arbeiten::V,pracovat,sulivoq
1282,sammeln::V,sebrat,katersorpai
1283,pflücken::V,česat,
1284,jagen::V,uhonit,piniarpoq
1285,fischen::V,chytat ryby,aalisarpoq
1286,fassen::V,ulovit,
1287,hüten::V,pást,
1288,treiben::V,hnát,
1289,anbinden::V,přivázat,qilerut
1290,anbinden::V,přivázat,qilersorpaa
1291,anbinden::V,přivázat,ungerlatserpaa
1292,füttern::V,krmit,nerlerpaa
1293,melken::V,dojit,
1294,hacken::V,seknout,
1295,gießen::V,zalít,imerterpaa
1296,reifen::V,uzrát,
1297,zubereiten::V,připravit,
1298,kochen::V,vařit,igavoq
1299,backen::V,péct,
1300,braten::V,smažit,siappaa
1301,umrühren::V,zamíchat,qeerlerpaa
1302,stricken::V,plést,
1303,nähen::V,šít,
1304,färben::V,nabarvit,misuppaa
1305,reinigen::V,očistit,sanniarpaa
1306,waschen::V,mýt,asappaa
1307,abwischen::V,utřít,saligarpaa
1308,abwischen::V,utřít,saligartorpaa
1309,spülen::V,spláchnout,
1310,fegen::V,zamést,sanngiarpaa
1311,kehren::V,mést,
1312,baden::V,koupat se,uffarpoq
1313,sich waschen::V,mýt se,uffarpoq
1314,ausziehen::V,svléct,annoraajarpaa
1315,anziehen::V,obléct,ativaa
1316,anziehen::V,obléct,atitippaa
1317,sich anziehen::V,oblékat se,atisalersorpoq
1318,kämmen::V,učesat,
1319,schmücken::V,ozdobit,
1320,sagen::V,říct,oqarpoq
1321,sprechen::V,mluvit,oqaluttarpoq
1322,reden::V,hovořit,oqaluppoq
1323,sich unterhalten::V,povídat se,
1324,fragen::V,zeptat se,aperaa
1325,bitten::V,prosit,aperaa
1326,bitten::V,prosit,qinnuigaa
1327,erzählen::V,povídat,oqaluttuaraa
1328,mitteilen::V,sdělit,oqalualaarpoq
1329,mitteilen::V,oznámit,oqalualaarpoq
1330,nennen::V,nazvat,
1331,rufen::V,volat,qaaqquaa
1332,rufen::V,zavolat,qaaqquaa
1333,prahlen::V,chlubit se,oqqartuvoq
1334,prahlen::V,chlubit se,oqallortuvoq
1335,übersetzen::V,přeložit,ikaarpoq
1336,übersetzen::V,přeložit,nutserpaa
1337,denken::V,myslit,isumaqarpoq
1338,glauben::V,věřit,upperaa
1339,glauben::V,věřit,isumaqarpoq
1340,bemerken::V,zpozorovat,
1341,erkennen::V,poznat,ilisaraa
1342,begreifen::V,pochopit,
1343,verstehen::V,porozumět,paasivaa
1344,lernen::V,učit se,ilinniarpoq
1345,wissen::V,vědět,nalunngilaa
1346,sich erinnern an::V,vzpomínat si na,eqqaavaa
1347,vergessen::V,zapomínat,puiorpaa
1348,messen::V,měřit,ussersarpaa
1349,zählen::V,spočítat,kisitsivoq
1350,rechnen::V,počítat,kisitsivoq
1351,lesen::V,číst,atuarpoq
1352,malen::V,malovat,qalipappaa
1353,zeichnen::V,rýsovat,
1354,schreiben::V,psát,allappoq
1355,besitzen::V,mít,
1356,besitzen::V,vlastnit,
1357,kaufen::V,koupit,pisiaraa
1358,verkaufen::V,prodat,akigaa
1359,bezahlen::V,zaplatit,akilerpaa
1360,zahlen::V,platit,
1361,beherrschen::V,ovládat,inappaa
1362,ertragen::V,snést,ernertaaraa
