,Concept_ID,ca,kk
828,letzter::A,últim,артқы
829,letzter::A,últim,кейінгі
830,allein::ADV,sol,серіксіз
831,auf einmal::ADV,d'una vegada,бірден
832,zusammen::ADV,junt,бірлесіп
833,lange::ADV,molt de temps,ұзақ
834,plötzlich::ADV,de cop,кенет
835,plötzlich::ADV,de sobte,кенет
836,sofort::ADV,de seguida,әне-міне дегенше
837,später::ADV,més tard,артынан
838,jetzt::ADV,ara,енді
839,jetzt::ADV,ara,қазір
840,heute::ADV,avūi,бүгін
841,morgen::ADV,demà,ертең
842,bald::ADV,aviāt,тез
843,dann::ADV,després,онан соң
844,dann::ADV,després,сонан соң
845,gestern::ADV,ahir,кеше
846,einst::ADV,anteriorment,бірде
847,einst::ADV,anteriorment,бір кезде
848,damals::ADV,llavōrs,анада
849,damals::ADV,aleshores,анада
850,danach::ADV,després,онан соң
851,danach::ADV,després,сонан соң
852,vorher::ADV,abāns,бұрын
853,zuerst::ADV,primer,әуелі
854,zuerst::ADV,primer,алдымен
855,einmal::ADV,una vegada,бір жолы
856,manchmal::ADV,de vegades,кейде
857,oft::ADV,sovint,ылғи
858,immer::ADV,sempre,өнебойы
859,niemals::ADV,no ... mai,ешуақытта
860,hier::ADV,aquí,бұнда
861,hier::ADV,aquí,осында
862,hierhin::ADV,per aquí,бермен
863,von hier::ADV,des d'aquí,бер жақтан
864,dort::ADV,allí,анда
865,dorthin::ADV,hi,әрі
866,geradeaus::ADV,tot dret,тура
867,vorwärts::ADV,endavānt,ілгері
868,rückwärts::ADV,endarrera,артқа
869,zurück::ADV,darrere,кейін қарай
870,unten::ADV,a baix,төменде
871,hinab::ADV,cap avall,астына
872,hinab::ADV,cap avall,төмен
873,oben::ADV,dalt,жоғарыда
874,hinauf::ADV,cap amunt,өрге
875,überall::ADV,pertot,әрқайда
876,überall::ADV,per tot arreu,әрқайда
877,nicht::ADV,no,емес
878,ein wenig::ADV,una mica,азырақ
879,ein wenig::ADV,una mica,аздаған
880,ein wenig::ADV,una mica,азғантай
881,kaum::ADV,a penes,зорға
882,sehr::ADV,molt,орасан
883,so::ADV,així,бұлай
884,so::ADV,així,былайша
885,noch::ADV,encara,әлі
886,nur::ADV,només,ғана
887,schon::ADV,ja,түге
888,wieder::ADV,de nou,жаңа
889,wieder::ADV,de nou,қайта
890,wieder::ADV,de nou,жаңадан
891,vergebens::ADV,en va,бекер
892,vor::PRP,davānt,алды
893,vor::PRP,enfront de,алды
894,hinter::PRP,darrera,артынан
895,unter::PRP,sota,түп
896,unter::PRP,sota,маңында
897,durch::PRP,per,арқылы
898,neben::PRP,al costāt de,іргеде
899,neben::PRP,al costāt de,жанында
900,zwischen::PRP,entre,арада
901,wegen::PRP,a causa de,үшін
902,dies::PRN,aquest,бұ
903,dies::PRN,aquest,осы
904,das::PRN,això,сол
905,alles::PRN,tot,дүйім
906,alles::PRN,tot,күллі
907,ich::PRN,jo,мен
908,du::PRN,tu,сен
909,er::PRN,ell,ол
910,wir::PRN,nosaltres,біз
911,ihr::PRN,vosaltres,сіз
912,sie::PRN,ells,олар
913,sie::PRN,elles,олар
914,was::FPRN,què,не
915,wer::FPRN,qui,кім
916,wo::FADV,on,кәні
917,wo::FADV,on,қайда
918,wohin::FADV,cap a on,қайда
919,wie::FADV,com,калай
920,warum::FADV,per què,неғып
921,wieviel::FNUM,quant,неше
922,wieviel::FNUM,quant,қанша
923,eins::NUM,u,бір
924,zwei::NUM,dos,екі
925,drei::NUM,tres,үш
926,vier::NUM,quatre,төрт
927,fünf::NUM,cinc,бес
928,sechs::NUM,sis,алты
929,sieben::NUM,set,жеті
930,acht::NUM,vuit,сегіз
931,neun::NUM,nou,тоғыз
932,zehn::NUM,deu,он
933,elf::NUM,onze,он бір
934,zwölf::NUM,dotze,он екі
935,zwanzig::NUM,vint,жиырма
936,dreißig::NUM,trenta,отыз
937,vierzig::NUM,quaranta,қырық
938,fünfzig::NUM,cinquanta,елу
939,sechzig::NUM,seixanta,алпыс
940,siebzig::NUM,setanta,жетпіс
941,achtzig::NUM,vuitanta,сексен
942,neunzig::NUM,noranta,тоқсан
943,hundert::NUM,cent,жүз
944,tausend::NUM,mil,мың
945,und::CNJ,i,та
946,oder::CNJ,o,әлде
947,oder::CNJ,o,немесе
948,stehen::V,estar de peu,тұру
949,sitzen::V,seure,отыру
950,liegen::V,jeure,жату
951,hängen::V,penjar,ілу
952,werden::V,fer-se,болу
953,werden::V,fer-se,түрегелу
954,werden::V,posar-se,болу
955,werden::V,posar-se,түрегелу
956,passieren::V,succeir,болу
957,beginnen::V,iniciar-se,басталу
958,enden::V,acabar-se,ада болу
959,enden::V,terminar-se,ада болу
960,wechseln::V,canviar,құбылу
961,wechseln::V,canviar,өзгеру
962,aufgehen[Sonne]::V,sortir,шығу
963,untergehen[Sonne]::V,posar-se,батыру
964,scheinen[Sonne]::V,brillar,жылтырау
965,donnern::V,tronar,күркіреу
966,wehen::V,bufar,огып тур
967,strömen::V,afluir,сорғалау
968,fließen::V,fluir,ағу
969,sich drehen::V,girar,айналу
970,schwanken::V,vacil·lar,толықсу
971,schwingen::V,oscil·lar,тербелу
972,fallen::V,caure,құлау
973,fallen::V,caure,жығылу
974,fallen::V,caure,төмендеу
975,fallen::V,tombar,құлау
976,fallen::V,tombar,жығылу
977,fallen::V,tombar,төмендеу
978,brennen::V,cremar,жану
979,rauchen::V,fumejar,түтету
980,regnen::V,ploure,жауу
981,gefrieren::V,gelar-se,мұздай қату
982,gefrieren::V,gelar-se,мұз боп қату
983,tauen::V,fondre's,жібу
984,schmelzen::V,fondre's,еру
985,trocknen::V,assecar-se,курау
986,sieden::V,bullir,қайнау
987,faulen::V,podrir-se,иістену
988,verfaulen::V,podrir-se,шіру
989,reißen::V,trencar-se,жыртылу
990,versinken::V,enfonsar-se,малтығу
991,vergehen::V,passar,өту
992,erscheinen::V,aparèixer,көріну
993,erscheinen::V,aparèixer,көрініп қалу
994,verschwinden::V,desaparèixer,ғайып_болу
995,sinken::V,baixar,ылдилау
996,sinken::V,baixar,төмендеу
997,sinken::V,descendir,ылдилау
998,sinken::V,descendir,төмендеу
999,abnehmen::V,decréixer,кемітілу
1000,zunehmen::V,augmentar,көбею
1001,steigen::V,pujar,қобу
1002,steigen::V,pujar,көтерілу
1003,steigen::V,pujar,жоғарылау
1004,wachsen::V,créixer,өсу
1005,glänzen::V,brillar,жалтырау
1006,glänzen::V,resplendir,жалтырау
1007,funkeln::V,espurnejar,жарқырау
1008,funkeln::V,espurnejar,нұрлану
1009,funkeln::V,espurnejar,жылтылдау
1010,lärmen::V,fer soroll,шулау
1011,lärmen::V,fer soroll,шуылдау
1012,läuten::V,sonar,қоңыраулату
1013,klingeln::V,trucar,дыңғырлау
1014,klirren::V,dringar,дыңылдату
1015,brausen::V,rugir,тасу
1016,rauschen::V,murmurar,сусылдау
1017,rauschen::V,murmurar,сыбдырлау
1018,klingen::V,sonar,дыбыс шығару
1019,bellen::V,lladrar,үру
1020,heulen::V,udolar,ұлу
1021,blasen::V,bufar,үру
1022,pfeifen::V,xiular,ысқыру
1023,schreien::V,cridar,шыңғыру
1024,schreien::V,cridar,айғайлау
1025,schreien::V,cridar,байбайлау
1026,schreien::V,cridar,бажалақтау
1027,stöhnen::V,gemegar,ыңырсу
1028,stöhnen::V,gemegar,ыңкылдау
1029,zittern::V,tremolar,қалш
1030,zittern::V,tremolar,қалшылдату
1031,leben::V,vīure,жасау
1032,leben::V,vīure,күнелту
1033,leben::V,vīure,күн көру
1034,leben::V,vīure,тіршілік ету
1035,geboren werden::V,néixer,туу
1036,atmen::V,respirar,дем алу
1037,atmen::V,respirar,ауа жұту
1038,trinken::V,beure,ішу
1039,trinken::V,beure,ұрттау
1040,essen::V,menjar,жеу
1041,essen::V,menjar,тамақтану
1042,schlucken::V,empassar-se,жұту
1043,müde werden::V,cansar-se,болдыру
1044,einschlafen::V,adormir-se,үйыктап калу
1045,schlafen::V,dormir,ұйықтау
1046,aufwachen::V,despertar-se,ояну
1047,aufstehen::V,llevar-se,ояну
1048,sich erholen::V,descansar,тынығу
1049,krank werden::V,posar-se malalt,кеселдену
1050,krank werden::V,posar-se malalt,сырқаттану
1051,krank werden::V,posar-se malalt,ауырып қалу
1052,krank werden::V,posar-se malalt,ауыра бастау
1053,krank werden::V,posar-se malalt,кеселге ұшырау
1054,krank werden::V,posar-se malalt,сырқаттанып қалу
1055,krank sein::V,estar malalt,ауыру
1056,krank sein::V,estar malalt,сырқаттану
1057,schmerzen::V,doldre,ауырады
1058,husten::V,tossir,жөтелу
1059,genesen::V,recuperar-se,айығу
1060,sterben::V,morir,өлу
1061,sterben::V,morir,қайтыс
1062,sterben::V,morir,жантапсыру
1063,umkommen::V,perir,өлу
1064,umkommen::V,perir,қаза табу
1065,sich bewegen::V,moure's,жылжу
1066,sich rühren::V,moure's,қыбырлау
1067,sich erheben::V,aixecar-se,тұру
1068,sich setzen::V,asseure's,отыру
1069,hinfallen::V,caure's,жығылу
1070,laufen::V,caminar,жояу жүру
1071,schreiten::V,procedir,кадамдау
1072,spazierengehen::V,passejar,қыдыру
1073,eilen::V,anar corrent,асығу
1074,eilen::V,anar corrent,жеделдену
1075,eilen::V,anar corrent,жедепдеу
1076,sich beeilen::V,afanyar-se,асығу
1077,sich beeilen::V,afanyar-se,жеделдену
1078,sausen::V,córrer,заулау
1079,rennen::V,córrer,жүгіру
1080,springen::V,saltar,секіру
1081,klettern::V,escalar,өрмелеп шығу
1082,schaukeln::V,gronxar-se,тербелу
1083,schaukeln::V,balancejar-se,тербелу
1084,kriechen::V,reptar,еңбектеу
1085,kriechen::V,arrossegar-se,еңбектеу
1086,schwimmen::V,nadar,жүзу
1087,schwimmen::V,nadar,малту
1088,schwimmen::V,nadar,қалықтау
1089,tauchen::V,bussejar,сүңгу
1090,tauchen::V,submergir-se,сүңгу
1091,rudern::V,remar,есу
1092,fahren::V,anar,бару
1093,fliegen::V,volar,ұшу
1094,gehen::V,caminar,бару
1095,weggehen::V,anar-se'n,кету
1096,abfahren::V,partir,жөнелу
1097,anhalten::V,aturar-se,тоқтау
1098,hineingehen::V,entrar,кіру
1099,eintreten::V,entrar,ену
1100,kommen::V,venir,жету
1101,ankommen::V,arribar,келу
1102,zurückkommen::V,tornar,қайту
1103,bleiben::V,quedar-se,қалу
1104,warten::V,esperar,тосу
1105,erwarten::V,esperar,күту
1106,suchen::V,buscar,іздеу
1107,finden::V,trobar,табу
1108,versuchen::V,intentar,талпыну
1109,vorbereiten::V,preparar,әзірлеу
1110,lieben::V,estimar,сүю
1111,mögen::V,agradar a,жарату
1112,mögen::V,agradar a,жақсы_көру
1113,lachen::V,riure,күлу
1114,lachen::V,riure,күлісу
1115,rühren::V,commoure,көңілін бұзу
1116,rühren::V,emocionar,көңілін бұзу
1117,weinen::V,plorar,жылау
1118,schimpfen::V,renyar,ақырып-бақыру
1119,sich ärgern::V,enfadar-se,ашулану
1120,sich fürchten::V,tenir por,сескену
1121,fürchten::V,témer,қауіптену
1122,fürchten::V,témer,сақсыну
1123,fliehen::V,fugir,қашу
1124,fliehen::V,fugir,қашып кету
1125,flüchten::V,refugiar-se,қашу
1126,flüchten::V,refugiar-se,қашып кету
1127,sehen::V,veure,көру
1128,anschauen::V,mirar,назар салу
1129,ansehen::V,mirar,тамашалау
1130,hören::V,oir,есту
1131,zuhören::V,escoltar,тыңдау
1132,zuhören::V,escoltar,құлақ қою
1133,probieren::V,provar,тату
1134,probieren::V,provar,дәм тату
1135,riechen::V,olorar,иіскеу
1136,fühlen::V,sentīr,сезу
1137,fühlen::V,sentīr,сезіну
1138,scheinen::V,semblar,болып көріну
1139,zu sehen sein::V,poder-se veure,көріну
1140,vernehmen::V,percebre,есту
1141,vernehmen::V,percebre,есітіп қалу
1142,frieren::V,tenir fred,тоңу
1143,frieren::V,tenir fred,жаурау
1144,tun::V,fer,ету
1145,tun::V,fer,істеу
1146,können::V,poder,білу
1147,wollen::V,voler,қалау
1148,anfangen::V,iniciar,бастау
1149,beenden::V,acabar,бітіру
1150,beenden::V,acabar,адақтау
1151,beenden::V,acabar,тамамдау
1152,beenden::V,acabar,аяқтап шығу
1153,aufhören::V,deixar,доғару
1154,gelingen::V,sortir bé,жолы түсу
1155,geraten::V,sortir,калу
1156,öffnen::V,obrir,ашу
1157,öffnen::V,obrir,ашып қою
1158,schließen::V,tancar,жабу
1159,stellen::V,posar,қою
1160,stellen::V,posar,қойдыру
1161,stellen::V,col·locar,қою
1162,stellen::V,col·locar,қойдыру
1163,setzen::V,assentar,отырғызу
1164,legen::V,posar,салу
1165,legen::V,posar,калау
1166,berühren::V,tocar,тию
1167,verbinden::V,unir,байлап алу
1168,verbinden::V,unir,сабақтастыру
1169,verbinden::V,connectar,байлап алу
1170,verbinden::V,connectar,сабақтастыру
1171,bedecken::V,tapar,бүркеу
1172,bedecken::V,cobrir,бүркеу
1173,aufhängen::V,penjar,ілу
1174,aufhängen::V,penjar,асып қою
1175,anzünden::V,encendre,тұтату
1176,aufheben::V,aixecar,көтеру
1177,zurücklassen::V,deixar,қалдыру
1178,verlieren::V,pērdre,жоғалту
1179,fallen lassen::V,deixar caure,құлатып алу
1180,fallen lassen::V,deixar caure,қолдан түсіріп алу
1181,machen::V,fer,ету
1182,machen::V,fer,жасау
1183,machen::V,fer,жасап шығару
1184,herstellen::V,producir,жасап шығару
1185,bauen::V,construir,тұрғызу
1186,reparieren::V,reparar,оңдау
1187,verbessern::V,millorar,дұрыстау
1188,ändern::V,canviar,өзгерту
1189,graben::V,cavar,үңгу
1190,beugen::V,doblegar,буғу
1191,biegen::V,corbar,ию
1192,biegen::V,corbar,майыстыру
1193,biegen::V,arquejar,ию
1194,biegen::V,arquejar,майыстыру
1195,drehen::V,girar,айналдыру
1196,wenden::V,girar,екінші жағын айналдыру
1197,umdrehen::V,voltar,бұру
1198,heben::V,pujar,көтеру
1199,heben::V,aixecar,көтеру
1200,hochheben::V,aixecar,жоғарылату
1201,hochheben::V,aixecar,көтеру
1202,ergreifen::V,agafar,бас_салу
1203,ergreifen::V,agafar,шап_беріп_ұстап_алу
1204,ergreifen::V,agafar,шап_беру
1205,ergreifen::V,agafar,шап_ете_түсу
1206,halten::V,mantenir,тұту
1207,halten::V,mantenir,ұстау
1208,drücken::V,prémer,басу
1209,drücken::V,estrènyer,басу
1210,schieben::V,empènyer,итеру
1211,kratzen::V,raspar,қыру
1212,lecken::V,llepar,жалау
1213,beißen::V,mossegar,қабу
1214,beißen::V,mossegar,тістеу
1215,beißen::V,mossegar,қауып алу
1216,abreißen::V,arrencar,үзу
1217,abschneiden::V,tallar,қырқу
1218,binden::V,lligar,байланыстыру
1219,binden::V,lligar,байлап_алу
1220,binden::V,lligar,байластыру
1221,binden::V,lligar,байлау
1222,binden::V,lligar,буу
1223,binden::V,lligar,матау
1224,binden::V,lligar,сабақтастыру
1225,binden::V,lligar,ұштастыру
1226,stecken::V,ficar,сұғу
1227,brechen::V,trencar,сындыру
1228,klopfen::V,trucar,қағу
1229,hauen::V,picar,соғу
1230,hauen::V,colpejar,соғу
1231,kleben::V,enganxar,желімдеу
1232,reiben::V,fregar,үйкеу
1233,streichen::V,untar,сүйкеу
1234,schleifen::V,afilar,егеу
1235,schleifen::V,afilar,қайрау
1236,schleifen::V,afilar,егеулеу
1237,schleifen::V,esmolar,егеу
1238,schleifen::V,esmolar,қайрау
1239,schleifen::V,esmolar,егеулеу
1240,schneiden::V,tallar,кесу
1241,rütteln::V,sacsejar,қозғау
1242,rütteln::V,sacsejar,жұлмалау
1243,schütteln::V,agitar,дірілдету
1244,schütteln::V,agitar,селкілдету
1245,schütteln::V,sacsejar,дірілдету
1246,schütteln::V,sacsejar,селкілдету
1247,schwenken::V,agitar,бұлғау
1248,schwenken::V,agitar,сермеу
1249,schütten::V,abocar,құю
1250,füllen::V,omplir,толтыру
1251,einwickeln::V,embolicar,орау
1252,tragen::V,dur,алып жүру
1253,tragen::V,portar,алып жүру
1254,schleppen::V,arrossegar,тарту
1255,ziehen::V,tirar,тарту
1256,ziehen::V,estirar,тарту
1257,aufbewahren::V,conservar,сақтау
1258,werfen::V,llançar,лақтыру
1259,fangen::V,agafar,қармау
1260,fangen::V,agafar,қағып алу
1261,fangen::V,atrapar,қармау
1262,fangen::V,atrapar,қағып алу
1263,packen::V,engrapar,шап беру
1264,packen::V,engrapar,шап ете түсу
1265,packen::V,engrapar,шап беріп ұстап алу
1266,verstecken::V,amagar,тығу
1267,verstecken::V,amagar,жасыру
1268,teilen::V,dividir,бөлу
1269,schicken::V,enviar,жіберу
1270,bringen::V,portar,әкелу
1271,bringen::V,portar,алып келу
1272,hinzufügen::V,afegir,қосу
1273,hinzufügen::V,afegir,үстеу
1274,bekommen::V,obtenir,алу
1275,erhalten::V,rebre,алмақ
1276,nehmen::V,prendre,алу
1277,nehmen::V,prendre,алмақ
1278,wählen::V,triar,таңдау
1279,wählen::V,elegir,таңдау
1280,auswählen::V,escollir,екшеу
1281,auswählen::V,escollir,саралау
1282,auswählen::V,escollir,сұрыптау
1283,auswählen::V,escollir,сайлап алу
1284,auswählen::V,seleccionar,екшеу
1285,auswählen::V,seleccionar,саралау
1286,auswählen::V,seleccionar,сұрыптау
1287,auswählen::V,seleccionar,сайлап алу
1288,bewahren::V,conservar,сақтау
1289,behindern::V,impedir,оралғы болу
1290,behindern::V,obstaculitzar,оралғы болу
1291,verderben::V,espatllar,бүлдіру
1292,beschädigen::V,danyar,бұзу
1293,beschädigen::V,destrossar,бұзу
1294,zerbrechen::V,trencar,уату
1295,zerreißen::V,estripar,жырту
1296,zerstören::V,destruir,қирату
1297,zerstören::V,destruir,талқандау
1298,verbrennen::V,cremar,өртеу
1299,verbrennen::V,cremar,жандыру
1300,verbrennen::V,cremar,өртеп жіберу
1301,verbrennen::V,cremar,жандырып жіберу
1302,geben::V,donar,беру
1303,reichen::V,passar,беру
1304,schenken::V,regalar,тарту
1305,versprechen::V,prometre,уәде беру
1306,wünschen::V,desitjar,тілеу
1307,loben::V,elogiar,мақтау
1308,loben::V,elogiar,дәріптеу
1309,küssen::V,fer un petó a,сүю
1310,wiegen::V,bressolar,тербеу
1311,zudecken::V,tapar,бүркеу
1312,zudecken::V,cobrir,бүркеу
1313,wecken::V,despertar,ояту
1314,zeigen::V,mostrar,көрсету
1315,zeigen::V,ensenyar,көрсету
1316,führen::V,guiar,ерту
1317,führen::V,guiar,жетектеу
1318,führen::V,conduir,ерту
1319,führen::V,conduir,жетектеу
1320,lehren::V,ensenyar,оқыту
1321,unterrichten::V,ensenyar,оқыту
1322,aufziehen::V,criar,бағу
1323,leiten::V,dirigir,басқару
1324,leiten::V,dirigir,жетекшілік ету
1325,antreiben::V,impel·lir,асықтыру
1326,lassen::V,fer,-ткізу
1327,lassen::V,fer,мәжбүр ету
1328,einladen::V,invitar,шақыру
1329,einladen::V,convidar,шақыру
1330,vereinigen::V,unir,біріктіру
1331,vereinigen::V,unir,біріктіріп қою
1332,besuchen::V,visitar,кіріп шығу
1333,besuchen::V,visitar,барып шығу
1334,besuchen::V,anar a veure,кіріп шығу
1335,besuchen::V,anar a veure,барып шығу
1336,treffen::V,trobar,кездесу
1337,sich versammeln::V,reunir-se,топталу
1338,spielen::V,jugar,ойнау
1339,singen::V,cantār,сайрау
1340,tanzen::V,ballar,билеу
1341,sich trennen::V,separar-se,айрылысу
1342,verlassen::V,deixar,тастау
1343,verlassen::V,abandonar,тастау
1344,retten::V,salvar,құтқару
1345,bewachen::V,vigilar,күзету
1346,schützen::V,protegir,жақтау
1347,schützen::V,protegir,жақтасу
1348,verteidigen::V,defensar,қорғау
1349,sich schlagen::V,barallar-se,алысу
1350,schießen::V,tirar,ату
1351,schießen::V,disparar,ату
1352,siegen::V,vèncer,жеңу
1353,ärgern::V,enfadar,ашуландыру
1354,schlagen::V,pegar,ұру
1355,schlagen::V,colpejar,ұру
1356,treten::V,donar un cop de peu a,тебу
1357,stechen::V,punxar,шаншу
1358,stechen::V,apunyalar,шаншу
1359,stoßen::V,empènyer,түрту
1360,stehlen::V,robar,ұрлау
1361,stören::V,molestar,кесірлен
1362,belästigen::V,importunar,мазасын алу
1363,verbergen::V,amagar,сездірмеу
1364,verbergen::V,ocultar,сездірмеу
1365,täuschen::V,enganyar,жалған айту
1366,betrügen::V,estafar,алдау
1367,betrügen::V,estafar,алдап кету
1368,betrügen::V,estafar,ақымақ қылу
1369,töten::V,matar,құрту
1370,töten::V,matar,өлтіру
1371,wohnen::V,vīure,мекендеу
1372,wohnen::V,vīure,өмір сүру
1373,wohnen::V,habitar,мекендеу
1374,wohnen::V,habitar,өмір сүру
1375,arbeiten::V,treballar,істеу
1376,arbeiten::V,treballar,еңбектену
1377,sammeln::V,col·leccionar,жыю
1378,pflücken::V,collir,жұлу
1379,jagen::V,caçar,аулау
1380,fischen::V,pescar,балык_аулау
1381,fassen::V,atrapar,ұстау
1382,hüten::V,pasturar,жаю
1383,hüten::V,pasturar,бағу
1384,treiben::V,arriar,айдау
1385,anbinden::V,lligar,байлау
1386,füttern::V,donar menjar a,ас ішкізу
1387,füttern::V,donar menjar a,азықтандыру
1388,füttern::V,donar menjar a,қоректендіру
1389,melken::V,munyir,сауу
1390,hacken::V,picar,турау
1391,hacken::V,tallar,турау
1392,gießen::V,regar,суару
1393,reifen::V,madurar,жетілу
1394,zubereiten::V,preparar,даяр ету
1395,kochen::V,coure,асу
1396,backen::V,coure al forn,пісіру
1397,braten::V,rostir,қуыру
1398,umrühren::V,remenar,былғалау
1399,umrühren::V,remenar,сапырылыстыру
1400,stricken::V,tricotar,торлау
1401,stricken::V,tricotar,тоқу
1402,stricken::V,fer punt de mitja,торлау
1403,stricken::V,fer punt de mitja,тоқу
1404,nähen::V,cosir,тігу
1405,färben::V,tenyir,бояу
1406,färben::V,tenyir,сырлау
1407,reinigen::V,netejar,аршу
1408,reinigen::V,netejar,тазалау
1409,waschen::V,rentār,жуу
1410,abwischen::V,eixugar,сүрту
1411,spülen::V,esbandir,шаю
1412,fegen::V,escombrar,сыпыру
1413,kehren::V,escombrar,сыпыру
1414,baden::V,banyar-se,шомылу
1415,sich waschen::V,rentār-se,жуыну
1416,ausziehen::V,treure's,шешу
1417,anziehen::V,posar-se,кигізу
1418,sich anziehen::V,vestir-se,киіну
1419,kämmen::V,pentinar,тарау
1420,schmücken::V,adornar,әсемдеу
1421,schmücken::V,adornar,мәнерлеу
1422,schmücken::V,adornar,көріктендіру
1423,sagen::V,dir,деу
1424,sagen::V,dir,айту
1425,sprechen::V,parlar,деу
1426,sprechen::V,parlar,айту
1427,reden::V,parlar,сөйлеу
1428,reden::V,parlar,сөйлесу
1429,reden::V,parlar,тіл қатысу
1430,sich unterhalten::V,conversar,сұхбаттасу
1431,fragen::V,preguntar,сұрау
1432,bitten::V,demanar,өтіну
1433,bitten::V,demanar,жалыну
1434,erzählen::V,contar,айту
1435,erzählen::V,explicar,айту
1436,mitteilen::V,comunicar,білдіру
1437,nennen::V,nomenar,атау
1438,rufen::V,cridar,шақыру
1439,prahlen::V,lloar-se,бөсу
1440,prahlen::V,jactar-se,бөсу
1441,übersetzen::V,traduir,аудару
1442,denken::V,pensar,ойлау
1443,glauben::V,creure,нану
1444,glauben::V,creure,илану
1445,bemerken::V,notar,аңғару
1446,erkennen::V,reconèixer,тану
1447,begreifen::V,comprendre,ұғу
1448,begreifen::V,comprendre,аңғарып алу
1449,verstehen::V,entendre,пайым
1450,verstehen::V,entendre,түсіну
1451,lernen::V,aprendre,оқу
1452,wissen::V,saber,хабардар болу
1453,sich erinnern an::V,recordar,еске түсіру
1454,vergessen::V,oblidar,ұмыту
1455,messen::V,mesurar,өлшеу
1456,zählen::V,comptar,санау
1457,rechnen::V,calcular,санап шығару
1458,rechnen::V,calcular,санап шығу
1459,rechnen::V,calcular,санау
1460,lesen::V,llegir,оқу
1461,malen::V,pintar,сурет салу
1462,zeichnen::V,dibuixar,сурет салу
1463,schreiben::V,escrīure,жазу
1464,besitzen::V,posseir,болу
1465,kaufen::V,comprar,алу
1466,kaufen::V,comprar,әперу
1467,verkaufen::V,vendre,сату
1468,bezahlen::V,pagar,төлеу
1469,bezahlen::V,pagar,ақы беру
1470,bezahlen::V,pagar,ақы төлеу
1471,zahlen::V,pagar per,төлеу
1472,beherrschen::V,dominar,билеу
1473,ertragen::V,aguantar,төзу
1474,ertragen::V,aguantar,шыдау
