,Concept_ID,ro,kv
123,Ufer::N,mal,берег
124,Ufer::N,țărm,берег
125,Küste::N,coastă,берег
126,Festland::N,uscat,му
127,Meer::N,mare,море
128,Bucht::N,golf,курья
129,Insel::N,insulă,
130,Blume::N,floare,цветок
131,Gras::N,iarbă,турун
132,Wurzel::N,rădăcină,вуж
133,Baum::N,copac,пу
134,Baum::N,arbore,пу
135,Stamm::N,tulpină,мыр
136,Stamm::N,tulpină,кер
137,Rinde::N,scoarță,кач
138,Ast::N,cracă,ув
139,Ast::N,creangă,ув
140,Zweig::N,ramură,ув
141,Zweig::N,creangă,ув
142,Blatt::N,frunză,лист
143,Birke::N,mesteacăn,кыдз
144,Kiefer[Baum]::N,pin,пожум
145,Weide[Baum]::N,salcie,бадь
146,Weide[Baum]::N,răchită,бадь
147,Tanne::N,brad,кӧз
148,Horn::N,corn,сюр
149,Feder::N,pană,гӧн
150,Fell::N,piele,кучик
151,Flügel::N,aripă,борд
152,Klaue::N,gheară,гыж
153,Kralle::N,labă,кабыр
154,Kralle::N,gheară,кабыр
155,Schwanz::N,coadă,бӧж
156,Ei::N,ou,кольть
157,Nest::N,cuib,поз
158,Bau::N,bârlog,осьта
159,Bau::N,bârlog,нора
160,Bau::N,vizuină,осьта
161,Bau::N,vizuină,нора
162,Tier::N,animal,зверь
163,Herde::N,turmă,гурт
164,Herde::N,cireadă,гурт
165,Kuh::N,vacă,мӧс
166,Bulle::N,taur,ӧшка
167,Pferd::N,cal,вӧв
168,Schaf::N,oaie,баля
169,Schwein::N,porc,порсь
170,Hund::N,câine,пон
171,Katze::N,pisică,кань
172,Bär::N,urs,ош
173,Eichhörnchen::N,veveriță,ур
174,Elch::N,elan,вӧр мӧс
175,Fuchs::N,vulpe,руч
176,Hase::N,iepure,кӧч
177,Maus::N,șoarece,шыр
178,Wolf::N,lup,кӧин
179,Vogel::N,pasăre,кай
180,Schwarm::N,cârd,стая
181,Schwarm::N,cârd,чукӧр
182,Huhn::N,găină,курӧг
183,Hahn::N,cocoș,петух
184,Hahn::N,cocoș,ай курӧг
185,Gans::N,gâscă,дзодзог
186,Adler::N,vultur,куч
187,Adler::N,vultur,кутш
188,Ente::N,rață,утка
189,Eule::N,bufniță,тупка
190,Kranich::N,cocor,тури
191,Krähe::N,cioară,рака
192,Kuckuck::N,cuc,кӧк
193,Schwan::N,lebădă,юсь
194,Fisch::N,pește,чери
195,Barsch::N,biban,ёкыш
196,Hecht::N,știucă,сирпинь
197,Schlange[Tier]::N,șarpe,змей
198,Wurm::N,vierme,номыр
199,Spinne::N,păianjen,черань
200,Ameise::N,furnică,кӧдзывкар
201,Laus::N,păduche,ляпа той
202,Mücke::N,țânțar,ном
203,Fliege::N,muscă,гут
204,Schmetterling::N,fluture,бабыв
205,Beere::N,boabă,ягӧд
206,Apfel::N,măr,яблоко
207,Pilz::N,burete,тшак
208,Pilz::N,ciupercă,тшак
209,Zwiebel::N,ceapă,грез
210,Saat::N,semănătură,кӧдзыс
211,Korn::N,grâu,сю
212,Heu::N,fân,турун
213,Schale::N,coajă,кыш
214,Schale::N,coajă,киль
215,Grube::N,groapă,яма
216,Falle::N,cursă,нальк
217,Falle::N,cursă,кляпча
218,Falle::N,capcană,нальк
219,Falle::N,capcană,кляпча
220,Schlinge::N,laț,лӧч
221,Spur::N,dâră,туй
222,Asche::N,cenușă,пӧим
223,Dreck::N,noroi,нять
224,Dreck::N,murdărie,нять
225,Eisen::N,fier,кӧрт
226,Gold::N,aur,зарни
227,Silber::N,argint,язісь
228,Kohle::N,cărbune,шом
229,Kohle::N,cărbune,уголь
230,Glas::N,sticlă,стекло
231,Lehm::N,lut,сёй
232,Lehm::N,humă,сёй
233,Sand::N,nisip,лыа
234,Mensch::N,om,морт
235,Mensch::N,persoană,морт
236,Mann::N,om,мужик
237,Mann::N,bărbat,мужик
238,Frau::N,femeie,инька
239,Kind::N,copil,кага
240,Junge::N,băiat,зонка
241,Junge::N,flăcău,зонка
242,Mädchen::N,fată,нывкаок
243,Familie::N,familie,семья
244,Großvater::N,bunic,дед
245,Großvater::N,tată mare,дед
246,Großmutter::N,bunică,баб
247,Großmutter::N,mamă mare,баб
248,Eltern::N,părinți,ай-мам
249,Vater::N,tată,ай
250,Vater::N,părinte,ай
251,Mutter::N,mamă,мам
252,Sohn::N,fiu,зон
253,Sohn::N,fecior,зон
254,Tochter::N,fiică,ныв
255,Bruder::N,frate,вон
256,Schwester::N,soră,сой
257,Onkel::N,unchi,дядь
258,Tante::N,mătușă,айӧлӧн сой
259,Tante::N,mătușă,ичинь
260,Ehemann::N,soț,жӧник
261,Ehemann::N,bărbat,жӧник
262,Ehefrau::N,soție,инь
263,Freude::N,bucurie,гаж
264,Freude::N,bucurie,радъялӧм
265,Gelächter::N,râset,сералӧм
266,Glück::N,fericire,мичлун
267,Kummer::N,mâhnire,шог
268,Wunsch::N,dorință,мӧдӧм
269,Wunsch::N,dorință,охотитӧм
270,Wunsch::N,deziderat,мӧдӧм
271,Wunsch::N,deziderat,охотитӧм
272,Lust::N,poftă,охота
273,Lust::N,înclinare,охота
274,Geist::N,duh,лов
275,Geist::N,minte,лов
276,Geist::N,suflet,лов
277,Gedanke::N,gând,дума
278,Gedanke::N,cuget,дума
279,Gedächtnis::N,memorie,тӧдвыв
280,Verstand::N,minte,вежӧр
281,Verstand::N,intelect,вежӧр
282,Sinn::N,sens,ылӧс
283,Sinn::N,înțeles,ылӧс
284,Grund::N,cauză,мог
285,Grund::N,pricină,мог
286,Wahrheit::N,adevăr,правда
287,Gespräch::N,convorbire,сёрни
288,Gespräch::N,conversație,сёрни
289,Märchen::N,basm,сказка
290,Märchen::N,poveste,сказка
291,Erzählung::N,poveste,висьт
292,Nachricht::N,veste,юӧр
293,Nachricht::N,veste,висьталӧм
294,Neuigkeit::N,noutate,новость
295,Neuigkeit::N,actualitate,новость
296,Name::N,nume,ним
297,Rätsel::N,ghicitoare,загадка
298,Rede::N,discurs,сёрни
299,Sprache::N,limbă,кыв
300,Sprache::N,limbaj,кыв
301,Stimme::N,glas,голос
302,Wort::N,cuvânt,кыв
303,Zeichen::N,semn,пас
304,Zeichen::N,semnal,пас
305,Ruf::N,chemare,чуксӧм
306,Ruf::N,chemare,чукӧстӧм
307,Lärm::N,zgomot,шум
308,Lärm::N,tărăboi,шум
309,Laut::N,sunet,шы
310,Ton::N,ton,гор
311,Lied::N,cântec,сьыланкыв
312,Ruhe::N,odihnă,спокой
313,Ruhe::N,liniște,спокой
314,Leute::N,lume,йӧз
315,Leute::N,oameni,йӧз
316,Volk::N,popor,йӧз
317,Volk::N,popor,народ
318,Volk::N,națiune,йӧз
319,Volk::N,națiune,народ
320,Arbeit::N,lucru,удж
321,Gast::N,musafir,гӧсь
322,Geschenk::N,dar,гӧснеч
323,Geschenk::N,dar,подарок
324,Geschenk::N,cadou,гӧснеч
325,Geschenk::N,cadou,подарок
326,Spiel::N,joc,орсӧм
327,Gesellschaft::N,societate,компания
328,Hilfe::N,ajutor,отсӧт
329,Freund::N,amic,модз
330,Freund::N,amic,дружок
331,Freund::N,prieten,модз
332,Freund::N,prieten,дружок
333,Kamerad::N,tovarăș,тӧдса
334,Angelegenheit::N,afacere,дело
335,Anzahl::N,număr,лыд
336,Anzahl::N,cantitate,лыд
337,Art::N,fel,пӧлӧс
338,Art::N,specie,пӧлӧс
339,Stück::N,bucată,тор
340,Teil::N,parte,юкӧм
341,Teil::N,porție,юкӧм
342,Hälfte::N,jumătate,джын
343,Kreis::N,cerc,круг
344,Kreuz::N,cruce,перна
345,Linie::N,linie,визь
346,Strich::N,linie,кырӧв
347,Strich::N,trăsătură,кырӧв
348,Abstand::N,distanță,колас
349,Abstand::N,depărtare,колас
350,Entfernung::N,distanță,ылына
351,Entfernung::N,depărtare,ылына
352,Gegend::N,regiune,места
353,Platz::N,loc,места
354,Ort::N,loc,места
355,Seite::N,latură,ладор
356,Mitte::N,centru,шӧр
357,Gegenstand::N,obiect,тор
358,Sache::N,lucru,тор
359,Sache::N,chestie,тор
360,Rand::N,bordură,дор
361,Kante::N,muchie,ордлы
362,Kante::N,bordură,ордлы
363,Ecke::N,colț,пельӧс
364,Spitze::N,vârf,йыв
365,Spitze::N,creștet,йыв
366,Ende::N,capăt,йыв
367,Loch::N,gaură,осьта
368,Winkel::N,colț,пельӧс
369,Muster::N,desen,сер
370,Größe::N,mărime,ыжда
371,Länge::N,lungime,кузя
372,Höhe::N,înălțime,сувда
373,Höhe::N,înălțime,вылына
374,Gewicht::N,greutate,сьӧкта
375,Menge::N,cantitate,
376,Haufen::N,grămadă,куча
377,Reihe::N,șir,лёдз
378,Reihe::N,rând,лёдз
379,Boot::N,barcă,пыж
380,Boot::N,luntre,пыж
381,Ruder::N,vâslă,пелыс
382,Ruder::N,lopată,пелыс
383,Schlitten::N,sanie,додь
384,Ski::N,schi,лямпа
385,Lagerfeuer::N,foc de tabără,бипур
386,Last::N,povară,тягота
387,Last::N,sarcină,тягота
388,Gang::N,mers,мунӧм
389,Gang::N,umblet,мунӧм
390,Schritt::N,pas,вожмӧв
391,Norden::N,nord,ой
392,Norden::N,miazănoapte,ой
393,Süden::N,sud,лун
394,Süden::N,miazăzi,лун
395,Westen::N,apus,рытвыв
396,Osten::N,est,асыв
397,Osten::N,răsărit,асыв
398,Holz::N,lemn,пу
399,Brett::N,scândură,пӧв
400,Platte::N,placă,плита
401,Stütze::N,proptea,пика
402,Stange::N,bară,зор
403,Stange::N,bară,потш
404,Stange::N,prăjină,зор
405,Stange::N,prăjină,потш
406,Stock::N,băț,бедь
407,Stock::N,baston,бедь
408,Stab::N,baston,шест
409,Stab::N,prăjină,шест
410,Rohr::N,tub,труба
411,Rohr::N,țeavă,труба
412,Haus::N,casă,керку
413,Heim::N,casă,керку
414,Heim::N,cămin,керку
415,Ofen::N,sobă,пӧжавны
416,Fußboden::N,podea,джодж
417,Fußboden::N,dușumea,джодж
418,Tisch::N,masă,пызан
419,Stuhl::N,scaun,стул
420,Wiege::N,leagăn,зыбка
421,Bett::N,pat,кровать
422,Regal::N,rafturi,джадж
423,Kiste::N,ladă,ящик
424,Kiste::N,cutie,ящик
425,Fenster::N,fereastră,ӧшын
426,Tür::N,ușă,ыбӧс
427,Tor::N,poartă,ворота
428,Zaun::N,gard,забор
429,Dach::N,acoperiș,крыша
430,Leiter::N,scară,лиснич
431,Besen::N,mătură,рос
432,Spaten::N,cazma,зыр
433,Spaten::N,hârleț,зыр
434,Schaufel::N,lopată,зыр
435,Gabel::N,furculiță,вила
436,Löffel::N,lingură,пань
437,Messer::N,cuțit,пурт
438,Nagel::N,cui,кӧрттув
439,Netz::N,plasă,кыйӧт
440,Haken::N,cârlig,ем
441,Griff::N,mâner,пу
442,Schloss::N,lacăt,замок
443,Bild::N,tablou,картина
444,Bild::N,imagine,картина
445,Figur::N,chip,мыгӧр
446,Figur::N,figură,мыгӧр
447,Puppe::N,păpușă,акань
448,Beutel::N,pungă,мешӧк
449,Beutel::N,săculeț,мешӧк
450,Bündel::N,mănunchi,нин
451,Tasche::N,geantă,сумка
452,Eimer::N,găleată,ведра
453,Deckel::N,capac,вевт
454,Geschirr::N,vase,доз
455,Geschirr::N,vase,бекӧрпань
456,Geschirr::N,tacâmuri,доз
457,Geschirr::N,tacâmuri,бекӧрпань
458,Sack::N,sac,мешӧк
459,Tasse::N,ceașcă,бекӧр
460,Topf::N,oală,кастрюля
461,Kessel::N,cazan,пӧрт
462,Kessel::N,căldare,пӧрт
463,Essen::N,mâncare,сёйӧм
464,Nahrung::N,hrană,вердан
465,Nahrung::N,aliment,вердан
466,Speise::N,bucate,сёян
467,Speise::N,fel de bucate,сёян
468,Fleisch::N,carne,яй
469,Getreide::N,cereale,сю
470,Brei::N,pireu,каша
471,Brot::N,pâine,нянь
472,Scheibe::N,felie,шӧрӧм
473,Scheibe::N,bucată,шӧрӧм
474,Fett::N,untură,гос
475,Fett::N,grăsime,гос
476,Butter::N,unt,ви
477,Öl::N,ulei,ви
478,Salz::N,sare,сов
479,Suppe::N,supă,шыд
480,Suppe::N,ciorbă,шыд
481,Honig::N,miere,ма
482,Milch::N,lapte,йӧв
483,Tee::N,ceai,чай
484,Leder::N,piele,кучик
485,Wolle::N,lână,гӧн
486,Stoff::N,stofă,дӧра
487,Nadel::N,ac,ем
488,Faden::N,ață,сунис
489,Knopf::N,buton,кизь
490,Knoten::N,nod,узӧв
491,Knoten::N,nod,гӧрӧд
492,Farbe::N,vopsea,краска
493,Kleidung::N,haine,паськӧм
494,Kleidung::N,îmbrăcăminte,паськӧм
495,Hemd::N,cămașă,йӧрнӧс
496,Kragen::N,guler,воротник
497,Ärmel::N,mânecă,сос
498,Hose::N,pantaloni,вешьян
499,Gürtel::N,cordon,йи
500,Mütze::N,șapcă,шапка
501,Schuh::N,gheată,ботинки
502,Stiefel::N,cizmă,сапог
503,Ring::N,inel,чунькытш
504,Ring::N,verigă,чунькытш
505,Band::N,panglică,ленточка
506,Band::N,șiret,ленточка
507,Kamm::N,pieptene,сынан
508,Spiegel::N,oglindă,зеркало
509,Riemen::N,curea,ремень
510,Schnur::N,funie,гез
511,Schnur::N,sfoară,гез
512,Leine::N,lesă,повод
513,Leine::N,curea,повод
514,Decke::N,pătură,одеяло
515,Kissen::N,pernă,подушка
516,Tuch::N,batic,чышьян
517,Handtuch::N,prosop,чышкӧт
518,Handtuch::N,ștergar,чышкӧт
519,Kraft::N,forță,прак
520,Kraft::N,putere,прак
521,Stärke::N,tărie,вын
522,Stärke::N,vigoare,вын
523,Gesundheit::N,sănătate,здоровье
524,Krankheit::N,boală,шог
525,Krankheit::N,maladie,шог
526,Schmerz::N,durere,зубыт
527,Wunde::N,rană,рана
528,Fieber::N,febră,лёк тресся
529,Fieber::N,febră,кынтан шогӧт
530,Arznei::N,leac,лекарство
531,Arznei::N,medicament,лекарство
532,Brücke::N,pod,пос
533,Brücke::N,punte,пос
534,Brunnen::N,puț,колодец 
535,Weide::N,izlaz,пода йирсян
536,Weide::N,pășune,пода йирсян
537,Pfad::N,cărare,туй
538,Weg::N,drum,туй
539,Straße::N,cale,туй
540,Straße::N,stradă,туй
541,Dorf::N,sat,деревня
542,Stadt::N,oraș,город
543,Brief::N,scrisoare,гижӧт
544,Buch::N,carte,книга
545,Buchstabe::N,literă,буква
546,Buchstabe::N,caracter,буква
547,Zeitung::N,ziar,газета
548,Zeitung::N,gazetă,газета
549,Leben::N,viață,олан
550,Tod::N,moarte,кулӧм
551,Grab::N,groapă,гу
552,Grab::N,mormânt,гу
553,Kirche::N,biserică,вичку
554,Sünde::N,păcat,грек
555,Gott::N,zeu,ен
556,Arbeiter::N,muncitor,уджалiсь
557,Chef::N,șef,начальник
558,Meister::N,meșter,мастер
559,Meister::N,maestru,мастер
560,Arzt::N,medic,врач
561,Arzt::N,doctor,врач
562,Lehrer::N,profesor,велӧтісь
563,Lehrer::N,învățător,велӧтісь
564,Geld::N,bani,деньга
565,Geld::N,parale,деньга
566,Geschäft::N,treabă,удж
567,Geschäft::N,afacere,удж
568,Laden::N,magazin,магазин
569,Laden::N,prăvălie,магазин
570,Preis::N,preț,дон
571,Ware::N,marfă,товар
572,Nutzen::N,folos,путь
573,Nutzen::N,profit,путь
574,Reichtum::N,avuție,богатство
575,Reichtum::N,bogăție,богатство
576,Welt::N,lume,му
577,Land::N,țară,страна
578,Staat::N,stat,государство
579,König::N,rege,кан
580,Macht::N,putere,власть
581,Macht::N,putință,власть
582,Grenze::N,hotar,граница
583,Grenze::N,graniță,граница
584,Grenze::N,frontieră,граница
585,Krieg::N,război,война
586,Feind::N,dușman,враг
587,Gewalt::N,violență,
588,Kampf::N,luptă,нярасьӧм
589,Kampf::N,luptă,вермасьӧм
590,Bogen[Waffe]::N,arc,лук
591,Pfeil::N,săgeată,ньӧв
592,Gewehr::N,armă,ружьё
593,Gewehr::N,pușcă,ружьё
594,Fehler::N,eroare,ошибка
595,Fehler::N,greșeală,ошибка
596,Lüge::N,minciună,ылӧтӧм
597,Lüge::N,minciună,пӧрьялӧм
598,Schaden::N,daună,лёк
599,Schaden::N,pagubă,лёк
600,Unglück::N,nenorocire,пик
601,Unglück::N,nenorocire,оказзё
602,Schuld::N,vină,вина
603,Alter::N,etate,
604,Alter::N,vârstă,
605,Schluss::N,sfârșit,ком
606,Zeit::N,timp,кад
607,Zeit::N,vreme,кад
608,Tag::N,zi,лун
609,Morgen::N,dimineață,асыв
610,Mittag::N,prânz,луншӧр кад
611,Mittag::N,amiază,луншӧр кад
612,Abend::N,seară,рыт
613,Nacht::N,noapte,ой
614,Woche::N,săptămână,неделя
615,Monat::N,lună,тӧлicь
616,Jahr::N,an,год
617,Frühling::N,primăvară,тулыс
618,Sommer::N,vară,гожум
619,Herbst::N,toamnă,ар
620,Winter::N,iarnă,тӧв
621,Januar::N,ianuarie,январ
622,Februar::N,februarie,февраль
623,März::N,martie,март
624,April::N,aprilie,апрель
625,Mai::N,mai,май
626,Juni::N,iunie,юнь
627,Juli::N,iulie,юль
628,August::N,august,август
629,September::N,septembrie,сентяб
630,Oktober::N,octombrie,октяб
631,November::N,noiembrie,нояб
632,Dezember::N,decembrie,декаб
633,Montag::N,luni,вильлун
634,Dienstag::N,marți,мӧдӧдзлун
635,Mittwoch::N,miercuri,шӧрлун
636,Donnerstag::N,joi,нёльӧдзлун
637,Freitag::N,vineri,витӧдзлун
638,Samstag::N,sâmbătă,пывсянлун
639,Sonntag::N,duminică,кресення
640,groß::A,mare,ыджыт
641,klein::A,mic,учӧтик
642,lang::A,lung,кузь
643,kurz::A,scurt,дженыт
644,breit::A,lat,ота
645,breit::A,larg,ота
646,schmal::A,strâmt,векнит
647,dicht::A,des,тшӧк
648,dick[Gegenstand]::A,gros,кыз
649,dünn::A,subțire,вӧснит
650,fein::A,fin,вӧснит
651,fein::A,subțire,вӧснит
652,fest::A,tare,крепыт
653,fest::A,solid,крепыт
654,flach::A,șes,лапкӧса
655,flach::A,plan,лапкӧса
656,glatt::A,lins,волькыт
657,hart::A,dur,чӧрыт
658,weich::A,moale,небыт
659,rund::A,rotund,гӧгрӧса
660,rund::A,circular,гӧгрӧса
661,spitz::A,ascuțit,ёся
662,scharf::A,tăios,лэчыт
663,scharf::A,ascuțit,лэчыт
664,stumpf::A,tocit,ныж
665,schwer::A,greu,сьӧкыт
666,schön::A,frumos,басӧк
667,heiß::A,cald,жар
668,heiß::A,fierbinte,жар
669,warm::A,cald,шоныт
670,warm::A,fierbinte,шоныт
671,kalt::A,rece,кӧдзыт
672,kühl::A,rece,сайкыт
673,kühl::A,răcoros,сайкыт
674,frisch::A,răcoros,виль
675,frisch::A,proaspăt,виль
676,feucht::A,umed,вакодь
677,feucht::A,jilav,вакодь
678,nass::A,ud,ва
679,trocken::A,sec,кӧс
680,trocken::A,uscat,кӧс
681,voll::A,plin,тыра
682,leer::A,gol,тыртӧм
683,offen::A,deschis,оссьӧм
684,geschlossen::A,închis,игана
685,geschlossen::A,închis,пӧдана
686,sauber::A,curat,сӧдз
687,sauber::A,curat,сӧстӧм
688,schmutzig::A,murdar,нятьӧсь
689,roh::A,crud,путӧм
690,reif::A,copt,кисьмалӧм
691,lecker::A,gustos,кӧра 
692,süß::A,dulce,чӧскыт
693,bitter::A,amar,курыт
694,sauer::A,acru,шӧма 
695,hell::A,clar,югыт
696,hell::A,luminos,югыт
697,dunkel::A,obscur,пемыт
698,dunkel::A,întunecos,пемыт
699,schwarz::A,negru,сьӧд
700,weiß::A,alb,чочком
701,rot::A,roșu,гӧрд
702,gelb::A,galben,веж
703,blau::A,albastru,лӧз
704,grün::A,verde,веж
705,grau::A,gri,руд
706,grau::A,gri,бусӧй
707,grau::A,cenușiu,руд
708,grau::A,cenușiu,бусӧй
709,bunt::A,colorat,быдрӧма
710,billig::A,ieftin,донтӧм
711,teuer::A,scump,дона
712,wertvoll::A,prețios,дона
713,blind::A,orb,синтӧм
714,taub::A,surd,пельтӧм
715,kräftig::A,tare,вына
716,kräftig::A,forte,вына
717,kräftig::A,robust,вына
718,stark::A,viguros,вына
719,stark::A,puternic,вына
720,schwach::A,slab,некодя
721,schwach::A,debil,некодя
722,fett::A,gras,госа
723,schlank::A,zvelt,статя
724,hübsch::A,drăguț,басӧк
725,böse::A,rău,лёк
726,böse::A,răutăcios,лёк
727,dumm::A,nerod,бӧбӧв
728,dumm::A,nerod,вежӧртӧм
729,dumm::A,tâmpit,бӧбӧв
730,dumm::A,tâmpit,вежӧртӧм
731,faul::A,leneș,дыш
732,fleißig::A,harnic,уджалicь
733,fleißig::A,sârguincios,уджалicь
734,geizig::A,calic,жикмӧра
735,geizig::A,calic,горшаліcь
736,geizig::A,zgârcit,жикмӧра
737,geizig::A,zgârcit,горшаліcь
738,klug::A,isteț,авья
739,klug::A,isteț,вежӧра
740,klug::A,deștept,авья
741,klug::A,deștept,вежӧра
742,geschickt::A,dibaci,кипода
743,lieb::A,drag,муса
744,lieb::A,drag,дзулиньӧй
745,lieb::A,iubit,муса
746,lieb::A,iubit,дзулиньӧй
747,lustig::A,vesel,гажа
748,sanft::A,blând,лебезнӧй
749,sanft::A,blajin,лебезнӧй
750,hungrig::A,flămând,тшыг
751,krank::A,bolnav,шогалiсь
752,nackt::A,gol,куш
753,traurig::A,trist,жугыль
754,traurig::A,mâhnit,жугыль
755,lebendig::A,viu,ловья
756,gut::A,bun,бур
757,schlecht::A,rău,умӧль
758,schlecht::A,prost,умӧль
759,richtig::A,drept,
760,richtig::A,corect,
761,schlimm::A,rău,нештӧм
762,wahr::A,adevărat,
763,alt::A,uzat,важ
764,alt::A,vechi,важ
765,neu::A,nou,виль
766,ehemalig::A,fost,вӧвлӧм
767,ehemalig::A,anterior,вӧвлӧм
768,alt[Lebewesen]::A,bătrîn,года
769,alt[Lebewesen]::A,bătrîn,годдэза
770,jung::A,tânăr,том
771,arm::A,sărac,гов
772,arm::A,sărac,беднӧй
773,arm::A,sărman,гов
774,arm::A,sărman,беднӧй
775,reich::A,avut,эма
776,reich::A,bogat,эма
777,bekannt::A,cunoscut,тӧдса
778,berühmt::A,renumit,
779,fremd::A,străin,чужӧй
780,verschieden::A,diferit,быдкодь
781,verschieden::A,deosebit,быдкодь
782,nah::A,apropiat,матiсь
783,fern::A,departe,ылicь
784,linker::A,stâng,шульга
785,rechter::A,drept,веськытланись
786,anderer::A,alt,мукӧд
787,erster::A,prim,медодзза
788,zweiter::A,al doilea,кыкӧт
789,dritter::A,treilea,куимӧт
790,dritter::A,treilea,куимӧдз
791,letzter::A,final,бӧрья
792,letzter::A,final,мёдбӧрья
793,allein::ADV,singur,
794,auf einmal::ADV,dintrodată,тшӧтш
795,zusammen::ADV,împreună,ӧтлаын
796,lange::ADV,îndelung,дыр
797,lange::ADV,mult timp,дыр
798,plötzlich::ADV,deodată,друг
799,plötzlich::ADV,pe neașteptate,друг
800,sofort::ADV,imediat,тшӧтш
801,sofort::ADV,numaidecît,тшӧтш
802,später::ADV,mai apoi,медбӧрын
803,später::ADV,mai târziu,медбӧрын
804,jetzt::ADV,acum,ӧні
805,heute::ADV,azi,талун
806,heute::ADV,astăzi,талун
807,morgen::ADV,mâine,ашын
808,bald::ADV,curând,чожа
809,dann::ADV,apoi,сыбӧрын
810,gestern::ADV,ieri,тӧн
811,einst::ADV,odată,ӧтпыр
812,einst::ADV,odinioară,ӧтпыр
813,damals::ADV,atunci,сэк
814,damals::ADV,atunci,сэки
815,damals::ADV,pe atunci,сэк
816,damals::ADV,pe atunci,сэки
817,danach::ADV,după aceasta,сэсся
