,Concept_ID,cy,es
362,Länge::N,hyd,longitud
363,Höhe::N,uchder,altura
364,Höhe::N,uchder,altitud
365,Gewicht::N,pwysau,peso
366,Menge::N,swm,cantidad
367,Menge::N,maint,cantidad
368,Haufen::N,pentwr,montón
369,Reihe::N,rhes,fila
370,Boot::N,cwch,bote
371,Boot::N,cwch,barca
372,Ruder::N,rhwyf,remo
373,Schlitten::N,sled,trineo
374,Schlitten::N,car llusg,trineo
375,Ski::N,sgi,esquí
376,Lagerfeuer::N,coelcerth,hoguera
377,Last::N,llwyth,carga
378,Gang::N,tro,marcha
379,Schritt::N,cam,paso
380,Norden::N,gogledd,norte
381,Süden::N,de,sur
382,Westen::N,gorllewin,oeste
383,Osten::N,dwyrain,este
384,Holz::N,pren,madera
385,Brett::N,bwrdd,tabla
386,Brett::N,astell,tabla
387,Platte::N,llech,placa
388,Platte::N,llech,plancha
389,Stütze::N,ateg,sostén
390,Stütze::N,ateg,soporte
391,Stütze::N,cynhalydd,sostén
392,Stütze::N,cynhalydd,soporte
393,Stange::N,polyn,vara
394,Stange::N,polyn,percha
395,Stock::N,ffon,palo
396,Stock::N,ffon,bastón
397,Stock::N,brigyn,palo
398,Stock::N,brigyn,bastón
399,Stab::N,ffon,vara
400,Stab::N,ffon,bastón
401,Rohr::N,pibell,tubo
402,Haus::N,tŷ,casa
403,Heim::N,cartref,hogar
404,Ofen::N,stof,estufa
405,Fußboden::N,llawr,suelo
406,Tisch::N,bwrdd,mesa
407,Stuhl::N,cadair,silla
408,Wiege::N,crud,cuna
409,Bett::N,gwely,cama
410,Regal::N,silff,estantería
411,Kiste::N,bocs,caja
412,Kiste::N,blwch,caja
413,Fenster::N,ffenestr,ventana
414,Tür::N,drws,puerta
415,Tor::N,porth,puerta
416,Zaun::N,ffens,valla
417,Zaun::N,ffens,cercado
418,Dach::N,to,techo
419,Dach::N,to,tejado
420,Leiter::N,ysgol,escalera
421,Besen::N,ysgub,escoba
422,Spaten::N,rhaw,pala
423,Schaufel::N,rhaw,pala
424,Schaufel::N,rhaw,paleta
425,Gabel::N,fforc,tenedor
426,Löffel::N,llwy,cuchara
427,Messer::N,cyllell,cuchillo
428,Nagel::N,hoel,clavo
429,Netz::N,gwe,red
430,Netz::N,rhwyd,red
431,Haken::N,bach,gancho
432,Haken::N,bach,corchete
433,Griff::N,carn,asa
434,Griff::N,carn,mango
435,Schloss::N,clo,cerradura
436,Bild::N,llun,imagen
437,Bild::N,pictiwr,imagen
438,Figur::N,ffigur,figura
439,Puppe::N,dol,muñeca
440,Beutel::N,cwd,bolsa
441,Bündel::N,bwndel,haz
442,Bündel::N,coflaid,haz
443,Tasche::N,cod,bolso
444,Eimer::N,bwced,cubo
445,Eimer::N,cunnog,cubo
446,Deckel::N,caead,tapa
447,Deckel::N,caead,tapadera
448,Geschirr::N,llestri,vajilla
449,Sack::N,sach,saco
450,Tasse::N,cwpan,taza
451,Topf::N,pot,olla
452,Topf::N,pot,marmita
453,Topf::N,crochan,olla
454,Topf::N,crochan,marmita
455,Kessel::N,tegell,caldera
456,Essen::N,pryd o fwyd,comida
457,Nahrung::N,bwyd,alimento
458,Speise::N,saig,plato
459,Fleisch::N,cig,carne
460,Getreide::N,ŷd,cereales
461,Getreide::N,llafur,cereales
462,Brei::N,uwd,puré
463,Brei::N,uwd,papilla
464,Brot::N,bara,pan
465,Scheibe::N,tafell,lonja
466,Scheibe::N,tafell,rebanada
467,Fett::N,saim,grasa
468,Fett::N,braster,grasa
469,Butter::N,ymenyn,mantequilla
470,Öl::N,olew,aceite
471,Salz::N,halen,sal
472,Suppe::N,cawl,sopa
473,Honig::N,mêl,miel
474,Milch::N,llaeth,leche
475,Milch::N,llefrith,leche
476,Tee::N,te,té
477,Leder::N,lledr,cuero
478,Wolle::N,gwlân,lana
479,Stoff::N,lliain,tela
480,Stoff::N,lliain,tejido
481,Stoff::N,brethyn,tela
482,Stoff::N,brethyn,tejido
483,Nadel::N,nodwydd,aguja
484,Faden::N,edau,hilo
485,Faden::N,edefyn,hilo
486,Knopf::N,botwm,botón
487,Knoten::N,cwlwm,nudo
488,Farbe::N,paent,pintura
489,Kleidung::N,dillad,ropa
490,Kleidung::N,dillad,vestidos
491,Kleidung::N,gwisgoedd,ropa
492,Kleidung::N,gwisgoedd,vestidos
493,Hemd::N,crys,camisa
494,Kragen::N,coler,cuello
495,Ärmel::N,llawes,manga
496,Hose::N,trowsus,pantalón
497,Gürtel::N,gwregys,cinturón
498,Mütze::N,cap,gorro
499,Schuh::N,esgid,zapato
500,Stiefel::N,botasen,bota
501,Ring::N,modrwy,anillo
502,Band::N,rhuban,cinta
503,Kamm::N,crib,peine
504,Spiegel::N,drych,espejo
505,Riemen::N,strap,correa
506,Schnur::N,llinyn,cuerda
507,Leine::N,tennyn,correa
508,Decke::N,blanced,manta
509,Decke::N,gwrthban,manta
510,Kissen::N,clustog,almohada
511,Kissen::N,gobennydd,almohada
512,Tuch::N,sgarff,pañuelo
513,Handtuch::N,tywel,toalla
514,Handtuch::N,lliain sychu,toalla
515,Kraft::N,grym,fuerza
516,Stärke::N,nerth,fuerza
517,Stärke::N,cryfder,fuerza
518,Gesundheit::N,iechyd,salud
519,Krankheit::N,afiechyd,enfermedad
520,Krankheit::N,anhwylder,enfermedad
521,Schmerz::N,poen,dolor
522,Schmerz::N,gwayw,dolor
523,Wunde::N,clwyf,llaga
524,Wunde::N,clwyf,herida
525,Fieber::N,twymyn,fiebre
526,Arznei::N,meddyginiaeth,medicina
527,Arznei::N,meddyginiaeth,medicamento
528,Brücke::N,pont,puente
529,Brunnen::N,ffynnon,pozo
530,Weide::N,porfa,pasto
531,Pfad::N,llwybr,sendero
532,Weg::N,ffordd,camino
533,Straße::N,heol,vía
534,Straße::N,heol,carretera
535,Straße::N,ffordd,vía
536,Straße::N,ffordd,carretera
537,Dorf::N,pentref,aldea
538,Dorf::N,pentref,pueblo
539,Stadt::N,tref,ciudad
540,Brief::N,llythyr,carta
541,Buch::N,llyfr,libro
542,Buchstabe::N,llythyren,letra
543,Buchstabe::N,llythyren,carácter
544,Zeitung::N,papur newydd,diario
545,Zeitung::N,papur newydd,periódico
546,Leben::N,bywyd,vida
547,Tod::N,marwolaeth,muerte
548,Grab::N,bedd,tumba
549,Grab::N,bedd,sepulcro
550,Kirche::N,eglwys,iglesia
551,Sünde::N,pechod,pecado
552,Gott::N,duw,dios
553,Arbeiter::N,gweithiwr,obrero
554,Arbeiter::N,gweithiwr,trabajador
555,Chef::N,pennaeth,jefe
556,Meister::N,meistr,maestro
557,Arzt::N,meddyg,médico
558,Lehrer::N,athro,profesor
559,Geld::N,pres,dinero
560,Geld::N,arian,dinero
561,Geschäft::N,busnes,negocio
562,Laden::N,siop,tienda
563,Preis::N,pris,precio
564,Ware::N,nwydd,mercancía
565,Nutzen::N,elw,provecho
566,Nutzen::N,budd,provecho
567,Reichtum::N,cyfoeth,riqueza
568,Welt::N,byd,mundo
569,Land::N,gwlad,país
570,Staat::N,gwladwriaeth,Estado
571,König::N,brenin,rey
572,Macht::N,grym,poder
573,Macht::N,grym,potencia
574,Macht::N,awdurdod,poder
575,Macht::N,awdurdod,potencia
576,Grenze::N,ffin,frontera
577,Grenze::N,goror,frontera
578,Krieg::N,rhyfel,guerra
579,Feind::N,gelyn,enemigo
580,Gewalt::N,ffyrnigrwydd,violencia
581,Kampf::N,brwydr,lucha
582,Kampf::N,brwydr,combate
583,Bogen[Waffe]::N,bwa,arco
584,Pfeil::N,saeth,flecha
585,Gewehr::N,dryll,fusil
586,Gewehr::N,dryll,escopeta
587,Fehler::N,gwall,error
588,Fehler::N,camgymeriad,error
589,Lüge::N,celwydd,mentira
590,Lüge::N,anwiredd,mentira
591,Schaden::N,niwed,daño
592,Schaden::N,difrod,daño
593,Unglück::N,anffawd,desgracia
594,Schuld::N,bai,culpa
595,Alter::N,oed,edad
596,Schluss::N,diwedd,fin
597,Schluss::N,diwedd,final
598,Zeit::N,amser,tiempo
599,Tag::N,dydd,día
600,Tag::N,diwrnod,día
601,Morgen::N,bore,mañana
602,Mittag::N,nawn,mediodía
603,Abend::N,noswaith,noche
604,Nacht::N,nos,noche
605,Woche::N,wythnos,semana
606,Monat::N,mis,mes
607,Jahr::N,blwyddyn,año
608,Frühling::N,gwanwyn,primavera
609,Sommer::N,haf,verano
610,Herbst::N,hydref,otoño
611,Winter::N,gaeaf,invierno
612,Januar::N,Ionawr,enero
613,Februar::N,Chwefror,febrero
614,März::N,Mawrth,marzo
615,April::N,Ebrill,abril
616,Mai::N,Mai,mayo
617,Juni::N,Mehefin,junio
618,Juli::N,Gorffennaf,julio
619,August::N,Awst,agosto
620,September::N,Medi,septiembre
621,Oktober::N,Hydref,octubre
622,November::N,Tachwedd,noviembre
623,Dezember::N,Rhagfyr,diciembre
624,Montag::N,dydd Llun,lunes
625,Dienstag::N,dydd Mawrth,martes
626,Mittwoch::N,dydd Mercher,miércoles
627,Donnerstag::N,dydd Iau,jueves
628,Freitag::N,dydd Gwener,viernes
629,Samstag::N,dydd Sadwrn,sábado
630,Sonntag::N,dydd Sul,domingo
631,groß::A,mawr,grande
632,klein::A,bach,pequeño
633,lang::A,hir,largo
634,kurz::A,byr,corto
635,kurz::A,cwta,corto
636,breit::A,llydan,ancho
637,schmal::A,cul,estrecho
638,dicht::A,dwys,denso
639,dick[Gegenstand]::A,trwchus,grueso
640,dünn::A,tenau,fino
641,dünn::A,tenau,delgado
642,fein::A,main,fino
643,fein::A,main,delicado
644,fest::A,cadarn,firme
645,fest::A,cadarn,sólido
646,flach::A,gwastad,plano
647,glatt::A,llyfn,liso
648,hart::A,caled,duro
649,weich::A,meddal,muelle
650,rund::A,crwn,redondo
651,spitz::A,pigfain,agudo
652,spitz::A,pigfain,apuntado
653,scharf::A,miniog,agudo
654,scharf::A,miniog,afilado
655,stumpf::A,pŵl,sin filo
656,schwer::A,trwm,pesado
657,schön::A,teg,bello
658,schön::A,teg,hermoso
659,schön::A,hardd,bello
660,schön::A,hardd,hermoso
661,schön::A,prydferth,bello
662,schön::A,prydferth,hermoso
663,heiß::A,poeth,caluroso
664,warm::A,twym,cálido
665,warm::A,twym,caliente
666,warm::A,cynnes,cálido
667,warm::A,cynnes,caliente
668,kalt::A,oer,frío
669,kühl::A,oeraidd,fresco
670,frisch::A,iach,fresco
671,feucht::A,llaith,húmedo
672,nass::A,gwlyb,mojado
673,trocken::A,sych,seco
674,voll::A,llawn,lleno
675,leer::A,gwag,vacío
676,offen::A,agored,abierto
677,geschlossen::A,caead,cerrado
678,geschlossen::A,caeëdig,cerrado
679,sauber::A,glân,limpio
680,schmutzig::A,budr,sucio
681,schmutzig::A,brwnt,sucio
682,roh::A,amrwd,crudo
683,reif::A,aeddfed,maduro
684,lecker::A,blasus,rico
685,lecker::A,blasus,sabroso
686,lecker::A,danteithiol,rico
687,lecker::A,danteithiol,sabroso
688,süß::A,melys,dulce
689,bitter::A,chwerw,amargo
690,sauer::A,sur,agrio
691,hell::A,disglair,claro
692,dunkel::A,tywyll,oscuro
693,schwarz::A,du,negro
694,weiß::A,gwyn,blanco
695,rot::A,coch,rojo
696,gelb::A,melyn,amarillo
697,blau::A,glas,azul
698,grün::A,gwyrdd,verde
699,grau::A,llwyd,gris
700,bunt::A,lliwgar,multicolor
701,billig::A,rhad,barato
702,teuer::A,drud,caro
703,wertvoll::A,gwerthfawr,valioso
704,wertvoll::A,gwerthfawr,precioso
705,blind::A,dall,ciego
706,taub::A,byddar,sordo
707,kräftig::A,nerthol,fuerte
708,kräftig::A,grymus,fuerte
709,stark::A,cryf,fuerte
710,stark::A,cryf,vigoroso
711,stark::A,cadarn,fuerte
712,stark::A,cadarn,vigoroso
713,schwach::A,gwan,débil
714,fett::A,tew,obeso
715,schlank::A,main,esbelto
716,hübsch::A,tlws,mono
717,hübsch::A,tlws,guapo
718,böse::A,drwg,malo
719,dumm::A,twp,tonto
720,dumm::A,twp,estúpido
721,faul::A,diog,vago
722,faul::A,diog,perezoso
723,fleißig::A,dyfal,aplicado
724,fleißig::A,dyfal,diligente
725,geizig::A,crintach,avaro
726,geizig::A,cybyddlyd,avaro
727,klug::A,deallus,sensato
728,klug::A,deallus,inteligente
729,geschickt::A,medrus,hábil
730,geschickt::A,deheuig,hábil
731,lieb::A,hoff,querido
732,lieb::A,annwyl,querido
733,lustig::A,llon,alegre
734,sanft::A,mwyn,suave
735,hungrig::A,newynog,hambriento
736,krank::A,sâl,enfermo
737,krank::A,gwael,enfermo
738,nackt::A,noeth,desnudo
739,traurig::A,trist,triste
740,lebendig::A,yn fyw,vivo
741,lebendig::A,yn fyw,viviente
742,gut::A,da,bueno
743,schlecht::A,drwg,malo
744,schlecht::A,gwael,malo
745,richtig::A,cywir,justo
746,richtig::A,cywir,correcto
747,schlimm::A,enbyd,malo
748,schlimm::A,enbyd,grave
749,wahr::A,gwir,verídico
750,wahr::A,gwir,verdadero
751,alt::A,hen,viejo
752,neu::A,newydd,nuevo
753,ehemalig::A,blaenorol,antiguo
754,alt[Lebewesen]::A,oedrannus,viejo
755,jung::A,ifanc,joven
756,arm::A,tlawd,pobre
757,reich::A,cyfoethog,rico
758,bekannt::A,cynefin,conocido
759,bekannt::A,cyfarwydd,conocido
760,berühmt::A,enwog,famoso
761,berühmt::A,enwog,célebre
762,fremd::A,estron,extraño
763,verschieden::A,gwahanol,diverso
764,verschieden::A,gwahanol,distinto
765,verschieden::A,gwahanol,diferente
766,nah::A,agos,cercano
767,fern::A,pell,lejano
768,linker::A,aswy,izquierdo
769,linker::A,chwith,izquierdo
770,rechter::A,de,derecho
771,rechter::A,deau,derecho
772,anderer::A,arall,otro
773,erster::A,cyntaf,primero
774,zweiter::A,ail,segundo
775,dritter::A,trydydd,tercero
776,letzter::A,olaf,último
777,allein::ADV,unig,a solo
778,allein::ADV,ar ei ben ei hun,a solo
779,auf einmal::ADV,ar yr un pryd,de una vez
780,zusammen::ADV,ynghyd,juntos
781,zusammen::ADV,gyda'i gilydd,juntos
782,lange::ADV,amser hir,mucho tiempo
783,plötzlich::ADV,yn sydyn,de repente
784,sofort::ADV,ar unwaith,en seguida
785,später::ADV,yn ddiweddarach,más tarde
786,jetzt::ADV,yn awr,ahora
787,heute::ADV,heddiw,hoy
788,morgen::ADV,yfory,mañana
789,bald::ADV,yn fuan,pronto
790,bald::ADV,yn fuan,en breve
791,bald::ADV,gyda hyn,pronto
792,bald::ADV,gyda hyn,en breve
793,dann::ADV,yna,luego
794,dann::ADV,yna,entonces
795,dann::ADV,y pryd hwnnw,luego
796,dann::ADV,y pryd hwnnw,entonces
797,gestern::ADV,ddoe,ayer
798,einst::ADV,gynt,antaño
799,damals::ADV,ar y pryd,entonces
800,damals::ADV,bryd hynny,entonces
801,danach::ADV,wedyn,después
802,vorher::ADV,o'r blaen,antes
803,zuerst::ADV,yn gyntaf,primero
804,einmal::ADV,unwaith,una vez
805,manchmal::ADV,weithiau,a veces
806,manchmal::ADV,ar brydiau,a veces
807,oft::ADV,yn aml,a menudo
808,oft::ADV,yn aml,con frecuencia
809,oft::ADV,yn fynych,a menudo
810,oft::ADV,yn fynych,con frecuencia
811,immer::ADV,bob amser,siempre
812,niemals::ADV,ni ... byth,jamás
813,niemals::ADV,ni ... erioed,jamás
814,hier::ADV,yma,aquí
815,hierhin::ADV,hyd yma,acá
816,von hier::ADV,oddi yma,desde aquí
