,Concept_ID,,en
119,Ast::N,,limb
120,Zweig::N,,branch
121,Blatt::N,,leaf
122,Birke::N,,birch
123,Kiefer[Baum]::N,,pine
124,Weide[Baum]::N,,willow
125,Tanne::N,,fir
126,Horn::N,,horn
127,Feder::N,,feather
128,Fell::N,,fur
129,Flügel::N,,wing
130,Klaue::N,,claw
131,Kralle::N,,claw
132,Schwanz::N,,tail
133,Ei::N,,egg
134,Nest::N,,nest
135,Bau::N,,lair
136,Tier::N,,animal
137,Herde::N,,flock
138,Kuh::N,,cow
139,Bulle::N,,bull
140,Pferd::N,,horse
141,Schaf::N,,sheep
142,Schwein::N,,pig
143,Hund::N,,dog
144,Katze::N,,cat
145,Bär::N,,bear
146,Eichhörnchen::N,,squirrel
147,Elch::N,,elk
148,Fuchs::N,,fox
149,Hase::N,,hare
150,Maus::N,,mouse
151,Wolf::N,,wolf
152,Vogel::N,,bird
153,Schwarm::N,,swarm
154,Huhn::N,,chicken
155,Hahn::N,,cock
156,Gans::N,,goose
157,Adler::N,,eagle
158,Ente::N,,duck
159,Eule::N,,owl
160,Kranich::N,,crane
161,Krähe::N,,crow
162,Kuckuck::N,,cuckoo
163,Schwan::N,,swan
164,Fisch::N,,fish
165,Barsch::N,,perch
166,Hecht::N,,pike
167,Schlange[Tier]::N,,snake
168,Wurm::N,,worm
169,Spinne::N,,spider
170,Ameise::N,,ant
171,Laus::N,,louse
172,Mücke::N,,midge
173,Fliege::N,,fly
174,Schmetterling::N,,butterfly
175,Beere::N,,berry
176,Apfel::N,,apple
177,Pilz::N,,mushroom
178,Zwiebel::N,,onion
179,Saat::N,,seed
180,Korn::N,,grain
181,Heu::N,,hay
182,Schale::N,,husk
183,Grube::N,,pit
184,Falle::N,,trap
185,Schlinge::N,,noose
186,Spur::N,,track
187,Asche::N,,ashes
188,Dreck::N,,filth
189,Eisen::N,,iron
190,Gold::N,,gold
191,Silber::N,,silver
192,Kohle::N,,coal
193,Glas::N,,glass
194,Lehm::N,,clay
195,Sand::N,,sand
196,Mensch::N,,human
197,Mann::N,,man
198,Frau::N,,woman
199,Kind::N,,child
200,Junge::N,,boy
201,Mädchen::N,,girl
202,Familie::N,,family
203,Großvater::N,,grandfather
204,Großmutter::N,,grandmother
205,Eltern::N,,parents
206,Vater::N,,father
207,Mutter::N,,mother
208,Sohn::N,,son
209,Tochter::N,,daughter
210,Bruder::N,,brother
211,Schwester::N,,sister
212,Onkel::N,,uncle
213,Tante::N,,aunt
214,Ehemann::N,,husband
215,Ehefrau::N,,wife
216,Freude::N,,joy
217,Gelächter::N,,laughter
218,Glück::N,,happiness
219,Kummer::N,,grief
220,Wunsch::N,,wish
221,Lust::N,,desire
222,Geist::N,,spirit
223,Gedanke::N,,thought
224,Gedächtnis::N,,memory
225,Verstand::N,,mind
226,Sinn::N,,meaning
227,Grund::N,,reason
228,Wahrheit::N,,truth
229,Gespräch::N,,talk
230,Märchen::N,,fairy tale
231,Erzählung::N,,story
232,Nachricht::N,,message
233,Neuigkeit::N,,news
234,Name::N,,name
235,Rätsel::N,,puzzle
236,Rede::N,,speech
237,Sprache::N,,language
238,Stimme::N,,voice
239,Wort::N,,word
240,Zeichen::N,,sign
241,Ruf::N,,call
242,Lärm::N,,noise
243,Laut::N,,sound
244,Ton::N,,tone
245,Lied::N,,song
246,Ruhe::N,,calm
247,Leute::N,,people
248,Volk::N,,nation
249,Arbeit::N,,work
250,Gast::N,,guest
251,Geschenk::N,,gift
252,Spiel::N,,game
253,Gesellschaft::N,,company
254,Hilfe::N,,help
255,Freund::N,,friend
256,Kamerad::N,,companion
257,Angelegenheit::N,,matter
258,Anzahl::N,,count
259,Art::N,,sort
260,Stück::N,,piece
261,Teil::N,,part
262,Hälfte::N,,half
263,Kreis::N,,circle
264,Kreuz::N,,cross
265,Linie::N,,line
266,Strich::N,,stroke
267,Abstand::N,,gap
268,Entfernung::N,,distance
269,Gegend::N,,area
270,Platz::N,,space
271,Ort::N,,place
272,Seite::N,,side
273,Mitte::N,,middle
274,Gegenstand::N,,item
275,Sache::N,,thing
276,Rand::N,,fringe
277,Kante::N,,edge
278,Ecke::N,,corner
279,Spitze::N,,tip
280,Ende::N,,end
281,Loch::N,,hole
282,Winkel::N,,angle
283,Muster::N,,pattern
284,Größe::N,,size
285,Länge::N,,length
286,Höhe::N,,height
287,Gewicht::N,,weight
288,Menge::N,,amount
289,Haufen::N,,heap
290,Reihe::N,,row
291,Boot::N,,boat
292,Ruder::N,,oar
293,Schlitten::N,,sleigh
294,Ski::N,,ski
295,Lagerfeuer::N,,campfire
296,Last::N,,load
297,Gang::N,,walk
298,Schritt::N,,step
299,Norden::N,,north
300,Süden::N,,south
301,Westen::N,,west
302,Osten::N,,east
303,Holz::N,,wood
304,Brett::N,,board
305,Platte::N,,slab
306,Stütze::N,,bracket
307,Stange::N,,pole
308,Stock::N,,stick
309,Stab::N,,staff
310,Rohr::N,,pipe
311,Haus::N,,house
312,Heim::N,,home
313,Ofen::N,,stove
314,Fußboden::N,,floor
315,Tisch::N,,table
316,Stuhl::N,,chair
317,Wiege::N,,cradle
318,Bett::N,,bed
319,Regal::N,,shelf
320,Kiste::N,,box
321,Fenster::N,,window
322,Tür::N,,door
323,Tor::N,,gate
324,Zaun::N,,fence
325,Dach::N,,roof
326,Leiter::N,,ladder
327,Besen::N,,broom
328,Spaten::N,,spade
329,Schaufel::N,,shovel
330,Gabel::N,,fork
331,Löffel::N,,spoon
332,Messer::N,,knife
333,Nagel::N,,nail
334,Netz::N,,net
335,Haken::N,,hook
336,Griff::N,,handle
337,Schloss::N,,lock
338,Bild::N,,picture
339,Figur::N,,figure
340,Puppe::N,,doll
341,Beutel::N,,pouch
342,Bündel::N,,bundle
343,Tasche::N,,bag
344,Eimer::N,,bucket
345,Deckel::N,,cover
346,Geschirr::N,,dishes
347,Sack::N,,sack
348,Tasse::N,,cup
349,Topf::N,,pot
350,Kessel::N,,kettle
351,Essen::N,,meal
352,Nahrung::N,,food
353,Speise::N,,dish
354,Fleisch::N,,meat
355,Getreide::N,,corn
356,Brei::N,,mush
357,Brot::N,,bread
358,Scheibe::N,,slice
359,Fett::N,,fat
360,Butter::N,,butter
361,Öl::N,,oil
362,Salz::N,,salt
363,Suppe::N,,soup
364,Honig::N,,honey
365,Milch::N,,milk
366,Tee::N,,tea
367,Leder::N,,leather
368,Wolle::N,,wool
369,Stoff::N,,cloth
370,Nadel::N,,needle
371,Faden::N,,thread
372,Knopf::N,,button
373,Knoten::N,,knot
374,Farbe::N,,paint
375,Kleidung::N,,clothes
376,Hemd::N,,shirt
377,Kragen::N,,collar
378,Ärmel::N,,sleeve
379,Hose::N,,trousers
380,Gürtel::N,,belt
381,Mütze::N,,cap
382,Schuh::N,,shoe
383,Stiefel::N,,boot
384,Ring::N,,ring
385,Band::N,,ribbon
386,Kamm::N,,comb
387,Spiegel::N,,mirror
388,Riemen::N,,strap
389,Schnur::N,,string
390,Leine::N,,leash
391,Decke::N,,blanket
392,Kissen::N,,pillow
393,Tuch::N,,scarf
394,Handtuch::N,,towel
395,Kraft::N,,force
396,Stärke::N,,strength
397,Gesundheit::N,,health
398,Krankheit::N,,illness
399,Schmerz::N,,pain
400,Wunde::N,,wound
401,Fieber::N,,fever
402,Arznei::N,,medicine
403,Brücke::N,,bridge
404,Brunnen::N,,well
405,Weide::N,,pasture
406,Pfad::N,,path
407,Weg::N,,way
408,Straße::N,,road
409,Dorf::N,,village
410,Stadt::N,,town
411,Brief::N,,letter
412,Buch::N,,book
413,Buchstabe::N,,character
414,Zeitung::N,,newspaper
415,Leben::N,,life
416,Tod::N,,death
417,Grab::N,,grave
418,Kirche::N,,church
419,Sünde::N,,sin
420,Gott::N,,god
421,Arbeiter::N,,worker
422,Chef::N,,boss
423,Meister::N,,master
424,Arzt::N,,doctor
425,Lehrer::N,,teacher
426,Geld::N,,money
427,Geschäft::N,,business
428,Laden::N,,shop
429,Preis::N,,price
430,Ware::N,,ware
431,Nutzen::N,,profit
432,Reichtum::N,,wealth
433,Welt::N,,world
434,Land::N,,country
435,Staat::N,,state
436,König::N,,king
437,Macht::N,,power
438,Grenze::N,,border
439,Krieg::N,,war
440,Feind::N,,enemy
441,Gewalt::N,,violence
442,Kampf::N,,fight
443,Bogen[Waffe]::N,,bow
444,Pfeil::N,,arrow
445,Gewehr::N,,gun
446,Fehler::N,,mistake
447,Lüge::N,,lie
448,Schaden::N,,damage
449,Unglück::N,,misfortune
450,Schuld::N,,fault
451,Alter::N,,age
452,Schluss::N,,conclusion
453,Zeit::N,,time
454,Tag::N,,day
455,Morgen::N,,morning
456,Mittag::N,,noon
457,Abend::N,,evening
458,Nacht::N,,night
459,Woche::N,,week
460,Monat::N,,month
461,Jahr::N,,year
462,Frühling::N,,spring
463,Sommer::N,,summer
464,Herbst::N,,autumn
465,Winter::N,,winter
466,Januar::N,,January
467,Februar::N,,February
468,März::N,,March
469,April::N,,April
470,Mai::N,,May
471,Juni::N,,June
472,Juli::N,,July
473,August::N,,August
474,September::N,,September
475,Oktober::N,,October
476,November::N,,November
477,Dezember::N,,December
478,Montag::N,,Monday
479,Dienstag::N,,Tuesday
480,Mittwoch::N,,Wednesday
481,Donnerstag::N,,Thursday
482,Freitag::N,,Friday
483,Samstag::N,,Saturday
484,Sonntag::N,,Sunday
485,groß::A,,big
486,klein::A,,little
487,lang::A,,long
488,kurz::A,,short
489,breit::A,,wide
490,schmal::A,,narrow
491,dicht::A,,dense
492,dick[Gegenstand]::A,,thick
493,dünn::A,,thin
494,fein::A,,delicate
495,fest::A,,firm
496,flach::A,,flat
497,glatt::A,,smooth
498,hart::A,,hard
499,weich::A,,soft
500,rund::A,,round
501,spitz::A,,pointed
502,scharf::A,,sharp
503,stumpf::A,,blunt
504,schwer::A,,heavy
505,schön::A,,beautiful
506,heiß::A,,hot
507,warm::A,,warm
508,kalt::A,,cold
509,kühl::A,,cool
510,frisch::A,,fresh
511,feucht::A,,damp
512,nass::A,,wet
513,trocken::A,,dry
514,voll::A,,full
515,leer::A,,empty
516,offen::A,,open
517,geschlossen::A,,closed
518,sauber::A,,clean
519,schmutzig::A,,dirty
520,roh::A,,raw
521,reif::A,,ripe
522,lecker::A,,delicious
523,süß::A,,sweet
524,bitter::A,,bitter
525,sauer::A,,sour
526,hell::A,,bright
527,dunkel::A,,dark
528,schwarz::A,,black
529,weiß::A,,white
530,rot::A,,red
531,gelb::A,,yellow
532,blau::A,,blue
533,grün::A,,green
534,grau::A,,grey
535,bunt::A,,colourful
536,bunt::A,,colorful
537,billig::A,,cheap
538,teuer::A,,dear
539,wertvoll::A,,precious
540,blind::A,,blind
541,taub::A,,deaf
542,kräftig::A,,powerful
543,stark::A,,strong
544,schwach::A,,weak
545,fett::A,,fat
546,schlank::A,,slim
547,hübsch::A,,pretty
548,böse::A,,evil
549,dumm::A,,stupid
550,faul::A,,lazy
551,fleißig::A,,diligent
552,geizig::A,,stingy
553,klug::A,,clever
554,geschickt::A,,skilful
555,geschickt::A,,skillful
556,lieb::A,,dear
557,lustig::A,,merry
558,sanft::A,,gentle
559,hungrig::A,,hungry
560,krank::A,,sick
561,nackt::A,,naked
562,traurig::A,,sad
563,lebendig::A,,living
564,gut::A,,good
565,schlecht::A,,bad
566,richtig::A,,correct
567,schlimm::A,,nasty
568,wahr::A,,true
569,alt::A,,old
570,neu::A,,new
571,ehemalig::A,,former
572,alt[Lebewesen]::A,,aged
573,jung::A,,young
574,arm::A,,poor
575,reich::A,,rich
576,bekannt::A,,familiar
577,berühmt::A,,famous
578,fremd::A,,foreign
579,verschieden::A,,different
580,nah::A,,near
581,fern::A,,far
582,linker::A,,left
583,rechter::A,,right
584,anderer::A,,other
585,erster::A,,first
586,zweiter::A,,second
587,dritter::A,,third
588,letzter::A,,last
589,allein::ADV,,alone
590,auf einmal::ADV,,at once
591,zusammen::ADV,,together
592,lange::ADV,,long
593,plötzlich::ADV,,suddenly
594,sofort::ADV,,instantly
595,später::ADV,,later
596,jetzt::ADV,,now
597,heute::ADV,,today
598,morgen::ADV,,tomorrow
599,bald::ADV,,soon
600,dann::ADV,,then
601,gestern::ADV,,yesterday
602,einst::ADV,,once
603,damals::ADV,,at that time
604,danach::ADV,,afterwards
605,vorher::ADV,,before
606,zuerst::ADV,,at first
607,einmal::ADV,,once
608,manchmal::ADV,,sometimes
609,oft::ADV,,often
610,immer::ADV,,always
611,niemals::ADV,,never
612,hier::ADV,,here
613,hierhin::ADV,,hither
614,hierhin::ADV,,to here
615,hierhin::ADV,,here
616,von hier::ADV,,hence
617,dort::ADV,,there
618,dorthin::ADV,,thither
619,dorthin::ADV,,there
620,dorthin::ADV,,to there
621,geradeaus::ADV,,ahead
622,vorwärts::ADV,,forward
623,rückwärts::ADV,,backward
624,zurück::ADV,,back
625,unten::ADV,,below
626,hinab::ADV,,down
627,oben::ADV,,above
628,hinauf::ADV,,up
629,überall::ADV,,everywhere
630,nicht::ADV,,not
631,ein wenig::ADV,,a little
632,kaum::ADV,,hardly
633,sehr::ADV,,very
634,so::ADV,,so
635,noch::ADV,,still
636,nur::ADV,,only
637,schon::ADV,,already
638,wieder::ADV,,again
639,vergebens::ADV,,in vain
640,vor::PRP,,in front of
641,hinter::PRP,,behind
642,unter::PRP,,under
643,durch::PRP,,through
644,neben::PRP,,next to
645,zwischen::PRP,,between
646,wegen::PRP,,because of
647,dies::PRN,,this
648,das::PRN,,that
649,alles::PRN,,everything
650,ich::PRN,,I
651,du::PRN,,you
652,du::PRN,,thou
653,er::PRN,,he
654,wir::PRN,,we
655,ihr::PRN,,you
656,sie::PRN,,they
657,was::FPRN,,what
658,wer::FPRN,,who
659,wo::FADV,,where
660,wohin::FADV,,where ... to
661,wohin::FADV,,where to
662,wohin::FADV,,where
663,wie::FADV,,how
664,warum::FADV,,why
665,wieviel::FNUM,,how much
666,eins::NUM,,one
667,zwei::NUM,,two
668,drei::NUM,,three
669,vier::NUM,,four
670,fünf::NUM,,five
671,sechs::NUM,,six
672,sieben::NUM,,seven
673,acht::NUM,,eight
674,neun::NUM,,nine
675,zehn::NUM,,ten
676,elf::NUM,,eleven
677,zwölf::NUM,,twelve
678,zwanzig::NUM,,twenty
679,dreißig::NUM,,thirty
680,vierzig::NUM,,forty
681,fünfzig::NUM,,fifty
682,sechzig::NUM,,sixty
683,siebzig::NUM,,seventy
684,achtzig::NUM,,eighty
685,neunzig::NUM,,ninety
686,hundert::NUM,,a hundred
687,tausend::NUM,,a thousand
688,und::CNJ,,and
689,oder::CNJ,,or
690,stehen::V,,stand
691,sitzen::V,,sit
692,liegen::V,,lie
693,hängen::V,,hang
694,werden::V,,become
695,passieren::V,,happen
696,beginnen::V,,begin
697,enden::V,,end
698,wechseln::V,,change
699,aufgehen[Sonne]::V,,rise
700,untergehen[Sonne]::V,,set
701,scheinen[Sonne]::V,,shine
702,donnern::V,,thunder
703,wehen::V,,blow
704,strömen::V,,stream
705,fließen::V,,flow
706,sich drehen::V,,revolve
707,schwanken::V,,sway
708,schwingen::V,,swing
709,fallen::V,,fall
710,brennen::V,,burn
711,rauchen::V,,smoke
712,regnen::V,,rain
713,gefrieren::V,,freeze
714,tauen::V,,thaw
715,schmelzen::V,,melt
716,trocknen::V,,dry
717,sieden::V,,boil
718,faulen::V,,rot
719,verfaulen::V,,decay
720,reißen::V,,snap
721,versinken::V,,sink
722,vergehen::V,,pass
723,erscheinen::V,,appear
724,verschwinden::V,,disappear
725,sinken::V,,drop
726,abnehmen::V,,decrease
727,zunehmen::V,,increase
728,steigen::V,,rise
729,wachsen::V,,grow
730,glänzen::V,,shine
731,funkeln::V,,sparkle
732,lärmen::V,,be noisy
733,läuten::V,,chime
734,klingeln::V,,ring
735,klirren::V,,tinkle
736,brausen::V,,roar
737,rauschen::V,,rustle
738,klingen::V,,sound
739,bellen::V,,bark
740,heulen::V,,howl
741,blasen::V,,blow
742,pfeifen::V,,whistle
743,schreien::V,,shout
744,stöhnen::V,,groan
745,zittern::V,,tremble
746,leben::V,,be alive
747,geboren werden::V,,be born
748,atmen::V,,breathe
749,trinken::V,,drink
750,essen::V,,eat
751,schlucken::V,,swallow
752,müde werden::V,,get tired
753,einschlafen::V,,fall asleep
754,schlafen::V,,sleep
755,aufwachen::V,,wake up
756,aufstehen::V,,get up
757,sich erholen::V,,relax
758,krank werden::V,,fall ill
759,krank sein::V,,be ill
760,schmerzen::V,,ache
761,husten::V,,cough
762,genesen::V,,recover
763,sterben::V,,die
764,umkommen::V,,perish
765,sich bewegen::V,,move
766,sich rühren::V,,budge
767,sich erheben::V,,stand up
768,sich setzen::V,,sit down
769,hinfallen::V,,tumble
770,laufen::V,,walk
771,schreiten::V,,pace
772,spazierengehen::V,,go for a walk
773,eilen::V,,rush
774,sich beeilen::V,,hurry
775,sausen::V,,dash
776,rennen::V,,run
777,springen::V,,jump
778,klettern::V,,climb
779,schaukeln::V,,seesaw
780,kriechen::V,,creep
781,schwimmen::V,,swim
782,tauchen::V,,dive
783,rudern::V,,row
784,fahren::V,,drive
785,fliegen::V,,fly
786,gehen::V,,go
787,weggehen::V,,go away
788,abfahren::V,,depart
789,anhalten::V,,stop
790,hineingehen::V,,go in
791,eintreten::V,,enter
792,kommen::V,,come
793,ankommen::V,,arrive
794,zurückkommen::V,,come back
795,bleiben::V,,stay
796,warten::V,,wait
797,erwarten::V,,wait for
798,suchen::V,,seek
799,suchen::V,,look for
800,finden::V,,find
801,versuchen::V,,try
802,vorbereiten::V,,prepare
803,lieben::V,,love
804,mögen::V,,like
805,lachen::V,,laugh
806,rühren::V,,move
807,weinen::V,,weep
808,schimpfen::V,,grumble
809,sich ärgern::V,,be annoyed
810,sich fürchten::V,,be afraid
811,fürchten::V,,be afraid of
812,fliehen::V,,flee
813,flüchten::V,,escape
814,sehen::V,,see
815,anschauen::V,,look at
816,ansehen::V,,watch
817,hören::V,,hear
818,zuhören::V,,listen
819,probieren::V,,taste
820,riechen::V,,smell
821,fühlen::V,,feel
822,scheinen::V,,seem
823,zu sehen sein::V,,show
824,vernehmen::V,,hear
825,frieren::V,,be cold
826,tun::V,,do
827,können::V,,can
828,wollen::V,,want
829,anfangen::V,,start
830,beenden::V,,finish
831,aufhören::V,,stop
832,gelingen::V,,succeed
833,geraten::V,,turn out
834,öffnen::V,,open
835,schließen::V,,close
836,stellen::V,,put
837,setzen::V,,place
838,legen::V,,lay
839,berühren::V,,touch
840,verbinden::V,,connect
841,bedecken::V,,cover
842,aufhängen::V,,hang up
843,anzünden::V,,light
844,aufheben::V,,pick up
845,zurücklassen::V,,leave
846,verlieren::V,,lose
847,fallen lassen::V,,drop
848,machen::V,,make
849,herstellen::V,,produce
850,bauen::V,,build
851,reparieren::V,,mend
852,verbessern::V,,improve
853,ändern::V,,alter
854,graben::V,,dig
855,beugen::V,,bow
856,biegen::V,,bend
857,drehen::V,,spin
858,wenden::V,,turn
859,umdrehen::V,,turn around
860,heben::V,,raise
861,hochheben::V,,lift
862,ergreifen::V,,seize
863,halten::V,,hold
864,drücken::V,,press
865,schieben::V,,push
866,kratzen::V,,scrape
867,lecken::V,,lick
868,beißen::V,,bite
869,abreißen::V,,tear off
870,abschneiden::V,,cut off
871,binden::V,,tie
872,stecken::V,,stick
873,brechen::V,,break
874,klopfen::V,,knock
875,hauen::V,,hit
876,kleben::V,,glue
877,reiben::V,,rub
878,streichen::V,,spread
879,schleifen::V,,grind
880,schneiden::V,,cut
881,rütteln::V,,jolt
882,schütteln::V,,shake
883,schwenken::V,,swing
884,schütten::V,,pour
885,füllen::V,,fill
886,einwickeln::V,,wrap
887,tragen::V,,carry
888,schleppen::V,,drag
889,ziehen::V,,pull
890,aufbewahren::V,,keep
891,werfen::V,,throw
892,fangen::V,,catch
893,packen::V,,grab
894,verstecken::V,,hide
895,teilen::V,,divide
896,schicken::V,,send
897,bringen::V,,bring
898,hinzufügen::V,,add
899,bekommen::V,,get
900,erhalten::V,,receive
901,nehmen::V,,take
902,wählen::V,,choose
903,auswählen::V,,select
904,bewahren::V,,preserve
905,behindern::V,,hinder
906,verderben::V,,spoil
907,beschädigen::V,,damage
908,zerbrechen::V,,break
909,zerreißen::V,,tear
910,zerstören::V,,destroy
911,verbrennen::V,,burn
912,geben::V,,give
913,reichen::V,,hand
914,schenken::V,,give
915,versprechen::V,,promise
916,wünschen::V,,wish
917,loben::V,,praise
918,küssen::V,,kiss
919,wiegen::V,,rock
920,zudecken::V,,cover
921,wecken::V,,wake
922,zeigen::V,,show
923,führen::V,,guide
924,lehren::V,,teach
925,unterrichten::V,,instruct
926,aufziehen::V,,bring up
927,leiten::V,,lead
928,antreiben::V,,urge
929,lassen::V,,let
930,einladen::V,,invite
931,vereinigen::V,,unite
932,besuchen::V,,visit
933,treffen::V,,meet
934,sich versammeln::V,,assemble
935,spielen::V,,play
936,singen::V,,sing
937,tanzen::V,,dance
938,sich trennen::V,,separate
939,verlassen::V,,leave
940,retten::V,,rescue
941,bewachen::V,,guard
942,schützen::V,,protect
943,verteidigen::V,,defend
944,sich schlagen::V,,brawl
945,schießen::V,,shoot
946,siegen::V,,win
947,ärgern::V,,annoy
948,schlagen::V,,beat
949,treten::V,,kick
950,stechen::V,,sting
951,stoßen::V,,shove
952,stehlen::V,,steal
953,stören::V,,disturb
954,belästigen::V,,bother
955,verbergen::V,,conceal
956,täuschen::V,,deceive
957,betrügen::V,,cheat
958,töten::V,,kill
959,wohnen::V,,dwell
960,arbeiten::V,,work
961,sammeln::V,,gather
962,pflücken::V,,pick
963,jagen::V,,hunt
964,fischen::V,,fish
965,fassen::V,,catch
966,hüten::V,,herd
967,treiben::V,,drive
968,anbinden::V,,tie up
969,füttern::V,,feed
970,melken::V,,milk
971,hacken::V,,chop
972,gießen::V,,water
973,reifen::V,,ripen
974,zubereiten::V,,cook
975,kochen::V,,boil
976,backen::V,,bake
977,braten::V,,fry
978,umrühren::V,,stir
979,stricken::V,,knit
980,nähen::V,,sew
981,färben::V,,dye
982,reinigen::V,,clean
983,waschen::V,,wash
984,abwischen::V,,wipe
985,spülen::V,,rinse
986,fegen::V,,sweep
987,kehren::V,,sweep
988,baden::V,,bath
989,sich waschen::V,,wash
990,ausziehen::V,,take off
991,anziehen::V,,put on
992,sich anziehen::V,,get dressed
993,kämmen::V,,comb
994,schmücken::V,,decorate
995,sagen::V,,say
996,sprechen::V,,speak
997,reden::V,,talk
998,sich unterhalten::V,,chat
999,fragen::V,,ask
1000,bitten::V,,request
1001,erzählen::V,,tell
1002,mitteilen::V,,convey
1003,nennen::V,,name
1004,rufen::V,,call
1005,prahlen::V,,brag
1006,übersetzen::V,,translate
1007,denken::V,,think
1008,glauben::V,,believe
1009,bemerken::V,,notice
1010,erkennen::V,,recognize
1011,begreifen::V,,grasp
1012,verstehen::V,,understand
1013,lernen::V,,learn
1014,wissen::V,,know
1015,sich erinnern an::V,,remember
1016,vergessen::V,,forget
1017,messen::V,,measure
1018,zählen::V,,count
1019,rechnen::V,,calculate
1020,lesen::V,,read
1021,malen::V,,paint
1022,zeichnen::V,,draw
1023,schreiben::V,,write
1024,besitzen::V,,own
1025,kaufen::V,,buy
1026,verkaufen::V,,sell
1027,bezahlen::V,,pay for
1028,zahlen::V,,pay
1029,beherrschen::V,,rule
1030,ertragen::V,,endure
