,Concept_ID,cs,bg
420,Regal::N,regál,рафт
421,Regal::N,regál,етажерка
422,Regal::N,police,рафт
423,Regal::N,police,етажерка
424,Kiste::N,bedna,кутия
425,Kiste::N,bedna,сандък
426,Fenster::N,okno,прозорец
427,Tür::N,dveře,врата
428,Tor::N,vrata,врата
429,Zaun::N,plot,ограда
430,Dach::N,střecha,покрив
431,Leiter::N,žebřík,стълба
432,Besen::N,koště,метла
433,Besen::N,smeták,метла
434,Spaten::N,rýč,лопата
435,Schaufel::N,lopata,лопата
436,Gabel::N,vidlička,вилица
437,Löffel::N,lžíce,лъжица
438,Messer::N,nůž,нож
439,Nagel::N,hřebík,гвоздей
440,Netz::N,síť,мрежа
441,Haken::N,hák,кука
442,Haken::N,hák,закачалка
443,Griff::N,držadlo,ръчка
444,Griff::N,držadlo,дръжка
445,Schloss::N,zámek,брава
446,Schloss::N,zámek,ключалка
447,Bild::N,obraz,картина
448,Figur::N,figura,фигура
449,Puppe::N,panenka,кукла
450,Beutel::N,pytlík,кесия
451,Bündel::N,svazek,връзка
452,Tasche::N,taška,чанта
453,Tasche::N,brašna,чанта
454,Eimer::N,kýbl,кофа
455,Eimer::N,vědro,кофа
456,Deckel::N,víko,капак
457,Deckel::N,víko,похлупак
458,Deckel::N,příklop,капак
459,Deckel::N,příklop,похлупак
460,Geschirr::N,nádobí,съдове
461,Sack::N,pytel,чувал
462,Tasse::N,šálek,чаша
463,Topf::N,hrnec,гърне
464,Topf::N,hrnec,тенджера
465,Kessel::N,kotel,котел
466,Essen::N,jídlo,ядене
467,Nahrung::N,strava,храна
468,Nahrung::N,potrava,храна
469,Speise::N,jídlo,ястие
470,Fleisch::N,maso,месо
471,Getreide::N,obilí,зърнено храни
472,Brei::N,kaše,каша
473,Brot::N,chléb,хляб
474,Scheibe::N,krajíc,резен
475,Fett::N,tuk,мазнина
476,Fett::N,omastek,мазнина
477,Butter::N,máslo,масло
478,Öl::N,olej,олио
479,Öl::N,olej,оливия
480,Salz::N,sůl,сол
481,Suppe::N,polévka,супа
482,Honig::N,med,мед
483,Milch::N,mléko,мляко
484,Tee::N,čaj,чай
485,Leder::N,kůže,кожа
486,Wolle::N,vlna,вълна
487,Stoff::N,látka,плат
488,Stoff::N,látka,материал
489,Nadel::N,jehla,игла
490,Faden::N,nit,конец
491,Knopf::N,knoflík,копче
492,Knoten::N,uzel,възел
493,Farbe::N,barva,боя
494,Kleidung::N,šaty,дрехи
495,Kleidung::N,šaty,облекло
496,Kleidung::N,šatstvo,дрехи
497,Kleidung::N,šatstvo,облекло
498,Hemd::N,košile,риза
499,Kragen::N,límec,яка
500,Ärmel::N,rukáv,ръкав
501,Hose::N,kalhoty,панталони
502,Gürtel::N,pás,пояс
503,Gürtel::N,pás,колан
504,Gürtel::N,opasek,пояс
505,Gürtel::N,opasek,колан
506,Mütze::N,čepice,каскет
507,Mütze::N,čepice,фуражка
508,Schuh::N,bota,обувка
509,Stiefel::N,holínka,ботуш
510,Ring::N,prsten,пръстен
511,Band::N,pásek,лента
512,Band::N,pásek,връзка
513,Kamm::N,hřeben,гребен
514,Spiegel::N,zrcadlo,огледало
515,Riemen::N,řemen,каиш
516,Riemen::N,řemen,ремък
517,Schnur::N,šňůra,връв
518,Leine::N,vodítko,връв
519,Leine::N,vodítko,въже
520,Decke::N,pokrývka,покривка
521,Decke::N,přikrývka,покривка
522,Kissen::N,polštář,възглавница
523,Tuch::N,šátek,сукно
524,Handtuch::N,ručník,пешкир
525,Handtuch::N,ručník,кърпа за лице
526,Kraft::N,síla,мощ
527,Kraft::N,síla,сила
528,Stärke::N,síla,сила
529,Gesundheit::N,zdraví,здраве
530,Krankheit::N,nemoc,болест
531,Krankheit::N,choroba,болест
532,Schmerz::N,bolest,болка
533,Wunde::N,rána,рана
534,Fieber::N,horečka,треска
535,Fieber::N,horečka,температура
536,Arznei::N,lék,лек
537,Arznei::N,lék,лекарство
538,Brücke::N,most,мост
539,Brunnen::N,studna,чешма
540,Brunnen::N,studna,кладенец
541,Weide::N,pastva,паша
542,Weide::N,pastva,пасище
543,Weide::N,pastvina,паша
544,Weide::N,pastvina,пасище
545,Pfad::N,pěšina,пътека
546,Weg::N,cesta,път
547,Straße::N,silnice,шосе
548,Dorf::N,vesnice,село
549,Stadt::N,město,град
550,Brief::N,dopis,писмо
551,Buch::N,kniha,книга
552,Buchstabe::N,písmeno,буква
553,Zeitung::N,noviny,вестник
554,Leben::N,život,живот
555,Tod::N,smrt,смърт
556,Grab::N,hrob,гроб
557,Kirche::N,kostel,църква
558,Sünde::N,hřích,грях
559,Gott::N,bůh,бог
560,Arbeiter::N,dělník,работник
561,Arbeiter::N,pracovník,работник
562,Chef::N,šéf,шеф
563,Chef::N,šéf,началник
564,Chef::N,vedoucí,шеф
565,Chef::N,vedoucí,началник
566,Meister::N,mistr,майстор
567,Arzt::N,lékař,лекар
568,Lehrer::N,učitel,учител
569,Geld::N,peníze,пари
570,Geschäft::N,obchod,сделка
571,Laden::N,krám,дюкян
572,Laden::N,krám,магазин
573,Preis::N,cena,цена
574,Ware::N,zboží,стока
575,Nutzen::N,užitek,полза
576,Nutzen::N,užitek,облага
577,Reichtum::N,bohatství,богатство
578,Welt::N,svět,свят
579,Land::N,země,страна
580,Staat::N,stát,щат
581,Staat::N,stát,държава
582,König::N,král,крал
583,Macht::N,moc,мощ
584,Macht::N,moc,власт
585,Macht::N,mocnost,мощ
586,Macht::N,mocnost,власт
587,Grenze::N,hranice,граница
588,Krieg::N,válka,война
589,Feind::N,nepřítel,враг
590,Feind::N,nepřítel,неприятел
591,Gewalt::N,násilí,сила
592,Gewalt::N,násilí,насилие
593,Kampf::N,boj,борба
594,Kampf::N,boj,сражение
595,Bogen[Waffe]::N,luk,лък
596,Pfeil::N,šíp,стрела
597,Gewehr::N,puška,пушка
598,Gewehr::N,ručnice,пушка
599,Fehler::N,chyba,грешка
600,Lüge::N,lež,лъжа
601,Schaden::N,škoda,повреда
602,Unglück::N,neštěstí,нещастие
603,Schuld::N,vina,вина
604,Alter::N,věk,възраст
605,Schluss::N,konec,край
606,Zeit::N,čas,време
607,Tag::N,den,ден
608,Morgen::N,ráno,утро
609,Morgen::N,ráno,сутрин
610,Morgen::N,jitro,утро
611,Morgen::N,jitro,сутрин
612,Mittag::N,poledne,обед
613,Mittag::N,poledne,пладне
614,Abend::N,večer,вечер
615,Nacht::N,noc,нощ
616,Woche::N,týden,седмица
617,Monat::N,měsíc,месец
618,Jahr::N,rok,година
619,Frühling::N,jaro,пролет
620,Sommer::N,léto,лято
621,Herbst::N,podzim,есен
622,Winter::N,zima,зима
623,Januar::N,leden,януари
624,Februar::N,únor,февруари
625,März::N,březen,март
626,April::N,duben,април
627,Mai::N,květen,май
628,Juni::N,červen,юни
629,Juli::N,červenec,юли
630,August::N,srpen,август
631,September::N,září,септември
632,Oktober::N,říjen,октомври
633,November::N,listopad,ноември
634,Dezember::N,prosinec,декември
635,Montag::N,pondělí,понеделник
636,Montag::N,pondělek,понеделник
637,Dienstag::N,úterý,вторник
638,Mittwoch::N,středa,сряда
639,Donnerstag::N,čtvrtek,четвъртък
640,Freitag::N,pátek,петък
641,Samstag::N,sobota,събота
642,Sonntag::N,neděle,неделя
643,groß::A,velký,едър
644,groß::A,velký,голям
645,klein::A,malý,малък
646,klein::A,malý,дребен
647,lang::A,dlouhý,дълъг
648,kurz::A,krátký,къс
649,breit::A,široký,широк
650,schmal::A,úzký,тесен
651,dicht::A,hustý,гъст
652,dick[Gegenstand]::A,tlustý,дебел
653,dünn::A,tenký,тънък
654,fein::A,jemný,фин
655,fein::A,jemný,тънък
656,fest::A,pevný,твърд
657,fest::A,pevný,плътен
658,flach::A,plochý,равен
659,flach::A,plochý,плосък
660,flach::A,placatý,равен
661,flach::A,placatý,плосък
662,glatt::A,hladký,гладък
663,hart::A,tvrdý,твърд
664,hart::A,tvrdý,корав
665,weich::A,měkký,мек
666,rund::A,kulatý,кръгъл
667,rund::A,okrouhlý,кръгъл
668,spitz::A,špičatý,островръх
669,scharf::A,ostrý,остър
670,stumpf::A,tupý,тъп
671,schwer::A,těžký,тежък
672,schön::A,pěkný,хубав
673,schön::A,pěkný,красив
674,schön::A,krásný,хубав
675,schön::A,krásný,красив
676,heiß::A,horký,жарък
677,warm::A,teplý,топъл
678,kalt::A,studený,студен
679,kühl::A,chladný,хладен
680,frisch::A,svěží,свеж
681,feucht::A,vlhký,влажен
682,nass::A,mokrý,мокър
683,trocken::A,suchý,сух
684,voll::A,plný,пълен
685,leer::A,prázdný,празен
686,offen::A,otevřený,откровен
687,geschlossen::A,zavřený,закрит
688,geschlossen::A,zavřený,затворен
689,sauber::A,čistý,чист
690,schmutzig::A,špinavý,мръсен
691,roh::A,syrový,суров
692,reif::A,zralý,зрял
693,lecker::A,chutný,вкусен
694,süß::A,sladký,сладък
695,bitter::A,hořký,горчив
696,sauer::A,kyselý,кисел
697,hell::A,světlý,ясен
698,hell::A,světlý,светъл
699,dunkel::A,temný,тъмен
700,schwarz::A,černý,черен
701,weiß::A,bílý,бял
702,rot::A,rudý,червен
703,rot::A,červený,червен
704,gelb::A,žlutý,жълт
705,blau::A,modrý,син
706,grün::A,zelený,зелен
707,grau::A,šedý,сив
708,grau::A,šedivý,сив
709,bunt::A,pestrý,шарен
710,bunt::A,pestrý,пъстър
711,billig::A,levný,евтин
712,billig::A,laciný,евтин
713,teuer::A,drahý,скъп
714,wertvoll::A,cenný,ценен
715,blind::A,slepý,сляп
716,taub::A,hluchý,глух
717,kräftig::A,silný,силен
718,stark::A,silný,здрав
719,stark::A,silný,силен
720,schwach::A,slabý,слаб
721,fett::A,tučný,тлъст
722,fett::A,tlustý,тлъст
723,schlank::A,štíhlý,тънък
724,schlank::A,štíhlý,строен
725,hübsch::A,hezký,хубав
726,böse::A,zlý,зъл
727,dumm::A,hloupý,глупав
728,faul::A,líný,ленив
729,faul::A,líný,мързелив
730,fleißig::A,pilný,прилежен
731,geizig::A,lakomý,скъпернически
732,klug::A,chytrý,умен
733,klug::A,chytrý,разумен
734,geschickt::A,šikovný,умел
735,geschickt::A,šikovný,сръчен
736,lieb::A,milý,мил
737,lieb::A,milý,драг
738,lustig::A,veselý,весел
739,sanft::A,mírný,нежен
740,sanft::A,mírný,кротък
741,hungrig::A,hladový,гладен
742,krank::A,nemocný,болен
743,nackt::A,nahý,гол
744,traurig::A,smutný,тъжен
745,traurig::A,smutný,печален
746,traurig::A,truchlivý,тъжен
747,traurig::A,truchlivý,печален
748,lebendig::A,živý,жив
749,gut::A,dobrý,добър
750,schlecht::A,špatný,лош
751,richtig::A,pravý,правилен
752,richtig::A,správný,правилен
753,schlimm::A,zlý,лош
754,wahr::A,pravdivý,верен
755,wahr::A,pravdivý,истински
756,alt::A,starý,стар
757,alt::A,starý,древен
758,neu::A,nový,нов
759,ehemalig::A,bývalý,бивш
760,alt[Lebewesen]::A,starý,стар
761,jung::A,mladý,млад
762,arm::A,chudý,беден
763,reich::A,bohatý,богат
764,bekannt::A,známý,познат
765,bekannt::A,známý,известен
766,berühmt::A,slavný,почут
767,berühmt::A,slavný,известен
768,fremd::A,cizí,чужд
769,verschieden::A,různý,разен
770,verschieden::A,různý,различен
771,verschieden::A,rozličný,разен
772,verschieden::A,rozličný,различен
773,nah::A,blízký,близък
774,fern::A,daleký,далечен
775,linker::A,levý,ляв
776,rechter::A,pravý,прав
777,anderer::A,jiný,друг
778,erster::A,první,пръв
779,erster::A,první,първи
780,zweiter::A,druhý,втори
781,dritter::A,třetí,трети
782,letzter::A,poslední,последен
783,allein::ADV,sám,само
784,auf einmal::ADV,najednou,същевременно
785,zusammen::ADV,spolu,заедно
786,zusammen::ADV,dohromady,заедно
787,lange::ADV,dlouho,дълго
788,plötzlich::ADV,vtom,изведнъж
789,plötzlich::ADV,náhle,изведнъж
790,sofort::ADV,hned,веднага
791,sofort::ADV,ihned,веднага
792,später::ADV,později,по-късно
793,jetzt::ADV,teď,сега
794,jetzt::ADV,nyní,сега
795,heute::ADV,dnes,днес
796,heute::ADV,dneska,днес
797,morgen::ADV,zítra,утре
798,bald::ADV,brzo,скоро
799,dann::ADV,pak,после
800,dann::ADV,pak,тогава
801,dann::ADV,potom,после
802,dann::ADV,potom,тогава
803,gestern::ADV,včera,вчера
804,einst::ADV,kdysi,някога
805,damals::ADV,tehdy,тогава
806,damals::ADV,tenkrát,тогава
807,danach::ADV,podle toho,после
808,danach::ADV,podle toho,след това
809,vorher::ADV,dříve,преди
810,vorher::ADV,dříve,преди това
811,vorher::ADV,napřed,преди
812,vorher::ADV,napřed,преди това
813,zuerst::ADV,nejprve,най-напред
814,zuerst::ADV,nejdříve,най-напред
815,einmal::ADV,jednou,веднъж
816,einmal::ADV,jednou,един път
817,manchmal::ADV,někdy,понякога
818,oft::ADV,často,често
819,immer::ADV,vždy,винаги
820,immer::ADV,stále,винаги
821,niemals::ADV,nikdy,никога
822,hier::ADV,zde,тук
823,hier::ADV,zde,тука
824,hier::ADV,tady,тук
825,hier::ADV,tady,тука
826,hierhin::ADV,sem,насам
827,von hier::ADV,odtud,оттук
828,von hier::ADV,odtud,оттука
829,dort::ADV,tam,там
830,dorthin::ADV,tam,натам
831,dorthin::ADV,tam,нататък
832,geradeaus::ADV,rovně,направо
833,vorwärts::ADV,kupředu,напред
834,rückwärts::ADV,zpět,назад
835,zurück::ADV,zpět,обратно
836,zurück::ADV,nazpět,обратно
837,unten::ADV,dole,долу
838,hinab::ADV,dolů,надолу
839,oben::ADV,nahoře,горе
840,oben::ADV,navrchu,горе
841,hinauf::ADV,nahoru,нагоре
842,überall::ADV,všude,навсякъде
843,nicht::ADV,ne,не
844,ein wenig::ADV,trochu,малко
845,kaum::ADV,sotva,едва
846,kaum::ADV,sotva,едвам
847,sehr::ADV,velmi,много
848,sehr::ADV,velmi,твърде
849,sehr::ADV,velice,много
850,sehr::ADV,velice,твърде
851,so::ADV,tak,тъй
852,so::ADV,tak,така
853,so::ADV,takto,тъй
854,so::ADV,takto,така
855,noch::ADV,ještě,още
856,nur::ADV,jen,само
857,nur::ADV,jenom,само
858,schon::ADV,už,вече
859,schon::ADV,již,вече
