,Concept_ID,ml,sah
125,Stamm::N,തായ്ത്തടി,умнас
126,Rinde::N,പട്ട,хатырык
127,Ast::N,ശാഖ,мутук
128,Zweig::N,ശാഖ,лабаа
129,Blatt::N,ഇല,сэбирдэх
130,Birke::N,പൂവരശ്,хатыҥ
131,Kiefer[Baum]::N,പൈൻമരം,бэс
132,Weide[Baum]::N,വില്ലോ,үөт
133,Weide[Baum]::N,വില്ലോ,талах
134,Tanne::N,ദേവദാരു,харыйа
135,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,муос
136,Feder::N,തൂവൽ,куорсун
137,Fell::N,മൃദുരോമം,тирии
138,Flügel::N,ചിറക്,кынат
139,Klaue::N,നഖം,тыҥырах
140,Kralle::N,നഖം,баппаҕай
141,Schwanz::N,വാൽ,кутурук
142,Ei::N,മുട്ട,сымыыт
143,Nest::N,കൂട്,уйа
144,Bau::N,മാളം,хороон
145,Tier::N,മൃഗം,кыыл
146,Tier::N,മൃഗം,харамай
147,Herde::N,കൂട്ടം,үөр
148,Kuh::N,പശു,ынах
149,Bulle::N,കാള,оҕус
150,Pferd::N,കുതിര,сылгы
151,Schaf::N,ആട്,овца
152,Schwein::N,പന്നി,сибиинньэ
153,Hund::N,നായ്,ыт
154,Katze::N,പൂച്ച,куоска
155,Bär::N,കരടി,эһэ
156,Eichhörnchen::N,അണ്ണാൻ,тииҥ
157,Elch::N,കടമാന്,тайах
158,Fuchs::N,കുറുക്കൻ,саһыл
159,Hase::N,മുയൽ,куобах
160,Maus::N,ചുണ്ടലി,кутуйах
161,Wolf::N,ചെന്നായ,бөрө
162,Vogel::N,പക്ഷി,көтөр
163,Schwarm::N,കൂട്ടം,бөлөх
164,Huhn::N,കോഴി,куурусса
165,Hahn::N,പൂവൻകോഴി,бөтүүк
166,Gans::N,അരയന്നം,хаас
167,Adler::N,കഴുകൻ,хотой
168,Ente::N,താറാവ്,кус
169,Eule::N,മൂങ്ങ,мэкчиргэ
170,Kranich::N,കൊക്ക്,туруйа
171,Krähe::N,കാക്ക,тураах
172,Kuckuck::N,കുയിൽ,кэҕэ
173,Schwan::N,അരയന്നം,куба
174,Fisch::N,മത്സ്യം,балык
175,Barsch::N,ഒരിനം മത്സ്യം,алыһар
176,Hecht::N,ഒരു മത്സ്യം,сордон
177,Schlange[Tier]::N,പാമ്പ്,моҕой
178,Schlange[Tier]::N,പാമ്പ്,эриэн үөн
179,Wurm::N,വിര,үөн
180,Spinne::N,ചിലന്തി,ооҕуй
181,Ameise::N,ഉറുമ്പ്,кымырдаҕас
182,Laus::N,പേന്,быт
183,Mücke::N,മശകം,кумаар
184,Fliege::N,ഈച്ച,сахсырҕа
185,Schmetterling::N,ചിത്രശലഭം,лыах
186,Schmetterling::N,ചിത്രശലഭം,үрүмэччи
187,Beere::N,ബെറി,отон
188,Apfel::N,ആപ്പിൾ,яблоко
189,Pilz::N,കൂൺ,тэллэй
190,Zwiebel::N,സവാള,луук
191,Saat::N,വിത്ത്,сиэмэ
192,Korn::N,ധാന്യം,сиэмэ
193,Heu::N,വയ്ക്കോൽ,от
194,Schale::N,തൊലി,хах
195,Grube::N,കുഴി,дьаама
196,Falle::N,കെണി,сохсо
197,Schlinge::N,കുടുക്ക്,уктаа
198,Spur::N,ചുവട്,суол
199,Asche::N,ചാരം,күл
200,Dreck::N,അഴുക്ക്,бадараан
201,Eisen::N,ഇരുമ്പ്,тимир
202,Gold::N,സ്വർണ്ണം,көмүс
203,Gold::N,സ്വർണ്ണം,кыһыл көмүс
204,Silber::N,വെള്ളി,көмүс
205,Silber::N,വെള്ളി,үрүҥ көмүс
206,Kohle::N,കൽക്കരി,чох
207,Glas::N,ഗ്ലാസ്,өстүөкүлэ
208,Lehm::N,കളിമണ്ണ്,туой
209,Sand::N,മണൽ,кумах
210,Mensch::N,മനുഷ്യർ,киһи
211,Mann::N,പുരുഷൻ,эр
212,Frau::N,സ്ത്രീ,дьахтар
213,Kind::N,കുഞ്ഞ്,оҕо
214,Junge::N,ആൺകുട്ടി,уол
215,Mädchen::N,പെൺകുട്ടി,кыыс оҕо
216,Familie::N,കുടുംബം,кэргэн
217,Großvater::N,അപ്പൂപ്പൻ,эһэ
218,Großmutter::N,അമ്മുമ്മ,эбэ
219,Eltern::N,മാതാപിതാക്കള്,аҕа-ийэ
220,Vater::N,അച്ഛൻ,аҕа
221,Mutter::N,അമ്മ,ийэ
222,Sohn::N,മകൻ,уол
223,Tochter::N,മകൾ,кыыс
224,Bruder::N,ചേട്ടൻ,убай
225,Bruder::N,ചേട്ടൻ,быраат
226,Bruder::N,അനിയൻ,убай
227,Bruder::N,അനിയൻ,быраат
228,Schwester::N,ചേച്ചി,аҕас
229,Schwester::N,ചേച്ചി,балыс
230,Schwester::N,അനിയത്തി,аҕас
231,Schwester::N,അനിയത്തി,балыс
232,Onkel::N,അമ്മാവൻ,таай
233,Onkel::N,അമ്മാവൻ,абаҕа
234,Tante::N,മാമി,эдьиий
235,Ehemann::N,ഭർത്താവ്,эр
236,Ehefrau::N,ഭാര്യ,ойох
237,Freude::N,ആഹ്ലാദം,үөрүү
238,Gelächter::N,ചിരിയുടെ ശബ്ദം,күлүү
239,Glück::N,സന്തോഷം,дьол
240,Glück::N,സന്തോഷം,соргу
241,Glück::N,സന്തുഷ്ടി,дьол
242,Glück::N,സന്തുഷ്ടി,соргу
243,Kummer::N,ശോകം,кутурҕан
244,Wunsch::N,ആഗ്രഹം,баҕарыы
245,Lust::N,ആഗ്രഹം,баҕа
246,Geist::N,ചുറുചുറുക്ക്,тыын
247,Gedanke::N,ചിന്ത,санаа
248,Gedächtnis::N,ഓർമ്മശക്തി,өй
249,Verstand::N,മനസ്സ്,өй
250,Sinn::N,അർത്ഥം,суолта
251,Grund::N,കാരണം,төрүөт
252,Wahrheit::N,സത്യം,кырдьык
253,Gespräch::N,സല്ലാപം,бэсиэдэ
254,Gespräch::N,സല്ലാപം,кэпсэтии
255,Märchen::N,യക്ഷിക്കഥ,остуоруйа
256,Erzählung::N,കഥ,кэпсээн
257,Nachricht::N,സന്ദേശം,биллэриллии
258,Neuigkeit::N,വാർത്ത,сонун
259,Name::N,പേര്,аат
260,Rätsel::N,പ്രഹേളിക,таабырын
261,Rede::N,സംസാരം,этии
262,Sprache::N,ഭാഷ,тыл
263,Stimme::N,സ്വരം,куолас
264,Wort::N,വാക്ക്,тыл
265,Zeichen::N,സംജ്ഞ,бэлиэ
266,Ruf::N,വിളി,ыҥырыы
267,Lärm::N,ആരവം,айдаан
268,Laut::N,ശബ്ദം,тыас
269,Ton::N,സ്വരഭേദം,дорҕоон
270,Lied::N,പാട്ട്,ырыа
271,Ruhe::N,നിശ്ചലത,уу чуумпу
272,Leute::N,ജനങ്ങൾ,дьон
273,Volk::N,രാഷ്ടം,дьон
274,Volk::N,രാഷ്ടം,норуот
275,Arbeit::N,ജോലി,үлэ
276,Gast::N,അതിലി,ыалдьыт
277,Geschenk::N,സമ്മാനം,бэлэх
278,Spiel::N,കളി,оонньуу
279,Gesellschaft::N,കൂട്ടായ്മ,общество
280,Hilfe::N,സഹായം,көмө
281,Freund::N,സുഹൃത്ത്,доҕор
282,Kamerad::N,കൂട്ടാളി,атас
283,Angelegenheit::N,കാര്യം,дьыала
284,Anzahl::N,എണ്ണം,ахсаан
285,Art::N,തരം,биис
286,Stück::N,കഷണം,кырбас
287,Teil::N,ഭാഗം,ирээт
288,Hälfte::N,പകുതി,аҥар
289,Kreis::N,വൃത്തം,төгүрүк
290,Kreis::N,വൃത്തം,төгүрүмтэ
291,Kreuz::N,കുരിശടയാളം,кириэс
292,Linie::N,വര,сурааһын
293,Linie::N,രേഖ,сурааһын
294,Strich::N,പക്ഷാഘാതം,сурааһын
295,Abstand::N,വിടവ്,арыт
296,Entfernung::N,അകലം,ыраах
297,Gegend::N,പ്രദേശം,сир
298,Platz::N,ഇടം,арыт
299,Ort::N,സ്ഥലം,сир
300,Seite::N,വശം,өрүт
301,Seite::N,വശം,сирэй
302,Mitte::N,മധ്യസ്ഥാനം,орто
303,Gegenstand::N,സാധനം,предмет
304,Sache::N,വസ്തു,мал
305,Rand::N,തൊങ്ങൽ,кытыы
306,Rand::N,തൊങ്ങൽ,ойоҕос
307,Kante::N,അറ്റം,кырыы
308,Ecke::N,മൂല,муннук
309,Spitze::N,അഗ്രം,чыпчаал
310,Ende::N,അവസാനം,төбө
311,Loch::N,ദ്വാരം,тэһэҕэс
312,Loch::N,ദ്വാരം,дьөлөҕөс
313,Winkel::N,കോൺ,муннук
314,Muster::N,ക്രമം,оһуор
315,Größe::N,വലുപ്പം,кээмэй
316,Länge::N,നീളം,уста
317,Höhe::N,ഉയരം,үрдүк
318,Gewicht::N,കട്ടി,ыйааһын
319,Menge::N,അളവ്,ахсаан
320,Haufen::N,കൂമ്പാരം,чөмчөх
321,Reihe::N,വരി,кэккэ
322,Boot::N,ബോട്ട്,оҥочо
323,Ruder::N,പങ്കായം,эрдии
324,Schlitten::N,ഉരുളില്ലാവണ്ടി,сыарҕа
325,Ski::N,ഹിമപാദുകം,хайыһар
326,Lagerfeuer::N,തീ,кутаа
327,Last::N,ഭാരം,ыарахан
328,Gang::N,നടത്തം,хаамыы
329,Schritt::N,ചുവട്,хардыы
330,Norden::N,വടക്ക്,хоту
331,Süden::N,തെക്ക്,соҕуруу
332,Westen::N,പടിഞ്ഞാറ്,арҕаа
333,Osten::N,കിഴക്ക്,илин
334,Holz::N,തടി,мас
335,Brett::N,ബോർഡ്,дуоска
336,Brett::N,ബോർഡ്,хаптаһын
337,Platte::N,തകിട്,билиитэ
338,Stütze::N,താങ്ങ്,тулааһын
339,Stange::N,കമ്പ്,ураҕас
340,Stock::N,വടി,мас
341,Stock::N,വടി,баалкы
342,Stab::N,കുറുവടി,ураҕас
343,Rohr::N,കുഴൽ,турба
344,Haus::N,വീട്,дьиэ
345,Heim::N,വീട്,дьиэ
346,Ofen::N,സ്റ്റൌ,оһох
347,Fußboden::N,തറ,муоста
348,Tisch::N,മേശ,остуол
349,Stuhl::N,കസേര,устуул
350,Wiege::N,തൊട്ടിൽ,биһик
351,Bett::N,കിടക്ക,кырабаат
352,Regal::N,ഷെൽഫ്,долбуур
353,Kiste::N,പെട്ടി,дьааһык
354,Fenster::N,ജനൽ,түннүк
355,Tür::N,വാതിൽ,аан
356,Tor::N,കവാടം,аан
357,Zaun::N,വേലി,соппулуот
358,Dach::N,മേൽക്കുര,кырыыса
359,Leiter::N,ഏണി,кирилиэс
360,Besen::N,ചൂല്,миинньик
361,Spaten::N,തൂമ്പ,күрдьэх
362,Schaufel::N,തൂമ്പ,күрдьэх
363,Gabel::N,മുൾക്കത്തി,биилкэ
364,Löffel::N,സ്പൂൺ,луоска
365,Messer::N,കത്തി,быһах
366,Nagel::N,ആണി,тоһоҕо
367,Netz::N,വല,илим
368,Haken::N,കൊളുത്ത്,көхө
369,Griff::N,കൈപ്പിടി,ук
370,Griff::N,കൈപ്പിടി,тутаах
371,Schloss::N,പൂട്ട്,күлүүс
372,Bild::N,ചിത്രം,хартыына
373,Figur::N,കണക്ക്,фигура
374,Puppe::N,പാവ,куукула
375,Beutel::N,ബാഗ്,мөһөөччук
376,Bündel::N,കെട്ട്,баайыы
377,Tasche::N,ബാഗ്,суумка
378,Eimer::N,ബക്കറ്റ്,биэдэрэ
379,Deckel::N,ഉറ,хаппах
380,Geschirr::N,പിഞ്ഞാണം,иһит
381,Sack::N,ചാക്ക്,куул
382,Tasse::N,കപ്പ്,сэлиэнэй
383,Topf::N,പാത്രം,көстүрүүҥкэ
384,Kessel::N,കെറ്റ്ല്,хочуол
385,Essen::N,ആഹാരസമയം,аһылык
386,Nahrung::N,ഭക്ഷണം,ас
387,Speise::N,ഡിഷ്,аһылык
388,Fleisch::N,മാംസം,эт
389,Getreide::N,ചോളം,злактар
390,Brei::N,കഞ്ഞി,хааһы
391,Brot::N,റോട്ടി,килиэп
392,Scheibe::N,തുണ്ട്,куһуок
393,Fett::N,കൊഴുപ്പ്,сыа
394,Butter::N,വെണ്ണ,арыы
395,Öl::N,എണ്ണ,арыы
396,Salz::N,ഉപ്പ്,туус
397,Suppe::N,സൂപ്പ്,мин
398,Honig::N,തേൻ,мүөт
399,Milch::N,പാൽ,үүт
400,Tee::N,ചായ,чэй
401,Leder::N,തുകൽ,тирии
402,Wolle::N,കമ്പിളി,түү
403,Stoff::N,തുണി,таҥас
404,Nadel::N,സൂചി,иннэ
405,Faden::N,നൂല്,сап
406,Knopf::N,ബട്ടൺ,тимэх
407,Knoten::N,കുരുക്ക്,түмүк
408,Farbe::N,പെയിൻറ്,кырааска
409,Kleidung::N,വസ്ത്രങ്ങൾ,таҥас
410,Hemd::N,ഷർട്ട്,ырбаахы
411,Kragen::N,കുപ്പായക്കഴുത്ത്,саҕа
412,Ärmel::N,കുപ്പായക്കൈ,сиэх
413,Hose::N,ട്രൌസർ,ыстаан
414,Hose::N,ട്രൌസർ,бүрүүкэ
415,Gürtel::N,ബെൽറ്റ്,кур
416,Mütze::N,തൊപ്പി,бэргэһэ
417,Schuh::N,ഷൂ,бачыыҥка
418,Stiefel::N,ബൂട്ട്,саппыкы
419,Ring::N,മോതിരം,биһилэх
420,Band::N,റിബൺ,лиэнтэ
421,Kamm::N,ചീപ്പ്,тараах
422,Spiegel::N,കണ്ണാടി,сиэркилэ
423,Riemen::N,സ്ട്രാപ്പ്,кур
424,Schnur::N,ചരട്,быа
425,Leine::N,കെട്ടാനുള്ള തോൽവാർ,тэһиин
426,Decke::N,പുതപ്പ്,суорҕан
427,Kissen::N,തലയിണ,сыттык
428,Tuch::N,സ്കാർഫ്,былаат
429,Handtuch::N,തോർത്ത്,соттор
430,Kraft::N,ശക്തി,сыра
431,Stärke::N,ശക്തി,күүс
432,Gesundheit::N,ആരോഗ്യം,доруобуйа
433,Krankheit::N,അസുഖം,ыарыы
434,Schmerz::N,വേദന,ыарыы
435,Wunde::N,മുറിവ്,баас
436,Fieber::N,പനി,түрүлгэн
437,Fieber::N,പനി,лихорадка
438,Fieber::N,പനി,температура
439,Arznei::N,മരുന്ന്,эмп
440,Brücke::N,പാലം,күргэ
441,Brunnen::N,കിണർ,холуодьас
442,Weide::N,മേച്ചൽ,мэччирэҥ
443,Pfad::N,വഴി,ыллык
444,Weg::N,വഴി,суол
445,Straße::N,റോഡ്,суол
446,Dorf::N,ഗ്രാമം,дэриэбинэ
447,Stadt::N,നഗരം,куорат
448,Brief::N,കത്ത്,сурук
449,Buch::N,പുസ്തകം,кинигэ
450,Buchstabe::N,അക്ഷരം,буква
451,Zeitung::N,വർത്തമാനപത്രം,хаһыат
452,Leben::N,ജീവൻ,тыын
453,Tod::N,മരണം,өлүү
454,Grab::N,ശവക്കുഴി,иин
455,Kirche::N,പള്ളി,таҥара дьиэтэ
456,Sünde::N,പാപം,айыы
457,Gott::N,ദൈവം,тангара
458,Arbeiter::N,ജോലിക്കാരൻ,үлэһит
459,Chef::N,മേധാവി,баһылык
460,Chef::N,മേധാവി,начальник
461,Meister::N,യജമാനൻ,уус
462,Meister::N,യജമാനൻ,маастар
463,Arzt::N,ഡോക്ടർ,врач
464,Lehrer::N,അധ്യാപകൻ,учуутал
465,Geld::N,പണം,харчы
466,Geschäft::N,ബിസിനസ്,идэ
467,Laden::N,കട,маҕаһыын
468,Preis::N,വില,сыана
469,Ware::N,ചരക്ക്,табаар
470,Nutzen::N,ലാഭം,туһа
471,Reichtum::N,ധനം,баай
472,Welt::N,ലോകം,аан дойду
473,Land::N,രാജ്യം,дойду
474,Staat::N,രാജ്യം,государство
475,König::N,രാജാവ്,король
476,Macht::N,അധികാരം,былаас
477,Grenze::N,അതിർത്തി,кыраныысса
478,Krieg::N,യുദ്ധം,сэрии
479,Feind::N,ശത്രു,өстөөх
480,Gewalt::N,അക്രമം,күүһүлээһин
481,Kampf::N,പോരാട്ടം,охсуһуу
482,Bogen[Waffe]::N,വില്ല്,ох
483,Pfeil::N,അമ്പ്,ох
484,Gewehr::N,തോക്ക്,саа
485,Fehler::N,പിശക്,сыыһа
486,Lüge::N,കള്ളം,сымыйа
487,Schaden::N,കേടുപാട്,хоромньу
488,Unglück::N,ദൌർഭാഗ്യം,алдьархай
489,Schuld::N,തെറ്റ്,буруй
490,Alter::N,വയസ്സ്,саас
491,Schluss::N,നിഗമനം,тиһэх
492,Zeit::N,സമയം,бириэмэ
493,Tag::N,ദിവസം,күн
494,Morgen::N,പ്രഭാതം,сарсыарда
495,Mittag::N,ഉച്ച,күн ортото
496,Abend::N,സായാഹ്നം,киэһэ
497,Nacht::N,രാത്രി,түүн
498,Woche::N,ആഴ്ച,нэдиэлэ
499,Monat::N,മാസം,ый
500,Jahr::N,വർഷം,сыл
501,Jahr::N,വർഷം,дьыл
502,Frühling::N,വസന്തം,саас
503,Sommer::N,വേനൽ,сайын
504,Herbst::N,ശരത്കാലം,күһүн
505,Winter::N,ശൈത്യം,кыһын
506,Januar::N,ജനുവരി,тохсунньу
507,Februar::N,ഫെബ്രുവരി,олунньу
508,März::N,മാർച്ച്,кулун тутар
509,April::N,ഏപ്രിൾ മാസം,муус устар ый
510,Mai::N,മെയ് മാസം,ыам ыйа
511,Juni::N,ജൂൺ,бэс ыйа
512,Juli::N,ജൂലൈ,от ыйа
513,August::N,ആഗസ്റ്റ്,атырдьах ыйа
514,September::N,സെപ്തംബർ,балаҕан ыйа
515,Oktober::N,ഒക്ടോബർ,алтынньы
516,November::N,നവംബർ,сэтинньи
517,Dezember::N,ഡിസംബർ,ахсынньы
518,Montag::N,തിങ്കളാഴ്ച,бэнидиэнньик
519,Dienstag::N,ചൊവ്വ,оптуорунньук
520,Mittwoch::N,ബുധനാഴ്ച,сэрэдэ
521,Donnerstag::N,വ്യാഴാഴ്ച,чэппиэр
522,Freitag::N,വെള്ളിയാഴ്ച,бээтинсэ
523,Samstag::N,ശനിയാഴ്ച,субуота
524,Sonntag::N,ഞായറാഴ്ച,баскыһыанньа
525,groß::A,വലിയ,бөдөҥ
526,groß::A,വലിയ,улахан
527,klein::A,ചെറിയ,кыр
528,lang::A,നീണ്ട,уһун
529,kurz::A,ഹ്രസ്വമായ,кылгас
530,breit::A,വിശാലമായ,кэтит
531,schmal::A,ഇടുങ്ങിയ,кыараҕас
532,dicht::A,നിബിഡമായ,хойуу
533,dick[Gegenstand]::A,തടിച്ച,суон
534,dick[Gegenstand]::A,തടിച്ച,хойуу
535,dünn::A,മെലിഞ്ഞ,чараас
536,fein::A,നേർത്ത,бытархай
537,fein::A,നേർത്ത,синньигес
538,fest::A,ഉറപ്പുള്ള,бөҕө
539,fest::A,ഉറപ്പുള്ള,кытаанах
540,flach::A,പരന്ന,хаптаҕай
541,glatt::A,മിനുസമുള്ള,кылааккай
542,hart::A,കട്ടിയുള്ള,хатан
543,hart::A,കട്ടിയുള്ള,кытаанах
544,weich::A,മൃദുവായ,сымнаҕас
545,rund::A,വട്ടത്തിലുള്ള,төгүрүк
546,spitz::A,മുനയുള്ള,сытыы
547,spitz::A,മുനയുള്ള,уһуктаах
548,scharf::A,മൂർച്ചയുള്ള,сытыы
549,stumpf::A,തുറന്നടിക്കുന്ന,сыппах
550,schwer::A,ഭാരമുള്ള,ыарахан
551,schön::A,മനോഹരമായ,кыраһыабай
552,heiß::A,ചൂടുള്ള,итии
553,warm::A,ചൂടുള്ള,ичигэс
554,kalt::A,തണുത്ത,тымныы
555,kühl::A,തണുപ്പുള്ള,сөрүүн
556,frisch::A,ശുദ്ധമായ,ыраас
557,frisch::A,ശുദ്ധമായ,сөрүүн
558,frisch::A,ശുദ്ധമായ,тымныы
559,feucht::A,ഈറനുള്ള,сииктээх
560,nass::A,നനഞ്ഞ,инчэҕэй
561,trocken::A,വരണ്ട,кураан
562,voll::A,നിറയെ,толору
563,leer::A,ഒഴിഞ്ഞ,иччитэх
564,offen::A,തുറന്ന,аһаҕас
565,geschlossen::A,അടച്ച,бүтэй
566,sauber::A,വൃത്തിയുള്ള,сэбэр
567,schmutzig::A,അഴുക്കുനിറഞ്ഞ,кирдээх
568,roh::A,അസംസ്കൃതമായ,сиикэй
569,reif::A,പഴുത്ത,буспут
570,reif::A,പഴുത്ത,сиппит-хоппут
571,lecker::A,രുചികരമായ,минньигэс
572,süß::A,മധുരമുള്ള,минньигэс
573,bitter::A,കടുത്ത,аһыы
574,sauer::A,പുളിപ്പുള്ള,аһыы
575,hell::A,ജ്വലിക്കുന്ന,сырдык
576,dunkel::A,ഇരുണ്ട,хараҥа
577,schwarz::A,കറുത്ത,хара
578,weiß::A,വെളുത്ത,үрүҥ
579,weiß::A,വെളുത്ത,маҥан
580,rot::A,ചുവന്ന,кыһыл
581,gelb::A,മഞ്ഞനിറമായ,саһархай
582,blau::A,നീലനിറമുള്ള,күөх
583,grün::A,പച്ചനിറമുള്ള,күөх
584,grün::A,പച്ചനിറമുള്ള,от күөҕэ
585,grau::A,ചാരനിറത്തിലുള്ള,сиэрэй
586,bunt::A,വർണ്ണശബളമായ,эриэн
587,billig::A,വിലകുറഞ്ഞ,чэпчэки
588,teuer::A,ചെലവേറിയ,сыаналаах
589,wertvoll::A,വിലപിടിപ്പുള്ള,сыаналаах
590,blind::A,അന്ധനായ,хараҕа суох
591,taub::A,കേൾവിക്കുറവുള്ള,дьүлэй
592,kräftig::A,ശക്തിയുള്ള,модун
593,stark::A,ബലമുള്ള,күүстээх
594,schwach::A,ക്ഷീണിച്ച,мөлтөх
595,fett::A,കൊഴുപ്പുള്ള,эмис
596,schlank::A,മെലിഞ്ഞ,дьылҕан
597,schlank::A,മെലിഞ്ഞ,дьыпсаҕай
598,hübsch::A,മനോഹരമായ,олус кэрэ
599,hübsch::A,മനോഹരമായ,көрүөхтэн үчүгэй
600,böse::A,പാപിയായ,өһүөннээх
601,dumm::A,വിവരംകെട്ട,акаары
602,faul::A,അലസനായ,нэс
603,fleißig::A,അദ്ധ്വാനശീലമുള്ള,кыһамньылаах
604,geizig::A,പിശുക്കനായ,иҥсэлээх
605,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,өйдөөх
606,geschickt::A,പ്രതിഭാശാലി,наһаа дьоҕурдаах
607,lieb::A,പ്രിയപ്പെട്ട,тапталлаах
608,lustig::A,ആനന്ദകരമായ,көрдөөх
