,Concept_ID,vep,ka
119,Wiese::N,nit,მდელო
120,Wald::N,mec,ტყე
121,Hügel::N,kukaz,ბორცვი
122,Anhöhe::N,kukaz,მაღლობი
123,Berg::N,mägi,მთა
124,Gipfel::N,ladv,მწვერვალი
125,Höhle::N,mägionduz,მღვიმე
126,Höhle::N,mägionduz,გამოქვებული
127,Abhang::N,paute,ფერდობი
128,Quelle::N,lähte,წყარო
129,Quelle::N,lähte,სათავე
130,Bach::N,oja,რუ
131,Bach::N,oja,ნაკადული
132,Fluss::N,jogi,მდინარე
133,Ufer::N,rand,კიდე
134,Ufer::N,rand,ნაპირი
135,Küste::N,randišt,ნაპირი
136,Festland::N,kuivma,ხმელეთი
137,Meer::N,meri,ზღვა
138,Bucht::N,laht,ყურე
139,Insel::N,sar',კუნძული
140,Blume::N,änik,ყვავილი
141,Gras::N,hein,ბალახი
142,Wurzel::N,jur',ძირი
143,Wurzel::N,jur',ფესვი
144,Baum::N,pu,ხე
145,Stamm::N,tüvi,ტანი
146,Rinde::N,kor',ქერქი
147,Ast::N,oks,ტოტი
148,Zweig::N,oks,შტო
149,Zweig::N,barb,შტო
150,Blatt::N,lehtez,ფოთოლი
151,Birke::N,koiv,არყი
152,Kiefer[Baum]::N,pedai,ფიჭვი
153,Weide[Baum]::N,raid,ტირიფი
154,Tanne::N,kuz',ნაძვი
155,Horn::N,sar'v,რქა
156,Feder::N,höuneh,ფრთა
157,Fell::N,nahk,ტყავი
158,Flügel::N,suug,ფრთა
159,Klaue::N,künz',კლანჭი
160,Kralle::N,künz',ტორი
161,Schwanz::N,händ,კუდი
162,Ei::N,muna,კვერცხი
163,Nest::N,peza,ბუდე
164,Bau::N,uru,სორო
165,Tier::N,živat,ნადირი
166,Tier::N,živat,ცხოველი
167,Herde::N,kogo,ფარა
168,Kuh::N,lehm,ფური
169,Kuh::N,lehm,ძროხა
170,Bulle::N,härg,ხარი
171,Pferd::N,hebo,რაში
172,Pferd::N,hebo,ცხენი
173,Schaf::N,lambaz,ცხვარი
174,Schwein::N,siga,ღორი
175,Hund::N,koir,ძაღლი
176,Katze::N,kaži,კატა
177,Bär::N,kondi,დათვი
178,Eichhörnchen::N,orav,ციყვი
179,Elch::N,hirb',ცხენ-ირემი
180,Fuchs::N,reboi,მელა
181,Hase::N,jäniš,კურდღელი
182,Maus::N,hir',თაგვი
183,Wolf::N,händikaz,მგელი
184,Vogel::N,lind,ჩიტი
185,Vogel::N,lind,ფრინველი
186,Schwarm::N,parveh,გუნდი
187,Huhn::N,kana,დედალი
188,Hahn::N,kukoi,მამალი
189,Gans::N,hanh',ბატი
190,Adler::N,orl,არწივი
191,Ente::N,sorz,იხვი
192,Eule::N,hir'pulo,ბუ
193,Kranich::N,kurg,წერო
194,Krähe::N,variš,ყვავი
195,Kuckuck::N,kägi,გუგული
196,Schwan::N,joucen,გედი
197,Fisch::N,kala,თევზი
198,Barsch::N,ahven,ქორჭილა
199,Hecht::N,haug',ქარიყლაპია
200,Schlange[Tier]::N,kü,გველი
201,Schlange[Tier]::N,mado,გველი
202,Wurm::N,mado,ჭია
203,Spinne::N,hämähouk,ობობა
204,Ameise::N,murahaine,ჭიანჭველა
205,Laus::N,täi,ტილი
206,Laus::N,täi,მკბენარი
207,Mücke::N,säs'k,კოღო
208,Fliege::N,kärbhaine,ბუზი
209,Schmetterling::N,lipkaine,პეპელა
210,Beere::N,marj,კენკრა
211,Apfel::N,jablok,ვაშლი
212,Pilz::N,sen',სოკო
213,Pilz::N,babuk,სოკო
214,Zwiebel::N,lauk,ხახვი
215,Saat::N,semned,თესლი
216,Korn::N,jüvä,მარცვალი
217,Korn::N,vill',მარცვალი
218,Heu::N,hein,თივა
219,Schale::N,kor',ჩენჩო
220,Grube::N,kop,ორმო
221,Falle::N,rida,ხაფანგი
222,Schlinge::N,rihm,მახე
223,Spur::N,jäl'g,კვალი
224,Asche::N,tuhk,ფერფლი
225,Dreck::N,redu,ტალახი
226,Dreck::N,redu,სიბინძურე
227,Dreck::N,pačak,ტალახი
228,Dreck::N,pačak,სიბინძურე
229,Eisen::N,raud,რკინა
230,Gold::N,kuld,ოქრო
231,Silber::N,hobed,ვერცხლი
232,Kohle::N,hil',ნახშირი
233,Glas::N,stökol,მინა
234,Lehm::N,savi,თიხა
235,Sand::N,lete,ქვიშა
236,Mensch::N,mez',ადამიანი
237,Mensch::N,ristit,ადამიანი
238,Mann::N,mez',კაცი
239,Frau::N,naine,ქალი
240,Kind::N,laps',ბავშვი
241,Junge::N,poig,ვაჟი
242,Junge::N,prihaine,ვაჟი
243,Mädchen::N,neičukaine,გოგო
244,Familie::N,kanz,ოჯახი
245,Familie::N,pereh,ოჯახი
246,Großvater::N,ded,პაპა
247,Großvater::N,ded,ბაბუა
248,Großmutter::N,bab,ბებია
249,Großmutter::N,bab,დიდედა
250,Eltern::N,vanhembad,მშობლები
251,Eltern::N,kazvatajad,მშობლები
252,Vater::N,tat,მამა
253,Mutter::N,mam,დედა
254,Sohn::N,poig,ვაჟიშვილი
255,Tochter::N,tütär,ქალიშვილი
256,Bruder::N,veik,ძმა
257,Bruder::N,vell',ძმა
258,Schwester::N,čiža,და
259,Schwester::N,sizar,და
260,Onkel::N,däd',ბიძა
261,Tante::N,tädi,დეიდა
262,Tante::N,tädi,მამიდა
263,Ehemann::N,mužik,ქმარი
264,Ehefrau::N,ak,ცოლი
265,Freude::N,ilo,სიხარული
266,Freude::N,ihastuz,სიხარული
267,Gelächter::N,nagr,სიცილი
268,Glück::N,oza,ბედნიერება
269,Kummer::N,gor'a,მწუხარება
270,Wunsch::N,taht,წადილი
271,Wunsch::N,taht,სურვილი
272,Lust::N,himo,წადილი
273,Geist::N,heng,სული
274,Gedanke::N,meletuz,ფიქრი
275,Gedächtnis::N,mušt,მეხსიერება
276,Verstand::N,mel',ჭკუა
277,Verstand::N,mel',გონება
278,Sinn::N,jüvä,მნიშვნელობა
279,Grund::N,sü,მიზეზი
280,Wahrheit::N,tozi,სიმართლე
281,Wahrheit::N,tozi,ჭეშმარიტება
282,Gespräch::N,lodu,ბაასი
283,Gespräch::N,lodu,საუბარი
284,Gespräch::N,pagin,ბაასი
285,Gespräch::N,pagin,საუბარი
286,Märchen::N,sarn,არაკი
287,Märchen::N,sarn,ზღაპარი
288,Erzählung::N,sanutez,თქმულება
289,Nachricht::N,tedotuz,ცნობა
290,Nachricht::N,tedotuz,ამბავი
291,Neuigkeit::N,uzištuz,სიახლე
292,Name::N,nimi,სახელი
293,Rätsel::N,ozoitez,გამოცანა
294,Rede::N,pagin,სიტყვა
295,Rede::N,sanad,სიტყვა
296,Sprache::N,kel',ენა
297,Stimme::N,än',ხმა
298,Wort::N,sana,სიტყვა
299,Zeichen::N,znam,ნიშანი
300,Ruf::N,kida,ძახილი
301,Ruf::N,kucund,ძახილი
302,Lärm::N,judu,ხმაური
303,Laut::N,kulund,ხმა
304,Laut::N,kulund,ბგერა
305,Ton::N,kulund,ტონი
306,Lied::N,pajo,სიმღერა
307,Ruhe::N,lebu,სიწყნარე
308,Leute::N,rahvaz,ადამიანები
309,Volk::N,rahvaz,ერი
310,Volk::N,rahvaz,ხალხი
311,Arbeit::N,tö,მუშაობა
312,Arbeit::N,rad,მუშაობა
313,Gast::N,adiv,სტუმარი
314,Geschenk::N,lahj,საჩუქარი
315,Spiel::N,vänd,თამაში
316,Gesellschaft::N,sebr,საზოგადოება
317,Hilfe::N,abu,შველა
318,Hilfe::N,abu,დახმარება
319,Freund::N,sebranik,მეგობარი
320,Kamerad::N,sebranik,ამხანაგი
321,Angelegenheit::N,azj,საქმე
322,Anzahl::N,lugu,ოდენობა
323,Art::N,rod,სახეობა
324,Art::N,rodsugu,სახეობა
325,Stück::N,pala,ნატეხი
326,Stück::N,supal,ნატეხი
327,Teil::N,pala,წილი
328,Hälfte::N,pol',ნახევარი
329,Kreis::N,ümbruz,წრე
330,Kreis::N,kehkruz,წრე
331,Kreuz::N,rist,ჯვარი
332,Linie::N,pird,ხაზი
333,Strich::N,pird,შტრიხი
334,Abstand::N,keskust,მანძილი
335,Entfernung::N,matk,სიშორე
336,Gegend::N,taho,არე
337,Gegend::N,taho,მხარე
338,Platz::N,avaruz',ფართობი
339,Ort::N,koht,ადგილი
340,Seite::N,pol',მხარე
341,Seite::N,kül'g,მხარე
342,Mitte::N,kesk,შუა
343,Gegenstand::N,kalu,საგანი
344,Sache::N,azj,ნივთი
345,Rand::N,röun,კიდე
346,Kante::N,röun,ნაწიბული
347,Ecke::N,saum,კუთხე
348,Spitze::N,agjaine,წვეტი
349,Ende::N,agj,ბოლო
350,Loch::N,reig,ხვრელი
351,Winkel::N,čoga,კუთხე
352,Winkel::N,saum,კუთხე
353,Muster::N,kirjam,მოხატულობა
354,Größe::N,suruz',ზომა
355,Größe::N,suruz',სიდიდე
356,Länge::N,piduz,სიგრძე
357,Höhe::N,korktuz',სიმაღლე
358,Gewicht::N,jügu,წონა
359,Gewicht::N,vedäduz,წონა
360,Menge::N,äjüz',რაოდენობა
361,Haufen::N,kogo,გროვა
362,Reihe::N,rivi,რიგი
363,Reihe::N,rivi,წყება
364,Boot::N,veneh,გემი
365,Ruder::N,air,ხოფი
366,Ruder::N,air,ნიჩაბი
367,Schlitten::N,regi,მარხილი
368,Schlitten::N,regut,მარხილი
369,Ski::N,suks',თხილამური
370,Lagerfeuer::N,nodj,კოცონი
371,Lagerfeuer::N,pažag,კოცონი
372,Last::N,jüguz,ტვირთი
373,Gang::N,astund,სვლა
374,Schritt::N,hašk,ბიჯი
375,Norden::N,pohjoine,ჩრდილოეთი
376,Süden::N,suvi,სამხრეთი
377,Westen::N,päivlaskm,დასავლეთი
378,Osten::N,päivnouzm,აღმოსავლეთი
379,Holz::N,pu,ხე
380,Brett::N,laud,დაფა
381,Brett::N,laud,ფიცარი
382,Platte::N,keitim,თლილი ქვა
383,Stütze::N,tugi,საყრდენი
384,Stange::N,arz',ჭოკი
385,Stock::N,kalu,კეტი
386,Stab::N,seibaz,ლატანი
387,Rohr::N,torv,მილაკი
388,Haus::N,pert',სახლი
389,Heim::N,kodi,ოჯახის კერა
390,Ofen::N,päč,ღუმელი
391,Fußboden::N,lava,იატაკი
392,Tisch::N,laud,სუფრა
393,Tisch::N,laud,მაგიდა
394,Tisch::N,stal'c,სუფრა
395,Tisch::N,stal'c,მაგიდა
396,Stuhl::N,ištim,სკამი
397,Wiege::N,kätte,აკვანი
398,Bett::N,sija,საწოლი
399,Bett::N,sija,სარეცელი
400,Bett::N,magaduzsija,საწოლი
401,Bett::N,magaduzsija,სარეცელი
402,Regal::N,palič,თაროები
403,Kiste::N,mülütim,ყუთი
404,Kiste::N,mülütim,სკივრი
405,Fenster::N,ikun,ფანჯარა
406,Fenster::N,ikun,სარკმელი
407,Tür::N,uks',ბჭე
408,Tür::N,uks',კარი
409,Tor::N,verai,ჭიშკარი
410,Zaun::N,aid,ღობე
411,Zaun::N,aid,გალავანი
412,Dach::N,katuz,სახურავი
413,Leiter::N,pordhad,კიბე
414,Besen::N,lud,ცოცხი
415,Besen::N,vast,ცოცხი
416,Spaten::N,labid,ნიჩაბი
417,Schaufel::N,labid,ბარი
418,Gabel::N,hangoine,ჩანგალი
419,Löffel::N,luzik,კოვზი
420,Messer::N,veič,დანა
421,Nagel::N,nagl,ლურსმანი
422,Netz::N,verk,ბადე
423,Haken::N,kouk,კავი
424,Haken::N,kouk,კაუჭი
425,Griff::N,kägä,ტარი
426,Griff::N,varz',ტარი
427,Schloss::N,lukkol,კლიტე
428,Schloss::N,lukkol,საკეტი
429,Bild::N,kuva,სურათი
430,Figur::N,figur,ფიგურა
431,Puppe::N,tätüine,თოჯინა
432,Beutel::N,havad,პარკი
433,Bündel::N,toppaz,გალა
434,Bündel::N,toppaz,ასხმა
435,Bündel::N,käč,გალა
436,Bündel::N,käč,ასხმა
437,Tasche::N,sumk,ჩანთა
438,Eimer::N,vädr,ჩამჩა
439,Deckel::N,katuz,ხუფი
440,Deckel::N,katuz,სარქველი
441,Geschirr::N,astii,ჭურჭელი
442,Sack::N,havad,ტომარა
443,Tasse::N,čašk,ფინჯანი
444,Topf::N,pada,ქოთანი
445,Kessel::N,katil,ქვაბი
446,Essen::N,sönd,ჭამა
447,Nahrung::N,söm,საზრდო
448,Nahrung::N,söm,საკვები
449,Speise::N,sömine,საჭმელი
450,Fleisch::N,liha,ხორცი
451,Getreide::N,vill',მარცვლოვანი
452,Brei::N,pudr,ფაფა
453,Brot::N,leib,პური
454,Scheibe::N,bibaleh,ნაჭერი
455,Scheibe::N,šlik,ნაჭერი
456,Fett::N,razv,ქონი
457,Fett::N,razv,ცხიმი
458,Butter::N,voi,კარაქი
459,Öl::N,voi,ზეთი
460,Salz::N,sol,მარილი
461,Suppe::N,lem',სუფი
462,Suppe::N,keitoz,სუფი
463,Honig::N,mezi,თაფლი
464,Milch::N,maid,რძე
465,Tee::N,čai,ჩაი
466,Leder::N,nahk,ტყავი
467,Wolle::N,vill,მატყლი
468,Stoff::N,kangaz,ქსოვილი
469,Nadel::N,negl,ნემსი
470,Faden::N,nit',ძაფი
471,Faden::N,nit',მკედი
472,Knopf::N,nübl',ღილი
473,Knoten::N,sol'm,ნასკვი
474,Farbe::N,muju,საღებავი
475,Kleidung::N,sobad,ტანსაცმელი
476,Hemd::N,paid,ხალათი
477,Hemd::N,paid,პერანგი
478,Kragen::N,kagluz,საყელო
479,Ärmel::N,hijam,სახელო
480,Hose::N,štanad,შარვალი
481,Gürtel::N,vö,ქამარი
482,Mütze::N,šapuk,ქუდი
483,Schuh::N,keng',ფეხსაცმელი
484,Stiefel::N,sapug,ჩექმა
485,Ring::N,rengaz,ბეჭედი
486,Band::N,lentaine,ბაფთი
487,Kamm::N,suga,სავარცხელი
488,Spiegel::N,zerkol,სარკე
489,Riemen::N,vö,ღვედი
490,Schnur::N,nor,ლარი
491,Leine::N,talutimnor,ჯაჭვი
492,Decke::N,sijakatuz,საბანი
493,Kissen::N,pöluz,ბალიში
494,Tuch::N,paik,მაუდი
495,Tuch::N,paik,თავშალი
496,Handtuch::N,käzipaik,ხელსახოცი
497,Kraft::N,vägi,ძალა
498,Stärke::N,vahvuz',ღონე
499,Gesundheit::N,tervhuz,ჯანმრთელობა
500,Krankheit::N,läžund,სენი
501,Krankheit::N,läžund,ავადმყოფობა
502,Schmerz::N,kibu,ტკივილი
503,Wunde::N,čapatez,იარი
504,Wunde::N,čapatez,ჭრილობა
505,Fieber::N,säru,ციება
506,Arznei::N,zel'l',წამალი
507,Brücke::N,sild,ხიდი
508,Brunnen::N,kaiv,ჭა
509,Weide::N,omaluine,საძოვარი
510,Pfad::N,tehut,ბილიკი
511,Weg::N,te,გზა
512,Straße::N,te,შარაგზა
513,Dorf::N,külä,დაბა
514,Dorf::N,külä,სოფელი
515,Stadt::N,lidn,ქალაქი
516,Brief::N,kirjeine,წერილი
517,Buch::N,kirj,წიგნი
518,Buchstabe::N,kirjam,ასო
519,Zeitung::N,lehtez,გაზეთი
520,Leben::N,elo,სიცოცხლე
521,Tod::N,surm,სიკვდილი
522,Grab::N,kaum,სამარე
523,Grab::N,kaum,საფლავი
524,Kirche::N,jumalanpert',ეკლესია
525,Sünde::N,grähk,ცოდვა
526,Gott::N,jumal,ღმერთი
527,Arbeiter::N,radnik,მუშა
528,Chef::N,pämez',გამგე
529,Meister::N,mastar,ოსტატი
530,Arzt::N,lekar',ექიმი
531,Arzt::N,lekar',მკურნალი
532,Lehrer::N,opendai,მასწავლებელი
533,Geld::N,rahad,ფული
534,Geschäft::N,biznes,საქმე
535,Geschäft::N,biznes,ბიზნესი
536,Laden::N,lauk,დუქანი
537,Laden::N,lauk,მაღაზია
538,Preis::N,arv,ფასი
539,Ware::N,tavar,საქონელი
540,Nutzen::N,liža,ხეირი
541,Reichtum::N,kodielo,სიმდიდრე
542,Reichtum::N,kal'huz',სიმდიდრე
543,Welt::N,mail'm,მსოფლიო
544,Land::N,ma,მხარე
545,Land::N,ma,ქვეყანა
546,Staat::N,valdkund,სახელმწიფო
547,König::N,kunigaz,მეფე
548,Macht::N,vald,ძლიერება
549,Grenze::N,röun,ზღვარი
550,Krieg::N,soda,ომი
551,Feind::N,vihanik,მტერი
552,Feind::N,vastustai,მტერი
553,Gewalt::N,vägivald,სისასტიკე
554,Kampf::N,tora,ბრძოლა
555,Bogen[Waffe]::N,taug,მშვილდი
556,Pfeil::N,nol,ისარი
557,Pfeil::N,nol,მახვილი
558,Gewehr::N,oružj,თოფი
559,Gewehr::N,oružj,შაშხანა
560,Fehler::N,viga,შეცდომა
561,Lüge::N,kelastuz,სიცრუე
562,Schaden::N,pahuz',ვნება
563,Unglück::N,bed,ხიფათი
564,Unglück::N,bed,უბედურება
565,Unglück::N,gor'a,ხიფათი
566,Unglück::N,gor'a,უბედურება
567,Schuld::N,värhuz',ბრალი
568,Alter::N,igä,ასაკი
569,Schluss::N,lop,ბოლო
570,Schluss::N,lop,დასასრული
571,Zeit::N,aig,დრო
572,Tag::N,päiv,დღე
573,Morgen::N,homendez,დილა
574,Mittag::N,keskpäiv,შუადღე
575,Abend::N,eht,საღამო
576,Nacht::N,ö,ღამე
577,Woche::N,nedal',კვირა
578,Monat::N,ku,თვე
579,Jahr::N,voz',წელი
580,Frühling::N,keväz',გაზაფხული
581,Sommer::N,keza,ზაფხული
582,Herbst::N,sügüz',შემოდგომა
583,Winter::N,tal'v,ზამთარი
584,Januar::N,viluku,იანვარი
585,Februar::N,uhoku,თებერვალი
586,März::N,keväz'ku,მარტი
587,April::N,sulaku,აპრილი
588,Mai::N,semendku,მაისი
589,Juni::N,kezaku,ივნისი
590,Juli::N,heinku,ივლისი
591,August::N,eloku,აგვისტო
592,September::N,sügüz'ku,სექტემბერი
593,Oktober::N,reduku,ოქტომბერი
594,November::N,kül'mku,ნოემბერი
595,Dezember::N,tal'vku,დეკემბერი
596,Montag::N,ezmärg,ორშაბათი
597,Dienstag::N,tožnarg,სამშაბათი
598,Mittwoch::N,koumanz'päiv,ოთხშაბათი
599,Donnerstag::N,nellänz'päiv,ხუთშაბათი
600,Freitag::N,pätnič,პარასკევი
601,Freitag::N,videnz'päiv,პარასკევი
602,Samstag::N,sobat,შაბათი
603,Sonntag::N,pühäpäiv,კვირა
604,groß::A,sur',დიდი
605,groß::A,järed,დიდი
606,klein::A,pen',მცირე
607,klein::A,pen',პატარა
608,klein::A,pičuine,მცირე
609,klein::A,pičuine,პატარა
610,lang::A,pit'k,გრძელი
611,kurz::A,lühüd,მოკლე
612,breit::A,leved,ფართო
613,breit::A,leved,განიერი
614,schmal::A,kaid,ვიწრო
615,schmal::A,kaid,წვრილი
616,dicht::A,tihed,მჭიდრო
617,dick[Gegenstand]::A,paks,სქელი
618,dünn::A,hoik,წვრილი
619,fein::A,hen,თხელი
620,fest::A,luja,მყარი
621,fest::A,ninev,მყარი
622,flach::A,lapak,ბრტყელი
623,glatt::A,siled,გლუ
624,hart::A,kova,მაგარი
625,weich::A,pehmed,რბილი
626,rund::A,kehker,მრგვალი
627,spitz::A,nügu,წვეტიანი
628,spitz::A,terav,წვეტიანი
629,scharf::A,terav,მჭრელი
630,stumpf::A,tül'c,ბლაგვი
631,schwer::A,jüged,მძიმე
632,schön::A,čoma,ლამაზი
633,heiß::A,räk,ცხელი
634,warm::A,läm',თბილი
635,kalt::A,vilu,ცივი
636,kühl::A,raibak,გრილი
637,kühl::A,viluhk,გრილი
638,frisch::A,lahed,სუფთა
639,feucht::A,neps,ნოტიო
640,feucht::A,toreh,ნოტიო
641,nass::A,märg,სველი
642,trocken::A,kuiv,მშრალი
643,voll::A,täuz',სავსე
644,leer::A,joudai,ცარიელი
645,offen::A,avoin,ღია
646,offen::A,avoin,გაშლილი
647,offen::A,avol'jaine,ღია
648,offen::A,avol'jaine,გაშლილი
649,geschlossen::A,saubaline,დახურული
650,sauber::A,puhtaz,სუფთა
651,sauber::A,puhtaz,წმინდა
652,schmutzig::A,redukaz,ტალახიანი
653,roh::A,rohk,უმი
654,roh::A,toreh,უმი
655,reif::A,küps,მწიფე
656,lecker::A,magukaz,გემრიელი
657,süß::A,maged,ტკბილი
658,bitter::A,karged,მწარე
659,sauer::A,muiged,მჟავე
660,hell::A,kirkas,ნათელი
661,hell::A,valgei,ნათელი
662,dunkel::A,pimed,ბნელი
663,schwarz::A,must,შავი
664,weiß::A,vauged,თეთრი
665,rot::A,rusked,წითელი
666,gelb::A,pakuine,ყვითელი
667,blau::A,sinine,ლურჯი
668,blau::A,sinine,ცისფერი
669,grün::A,vihand,მწვანე
670,grau::A,hahk,რუხი
671,grau::A,hahk,ნაცრისფერი
672,bunt::A,kirjav,ჭრელი
673,bunt::A,kirjav,ფერადი
674,billig::A,odav,იაფი
675,teuer::A,kalliž,ძვირი
676,wertvoll::A,arvokas,ღირსიანი
677,blind::A,soged,ბრმა
678,taub::A,kurdiž,ყრუ
679,kräftig::A,vägev,ძალავანი
680,stark::A,vahv,ძლიერი
681,stark::A,vahv,ღონიერი
682,stark::A,vägekaz,ძლიერი
683,stark::A,vägekaz,ღონიერი
684,schwach::A,väll',სუსტი
685,fett::A,razvakaz,სქელი
686,schlank::A,kapos,გამხდარი
687,hübsch::A,čoma,ეშხიანი
688,hübsch::A,čoma,მშვენიერი
689,böse::A,äred,ავი
690,böse::A,äred,ბოროტი
691,böse::A,käred,ავი
692,böse::A,käred,ბოროტი
693,dumm::A,el'getoi,ბოთე
694,dumm::A,el'getoi,სულელი
695,faul::A,lašk,ზანტი
696,faul::A,lašk,ზარმაცი
697,fleißig::A,radonnavedii,ბეჯითი
698,fleißig::A,radonnavedii,მუყაითი
699,geizig::A,ažlak,ძუნწი
700,klug::A,melev,ჭკვიანი
701,klug::A,melekaz,ჭკვიანი
702,geschickt::A,mahtokaz,მარჯვე
703,geschickt::A,mahtokaz,გაწაფული
704,lieb::A,izo,სატრფიალო
705,lieb::A,sula,სატრფიალო
706,lustig::A,ilokaz,მხიარული
707,sanft::A,laskav,ალერსიანი
708,sanft::A,laskav,გრძნობიერი
709,hungrig::A,näl'ghine,მშიერი
710,krank::A,läžui,სნეული
711,krank::A,läžui,ავადმყოფი
712,nackt::A,alastoi,ტიტველი
713,traurig::A,opalahine,მწუხარე
714,traurig::A,opalahine,სევდიანი
715,lebendig::A,eläb,ცოცხალი
716,gut::A,hüvä,კარგი
717,schlecht::A,huba,უხეირო
718,richtig::A,oiged,ნამდვილი
719,schlimm::A,paha,ცუდი
720,wahr::A,todesine,სწორი
721,wahr::A,todesine,ჭეშმარიტი
722,alt::A,vanh,ძველი
723,neu::A,uz',ახალი
724,ehemalig::A,edeline,ყოფილი
725,alt[Lebewesen]::A,ravaz,ბებერი
726,jung::A,nor',ნორჩი
727,jung::A,nor',ახალგაზრდა
728,arm::A,gol'l',ღარიბი
729,reich::A,elokaz,მდიდარი
730,bekannt::A,tutab,ცნობილი
731,berühmt::A,tetab,გამოჩენილი
732,fremd::A,veraz,უცხო
733,fremd::A,veraz,გარეშე
734,verschieden::A,erazvuitte,სხვაგვარი
735,nah::A,läheline,ახლო
736,fern::A,edahaine,შორი
737,fern::A,edahaine,შორეული
738,linker::A,hura,მარცხენა
739,rechter::A,oiged,მარჯვენა
