,Concept_ID,xal,pt
812,hierhin::ADV,нааран,para cá
813,von hier::ADV,эндәс,daqui
814,dort::ADV,тенд,lá
815,dort::ADV,тенд,ali
816,dorthin::ADV,тиигән,lá
817,dorthin::ADV,тиигән,para lá
818,geradeaus::ADV,шуд,em frente
819,vorwärts::ADV,уралан,avante
820,rückwärts::ADV,гедргән,para trás
821,zurück::ADV,хәрү,atrás
822,unten::ADV,дор,debaixo
823,unten::ADV,дор,em baixo
824,hinab::ADV,дор,para baixo
825,hinab::ADV,доракшан,para baixo
826,oben::ADV,деер,em cima
827,hinauf::ADV,өөдән,para cima
828,hinauf::ADV,деер,para cima
829,überall::ADV,альд болв чигн,em toda parte
830,nicht::ADV,эс,não
831,nicht::ADV,биш,não
832,nicht::ADV,бичә,não
833,ein wenig::ADV,баахн,um pouco
834,ein wenig::ADV,баахн,um bocado
835,ein wenig::ADV,баахнар,um pouco
836,ein wenig::ADV,баахнар,um bocado
837,kaum::ADV,әрә,apenas
838,sehr::ADV,йир,muito
839,so::ADV,иигҗ,tão
840,so::ADV,иигҗ,assim
841,noch::ADV,ода чигн,ainda
842,nur::ADV,һанцхн,só
843,nur::ADV,һанцхн,apenas
844,nur::ADV,һанцхн,somente
845,schon::ADV,одх,já
846,wieder::ADV,бас,outra vez
847,vergebens::ADV,киидән,em vão
848,vor::PRP,урд,diante de
849,hinter::PRP,ца,atrás de
850,unter::PRP,дор,sob
851,unter::PRP,дор,debaixo de
852,durch::PRP,ивт,por
853,durch::PRP,ивт,através de
854,durch::PRP,дундаһур,por
855,durch::PRP,дундаһур,através de
856,neben::PRP,хаҗуд,junto de
857,neben::PRP,хаҗуд,ao lado de
858,zwischen::PRP,хоорнд,entre
859,wegen::PRP,көлтә,por
860,wegen::PRP,көлтә,por causa de
861,wegen::PRP,деерәс,por
862,wegen::PRP,деерәс,por causa de
863,dies::PRN,эн,isto
864,das::PRN,тер,isso
865,das::PRN,тер,aquilo
866,alles::PRN,цуһар,todo
867,ich::PRN,би,eu
868,du::PRN,чи,tu
869,er::PRN,тер,ele
870,wir::PRN,мадн,nós
871,ihr::PRN,та,vós
872,ihr::PRN,та,vocês
873,sie::PRN,тедн,eles
874,was::FPRN,юн,quê
875,wer::FPRN,кен,quem
876,wo::FADV,хама,onde
877,wohin::FADV,хамаран,aonde
878,wohin::FADV,хамаран,para onde
879,wie::FADV,яһҗ,como
880,wie::FADV,яһад,como
881,warum::FADV,юңгад,porquê
882,warum::FADV,юңгад,por que
883,wieviel::FNUM,кедү,quanto
884,eins::NUM,негн,um
885,zwei::NUM,хойр,dois
886,drei::NUM,һурвн,três
887,vier::NUM,дөрвн,quatro
888,fünf::NUM,тавн,cinco
889,sechs::NUM,зурһан,seis
890,sieben::NUM,долан,sete
891,acht::NUM,нәәмн,oito
892,neun::NUM,йисн,nove
893,zehn::NUM,арвн,dez
894,elf::NUM,арвн негн,onze
895,zwölf::NUM,арвн хойр,doze
896,zwanzig::NUM,хөрн,vinte
897,dreißig::NUM,һучн,trinta
898,vierzig::NUM,дөчн,quarenta
899,fünfzig::NUM,тәвн,cinquenta
900,sechzig::NUM,җирн,sessenta
901,siebzig::NUM,далн,setenta
902,achtzig::NUM,найн,oitenta
903,neunzig::NUM,йирн,noventa
904,hundert::NUM,зун,cem
905,hundert::NUM,зун,cento
906,tausend::NUM,миңһн,mil
907,und::CNJ,болн,e
908,oder::CNJ,эс гиҗ,ou
909,oder::CNJ,эс гихлә,ou
910,stehen::V,зогсх,estar em pé
911,sitzen::V,суух,estar sentado
912,liegen::V,кевтх,jazer
913,liegen::V,кевтх,estar deitado
914,hängen::V,өлгәтә бәәх,pender
915,hängen::V,өлгәтә бәәх,estar pendurado
916,werden::V,болх,tornar-se
917,passieren::V,болх,acontecer
918,beginnen::V,эклх,começar
919,enden::V,төгсх,acabar
920,enden::V,төгсх,terminar
921,wechseln::V,хүврх,variar
922,wechseln::V,хүврх,alternar
923,aufgehen[Sonne]::V,һарх,nascer
924,untergehen[Sonne]::V,орх,pôr-se
925,untergehen[Sonne]::V,сүүрлх,pôr-se
926,scheinen[Sonne]::V,герлтх,brilhar
927,donnern::V,күрҗңнх,trovejar
928,wehen::V,сальклх,soprar
929,strömen::V,һооҗх,correr
930,fließen::V,урсх,fluir
931,sich drehen::V,эргх,girar
932,schwanken::V,дәәвлх,oscilar
933,schwingen::V,нәәхлх,vibrar
934,fallen::V,унх,cair
935,fallen::V,киисх,cair
936,brennen::V,шатх,arder
937,rauchen::V,ута һарһх,fumegar
938,regnen::V,орх,chover
939,gefrieren::V,мөстх,gelar
940,gefrieren::V,мөстх,congelar
941,tauen::V,хәәлх,derreter
942,tauen::V,хәәлх,descongelar
943,schmelzen::V,хәәлх,fundir-se
944,schmelzen::V,хәәлгдх,fundir-se
945,trocknen::V,эврх,secar
946,sieden::V,буслх,ferver
947,faulen::V,үмкәрх,estragar-se
948,verfaulen::V,илҗрх,apodrecer
949,reißen::V,тасрх,romper-se
950,versinken::V,чивх,afundar-se
951,vergehen::V,болх,passar
952,erscheinen::V,һарх,aparecer
953,verschwinden::V,уга болх,desaparecer
954,sinken::V,татгдх,descer
955,abnehmen::V,хасгдх,diminuir
956,abnehmen::V,хасгдх,decrescer
957,zunehmen::V,өсх,crescer
958,zunehmen::V,өсх,aumentar
959,steigen::V,немх,subir
960,wachsen::V,өсх,crescer
961,wachsen::V,урһх,crescer
962,glänzen::V,гилвкх,brilhar
963,funkeln::V,цәклх,cintilar
964,lärmen::V,шууглдх,fazer barulho
965,läuten::V,хоңх,chocalhar
966,klingeln::V,җиңнулх,tocar
967,klirren::V,җиңнх,tinir
968,brausen::V,догшрхх,bramar
969,rauschen::V,сарҗңнх,murmurar
970,rauschen::V,сарҗңнх,rumorejar
971,klingen::V,ә һарх,soar
972,bellen::V,хуцх,ladrar
973,heulen::V,уульх,uivar
974,blasen::V,үләх,soprar
975,pfeifen::V,ишкрх,assobiar
976,schreien::V,хәәкрх,gritar
977,stöhnen::V,түңшх,gemer
978,zittern::V,дагҗннх,tremer
979,leben::V,бәәх,viver
980,geboren werden::V,төрх,nascer
981,atmen::V,әмсхлх,respirar
982,trinken::V,уух,beber
983,essen::V,идх,comer
984,schlucken::V,зальгх,engolir
985,müde werden::V,көшх,cansar-se
986,einschlafen::V,унтх,adormecer
987,schlafen::V,нөөрсх,dormir
988,aufwachen::V,серх,acordar
989,aufstehen::V,босх,levantar-se
990,sich erholen::V,амрх,descansar
991,krank werden::V,гемтх,adoecer
992,krank werden::V,гемтх,ficar doente
993,krank sein::V,шалтглх,estar doente
994,schmerzen::V,өвдх,doer
995,husten::V,ханях,tossir
996,genesen::V,эдгх,convalescer
997,sterben::V,үкх,morrer
998,sterben::V,өңгрх,morrer
999,umkommen::V,үкх,perecer
1000,sich bewegen::V,көдлх,mover-se
1001,sich bewegen::V,көндрх,mover-se
1002,sich rühren::V,көндрх,mexer-se
1003,sich erheben::V,босх,levantar-se
1004,sich setzen::V,суух,sentar-se
1005,hinfallen::V,унх,cair
1006,hinfallen::V,киисх,cair
1007,laufen::V,йовх,andar
1008,laufen::V,йовх,caminhar
1009,schreiten::V,алхх,andar
1010,schreiten::V,алхх,caminhar
1011,spazierengehen::V,сергҗ йовх,passear
1012,eilen::V,шулудх,apressar-se
1013,sich beeilen::V,адһх,apressar-se
1014,sich beeilen::V,адһх,despachar-se
1015,sich beeilen::V,шамдх,apressar-se
1016,sich beeilen::V,шамдх,despachar-se
1017,sausen::V,хурдлх,correr
1018,sausen::V,йир_хурдар_гүүх,correr
1019,sausen::V,йир_хурдар_йовх,correr
1020,rennen::V,гүүх,correr
1021,springen::V,һәрәдх,saltar
1022,klettern::V,давшх,trepar
1023,schaukeln::V,дүүдңндх,baloiçar
1024,kriechen::V,мөлкх,rastejar
1025,kriechen::V,мөлкх,arrastar-se
1026,schwimmen::V,усчх,nadar
1027,tauchen::V,булхх,mergulhar
1028,rudern::V,хәәвдх,remar
1029,fahren::V,йовх,ir
1030,fliegen::V,нисх,voar
1031,gehen::V,йовх,ir
1032,gehen::V,йовх,andar
1033,weggehen::V,йовх,partir
1034,weggehen::V,йовх,ir-se embora
1035,weggehen::V,одх,partir
1036,weggehen::V,одх,ir-se embora
1037,weggehen::V,һарх,partir
1038,weggehen::V,һарх,ir-se embora
1039,weggehen::V,мөрлх,partir
1040,weggehen::V,мөрлх,ir-se embora
1041,abfahren::V,мордх,sair
1042,abfahren::V,мордх,partir
1043,anhalten::V,зогсх,parar
1044,hineingehen::V,орх,entrar
1045,eintreten::V,орх,entrar
1046,kommen::V,ирх,vir
1047,ankommen::V,ирх,chegar
1048,zurückkommen::V,орх,voltar
1049,zurückkommen::V,орх,regressar
1050,bleiben::V,бәәх,ficar
1051,bleiben::V,бәәх,permanecer
1052,warten::V,күләх,esperar
1053,erwarten::V,күләх,esperar
1054,erwarten::V,күләх,aguardar
1055,suchen::V,хәәх,buscar
1056,suchen::V,хәәх,procurar
1057,finden::V,олх,achar
1058,finden::V,олх,encontrar
1059,versuchen::V,седх,tentar
1060,vorbereiten::V,белдх,preparar
1061,lieben::V,дурлх,amar
1062,lieben::V,дурлх,querer
1063,mögen::V,таассгдх,gostar de
1064,lachen::V,инәх,rir
1065,lachen::V,инәх,rir-se
1066,rühren::V,уйрах,comover
1067,weinen::V,уульх,chorar
1068,schimpfen::V,харах,ralhar
1069,sich ärgern::V,уурлх,zangar-se
1070,sich fürchten::V,әәх,ter medo de
1071,sich fürchten::V,әәх,ter receio de
1072,fürchten::V,әәх,temer
1073,fürchten::V,әәх,recear
1074,fürchten::V,сүрдх,temer
1075,fürchten::V,сүрдх,recear
1076,fliehen::V,зулх,fugir
1077,flüchten::V,орһх,refugiar-se
1078,flüchten::V,зулх,refugiar-se
1079,sehen::V,үзх,ver
1080,anschauen::V,харх,olhar
1081,ansehen::V,хәләх,mirar
1082,ansehen::V,үзх,mirar
1083,hören::V,соңсх,ouvir
1084,zuhören::V,соңсх,escutar
1085,probieren::V,амсх,provar
1086,probieren::V,амсх,saborear
1087,riechen::V,үнрчлх,cheirar
1088,fühlen::V,медх,sentir
1089,scheinen::V,болҗ медгдх,parecer
1090,scheinen::V,миниһәр болхла,parecer
1091,scheinen::V,болад бәәх,parecer
1092,zu sehen sein::V,үзгдх,estar à vista
1093,vernehmen::V,соңсх,ouvir
1094,frieren::V,даарх,ter frio
1095,tun::V,кех,fazer
1096,können::V,чадх,saber
1097,wollen::V,дурлх,querer
1098,anfangen::V,эклх,iniciar
1099,beenden::V,дуусх,acabar
1100,beenden::V,дуусх,terminar
1101,aufhören::V,уурх,cessar
1102,aufhören::V,уурх,desistir
1103,gelingen::V,бүтх,sair bem
1104,gelingen::V,бүтх,dar bom resultado
1105,gelingen::V,күцәх,sair bem
1106,gelingen::V,күцәх,dar bom resultado
1107,geraten::V,болх,sair
1108,geraten::V,болх,dar resultado
1109,öffnen::V,секх,abrir
1110,schließen::V,хаах,fechar
1111,stellen::V,тәвх,pôr
1112,stellen::V,тәвх,colocar
1113,setzen::V,суулһх,pôr
1114,setzen::V,суулһх,meter
1115,legen::V,тәвх,pôr
1116,legen::V,тәвх,meter
1117,berühren::V,көндәх,tocar
1118,verbinden::V,боох,unir
1119,verbinden::V,боох,ligar
1120,bedecken::V,хучх,cobrir
1121,bedecken::V,бүркх,cobrir
1122,aufhängen::V,өлгх,pendurar
1123,anzünden::V,асах,acender
1124,anzünden::V,шатах,acender
1125,aufheben::V,өөдән өргх,apanhar
1126,aufheben::V,өөдән өргх,levantar
1127,zurücklassen::V,үлдәх,deixar
1128,verlieren::V,геех,perder
1129,fallen lassen::V,алдх,deixar cair
1130,machen::V,кех,fazer
1131,herstellen::V,кех,produzir
1132,bauen::V,тосхх,edificar
1133,bauen::V,тосхх,construir
1134,reparieren::V,ясх,reparar
1135,reparieren::V,ясх,consertar
1136,verbessern::V,сәәрүлх,melhorar
1137,ändern::V,хүврәх,mudar
1138,ändern::V,хүврәх,alterar
1139,graben::V,малтх,cavar
1140,beugen::V,нуһлх,curvar
1141,biegen::V,матилһх,vergar
1142,drehen::V,эргүлх,girar
1143,wenden::V,көмрх,virar
1144,wenden::V,көмрх,voltar
1145,wenden::V,эргүлх,virar
1146,wenden::V,эргүлх,voltar
1147,umdrehen::V,эргүлх,virar
1148,umdrehen::V,эргүлх,revolver
1149,heben::V,өргх,levantar
1150,heben::V,деер өргх,levantar
1151,hochheben::V,өргх,erguer
1152,hochheben::V,өргх,levantar
1153,ergreifen::V,бәрх,apanhar
1154,halten::V,бәрх,segurar
1155,drücken::V,шахх,apertar
1156,schieben::V,түлкх,empurrar
1157,kratzen::V,мааҗх,raspar
1158,lecken::V,долах,lamber
1159,beißen::V,хазх,morder
1160,abreißen::V,таслх,arrancar
1161,abschneiden::V,тәәрх,talhar
1162,binden::V,боох,ligar
1163,stecken::V,шаах,meter
1164,stecken::V,шаах,enfiar
1165,stecken::V,хатхх,meter
1166,stecken::V,хатхх,enfiar
1167,brechen::V,хамхлх,romper
1168,brechen::V,хамхлх,quebrar
1169,klopfen::V,цокх,bater
1170,hauen::V,цокх,bater
1171,kleben::V,наах,colar
1172,reiben::V,зүлгх,esfregar
1173,streichen::V,наах,barrar
1174,streichen::V,лашх,barrar
1175,streichen::V,түркх,barrar
1176,schleifen::V,хурцлх,afiar
1177,schneiden::V,хәәчлх,cortar
1178,rütteln::V,дәәвлүлх,sacudir
1179,schütteln::V,сегсрх,abanar
1180,schütteln::V,сегсрх,sacudir
1181,schwenken::V,дайлх,agitar
1182,schütten::V,кех,deitar
1183,füllen::V,дүүргх,encher
1184,einwickeln::V,орах,envolver
1185,einwickeln::V,орах,embrulhar
1186,tragen::V,зөөх,levar
1187,tragen::V,зөөх,trazer
1188,schleppen::V,чирх,arrastar
1189,ziehen::V,татх,puxar
1190,aufbewahren::V,хадһлх,guardar
1191,aufbewahren::V,хадһлх,conservar
1192,werfen::V,хайх,lançar
1193,fangen::V,бәрх,apanhar
1194,fangen::V,хавлх,apanhar
1195,packen::V,бәрх,agarrar
1196,verstecken::V,дүрх,esconder
1197,verstecken::V,бултулх,esconder
1198,teilen::V,хувах,partir
1199,teilen::V,хувах,dividir
1200,schicken::V,илгәх,enviar
1201,bringen::V,авч ирх,trazer
1202,hinzufügen::V,немх,acrescentar
1203,bekommen::V,авх,obter
1204,erhalten::V,авх ,receber
1205,nehmen::V,авх,tomar
1206,wählen::V,шүүх,eleger
1207,wählen::V,шүүх,escolher
1208,auswählen::V,шүүх,escolher
1209,auswählen::V,шүүх,seleccionar
1210,bewahren::V,хадһлх,guardar
1211,bewahren::V,хадһлх,conservar
1212,bewahren::V,кевтнь үлдәх,guardar
1213,bewahren::V,кевтнь үлдәх,conservar
1214,bewahren::V,кевтнь бәәлһх,guardar
1215,bewahren::V,кевтнь бәәлһх,conservar
1216,behindern::V,харшлх,impedir
1217,verderben::V,үрәх,estragar
1218,verderben::V,үрәх,corromper
1219,beschädigen::V,эвдх,danificar
1220,zerbrechen::V,күүлх,romper
1221,zerbrechen::V,күүлх,quebrar
1222,zerbrechen::V,хамхлх,romper
1223,zerbrechen::V,хамхлх,quebrar
1224,zerreißen::V,шуучх,rasgar
1225,zerstören::V,эвдх,destruir
1226,verbrennen::V,шатах,queimar
1227,geben::V,өгх,dar
1228,reichen::V,өгх,passar
1229,schenken::V,белглх,oferecer
1230,versprechen::V,амлх,prometer
1231,wünschen::V,сә хәәх,desejar
1232,loben::V,магтх,louvar
1233,küssen::V,үмсх,beijar
1234,wiegen::V,саатулх,embalar
1235,zudecken::V,бүркх,tapar
1236,zudecken::V,бүркх,cobrir
1237,wecken::V,серүлх,acordar
1238,wecken::V,серүлх,despertar
1239,zeigen::V,үзүлх,mostrar
1240,führen::V,көтлх,guiar
1241,führen::V,көтлх,conduzir
1242,lehren::V,заах,ensinar
1243,lehren::V,сурһх,ensinar
1244,unterrichten::V,сурһх,instruir
1245,unterrichten::V,багшлх,instruir
1246,aufziehen::V,өскәх,criar
1247,leiten::V,һардх,dirigir
1248,leiten::V,һардх,conduzir
1249,leiten::V,толһалх,dirigir
1250,leiten::V,толһалх,conduzir
1251,antreiben::V,шамдах,impelir
1252,lassen::V,күч үзүлх,fazer
1253,einladen::V,үрх,convidar
1254,vereinigen::V,хамцулх,unir
1255,vereinigen::V,хамцулх,reunir
1256,besuchen::V,одх,ir ver
1257,besuchen::V,одх,visitar
1258,treffen::V,харһх,encontrar
1259,sich versammeln::V,цуглрх,reunir-se
1260,sich versammeln::V,хурх,reunir-se
1261,spielen::V,наадх,jogar
1262,spielen::V,наадх,brincar
1263,singen::V,дуулх,cantar
1264,tanzen::V,биилх,bailar
1265,sich trennen::V,хаһцх,apartar-se
1266,verlassen::V,хайх,deixar
1267,verlassen::V,хайх,abandonar
1268,retten::V,әм аврх,salvar
1269,retten::V,әәмшгәс харсх,salvar
1270,bewachen::V,харх,vigiar
1271,bewachen::V,харх,guardar
1272,bewachen::V,манх,vigiar
1273,bewachen::V,манх,guardar
1274,schützen::V,харсх,proteger
1275,verteidigen::V,харсх,defender
1276,sich schlagen::V,гүвдлдх,brigar
1277,sich schlagen::V,гүвдлдх,bater-se
1278,schießen::V,хах,disparar
1279,siegen::V,диилх,vencer
1280,ärgern::V,уурлулх,irritar
1281,ärgern::V,уурлулх,aborrecer
1282,schlagen::V,цокх,bater
1283,schlagen::V,гүвдх,bater
1284,stechen::V,хатхх,picar
1285,stoßen::V,түлкчкх,empurrar
1286,stehlen::V,хулхалх,furtar
1287,stören::V,һә болх,perturbar
1288,belästigen::V,амр эс өгх,incomodar
1289,belästigen::V,амр эс өгх,importunar
1290,verbergen::V,нуух,ocultar
1291,verbergen::V,нуух,esconder
1292,verbergen::V,бултулх,ocultar
1293,verbergen::V,бултулх,esconder
1294,täuschen::V,меклх,iludir
1295,täuschen::V,меклх,enganar
1296,betrügen::V,меклх,burlar
1297,betrügen::V,меклх,enganar
1298,betrügen::V,мек һарһх,burlar
1299,betrügen::V,мек һарһх,enganar
1300,töten::V,алх,matar
1301,wohnen::V,бәәх,morar
1302,arbeiten::V,көдлх,trabalhar
1303,sammeln::V,түүх,recolher
1304,sammeln::V,түүх,coleccionar
1305,pflücken::V,түүх,colher
1306,pflücken::V,хурах,colher
1307,jagen::V,аңнх,caçar
1308,jagen::V,аңһучлх,caçar
1309,fischen::V,заһс аңнх,pescar
1310,fassen::V,бәрх,apanhar
1311,hüten::V,хәрүлх,guardar
1312,treiben::V,туух,conduzir
1313,anbinden::V,уйх,atar
1314,füttern::V,теҗәх,dar de comer a
1315,melken::V,саах,ordenhar
1316,hacken::V,чавчх,rachar
1317,gießen::V,услх,regar
1318,reifen::V,болх,amadurecer
1319,reifen::V,болвсрх,amadurecer
1320,zubereiten::V,белдх,preparar
1321,kochen::V,чанх,cozer
1322,kochen::V,болһх,cozer
1323,backen::V,болһх,cozer
1324,braten::V,хуурх,assar
1325,braten::V,хуурх,fritar
1326,umrühren::V,самрх,remexer
1327,stricken::V,өлгх,tricotar
1328,stricken::V,өлгх,fazer malha
1329,nähen::V,уйх,coser
1330,nähen::V,уйх,costurar
1331,färben::V,будх,tingir
1332,färben::V,будх,colorir
1333,reinigen::V,цеврлх,limpar
1334,reinigen::V,цеврлх,purificar
1335,waschen::V,уһах,lavar
1336,abwischen::V,арчх,limpar
1337,abwischen::V,арчх,esfregar
1338,spülen::V,зәәлх,lavar
1339,spülen::V,зәәлх,enxaguar
1340,fegen::V,сәвүрдх,varrer
1341,kehren::V,сәвүрдх,varrer
1342,baden::V,өөмх,banhar
1343,baden::V,өөмх,tomar banho
1344,sich waschen::V,уһах,lavar-se
1345,sich waschen::V,бийән уһаҗ,lavar-se
1346,ausziehen::V,тәәлх,despir
1347,anziehen::V,өмсх,vestir
1348,sich anziehen::V,хувцлх,vestir-se
1349,kämmen::V,самлх,pentear
1350,schmücken::V,чимх,adornar
1351,schmücken::V,кеерүлх,adornar
1352,sagen::V,келх,dizer
1353,sprechen::V,келх,falar
1354,reden::V,күүндх,falar
1355,reden::V,күр_кех,falar
1356,sich unterhalten::V,күүндх,conversar
1357,fragen::V,сурх,perguntar
1358,bitten::V,эрх,pedir
1359,erzählen::V,келх,contar
1360,erzählen::V,келҗ өгх,contar
1361,mitteilen::V,медүлх,comunicar
1362,mitteilen::V,медүлх,participar
1363,nennen::V,нерәдх,nomear
1364,nennen::V,нерәдх,apelidar
1365,nennen::V,нер өгх,nomear
1366,nennen::V,нер өгх,apelidar
1367,rufen::V,дуудх,chamar
1368,prahlen::V,көөрх,gabar-se
1369,prahlen::V,көөрх,vangloriar-se
1370,übersetzen::V,орчулх,traduzir
1371,denken::V,санх,pensar
1372,glauben::V,шүтх,crer
1373,glauben::V,нәәлх,crer
1374,bemerken::V,темдглх,notar
1375,bemerken::V,темдглх,observar
1376,erkennen::V,таньх,reconhecer
1377,erkennen::V,медх,reconhecer
1378,begreifen::V,медх,apreender
1379,begreifen::V,медх,compreender
1380,verstehen::V,соңсх,entender
1381,verstehen::V,соңсх,compreender
1382,lernen::V,сурх,aprender
1383,wissen::V,медх,saber
1384,sich erinnern an::V,санх,lembrar-se de
1385,sich erinnern an::V,санх,recordar-se de
1386,vergessen::V,мартх,esquecer
1387,messen::V,кемҗәлх,medir
1388,zählen::V,тоолх,contar
1389,rechnen::V,тоолх,calcular
1390,lesen::V,умшх,ler
1391,malen::V,зурх,pintar
1392,zeichnen::V,зурх,desenhar
1393,schreiben::V,бичх,escrever
1394,besitzen::V,эзлх,possuir
1395,kaufen::V,хулдҗ авх,comprar
1396,verkaufen::V,хулдх,vender
1397,verkaufen::V,гүүлгх,vender
1398,bezahlen::V,өгх,pagar
1399,zahlen::V,өгх,pagar
1400,beherrschen::V,эзлх,imperar
1401,ertragen::V,даах,suportar
1402,treten::V,,pisar
