,Concept_ID,uz,mrj
742,vor::PRP,burun,анзыц
743,vor::PRP,burun,анзыцын
744,hinter::PRP,ketida,шайылан
745,hinter::PRP,ketida,шайылный
746,unter::PRP,ostida,лӹвӓкӹ
747,durch::PRP,bo'ylab,вашт
748,neben::PRP,yonida,сага
749,zwischen::PRP,orada,лош
750,zwischen::PRP,orada,лошкы
751,wegen::PRP,sababli,мычыц
752,dies::PRN,o'sha,тидӹ
753,dies::PRN,o'sha,ти
754,das::PRN,narigi,тидӹ
755,das::PRN,narigi,ти
756,alles::PRN,har nima,цилӓ
757,ich::PRN,men,мый
758,du::PRN,sen,тӹнь
759,er::PRN,u,тӹдӹ
760,wir::PRN,biz,мӓ
761,ihr::PRN,siz,вӓ
762,sie::PRN,ular,нӹнӹ
763,was::FPRN,nima,ма
764,wer::FPRN,kim,кӱ
765,wo::FADV,qaerda,кышан
766,wo::FADV,qaerda,кыштакен
767,wohin::FADV,qayerga,кышкы
768,wie::FADV,qanday,кыце
769,warum::FADV,nega,малын
770,wieviel::FNUM,qancha,кынар
771,wieviel::FNUM,qancha,кынары
772,wieviel::FNUM,qancha,кынаркы
773,eins::NUM,bir,иктӹ
774,eins::NUM,bir,иктӹт
775,zwei::NUM,ikki,кок
776,zwei::NUM,ikki,кокты
777,drei::NUM,uch,кым
778,drei::NUM,uch,кымыт
779,vier::NUM,to'rt,нӹл
780,fünf::NUM,besh,вӹц
781,sechs::NUM,olti,куд
782,sechs::NUM,olti,кудытмозн
783,sieben::NUM,etti,шӹм
784,sieben::NUM,etti,шӹмӹт
785,acht::NUM,sakkiz,кӓндӓкш
786,acht::NUM,sakkiz,кӓндӓкшӹ
787,neun::NUM,to'qqiz,ӹндекшшӱдӹ
788,zehn::NUM,o'n,лу
789,elf::NUM,o'n bir,луатик
790,elf::NUM,o'n bir,луатиктӹ
791,zwölf::NUM,o'n ikki,луаткок
792,zwölf::NUM,o'n ikki,луаткокты
793,zwanzig::NUM,yigirma,коклы
794,dreißig::NUM,o'ttiz,кымлы
795,vierzig::NUM,qirq,нӹллӹ
796,fünfzig::NUM,ällik,вӹцлӹ
797,sechzig::NUM,oltmish,кудлу
798,siebzig::NUM,etmish,шӹмлу
799,achtzig::NUM,sakson,кӓндӓкшлу
800,neunzig::NUM,to'qson,ӹндекшлу
801,hundert::NUM,yuz,шӱдӹ
802,tausend::NUM,ming,тӹжем
803,und::CNJ,va,дöн
804,oder::CNJ,yo,льывы
805,stehen::V,turmoq,шалшаг
806,sitzen::V,o'tirmoq,шӹнзӓш
807,liegen::V,yotmoq,киӓш
808,hängen::V,osilmoq,кечӓш
809,werden::V,bo'lmoq,шагалаш
810,passieren::V,bo'lib o'tmoq,ӹштӓ́лтӓш
811,beginnen::V,boshlanmoq,тӹнгӓлӓлтӓш
812,enden::V,bitmoq,пӹтӓш
813,wechseln::V,o'zgarmoq,весемӓш
814,wechseln::V,o'zgarmoq,весемӓлтӓш
815,aufgehen[Sonne]::V,chiqmoq,авараш
816,untergehen[Sonne]::V,botmoq,шӹ́нзӓш
817,scheinen[Sonne]::V,yaraqlamoq,сотемдӓрӓш
818,donnern::V,gulduramoq,хӹдӹртӓш
819,wehen::V,elpimoq,ӹфӹлӓш
820,strömen::V,oqmoq,йогащ
821,fließen::V,oqmoq,йогащ
822,sich drehen::V,aylanmoq,пöрдӓш
823,schwanken::V,qoqilmoq,лыпшалташ
824,schwingen::V,lopillamoq,кӓчӓйӓш
825,fallen::V,tushmoq,кенвазаш
826,fallen::V,tushmoq,шынгалташ
827,brennen::V,yonmoq,йылаш
828,rauchen::V,tutamoq,шыпшаш
829,regnen::V,yomg'ir yog'moq,юраш
830,gefrieren::V,muzlamoq,гӓш
831,gefrieren::V,muzlamoq,кӹлмаш
832,tauen::V,ärimoq,шылаш
833,schmelzen::V,ärimoq,шӹрӓнӓш
834,trocknen::V,qurimoq,кошкаш
835,sieden::V,qaynamoq,шолаш
836,faulen::V,chirimoq,шӱӓш
837,verfaulen::V,chirimoq,йӓнгӓрӓлтӓш
838,reißen::V,qayt qilmoq,кышкедӓлтӓш
839,versinken::V,g'arq bo'lmoq,ва́лаш
840,vergehen::V,o'tmoq,эртӓш
841,erscheinen::V,zuhur ätmoq,каяш
842,verschwinden::V,yo'qolmoq,ямаш
843,sinken::V,pasaymoq,пычаш
844,abnehmen::V,kamaymoq,чӹдемӓш
845,abnehmen::V,kamaymoq,кöтӹргӓш
846,zunehmen::V,urchimoq,когоэмӓш
847,steigen::V,oshmoq,лӱлта́лташ
848,wachsen::V,o'smoq,кушкаш
849,glänzen::V,porlamoq,йӹлгӹжӓш
850,funkeln::V,yalt ätmoq,валгалташ
851,lärmen::V,taraq ätmoq,юкланаш
852,läuten::V,jiringlamoq,цоргаш
853,klingeln::V,jiringlamoq,цоргаш
854,klirren::V,sharaqlamoq,цонгырталгаш
855,brausen::V,vag'illamoq,ышдымыла́наш
856,rauschen::V,shitirlamoq,шу́жгаш
857,klingen::V,yangramoq,йо́нгаш
858,bellen::V,hurmoq,опташ
859,heulen::V,uvlamoq,урмыжаш
860,blasen::V,puflamoq,ӹфӹлӓш
861,pfeifen::V,xushtak chalmoq ,ши́шкаш
862,schreien::V,qiyqirmoq,уташ
863,schreien::V,qiyqirmoq,саслаш
864,schreien::V,qiyqirmoq,варгынзаш
865,stöhnen::V,nola qilmoq,ӹнгӹрӓш
866,zittern::V,titramoq,цӹтӹрӓш
867,leben::V,yashamoq,ӹлӓш
868,geboren werden::V,tug'ilmoq,шачаш
869,atmen::V,nafas chiqarmoq,шӱлӓш
870,trinken::V,ichmoq,йӱӓш
871,essen::V,emoq,качкаш
872,schlucken::V,yutmoq,нелӓш
873,müde werden::V,horimoq,янгылаш
874,einschlafen::V,uxlab qolmoq,амален кеӓш
875,schlafen::V,uxlamoq,амалаш
876,aufwachen::V,uyg'onmoq,понгыжалташ
877,aufstehen::V,qo'pmoq,кӹньӹл шагалаш
878,sich erholen::V,dam olmoq,кӓнаш
879,krank werden::V,kasallanmoq,церлӓнен вазаш
880,krank sein::V,betob yotmoq,церлӓнӓш
881,krank sein::V,betob yotmoq,ясланаш
882,krank sein::V,betob yotmoq,ясыланаш
883,schmerzen::V,og'rimoq,каршташ
884,husten::V,yo'talmoq,кахыраш
885,genesen::V,tuzalmoq,паремӓш
886,genesen::V,tuzalmoq,тöрлӓнӓш
887,sterben::V,o'lmoq,вазын колаш
888,umkommen::V,halok bo'lmoq,пӹтӓш
889,sich bewegen::V,harakat qilmoq,кашташ
890,sich rühren::V,qimirlamoq,тӓрвӓнӓш
891,sich erheben::V,qo'pmoq,кӹньӹлӓш
892,sich setzen::V,o'tirmoq,шӹнзӓш
893,hinfallen::V,yiqilmoq,кенвазаш
894,hinfallen::V,yiqilmoq,шынгалташ
895,laufen::V,yurmoq,кашташ
896,schreiten::V,yurmoq,ашкедӓш
897,spazierengehen::V,sayr ätmoq,мадын кашташ
898,eilen::V,tezlamoq,вӓшкӓш
899,sich beeilen::V,shoshmoq,вӓшкӓш
900,sich beeilen::V,shoshmoq,талашаш
901,sausen::V,chopqillamoq,хойхаланаш
902,sausen::V,chopqillamoq,хояш
903,rennen::V,yugurmoq,кыргыжаш
904,springen::V,sakramoq,тӹршештӓш
905,klettern::V,yuqorilamoq,ку́заш
906,schaukeln::V,irg'amoq,лыпшалташ
907,kriechen::V,ämaklamoq,авалянаш
908,kriechen::V,ämaklamoq,ньыжиклӓш
909,schwimmen::V,suzmoq,илӓш
910,tauchen::V,chu'mmoq,цымаш
911,rudern::V,eshkak eshmoq,шуалташ
912,fahren::V,haydamoq,кеӓш
913,fliegen::V,uchmoq,чонгештӓш
914,gehen::V,bormoq,кеӓш
915,weggehen::V,ketoq,кеӓш
916,abfahren::V,jo'namoq,кеӓш
917,anhalten::V,to'xtamoq,цӓрнӓш
918,hineingehen::V,kirmoq,пыраш
919,eintreten::V,kirmoq,пыраш
920,kommen::V,kelmoq,толаш
921,ankommen::V,etib kelmoq,шоаш
922,zurückkommen::V,qaytib kelmoq,пöртӹлӓш
923,bleiben::V,qolmoq,кодаш
924,warten::V,poylamoq,вычаш
925,erwarten::V,kutmoq,вычаш
926,suchen::V,izlamoq,кӹчӓлӓш
927,finden::V,topmoq,моаш
928,versuchen::V,chalishmoq,путаяш
929,versuchen::V,chalishmoq,цацаш
930,vorbereiten::V,hozirlamoq,поспейӹктӓш
931,lieben::V,sevmoq,яраташ
932,mögen::V,ardoqlamoq,яраташ
933,lachen::V,kulmoq,ваштылаш
934,rühren::V,ta'sirlantirmoq,тӓрвӓтӓш
935,weinen::V,yig'lamoq,мӓгӹрӓш
936,schimpfen::V,koyinmoq,свырседӓлӓш
937,sich ärgern::V,g'azab qilmoq,шӹдешкӓш
938,sich fürchten::V,hurkmoq,лӱдӓш
939,fürchten::V,qo'rqmoq,лӱдӓш
940,fliehen::V,qochmoq,кыргыжаш
941,flüchten::V,qochmoq,кыргыж шӹлӓш
942,sehen::V,ko'rmoq,ужаш
943,anschauen::V,razm solmoq,анжалаш
944,ansehen::V,razm qilmoq,анжаш
945,hören::V,äshitmoq,колаш
946,zuhören::V,tinglamoq,колышташ
947,probieren::V,tatib ko'rmoq,тотештӓш
948,probieren::V,tatib ko'rmoq,подыл анжаш
949,riechen::V,iskamoq,ӱпшӹнзӓш
950,fühlen::V,sezmoq,шижӓш
951,scheinen::V,tuyilmoq,каяш
952,zu sehen sein::V,ko'rinmoq,каяш
953,vernehmen::V,äshitmoq,колын колташ
954,frieren::V,sovuq qotmoq,кӹлмаш
955,frieren::V,sovuq qotmoq,тӹнгӹргӓш
956,tun::V,ätmoq,ӹштӓш
957,können::V,-a olmoq,кердӓш
958,können::V,-y olmoq,кердӓш
959,wollen::V,istamoq,жалаяш
960,anfangen::V,boshlamoq,тӹнгӓлӓш
961,beenden::V,bitirmoq,пӹтӓрӓш
962,aufhören::V,tinmoq,цӓрнӓш
963,gelingen::V,muvaffaqiyat qozonmoq,цӓш лиӓш
964,geraten::V,bo'lmoq,лиӓш
965,öffnen::V,ochmoq,пачаш
966,schließen::V,yopmoq,чӱчӓш
967,stellen::V,qo'ymoq,шӹндӓш
968,setzen::V,o'tqazmoq,шӹндӓш
969,legen::V,yotqizmoq,опташ
970,legen::V,yotqizmoq,пиштӓш
971,berühren::V,tegmoq,тӹкӓлӓш
972,verbinden::V,ulamoq,пидӓш
973,bedecken::V,bekitmoq,леведӓш
974,aufhängen::V,ildirmoq,сӓкӓш
975,anzünden::V,yondirmoq,чӱктӓш
976,aufheben::V,ko'tarmoq,кузыкташ
977,zurücklassen::V,ayrilmoq,кодаш
978,verlieren::V,yo'qotmoq,ямдаш
979,fallen lassen::V,tushirmoq,кенвацтараш
980,machen::V,qilmoq,ӹштӓш
981,herstellen::V,chiqarmoq,йӓмдӹлӓш
982,bauen::V,solmoq,ӹштӓш
983,reparieren::V,tuzatmoq,чиняш
984,reparieren::V,tuzatmoq,алалаш
985,verbessern::V,isloh qilmoq,яжоэмден шӹндӓш
986,ändern::V,o'zgartirmoq,вашталташ
987,graben::V,qazimoq,капаяш
988,beugen::V,bukmoq,лывырташ
989,beugen::V,bukmoq,каклярташ
990,biegen::V,bukmoq,лывырташ
991,drehen::V,aylantirmoq,сӓрӓш
992,drehen::V,aylantirmoq,сӓрӹкӓлӓш
993,wenden::V,burmoq,сӓрӓлӓш
994,umdrehen::V,ag'darmoq,сӓрӓлӓш
995,heben::V,yuksaltirmoq,лӱктӓш
996,hochheben::V,ko'tarmoq,кузыкташ
997,ergreifen::V,tutamlamoq,хватяш
998,halten::V,tutmoq,кычаш
999,drücken::V,bosmoq,темдӓш
1000,schieben::V,surmoq,шӹкӓш
1001,kratzen::V,qashimoq,нӹжӓш
1002,lecken::V,mijimoq,нылаш
1003,beißen::V,tishlamoq,пыралаш
1004,abreißen::V,emirmoq,кӹрӓш
1005,abreißen::V,emirmoq,кышкед нӓлӓш
1006,abschneiden::V,cho'rt kesmoq,шулаш
1007,abschneiden::V,cho'rt kesmoq,лаштыклаш
1008,binden::V,bog'lamoq,пидӓш
1009,stecken::V,suqmoq,шыралаш
1010,brechen::V,sindirmoq,тодылаш
1011,brechen::V,sindirmoq,пыдырташ
1012,klopfen::V,dukurlamoq,рушткаш
1013,hauen::V,urmoq,шелӹштӓш
1014,kleben::V,yopishtirmoq,клейӓш
1015,reiben::V,surkamoq,нӹжӓш
1016,streichen::V,surkamoq,шӹрӓш
1017,schleifen::V,qayramoq,шымаш
1018,schneiden::V,kesmoq,пӹчкӓш
1019,rütteln::V,chayqamoq,мыльгыкташ
1020,schütteln::V,chayqamoq,цӹтӹртӓш
1021,schütteln::V,chayqamoq,мыльгыкташ
1022,schwenken::V,chayqatmoq,машыяш
1023,schütten::V,quymoq,опталаш
1024,füllen::V,to'ldirmoq,темӓш
1025,einwickeln::V,chulg'amoq,пӹтӹрӓ́лӓш
1026,tragen::V,tashimoq,намалаш
1027,schleppen::V,sudramoq,шӹдӹрӓш
1028,ziehen::V,tortmoq,шыпшаш
1029,aufbewahren::V,tutmoq,перегӓш
1030,werfen::V,tashlamoq,кӹшкӓш
1031,fangen::V,tutmoq,кычаш
1032,packen::V,opqochmoq,хватяш
1033,verstecken::V,yashirmoq,шӹлтӓш
1034,teilen::V,bo'lmoq,пайылаш
1035,schicken::V,yubormoq,колташ
1036,bringen::V,keltirmoq,кандаш
1037,hinzufügen::V,tirkamoq,
1038,bekommen::V,olmoq,лыкташ
1039,erhalten::V,olmoq,получаяш
1040,nehmen::V,olmoq,налаш
1041,wählen::V,saylamoq,айыраш
1042,auswählen::V,saylamoq,айыраш
1043,bewahren::V,saqlamoq,перегӓш
1044,behindern::V,xalal bermoq,мешӓйӓш
1045,verderben::V,xazon qilmoq,портяш
1046,beschädigen::V,buzmoq,шушырташ
1047,zerbrechen::V,sindirmoq,пыдырташ
1048,zerreißen::V,yirtmoq,кӹрӓш
1049,zerstören::V,vayron qilmoq,шӓлӓтӓш
1050,verbrennen::V,kuydirmoq,йылаташ
1051,verbrennen::V,kuydirmoq,йылалташ
1052,geben::V,bermoq,пуаш
1053,reichen::V,bermoq,пуаш
1054,schenken::V,sovg'a qilmoq,подараш
1055,versprechen::V,va'da bermoq,сöрӓш
1056,wünschen::V,orziqmoq,жалаяш
1057,loben::V,maqtamoq,хваляш
1058,küssen::V,o'pmoq,шышшалаш
1059,wiegen::V,tebratmoq,лӱнгӓлтӓш
1060,zudecken::V,yopmoq,пиштӓш
1061,wecken::V,uyg'otmoq,понгыжалтараш
1062,zeigen::V,ko'rsatmoq,анжыкташ
1063,führen::V,boshlik bo'lmoq,видӓш
1064,lehren::V,o'rgatmoq,тымдаш
1065,unterrichten::V,dars bermoq,тымдаш
1066,aufziehen::V,o'stirmoq,кушташ
1067,leiten::V,boshqarmoq,видӓш
1068,leiten::V,boshqarmoq,вуйлаташ
1069,leiten::V,boshqarmoq,вуйлалташ
1070,antreiben::V,shoshiltirmoq,талаштараш
1071,lassen::V,ruxsat bermoq,-ыкт
1072,einladen::V,taklif kilmoq,ӱжӓш
1073,vereinigen::V,qo'shmoq,иктештӓш
1074,besuchen::V,mehmonga bormoq,толаш
1075,treffen::V,duchor bo'lmoq,вӓшлиӓш
1076,treffen::V,duchor bo'lmoq,вӓшлиӓлтӓш
1077,sich versammeln::V,to'planmoq,цымыргаш
1078,spielen::V,o'ynamoq,мадаш
1079,singen::V,yalla qilmoq,мыраш
1080,tanzen::V,raqs qilmoq,кушташ
1081,sich trennen::V,yakkalanmoq,айырлаш
1082,verlassen::V,qoldirmoq,шуаш
1083,retten::V,qutqazmoq,ытараш
1084,bewachen::V,qo'rimoq,оролаш
1085,schützen::V,yoniga olmoq,перегӓш
1086,verteidigen::V,yoqlamoq,перегӓш
1087,sich schlagen::V,yoqalashmoq,шидӓлӓш
1088,sich schlagen::V,yoqalashmoq,шиэдӓлӓш
1089,schießen::V,otmoq,лӱӓш
1090,siegen::V,engmoq,сӹнгӓш
1091,ärgern::V,jahl chiqarmoq,шӹдештӓрӓш
1092,schlagen::V,urmoq,пӓрен колташ
1093,schlagen::V,urmoq,хӹрӹктен колташ
1094,treten::V,tepmoq,чымаш
1095,stechen::V,qadamoq,пышкылаш
1096,stoßen::V,turtmoq,шыркедӓш
1097,stehlen::V,o'g'rilamoq,шолышт толаш
1098,stören::V,tebratmoq,ӓрештӹлӓш
1099,belästigen::V,g'ashini keltirmoq,кӓньӹсӹрлӓндӓрӓш
1100,belästigen::V,g'ashini keltirmoq,шытырланыкташ
1101,verbergen::V,berkitmoq,шӹлтӓш
1102,täuschen::V,aldamoq,алталаш
1103,täuschen::V,aldamoq,аталаш
1104,betrügen::V,tirriq qilmoq,мошеньӹчӓйӓш
1105,töten::V,o'ldirmoq,пуштын шуаш
1106,wohnen::V,istiqomat qilmoq,ӹлӓш
1107,arbeiten::V,ishlamoq,пӓшӓлӓш
1108,arbeiten::V,ishlamoq,ровотаяш
1109,sammeln::V,yig'moq,погаш
1110,pflücken::V,termoq,кӹрӓш
1111,jagen::V,ov qilmoq,охотничӓйӓш
1112,fischen::V,baliq ovlamoq,кол кычаш
1113,fassen::V,ilinmoq,кычаш
1114,hüten::V,boqtirmoq,кӹтӓш
1115,treiben::V,haydamoq,шуруяш
1116,anbinden::V,bog'lamoq,ялшташ
1117,anbinden::V,bog'lamoq,ялышташ
1118,füttern::V,edirmoq,пукшаш
1119,melken::V,sog'moq,шыпшылаш
1120,hacken::V,chopmoq,роаш
1121,gießen::V,oqizmoq,шӓвӓш
1122,reifen::V,qizarmoq,кӱӓш
1123,reifen::V,qizarmoq,поспейӓш
1124,zubereiten::V,pishirmoq,йӓмдӹлӓш
1125,kochen::V,qaynatmoq,шолташ
1126,backen::V,yopmoq,кӱктӓш
1127,braten::V,qovurmoq,жӓрӓш
1128,umrühren::V,atalamoq,намалаш
1129,stricken::V,to'qimoq,пидӓш
1130,nähen::V,tikmoq,ыргаш
1131,färben::V,bo'yoqlamoq,пидӓш
1132,reinigen::V,tozalamoq,чиӓлтӓш
1133,waschen::V,yuvmoq,мышкаш
1134,abwischen::V,surkamoq,ӹштӓш
1135,spülen::V,chaymoq,шӱӓлтӓш
1136,fegen::V,cho'tkalamoq,ӹштӓш
1137,kehren::V,supurmoq,ӹштӓш
1138,baden::V,cho'milmoq,нӱштӹлӓш
1139,sich waschen::V,yuvinmoq,мышкылташ
1140,ausziehen::V,echintirmoq,кыдашаш
1141,anziehen::V,kiymoq,чиӓш
1142,sich anziehen::V,kiyinmoq,чиӓш
1143,kämmen::V,taramoq,шерӓш
1144,schmücken::V,yasatmoq,цеверемдӓш
1145,sagen::V,aytmoq,манаш
1146,sagen::V,aytmoq,келесӓш
1147,sprechen::V,so'zlamoq,манаш
1148,reden::V,gapirmoq,шайышташ
1149,sich unterhalten::V,suhbatlashmoq,хытыраш
1150,sich unterhalten::V,suhbatlashmoq,хытыргаш
1151,fragen::V,so'ramoq,ядаш
1152,bitten::V,iltimos qilmoq,ядаш
1153,erzählen::V,aytib bermoq,келесӓш
1154,mitteilen::V,bildirmoq,попаш
1155,mitteilen::V,bildirmoq,увертӓш
1156,mitteilen::V,bildirmoq,увертӓрӓш
1157,nennen::V,atamoq,лӹмдӓш
1158,rufen::V,chaqirmoq,ӱжӓш
1159,prahlen::V,gerdaymoq,хайзаш
1160,prahlen::V,gerdaymoq,шаргаланаш
1161,übersetzen::V,tarjima qilmoq,вашташ
1162,denken::V,o'ylamoq,машанаш
1163,glauben::V,ishonmoq,ӹнянӓш
1164,bemerken::V,payqamoq,цаклаш
1165,erkennen::V,tanimoq,пӓлӓш
1166,begreifen::V,tushunmoq,ынгылаш
1167,verstehen::V,anglamoq,ынгылаш
1168,lernen::V,o'qimoq,тыменяш
1169,wissen::V,bilmoq,пӓлӓш
1170,sich erinnern an::V,äsni tanimoq,ышештӓрӓш
1171,vergessen::V,unutmoq,монден кодаш
1172,messen::V,o'lchamoq,висӓш
1173,zählen::V,raqamlamoq,шотаяш
1174,rechnen::V,cho'tlamoq,шотаяш
1175,lesen::V,o'qimoq,лыдаш
1176,malen::V,rasm solmoq,рисуяш
1177,zeichnen::V,chizmoq,ыдырка́лаш
1178,schreiben::V,yozmoq,вазаш
1179,besitzen::V,ägalamoq,кы́чаш
1180,kaufen::V,olmoq,нӓлӓш
1181,verkaufen::V,sotmoq,выжалаш
1182,bezahlen::V,to'lamoq,тӱлӓш
1183,zahlen::V,to'lamoq,тӱлӓш
1184,beherrschen::V,ägalamoq,кы́чаш
1185,ertragen::V,chidamoq,цӹтӓш
