,Concept_ID,hr,sv
68,Himmel::N,nebo,himmel
69,Sonne::N,sunce,sol
70,Mond::N,mjesec,måne
71,Stern::N,zvijezda,stjärna
72,Luft::N,zrak,luft
73,Wind::N,vjetar,vind
74,Welle::N,val,våg
75,Welle::N,val,bölja
76,Welle::N,talas,våg
77,Welle::N,talas,bölja
78,Wasser::N,voda,vatten
79,Stein::N,kamen,sten
80,Boden::N,tlo,mark
81,Boden::N,zemlja,mark
82,Erde::N,zemlja,jord
83,Staub::N,prah,damm
84,Staub::N,prašina,damm
85,Rauch::N,dim,rök
86,Funke::N,iskra,gnista
87,Funke::N,varnica,gnista
88,Feuer::N,vatra,eld
89,Licht::N,svjetlo,ljus
90,Schatten::N,hlad,skugga
91,Schatten::N,sjena,skugga
92,Wetter::N,vrijeme,väder
93,Nebel::N,magla,dimma
94,Nebel::N,magla,töcken
95,Wolke::N,oblak,sky
96,Wolke::N,oblak,moln
97,Regen::N,kiša,regn
98,Schnee::N,snijeg,snö
99,Eis::N,led,is
100,Frost::N,mraz,frost
101,Kälte::N,studen,köld
102,Kälte::N,hladnoća,köld
103,Hitze::N,vrućina,hetta
104,Raureif::N,inje,rimfrost
105,Regenbogen::N,duga,regnbåge
106,Donner::N,grom,åska
107,Donner::N,grom,dunder
108,Donner::N,grmljavina,åska
109,Donner::N,grmljavina,dunder
110,Strömung::N,struja,strömning
111,Strömung::N,strujanje,strömning
112,Tropfen::N,kap,dropper
113,Tropfen::N,kaplja,dropper
114,Schaum::N,pjena,skum
115,Schmutz::N,nečistoća,lort
116,Schmutz::N,nečistoća,smuts
117,Schmutz::N,prljavština,lort
118,Schmutz::N,prljavština,smuts
119,See::N,jezero,sjö
120,Sumpf::N,bara,träsk
121,Moor::N,močvara,myr
122,Moor::N,močvara,mosse
123,Wiese::N,livada,äng
124,Wald::N,šuma,skog
125,Hügel::N,brijeg,höjd
126,Hügel::N,brijeg,kulle
127,Hügel::N,brežuljak,höjd
128,Hügel::N,brežuljak,kulle
129,Anhöhe::N,uzvišica,höjd
130,Anhöhe::N,uzvišica,backe
131,Berg::N,brdo,berg
132,Berg::N,brdo,fjäll
133,Gipfel::N,vrh,topp
134,Höhle::N,pećina,håla
135,Höhle::N,pećina,grotta
136,Höhle::N,spilja,håla
137,Höhle::N,spilja,grotta
138,Abhang::N,obronak,slänt
139,Abhang::N,obronak,sluttning
140,Abhang::N,nizbrdica,slänt
141,Abhang::N,nizbrdica,sluttning
142,Quelle::N,izvor,källa
143,Quelle::N,vrelo,källa
144,Bach::N,potok,bäck
145,Fluss::N,rijeka,älv
146,Fluss::N,rijeka,flod
147,Ufer::N,obala,strand
148,Küste::N,obala,kust
149,Küste::N,morska obala,kust
150,Festland::N,kopno,fastland
151,Meer::N,more,hav
152,Bucht::N,zaliv,vik
153,Bucht::N,zaliv,bukt
154,Insel::N,ada,ö
155,Insel::N,otok,ö
156,Blume::N,cvijet,blomma
157,Blume::N,cvijet,blomster
158,Gras::N,trava,gräs
159,Wurzel::N,korijen,rot
160,Baum::N,drvo,träd
161,Baum::N,stablo,träd
162,Stamm::N,deblo,stam
163,Stamm::N,stablo,stam
164,Rinde::N,kora,bark
165,Ast::N,grana,gren
166,Zweig::N,grana,kvist
167,Blatt::N,list,löv
168,Blatt::N,list,blad
169,Birke::N,breza,björk
170,Kiefer[Baum]::N,bor,tall
171,Weide[Baum]::N,iva,pil
172,Weide[Baum]::N,iva,vide
173,Weide[Baum]::N,vŕba,pil
174,Weide[Baum]::N,vŕba,vide
175,Tanne::N,jela,gran
176,Horn::N,rog,horn
177,Feder::N,pero,fjäder
178,Fell::N,koža,fäll
179,Fell::N,koža,skinn
180,Flügel::N,krilo,vinge
181,Klaue::N,papak,klöv
182,Kralle::N,pandža,klo
183,Schwanz::N,rep,svans
184,Schwanz::N,rep,stjärt
185,Ei::N,jaje,ägg
186,Nest::N,gnijezdo,rede
187,Nest::N,gnijezdo,näste
188,Bau::N,jazbina,bo
189,Tier::N,životinja,djur
190,Herde::N,krdo,flock
191,Herde::N,stado,flock
192,Kuh::N,krava,ko
193,Bulle::N,bik,tjur
194,Pferd::N,konj,häst
195,Schaf::N,ovca,får
196,Schwein::N,svinja,svin
197,Hund::N,pas,hund
198,Hund::N,pseto,hund
199,Katze::N,mačka,katt
200,Bär::N,medvjed,björn
201,Eichhörnchen::N,vjeverica,ekorre
202,Elch::N,los,älg
203,Fuchs::N,lisica,räv
204,Hase::N,zec,hare
205,Maus::N,miš,mus
206,Wolf::N,vuk,varg
207,Wolf::N,kurjak,varg
208,Vogel::N,ptica,fågel
209,Schwarm::N,roj,svärm
210,Schwarm::N,jato,svärm
211,Huhn::N,kokoš,höns
212,Hahn::N,kokot,tupp
213,Hahn::N,pijevac,tupp
214,Gans::N,guska,gås
215,Adler::N,orao,örn
216,Ente::N,patka,anka
217,Eule::N,sova,uggla
218,Kranich::N,ždral,trana
219,Krähe::N,vrana,kråka
220,Kuckuck::N,kukavica,gök
221,Schwan::N,labud,svan
222,Fisch::N,riba,fisk
223,Barsch::N,grgeč,abborre
224,Hecht::N,štuka,gädda
225,Schlange[Tier]::N,guja,orm
226,Schlange[Tier]::N,zmija,orm
227,Wurm::N,crv,mask
228,Spinne::N,pauk,spindel
229,Ameise::N,mrav,myra
230,Laus::N,uš,lus
231,Mücke::N,komarac,mygga
232,Fliege::N,muha,fluga
233,Schmetterling::N,leptir,fjäril
234,Beere::N,boba,bär
235,Beere::N,bobica,bär
236,Apfel::N,jabuka,äpple
237,Pilz::N,pečurka,svamp
238,Zwiebel::N,luk,lök
239,Zwiebel::N,kapula,lök
240,Saat::N,sjemenje,sådd
241,Korn::N,zrno,korn
242,Heu::N,sijeno,hö
243,Schale::N,kora,skal
244,Schale::N,ljuska,skal
245,Grube::N,jama,grop
246,Falle::N,zamka,fälla
247,Falle::N,klopka,fälla
248,Schlinge::N,uzao,snara
249,Schlinge::N,petlja,snara
250,Spur::N,trag,spår
251,Spur::N,slijed,spår
252,Asche::N,pepeo,aska
253,Dreck::N,blato,lort
254,Eisen::N,željezo,järn
255,Gold::N,zlato,guld
256,Silber::N,srebro,silver
257,Kohle::N,ugalj,kol
258,Kohle::N,ugljen,kol
259,Glas::N,staklo,glas
260,Lehm::N,glina,lera
261,Lehm::N,ilovača,lera
262,Sand::N,pijesak,sand
263,Mensch::N,čovjek,människa
264,Mann::N,muškarac,man
265,Frau::N,žena,kvinna
266,Kind::N,čedo,barn
267,Kind::N,dijete,barn
268,Junge::N,momče,pojke
269,Junge::N,dječak,pojke
270,Mädchen::N,djevojka,flicka
271,Mädchen::N,djevojčica,flicka
272,Familie::N,obitelj,familj
273,Familie::N,porodica,familj
274,Großvater::N,djed,morfar
275,Großmutter::N,baka,farmor
276,Eltern::N,roditelji,föräldrar
277,Vater::N,otac,far
278,Mutter::N,majka,mor
279,Sohn::N,sin,son
280,Tochter::N,kći,dotter
281,Tochter::N,kćerka,dotter
282,Bruder::N,brat,bror
283,Schwester::N,sestra,syster
284,Onkel::N,čika,morbror
285,Onkel::N,ujak,morbror
286,Tante::N,ujna,tant
287,Tante::N,tetka,tant
288,Ehemann::N,muž,äkta man
289,Ehemann::N,suprug,äkta man
290,Ehefrau::N,žena,hustru
291,Ehefrau::N,supruga,hustru
292,Freude::N,radost,fröjd
293,Freude::N,radost,glädje
294,Gelächter::N,grohot,åtlöje
295,Glück::N,sreća,lycka
296,Kummer::N,jad,sorg
297,Kummer::N,briga,sorg
298,Wunsch::N,želja,önskan
299,Lust::N,volja,lust
300,Geist::N,duh,ande
301,Gedanke::N,misao,tanke
302,Gedächtnis::N,pamćenje,minne
303,Verstand::N,um,förstånd
304,Verstand::N,razum,förstånd
305,Sinn::N,smisao,mening
306,Sinn::N,smisao,betydelse
307,Sinn::N,značenje,mening
308,Sinn::N,značenje,betydelse
309,Grund::N,razlog,skäl
310,Grund::N,razlog,grund
311,Wahrheit::N,istina,sanning
312,Gespräch::N,razgovor,samtal
313,Märchen::N,bajka,saga
314,Erzählung::N,priča,berättelse
315,Erzählung::N,pripovijest,berättelse
316,Nachricht::N,vijest,meddelande
317,Neuigkeit::N,novost,nyhet
318,Name::N,ime,namn
319,Rätsel::N,zagonetka,gåta
320,Rede::N,govor,tal
321,Rede::N,besjeda,tal
322,Sprache::N,jezik,språk
323,Stimme::N,glas,stämma
324,Wort::N,riječ,ord
325,Zeichen::N,znak,tecken
326,Ruf::N,povik,rop
327,Ruf::N,poklik,rop
328,Lärm::N,buka,bråk
329,Lärm::N,buka,oväsen
330,Lärm::N,galama,bråk
331,Lärm::N,galama,oväsen
332,Laut::N,zvuk,ljud
333,Ton::N,ton,ton
334,Lied::N,pjesma,sång
335,Ruhe::N,tišina,ro
336,Ruhe::N,tišina,lugn
337,Ruhe::N,počinak,ro
338,Ruhe::N,počinak,lugn
339,Leute::N,ljudi,folk
340,Volk::N,puk,folk
341,Volk::N,narod,folk
342,Arbeit::N,rad,arbete
343,Arbeit::N,posao,arbete
344,Gast::N,gost,gäst
345,Geschenk::N,dar,gåva
346,Geschenk::N,dar,present
347,Geschenk::N,poklon,gåva
348,Geschenk::N,poklon,present
349,Spiel::N,igra,lek
350,Spiel::N,igra,spel
351,Gesellschaft::N,društvo,sällskap
352,Gesellschaft::N,kompanija,sällskap
353,Hilfe::N,pomoć,hjälp
354,Freund::N,prijatelj,vän
355,Kamerad::N,drug,kamrat
356,Kamerad::N,drugar,kamrat
357,Angelegenheit::N,posao,ärende
358,Angelegenheit::N,posao,angelägenhet
359,Anzahl::N,broj,antal
360,Anzahl::N,brojnost,antal
361,Art::N,vid,art
362,Art::N,vid,slag
363,Art::N,vrst,art
364,Art::N,vrst,slag
365,Stück::N,komad,stycke
366,Teil::N,dio,del
367,Hälfte::N,polovina,halva
368,Kreis::N,krug,krets
369,Kreis::N,krug,cirkel
370,Kreuz::N,križ,kors
371,Kreuz::N,križ,kryss
372,Linie::N,crta,linje
373,Strich::N,crta,streck
374,Abstand::N,razmak,avstånd
375,Abstand::N,odstojanje,avstånd
376,Entfernung::N,udaljenost,avstånd
377,Gegend::N,kraj,trakt
378,Gegend::N,predeo,trakt
379,Platz::N,mjesto,plats
380,Ort::N,mjesto,plats
381,Ort::N,mjesto,ställe
382,Seite::N,bok,sida
383,Seite::N,strana,sida
384,Mitte::N,sredina,mitt
385,Gegenstand::N,predmet,föremål
386,Sache::N,posao,sak
387,Rand::N,rub,rand
388,Rand::N,kraj,rand
389,Kante::N,brid,kant
390,Kante::N,ivica,kant
391,Ecke::N,ugao,vrå
392,Ecke::N,ugao,hörn
393,Spitze::N,vrh,spets
394,Spitze::N,šiljak,spets
395,Ende::N,konac,ända
396,Loch::N,rupa,hål
397,Winkel::N,kut,vinkel
398,Winkel::N,ugao,vinkel
399,Muster::N,uzor,mönster
400,Größe::N,veličina,storlek
401,Länge::N,duljina,längd
402,Höhe::N,visina,höjd
403,Gewicht::N,težina,tyngd
404,Menge::N,mnoštvo,mängd
405,Menge::N,količina,mängd
406,Haufen::N,hrpa,hög
407,Haufen::N,gomila,hög
408,Reihe::N,red,rad
409,Boot::N,čun,båt
410,Boot::N,čamac,båt
411,Ruder::N,veslo,åra
412,Schlitten::N,saone,släde
413,Ski::N,ski,skida
414,Ski::N,smučka,skida
415,Lagerfeuer::N,logorska vatra,lägereld
416,Last::N,tovar,last
417,Last::N,tovar,börda
418,Gang::N,hod,gång
419,Schritt::N,korak,steg
420,Norden::N,sjever,norr
421,Süden::N,jug,söder
422,Westen::N,zapad,väster
423,Osten::N,istok,öster
424,Holz::N,drvo,trä
425,Brett::N,daska,bräda
426,Platte::N,ploča,platta
427,Stütze::N,potpora,stöd
428,Stütze::N,potpora,stötta
429,Stange::N,motka,stång
430,Stock::N,štap,käpp
431,Stock::N,štap,pinne
432,Stock::N,palica,käpp
433,Stock::N,palica,pinne
434,Stab::N,štap,stav
435,Stab::N,šipka,stav
436,Rohr::N,cijev,rör
437,Haus::N,kuća,hus
438,Heim::N,dom,hem
439,Ofen::N,peć,ugn
440,Fußboden::N,pod,golv
441,Tisch::N,stol,bord
442,Tisch::N,trpeza,bord
443,Stuhl::N,stolac,stol
444,Stuhl::N,stolica,stol
445,Wiege::N,kolijevka,vagga
446,Bett::N,krevet,säng
447,Bett::N,postelja,säng
448,Regal::N,polica,hylla
449,Kiste::N,sanduk,låda
450,Fenster::N,prozor,fönster
451,Tür::N,vrata,dörr
452,Tor::N,vrata,port
453,Tor::N,kapija,port
454,Zaun::N,plot,staket
455,Zaun::N,plot,stängsel
456,Zaun::N,ograda,staket
457,Zaun::N,ograda,stängsel
458,Dach::N,krov,tak
459,Leiter::N,ljestve,stege
460,Leiter::N,ljestvice,stege
461,Besen::N,metla,kvast
462,Spaten::N,ašov,spade
463,Schaufel::N,lopata,skovel
464,Schaufel::N,lopata,skyffel
465,Gabel::N,viljuška,gaffel
466,Löffel::N,žlica,sked
467,Messer::N,nož,kniv
468,Nagel::N,čavao,spik
469,Netz::N,mreža,nät
470,Haken::N,kuka,krok
471,Griff::N,držak,tag
472,Griff::N,držak,handtag
473,Griff::N,ručica,tag
474,Griff::N,ručica,handtag
475,Schloss::N,brava,las
476,Bild::N,slika,bild
477,Figur::N,figura,figur
478,Puppe::N,lutka,docka
479,Beutel::N,kesa,påse
480,Bündel::N,snop,bunt
481,Bündel::N,snop,knippa
482,Bündel::N,svežanj,bunt
483,Bündel::N,svežanj,knippa
484,Tasche::N,torba,väska
485,Tasche::N,taška,väska
486,Eimer::N,kabao,hink
487,Eimer::N,kabao,ämbar
488,Deckel::N,poklopac,lock
489,Geschirr::N,suđe,servis
490,Geschirr::N,suđe,porslin
491,Geschirr::N,posuđe,servis
492,Geschirr::N,posuđe,porslin
493,Sack::N,džak,säck
494,Sack::N,vreća,säck
495,Tasse::N,šalica,kopp
496,Topf::N,lonac,gryta
497,Topf::N,lonac,kastrull
498,Kessel::N,kazan,kittel
499,Essen::N,obrok,mål
500,Nahrung::N,hrana,näring
501,Speise::N,jelo,maträtt
502,Fleisch::N,meso,kött
503,Getreide::N,žito,säd
504,Getreide::N,žito,spannmål
505,Getreide::N,žitarice,säd
506,Getreide::N,žitarice,spannmål
507,Brei::N,kaša,gröt
508,Brot::N,kruh,bröd
509,Scheibe::N,kriška,skiva
510,Fett::N,mast,fett
511,Fett::N,salo,fett
512,Butter::N,buter,smör
513,Butter::N,maslac,smör
514,Öl::N,ulje,olja
515,Salz::N,sol,salt
516,Suppe::N,supa,soppa
517,Honig::N,med,honung
518,Milch::N,mlijeko,mjölk
519,Tee::N,čaj,te
520,Leder::N,koža,läder
521,Wolle::N,vuna,ull
522,Wolle::N,vuna,ylle
523,Stoff::N,štof,tyg
524,Stoff::N,štof,stoff
525,Stoff::N,tkanina,tyg
526,Stoff::N,tkanina,stoff
527,Nadel::N,igla,nål
528,Faden::N,nit,tråd
529,Faden::N,konac,tråd
530,Knopf::N,dugme,knapp
531,Knoten::N,čvor,knut
532,Knoten::N,uzao,knut
533,Farbe::N,farba,färg
534,Kleidung::N,odjeća,klädsel
535,Hemd::N,košulja,skjorta
536,Kragen::N,ovratnik,krage
537,Ärmel::N,rukav,ärm
538,Hose::N,hlače,byxor
539,Gürtel::N,pas,bälte
540,Gürtel::N,pojas,bälte
541,Mütze::N,kapa,mössa
542,Schuh::N,cipela,sko
543,Stiefel::N,čizma,stövel
544,Ring::N,prsten,ring
545,Band::N,vrpca,band
546,Kamm::N,češalj,kam
547,Spiegel::N,zrcalo,spegel
548,Spiegel::N,ogledalo,spegel
549,Riemen::N,kaiš,rem
550,Riemen::N,remen,rem
551,Schnur::N,vrpca,snöre
552,Leine::N,uzica,lina
553,Decke::N,ćebe,täcke
554,Decke::N,pokrivač,täcke
555,Kissen::N,jastuk,dyna
556,Kissen::N,jastuk,kudde
557,Tuch::N,rubac,sjal
558,Tuch::N,marama,sjal
559,Handtuch::N,ručnik,handduk
560,Kraft::N,snaga,kraft
561,Stärke::N,jakost,styrka
562,Gesundheit::N,zdravlje,hälsa
563,Krankheit::N,bolest,sjukdom
564,Schmerz::N,bol,smärta
565,Wunde::N,rana,sår
566,Fieber::N,groznica,feber
567,Arznei::N,lijek,medicin
568,Arznei::N,lijek,läkemedel
569,Brücke::N,most,bro
570,Brücke::N,ćuprija,bro
571,Brunnen::N,bunar,brunn
572,Brunnen::N,zdenac,brunn
573,Weide::N,paša,bete
574,Weide::N,pašnjak,bete
575,Pfad::N,staza,stig
576,Weg::N,put,väg
577,Straße::N,drum,gata
578,Straße::N,cesta,gata
579,Dorf::N,selo,by
580,Stadt::N,grad,stad
581,Stadt::N,varoš,stad
582,Brief::N,list,brev
583,Brief::N,pismo,brev
584,Buch::N,knjiga,bok
585,Buchstabe::N,slovo,bokstav
586,Zeitung::N,novine,tidning
587,Leben::N,život,liv
588,Tod::N,smrt,död
589,Grab::N,raka,grav
590,Kirche::N,crkva,kyrka
591,Sünde::N,grijeh,synd
592,Gott::N,bog,gud
593,Arbeiter::N,radnik,arbetare
594,Chef::N,šef,chef
595,Meister::N,majstor,mästare
596,Arzt::N,liječnik,läkare
597,Lehrer::N,učitelj,lärare
598,Geld::N,novac,pengar
599,Geschäft::N,posao,rörelse
600,Geschäft::N,trgovina,rörelse
601,Laden::N,dućan,affär
602,Preis::N,cijena,pris
603,Ware::N,roba,vara
604,Nutzen::N,korist,gagn
605,Nutzen::N,korist,nytta
606,Reichtum::N,bogatstvo,rikedom
607,Welt::N,svijet,värld
608,Land::N,zemlja,land
609,Staat::N,država,stat
610,König::N,kralj,kung
611,König::N,kralj,konung
612,Macht::N,moć,makt
613,Macht::N,vlast,makt
614,Grenze::N,granica,gräns
615,Krieg::N,rat,krig
616,Feind::N,neprijatelj,fiende
617,Gewalt::N,sila,våld
618,Gewalt::N,nasilje,våld
619,Kampf::N,boj,kamp
620,Kampf::N,boj,strid
621,Kampf::N,borba,kamp
622,Kampf::N,borba,strid
623,Bogen[Waffe]::N,luk,båge
624,Pfeil::N,strijela,pil
625,Gewehr::N,puška,gevär
626,Fehler::N,pogreška,fel
627,Fehler::N,griješka,fel
628,Lüge::N,laž,lögn
629,Schaden::N,šteta,skada
630,Unglück::N,nesreća,otur
631,Unglück::N,nesreća,olycka
632,Schuld::N,krivnja,skuld
633,Alter::N,dob,ålder
634,Schluss::N,kraj,slut
635,Schluss::N,konac,slut
636,Zeit::N,doba,tid
637,Zeit::N,vrijeme,tid
638,Tag::N,dan,dag
639,Morgen::N,jutro,morgon
640,Mittag::N,podne,middag
641,Abend::N,veče,kväll
642,Abend::N,večer,kväll
643,Nacht::N,noć,natt
644,Woche::N,sedmica,vecka
645,Monat::N,mjesec,månad
646,Jahr::N,godina,år
647,Frühling::N,proljeće,vår
648,Sommer::N,ljeto,sommar
649,Herbst::N,jesen,höst
650,Winter::N,zima,vinter
651,Januar::N,januar,januari
652,Januar::N,siječanj,januari
653,Februar::N,veljača,februari
654,Februar::N,februar,februari
655,März::N,mart,mars
656,März::N,ožujak,mars
657,April::N,april,april
658,April::N,travanj,april
659,Mai::N,maj,maj
660,Mai::N,svibanj,maj
661,Juni::N,juni,juni
662,Juni::N,lipanj,juni
663,Juli::N,juli,juli
664,Juli::N,srpanj,juli
665,August::N,august,augusti
666,August::N,kolovoz,augusti
667,September::N,rujan,september
668,September::N,septembar,september
669,Oktober::N,oktobar,oktober
670,Oktober::N,listopad,oktober
671,November::N,studeni,november
672,November::N,novembar,november
673,Dezember::N,prosinac,december
674,Montag::N,ponedjeljak,måndag
675,Montag::N,ponedjeljnik,måndag
676,Dienstag::N,utorak,tisdag
677,Dienstag::N,utornik,tisdag
678,Mittwoch::N,srijeda,onsdag
679,Donnerstag::N,četvrtak,torsdag
680,Freitag::N,petak,fredag
681,Samstag::N,subota,lördag
682,Sonntag::N,nedjelja,söndag
683,groß::A,velik,stor
684,klein::A,mali,liten
685,klein::A,malen,liten
686,lang::A,dug,lång
687,lang::A,dugačak,lång
688,kurz::A,kratak,kort
689,breit::A,širok,bred
690,schmal::A,uski,smal
691,schmal::A,uzak,smal
692,dicht::A,gust,tät
693,dick[Gegenstand]::A,debeo,tjock
694,dünn::A,tanak,tunn
695,fein::A,fin,fin
696,fein::A,tanak,fin
697,fest::A,čvrst,fast
698,flach::A,ravan,platt
699,flach::A,plosnat,platt
700,glatt::A,gladak,glatt
701,hart::A,tvrd,hård
702,weich::A,mek,mjuk
703,weich::A,mekan,mjuk
704,rund::A,okrugao,rund
705,spitz::A,oštar,toppig
706,spitz::A,oštar,spetsig
707,spitz::A,šiljast,toppig
708,spitz::A,šiljast,spetsig
709,scharf::A,oštar,vass
710,scharf::A,oštar,skarp
711,scharf::A,bridak,vass
712,scharf::A,bridak,skarp
713,stumpf::A,tup,slö
714,schwer::A,težak,tung
715,schön::A,krasan,skön
716,schön::A,krasan,vacker
717,heiß::A,vruć,het
718,warm::A,topao,varm
719,kalt::A,hladan,kall
720,kühl::A,hladan,sval
721,kühl::A,hladan,kylig
722,frisch::A,svjež,färsk
723,feucht::A,vlažan,fuktig
724,nass::A,mokar,våt
725,trocken::A,suh,torr
726,voll::A,pun,full
727,leer::A,prazan,tom
728,offen::A,otvoren,öppen
729,geschlossen::A,zatvoren,stängd
730,sauber::A,čist,ren
731,schmutzig::A,nečist,snuskig
732,schmutzig::A,blatan,snuskig
733,roh::A,sirov,rå
734,reif::A,zreo,mogen
735,lecker::A,tečan,läcker
736,lecker::A,ukusan,läcker
737,süß::A,sladak,söt
738,bitter::A,gorak,besk
739,bitter::A,gorak,bitter
740,sauer::A,kiseo,sur
741,hell::A,vedar,ljus
742,hell::A,svijetao,ljus
743,dunkel::A,taman,mörk
744,schwarz::A,crn,svart
745,weiß::A,bio,vit
746,weiß::A,bijel,vit
747,rot::A,crven,röd
748,gelb::A,žut,gul
749,blau::A,plav,blå
750,blau::A,modar,blå
751,grün::A,zelen,grön
752,grau::A,siv,grå
753,bunt::A,šaren,brokig
754,billig::A,jeftin,billig
755,teuer::A,skup,dyr
756,wertvoll::A,vrijedan,värdefull
757,wertvoll::A,dragocjen,värdefull
758,blind::A,slijep,blind
759,taub::A,gluh,döv
760,kräftig::A,snažan,kraftig
761,stark::A,jak,stark
762,stark::A,snažan,stark
763,schwach::A,slab,svag
764,fett::A,pretio,fet
765,schlank::A,vitak,slank
766,hübsch::A,zgodan,snygg
767,hübsch::A,zgodan,vacker
768,böse::A,zao,ond
769,böse::A,zao,elak
770,böse::A,opak,ond
771,böse::A,opak,elak
772,dumm::A,glup,dum
773,faul::A,lijen,lat
774,fleißig::A,radin,flitig
775,fleißig::A,marljiv,flitig
776,geizig::A,škrt,snål
777,geizig::A,škrt,girig
778,klug::A,razborit,klok
779,geschickt::A,vješt,händig
780,geschickt::A,vješt,skicklig
781,lieb::A,drag,kär
782,lieb::A,drag,snäll
783,lustig::A,veseo,rolig
784,lustig::A,veseo,lustig
785,sanft::A,blag,mild
786,hungrig::A,gladan,hungrig
787,krank::A,bolestan,sjuk
788,nackt::A,nag,naken
789,traurig::A,tužan,ledsen
790,traurig::A,tužan,sorgsen
791,traurig::A,žalostan,ledsen
792,traurig::A,žalostan,sorgsen
793,lebendig::A,živ,levande
794,gut::A,dobar,bra
795,schlecht::A,loš,dålig
796,schlecht::A,rđav,dålig
797,richtig::A,tačan,riktig
798,richtig::A,ispravan,riktig
799,schlimm::A,zao,illa
800,schlimm::A,zločest,illa
801,wahr::A,istinit,sann
802,alt::A,star,gammal
803,neu::A,nov,ny
804,ehemalig::A,bivši,forn
805,ehemalig::A,bivši,tidigare
806,alt[Lebewesen]::A,star,gammal
807,jung::A,mlad,ung
808,arm::A,ubog,fattig
809,arm::A,siromašan,fattig
810,reich::A,bogat,rik
811,bekannt::A,poznat,känd
812,berühmt::A,čuven,berömd
813,berühmt::A,slavan,berömd
814,fremd::A,tuđ,främmande
815,fremd::A,stran,främmande
816,verschieden::A,razan,åtskillig
817,verschieden::A,različan,åtskillig
818,nah::A,blizak,nära
819,fern::A,dalek,fjärran
820,fern::A,daljnji,fjärran
821,linker::A,lijevi,vänster
822,rechter::A,desni,höger
823,anderer::A,drugi,annan
824,anderer::A,drugačiji,annan
825,erster::A,prvi,första
826,zweiter::A,drugi,andra
827,dritter::A,treći,tredje
828,letzter::A,zadnji,sist
829,allein::ADV,sam,allena
830,auf einmal::ADV,istodobno,på en gång
831,zusammen::ADV,skupa,tillsammans
832,zusammen::ADV,zajedno,tillsammans
833,lange::ADV,dugo,länge
834,plötzlich::ADV,naglo,plötsligt
835,plötzlich::ADV,iznenada,plötsligt
836,sofort::ADV,odmah,strax
837,sofort::ADV,odmah,genast
838,später::ADV,kasnije,senare
839,jetzt::ADV,sad,nu
840,jetzt::ADV,sada,nu
841,heute::ADV,danas,i dag
842,morgen::ADV,sutra,i morgon
843,bald::ADV,skoro,snart
844,bald::ADV,doskora,snart
845,dann::ADV,zatim,då
846,gestern::ADV,juče,i går
847,gestern::ADV,jučer,i går
848,einst::ADV,negda,en gång
849,einst::ADV,nekada,en gång
850,damals::ADV,tada,då
851,damals::ADV,tada,den gången
852,damals::ADV,onda,då
853,damals::ADV,onda,den gången
854,danach::ADV,poslije,därefter
855,danach::ADV,nakon toga,därefter
856,vorher::ADV,prije,före
857,vorher::ADV,prije,förut
858,vorher::ADV,prije toga,före
859,vorher::ADV,prije toga,förut
860,zuerst::ADV,prvo,först
861,zuerst::ADV,najprije,först
862,einmal::ADV,jednom,en gång
863,einmal::ADV,jedanput,en gång
864,manchmal::ADV,katkad,ibland
