,Concept_ID,kl,ab
184,Schmetterling::N,paluaq,аҧарҧалыкь
185,Schmetterling::N,pakkaluaq,аҧарҧалыкь
186,Schmetterling::N,utsuppaluaq,аҧарҧалыкь
187,Schmetterling::N,taqaleqisaaq,аҧарҧалыкь
188,Beere::N,paarmaq,аргуц
189,Beere::N,paarngaq,аргуц
190,Apfel::N,iipili,аҵəа
191,Pilz::N,anngiusaq,акəкəбаа
192,Zwiebel::N,uanitsoq,аџьымшьы
193,Zwiebel::N,uanitsoq,аџьымшьхы
194,Saat::N,naatsiiassaq,ажəла
195,Korn::N,maannineq,арыц
196,Schale::N,niutsivik,ацəа
197,Schale::N,ilulissaq qaartussaq,ацəа
198,Grube::N,itersaq,ажра
199,Grube::N,itersaq,атыша
200,Falle::N,pualavoq,арыҧҟьа
201,Schlinge::N,orseq,аҟəараҟəантə
202,Schlinge::N,norloq,аҟəараҟəантə
203,Spur::N,tumaa,ашьҭа
204,Asche::N,arsat,ахəа
205,Dreck::N,minguk,аҳəынҵəа
206,Dreck::N,minguk,аҟьамсар
207,Eisen::N,savimineq,аиха
208,Eisen::N,saffiugassaq,аиха
209,Gold::N,kuulti,ахьы
210,Silber::N,siilviuvoq,аразны
211,Kohle::N,aamarsuit aamaruutissat,арацəа
212,Glas::N,igalaaq,асаркьа
213,Glas::N,imertarfik,асаркьа
214,Glas::N,igalaamineq,асаркьа
215,Lehm::N,marraq,анышəаҧшь
216,Sand::N,sioqqat,аҧслымӡ
217,Mensch::N,inuk,ауаҩы
218,Mensch::N,silamiu,ауаҩы
219,Mann::N,angut,ахаҵа
220,Frau::N,arnaq,аҧҳəыс
221,Kind::N,meeraq,ахəыҷы
222,Junge::N,nukappiaraq,аҷкəын
223,Junge::N,nukappiaraq,ахаҵарҧыс
224,Mädchen::N,arnannguaq,аӡӷаб
225,Familie::N,ilaqutakka,аҭаацəа
226,Familie::N,ilaqutariit,аҭаацəа
227,Großvater::N,aatak,абду
228,Großmutter::N,aanaq,анду
229,Eltern::N,angajoqqaat,ани аби
230,Vater::N,ataata,аб
231,Vater::N,ataataq,аб
232,Mutter::N,anaana,ан
233,Sohn::N,erneq,аҧа
234,Tochter::N,panik,аҧҳа
235,Bruder::N,ani,аиашьа
236,Bruder::N,aqqaluk,аиашьа
237,Bruder::N,qatanngut,аиашьа
238,Schwester::N,naja,Аҳəшьа
239,Schwester::N,aleqa,Аҳəшьа
240,Schwester::N,qatanngut,Аҳəшьа
241,Onkel::N,akkak,абиашьа
242,Onkel::N,akkak,аншьа
243,Tante::N,aja,абиаҳəшьа
244,Tante::N,ajak,абиаҳəшьа
245,Tante::N,atsak,абиаҳəшьа
246,Ehemann::N,ui,ахаҵа
247,Ehemann::N,ui,аҧшəма
248,Ehefrau::N,nuliaq,аҧҳəыс
249,Freude::N,tipaatsussuseq,агəырӷьара
250,Gelächter::N,illaq,ачча
251,Gelächter::N,illaq,аччара
252,Glück::N,usornaat,аразҟы
253,Glück::N,usornarsuseq,аразҟы
254,Wunsch::N,kissaat,агəхəтəы
255,Wunsch::N,kissaat,аҭахра
256,Lust::N,illigussuseq,агəазыҳəара
257,Lust::N,piummaseq,агəазыҳəара
258,Geist::N,anerneq,аҧсы
259,Geist::N,toornaq,аҧсы
260,Gedanke::N,isumassaq,ахəыцырҭа
261,Gedächtnis::N,eqqaamannissuseq,агəынкылара
262,Verstand::N,isuma,ахшыҩ
263,Verstand::N,sianissut,ахшыҩ
264,Verstand::N,misigissut,ахшыҩ
265,Verstand::N,sianissuseq,ахшыҩ
266,Verstand::N,silaqassuseq,ахшыҩ
267,Sinn::N,isuma,аҵакы
268,Grund::N,patsit,амзыз
269,Wahrheit::N,sallusuissut,аиаша
270,Märchen::N,oqalualaarut,алакə
271,Märchen::N,oqaluasaaq,алакə
272,Erzählung::N,oqaluttuaq,ажәабжь
273,Nachricht::N,oqaassut,адырраҭара
274,Nachricht::N,oqqersuut,адырраҭара
275,Neuigkeit::N,tusarnartaq,ажәабжь ҿыц
276,Name::N,ateq,ахьӡ
277,Rätsel::N,nalorsitsaarut,ацуфара
278,Rede::N,oqaluuseq,ажәа
279,Sprache::N,oqaatsit,абызшəа
280,Stimme::N,erinaq,абжьы
281,Stimme::N,qarluuseq,абжьы
282,Wort::N,oqaasii,ажәа
283,Zeichen::N,nalunaaqqut,адырга
284,Ruf::N,qaaqqussut,аҿҭы
285,Lärm::N,perpaluk,ашьҭыбжь
286,Laut::N,torsukattak,ашьҭыбжь
287,Ton::N,erinaq,атон
288,Lied::N,taalliaq,ашəа
289,Lied::N,erinarsuut,ашəа
290,Ruhe::N,qatsunganeq,аҭынчра
291,Leute::N,inuiak,ауаа
292,Leute::N,inuiaqatigiit,ауаа
293,Volk::N,inuiaat,ажəлар
294,Arbeit::N,suliaq,аусура
295,Gast::N,qaaqqusaq,асас
296,Geschenk::N,pajugut,аҳамҭа
297,Geschenk::N,pajugut,аҿанҵа
298,Hilfe::N,annertoqqut,ацхыраара
299,Freund::N,tiliaq,аҩыза
300,Freund::N,ikinngut,аҩыза
301,Kamerad::N,tiliaq,Аҧхнагьла
302,Kamerad::N,ikinngut,Аҧхнагьла
303,Art::N,ileqquuseq,ахкы
304,Stück::N,nakkaalaniku,аҽыҭ
305,Teil::N,tassiaasat,ахəҭа
306,Hälfte::N,affaq,абжа
307,Kreis::N,kaajaluinneq or kaajaluitsoq,агьагьа
308,Kreuz::N,sanningasulik,аџьар
309,Linie::N,tittaq,аицтәар
310,Linie::N,titarneq,аицтәар
311,Abstand::N,aku,абжьара
312,Abstand::N,ikiaq,абжьара
313,Entfernung::N,asi,абжьара
314,Gegend::N,nuna,аҭыҧ
315,Platz::N,ini,аҭыҧ
316,Platz::N,inissaq,аҭыҧ
317,Ort::N,sumiiffik,аҭыҧ
318,Seite::N,saneraq,аган
319,Mitte::N,qiteq,агəҭа
320,Sache::N,pigisaq,
321,Rand::N,sini,аҵкар
322,Rand::N,akerfineq,аҵкар
323,Kante::N,akerfineq,авардым
324,Ecke::N,teqeqqoq,акəакь
325,Ecke::N,tikeqqoq,акəакь
326,Spitze::N,inngik,аҧынҵа
327,Ende::N,isu,анаӡара
328,Loch::N,putu,акылҵəара
329,Winkel::N,teqeqqorissaat,агҿаҩра
330,Winkel::N,teqeqqorissaat,акəындхə
331,Winkel::N,teqeqqorissaat,акəакь
332,Muster::N,ilisserut,аҟҟа
333,Größe::N,angissuseq,изаҟароу
334,Länge::N,takissuseq,аура
335,Gewicht::N,oqimaalutaq,акапан
336,Menge::N,amerlassuseq,
337,Haufen::N,eqimattat,ачаҟəа
338,Reihe::N,allunaasaq,ацəаҳəа
339,Boot::N,qajaq,анышь
340,Boot::N,angallat,анышь
341,Boot::N,umiatsiaq,анышь
342,Ruder::N,iput,ажəҩа
343,Schlitten::N,qamutit,ашəаҩауардын
344,Schlitten::N,qimusseq,ашəаҩауардын
345,Ski::N,ataarut,ашəаҩа
346,Ski::N,ataarut,ашьахаха
347,Last::N,nammagaq,ахьанҭара
348,Schritt::N,allorneq,ашьаҿа
349,Norden::N,avannaq,аҩада
350,Süden::N,qava,алада
351,Süden::N,kujat,алада
352,Süden::N,kujataa,алада
353,Westen::N,kitaa,амраҭашəара
354,Osten::N,kangi,амрагылара
355,Holz::N,qisuk,амҿымаҭəахə
356,Brett::N,salliligaq,аӷəы
357,Platte::N,qaateq,ахаҳәцәы
358,Stütze::N,ajagutaq,аҵаргəа
359,Stütze::N,ajagutaq,агəышьаҟа
360,Stütze::N,ajaagutaq,аҵаргəа
361,Stütze::N,ajaagutaq,агəышьаҟа
362,Stange::N,kaaviffik,акьат
363,Stock::N,ajaappissat,алаба
364,Stab::N,ajaappissat,акьат
365,Rohr::N,sullulik,абыкь
366,Haus::N,illu,аҩны
367,Ofen::N,kissarsuut,аҳақə
368,Ofen::N,kissarsuut,ауаџьаҟ
369,Ofen::N,kissarsuut,афрына
370,Fußboden::N,nateq,адашьма
371,Tisch::N,allattarfik,аишәа
372,Stuhl::N,issiavik,аҟəардə
373,Stuhl::N,issiaffik,аҟəардə
374,Wiege::N,uaasoq,агара
375,Bett::N,nallavik,акаруаҭ
376,Regal::N,ilisivik,акыӷəра
377,Kiste::N,sakissat,аидчаҧала
378,Kiste::N,illerfiusaq,аидчаҧала
379,Fenster::N,aki,аҧенџьыр
380,Fenster::N,igalaaq,аҧенџьыр
381,Tür::N,matu,ашə
382,Tor::N,isaaffik,агəашə
383,Zaun::N,saputit,аанда
384,Dach::N,qaliaq,ахыб
385,Leiter::N,tummeqqat,амардуан
386,Leiter::N,majuartarfiit,амардуан
387,Besen::N,saligutit,аҧссага
388,Spaten::N,nivaataq,ажыга
389,Schaufel::N,nivaataq,аҭəарӷəы
390,Gabel::N,qilluaq,ачқьыҧ
391,Gabel::N,ajassaatit,ачқьыҧ
392,Löffel::N,alussaat,амҳаҵə
393,Messer::N,savik,аҳəызба
394,Nagel::N,kukik,аҵəымӷ
395,Netz::N,anguffaseq,акаҭа
396,Haken::N,nissik,аҵəаҳə
397,Haken::N,qarsorsaq,аҵəаҳə
398,Haken::N,qarsorsartoq,аҵəаҳə
399,Griff::N,ipi,амаа
400,Schloss::N,illussaarsuaq,асаҧаҭ
401,Bild::N,assiliaq,асахьа
402,Figur::N,kisitsit,афигура
403,Puppe::N,inuusaq,акьанџьа
404,Bündel::N,qilertaq,аҿаҳəара
405,Tasche::N,pooqattaq,арҭмаҟ
406,Deckel::N,matu,ахҩа
407,Geschirr::N,anut,ачысмаҭəа
408,Tasse::N,tiitorfik,аҵəца
409,Tasse::N,tiitorfiup ilorlia,аҵəца
410,Topf::N,qoqqoq,акаструлиа
411,Kessel::N,uunnaavik,ачуан
412,Essen::N,igaaq,
413,Nahrung::N,neqissaq,афатə
414,Speise::N,nerisassat,афатə
415,Fleisch::N,neqi,акəац
416,Getreide::N,maannineq,ачакуа
417,Brot::N,iffit,ача
418,Brot::N,iffiaq,ача
419,Scheibe::N,igalaassiaq,аҽыҭ
420,Scheibe::N,igalaassiaq,аҿаҵа
421,Fett::N,tarnutissaq,ашша
422,Fett::N,tarnutissiaq,ашша
423,Butter::N,punneq,ахəша
424,Öl::N,uulia,азеҭ
425,Salz::N,taratsut,аџьыка
426,Suppe::N,qajoq,асуҧ
427,Honig::N,tungusunnitsuut,ацха
428,Milch::N,immuk,ахш
429,Tee::N,tii,ачаи
430,Tee::N,teeq,ачаи
431,Wolle::N,nuersagassiaq,аласа
432,Stoff::N,milliaq,Аба
433,Stoff::N,qarlissiaq,Аба
434,Nadel::N,meqqut,агəыр
435,Faden::N,ujalussiaq,арахəыц
436,Knopf::N,attat,аҳəынҵəра
437,Knoten::N,akeroq,аиқəҳəала
438,Knoten::N,qilerneq,аиқəҳəала
439,Farbe::N,qalipaat,ашəыга
440,Kleidung::N,atisat,амаҭəа
441,Kleidung::N,annoraaq,амаҭəа
442,Hemd::N,ilupaaq,акьаҿ
443,Kragen::N,qungasiinnaq,ахəда
444,Ärmel::N,aaq,амаӷра
445,Hose::N,qarliit,аиқəа
446,Gürtel::N,qiterut,амаҟа
447,Gürtel::N,unngersaq,амаҟа
448,Mütze::N,nasaq,ахылҧа
449,Schuh::N,skuu,аимаа
450,Schuh::N,ikernuk,аимаа
451,Schuh::N,ateraasaq,аимаа
452,Stiefel::N,kamik,амагə
453,Ring::N,assammiu,амацəаз
454,Band::N,qilerutissiaq,алента
455,Kamm::N,illaagutit,ахҳəа
456,Kamm::N,illaajaatit pl.,ахҳəа
457,Spiegel::N,tarrarsuut,асаркьа
458,Riemen::N,allunaaq,аа
459,Schnur::N,kujaaq,ашаха
460,Schnur::N,allunaasaq,ашаха
461,Leine::N,aleq,аҕура
462,Decke::N,qipik,ахыза
463,Kissen::N,akit,ахчы
464,Tuch::N,qarlissiaq,акасы
465,Handtuch::N,allarut,ампахьшьы
466,Handtuch::N,allarterut,ампахьшьы
467,Kraft::N,pissak,амч
468,Stärke::N,qerattarsaat,амч
469,Gesundheit::N,peqqisusseq,агəабзиара
470,Krankheit::N,nappaat,ачымазара
471,Schmerz::N,anniaat,ахьаа
472,Wunde::N,iki,ахəра
473,Fieber::N,nappaat qanimanartoq,ашоура
474,Arznei::N,imigassaq,ахəшə
475,Brücke::N,ikaartarfik,ацҳа
476,Brunnen::N,tissaluttuliaq,аҵыџь
477,Weide::N,masarsuk,аҳəырҭа
478,Pfad::N,aqqut,амхəасҭа
479,Weg::N,aggerfik,амҩа
480,Straße::N,aqqusineq,амҩа
481,Dorf::N,nunaqarfik,ақыҭа
482,Stadt::N,illorpaat,ақалақь
483,Stadt::N,illorpalik,ақалақь
484,Brief::N,allagarsiaq,ашəҟəы
485,Buch::N,atuakkat,ашəҟəы
486,Buch::N,mappersagaq,ашəҟəы
487,Buchstabe::N,naqinneq,анбан
488,Zeitung::N,aviisi,агазеҭ
489,Leben::N,inuussuseq,аҧсҭазаара
490,Tod::N,toqu,аҧсра
491,Tod::N,toquneq,аҧсра
492,Grab::N,iliveq,анышəынҭра
493,Grab::N,illissat,анышəынҭра
494,Kirche::N,oqaluffik,ауахəама
495,Sünde::N,ajorti,агəнаҳа
496,Arbeiter::N,sulisoq,аусуҩ
497,Chef::N,ittoqut,Аиҳабы
498,Meister::N,naalagaq,аҟаза
499,Arzt::N,katsorsaasoq,аҳақьым
500,Lehrer::N,ilinniartitsisoq,арҵаҩы
501,Geld::N,aningaasat,аҧара
502,Geschäft::N,niuertarfik,
503,Laden::N,niuertarfik,амагазин
504,Preis::N,aki,ахə
505,Ware::N,qaliata pii,атауар
506,Ware::N,nioqqutissaq,атауар
507,Nutzen::N,iluaqut,ақьар
508,Welt::N,nunarsuaq,адунеи
509,Land::N,nuna,атəыла
510,König::N,kunngi,акрал
511,Macht::N,pissaassuseq,амчра
512,Grenze::N,killik,аҳəаа
513,Krieg::N,sorsunneq,аибашьра
514,Feind::N,akeraq,Аҕа
515,Feind::N,akerartorti,Аҕа
516,Feind::N,qinngarsuisoq,Аҕа
517,Kampf::N,sorsunneq,ақəҧара
518,Pfeil::N,qalugiusaq,ахəымпал
519,Gewehr::N,aallaat,ашəақь
520,Fehler::N,kukkuneq,агха
521,Fehler::N,paarlaappaa,агха
522,Unglück::N,perluut,арыцҳара
523,Schuld::N,akiitsugaq,ахара
524,Schuld::N,akiligassaq,ахара
525,Alter::N,utoqqaq,ақəра
526,Schluss::N,isu,анҵəамҭа
527,Zeit::N,ulloq,аамта
528,Zeit::N,akuttoqatigiinneq,аамта
529,Tag::N,ulloq,амш
530,Morgen::N,ullaaq,ашара
531,Morgen::N,ullaaq,ашьыбжь
532,Mittag::N,ulloqeqqa,шьыбжьон
533,Abend::N,unnuk,ахəылҧаз
534,Abend::N,unnuk,ахəлбыҽха
535,Nacht::N,unnuaq,аҵх
536,Woche::N,sapaatip akunnera,амчыбжь
537,Monat::N,qaammat,
538,Jahr::N,ukioq,
539,Frühling::N,upernaaq,ааҕын
540,Sommer::N,aasaq,аҧхын
541,Herbst::N,ukiaq,ҭагалан
542,Herbst::N,ukiaq,хкаарачан
543,Winter::N,ukioq,аӡын
544,Januar::N,siulleeq,ианвар
545,Januar::N,qaammaliaq,ианвар
546,Februar::N,aarlaat,февраль
547,März::N,marsi,март
548,März::N,martsi,март
549,Mai::N,maaji,маи
550,Juni::N,juuni,иуун
551,Juli::N,juuli,иууль
552,August::N,aggusti,август
553,September::N,septembari,сентиабр
554,Oktober::N,oktobari,октиабр
555,November::N,novembari,ноиабр
556,Dezember::N,detsembari,декабр
557,Montag::N,ataasinngortoq,ашəахьа
558,Dienstag::N,marlunngorneq,аҩаша
559,Mittwoch::N,pingasunngorneq,ахаша
560,Donnerstag::N,sisamanngorneq,аҧшьаша
561,Freitag::N,tallimanngorneq,ахəаша
562,Samstag::N,arfininngorneq,асабша
563,Sonntag::N,sapaat,амҽыша
564,Sonntag::N,sapaati,амҽыша
565,groß::A,angivoq,аду
566,klein::A,mikivoq,амаҷ
567,lang::A,takisooq,ахəхəа
568,kurz::A,naatsoq,акьаҿ
569,breit::A,silippoq,аиужь
570,breit::A,silippoq,аиҵых
571,schmal::A,amitsoq,аҭшəа
572,dicht::A,torsusooq,аилач
573,dick[Gegenstand]::A,issuvoq,ажəпа
574,dick[Gegenstand]::A,issusooq,ажəпа
575,dünn::A,amitsoq,
576,fein::A,mamarpoq,апа
577,fein::A,mamarpoq,аҵаӷа
578,fein::A,mamarpoq,аӡа
579,fest::A,tangeqarpoq,аҟаца
580,fest::A,tangeqarpoq,аӷəӷəаҟаца
581,flach::A,nalimmappoq,ақəаҟьа
582,flach::A,nalimmappoq,аҧаҟьа
583,glatt::A,quasak,аимаҩзы
584,hart::A,mattusooq,акьакьа
585,hart::A,manngerpoq,акьакьа
586,hart::A,titeqquluppoq,акьакьа
587,weich::A,nerumaarpoq,атата
588,rund::A,ammallorippoq,акəмпыл
589,spitz::A,qummukujooq,аҵар
590,scharf::A,ipippoq,аҵар
591,stumpf::A,anngerpoq,ацагə
592,schwer::A,oqimaappoq,ахьанҭа
593,schön::A,kusanarpoq,аҧшӡа
594,heiß::A,kiappoq,ашы
595,warm::A,oqorpoq,аҧха
596,kalt::A,issippoq,ахьшəашəа
597,kühl::A,pueqqortippoq,ахьшəашəа
598,kühl::A,pueqqortippoq,ицәыхьшәашәоу
599,feucht::A,isugutavoq,ацəаак
600,feucht::A,qaasernarpoq,ацəаак
601,nass::A,imerorpoq,абааӡа
602,trocken::A,panerpoq,Аба
603,trocken::A,panerpoq,аҩа
604,voll::A,ulikkaarpoq,азна
605,leer::A,imaattuarpoq,аҭацəы
606,offen::A,ammavoq,аарта
607,geschlossen::A,matuvoq,ихҩоу
608,geschlossen::A,matuvoq,иаркыу
609,sauber::A,eqqippoq,ацқьа
610,sauber::A,sukuluippoq,ацқьа
611,sauber::A,ipeqanngilaq,ацқьа
612,schmutzig::A,tapappoq,аҟьашь
613,schmutzig::A,minguppoq,аҟьашь
614,roh::A,aapavoq,
615,reif::A,qaarulerpoq,Арҭ
616,reif::A,qaarulerpoq,аҟала
617,reif::A,qaarulerpoq,иҟалахьоу
618,süß::A,tungusunnippoq,азла
619,bitter::A,qasilippoq,аша
620,hell::A,qaamavoq,алаша
621,dunkel::A,qernerpoq,алашьца
622,schwarz::A,qernerpoq,аиқуаҵәа
623,weiß::A,qaqorpoq,ашкəакəа
624,rot::A,aappaluppoq,аҟаҧшь
625,gelb::A,sungaarpoq,аҩеижь
626,blau::A,tungujorpoq,аҽҵәа
627,grün::A,qorsooqqippoq,ашьацҧшҭəала
628,grün::A,qorsooqqippoq,аеҵəа
629,grau::A,qaserpoq,ацəыш
630,billig::A,akikippoq,амариа
631,wertvoll::A,erlinnarpoq,кыр иаҕсоу
632,wertvoll::A,erlinnarpoq,акыр иаҕсоу
633,blind::A,tappiippoq,алашə
634,blind::A,isigisaqanngilaq,алашə
635,taub::A,tusilarpoq,адагəа
636,kräftig::A,pissaq,аӷəӷəа
637,kräftig::A,pissarsuaq,аӷəӷəа
638,stark::A,sanngivoq,абаҟа
639,schwach::A,nakuippoq,акəада
640,fett::A,pualavoq,аҧсыла
641,schlank::A,tuappoq,акала
642,schlank::A,tuappoq,акьалантар
643,schlank::A,tuappoq,аиҿартə
644,hübsch::A,aatsialaq,аҧшӡа
645,böse::A,ajorpoq,абааҧсы
646,dumm::A,taqajak,агаӡа
647,dumm::A,sikkilluppoq,агаӡа
648,dumm::A,qaatusimasaqanngilaq,агаӡа
649,faul::A,eqiasuppoq,аашьа
650,faul::A,eqiattortuvoq,аашьа
651,fleißig::A,eqiasuippoq,иҟубҷоу
652,geizig::A,iasilaarpoq,акы
653,geizig::A,iasilaarpoq,акаҷбеи
654,geizig::A,iasilaarpoq,аҟəџьыр
655,geizig::A,tukkuippoq,акы
656,geizig::A,tukkuippoq,акаҷбеи
657,geizig::A,tukkuippoq,аҟəџьыр
658,klug::A,mallak,аҟəыш
659,klug::A,mallak,аҟəыӷа
660,klug::A,ittanneq,аҟəыш
661,klug::A,ittanneq,аҟəыӷа
662,klug::A,kutaappoq,аҟəыш
663,klug::A,kutaappoq,аҟəыӷа
664,klug::A,kuttaappoq,аҟəыш
665,klug::A,kuttaappoq,аҟəыӷа
666,klug::A,qarasagippoq,аҟəыш
