,Concept_ID,kn,be
566,rot::A,ಕೆಂಪು,чырвоны
567,gelb::A,ಹಳದಯ,жоўты
568,blau::A,ನೀಲ,сіні
569,grün::A,ಕಾಯಾದ,зялёны
570,grau::A,ಬೂದುಬಣ್ಣದ,шэры
571,bunt::A,ವರ್ಣರಂಜಿತ,пяресты
572,billig::A,ಅಗ್ಗ,танны
573,teuer::A,ದುಬಾರಿಯಾದ,дарагі
574,wertvoll::A,ಅಮೂಲ್ಯ,цэнны
575,wertvoll::A,ಅಮೂಲ್ಯ,каштоўны
576,blind::A,ಅಂಧ,сляпы
577,taub::A,ಕಿವುಡಾದ,глухі
578,kräftig::A,ಪ್ರಬಲ,магутны
579,stark::A,ಶಕ್ತಿವಂತ,сільны
580,schwach::A,ದುರ್ಬಲ,слабы
581,fett::A,ಕೊಬ್ಬಿದ,тлусты
582,schlank::A,ತೆಳ್ಳಗಿನ,стройны
583,hübsch::A,ಅಂದವಾದ,чароўны
584,böse::A,ಕೆಟ್ಟ,злы
585,dumm::A,ಮಂದ,дурны
586,faul::A,ಆಲಸ,лянівы
587,fleißig::A,ಕಡಗುವ,руплівы
588,geizig::A,ಜುಗ್ಗ,прагны
589,klug::A,ಚತುರ,разумны
590,geschickt::A,ದಕ್ಷ,умелы
591,lieb::A,ಪ್ರಿಯ,мілы
592,lustig::A,ಖುಷಿಯಾದ,вясёлы
593,sanft::A,ಸೌಮ್ಯ,ласкавы
594,hungrig::A,ಹಸಿದ,галодны
595,krank::A,ಅಸ್ವಸ್ಥ,хворы
596,nackt::A,ನಗ್ನ,голы
597,traurig::A,ದುಃಖಿತ,сумны
598,lebendig::A,ಜೀವಂತ,жывы
599,gut::A,ಒಳ್ಳೆಯ,добры
600,schlecht::A,ದುಷ್ಟ,кепскі
601,richtig::A,ಸರಿ,правільны
602,schlimm::A,ಅಸಹ್ಯ,агідны
603,wahr::A,ನಿಜ,сапраўдны
604,alt::A,ಮುದಿ,стары
605,neu::A,ಹೊಸ,новы
606,ehemalig::A,ಮಾಜೀ,былы
607,alt[Lebewesen]::A,ವೃದ್ಧ,стары
608,jung::A,ಎಳ,малады
609,arm::A,ಬಡ,бедны
610,reich::A,ಶ್ರೀಮಂತ,багаты
611,bekannt::A,ಅಪ್ತ,знаёмы
612,berühmt::A,ಪ್ರಸಿದ್ಧ,славуты
613,fremd::A,ಪರಕೀಯ,чужы
614,verschieden::A,ಬೇರೆ,розны
615,nah::A,ಹತ್ತಿರವಾದ,блізкі
616,fern::A,ದೂರದ,далёкі
617,linker::A,ಎಡ,левы
618,rechter::A,ಬಲ,правы
619,anderer::A,ಇತರ,іншы
620,anderer::A,ಇತರ,другі
621,erster::A,ಪ್ರಥಮ,першы
622,zweiter::A,ದ್ವಿತೀಯ,другі
623,dritter::A,ಮೂರನೆಯಜಗತ್ತು,трэці
624,letzter::A,ಅಂತ್ಯ,апошні
625,allein::ADV,ಒಬ್ಬನೇ,сам
626,allein::ADV,ಒಬ್ಬನೇ,адзін
627,auf einmal::ADV,ಒಡನೆ,адразу
628,zusammen::ADV,ಒಟ್ಟಿಗೆ,разам
629,lange::ADV,ದೀರ್ಘ,доўга
630,plötzlich::ADV,ಅನಾಮತ್ತು,раптам
631,sofort::ADV,ಜಾಗ್ರತೆ,зараз
632,später::ADV,ತರುವಾಯ,пазней
633,jetzt::ADV,ಈಗ,цяпер
634,heute::ADV,ಇಂದು,сёння
635,morgen::ADV,ನಾಳೆ,заўтра
636,bald::ADV,ಬೇಗ,хутка
637,bald::ADV,ಬೇಗ,неўзабаве
638,dann::ADV,ಆಗ,потым
639,gestern::ADV,ನಿನ್ನೆ,учора
640,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,аднойчы
641,damals::ADV,ಆಗ,тады
642,danach::ADV,ಆಮೇಲೆ,затым
643,vorher::ADV,ಮುಂಚೆ,раней
644,zuerst::ADV,ಮೊದಲಿಗೆ,спярша
645,zuerst::ADV,ಮೊದಲಿಗೆ,спачатку
646,einmal::ADV,ಒಮ್ಮೆ,адзін раз
647,manchmal::ADV,ಆಗಾಗ,часам
648,oft::ADV,ಅನೇಕಸಲ,часта
649,immer::ADV,ಯಾವಾಗಲೂ,заўсёды
650,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ніколі
651,hier::ADV,ಇಲ್ಲಿ,тут
652,hierhin::ADV,ಇತ್ತ,сюды
653,von hier::ADV,ಇಲ್ಲಿಂದ,адсюль
654,von hier::ADV,ಇಲ್ಲಿಂದ,адгэтуль
655,dort::ADV,ಅಲ್ಲಿ,там
656,dorthin::ADV,ಅಲ್ಲಿಗೆ,туды
657,geradeaus::ADV,ಸೀದಾ,прама
658,vorwärts::ADV,ಮುನ್ನೆಡೆವ,наперад
659,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,назад
660,zurück::ADV,ಹಿಂದಕ್ಕೆ,назад
661,unten::ADV,ಕೆಳಗೆ,унізе
662,hinab::ADV,ಕೆಳಕ್ಕೆ,уніз
663,oben::ADV,ಮೇಲೆ,угары
664,oben::ADV,ಮೇಲೆ,наверсе
665,hinauf::ADV,ಮೇಲಕ್ಕೆ,угару
666,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,усюды
667,nicht::ADV,ಇಲ್ಲ,не
668,nicht::ADV,ಅಲ್ಲ,не
669,ein wenig::ADV,ತುಸು,трошкі
670,kaum::ADV,ಕಠಿನವಾಗಿ,ледзьве
671,sehr::ADV,ಬಹು,вельмі
672,so::ADV,ಅಷ್ಟು,так
673,noch::ADV,ಇನ್ನು,яшчэ
674,nur::ADV,ಕೇವಲ,толькі
675,schon::ADV,ಆಗಲೇ,ужо
676,wieder::ADV,ಪುನಃ,зноў
677,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,дарма
678,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,дарэмна
679,vor::PRP,ಮುಂದೆ,перад
680,hinter::PRP,ಹಿಂದ,за
681,hinter::PRP,ಹಿಂದ,ззаду
682,unter::PRP,ಕೆಳ,пад
683,durch::PRP,ನೇರವಾಗಿ,праз
684,neben::PRP,ಅಧರ ಬಲಿಕ,каля
685,zwischen::PRP,ನಡುವೆ,між
686,zwischen::PRP,ನಡುವೆ,паміж
687,wegen::PRP,ಅಧಕ್ಕಗಿ,з-за
688,dies::PRN,ಈ,гэта
689,das::PRN,ಅದು,тое
690,alles::PRN,ಎಲ್ಲ,усё
691,ich::PRN,ನಾನು,я
692,du::PRN,ನೀನು,ты
693,er::PRN,ಅವನು,ён
694,er::PRN,ಇವನು,ён
695,wir::PRN,ನಾವು,мы
696,ihr::PRN,ನೀವು,вы
697,sie::PRN,ಅವರು,яны
698,was::FPRN,ಏನು,што
699,wer::FPRN,ಯಾರಿಗೆ,хто
700,wo::FADV,ಎಲ್ಲಿ,дзе
701,wohin::FADV,ಎಲ್ಲಿಗೆ,куды
702,wie::FADV,ಹೇಗೆ,як
703,warum::FADV,ಏಕೆ,чаму
704,wieviel::FNUM,ಎಷ್ಟು,колькі
705,eins::NUM,ಒಂದು,адзін
706,zwei::NUM,ಎರಡು,два
707,drei::NUM,ಮೂರು,тры
708,vier::NUM,ನಾಲ್ಕು,чатыры
709,fünf::NUM,ಅಯ್ದು,пяць
710,sechs::NUM,ಆರು,шесць
711,sieben::NUM,ಏಳು,сем
712,acht::NUM,ಎಂಟು,восем
713,neun::NUM,ಒಂಭಬತ್ತು,дзевяць
714,zehn::NUM,ಹತ್ತು,дзесяць
715,elf::NUM,ಹನ್ನೊಂದು,адзінаццаць
716,zwölf::NUM,ಹನ್ನೆರಡು,дванаццаць
717,zwanzig::NUM,ಇಪ್ಪತ್ತು,дваццаць
718,dreißig::NUM,ಮೂವತ್ತು,трыццаць
719,vierzig::NUM,ನಲವತ್ತು,сорак
720,fünfzig::NUM,ಐವತ್ತು,пядзесят
721,sechzig::NUM,ಅರುವತ್ತು,шесдзесят
722,siebzig::NUM,ಎಪ್ಪತ್ತು,семдзесят
723,achtzig::NUM,ಎಂಬತ್ತು,восемдзесят
724,neunzig::NUM,ತೊಂಬತ್ತು,дзевяноста
725,hundert::NUM,ನೂರು,сто
726,tausend::NUM,ಸಾವಿರ,тысяча
727,und::CNJ,ಮತ್ತು,і
728,und::CNJ,ಮತ್ತು,ды
729,oder::CNJ,ಅಥವಾ,або
730,stehen::V,ನಿಲ್ಲು,стаяць
731,sitzen::V,ಕುಳ್ಳಿರು,сядзець
732,liegen::V,ಮಲಗಿಕೊ,ляжаць
733,hängen::V,ಇಳಿಯಬಿಡು,вісець
734,werden::V,ಆಗು,стаць
735,werden::V,ಆಗು,зрабіцца
736,passieren::V,ಆಗು,трапіцца
737,beginnen::V,ಆರಂಭಿಸು,пачацца
738,enden::V,ಕೊನೆಗಾಣು,кончыцца
739,wechseln::V,ಮಾರ್ಪಡಿಸು,мяняцца
740,aufgehen[Sonne]::V,ಮೂಡು,узысці
741,untergehen[Sonne]::V,ಮುಳುಗು,зайсці
742,scheinen[Sonne]::V,ಹೊಳೆ,свяціць
743,donnern::V,ಗುಡುಗಾಗು,грымець
744,wehen::V,ತೀಡು,дзьмуць
745,strömen::V,ಹರಿ,ліцца
746,fließen::V,ಹರಿ,цячы
747,sich drehen::V,ಸುತ್ತು,круціцца
748,sich drehen::V,ಸುತ್ತು,варочацца
749,schwanken::V,ಓಲಾಡು,хістацца
750,schwingen::V,ತೂಗು,гайдацца
751,schwingen::V,ತೂಗು,калыхацца
752,fallen::V,ಉದುರು,падаць
753,brennen::V,ಉರಿ,гарэць
754,rauchen::V,ಹೊಗೆಬಿಡು,дымець
755,regnen::V,ಸುರಿ,дажджыць
756,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,замерзнуць
757,tauen::V,ಬೆಚ್ಚಗಾಗು,раставаць
758,schmelzen::V,ಕರಗು,плавіцца
759,trocknen::V,ಒಣಗು,сохнуць
760,sieden::V,ಕುದಿ,кіпець
761,faulen::V,ಕೊಳೆ,гнісці
762,verfaulen::V,ನಶಿಸು,згнісці
763,reißen::V,ಒಡೆ,ірвацца
764,versinken::V,ಮುಳುಗು,тануць
765,vergehen::V,ಸಾಗು,праходзіць
766,erscheinen::V,ತೋರು,зʼявіцца
767,verschwinden::V,ಮಾಯವಾಗು,знікнуць
768,sinken::V,ಕುಸಿ,спадаць
769,abnehmen::V,ತಗ್ಗು,паменшыцца
770,zunehmen::V,ಬೆಳೆ,павялічвацца
771,steigen::V,ಉಬ್ಬು,паднімацца
772,wachsen::V,ಬೆಳೆ,расці
773,glänzen::V,ಮಿರುಗು,блішчаць
774,funkeln::V,ಮಿನುಗು,бліскаць
775,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шумець
776,läuten::V,ಬಾರಿಸು,званіць
777,klingeln::V,ಅನುರಣಿಸು,званіць
778,klirren::V,ಕಿಣಿಕಿಣಿಸು,бразгаць
779,brausen::V,ಅಬ್ಬರಿಸು,бушаваць
780,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,шастаць
781,klingen::V,ಉಸಿರು,гучаць
782,bellen::V,ಬಗುಳು,брахаць
783,heulen::V,ಅರಚು,выць
784,blasen::V,ಗಾಳಿ ಊದು,дзьмухнуць
785,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,свістаць
786,schreien::V,ಕರೆ,крычаць
787,stöhnen::V,ನರಳು,стагнаць
788,zittern::V,ನಡುಗು,дрыжаць
789,leben::V,ಇರು,жыць
790,geboren werden::V,ಉಂಟಾಗು,нарадзіцца
791,atmen::V,ಉಸಿರು,дыхаць
792,trinken::V,ಕುಡಿ,піць
793,essen::V,ತಿನ್ನು,есці
794,schlucken::V,ನುಂಗು,глытаць
795,müde werden::V,ಬಳಲು,стаміцца
796,einschlafen::V,ನಿದ್ಧೆಹೋಗು,заснуць
797,schlafen::V,ನಿದ್ರಿಸು,спаць
798,aufwachen::V,ಏಳು,рассыпацца
799,aufstehen::V,ಏಳು,устаць
800,sich erholen::V,ಸುಧಾರಿಸು,адпачываць
801,krank werden::V,ಬೇನೆಬೀಳು,захварэць
802,krank sein::V,ಕೆಟ್ಟ ಎಂದು,хварэць
803,schmerzen::V,ಕಚ್ಚು,балець
804,husten::V,ಕೆಮ್ಮು,кашляць
805,genesen::V,ಮತ್ತೆಹೊದಿಸು,паправіцца
806,genesen::V,ಮತ್ತೆಹೊದಿಸು,паздаравець
807,sterben::V,ಮೃತಪಡು,памерці
808,umkommen::V,ಹಾಳಾಗು,загінуць
809,sich bewegen::V,ಚಲಿಸು,рухацца
810,sich rühren::V,ಕದಲು,варушыцца
811,sich erheben::V,ಏಳು,устаць
812,sich setzen::V,ಕೂರು,сесці
813,hinfallen::V,ಬೀಳು,упасці
814,laufen::V,ನಡೆ,хадзіць
815,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,шагаць
816,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,крочыць
817,spazierengehen::V,ವಿಹರಿಸು,гуляць
818,eilen::V,ಮುನ್ನುಗ್ಗು,спяшацца
819,sich beeilen::V,ಆತುರಪಡು,спяшацца
820,sausen::V,ಒಗೆ,імчацца
821,rennen::V,ಓಡು,бегаць
822,springen::V,ಜಿಗಿ,скакаць
823,klettern::V,ಏರು,лазіць
824,schaukeln::V,ತೂಗು,гайдацца
825,kriechen::V,ತೆವಳು,поўзаць
826,schwimmen::V,ಈಜು,плаваць
827,tauchen::V,ಕೆಳಗಿಳಿ,ныраць
828,rudern::V,ಸಾಗಿಸು,веславаць
829,fahren::V,ನಡೆಸು,ехаць
830,fliegen::V,ಹಾರು,лятаць
831,gehen::V,ಹೋಗು,ісці
832,weggehen::V,ಹೊರಡು,пайсці
833,abfahren::V,ತೆರಳು,адʼяжджаць
834,anhalten::V,ನಿಲ್ಲು,спыніцца
835,anhalten::V,ನಿಲ್ಲು,затрымацца
836,hineingehen::V,ಒಳಹೊಗು,уваходзіць
837,eintreten::V,ಒಳಹೊಗು,увайсці
838,kommen::V,ಬರು,прыйсці
839,ankommen::V,ಬರು,прыбыць
840,zurückkommen::V,ಹಿಂದಿರುಗು,вярнуцца
841,bleiben::V,ಇರು,застацца
842,warten::V,ಇರು,чакаць
843,erwarten::V,ನಿರೀಕ್ಷಿಸು,чакаць
844,suchen::V,ಹುಡುಕು,шукаць
845,finden::V,ಕಂಡುಕೊ,знайсці
846,versuchen::V,ಪ್ರಯತ್ನಿಸು,прабаваць
847,vorbereiten::V,ಸಿದ್ಧವಾಗು,падрыхтаваць
848,lieben::V,ಪ್ರೀತಿಸು,кахаць
849,mögen::V,ಇಷ್ಟಪಡು,любіць
850,lachen::V,ನಗು,смяяцца
851,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,расчуліць
852,weinen::V,ಅಳು,плакаць
853,schimpfen::V,ಗೊಣಗು,лаяцца
854,sich ärgern::V,ಗಣಗಾಡು,сердаваць
855,sich fürchten::V,ನಡುಗು,баяцца
856,fürchten::V,ಹೆದರು,баяцца
857,fliehen::V,ಓಡಿಹೋಗು,уцякаць
858,flüchten::V,ಪಾರಾಗು,уцячы
859,sehen::V,ಕಾಣು,бачыць
860,anschauen::V,ನೋಡು,паглядзець
861,ansehen::V,ನಿರೀಕ್ಷಿಸು,глядзець
862,hören::V,ಕೇಳು,чуць
863,zuhören::V,ಆಲಿಸು,слухаць
864,probieren::V,ರುಚಿ ನೋಡು,каштаваць
865,riechen::V,ಮೂಸು,нюхаць
866,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,адчуваць
867,scheinen::V,ತೋರು,здавацца
868,zu sehen sein::V,ಕಾಣಿಸು,віднецца
869,vernehmen::V,ಕೇಳು,пачуць
870,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,мёрзнуць
871,tun::V,ಮಾಡು,рабіць
872,können::V,ಮಾಡಬಲ್ಲ,умець
873,wollen::V,ಬಯಸು,хацець
874,anfangen::V,ಪ್ರಾರಂಭಿಸು,пачаць
875,beenden::V,ನಿಲ್ಲಿಸು,закончыць
876,aufhören::V,ಮುಗಿಸು,перастаць
877,gelingen::V,ಯಶಸ್ವಿಯಾಗು,удацца
878,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,аказацца
879,öffnen::V,ತೆರೆ,адчыніць
880,schließen::V,ಮುಚ್ಚು,зачыніць
881,stellen::V,ಇಕ್ಕು,паставіць
882,setzen::V,ಇಡು,пасадзіць
883,legen::V,ಇಡು,класці
884,berühren::V,ತಾಕು,чапаць
885,verbinden::V,ಕೂಡಿಸು,звязаць
886,bedecken::V,ಮುಚ್ಚು,накрыць
887,aufhängen::V,ತೂಗುಹಾಕು,павесіць
888,anzünden::V,ಹತ್ತಿಸು,запаліць
889,aufheben::V,ಆಯಿ,падняць
890,zurücklassen::V,ಬಿಡು,пакінуць
891,verlieren::V,ಕಳೆ,згубіць
892,fallen lassen::V,ಬೀಳಿಸು,упусціць
893,machen::V,ಮಾಡು,зрабіць
894,herstellen::V,ತಯಾರಿಸು,вырабіць
895,bauen::V,ಕಟ್ಟು,будаваць
896,reparieren::V,ಸರಿಪಡಿಸು,правіць
897,verbessern::V,ತಿದ್ದು,палепшыць
898,ändern::V,ಬದಲಾಯಿಸು,змяніць
899,graben::V,ಅಗೆ,капаць
900,beugen::V,ಬಗ್ಗಿಸು,сагнуць
901,biegen::V,ಬಗ್ಗಿಸು,пагнуць
902,drehen::V,ತಿರುಗು,вярцець
903,wenden::V,ತಿರುಗು,павярнуць
904,umdrehen::V,ತಿರುಗಿಸು,перавярнуць
905,heben::V,ಎತ್ತು,падымаць
906,hochheben::V,ಎತ್ತು,падняць
907,ergreifen::V,ಆಕ್ರಮಿಸು,схапіць
908,ergreifen::V,ಆಕ್ರಮಿಸು,схваціць
909,halten::V,ಹಿಡಿ,трымаць
910,drücken::V,ಒತ್ತು,націскаць
911,schieben::V,ನೂಕು,пхаць
912,schieben::V,ನೂಕು,штурхаць
913,kratzen::V,ತರಚಿಕೊಳ್ಳು,скрэбці
914,lecken::V,ನೆಕ್ಕು,лізаць
915,beißen::V,ಕಚ್ಚು,кусаць
916,abreißen::V,ಹರಿ,адарваць
917,abschneiden::V,ಕತ್ತರಿಸು,адрэзаць
918,binden::V,ಕಟ್ಟು,вязаць
919,stecken::V,ಸಿಕ್ಕಿಸು,уваткнуць
920,brechen::V,ಮುರಿ,зламаць
921,klopfen::V,ತಟ್ಟು,стукаць
922,hauen::V,ಹೊಡೆ,біць
923,kleben::V,ಅಂಟಿಸು,клеіць
924,reiben::V,ಉಜ್ಜು,церці
925,streichen::V,ಹರಡು,намазаць
926,schleifen::V,ಮಸೆ,тачыць
927,schneiden::V,ಕತ್ತರಿಸು,рэзаць
928,rütteln::V,ಕುಲುಕಿಸು,хістаць
929,schütteln::V,ಅಲುಗಿಸು,трэсці
930,schwenken::V,ತೂಗಾಡು,махаць
931,schütten::V,ಎರೆ,наліць
932,füllen::V,ತುಂಬಿಸು,напоўніць
933,einwickeln::V,ಹೊದಿಸು,загарнуць
934,tragen::V,ಹೊರು,несці
935,schleppen::V,ಜಗ್ಗು,цягнуць
936,ziehen::V,ಎಳೆ,цягнуць
937,aufbewahren::V,ಇಟ್ಟುಕೊ,захоўваць
938,werfen::V,ಎಸೆ,кідаць
939,fangen::V,ಹಿಡಿ,лавіць
940,packen::V,ಸೆಳೆ,схапіць
941,packen::V,ಸೆಳೆ,схваціць
942,verstecken::V,ಮುಚ್ಚಿಡು,схаваць
943,teilen::V,ವಿಭಜಿಸು,раздзяліць
944,schicken::V,ಕಳುಹಿಸು,пасылаць
945,bringen::V,ತರು,прынесці
946,hinzufügen::V,ಕೂಡಿಸು,дабавіць
947,bekommen::V,ಸಂಪಾದಿಸು,дастаць
948,erhalten::V,ಪಡೆ,атрымаць
949,nehmen::V,ಹಿಡಿ,ўзяць
950,wählen::V,ಆರಿಸು,выбраць
951,auswählen::V,ಆಯಿ,адабраць
952,bewahren::V,ರಕ್ಷಿಸಿಡು,захаваць
953,behindern::V,ಅಡ್ಡಿಮಾಡು,перашкаджаць
954,verderben::V,ಕೆಡಿಸು,сапсаваць
955,beschädigen::V,ಹಾಳುಮಾಡು,пашкодзіць
956,zerbrechen::V,ಮುರಿ,разбіць
957,zerreißen::V,ಸೀಳು,разадраць
958,zerstören::V,ಅಳಿಸು,разбурыць
959,verbrennen::V,ಸುಡು,спаліць
960,geben::V,ಕೊಡು,даць
961,reichen::V,ಕೊಡು,перадаць
962,schenken::V,ಅರ್ಪಿಸು,дарыць
963,versprechen::V,ವಾಗ್ದಾನಮಾಡು,абяцаць
964,wünschen::V,ಬಯಸು,жадаць
965,loben::V,ಹೊಗಳು,хваліць
966,küssen::V,ಚುಂಬಿಸು,цалаваць
967,wiegen::V,ತೂಗು,гушкаць
968,wiegen::V,ತೂಗು,калыхаць
969,zudecken::V,ಹಾಸು,накрыць
970,wecken::V,ಎಬ್ಬಿಸು,пабудзіць
971,zeigen::V,ತೋರಿಸು,паказаць
972,führen::V,ದಾರಿತೋರಿಸು,весці
973,lehren::V,ಕಲಿಸು,вучыць
974,unterrichten::V,ಬೋಧಿಸು,выкладаць
975,aufziehen::V,ಸಲಹು,выхаваць
976,leiten::V,ಮುಂದಾಳಾಗಿರು ,кіраваць
977,antreiben::V,ಓಡಿಸು,падганяць
978,lassen::V,ಮಾಡಲುಬಿಡು,прымусіць
979,einladen::V,ಆಹ್ವಾನಿಸು,запрасіць
980,vereinigen::V,ಒಂದಾಗು,абʼяднаць
981,besuchen::V,ಭೇಟಿಯಾಗು,наведаць
982,treffen::V,ಸಂಧಿಸು,сустрэць
983,sich versammeln::V,ನೆರೆ,сабрацца
984,spielen::V,ಆಡು,гуляць
985,singen::V,ಹಾಡು,пець
986,singen::V,ಹಾಡು,спяваць
987,tanzen::V,ಕುಣಿ,танцаваць
988,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,расстацца
989,verlassen::V,ಕಳೆ,пакінуць
990,retten::V,ರಕ್ಷಿಸು,выратаваць
991,bewachen::V,ಕಾಪಾಡು,ахоўваць
992,schützen::V,ಸಂರಕ್ಷಿಸು,уберагаць
993,verteidigen::V,ಕಾಪಿಡು,абараніць
994,sich schlagen::V,ಕಿತ್ತಾಟ,біцца
995,sich schlagen::V,ಕಿತ್ತಾಟ,драцца
996,schießen::V,ಎಸೆ,страляць
997,siegen::V,ಗೆಲ್ಲು,перамагчы
998,ärgern::V,ರೇಗಿಸು,злаваць
999,schlagen::V,ಹೊಡೆ,ударыць
1000,treten::V,ಒದೆ,штурхаць
1001,stechen::V,ಚುಚ್ಚು,укалоць
1002,stoßen::V,ತಳ್ಳು,папхнуць
1003,stehlen::V,ಕದಿ,украсці
1004,stören::V,ಕತಕು,перашкодзіць
1005,belästigen::V,ತೊಂದರೆ,дакучаць
1006,verbergen::V,ಮರೆಮಾಜು,скрыць
1007,verbergen::V,ಮರೆಮಾಜು,схаваць
1008,täuschen::V,ಠಕ್ಕಿಸು,падмануць
1009,betrügen::V,ವಂಚಿಸು,змахляваць
1010,töten::V,ಕೊಲ್ಲು,забіць
1011,wohnen::V,ವಾಸಿಸು,жыць
1012,arbeiten::V,ಕೆಲಸ ಮಾಡು,працаваць
1013,sammeln::V,ಸಂಚಯಿಸು,сабраць
1014,pflücken::V,ಬಿಡಿಸು,зрываць
1015,jagen::V,ಬೇಟೆಯಾಡು,паляваць
1016,fischen::V,ಮೀನು ಹಿಡಿ,рыбачыць
1017,fassen::V,ಹಿಡಿ,злавіць
1018,hüten::V,ಗುಂಪುಸೇರಿಸು,пасвіць
1019,treiben::V,ದಬ್ಬು,гнаць
1020,anbinden::V,ಬಿಗಿ,прывязаць
1021,füttern::V,ಮೇಯಿಸು,карміць
1022,melken::V,ಹಾಲು ಕರೆ,даіць
1023,hacken::V,ತುಂಡರಿಸು,сячы
1024,gießen::V,ನೀರುಹಾಕು,паліць
1025,reifen::V,ಕಳಿ,паспець
1026,zubereiten::V,ಅಡಿಗೆಮಾಡು,зварыць
1027,zubereiten::V,ಅಡಿಗೆಮಾಡು,згатаваць
1028,kochen::V,ಅಡು,варыць
1029,backen::V,ಬೇಯಿಸು,пячы
1030,braten::V,ಕರಿ,смажыць
1031,umrühren::V,ಕಲಕು,перамяшаць
1032,stricken::V,ಹೆಣೆ,вязаць
1033,nähen::V,ಹೊಲಿ,шыць
1034,färben::V,ಬಣ್ಣ ಹತ್ತು,пафарбаваць
1035,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,ачысціць
1036,waschen::V,ತೊಳೆ,мыць
1037,abwischen::V,ಒರಸು,выцерці
1038,spülen::V,ಗಲಬರಿಸು,паласкаць
1039,fegen::V,ಗುಡಿಸು,падмятаць
1040,kehren::V,ಗುಡಿಸು,месці
1041,baden::V,ಸ್ನಾನಮಾಡು,купацца
1042,sich waschen::V,ತೊಳೆ,мыцца
1043,ausziehen::V,ಬಿಚ್ಚು,зняць
1044,anziehen::V,ಹಾಕು,надзець
1045,sich anziehen::V,ಹಾಕು,адзецца
1046,kämmen::V,ಬಾಚು,прычасаць
1047,schmücken::V,ಅಲಂಕರಿಸು,аздобіць
1048,sagen::V,ಹೇಳು,сказаць
1049,sprechen::V,ನುಡಿ,гаварыць
1050,reden::V,ನುಡಿ,размаўляць
1051,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,гутарыць
1052,fragen::V,ವಿಚಾರಿಸು,спытаць
1053,bitten::V,ಬೇಡು,прасіць
1054,erzählen::V,ಹೇಳು,расказаць
1055,mitteilen::V,ತಿಳಿಸು,паведаміць
1056,nennen::V,ಹೆಸರಿಡು,назваць
1057,rufen::V,ಕರೆ,зваць
1058,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,хваліцца
1059,übersetzen::V,ಭಾಷಾಂತರಿಸು,перакласці
1060,denken::V,ಯೋಚಿಸು,думаць
1061,glauben::V,ನಂಬು,верыць
1062,bemerken::V,ಗಮನಿಸು,заўважыць
1063,erkennen::V,ಗುರುತುಹಿಡಿ,пазнаць
1064,begreifen::V,ಗ್ರಹಿಸು,спасцігнуць
1065,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,пачуць
1066,lernen::V,ಕಲಿ,вучыцца
1067,wissen::V,ಅರಿ,знаць
1068,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,памятаць
1069,vergessen::V,ಮರೆತುವಿಡು,забыць
1070,messen::V,ಅಳೆ,мераць
1071,zählen::V,ಗಣಿಸು,лічыць
1072,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,лічыць
1073,lesen::V,ಓದು,чытаць
1074,malen::V,ಬಿಡಿಸು,маляваць
1075,zeichnen::V,ಬಿಡಿಸು,рысаваць
1076,schreiben::V,ಬರೆ,пісаць
1077,besitzen::V,ಒಡೆಯನಾಗಿರು,мець
1078,kaufen::V,ಕೊಳ್ಳು,купіць
1079,verkaufen::V,ಕೊಡು,прадаць
1080,bezahlen::V,ಬೆಲೆತೆರು,заплаціць
1081,zahlen::V,ಹಣವನ್ನುಕೊಡು,плаціць
1082,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,уладаць
1083,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,валодаць
1084,ertragen::V,ಸಹಿಸು,выцерпець
