,Concept_ID,kn,mn
380,Stange::N,ಕಂಬ,сургааг
381,Stock::N,ಕೋಲು,саваа
382,Stab::N,ದೊಣ್ಣೆ,таяг
383,Rohr::N,ನಳಿಕೆ,хоолой
384,Haus::N,ಮನೆ,гэр
385,Haus::N,ಮನೆ,байшин
386,Heim::N,ಗೃಹ,гэр
387,Ofen::N,ಒಲೆ,зуух
388,Ofen::N,ಒಲೆ,пийшин
389,Fußboden::N,ನೆಲ,шал
390,Tisch::N,ಮೇಜು,ширээ
391,Stuhl::N,ಕುರ್ಚಿ,сандал
392,Wiege::N,ತೊಟ್ಟಿಲು,өлгий
393,Bett::N,ಹಾಸಿಗೆ,ор
394,Regal::N,ಬೀರು,тавиур
395,Kiste::N,ಪಟ್ಟಿಗೆ,авдар
396,Kiste::N,ಪಟ್ಟಿಗೆ,хайрцаг
397,Fenster::N,ಕಿಟಕಿ,гэгээвч
398,Tür::N,ಬಾಗಿಲು,үүд
399,Tür::N,ಬಾಗಿಲು,хаалга
400,Tor::N,ಹೆಬ್ಬಾಗಿಲು,хаалга
401,Zaun::N,ಬೇಲಿ,хашаа
402,Dach::N,ಮಾಳಿಗೆ,дээвэр
403,Leiter::N,ಏಣಿ,шат
404,Besen::N,ಪೊರಕೆ,хамуур
405,Besen::N,ಪೊರಕೆ,туужуу
406,Spaten::N,ಗುದ್ದಲಿ,хүрз
407,Schaufel::N,ಸನಿಕೆ,хүрз
408,Gabel::N,ಕವಲು,сэрээ
409,Löffel::N,ಚಮಚ,халбага
410,Messer::N,ಚಾಕು,хутга
411,Nagel::N,ಆಣಿ,хадаас
412,Netz::N,ಬಲೆ,өөш
413,Netz::N,ಬಲೆ,тор
414,Haken::N,ಕೊಂಡಿ,гох
415,Griff::N,ಹಿಡಿ,иш
416,Griff::N,ಹಿಡಿ,сэнж
417,Schloss::N,ವೀಗ,цуурга
418,Schloss::N,ವೀಗ,цоож
419,Bild::N,ಚಿತ್ರ,зураг
420,Figur::N,ಆಕಾರ,баримал
421,Puppe::N,ಗೊಂಬೆ,хүүхэлдэй
422,Beutel::N,ಸಂಚಿ,агсаа
423,Beutel::N,ಸಂಚಿ,уут
424,Bündel::N,ಕಟ್ಟು,боодол
425,Tasche::N,ಚೀಲ,цүнх
426,Eimer::N,ಬಾನೆ,хөнөг
427,Eimer::N,ಬಾನೆ,хувин
428,Deckel::N,ಮುಚ್ಚಳ,таг
429,Deckel::N,ಮುಚ್ಚಳ,хавхаг
430,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,сав суулга
431,Sack::N,ಮೂಟೆ,шуудай
432,Tasse::N,ಬಟ್ಟಲು,аяга
433,Topf::N,ಮಡಕೆ,тогоо
434,Kessel::N,ಕೆಟಲ್,тогоо
435,Essen::N,ಊಟ,идээ
436,Nahrung::N,ಆಹಾರ,хүнс
437,Speise::N,ಊಟ,идээ
438,Fleisch::N,ಮಾಂಸ,мах
439,Getreide::N,ಧಾನ್ಯ,будаа
440,Brei::N,ಗಂಜಿ,богшмол
441,Brei::N,ಗಂಜಿ,будаа
442,Brot::N,ರೊಟ್ಟಿ,талх
443,Scheibe::N,ಹೋಳು,зүсэм
444,Scheibe::N,ಹೋಳು,хэрчим
445,Fett::N,ಕೊಬ್ಬು,өөх
446,Butter::N,ಬೆಣ್ಣೆ,тос
447,Öl::N,ಎಣ್ಣೆ,тос
448,Salz::N,ಉಪ್ಪು,давс
449,Suppe::N,ಎಸರು,шөл
450,Honig::N,ಮಧು,бал
451,Milch::N,ಹಾಲು,сүү
452,Tee::N,ಚಹ,цай
453,Leder::N,ಚಕ್ಕಳ,арьс
454,Leder::N,ಚಕ್ಕಳ,савхи
455,Wolle::N,ಉಣ್ಣೆ,ноос
456,Wolle::N,ಉಣ್ಣೆ,унгас
457,Stoff::N,ಬಟ್ಟೆ,бөс
458,Nadel::N,ಸೂಜಿ,зүү
459,Faden::N,ದಾರ,боолт
460,Faden::N,ದಾರ,утас
461,Knopf::N,ಗುಂಡು,товч
462,Knoten::N,ಗಂಟು,зангилаа
463,Farbe::N,ಬಣ್ಣ,будаг
464,Kleidung::N,ಅರಿವೆ,хувцас
465,Hemd::N,ಅಂಗಿ,цамц
466,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,зах заам
467,Ärmel::N,ತೋಳು,ханцуй
468,Hose::N,ಇಜಾರ,өмд
469,Gürtel::N,ಬೆಲ್ಟು,бүс
470,Mütze::N,ಟೋಪಿ,малгай
471,Mütze::N,ಟೋಪಿ,бүрх
472,Schuh::N,ಪಾದರಕ್ಷೆ,туфли
473,Stiefel::N,ಬೂಟು,гутал
474,Ring::N,ಉಂಗುರ,бөгж
475,Band::N,ರಿಬ್ಬನ್,тууз
476,Kamm::N,ಹಣಿಗೆ,сам
477,Spiegel::N,ಕನ್ನಡಿ,толь
478,Riemen::N,ಬಾರು,тасам
479,Riemen::N,ಬಾರು,сур
480,Schnur::N,ಹುರಿ,татлага
481,Leine::N,ಹಗ್ಗ,оосор
482,Decke::N,ಕಂಬಳಿ,хөнжил
483,Decke::N,ಕಂಬಳಿ,хучлага
484,Kissen::N,ದಿಂಬು,дэр
485,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,алчуур
486,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,даавуу
487,Handtuch::N,ಚೌಕ,алчуур
488,Kraft::N,ಬಲ,чадал
489,Kraft::N,ಬಲ,хүч
490,Stärke::N,ಶಕ್ತಿ,эрч
491,Stärke::N,ಶಕ್ತಿ,тэнхээ
492,Gesundheit::N,ಆರೋಗ್ಯ,бие
493,Gesundheit::N,ಆರೋಗ್ಯ,эрүүл мэнд
494,Krankheit::N,ರೋಗ,эмгэг
495,Schmerz::N,ನೋವು,өвчин
496,Wunde::N,ಗಾಯ,шарх
497,Fieber::N,ಜ್ವರ,халуун
498,Arznei::N,ಔಷಧ,эм
499,Brücke::N,ಸೇತುವೆ,гүүр
500,Brunnen::N,ಬಾವಿ,худаг
501,Weide::N,ಗೋಮಾಳ,бэлчээр
502,Pfad::N,ದಾರಿ,жим
503,Pfad::N,ದಾರಿ,зөрөг
504,Weg::N,ಹಾದಿ,зам
505,Weg::N,ಹಾದಿ,харгуй
506,Straße::N,ರಸ್ತೆ,зам
507,Straße::N,ರಸ್ತೆ,харгуй
508,Dorf::N,ಹಳ್ಳಿ,тосгон
509,Dorf::N,ಹಳ್ಳಿ,гацаа
510,Stadt::N,ಪಟ್ಟಣ,хот
511,Brief::N,ಕಾಗದ,захидал
512,Brief::N,ಕಾಗದ,захиа
513,Buch::N,ಪುಸ್ತಕ,ном
514,Buch::N,ಪುಸ್ತಕ,бичиг
515,Buchstabe::N,ಅಕ್ಷರ,үсэг
516,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,сонин
517,Leben::N,ಜೀವನ,амь
518,Leben::N,ಜೀವನ,амьдрал
519,Tod::N,ಮರಣ,үхэл
520,Grab::N,ಗೋರಿ,булш
521,Kirche::N,ಚರ್ಚು,сүм
522,Sünde::N,ಪಾಪ,нүгэл
523,Sünde::N,ಪಾಪ,хилэнц
524,Gott::N,ದೇವರು,бурхан
525,Arbeiter::N,ಕೆಲಸಗಾರ,ажилчин
526,Arbeiter::N,ಕೆಲಸಗಾರ,хөдөлмөрчин
527,Chef::N,ದಣಿ,дарга
528,Meister::N,ಶಿಕ್ಷಕ,дархан
529,Arzt::N,ವೈದ್ಯ,эмч
530,Lehrer::N,ಉಪಾಧ್ಯಾಯ,багш
531,Geld::N,ಹಣ,цаас
532,Geld::N,ಹಣ,мөнгө
533,Geschäft::N,ವಾಣಿಜ್ಯ,наймаа
534,Laden::N,ಅಂಗಡಿ,дэлгүүр
535,Preis::N,ಬೆಲೆ,үнэ
536,Ware::N,ಸರಕು,таваар
537,Ware::N,ಸರಕು,бараа
538,Nutzen::N,ಲಾಭ,ашиг
539,Reichtum::N,ಸಂಪತ್ತು,баялаг
540,Welt::N,ಭೂಲೋಕ,дэлхий
541,Welt::N,ಭೂಲೋಕ,орчлон
542,Land::N,ದೇಶ,улс
543,Land::N,ದೇಶ,орон
544,Staat::N,ರಾಜ್ಯ,төр
545,Staat::N,ರಾಜ್ಯ,гүрэн
546,König::N,ರಾಜ,ван
547,Macht::N,ಅಧಿಕಾರ,засаг
548,Grenze::N,ಗಡಿ,хил
549,Krieg::N,ಯುದ್ಧ,дайн
550,Feind::N,ಶತ್ರು,дайсан
551,Gewalt::N,ಹಿಂಸೆ,хүчирхэх
552,Kampf::N,ಹೋರಾಟ,тэмцэл
553,Kampf::N,ಹೋರಾಟ,байлдаан
554,Bogen[Waffe]::N,ಬಿಲ್ಲು,нум
555,Pfeil::N,ಅಂಬು,годил
556,Pfeil::N,ಅಂಬು,сум
557,Gewehr::N,ಬಂದೂಕು,буу
558,Fehler::N,ತಪ್ಪು,эндэл
559,Fehler::N,ತಪ್ಪು,алдаа
560,Lüge::N,ಸುಳ್ಳು,худал
561,Schaden::N,ಹಾನಿ,хор
562,Schaden::N,ಹಾನಿ,хөнөөл
