,Concept_ID,no,ro
858,oben::ADV,oppe,deasupra
859,oben::ADV,ovenpå,sus
860,oben::ADV,ovenpå,deasupra
861,hinauf::ADV,opp,în sus
862,hinauf::ADV,oppover,în sus
863,überall::ADV,overalt,peste tot
864,überall::ADV,overalt,pretutindeni
865,nicht::ADV,ikke,nu
866,ein wenig::ADV,litt,puțin
867,kaum::ADV,neppe,cu greu
868,kaum::ADV,neppe,cu anevoie
869,sehr::ADV,svært,mult
870,sehr::ADV,svært,foarte
871,so::ADV,så,așa
872,so::ADV,så,atât
873,noch::ADV,enda,încă
874,nur::ADV,bare,doar
875,schon::ADV,alt,și
876,schon::ADV,alt,deja
877,schon::ADV,allerede,și
878,schon::ADV,allerede,deja
879,wieder::ADV,igjen,iar
880,wieder::ADV,igjen,iarăși
881,vergebens::ADV,forgjeves,în zadar
882,vor::PRP,foran,înainte de
883,vor::PRP,utenfor,înainte de
884,hinter::PRP,bak,după
885,hinter::PRP,bak,în spatele
886,hinter::PRP,bakom,după
887,hinter::PRP,bakom,în spatele
888,unter::PRP,under,sub
889,durch::PRP,gjennom,prin
890,durch::PRP,igjennom,prin
891,neben::PRP,ved siden av,lângă
892,neben::PRP,ved siden av,alături de
893,zwischen::PRP,mellom,între
894,zwischen::PRP,mellom,dintre
895,wegen::PRP,på grunn av,pentru
896,dies::PRN,dette,acesta
897,das::PRN,det,asta
898,alles::PRN,alt,tot
899,ich::PRN,jeg,eu
900,du::PRN,du,tu
901,er::PRN,han,el
902,er::PRN,han,dânsul
903,wir::PRN,vi,noi
904,ihr::PRN,dere,voi
905,sie::PRN,de,ei
906,sie::PRN,de,dânșii
907,was::FPRN,hva,ce
908,wer::FPRN,hvem,cine
909,wo::FADV,hvor,unde
910,wohin::FADV,hvor ... hen,încotro
911,wie::FADV,hvordan,cum
912,warum::FADV,hvorfor,de ce
913,warum::FADV,hvorfor,pentru ce
914,wieviel::FNUM,hvor mye,cât
915,eins::NUM,en,unu
916,eins::NUM,ett,unu
917,zwei::NUM,to,doi
918,drei::NUM,tre,trei
919,vier::NUM,fire,patru
920,fünf::NUM,fem,cinci
921,sechs::NUM,seks,șase
922,sieben::NUM,sju,șapte
923,acht::NUM,åtte,opt
924,neun::NUM,ni,nouă
925,zehn::NUM,ti,zece
926,elf::NUM,elleve,unsprezece
927,zwölf::NUM,tolv,douăsprezece
928,zwanzig::NUM,tjue,douăzeci
929,dreißig::NUM,tretti,treizeci
930,vierzig::NUM,førti,patruzeci
931,fünfzig::NUM,femti,cincizeci
932,sechzig::NUM,seksti,șaizeci
933,siebzig::NUM,sytti,șaptezeci
934,achtzig::NUM,åtti,optzeci
935,neunzig::NUM,nitti,nouăzeci
936,hundert::NUM,hundre,sută
937,tausend::NUM,tusen,mie
938,und::CNJ,og,și
939,oder::CNJ,eller,ori
940,stehen::V,stå,sta
941,sitzen::V,sitte,ședea
942,liegen::V,ligge,zăcea
943,liegen::V,ligge,fi culcat
944,hängen::V,henge,atârna
945,werden::V,bli,deveni
946,werden::V,bli,se face
947,passieren::V,skje,se întâmpla
948,passieren::V,hende,se întâmpla
949,beginnen::V,begynne,începe
950,enden::V,ende,se sfârși
951,enden::V,ende,se termina
952,enden::V,slutte,se sfârși
953,enden::V,slutte,se termina
954,wechseln::V,veksle,se schimba
955,aufgehen[Sonne]::V,stå opp,răsări
956,untergehen[Sonne]::V,gå ned,apune
957,scheinen[Sonne]::V,skinne,străluci
958,donnern::V,tordne,tuna
959,wehen::V,blåse,bate
960,strömen::V,strømme,curge în șiroaie
961,fließen::V,flyte,curge
962,sich drehen::V,dreie seg,se învârti
963,schwanken::V,svaie,se clătina
964,schwingen::V,svinge,vibra
965,schwingen::V,svinge,flutura
966,fallen::V,falle,cădea
967,brennen::V,brenne,arde
968,rauchen::V,ryke,fuma
969,regnen::V,regne,ploua
970,gefrieren::V,fryse,îngheța
971,tauen::V,tine,se dezgheța
972,schmelzen::V,smelte,se topi
973,trocknen::V,tørre,se usca
974,sieden::V,koke,fierbe
975,sieden::V,koke,clocoti
976,faulen::V,råtne,se împuți
977,verfaulen::V,råtne,putrezi
978,reißen::V,briste,se rupe
979,reißen::V,briste,se sfâșia
980,versinken::V,synke,se scufunda
981,versinken::V,synke ned,se scufunda
982,vergehen::V,forløpe,trece
983,vergehen::V,forløpe,se scurge
984,erscheinen::V,synes,apărea
985,verschwinden::V,forsvinne,dispărea
986,sinken::V,synke,cădea
987,sinken::V,synke,coborî
988,abnehmen::V,avta,scădea
989,abnehmen::V,avta,descrește
990,abnehmen::V,minske,scădea
991,abnehmen::V,minske,descrește
992,zunehmen::V,tilta,spori
993,zunehmen::V,tilta,crește
994,zunehmen::V,tilta,augmenta
995,steigen::V,stige,urca
996,wachsen::V,gro,crește
997,wachsen::V,vokse,crește
998,glänzen::V,skinne,luci
999,glänzen::V,skinne,străluci
1000,funkeln::V,tindre,scânteia
1001,lärmen::V,bråke,face larmă
1002,läuten::V,ringe,suna
1003,klingeln::V,ringe,suna
1004,klirren::V,klirre,zăngăni
1005,brausen::V,bruse,vui
1006,rauschen::V,suse,vâjâi
1007,klingen::V,lyde,suna
1008,klingen::V,klinge,suna
1009,bellen::V,gjø,lătra
1010,bellen::V,bjeffe,lătra
1011,heulen::V,ule,urla
1012,blasen::V,blåse,sufla
1013,pfeifen::V,plystre,fluiera
1014,schreien::V,skrike,țipa
1015,stöhnen::V,stønne,geme
1016,zittern::V,dirre,tremura
1017,zittern::V,skjelve,tremura
1018,leben::V,leve,trăi
1019,geboren werden::V,fødes,se naște
1020,atmen::V,ånde,respira
1021,atmen::V,puste,respira
1022,trinken::V,drikke,bea
1023,essen::V,spise,mânca
1024,schlucken::V,svelge,înghiți
1025,müde werden::V,bli trett,se obosi
1026,einschlafen::V,sovne,adormi
1027,schlafen::V,sove,dormi
1028,aufwachen::V,våkne,se deștepta
1029,aufstehen::V,stå opp,fi se scula
1030,sich erholen::V,bli bra,se relaxa
1031,sich erholen::V,bli bra,se destinde
1032,sich erholen::V,komme seg,se relaxa
1033,sich erholen::V,komme seg,se destinde
1034,krank werden::V,bli syk,se îmbolnăvi
1035,krank sein::V,være syk,zăcea
1036,krank sein::V,være syk,fi bolnav
1037,schmerzen::V,gjøre vondt,durea
1038,husten::V,hoste,tuși
1039,genesen::V,komme seg,se însănătoși
1040,sterben::V,dø,muri
1041,umkommen::V,omkomme,pieri
1042,sich bewegen::V,bevege seg,se mișca
1043,sich rühren::V,røre på seg,se mișca
1044,sich erheben::V,reise seg,se ridica
1045,sich setzen::V,sette sig,lua loc
1046,sich setzen::V,sette sig,se așeza
1047,hinfallen::V,falle over ende,cădea jos
1048,laufen::V,løpe,merge
1049,laufen::V,løpe,merge pe jos
1050,schreiten::V,skride,păși
1051,spazierengehen::V,spasere,se plimba
1052,spazierengehen::V,gå en tur,se plimba
1053,eilen::V,ile,fi se grăbi
1054,sich beeilen::V,skynde seg,se grăbi
1055,sausen::V,suse,țâșni
1056,rennen::V,løpe,fugi
1057,rennen::V,løpe,alerga
1058,springen::V,hoppe,sări
1059,springen::V,springe,sări
1060,klettern::V,klatre,urca
1061,klettern::V,klatre,se cățăra
1062,schaukeln::V,huske,legăna
1063,kriechen::V,krype,se târî
1064,schwimmen::V,svømme,înota
1065,tauchen::V,dykke,se scufunda
1066,rudern::V,ro,vâsli
1067,rudern::V,ro,lopăta
1068,fahren::V,kjøre,merge
1069,fliegen::V,fly,zbura
1070,gehen::V,gå,merge
1071,weggehen::V,gå bort,se duce
1072,abfahren::V,reise,pleca
1073,anhalten::V,stanse,se opri
1074,hineingehen::V,gå inn,intra
1075,eintreten::V,tre inn,intra
1076,kommen::V,komme,veni
1077,ankommen::V,ankomme,sosi
1078,ankommen::V,ankomme,ajunge
1079,ankommen::V,komme til,sosi
1080,ankommen::V,komme til,ajunge
1081,zurückkommen::V,komme tilbake,se întoarce
1082,bleiben::V,bli,rămâne
1083,bleiben::V,forbli,rămâne
1084,warten::V,vente,aștepta
1085,erwarten::V,vente,aștepta
1086,suchen::V,søke,căuta
1087,finden::V,finne,găsi
1088,versuchen::V,prøve,încerca
1089,versuchen::V,forsøke,încerca
1090,vorbereiten::V,forberede,pregăti
1091,lieben::V,elske,iubi
1092,mögen::V,like,plăcea a
1093,lachen::V,le,râde
1094,rühren::V,røre,mișca
1095,rühren::V,røre,înduioșa
1096,weinen::V,gråte,plânge
1097,schimpfen::V,skjelle,înjura
1098,sich ärgern::V,ergre seg,se supăra
1099,sich fürchten::V,være redd,se teme
1100,sich fürchten::V,være redd,fi teamă a
1101,fürchten::V,være redd for,se teme de
1102,fliehen::V,rømme,fugi
1103,fliehen::V,flykte,fugi
1104,flüchten::V,flykte,evada
1105,sehen::V,se,vedea
1106,anschauen::V,se på,privi
1107,anschauen::V,betrakte,privi
1108,ansehen::V,anse,privi
1109,hören::V,høre,auzi
1110,zuhören::V,tilhøre,asculta
1111,probieren::V,smake,gusta
1112,probieren::V,smake på,gusta
1113,riechen::V,lukte,mirosi
1114,fühlen::V,føle,simți
1115,fühlen::V,føle,resimți
1116,scheinen::V,se ut,părea
1117,zu sehen sein::V,synes,se vedea
1118,vernehmen::V,få vite,auzi
1119,frieren::V,fryse,fi frig
1120,tun::V,gjøre,face
1121,können::V,kunne,ști
1122,können::V,kunne,putea
1123,wollen::V,ville,dori
1124,anfangen::V,begynne,începe
1125,beenden::V,avslutte,sfârși
1126,beenden::V,avslutte,termina
1127,aufhören::V,slutte,înceta
1128,aufhören::V,holde opp,înceta
1129,gelingen::V,lykkes,reuși
1130,gelingen::V,lykkes,izbuti
1131,geraten::V,bli,reuși
1132,öffnen::V,åpne,deschide
1133,schließen::V,lukke,închide
1134,schließen::V,stenge,închide
1135,stellen::V,stille,pune
1136,stellen::V,stille,așeza
1137,setzen::V,sette,pune
1138,setzen::V,sette,așeza
1139,legen::V,legge,pune
1140,berühren::V,berøre,atinge
1141,verbinden::V,forbinde,lega
1142,bedecken::V,dekke,acoperi
1143,aufhängen::V,henge,atârna
1144,aufhängen::V,henge,spânzura
1145,aufhängen::V,henge opp,atârna
1146,aufhängen::V,henge opp,spânzura
1147,anzünden::V,tenne,aprinde
1148,anzünden::V,antenne,aprinde
1149,anzünden::V,tenne på,aprinde
1150,aufheben::V,løfte,ridica
1151,aufheben::V,løfte,lua de jos
1152,aufheben::V,ta opp,ridica
1153,aufheben::V,ta opp,lua de jos
1154,zurücklassen::V,slippe tilbake,lăsa
1155,zurücklassen::V,slippe tilbake,lăsa în urmă
1156,verlieren::V,miste,pierde
1157,fallen lassen::V,droppe,scăpa
1158,fallen lassen::V,droppe,arunca
1159,fallen lassen::V,la falle,scăpa
1160,fallen lassen::V,la falle,arunca
1161,machen::V,lage,face
1162,machen::V,gjøre,face
1163,herstellen::V,fremstille,fabrica
1164,herstellen::V,fremstille,confecționa
1165,bauen::V,bygge,clădi
1166,bauen::V,bygge,construi
1167,reparieren::V,reparere,repara
1168,verbessern::V,rette,ameliora
1169,verbessern::V,rette,îmbunătăți
1170,verbessern::V,forbedre,ameliora
1171,verbessern::V,forbedre,îmbunătăți
1172,ändern::V,forandre,schimba
1173,ändern::V,forandre,modifica
1174,graben::V,grave,săpa
1175,beugen::V,bøye,curba
1176,biegen::V,bøye,îndoi
1177,biegen::V,bøye,încovoia
1178,drehen::V,dreie,învârti
1179,wenden::V,vende,întoarce
1180,umdrehen::V,snu,învârti
1181,umdrehen::V,snu,întoarce
1182,heben::V,heve,ridica
1183,hochheben::V,løfte,ridica
1184,ergreifen::V,gripe,lua
1185,ergreifen::V,gripe,apuca
1186,ergreifen::V,få tak i,lua
1187,ergreifen::V,få tak i,apuca
1188,halten::V,holde,ține
1189,drücken::V,trykke,apăsa
1190,drücken::V,trykke,strânge
1191,schieben::V,skyve,împinge
1192,kratzen::V,klø,zgâria
1193,kratzen::V,klore,zgâria
1194,lecken::V,slikke,linge
1195,beißen::V,bite,mușca
1196,abreißen::V,rive av,rupe
1197,abreißen::V,rive av,smulge
1198,abschneiden::V,skjære av,scurta
1199,binden::V,binde,lega
1200,stecken::V,stikke,pune
1201,brechen::V,bryte,rupe
1202,brechen::V,bryte,frânge
1203,brechen::V,briste,rupe
1204,brechen::V,briste,frânge
1205,klopfen::V,banke,ciocăni
1206,hauen::V,hogge,lovi
1207,kleben::V,klistre,lipi
1208,reiben::V,gni,freca
1209,reiben::V,gni,fricționa
1210,streichen::V,stryke,unge
1211,schleifen::V,slipe,ascuți
1212,schneiden::V,klippe,tăia
1213,rütteln::V,ruske,zgâlțâi
1214,schütteln::V,riste,scutura
1215,schwenken::V,svinge,agita
1216,schütten::V,helle,vărsa
1217,füllen::V,fylle,umple
1218,einwickeln::V,vikle inn,înveli
1219,einwickeln::V,vikle inn,înfășura
1220,tragen::V,bære,căra
1221,schleppen::V,slepe,târî
1222,ziehen::V,dra,trage
1223,ziehen::V,trekke,trage
1224,aufbewahren::V,oppbevare,păstra
1225,aufbewahren::V,oppbevare,conserva
1226,aufbewahren::V,ta vare på,păstra
1227,aufbewahren::V,ta vare på,conserva
1228,werfen::V,kaste,arunca
1229,fangen::V,fange,prinde
1230,packen::V,gripe,apuca
1231,packen::V,gripe tak i,apuca
1232,verstecken::V,gjemme,ascunde
1233,teilen::V,dele,împărți
1234,schicken::V,sende,trimite
1235,bringen::V,bringe,aduce
1236,hinzufügen::V,tilføye,adăuga
1237,bekommen::V,få,obține
1238,bekommen::V,få,dobândi
1239,erhalten::V,få,primi
1240,erhalten::V,få,căpăta
1241,nehmen::V,ta,lua
1242,wählen::V,velge,opta
1243,wählen::V,velge,alege
1244,auswählen::V,velge ut,selecta
1245,bewahren::V,bevare,păstra
1246,behindern::V,hindre,stingheri
1247,behindern::V,forhindre,stingheri
1248,verderben::V,ødelegge,strica
1249,beschädigen::V,skade,strica
1250,zerbrechen::V,brekke i stykker,rupe
1251,zerbrechen::V,brekke i stykker,frânge
1252,zerreißen::V,rive i stykker,rupe
1253,zerreißen::V,rive i stykker,sfâșia
1254,zerstören::V,ødelegge,distruge
1255,verbrennen::V,brenne,arde
1256,verbrennen::V,brenne,incendia
1257,verbrennen::V,brenne opp,arde
1258,verbrennen::V,brenne opp,incendia
1259,geben::V,gi,da
1260,reichen::V,rekke,întinde
1261,schenken::V,forære,dărui
1262,schenken::V,skjenke,dărui
1263,versprechen::V,love,făgădui
1264,wünschen::V,ønske,ura
1265,loben::V,rose,lăuda
1266,küssen::V,kysse,săruta
1267,wiegen::V,vogge,legăna
1268,zudecken::V,dekke til,acoperi
1269,wecken::V,vekke,trezi
1270,wecken::V,vekke,deștepta
1271,zeigen::V,vise,arăta
1272,führen::V,føre,călăuzi
1273,lehren::V,lære,preda
1274,lehren::V,lære,învăța
1275,unterrichten::V,undervise,învăța
1276,unterrichten::V,undervise,instrui
1277,aufziehen::V,oppdra,crește
1278,leiten::V,lede,duce
1279,leiten::V,lede,conduce
1280,antreiben::V,drive på,împinge
1281,antreiben::V,drive på,încuraja
1282,lassen::V,få til å,pune pe să
1283,einladen::V,be,invita
1284,einladen::V,invitere,invita
1285,vereinigen::V,forene,uni
1286,vereinigen::V,forene,întruni
1287,besuchen::V,besøke,vizita
1288,besuchen::V,besøke,face o vizită
1289,treffen::V,møte,întâlni
1290,treffen::V,treffe,întâlni
1291,sich versammeln::V,forsamles,se aduna
1292,spielen::V,leke,se juca
1293,spielen::V,spille,se juca
1294,singen::V,synge,cânta
1295,tanzen::V,danse,dansa
1296,sich trennen::V,skilles,se separa
1297,sich trennen::V,skilles,se despărți
1298,verlassen::V,forlate,părăsi
1299,verlassen::V,forlate,abandona
1300,retten::V,redde,salva
1301,bewachen::V,bevokte,păzi
1302,schützen::V,verne,ocroti
1303,schützen::V,verne,proteja
1304,schützen::V,beskytte,ocroti
1305,schützen::V,beskytte,proteja
1306,verteidigen::V,forsvare,apăra
1307,sich schlagen::V,slåss,se bate
1308,schießen::V,skyte,trage
1309,siegen::V,seire,birui
1310,siegen::V,seire,învinge
1311,ärgern::V,ergre,supăra
1312,treten::V,sparke,călca
1313,stechen::V,stikke,înțepa
1314,stechen::V,stikke,împunge
1315,stoßen::V,støte,împinge
1316,stehlen::V,stjele,fura
1317,stören::V,forstyrre,deranja
1318,belästigen::V,plage,importuna
1319,belästigen::V,sjenere,importuna
1320,verbergen::V,gjemme,ascunde
1321,täuschen::V,villede,amăgi
1322,betrügen::V,bedra,înșela
1323,töten::V,drepe,omorî
1324,wohnen::V,bo,sta
1325,wohnen::V,bo,locui
1326,arbeiten::V,arbeide,lucra
1327,sammeln::V,samle,aduna
1328,sammeln::V,samle,colecționa
1329,pflücken::V,plukke,culege
1330,jagen::V,jage,vâna
1331,fischen::V,fiske,pescui
1332,fassen::V,fange,prinde
1333,hüten::V,vokte,paște
1334,treiben::V,drive,mână
1335,anbinden::V,feste,lega
1336,füttern::V,fore,da de mâncare
1337,melken::V,melke,mulge
1338,hacken::V,hakke,toca
1339,hacken::V,hakke,sparge
1340,gießen::V,helle,uda
1341,reifen::V,modne,pârgui
1342,zubereiten::V,lage,găti
1343,zubereiten::V,tilberede,găti
1344,kochen::V,koke,găti
1345,backen::V,bake,coace
1346,braten::V,steke,coace
1347,umrühren::V,røre om,mesteca
1348,stricken::V,strikke,împleti
1349,nähen::V,sy,coase
1350,färben::V,farge,vopsi
1351,färben::V,farge,colora
1352,reinigen::V,rense,curăți
1353,reinigen::V,gjøre ren,curăți
1354,waschen::V,vaske,spăla
1355,abwischen::V,tørke av,șterge
1356,spülen::V,spyle,clăti
1357,spülen::V,skylle,clăti
1358,fegen::V,feie,mătura
1359,kehren::V,koste,mătura
1360,baden::V,bade,se scălda
1361,sich waschen::V,vaske seg,se spăla
1362,ausziehen::V,ta av,și scoate
1363,anziehen::V,ta på,îmbrăca
1364,sich anziehen::V,kle på seg,se îmbrăca
1365,kämmen::V,gre,pieptăna
1366,kämmen::V,kjemme,pieptăna
1367,schmücken::V,pynte,împodobi
1368,schmücken::V,smykke,împodobi
1369,sagen::V,si,zice
1370,sagen::V,si,spune
1371,sprechen::V,snakke,vorbi
1372,reden::V,tale,vorbi
1373,reden::V,tale,discuta
1374,reden::V,snakke,vorbi
1375,reden::V,snakke,discuta
1376,sich unterhalten::V,samtale,conversa
1377,sich unterhalten::V,samtale,sta de vorbă
1378,fragen::V,spørre,întreba
1379,bitten::V,be,ruga
1380,erzählen::V,fortelle,spune
1381,erzählen::V,fortelle,povesti
1382,mitteilen::V,meddele,comunica
1383,mitteilen::V,meddele,înștiința
1384,nennen::V,kalle,numi
1385,nennen::V,kalle,chema
1386,rufen::V,rope,chema
1387,prahlen::V,skryte,se făli
1388,übersetzen::V,oversette,traduce
1389,denken::V,tenke,gândi
1390,glauben::V,tro,crede
1391,bemerken::V,bemerke,observa
1392,bemerken::V,legge merke til,observa
1393,erkennen::V,gjenkjenne,cunoaște
1394,erkennen::V,gjenkjenne,recunoaște
1395,begreifen::V,begripe,pricepe
1396,begreifen::V,begripe,înțelege
1397,verstehen::V,forstå,înțelege
1398,verstehen::V,skjønne,înțelege
1399,lernen::V,lære,învăța
1400,wissen::V,vite,ști
1401,sich erinnern an::V,huske på,a-și aminti de
1402,vergessen::V,glemme,uita
1403,messen::V,måle,măsura
1404,zählen::V,telle,număra
1405,rechnen::V,regne,calcula
1406,lesen::V,lese,citi
1407,malen::V,male,picta
1408,zeichnen::V,tegne,desena
1409,schreiben::V,skrive,scrie
1410,besitzen::V,eie,avea
1411,besitzen::V,eie,poseda
1412,besitzen::V,inneha,avea
1413,besitzen::V,inneha,poseda
1414,kaufen::V,kjøpe,cumpăra
1415,verkaufen::V,selge,vinde
1416,bezahlen::V,betale,plăti
1417,bezahlen::V,betale,achita
1418,zahlen::V,betale,plăti
1419,beherrschen::V,beherske,stăpâni
1420,ertragen::V,orke,răbda
1421,ertragen::V,orke,suporta
1422,schlagen::V,,lovi
