,Concept_ID,uk,he
817,brausen::V,бушувати,געש
818,rauschen::V,шелестіти,רשרש
819,klingen::V,лунати,נשמע
820,klingen::V,звучати,נשמע
821,bellen::V,гавкати,נבח
822,heulen::V,вити,ילל
823,blasen::V,дунути,נשף
824,pfeifen::V,свистіти,שרק
825,schreien::V,кричати,צעק
826,stöhnen::V,стогнати,נאנק
827,zittern::V,тремтіти,רעד
828,leben::V,жити,חי
829,geboren werden::V,народитися,נולד
830,atmen::V,дихати,נשם
831,trinken::V,пити,שתה
832,essen::V,їсти,אכל
833,schlucken::V,ковтати,בלע
834,müde werden::V,втомитися,התעיף
835,einschlafen::V,заснути,נרדם
836,schlafen::V,спати,ישן
837,aufwachen::V,прокинутися,התעורר
838,aufstehen::V,встати,קם
839,sich erholen::V,відпочивати,נפש
840,krank werden::V,захворіти,חלה
841,krank sein::V,хворіти,היה חולה
842,schmerzen::V,боліти,כאב
843,husten::V,кашляти,השתעל
844,genesen::V,одужати,הבריא
845,genesen::V,видужати,הבריא
846,sterben::V,померти,מת
847,umkommen::V,згинути,נספה
848,sich bewegen::V,рухатися,נע
849,sich rühren::V,ворушитися,זז
850,sich erheben::V,встати,קם
851,sich setzen::V,сісти,התישב
852,hinfallen::V,упасти,נפל
853,laufen::V,ходити,הלך ברגל
854,schreiten::V,крокувати,פסע
855,spazierengehen::V,гуляти,טיל
856,eilen::V,спішити,אץ
857,eilen::V,спішити,מהר
858,sich beeilen::V,поспішати,מהר
859,sausen::V,мчатися,אץ
860,rennen::V,бігати,רץ
861,springen::V,скакати,קפץ
862,springen::V,стрибати,קפץ
863,klettern::V,лазити,טפס
864,schaukeln::V,гойдатися,התנדנד
865,kriechen::V,повзати,זחל
866,schwimmen::V,пливти,שחה
867,schwimmen::V,плавати,שחה
868,tauchen::V,пірнати,צלל
869,rudern::V,гребти,חתר
870,rudern::V,веслувати,חתר
871,fahren::V,їхати,נסע
872,fliegen::V,літати,עף
873,gehen::V,іти,הלך
874,weggehen::V,піти,עזב
875,abfahren::V,від’їхати,יצא
876,abfahren::V,відправитися,יצא
877,anhalten::V,зупинитися,עצר
878,hineingehen::V,входити,נכנס
879,eintreten::V,увійти,נכנס
880,kommen::V,прийти,בא
881,ankommen::V,прибути,הגיע
882,zurückkommen::V,повернутися,שב
883,zurückkommen::V,повернутися,חזר
884,bleiben::V,залишитися,נשאר
885,warten::V,чекати,חכה
886,warten::V,чекати,המתין
887,erwarten::V,чекати,צפה
888,suchen::V,шукати,חפש
889,finden::V,знайти,מצא
890,versuchen::V,випробовувати,נסה
891,vorbereiten::V,підготувати,הכין
892,lieben::V,любити,אהב
893,mögen::V,любити,אהב
894,mögen::V,подобатися,אהב
895,lachen::V,сміятися,צחק
896,rühren::V,розчулити,נגע ללב
897,weinen::V,плакати,בכה
898,schimpfen::V,лаятися,גער
899,sich ärgern::V,сердитися,זעם
900,sich ärgern::V,сердитися,כעס
901,sich fürchten::V,боятися,פחד
902,sich fürchten::V,боятися,חשש
903,fürchten::V,боятися,פחד מ
904,fürchten::V,боятися,חשש מ
905,fliehen::V,тікати,ברח
906,flüchten::V,утекти,נמלט
907,sehen::V,бачити,ראה
908,anschauen::V,поглянути,הביט
909,ansehen::V,дивитися на,התבונן
910,hören::V,чути,שמע
911,zuhören::V,слухати,הקשיב
912,probieren::V,покуштувати,נסה
913,riechen::V,нюхати,הריח
914,fühlen::V,відчувати,חש
915,scheinen::V,здаватися,נדמה
916,zu sehen sein::V,виднітися,נראה
917,vernehmen::V,почути,נודע ל
918,frieren::V,мерзнути,קר ל
919,tun::V,робити,פעל
920,können::V,могти,יכל
921,wollen::V,хотіти,רצה
922,anfangen::V,почати,התחיל
923,beenden::V,закінчити,גמר
924,aufhören::V,перестати,סים
925,gelingen::V,вдатися,הצליח
926,geraten::V,опинитися,עלה
927,öffnen::V,відкрити,פתח
928,schließen::V,закрити,סגר
929,stellen::V,поставити,העמיד
930,setzen::V,посадити,הושיב
931,legen::V,класти,שם
932,berühren::V,чіпати,נגע
933,verbinden::V,зв’язати,קשר
934,bedecken::V,покрити,כסה
935,aufhängen::V,повісити,תלה
936,anzünden::V,запалити,הצית
937,aufheben::V,підняти,אסף
938,zurücklassen::V,залишити,השאיר
939,verlieren::V,загубити,אבד
940,fallen lassen::V,упустити,שמט
941,fallen lassen::V,упустити,הפיל
942,machen::V,зробити,עשה
943,herstellen::V,виготовити,יצר
944,bauen::V,будувати,בנה
945,reparieren::V,лагодити,תקן
946,verbessern::V,поліпшити,שפר
947,ändern::V,змінити,שנה
948,graben::V,копати,חפר
949,beugen::V,зігнути,כפף
950,biegen::V,погнути,כופף
951,drehen::V,вертіти,סובב
952,wenden::V,повернути,הפך
953,umdrehen::V,перевернути,סובב
954,heben::V,піднімати,הרים
955,hochheben::V,підняти,הרים
956,ergreifen::V,схопити,אחז
957,halten::V,тримати,החזיק
958,drücken::V,натискати,לחץ
959,schieben::V,пхати,הזיז
960,schieben::V,штовхати,הזיז
961,kratzen::V,шкребти,שרט
962,kratzen::V,шкребти,שפשף
963,lecken::V,лизати,לקק
964,beißen::V,кусати,נשך
965,abreißen::V,відірвати,קרע
966,abschneiden::V,відрізати,חתך
967,binden::V,в’язати,קשר
968,stecken::V,увіткнути,תקע
969,brechen::V,зламати,שבר
970,klopfen::V,стукати,נקש
971,hauen::V,бити,הכה
972,kleben::V,клеїти,הדביק
973,reiben::V,терти,שפשף
974,streichen::V,намазати,מרח
975,schleifen::V,точити,השחיז
976,schneiden::V,різати,גזר
977,rütteln::V,хитати,נענע
978,schütteln::V,трясти,נער
979,schwenken::V,махати,נופף
980,schwenken::V,махати,טלטל
981,schütten::V,налити,שפך
982,füllen::V,наповнити,מלא
983,einwickeln::V,загорнути,עטף
984,tragen::V,нести,נשא
985,schleppen::V,тягти,סחב
986,ziehen::V,тягнути,משך
987,aufbewahren::V,зберігати,שמר
988,werfen::V,кидати,זרק
989,fangen::V,ловити,תפס
990,packen::V,схопити,אחז
991,verstecken::V,сховати,החביא
992,teilen::V,розділити,חלק
993,schicken::V,посилати,שלח
994,bringen::V,принести,הביא
995,hinzufügen::V,додати,הוסיף
996,bekommen::V,дістати,תפס
997,erhalten::V,одержати,קבל
998,nehmen::V,взяти,אחז
999,wählen::V,вибрати,בחר
1000,auswählen::V,відібрати,בחר ב
1001,bewahren::V,зберегти,קים
1002,behindern::V,перешкоджати,מנע
1003,verderben::V,зіпсувати,מנע
1004,beschädigen::V,зашкодити,הזיק
1005,zerbrechen::V,розбити,נשבר
1006,zerreißen::V,розірвати,קרע
1007,zerstören::V,зруйнувати,הרס
1008,zerstören::V,зруйнувати,השמיד
1009,verbrennen::V,спалити,שרף
1010,geben::V,дати,נתן
1011,reichen::V,передати,העביר
1012,schenken::V,дарувати,נתן במתנה
1013,versprechen::V,обіцяти,הבטיח
1014,wünschen::V,бажати,אחל
1015,loben::V,хвалити,שבח
1016,küssen::V,цілувати,נשק
1017,wiegen::V,качати,נדנד
1018,zudecken::V,накрити,כסה
1019,wecken::V,розбудити,עורר
1020,zeigen::V,показати,הראה
1021,führen::V,вести,הביא
1022,führen::V,вести,הוביל
1023,lehren::V,вчити,למד
1024,unterrichten::V,викладати,למד
1025,aufziehen::V,виховати,רומם
1026,leiten::V,керувати,נהל
1027,antreiben::V,підганяти,המרץ
1028,lassen::V,змусити,נתן
1029,einladen::V,запросити,הזמין
1030,vereinigen::V,об’єднати,אחד
1031,vereinigen::V,об’єднати,לכד
1032,besuchen::V,завітати,בקר
1033,besuchen::V,відвідати,בקר
1034,treffen::V,зустріти,פגש
1035,sich versammeln::V,зібратися,התאסף
1036,spielen::V,грати,שחק
1037,singen::V,співати,שר
1038,tanzen::V,танцювати,רקד
1039,sich trennen::V,розлучитися,נפרד
1040,verlassen::V,покинути,עזב
1041,retten::V,врятувати,הציל
1042,bewachen::V,охороняти,שמר
1043,schützen::V,уберігати,אבטח
1044,verteidigen::V,захистити,הגן
1045,sich schlagen::V,битися,התכתש
1046,sich schlagen::V,дратися,התכתש
1047,schießen::V,стріляти,ירה
1048,siegen::V,перемогти,גבר
1049,siegen::V,перемогти,נצח
1050,ärgern::V,сердити,עצבן
1051,schlagen::V,ударити,הכה
1052,schlagen::V,ударити,הלקה
1053,treten::V,штовхати,בעט
1054,stechen::V,вколоти,דקר
1055,stoßen::V,штовхнути,דחק
1056,stehlen::V,украсти,גנב
1057,stören::V,перешкодити,קטע
1058,stören::V,перешкодити,הפריע
1059,belästigen::V,докучати,הציק
1060,belästigen::V,докучати,הטריד
1061,verbergen::V,сховати,הצניע
1062,täuschen::V,обдурити,שגע
1063,betrügen::V,зшахраювати,הונה
1064,töten::V,убити,הרג
1065,wohnen::V,жити,גר
1066,wohnen::V,мешкати,גר
1067,arbeiten::V,працювати,עבד
1068,sammeln::V,зібрати,אסף
1069,pflücken::V,зривати,קטף
1070,jagen::V,полювати,צד
1071,fischen::V,рибалити,דג
1072,fassen::V,піймати,תפס
1073,hüten::V,пасти,רעה
1074,treiben::V,гнати,הוציא
1075,anbinden::V,прив’язати,קשר
1076,füttern::V,годувати,הלעיט
1077,füttern::V,харчувати,הלעיט
1078,melken::V,доїти,חלב
1079,hacken::V,рубати,קצץ
1080,gießen::V,полити,השקה
1081,reifen::V,дозріти,בשל
1082,zubereiten::V,зготовити,הכין
1083,zubereiten::V,приготувати,הכין
1084,kochen::V,варити,בשל
1085,kochen::V,готувати,בשל
1086,backen::V,пекти,אפה
1087,braten::V,смажити,צלה
1088,braten::V,смажити,טגן
1089,umrühren::V,переміщати,ערבב
1090,stricken::V,в’язати,סרג
1091,nähen::V,шити,תפר
1092,färben::V,пофарбувати,צבע
1093,reinigen::V,очистити,נקה
1094,waschen::V,мити,רחץ
1095,waschen::V,мити,כבס
1096,abwischen::V,витерти,נגב
1097,spülen::V,полоскати,שטף
1098,fegen::V,підмітати,טאטא
1099,kehren::V,мести,טאטא
1100,baden::V,купатися,טבל
1101,baden::V,купатися,שחה
1102,sich waschen::V,митися,התרחץ
1103,ausziehen::V,зняти,הוריד
1104,anziehen::V,надіти,לבש
1105,sich anziehen::V,одягтися,התלבש
1106,sich anziehen::V,одягнутися,התלבש
1107,kämmen::V,зачесати,סרק
1108,schmücken::V,оздобити,קשט
1109,sagen::V,сказати,אמר
1110,sprechen::V,говорити,דבר
1111,reden::V,розмовляти,דבר
1112,sich unterhalten::V,бесідувати,שוחח
1113,fragen::V,запитати,שאל
1114,bitten::V,просити,בקש
1115,erzählen::V,розповісти,ספר
1116,mitteilen::V,повідомити,מסר
1117,mitteilen::V,повідомити,הודיע
1118,nennen::V,назвати,קרא בשם
1119,rufen::V,кликати,גיס
1120,rufen::V,кликати,הזמין לבוא
1121,prahlen::V,хвалитися,התרברב
1122,übersetzen::V,перекласти,תרגם
1123,denken::V,думати,חשב
1124,denken::V,мислити,חשב
1125,glauben::V,вірити,האמין
1126,bemerken::V,помітити,הבחין
1127,erkennen::V,пізнати,זהה
1128,begreifen::V,осягнути,קלט
1129,begreifen::V,осягнути,הבין
1130,verstehen::V,почути,הבין
1131,lernen::V,навчатися,למד
1132,wissen::V,знати,ידע
1133,sich erinnern an::V,пам’ятати,זכר
1134,vergessen::V,забути,שכח
1135,messen::V,міряти,מדד
1136,zählen::V,лічити,ספר
1137,rechnen::V,рахувати,חשב
1138,lesen::V,читати,קרא
1139,malen::V,малювати,ציר
1140,zeichnen::V,рисувати,שרטט
1141,schreiben::V,писати,כתב
1142,besitzen::V,мати,היה בעל של
1143,kaufen::V,купити,קנה
1144,kaufen::V,купити,רכש
1145,verkaufen::V,продати,מכר
1146,bezahlen::V,заплатити,שלם
1147,zahlen::V,платити,שלם
1148,beherrschen::V,володіти,שלט
1149,ertragen::V,витерпіти,סבל
