,Concept_ID,lbe,ka
220,Silber::N,арцу,ვერცხლი
221,Kohle::N,кӏалаш,ნახშირი
222,Kohle::N,хъуручӏ,ნახშირი
223,Glas::N,пюрун,მინა
224,Lehm::N,сина аьрщи,თიხა
225,Sand::N,къун,ქვიშა
226,Mensch::N,инсан,ადამიანი
227,Mann::N,чув,კაცი
228,Mann::N,адимина,კაცი
229,Frau::N,щарсса,ქალი
230,Frau::N,хъамитайпа,ქალი
231,Kind::N,чӏиви оьрчӏ,ბავშვი
232,Junge::N,оьрчӏ,ვაჟი
233,Junge::N,бурхьин оьрчӏ,ვაჟი
234,Mädchen::N,душ,გოგო
235,Familie::N,кулпат,ოჯახი
236,Großvater::N,ттатта,პაპა
237,Großvater::N,ттатта,ბაბუა
238,Großvater::N,ниттил ппу,პაპა
239,Großvater::N,ниттил ппу,ბაბუა
240,Großmutter::N,буттал нину,ბებია
241,Großmutter::N,буттал нину,დიდედა
242,Eltern::N,нину-ппу,მშობლები
243,Vater::N,ппу,მამა
244,Mutter::N,нину,დედა
245,Sohn::N,арс,ვაჟიშვილი
246,Tochter::N,душ,ქალიშვილი
247,Bruder::N,уссу,ძმა
248,Schwester::N,ссу,და
249,Onkel::N,буттауссу,ბიძა
250,Tante::N,буттал ссу,დეიდა
251,Tante::N,буттал ссу,მამიდა
252,Ehemann::N,лас,ქმარი
253,Ehefrau::N,щар,ცოლი
254,Ehefrau::N,щарсса,ცოლი
255,Freude::N,шадшиву,სიხარული
256,Freude::N,ххаришиву,სიხარული
257,Gelächter::N,хъяхъаву,სიცილი
258,Glück::N,талихӏ,ბედნიერება
259,Kummer::N,дард,მწუხარება
260,Wunsch::N,мурад,წადილი
261,Wunsch::N,мурад,სურვილი
262,Lust::N,гьавас,წადილი
263,Lust::N,ччаву,წადილი
264,Geist::N,рухӏ,სული
265,Gedanke::N,пикри,ფიქრი
266,Gedächtnis::N,дакӏний личӏаву,მეხსიერება
267,Verstand::N,аькьлу,ჭკუა
268,Verstand::N,аькьлу,გონება
269,Sinn::N,мяъна,მნიშვნელობა
270,Grund::N,багьана,მიზეზი
271,Wahrheit::N,тӏайламур,სიმართლე
272,Wahrheit::N,тӏайламур,ჭეშმარიტება
273,Wahrheit::N,хӏакьмур,სიმართლე
274,Wahrheit::N,хӏакьмур,ჭეშმარიტება
275,Gespräch::N,ихтилат,ბაასი
276,Gespräch::N,ихтилат,საუბარი
277,Märchen::N,магьа,არაკი
278,Märchen::N,магьа,ზღაპარი
279,Erzählung::N,хавар,თქმულება
280,Nachricht::N,хавар,ცნობა
281,Nachricht::N,хавар,ამბავი
282,Neuigkeit::N,хавар,სიახლე
283,Name::N,цӏа,სახელი
284,Rätsel::N,ссигьа,გამოცანა
285,Rede::N,гъалгъа,სიტყვა
286,Sprache::N,маз,ენა
287,Stimme::N,чӏу,ხმა
288,Stimme::N,чӏукӏа,ხმა
289,Wort::N,махъ,სიტყვა
290,Zeichen::N,лишан,ნიშანი
291,Lärm::N,чӏу,ხმაური
292,Laut::N,чӏу,ხმა
293,Laut::N,чӏу,ბგერა
294,Ton::N,чӏу,ტონი
295,Lied::N,балай,სიმღერა
296,Ruhe::N,дигьалагру,სიწყნარე
297,Leute::N,инсантал,ადამიანები
298,Volk::N,ил,ერი
299,Volk::N,ил,ხალხი
300,Volk::N,халкь,ერი
301,Volk::N,халкь,ხალხი
302,Arbeit::N,заву,მუშაობა
303,Gast::N,хъамаличу,სტუმარი
304,Geschenk::N,бухчакарши,საჩუქარი
305,Geschenk::N,лажинккакку,საჩუქარი
306,Spiel::N,тӏуркӏу,თამაში
307,Gesellschaft::N,жямат,საზოგადოება
308,Gesellschaft::N,ккуран,საზოგადოება
309,Hilfe::N,кумаг,შველა
310,Hilfe::N,кумаг,დახმარება
311,Freund::N,дус,მეგობარი
312,Kamerad::N,хӏаласу,ამხანაგი
313,Angelegenheit::N,иш,საქმე
314,Anzahl::N,аьдад,ოდენობა
315,Art::N,жинс,სახეობა
316,Stück::N,касак,ნატეხი
317,Teil::N,бутӏа,წილი
318,Hälfte::N,дачӏи,ნახევარი
319,Kreis::N,кюрщан,წრე
320,Kreuz::N,ххач,ჯვარი
321,Linie::N,щва,ხაზი
322,Strich::N,щва,შტრიხი
323,Abstand::N,манзил,მანძილი
324,Entfernung::N,манзил,სიშორე
325,Gegend::N,кӏану,არე
326,Gegend::N,кӏану,მხარე
327,Ort::N,кӏану,ადგილი
328,Seite::N,чул,მხარე
329,Seite::N,чулухалу,მხარე
330,Mitte::N,дя,შუა
331,Gegenstand::N,зат,საგანი
332,Sache::N,зат,ნივთი
333,Rand::N,зума,კიდე
334,Ecke::N,мурцӏу,კუთხე
335,Spitze::N,мицӏ,წვეტი
336,Ende::N,зума,ბოლო
337,Loch::N,ккутӏ,ხვრელი
338,Winkel::N,мурцӏу,კუთხე
339,Muster::N,накьич,მოხატულობა
340,Länge::N,лахъишиву,სიგრძე
341,Höhe::N,лахъшиву,სიმაღლე
342,Gewicht::N,дуццин,წონა
343,Gewicht::N,кӏушиву,წონა
344,Haufen::N,бакӏу,გროვა
345,Reihe::N,кьюкьа,რიგი
346,Reihe::N,кьюкьа,წყება
347,Boot::N,луткка,გემი
348,Ruder::N,весло,ხოფი
349,Ruder::N,весло,ნიჩაბი
350,Ruder::N,чӏатӏа,ხოფი
351,Ruder::N,чӏатӏа,ნიჩაბი
352,Schlitten::N,чана,მარხილი
353,Schlitten::N,санкка,მარხილი
354,Ski::N,лижарду,თხილამური
355,Lagerfeuer::N,къавтӏн,კოცონი
356,Last::N,гьиву,ტვირთი
357,Gang::N,нанаву,სვლა
358,Schritt::N,ша,ბიჯი
359,Norden::N,ухссав,ჩრდილოეთი
360,Norden::N,ухссавнил чулухалу,ჩრდილოეთი
361,Süden::N,кьилва,სამხრეთი
362,Westen::N,баргълагавал,დასავლეთი
363,Westen::N,баргълагавал чул,დასავლეთი
364,Osten::N,баргъбуккай чулухалу,აღმოსავლეთი
365,Holz::N,тӏама,ხე
366,Brett::N,тахта,დაფა
367,Brett::N,тахта,ფიცარი
368,Platte::N,гъуни,თლილი ქვა
369,Stütze::N,гьалакӏу,საყრდენი
370,Stange::N,къазихъ,ჭოკი
371,Stock::N,ттархь,კეტი
372,Stab::N,ччантӏакъу,ლატანი
373,Rohr::N,бургъу,მილაკი
374,Haus::N,къатта,სახლი
375,Heim::N,къатта,ოჯახის კერა
376,Ofen::N,пач,ღუმელი
377,Fußboden::N,чӏанкъатта,იატაკი
378,Tisch::N,усттул,სუფრა
379,Tisch::N,усттул,მაგიდა
380,Stuhl::N,кӏану,სკამი
381,Wiege::N,оьрчӏал кӏану,აკვანი
382,Bett::N,тах,საწოლი
383,Bett::N,тах,სარეცელი
384,Regal::N,чӏаму,თაროები
385,Kiste::N,яшикӏ,ყუთი
386,Kiste::N,яшикӏ,სკივრი
387,Kiste::N,къурши,ყუთი
388,Kiste::N,къурши,სკივრი
389,Fenster::N,чӏавахьулу,ფანჯარა
390,Fenster::N,чӏавахьулу,სარკმელი
391,Tür::N,нуз,ბჭე
392,Tür::N,нуз,კარი
393,Tür::N,нузкьун,ბჭე
394,Tür::N,нузкьун,კარი
395,Tor::N,къапу,ჭიშკარი
396,Tor::N,дарваза,ჭიშკარი
397,Zaun::N,дайгьузанну,ღობე
398,Zaun::N,дайгьузанну,გალავანი
399,Dach::N,магъи,სახურავი
400,Dach::N,цӏиялу,სახურავი
401,Leiter::N,чуртту,კიბე
402,Besen::N,чӏатлу,ცოცხი
403,Spaten::N,бил,ნიჩაბი
404,Schaufel::N,чӏатӏа,ბარი
405,Gabel::N,гьиссилу,ჩანგალი
406,Löffel::N,къуса,კოვზი
407,Messer::N,чӏила,დანა
408,Nagel::N,мяр,ლურსმანი
409,Netz::N,къери,ბადე
410,Haken::N,къича,კავი
411,Haken::N,къича,კაუჭი
412,Griff::N,куяму,ტარი
413,Schloss::N,кьункьула,კლიტე
414,Schloss::N,кьункьула,საკეტი
415,Bild::N,сурат,სურათი
416,Puppe::N,ссихьу,თოჯინა
417,Beutel::N,чантай,პარკი
418,Bündel::N,гьи,გალა
419,Bündel::N,гьи,ასხმა
420,Bündel::N,къар,გალა
421,Bündel::N,къар,ასხმა
422,Eimer::N,бадра,ჩამჩა
423,Deckel::N,къапаза,ხუფი
424,Deckel::N,къапаза,სარქველი
425,Geschirr::N,пюрунчӏул,ჭურჭელი
426,Geschirr::N,тӏахӏникӏичӏу,ჭურჭელი
427,Sack::N,къап,ტომარა
428,Sack::N,дарваг,ტომარა
429,Tasse::N,пижан,ფინჯანი
430,Tasse::N,пинжан,ფინჯანი
431,Tasse::N,инкираччатӏи,ფინჯანი
432,Tasse::N,цинцилттал бушкъап,ფინჯანი
433,Topf::N,кӏункӏур,ქოთანი
434,Kessel::N,чаг,ქვაბი
435,Kessel::N,кӏункӏур,ქვაბი
436,Essen::N,дукия,ჭამა
437,Essen::N,дукин,ჭამა
438,Nahrung::N,дукра,საზრდო
439,Nahrung::N,дукра,საკვები
440,Speise::N,дукра,საჭმელი
441,Fleisch::N,дикӏ,ხორცი
442,Getreide::N,къама,მარცვლოვანი
443,Brei::N,ккурч,ფაფა
444,Brot::N,ччатӏ,პური
445,Scheibe::N,парча,ნაჭერი
446,Fett::N,аьгъушиву,ქონი
447,Fett::N,аьгъушиву,ცხიმი
448,Butter::N,нагь,კარაქი
449,Butter::N,лагаву,კარაქი
450,Salz::N,цӏву,მარილი
451,Suppe::N,накь,სუფი
452,Honig::N,ницӏ,თაფლი
453,Milch::N,накӏ,რძე
454,Tee::N,чяй,ჩაი
455,Leder::N,бурчу,ტყავი
456,Wolle::N,ппал,მატყლი
457,Stoff::N,янна,ქსოვილი
458,Nadel::N,ххалаххи,ნემსი
459,Faden::N,ххал,ძაფი
460,Faden::N,ххал,მკედი
461,Knopf::N,банд,ღილი
462,Knoten::N,къурхъ,ნასკვი
463,Farbe::N,сир,საღებავი
464,Kleidung::N,янна,ტანსაცმელი
465,Kleidung::N,лаххия,ტანსაცმელი
466,Hemd::N,гьухъа,ხალათი
467,Hemd::N,гьухъа,პერანგი
468,Kragen::N,дарвач,საყელო
469,Ärmel::N,кахха,სახელო
470,Hose::N,хӏажак,შარვალი
471,Gürtel::N,мухӏлу,ქამარი
472,Mütze::N,кьяпа,ქუდი
473,Stiefel::N,чакма,ჩექმა
474,Ring::N,кӏисса,ბეჭედი
475,Band::N,линт,ბაფთი
476,Kamm::N,ттарал,სავარცხელი
477,Spiegel::N,дагьани,სარკე
478,Riemen::N,эн,ღვედი
479,Schnur::N,хьхьа,ლარი
480,Decke::N,виргъан,საბანი
481,Kissen::N,кӏаралу,ბალიში
482,Tuch::N,карщи,მაუდი
483,Tuch::N,карщи,თავშალი
484,Handtuch::N,калихьу,ხელსახოცი
485,Handtuch::N,лажинлихьу,ხელსახოცი
486,Kraft::N,эллаж,ძალა
487,Stärke::N,гуж,ღონე
488,Gesundheit::N,цӏуллу-сагъшиву,ჯანმრთელობა
489,Krankheit::N,къашайшиву,სენი
490,Krankheit::N,къашайшиву,ავადმყოფობა
491,Schmerz::N,къюву,ტკივილი
492,Wunde::N,щаву,იარი
493,Wunde::N,щаву,ჭრილობა
494,Fieber::N,кӏиришиву,ციება
495,Arznei::N,дару,წამალი
496,Brücke::N,ламу,ხიდი
497,Brunnen::N,къуй,ჭა
498,Weide::N,бизантту,საძოვარი
499,Pfad::N,жегъир ххуллу,ბილიკი
500,Weg::N,ххуллу,გზა
501,Straße::N,ххуллу,შარაგზა
502,Dorf::N,щар,დაბა
503,Dorf::N,щар,სოფელი
504,Dorf::N,шяравалу,დაბა
505,Dorf::N,шяравалу,სოფელი
506,Stadt::N,шагьру,ქალაქი
507,Brief::N,чагъар,წერილი
508,Buch::N,лу,წიგნი
509,Buchstabe::N,хӏарп,ასო
510,Zeitung::N,кказит,გაზეთი
511,Leben::N,оьрму,სიცოცხლე
512,Tod::N,ажал,სიკვდილი
513,Tod::N,бивкӏу,სიკვდილი
514,Tod::N,ивчӏаву,სიკვდილი
515,Grab::N,гьав,სამარე
516,Grab::N,гьав,საფლავი
517,Kirche::N,килиса,ეკლესია
518,Sünde::N,бунагъ,ცოდვა
519,Gott::N,зал,ღმერთი
520,Arbeiter::N,зузала,მუშა
521,Chef::N,ялувма,გამგე
522,Meister::N,усттар,ოსტატი
523,Arzt::N,хӏакин,ექიმი
524,Arzt::N,хӏакин,მკურნალი
525,Lehrer::N,учитель,მასწავლებელი
526,Geld::N,арцу,ფული
527,Geschäft::N,даву,საქმე
528,Geschäft::N,даву,ბიზნესი
529,Laden::N,ттучан,დუქანი
530,Laden::N,ттучан,მაღაზია
531,Preis::N,багъа,ფასი
532,Ware::N,хъус,საქონელი
533,Nutzen::N,хайр,ხეირი
534,Nutzen::N,мюнпат,ხეირი
535,Reichtum::N,давлат,სიმდიდრე
536,Reichtum::N,аваданшиву,სიმდიდრე
537,Welt::N,дуниял,მსოფლიო
538,Land::N,билаят,მხარე
539,Land::N,билаят,ქვეყანა
540,Staat::N,паччахӏлугъ,სახელმწიფო
541,Macht::N,власть,ძლიერება
542,Grenze::N,дазу,ზღვარი
543,Krieg::N,дяъви,ომი
544,Feind::N,душман,მტერი
545,Gewalt::N,къия,სისასტიკე
546,Kampf::N,лачӏуи уккаву,ბრძოლა
547,Bogen[Waffe]::N,ккуртта,მშვილდი
548,Pfeil::N,чӏатӏаракӏ,ისარი
549,Pfeil::N,чӏатӏаракӏ,მახვილი
550,Gewehr::N,ттупанг,თოფი
551,Gewehr::N,ттупанг,შაშხანა
552,Fehler::N,гъалатӏ,შეცდომა
553,Lüge::N,щялмахъ,სიცრუე
554,Schaden::N,зарал,ვნება
555,Unglück::N,бала,ხიფათი
556,Unglück::N,бала,უბედურება
557,Schuld::N,тахсир,ბრალი
558,Alter::N,оьрму,ასაკი
559,Schluss::N,ахир,ბოლო
560,Schluss::N,ахир,დასასრული
561,Zeit::N,чӏун,დრო
562,Tag::N,кьини,დღე
563,Morgen::N,кӏюрх,დილა
564,Mittag::N,ахттайн,შუადღე
565,Mittag::N,дяахттайн,შუადღე
566,Mittag::N,ахттайн чӏун,შუადღე
567,Abend::N,маркӏачӏан,საღამო
568,Nacht::N,хьхьу,ღამე
569,Woche::N,нюжмар,კვირა
570,Monat::N,барз,თვე
571,Jahr::N,шин,წელი
572,Frühling::N,инт,გაზაფხული
573,Sommer::N,гъи,ზაფხული
574,Herbst::N,ссут,შემოდგომა
575,Winter::N,кӏи,ზამთარი
576,Januar::N,цалчинмур барз,იანვარი
577,Februar::N,кӏилчинмур барз,თებერვალი
578,März::N,шамилчинмур барз,მარტი
579,April::N,апрель,აპრილი
580,April::N,мукьилчинмур барз,აპრილი
581,Mai::N,май,მაისი
582,Mai::N,ххюлчинмур барз,მაისი
583,Juni::N,июнь,ივნისი
584,Juni::N,ряххилчинмур барз,ივნისი
585,Juli::N,июль,ივლისი
586,Juli::N,Арулчинмур барз,ივლისი
587,August::N,мяйлчинмур барз,აგვისტო
588,September::N,урчӏилчинмур барз,სექტემბერი
589,Oktober::N,ацӏилчинмур барз,ოქტომბერი
590,November::N,ацӏния цалчинмур барз,ნოემბერი
591,Dezember::N,ацӏния кӏилчинмур барз,დეკემბერი
592,Montag::N,итин,ორშაბათი
593,Montag::N,итин кьини,ორშაბათი
594,Dienstag::N,тталат,სამშაბათი
595,Dienstag::N,тталат кьини,სამშაბათი
596,Mittwoch::N,арвахӏ,ოთხშაბათი
597,Donnerstag::N,хамис,ხუთშაბათი
598,Freitag::N,нюжмар,პარასკევი
599,Freitag::N,нюжмар кьини,პარასკევი
600,Samstag::N,ххуллун,შაბათი
601,Samstag::N,ххуллун кьини,შაბათი
602,Sonntag::N,алхӏат,კვირა
603,Sonntag::N,алхӏат кьини,კვირა
604,groß::A,бугъарасса,დიდი
605,klein::A,чӏивисса,მცირე
606,klein::A,чӏивисса,პატარა
607,lang::A,лахъисса,გრძელი
608,kurz::A,кутӏасса,მოკლე
609,breit::A,уттасса,ფართო
610,breit::A,уттасса,განიერი
611,schmal::A,уттакӏюласса,ვიწრო
612,schmal::A,уттакӏюласса,წვრილი
613,dicht::A,ццунсса,მჭიდრო
614,dick[Gegenstand]::A,ганзсса,სქელი
615,dünn::A,кӏюласса,წვრილი
616,fest::A,цӏакьсса,მყარი
617,fest::A,кьянкьасса,მყარი
618,flach::A,баягъисса,ბრტყელი
619,flach::A,цӏубакъасса,ბრტყელი
620,flach::A,куртӏ дакъасса,ბრტყელი
621,glatt::A,дюрчӏусса,გლუ
622,hart::A,кьянкьасса,მაგარი
623,weich::A,кӏукӏлусса,რბილი
624,rund::A,ккурккисса,მრგვალი
625,spitz::A,ярксса,წვეტიანი
626,spitz::A,дайлсса,წვეტიანი
627,spitz::A,мицӏ бусса,წვეტიანი
628,scharf::A,ярксса,მჭრელი
629,scharf::A,дайлсса,მჭრელი
630,scharf::A,мицӏ бусса,მჭრელი
631,stumpf::A,къуркъасса,ბლაგვი
632,schwer::A,кӏусса,მძიმე
633,schön::A,аьнтӏикӏасса,ლამაზი
634,heiß::A,кӏирисса,ცხელი
635,warm::A,гъелисса,თბილი
636,kalt::A,дяркъусса,ცივი
637,kühl::A,дюхлулсса,გრილი
638,frisch::A,цӏусса,სუფთა
639,feucht::A,атилсса,ნოტიო
640,feucht::A,хъавтусса,ნოტიო
641,nass::A,атилсса,სველი
642,nass::A,хъавтусса,სველი
643,trocken::A,кьавкьсса,მშრალი
644,trocken::A,кьакьан бувсса,მშრალი
645,voll::A,бувцӏусса,სავსე
646,leer::A,бачӏвасса,ცარიელი
647,offen::A,тӏивтӏусса,ღია
648,offen::A,тӏивтӏусса,გაშლილი
649,geschlossen::A,лавкьусса,დახურული
650,sauber::A,марцӏсса,სუფთა
651,sauber::A,марцӏсса,წმინდა
652,schmutzig::A,чапалсса,ტალახიანი
653,roh::A,шакъавхьсса,უმი
654,reif::A,дирсса,მწიფე
655,lecker::A,нахӏусса,გემრიელი
656,lecker::A,тӏааьнсса,გემრიელი
657,süß::A,нацӏусса,ტკბილი
658,bitter::A,кьурчӏисса,მწარე
659,sauer::A,туршсса,მჟავე
660,hell::A,чаннасса,ნათელი
661,dunkel::A,цӏансса,ბნელი
662,schwarz::A,лухӏисса,შავი
663,weiß::A,кӏяласса,თეთრი
664,rot::A,ятӏулсса,წითელი
665,gelb::A,хъахъисса,ყვითელი
666,blau::A,някӏсса,ლურჯი
667,blau::A,някӏсса,ცისფერი
668,grün::A,щюлисса,მწვანე
669,grau::A,оьрусса,რუხი
670,grau::A,оьрусса,ნაცრისფერი
671,bunt::A,оьрчӏикӏурисса,ჭრელი
672,bunt::A,оьрчӏикӏурисса,ფერადი
673,billig::A,кьювкьусса,იაფი
