,Concept_ID,en,ady
733,liegen::V,lie,телъы́н
734,hängen::V,hang,къыщылэлын
735,hängen::V,hang,къыщылэлын щыгъын быхъур
736,werden::V,become,хъун
737,passieren::V,happen,къэхъун
738,beginnen::V,begin,къежьэн
739,beginnen::V,begin,къыублэн
740,enden::V,end,ухы́н
741,wechseln::V,change,зэхъожьы́н
742,aufgehen[Sonne]::V,rise,къыкъокӏы́н
743,untergehen[Sonne]::V,set,къохьан
744,scheinen[Sonne]::V,shine,къепсыи
745,donnern::V,thunder,гъогъон
746,wehen::V,blow,епщэ́н
747,strömen::V,stream,чъэн
748,fließen::V,flow,чъэн
749,sich drehen::V,revolve,зыгъэчэрэгъу́н
750,schwanken::V,sway,хъые́н
751,schwingen::V,swing,зыгъэхъые́н
752,fallen::V,fall,къефэхы́н
753,brennen::V,burn,стын
754,rauchen::V,smoke,ӏугъо къикӏын
755,regnen::V,rain,къещхы́н
756,gefrieren::V,freeze,дыкъын
757,tauen::V,thaw,жъун
758,schmelzen::V,melt,ткӏун
759,trocknen::V,dry,гъушъы́н
760,trocknen::V,dry,чъэпхъу́н
761,sieden::V,boil,жъон
762,faulen::V,rot,шъун
763,verfaulen::V,decay,шъун
764,reißen::V,snap,зэӏэтхъы́н
765,versinken::V,sink,чӏихьан
766,vergehen::V,pass,блэкӏы́н
767,erscheinen::V,appear,къэлъэгъон
768,verschwinden::V,disappear,кӏодыжьы́н
769,sinken::V,drop,
770,abnehmen::V,decrease,къыкӏичын
771,zunehmen::V,increase,хэхъо́н
772,steigen::V,rise,къежьэн
773,wachsen::V,grow,хэхъо́н
774,wachsen::V,grow,къэкӏы́н
775,glänzen::V,shine,цӏыу́н
776,funkeln::V,sparkle,жъыу́н
777,lärmen::V,be noisy,бырсыры́н
778,läuten::V,chime,теон
779,klingeln::V,ring,теон
780,klirren::V,tinkle,
781,brausen::V,roar,шъуин
782,rauschen::V,rustle,макъэ гъэӏун
783,klingen::V,sound,къыхэӏукӏын
784,bellen::V,bark,хьакъу́н
785,heulen::V,howl,быун
786,blasen::V,blow,епщэ́н
787,pfeifen::V,whistle,шъуин
788,schreien::V,shout,куо́н
789,schreien::V,shout,кӏыи́н
790,stöhnen::V,groan,щэӏун
791,zittern::V,tremble,кӏэзэзын
792,leben::V,be alive,псэу́н
793,geboren werden::V,be born,къэхъун
794,atmen::V,breathe,жьы къэщэ́н
795,trinken::V,drink,ешъо́н
796,essen::V,eat,шхын
797,schlucken::V,swallow,бдырыин
798,müde werden::V,get tired,пшъын
799,einschlafen::V,fall asleep,хэчъыен
800,schlafen::V,sleep,чъые́н
801,aufwachen::V,wake up,къэущы́н
802,aufstehen::V,get up,уцу́н
803,sich erholen::V,relax,зыгъэпсэфын
804,krank werden::V,fall ill,сымаджэ́ хъун
805,krank sein::V,be ill,сымэджэ́н
806,schmerzen::V,ache,сымэджэ́н
807,husten::V,cough,пскэ́н
808,genesen::V,recover,хъужьын
809,sterben::V,die,лӏэн
810,umkommen::V,perish,хэкӏодэн
811,sich bewegen::V,move,хъые́н
812,sich rühren::V,budge,хъые́н
813,sich erheben::V,stand up,къэтэджын
814,sich setzen::V,sit down,тӏысы́н
815,hinfallen::V,tumble,ебэджы́н
816,laufen::V,walk,кӏон
817,schreiten::V,pace,кӏон
818,spazierengehen::V,go for a walk,къэкӏухьэн
819,eilen::V,rush,гузэжъон
820,sich beeilen::V,hurry,гуӏэ́н
821,sausen::V,dash,псынкӏэ́у чъэн
822,rennen::V,run,чъэн
823,springen::V,jump,пкӏэн
824,klettern::V,climb,дэцохъоен
825,schaukeln::V,seesaw,уешӏэн
826,kriechen::V,creep,цохъо́н
827,schwimmen::V,swim,есы́н
828,tauchen::V,dive,зычӏэгъэо́н
829,rudern::V,row,къошъо бэщкӏэ фын
830,fahren::V,drive,кӏон
831,fliegen::V,fly,быбы́н
832,gehen::V,go,кӏон
833,weggehen::V,go away,ӏукӏын
834,abfahren::V,depart,ежьэн
835,anhalten::V,stop,къэуцу́н
836,hineingehen::V,go in,ихьан
837,eintreten::V,enter,чӏэхьан
838,kommen::V,come,къэкӏо́н
839,ankommen::V,arrive,къэсы́н
840,zurückkommen::V,come back,гъэзэжьын
841,bleiben::V,stay,къэнэ́н
842,warten::V,wait,пэплъэ́н
843,erwarten::V,wait for,ежэн
844,suchen::V,seek,лъыхъу́н
845,suchen::V,look for,лъыхъу́н
846,finden::V,find,къэгъоты́н
847,finden::V,find,къыхэгъэщы́н
848,versuchen::V,try,пылъы́н
849,vorbereiten::V,prepare,гъэхьазыры́н
850,lieben::V,love,шӏу плъэгъу́н
851,mögen::V,like,шӏу плъэгъу́н
852,lachen::V,laugh,щхын
853,rühren::V,move,гур гъэузын
854,weinen::V,weep,гъын
855,schimpfen::V,grumble,хъонэн
856,sich ärgern::V,be annoyed,губжы́н
857,sich fürchten::V,be afraid,щынэ́н
858,fürchten::V,be afraid of,щынэ́н
859,fliehen::V,flee,
860,flüchten::V,escape,
861,sehen::V,see,льэгъу́н
862,anschauen::V,look at,плъэн
863,anschauen::V,look at,еплъы́н
864,ansehen::V,watch,плъэн
865,hören::V,hear,зэхэхын
866,zuhören::V,listen,дэӏо́н
867,probieren::V,taste,хэӏэн
868,riechen::V,smell,пэмэ́н
869,fühlen::V,feel,зэхэпшӏэн
870,scheinen::V,seem,уащыхъу́н
871,scheinen::V,seem,уашӏошӏы́н
872,zu sehen sein::V,show,зэрэлъэгъу́н
873,vernehmen::V,hear,зэхэхын
874,frieren::V,be cold,дыкъын
875,frieren::V,be cold,пӏыкӏэн
876,frieren::V,be cold,чъыӏэ́ лӏэн
877,tun::V,do,шӏын
878,können::V,can,лъэкӏы́н
879,wollen::V,want,фэе́н
880,anfangen::V,start,ублэн
881,beenden::V,finish,ухы́н
882,aufhören::V,stop,щыгъэтын
883,gelingen::V,succeed,хъун
884,geraten::V,turn out,
885,öffnen::V,open,ӏухы́н
886,schließen::V,close,игъэсэн
887,stellen::V,put,бгъэуцун
888,setzen::V,place,гъэтӏысы́н
889,legen::V,lay,хэлъхьа́н
890,berühren::V,touch,эӏэн
891,berühren::V,touch,нэсын
892,verbinden::V,connect,зэхэпхэ́н
893,verbinden::V,connect,пхын
894,bedecken::V,cover,техъо́н
895,aufhängen::V,hang up,пылъэ́н
896,anzünden::V,light,хэгъэнэ́н
897,aufheben::V,pick up,
898,zurücklassen::V,leave,къэгъэнэ́н
899,verlieren::V,lose,чӏэ́нэн
900,verlieren::V,lose,шӏокӏоды́н
901,fallen lassen::V,drop,чӏэунэн
902,fallen lassen::V,drop,пӏэпызын
903,machen::V,make,шӏын
904,herstellen::V,produce,шӏы́н
905,bauen::V,build,шӏы́н
906,reparieren::V,mend,дыжьы́н
907,verbessern::V,improve,нахьышӏу пшӏын
908,verbessern::V,improve,нахь дэгъу пшӏын
909,ändern::V,alter,зэблэхъу́н
910,graben::V,dig,тӏын
911,beugen::V,bow,
912,biegen::V,bend,уфэн
913,drehen::V,spin,гъэчэрегъу́
914,wenden::V,turn,пӏонтӏэн
915,wenden::V,turn,бгъэзэн
916,wenden::V,turn,уӏубын
917,umdrehen::V,turn around,
918,heben::V,raise,ӏэты́н
919,hochheben::V,lift,ӏэты́н
920,ergreifen::V,seize,къэубыты́н
921,halten::V,hold,ӏыгъы́н
922,drücken::V,press,тэӏункӏэн
923,schieben::V,push,уеӏункӏын
924,schieben::V,push,уетӏыргун
925,kratzen::V,scrape,цӏэнтхъун
926,lecken::V,lick,бзэи́н
927,beißen::V,bite,ецэкъэ́н
928,abreißen::V,tear off,къичын
929,abreißen::V,tear off,пытхъын
930,abschneiden::V,cut off,пыупкӏын
931,abschneiden::V,cut off,гобзыкӏын
932,binden::V,tie,епхын
933,stecken::V,stick,хэсэн
934,brechen::V,break,зэпыпкӏын
935,klopfen::V,knock,теон
936,hauen::V,hit,теон
937,kleben::V,glue,щхэн
938,reiben::V,rub,пӏотын
939,streichen::V,spread,щыфэн
940,schleifen::V,grind,гъэчаны́н
941,schleifen::V,grind,кӏэлыкӏы́н
942,schneiden::V,cut,бзын
943,rütteln::V,jolt,гъэсысын
944,schütteln::V,shake,гъэсысын
945,schwenken::V,swing,ӏэ шӏын
946,schütten::V,pour,икӏэ́н
947,füllen::V,fill,из шӏын
948,einwickeln::V,wrap,кӏоцӏыщыхьа́н
949,tragen::V,carry,хьын
950,schleppen::V,drag,пхьын
951,schleppen::V,drag,плъэшъун
952,ziehen::V,pull,пкъудыин
953,ziehen::V,pull,пщэн
954,ziehen::V,pull,плъэшъун
955,aufbewahren::V,keep,пӏыгъын
956,aufbewahren::V,keep,уухъумэн
957,werfen::V,throw,дзын
958,fangen::V,catch,къэубыты́н
959,packen::V,grab,къэубыты́н
960,verstecken::V,hide,бгъэбылъын
961,teilen::V,divide,гощы́н
962,schicken::V,send,гъахьы́н
963,bringen::V,bring,къэхьы́н
964,hinzufügen::V,add,хэгъэхъо́н
965,bekommen::V,get,
966,erhalten::V,receive,
967,nehmen::V,take,къытехы́н
968,wählen::V,choose,къыхэхы́н
969,auswählen::V,select,къыхэхы́н
970,bewahren::V,preserve,къэухъумэн
971,behindern::V,hinder,пэрыохъу хъун
972,verderben::V,spoil,къутэн
973,beschädigen::V,damage,къутэн
974,zerbrechen::V,break,къутэн
975,zerreißen::V,tear,зэӏэтхъы́н
976,zerstören::V,destroy,къутэ́н
977,verbrennen::V,burn,гъэсты́н
978,geben::V,give,еты́н
979,reichen::V,hand,еты́н
980,schenken::V,give,еты́н
981,versprechen::V,promise,гъэгугъэ́н
982,wünschen::V,wish,шӏоигъо́н
983,loben::V,praise,щытхъун
984,küssen::V,kiss,ебэу́н
985,wiegen::V,rock,гъэхъыен
986,zudecken::V,cover,техъо́н
987,wecken::V,wake,къэгъэущы́н
988,zeigen::V,show,гъэлъэгъо́н
989,führen::V,guide,щэн
990,lehren::V,teach,егъэджэ́н
991,lehren::V,teach,егъэшӏэн
992,unterrichten::V,instruct,егъэджэ́н
993,aufziehen::V,bring up,пӏун
994,leiten::V,lead,гъэзекӏон
995,antreiben::V,urge,къепфылӏэн
996,lassen::V,let,еты́н
997,einladen::V,invite,къегъэблэгъэн
998,vereinigen::V,unite,зэгогъэхьан
999,besuchen::V,visit,щыӏэ́н
1000,treffen::V,meet,ӏукӏэ́н
1001,treffen::V,meet,пэгъокӏы́н
1002,sich versammeln::V,assemble,зэхэхьан
1003,spielen::V,play,джэгу́н
1004,singen::V,sing,орэ́д къэӏо́н
1005,tanzen::V,dance,къэшъо́н
1006,sich trennen::V,separate,зэгокӏыжьы́ных
1007,verlassen::V,leave,бгынэн
1008,verlassen::V,leave,хэкӏыжьын
1009,retten::V,rescue,къыхэпхыжьын
1010,retten::V,rescue,къэбгъэнэжьын
1011,bewachen::V,guard,къэгъэгъунэн
1012,schützen::V,protect,ухъумэ́н
1013,verteidigen::V,defend,къэухъумэн
1014,sich schlagen::V,brawl,эзэон
1015,schießen::V,shoot,он
1016,siegen::V,win,текӏо́н
1017,ärgern::V,annoy,бгъэгубжын
1018,schlagen::V,beat,ео́н
1019,treten::V,kick,
1020,stechen::V,sting,хэӏун
1021,stoßen::V,shove,тӏыро́н
1022,stoßen::V,shove,уеӏункӏын
1023,stehlen::V,steal,тыгъу́н
1024,stören::V,disturb,бгъэгумэкӏын
1025,belästigen::V,bother,бгъэгумэкӏын
1026,verbergen::V,conceal,ушъэфын
1027,täuschen::V,deceive,гъэпцӏэ́н
1028,betrügen::V,cheat,гъэпцӏэ́н
1029,töten::V,kill,уикӏын
1030,wohnen::V,dwell,дэсын
1031,arbeiten::V,work,лэжьэ́н
1032,sammeln::V,gather,угъои́н
1033,pflücken::V,pick,къыпычы́н
1034,jagen::V,hunt,шэкӏон
1035,jagen::V,hunt,ешэкӏон
1036,fischen::V,fish,пцэжъые уешэн
1037,fassen::V,catch,къэубыты́н
1038,hüten::V,herd,хэхъо́н
1039,treiben::V,drive,пфын
1040,anbinden::V,tie up,епхын
1041,füttern::V,feed,гъэшхэ́н
1042,melken::V,milk,щын
1043,hacken::V,chop,упкӏэтэн
1044,gießen::V,water,тепкӏэн
1045,reifen::V,ripen,игъо хъун
1046,zubereiten::V,cook,бгъэхьазырын
1047,kochen::V,boil,шӏы́н
1048,backen::V,bake,гъэжъэ́н
1049,braten::V,fry,гъэжъэ́н
1050,umrühren::V,stir,зэхэгъэкӏухьан
1051,stricken::V,knit,хъын
1052,nähen::V,sew,дэн
1053,färben::V,dye,бгъэлэн
1054,reinigen::V,clean,укъэбзы́н
1055,waschen::V,wash,бгыкӏын
1056,abwischen::V,wipe,лъэкӏы́н
1057,spülen::V,rinse,дэгъэчъыхьан
1058,fegen::V,sweep,пхъэнкӏы́н
1059,kehren::V,sweep,пхъэнкӏы́н
1060,baden::V,bath,зыгъэпскӏын
1061,sich waschen::V,wash,зытхьакӏы́н
1062,ausziehen::V,take off,къытехы́н
1063,anziehen::V,put on,щылъэ́н
1064,sich anziehen::V,get dressed,зыфэпэн
1065,kämmen::V,comb,жьын
1066,schmücken::V,decorate,гъэдэхэ́н
1067,sagen::V,say,къэӏон
1068,sprechen::V,speak,псэлъэ́н
1069,reden::V,talk,гущыӏэ́н
1070,sich unterhalten::V,chat,зэдэгущыӏэн
1071,fragen::V,ask,упчӏэ́н
1072,bitten::V,request,лъэӏо́н
1073,erzählen::V,tell,къэпӏотэ́н
1074,mitteilen::V,convey,макъэ егъэӏун
1075,nennen::V,name,цӏэ фэусы́н
1076,rufen::V,call,джэн
1077,prahlen::V,brag,узыщытхъужьы́н
1078,übersetzen::V,translate,бгъэкӏотэн
1079,denken::V,think,егупшысэ́н
1080,glauben::V,believe,уивыхъэ́ телъы́н
1081,bemerken::V,notice,гу лъыптэ́н
1082,erkennen::V,recognize,зэхэпхын
1083,erkennen::V,recognize,зэбгъэшӏэн
1084,begreifen::V,grasp,гурыӏо́н
1085,verstehen::V,understand,зэхэхын
1086,lernen::V,learn,еджэ́н
1087,wissen::V,know,шӏэн
1088,sich erinnern an::V,remember,къэшӏэжьын
1089,vergessen::V,forget,пщыгъупшэжьы́н
1090,messen::V,measure,шын
1091,zählen::V,count,плъытэ́н
1092,rechnen::V,calculate,плъытэ́н
1093,rechnen::V,calculate,угугъэ́н
1094,lesen::V,read,еджэ́н
1095,malen::V,paint,шӏын
1096,zeichnen::V,draw,шӏын
1097,schreiben::V,write,тхын
1098,besitzen::V,own,иӏэн
1099,kaufen::V,buy,щэфы́н
1100,verkaufen::V,sell,щэн
1101,bezahlen::V,pay for,птын
1102,bezahlen::V,pay for,лъыптын
1103,bezahlen::V,pay for,птыжьы́н
1104,zahlen::V,pay,птын
1105,zahlen::V,pay,лъыптын
1106,beherrschen::V,rule,иунаеу иӏэн
1107,ertragen::V,endure,щэчы́н
