,Concept_ID,xal,ab
712,jetzt::ADV,ода,уажәы
713,heute::ADV,эндр,иахьа
714,morgen::ADV,маңһдур,уаҵәы
715,bald::ADV,дарунь,иласны
716,dann::ADV,дәкәд,нас
717,gestern::ADV,өцклдүр,иацы
718,einst::ADV,нег саамд,зны
719,damals::ADV,тиигхд,усҟан
720,danach::ADV,тегәд,нас
721,vorher::ADV,урд,уаанӡа
722,zuerst::ADV,түрүләд,азнаказы
723,zuerst::ADV,түрүләд,аҧхьа
724,einmal::ADV,нег дәкҗ,зны
725,manchmal::ADV,зәрмдән,зны-зынла
726,oft::ADV,хара биш,лассы-лассы
727,oft::ADV,хатяр биш,лассы-лассы
728,oft::ADV,дару-дарунь,лассы-лассы
729,immer::ADV,оньдинд,енагь
730,immer::ADV,оньдинд,еснагь
731,niemals::ADV,кезә чмгн биш,ианакəызаалак
732,hier::ADV,энд,ара
733,hier::ADV,энд,абра
734,hier::ADV,энд,араҟа
735,hier::ADV,энүнд,ара
736,hier::ADV,энүнд,абра
737,hier::ADV,энүнд,араҟа
738,hierhin::ADV,нааран,ара
739,hierhin::ADV,нааран,араҟа
740,von hier::ADV,эндәс,арантә
741,dort::ADV,тенд,уа
742,dorthin::ADV,тиигән,уахь
743,dorthin::ADV,тиигән,анахь
744,geradeaus::ADV,шуд,ишиашоу
745,vorwärts::ADV,уралан,ҕхьаҟа
746,rückwärts::ADV,гедргән,шьҭахьла
747,zurück::ADV,хәрү,шьҭахьҟа
748,unten::ADV,дор,лбаа
749,hinab::ADV,дор,алада
750,hinab::ADV,доракшан,алада
751,oben::ADV,деер,хыхь
752,hinauf::ADV,өөдән,аҩада
753,hinauf::ADV,деер,аҩада
754,überall::ADV,альд болв чигн,зегьынцьара
755,nicht::ADV,эс,-м
756,nicht::ADV,биш,-м
757,nicht::ADV,бичә,-м
758,ein wenig::ADV,баахн,ҕыҭк
759,ein wenig::ADV,баахнар,ҕыҭк
760,kaum::ADV,әрә,аарлаҳәа
761,kaum::ADV,әрә,афергьҳәа
762,sehr::ADV,йир,даара
763,so::ADV,иигҗ,ас
764,so::ADV,иигҗ,абас
765,noch::ADV,ода чигн,макьана
766,nur::ADV,һанцхн,заҵәык
767,schon::ADV,одх,уажәшьҭа
768,schon::ADV,одх,аиҳа ипоу
769,wieder::ADV,бас,ҿыц
770,wieder::ADV,бас,дырҩегь
771,wieder::ADV,бас,дырҩегьых
772,vergebens::ADV,киидән,баша
773,vor::PRP,урд,аҕхьа
774,hinter::PRP,ца,нхыҵ
775,unter::PRP,дор,амҵа
776,unter::PRP,дор,амҵан
777,durch::PRP,ивт,
778,durch::PRP,дундаһур,
779,neben::PRP,хаҗуд,ааигуара
780,zwischen::PRP,хоорнд,абжьара
781,wegen::PRP,көлтә,-иззы
782,wegen::PRP,көлтә,-ҟнытә
783,wegen::PRP,деерәс,-иззы
784,wegen::PRP,деерәс,-ҟнытә
785,dies::PRN,эн,ари
786,dies::PRN,эн,абри
787,das::PRN,тер,Абни
788,das::PRN,тер,убри
789,alles::PRN,цуһар,зегьы
790,ich::PRN,би,са
791,ich::PRN,би,сара
792,du::PRN,чи,бара
793,er::PRN,тер,иара
794,wir::PRN,мадн,ҳара
795,ihr::PRN,та,шәара
796,sie::PRN,тедн,дара
797,was::FPRN,юн,
798,wer::FPRN,кен,дарбан
799,wo::FADV,хама,иабыкуу
800,wo::FADV,хама,аба-
801,wo::FADV,хама,ахь-
802,wohin::FADV,хамаран,иабыкуу
803,wohin::FADV,хамаран,аба-
804,wohin::FADV,хамаран,ахь-
805,wie::FADV,яһҗ,-шҕа
806,wie::FADV,яһад,-шҕа
807,warum::FADV,юңгад,избан
808,wieviel::FNUM,кедү,заҟа
809,eins::NUM,негн,акы
810,eins::NUM,негн,аӡәы
811,zwei::NUM,хойр,ҩба
812,drei::NUM,һурвн,хҕа
813,vier::NUM,дөрвн,ҕшьба
814,fünf::NUM,тавн,хəба
815,sechs::NUM,зурһан,фба
816,sieben::NUM,долан,Бжьба
817,acht::NUM,нәәмн,ааба
818,neun::NUM,йисн,жәба
819,zehn::NUM,арвн,жәаба
820,elf::NUM,арвн негн,жәеизатәи
821,zwölf::NUM,арвн хойр,жәаҩа
822,zwanzig::NUM,хөрн,ҩажәа
823,dreißig::NUM,һучн,ҩажәижәабатәи
824,vierzig::NUM,дөчн,ҩынҩажәа
825,fünfzig::NUM,тәвн,ҩынҩажәеижәаба
826,sechzig::NUM,җирн,хынҩажәа
827,siebzig::NUM,далн,хынҩажәижәаба
828,achtzig::NUM,найн,ҕшьынҩажәа
829,neunzig::NUM,йирн,ҕшьынҩажәижәаба
830,hundert::NUM,зун,шәкы
831,tausend::NUM,миңһн,зқьы
832,und::CNJ,болн,-и
833,oder::CNJ,эс гиҗ,ма
834,oder::CNJ,эс гихлә,ма
835,stehen::V,зогсх,агылазаара
836,sitzen::V,суух,атəара
837,sitzen::V,суух,атəа(заа)ра
838,liegen::V,кевтх,аиара
839,hängen::V,өлгәтә бәәх,акнаҳара
840,werden::V,болх,аҟалара
841,passieren::V,болх,аҟалара
842,beginnen::V,эклх,алагара
843,enden::V,төгсх,алгара
844,wechseln::V,хүврх,аҽыҧсахра
845,aufgehen[Sonne]::V,һарх,агылара
846,aufgehen[Sonne]::V,һарх,ахашлара
847,aufgehen[Sonne]::V,һарх,аҩаҵхахара
848,untergehen[Sonne]::V,орх,аҭашəара
849,untergehen[Sonne]::V,сүүрлх,аҭашəара
850,scheinen[Sonne]::V,герлтх,акаҧхара
851,donnern::V,күрҗңнх,адыдра
852,wehen::V,сальклх,асра
853,strömen::V,һооҗх,акаҭəара
854,fließen::V,урсх,ацара
855,sich drehen::V,эргх,ахагьежьра
856,schwanken::V,дәәвлх,аҵысра
857,schwingen::V,нәәхлх,ахызазара
858,schwingen::V,нәәхлх,акьаандара
859,fallen::V,унх,акаҳара
860,fallen::V,киисх,акаҳара
861,brennen::V,шатх,абылра
862,rauchen::V,ута һарһх,ахылҵра
863,regnen::V,орх,аура
864,gefrieren::V,мөстх,аҵаара
865,tauen::V,хәәлх,аӡҭра
866,schmelzen::V,хәәлх,ақəӡыҭра
867,schmelzen::V,хәәлх,аҭəара
868,schmelzen::V,хәәлгдх,ақəӡыҭра
869,schmelzen::V,хәәлгдх,аҭəара
870,trocknen::V,эврх,абара
871,sieden::V,буслх,ашра
872,faulen::V,үмкәрх,абаара
873,verfaulen::V,илҗрх,абаара
874,verfaulen::V,илҗрх,аилашра
875,reißen::V,тасрх,аҧжəара
876,versinken::V,чивх,аӡааҟəрылара
877,vergehen::V,болх,ацара
878,erscheinen::V,һарх,ацəырҵра
879,verschwinden::V,уга болх,аҵашəкəара
880,sinken::V,татгдх,атəара
881,sinken::V,татгдх,алаҟəра
882,abnehmen::V,хасгдх,ацӡаара
883,abnehmen::V,хасгдх,аиҵалара
884,zunehmen::V,өсх,аҽырҭбаара
885,zunehmen::V,өсх,аиҵыҵра
886,zunehmen::V,өсх,арацəахара
887,steigen::V,немх,азҳара
888,steigen::V,немх,ашьҭыҵра
889,steigen::V,немх,адухара
890,steigen::V,немх,ацлара
891,wachsen::V,өсх,азҳара
892,wachsen::V,урһх,азҳара
893,glänzen::V,гилвкх,ацыр-цырра
894,glänzen::V,гилвкх,ацыҩ-цыҩра
895,glänzen::V,гилвкх,аказказра
896,funkeln::V,цәклх,ашап-шапра
897,funkeln::V,цәклх,ацым-цымра
898,lärmen::V,шууглдх,ашьҭыбжьгара
899,lärmen::V,шууглдх,аҕьҕьаҳәа аилалара
900,läuten::V,хоңх,аҵəҵəасра
901,klingeln::V,җиңнулх,аҵəҵəасра
902,klirren::V,җиңнх,ахьархьарра
903,klirren::V,җиңнх,архьархьарра
904,brausen::V,догшрхх,аилаҽҽара
905,brausen::V,догшрхх,еилашуера
906,rauschen::V,сарҗңнх,
907,klingen::V,ә һарх,агара
908,klingen::V,ә һарх,ашьҭыбжь гара
909,bellen::V,хуцх,ашра
910,heulen::V,уульх,ауура
911,blasen::V,үләх,аҭəҳəара
912,pfeifen::V,ишкрх,ашəшəра
913,schreien::V,хәәкрх,аҳəҳəара
914,schreien::V,хәәкрх,ахəаара
915,schreien::V,хәәкрх,аҟаара
916,stöhnen::V,түңшх,ақьра
917,zittern::V,дагҗннх,аҵыс-ҵысра
918,leben::V,бәәх,аҟазаара
919,geboren werden::V,төрх,Аира
920,atmen::V,әмсхлх,аҕсыҕ лагаҩагара
921,trinken::V,уух,ажəра
922,essen::V,идх,акрыфара
923,schlucken::V,зальгх,албаадара
924,müde werden::V,көшх,ааҕсара
925,einschlafen::V,унтх,ацəара
926,schlafen::V,нөөрсх,ацəазаара
927,aufwachen::V,серх,аҿыхара
928,aufstehen::V,босх,Агəылҵра
929,sich erholen::V,амрх,аҧсшьара
930,krank werden::V,гемтх,ачмазаҩхара
931,krank sein::V,шалтглх,аҳəарҧсарра
932,schmerzen::V,өвдх,ахьра
933,husten::V,ханях,аимҳәара
934,genesen::V,эдгх,абзиахара
935,genesen::V,эдгх,аӷəӷəахара
936,sterben::V,үкх,аҧсра
937,sterben::V,өңгрх,аҧсра
938,umkommen::V,үкх,аҭахара
939,sich bewegen::V,көдлх,аиҭаҵра
940,sich bewegen::V,көндрх,аиҭаҵра
941,sich rühren::V,көндрх,ақəацара
942,sich erheben::V,босх,аҩагылара
943,sich setzen::V,суух,атəара
944,hinfallen::V,унх,акаҳара
945,hinfallen::V,киисх,акаҳара
946,laufen::V,йовх,аныҟəара
947,schreiten::V,алхх,ашьаҿа еихгара
948,spazierengehen::V,сергҗ йовх,анеи-ааира
949,eilen::V,шулудх,аццакра
950,sich beeilen::V,адһх,аццакра
951,sich beeilen::V,шамдх,аццакра
952,sausen::V,хурдлх,аҧырра
953,sausen::V,хурдлх,иҭрысны
954,sausen::V,хурдлх,ишьҭҟьаны ацара
955,sausen::V,йир_хурдар_гүүх,аҧырра
956,sausen::V,йир_хурдар_гүүх,иҭрысны
957,sausen::V,йир_хурдар_гүүх,ишьҭҟьаны ацара
958,sausen::V,йир_хурдар_йовх,аҧырра
959,sausen::V,йир_хурдар_йовх,иҭрысны
960,sausen::V,йир_хурдар_йовх,ишьҭҟьаны ацара
961,rennen::V,гүүх,аҩра
962,springen::V,һәрәдх,аҧара
963,klettern::V,давшх,ақəлара
964,schaukeln::V,дүүдңндх,аҟəараҟəанҽара
965,kriechen::V,мөлкх,аҳəазара
966,schwimmen::V,усчх,аӡсара
967,tauchen::V,булхх,ахəӡааҵəира
968,rudern::V,хәәвдх,аҵшьра
969,fahren::V,йовх,акала
970,fliegen::V,нисх,аҧырра
971,gehen::V,йовх,аиҭаҵра
972,weggehen::V,йовх,ацара
973,weggehen::V,одх,ацара
974,weggehen::V,һарх,ацара
975,weggehen::V,мөрлх,ацара
976,abfahren::V,мордх,адəықəлара
977,abfahren::V,мордх,ацара
978,anhalten::V,зогсх,ааныргылара
979,hineingehen::V,орх,аҭалара
980,eintreten::V,орх,аҩналара
981,kommen::V,ирх,аара
982,kommen::V,ирх,ааира
983,ankommen::V,ирх,ааира
984,ankommen::V,ирх,аара
985,ankommen::V,ирх,анеира
986,zurückkommen::V,орх,азыхынҳəра
987,bleiben::V,бәәх,аанхара
988,bleiben::V,бәәх,анхара
989,bleiben::V,бәәх,аангылара
990,warten::V,күләх,азҧшзаара
991,erwarten::V,күләх,азҧшра
992,suchen::V,хәәх,ашьҭазаара
993,finden::V,олх,аҧшаара
994,versuchen::V,седх,аҽазкра
995,vorbereiten::V,белдх,армазеира
996,lieben::V,дурлх,абзиабара
997,mögen::V,таассгдх,агəаҧхара
998,lachen::V,инәх,аччара
999,rühren::V,уйрах,арҵəуара
1000,weinen::V,уульх,аҵəуара
1001,schimpfen::V,харах,ацəҳара
1002,sich ärgern::V,уурлх,агəаара
1003,sich fürchten::V,әәх,аӡыӡара
1004,fürchten::V,әәх,ацəшəара
1005,fürchten::V,сүрдх,ацəшəара
1006,fliehen::V,зулх,абналара
1007,fliehen::V,зулх,ацəцара
1008,flüchten::V,орһх,абналара
1009,flüchten::V,орһх,ацəцара
1010,flüchten::V,зулх,абналара
1011,flüchten::V,зулх,ацəцара
1012,sehen::V,үзх,абара
1013,anschauen::V,харх,ахəаҧшра
1014,ansehen::V,хәләх,ахəаҧшра
1015,ansehen::V,үзх,ахəаҧшра
1016,hören::V,соңсх,аҳара
1017,zuhören::V,соңсх,азыӡырҩра
1018,probieren::V,амсх,аҧышəара
1019,riechen::V,үнрчлх,афыҩра
1020,fühlen::V,медх,анырра
1021,fühlen::V,медх,ацәакырра
1022,scheinen::V,болҗ медгдх,шәа
1023,scheinen::V,болҗ медгдх,аацәырҵа
1024,scheinen::V,миниһәр болхла,шәа
1025,scheinen::V,миниһәр болхла,аацәырҵа
1026,scheinen::V,болад бәәх,шәа
1027,scheinen::V,болад бәәх,аацәырҵа
1028,zu sehen sein::V,үзгдх,
1029,vernehmen::V,соңсх,аҳара
1030,frieren::V,даарх,ашəра
1031,frieren::V,даарх,аҵаара
1032,tun::V,кех,аҟаҵара
1033,können::V,чадх,алшара
1034,wollen::V,дурлх,аҭахра
1035,anfangen::V,эклх,алагара
1036,beenden::V,дуусх,алгара
1037,aufhören::V,уурх,аҟəыҵра
1038,gelingen::V,бүтх,аура
1039,gelingen::V,бүтх,аманшəалахара
1040,gelingen::V,бүтх,алҵра
1041,gelingen::V,күцәх,аура
1042,gelingen::V,күцәх,аманшəалахара
1043,gelingen::V,күцәх,алҵра
1044,geraten::V,болх,нзаарын
1045,öffnen::V,секх,аартра
1046,schließen::V,хаах,аркра
1047,stellen::V,тәвх,аргылара
1048,setzen::V,суулһх,артəара
1049,legen::V,тәвх,ақəҵара
1050,berühren::V,көндәх,акьысра
1051,berühren::V,көндәх,алакьысра
1052,verbinden::V,боох,аҿаҳəара
1053,bedecken::V,хучх,ақəршəра
1054,bedecken::V,бүркх,ақəршəра
1055,aufhängen::V,өлгх,акнаҳара
1056,anzünden::V,асах,аркра
1057,anzünden::V,шатах,аркра
1058,aufheben::V,өөдән өргх,ашьҭыхра
1059,zurücklassen::V,үлдәх,аныжьра
1060,verlieren::V,геех,ацəыӡра
1061,fallen lassen::V,алдх,ацəкаҳара
1062,machen::V,кех,ачаҧара
1063,herstellen::V,кех,аиҵдара
1064,bauen::V,тосхх,аргылара
1065,reparieren::V,ясх,арҽеира
1066,verbessern::V,сәәрүлх,аиҕьтəра
1067,ändern::V,хүврәх,аҧсахра
1068,graben::V,малтх,ажра
1069,beugen::V,нуһлх,арҟəра
1070,beugen::V,нуһлх,архəара
1071,biegen::V,матилһх,арҟəра
1072,biegen::V,матилһх,архəара
1073,drehen::V,эргүлх,аргьежьра
1074,wenden::V,көмрх,
1075,wenden::V,эргүлх,
1076,umdrehen::V,эргүлх,аарҳәра
1077,heben::V,өргх,аҩахара
1078,heben::V,өргх,араҳара
1079,heben::V,деер өргх,аҩахара
1080,heben::V,деер өргх,араҳара
1081,hochheben::V,өргх,ахагалара
1082,hochheben::V,өргх,ашьҭҳəара
1083,ergreifen::V,бәрх,
1084,halten::V,бәрх,акра
1085,drücken::V,шахх,ақəрӷəӷəара
1086,schieben::V,түлкх,аҵгəара
1087,schieben::V,түлкх,агəара
1088,kratzen::V,мааҗх,ацəҟьара
1089,lecken::V,долах,арбзара
1090,beißen::V,хазх,ацҳара
1091,abreißen::V,таслх,амжəара
1092,abschneiden::V,тәәрх,ахҵəара
1093,abschneiden::V,тәәрх,аҿахҵəара
1094,binden::V,боох,аҿаҳəара
1095,stecken::V,шаах,алаҵара
1096,stecken::V,хатхх,алаҵара
1097,brechen::V,хамхлх,аҧҵəара
1098,klopfen::V,цокх,асра
1099,hauen::V,цокх,ақəкшара
1100,kleben::V,наах,аҷабра
1101,reiben::V,зүлгх,арҟəыҷра
1102,streichen::V,наах,ахьшьра
1103,streichen::V,лашх,ахьшьра
1104,streichen::V,түркх,ахьшьра
1105,schleifen::V,хурцлх,ахра
1106,schneiden::V,хәәчлх,аҧҟара
1107,rütteln::V,дәәвлүлх,арҵысра
1108,schütteln::V,сегсрх,аршəшəара
1109,schwenken::V,дайлх,аҟьара
1110,schütten::V,кех,аҭаҭəара
1111,füllen::V,дүүргх,арҭəра
1112,einwickeln::V,орах,алаҳəара
1113,tragen::V,зөөх,аҩагара
1114,schleppen::V,чирх,арҳəазара
1115,ziehen::V,татх,ахара
1116,aufbewahren::V,хадһлх,аҵəахра
1117,werfen::V,хайх,аршəра
1118,fangen::V,бәрх,акра
1119,fangen::V,хавлх,акра
1120,packen::V,бәрх,анкра
1121,packen::V,бәрх,аҵкаара
1122,verstecken::V,дүрх,аҵəахра
1123,verstecken::V,бултулх,аҵəахра
1124,teilen::V,хувах,ашара
1125,schicken::V,илгәх,ашьҭра
1126,bringen::V,авч ирх,аагара
1127,hinzufügen::V,немх,ацҵара
1128,bekommen::V,авх,аҧшаара
1129,bekommen::V,авх,архиара
1130,bekommen::V,авх,аура
1131,erhalten::V,авх ,аиура
1132,nehmen::V,авх,агара
1133,wählen::V,шүүх,алҧшаара
1134,auswählen::V,шүүх,алхра
1135,bewahren::V,хадһлх,
1136,bewahren::V,кевтнь үлдәх,
1137,bewahren::V,кевтнь бәәлһх,
1138,behindern::V,харшлх,аҧырхагахара
1139,verderben::V,үрәх,алгара
1140,verderben::V,үрәх,абжьыхра
1141,verderben::V,үрәх,аҧхасҭатəра
1142,beschädigen::V,эвдх,аҧхасҭатəра
1143,zerbrechen::V,күүлх,аҧҽра
1144,zerbrechen::V,хамхлх,аҧҽра
1145,zerreißen::V,шуучх,аҧжəара
1146,zerstören::V,эвдх,аилаҧыххаара
1147,verbrennen::V,шатах,абылра
1148,geben::V,өгх,аҭара
1149,reichen::V,өгх,аҭара
1150,schenken::V,белглх,аҩгара
1151,versprechen::V,амлх,ақəргəыӷра
1152,wünschen::V,сә хәәх,
1153,loben::V,магтх,арҽхəара
1154,küssen::V,үмсх,агəӡра
1155,wiegen::V,саатулх,
1156,zudecken::V,бүркх,аҵахҩара
1157,zudecken::V,бүркх,ақəршəра
1158,wecken::V,серүлх,арҿыхара
1159,zeigen::V,үзүлх,арбара
1160,führen::V,көтлх,аныҟəгара
1161,lehren::V,заах,арҵара
1162,lehren::V,сурһх,арҵара
1163,unterrichten::V,сурһх,арҧхьара
1164,unterrichten::V,багшлх,арҧхьара
1165,aufziehen::V,өскәх,ааӡара
1166,leiten::V,һардх,ахагылазаара
1167,leiten::V,толһалх,ахагылазаара
1168,antreiben::V,шамдах,арццакра
1169,lassen::V,күч үзүлх,арҟаҵара
1170,einladen::V,үрх,ааҕхьара
1171,einladen::V,үрх,анаҧхьара
1172,vereinigen::V,хамцулх,аилаҵара
1173,besuchen::V,одх,абара
1174,treffen::V,харһх,аҧылара
1175,sich versammeln::V,цуглрх,аизара
1176,sich versammeln::V,хурх,аизара
1177,spielen::V,наадх,ахəмарра
1178,singen::V,дуулх,ашəаҳəара
1179,tanzen::V,биилх,акəашара
1180,sich trennen::V,хаһцх,аилыҵра
1181,verlassen::V,хайх,акажьра
1182,retten::V,әм аврх,Аиқəрхара
1183,retten::V,әәмшгәс харсх,Аиқəрхара
1184,bewachen::V,харх,ахьчара
1185,bewachen::V,манх,ахьчара
1186,schützen::V,харсх,ацəыхьчара
1187,verteidigen::V,харсх,ахьчара
1188,sich schlagen::V,гүвдлдх,аисра
1189,schießen::V,хах,ахысра
1190,siegen::V,диилх,аиааира
1191,ärgern::V,уурлулх,аргəаара
1192,schlagen::V,цокх,асра
1193,schlagen::V,цокх,аҭасра
1194,schlagen::V,гүвдх,асра
1195,schlagen::V,гүвдх,аҭасра
1196,stechen::V,хатхх,алакшара
1197,stoßen::V,түлкчкх,агəҭасра
1198,stehlen::V,хулхалх,аӡара
1199,stören::V,һә болх,аҧырхагахара
1200,belästigen::V,амр эс өгх,аргəамҵра
1201,verbergen::V,нуух,аӡара
1202,verbergen::V,бултулх,аӡара
1203,täuschen::V,меклх,ажьара
1204,betrügen::V,меклх,ажьара
1205,betrügen::V,мек һарһх,ажьара
1206,töten::V,алх,ашьра
1207,wohnen::V,бәәх,анхара
1208,arbeiten::V,көдлх,аусура
1209,sammeln::V,түүх,аҟəшəара
1210,pflücken::V,түүх,аҿыршəара
1211,pflücken::V,түүх,аҿыхра
1212,pflücken::V,хурах,аҿыршəара
1213,pflücken::V,хурах,аҿыхра
1214,jagen::V,аңнх,ашəарыцара
1215,jagen::V,аңһучлх,ашəарыцара
1216,fischen::V,заһс аңнх,аҧсыӡ икуеит
1217,fassen::V,бәрх,акра
1218,hüten::V,хәрүлх,арҳəра
1219,hüten::V,хәрүлх,ахьчара
1220,treiben::V,туух,акацара
1221,anbinden::V,уйх,адҳəалара
1222,füttern::V,теҗәх,акырҿаҵара
1223,melken::V,саах,ахьара
1224,hacken::V,чавчх,аҟəаҟəара
1225,gießen::V,услх,аҵаҭəара
1226,reifen::V,болх,ашəра
1227,reifen::V,болх,аҟалара
1228,reifen::V,болвсрх,ашəра
1229,reifen::V,болвсрх,аҟалара
1230,zubereiten::V,белдх,ацура
1231,kochen::V,чанх,ажəра
1232,kochen::V,болһх,ажəра
1233,backen::V,болһх,аӡра
1234,braten::V,хуурх,аӡра
1235,umrühren::V,самрх,аилрыхра
1236,stricken::V,өлгх,аҧара
1237,nähen::V,уйх,аӡахра
1238,färben::V,будх,ашəра
1239,reinigen::V,цеврлх,арыцқьара
1240,waschen::V,уһах,аӡәӡәара
1241,abwischen::V,арчх,арбара
1242,spülen::V,зәәлх,аҭыршара
1243,fegen::V,сәвүрдх,аҧссара
1244,kehren::V,сәвүрдх,
1245,baden::V,өөмх,аҽыкəабара
1246,sich waschen::V,уһах,аҽыӡəӡəара
1247,sich waschen::V,бийән уһаҗ,аҽыӡəӡəара
1248,ausziehen::V,тәәлх,ашəыхра
1249,anziehen::V,өмсх,ашəҵара
1250,sich anziehen::V,хувцлх,аҽеилаҳəара
1251,kämmen::V,самлх,аҳəара
1252,schmücken::V,чимх,арҧшӡара
1253,schmücken::V,кеерүлх,арҧшӡара
1254,sagen::V,келх,аҳəара
1255,sprechen::V,келх,ацəажəара
1256,reden::V,күүндх,ацəажəара
1257,reden::V,күүндх,аицәажәара
1258,reden::V,күр_кех,ацəажəара
1259,reden::V,күр_кех,аицәажәара
1260,sich unterhalten::V,күүндх,аицәажәара
1261,fragen::V,сурх,азҵаара
1262,bitten::V,эрх,аҳəара
1263,erzählen::V,келх,аҳəара
1264,erzählen::V,келҗ өгх,аҳəара
1265,mitteilen::V,медүлх,азыцҳара
1266,nennen::V,нерәдх,ахьӡҵара
1267,nennen::V,нер өгх,ахьӡҵара
1268,rufen::V,дуудх,азҿыҭра
1269,prahlen::V,көөрх,аҽхəара
1270,übersetzen::V,орчулх,аиҭагара
1271,denken::V,санх,азхəыцра
1272,glauben::V,шүтх,ахаҵара
1273,glauben::V,нәәлх,ахаҵара
1274,bemerken::V,темдглх,агəаҭара
1275,erkennen::V,таньх,адырра
1276,erkennen::V,медх,адырра
1277,begreifen::V,медх,аилкаара
1278,verstehen::V,соңсх,аҳара
1279,lernen::V,сурх,аҵара
1280,wissen::V,медх,адырра
1281,sich erinnern an::V,санх,агəаларшəара
1282,vergessen::V,мартх,ахашҭра
1283,messen::V,кемҗәлх,ашəара
1284,zählen::V,тоолх,аҧхьаӡара
1285,rechnen::V,тоолх,аҳасабра
1286,lesen::V,умшх,аҧхьара
1287,malen::V,зурх,
1288,zeichnen::V,зурх,
1289,schreiben::V,бичх,
1290,besitzen::V,эзлх,амазаара
1291,kaufen::V,хулдҗ авх,Аахəара
1292,verkaufen::V,хулдх,аҭира
1293,verkaufen::V,гүүлгх,аҭира
1294,bezahlen::V,өгх,ахҭынҵара
1295,bezahlen::V,өгх,ашəара
1296,zahlen::V,өгх,ашəара
1297,beherrschen::V,эзлх,
1298,ertragen::V,даах,ачҳара
