,Concept_ID,ga,es
448,Fenster::N,fuinneoig,ventana
449,Tür::N,doras,puerta
450,Tor::N,geata,puerta
451,Zaun::N,fál,valla
452,Zaun::N,fál,cercado
453,Zaun::N,claí,valla
454,Zaun::N,claí,cercado
455,Dach::N,díon,techo
456,Dach::N,díon,tejado
457,Leiter::N,dréimire,escalera
458,Besen::N,scuab,escoba
459,Spaten::N,spád,pala
460,Spaten::N,rámhainn,pala
461,Schaufel::N,sluasaid,pala
462,Schaufel::N,sluasaid,paleta
463,Gabel::N,forc,tenedor
464,Gabel::N,gabhlóg,tenedor
465,Löffel::N,spúnóg,cuchara
466,Messer::N,scian,cuchillo
467,Nagel::N,tairne,clavo
468,Netz::N,líon,red
469,Netz::N,eangach,red
470,Haken::N,croch,gancho
471,Haken::N,croch,corchete
472,Griff::N,cos,asa
473,Griff::N,cos,mango
474,Griff::N,hanla,asa
475,Griff::N,hanla,mango
476,Schloss::N,glas,cerradura
477,Bild::N,pictiúr,imagen
478,Figur::N,fíor,figura
479,Puppe::N,bábóg,muñeca
480,Beutel::N,mála,bolsa
481,Beutel::N,mealbhóg,bolsa
482,Bündel::N,beart,haz
483,Tasche::N,mála,bolso
484,Eimer::N,buicéad,cubo
485,Deckel::N,clár,tapa
486,Deckel::N,clár,tapadera
487,Deckel::N,claibín,tapa
488,Deckel::N,claibín,tapadera
489,Geschirr::N,soithí,vajilla
490,Geschirr::N,gréithe,vajilla
491,Sack::N,sac,saco
492,Sack::N,mála,saco
493,Tasse::N,cupán,taza
494,Topf::N,pota,olla
495,Topf::N,pota,marmita
496,Kessel::N,citeal,caldera
497,Essen::N,béile,comida
498,Nahrung::N,bia,alimento
499,Speise::N,mias,plato
500,Fleisch::N,feoil,carne
501,Getreide::N,grán,cereales
502,Getreide::N,arbhar,cereales
503,Brei::N,brúitín,puré
504,Brei::N,brúitín,papilla
505,Brot::N,arán,pan
506,Scheibe::N,píosa,lonja
507,Scheibe::N,píosa,rebanada
508,Scheibe::N,slisne,lonja
509,Scheibe::N,slisne,rebanada
510,Fett::N,saill,grasa
511,Fett::N,méathras,grasa
512,Butter::N,im,mantequilla
513,Öl::N,ola,aceite
514,Salz::N,salann,sal
515,Suppe::N,sú,sopa
516,Suppe::N,anraith,sopa
517,Honig::N,mil,miel
518,Milch::N,bainne,leche
519,Tee::N,tae,té
520,Leder::N,leathar,cuero
521,Wolle::N,olann,lana
522,Stoff::N,éadach,tela
523,Stoff::N,éadach,tejido
524,Nadel::N,snáthaid,aguja
525,Faden::N,snáth,hilo
526,Knopf::N,cnaipe,botón
527,Knoten::N,snaidhm,nudo
528,Farbe::N,péint,pintura
529,Kleidung::N,éadaí,ropa
530,Kleidung::N,éadaí,vestidos
531,Hemd::N,léine,camisa
532,Kragen::N,bóna,cuello
533,Ärmel::N,muinchille,manga
534,Hose::N,bríste,pantalón
535,Hose::N,treabhsar,pantalón
536,Gürtel::N,crios,cinturón
537,Mütze::N,caipín,gorro
538,Schuh::N,bróg,zapato
539,Stiefel::N,buatais,bota
540,Ring::N,fáinne,anillo
541,Band::N,ribín,cinta
542,Kamm::N,cíor,peine
543,Spiegel::N,scáthán,espejo
544,Riemen::N,iall,correa
545,Riemen::N,strapa,correa
546,Schnur::N,téad,cuerda
547,Schnur::N,sreangán,cuerda
548,Leine::N,iall,correa
549,Decke::N,pluid,manta
550,Decke::N,blaincéad,manta
551,Kissen::N,piliúr,almohada
552,Kissen::N,adhartán,almohada
553,Tuch::N,scaif,pañuelo
554,Handtuch::N,tuáille,toalla
555,Kraft::N,fórsa,fuerza
556,Stärke::N,neart,fuerza
557,Gesundheit::N,sláinte,salud
558,Krankheit::N,tinneas,enfermedad
559,Krankheit::N,breoiteacht,enfermedad
560,Schmerz::N,pian,dolor
561,Wunde::N,goin,llaga
562,Wunde::N,goin,herida
563,Fieber::N,fiabhras,fiebre
564,Arznei::N,cógas,medicina
565,Arznei::N,cógas,medicamento
566,Brücke::N,droichead,puente
567,Brunnen::N,tobar,pozo
568,Weide::N,féarach,pasto
569,Pfad::N,cosán,sendero
570,Pfad::N,conair,sendero
571,Weg::N,slí,camino
572,Weg::N,bealach,camino
573,Straße::N,bóthar,vía
574,Straße::N,bóthar,carretera
575,Dorf::N,sráidbhaile,aldea
576,Dorf::N,sráidbhaile,pueblo
577,Stadt::N,baile,ciudad
578,Stadt::N,cathair,ciudad
579,Brief::N,litir,carta
580,Buch::N,cín,libro
581,Buch::N,leabhar,libro
582,Buchstabe::N,litir,letra
583,Buchstabe::N,litir,carácter
584,Zeitung::N,nuachtán,diario
585,Zeitung::N,nuachtán,periódico
586,Leben::N,saol,vida
587,Leben::N,beatha,vida
588,Tod::N,bás,muerte
589,Grab::N,uaigh,tumba
590,Grab::N,uaigh,sepulcro
591,Kirche::N,eaglais,iglesia
592,Sünde::N,peaca,pecado
593,Gott::N,dia,dios
594,Arbeiter::N,oibrí,obrero
595,Arbeiter::N,oibrí,trabajador
596,Chef::N,saoiste,jefe
597,Chef::N,ceannasaí,jefe
598,Meister::N,máistir,maestro
599,Arzt::N,lia,médico
600,Arzt::N,dochtúir,médico
601,Lehrer::N,oide,profesor
602,Lehrer::N,múinteoir,profesor
603,Geld::N,airgead,dinero
604,Geschäft::N,gnó,negocio
605,Laden::N,siopa,tienda
606,Preis::N,praghas,precio
607,Ware::N,earra,mercancía
608,Nutzen::N,tairbhe,provecho
609,Reichtum::N,rachmas,riqueza
610,Reichtum::N,saibhreas,riqueza
611,Welt::N,domhan,mundo
612,Land::N,tír,país
613,Staat::N,stát,Estado
614,König::N,rí,rey
615,Macht::N,cumhacht,poder
616,Macht::N,cumhacht,potencia
617,Grenze::N,críoch,frontera
618,Grenze::N,teorainn,frontera
619,Krieg::N,cogadh,guerra
620,Feind::N,namhaid,enemigo
621,Gewalt::N,foréigean,violencia
622,Kampf::N,troid,lucha
623,Kampf::N,troid,combate
624,Bogen[Waffe]::N,bogha,arco
625,Pfeil::N,saighead,flecha
626,Gewehr::N,gunna,fusil
627,Gewehr::N,gunna,escopeta
628,Fehler::N,botún,error
629,Fehler::N,meancóg,error
630,Lüge::N,bréag,mentira
631,Lüge::N,éitheach,mentira
632,Schaden::N,dochar,daño
633,Schaden::N,damáiste,daño
634,Unglück::N,drochrath,desgracia
635,Schuld::N,locht,culpa
636,Schuld::N,milleán,culpa
637,Alter::N,aois,edad
638,Schluss::N,deireadh,fin
639,Schluss::N,deireadh,final
640,Zeit::N,am,tiempo
641,Zeit::N,aimsir,tiempo
642,Tag::N,lá,día
643,Morgen::N,maidin,mañana
644,Mittag::N,nóin,mediodía
645,Abend::N,tráthnóna,noche
646,Nacht::N,oíche,noche
647,Woche::N,seachtain,semana
648,Monat::N,mí,mes
649,Jahr::N,bliain,año
650,Frühling::N,earrach,primavera
651,Sommer::N,samhradh,verano
652,Herbst::N,fómhar,otoño
653,Winter::N,geimhreadh,invierno
654,Januar::N,Eanáir,enero
655,Februar::N,Feabhra,febrero
656,März::N,Márta,marzo
657,April::N,Aibreán,abril
658,Mai::N,Bealtaine,mayo
659,Juni::N,Meitheamh,junio
660,Juli::N,Iúil,julio
661,August::N,Lúnasa,agosto
662,September::N,Meán Fómhair,septiembre
663,Oktober::N,Deireadh Fómhair,octubre
664,November::N,Samhain,noviembre
665,November::N,Mí na Samhna,noviembre
666,Dezember::N,Mí na Nollag,diciembre
667,Montag::N,Luan,lunes
668,Montag::N,Dé Luain,lunes
669,Dienstag::N,Máirt,martes
670,Dienstag::N,Dé Máirt,martes
671,Mittwoch::N,Céadaoin,miércoles
672,Mittwoch::N,Dé Céadaoin,miércoles
673,Donnerstag::N,Déardaoin,jueves
674,Freitag::N,Aoine,viernes
675,Freitag::N,Dé hAoine,viernes
676,Samstag::N,Satharn,sábado
677,Samstag::N,Dé Sathairn,sábado
678,Sonntag::N,Domhnach,domingo
679,Sonntag::N,Dé Domhnaigh,domingo
680,groß::A,mór,grande
681,klein::A,beag,pequeño
682,lang::A,fada,largo
683,kurz::A,gearr,corto
684,kurz::A,gairid,corto
685,breit::A,leathan,ancho
686,breit::A,fairsing,ancho
687,schmal::A,cúng,estrecho
688,dicht::A,dlúth,denso
689,dick[Gegenstand]::A,tiubh,grueso
690,dünn::A,caol,fino
691,dünn::A,caol,delgado
692,dünn::A,tanaí,fino
693,dünn::A,tanaí,delgado
694,fein::A,scáinte,fino
695,fein::A,scáinte,delicado
696,fein::A,fíneálta,fino
697,fein::A,fíneálta,delicado
698,fest::A,daingean,firme
699,fest::A,daingean,sólido
700,flach::A,cothrom,plano
701,glatt::A,mín,liso
702,glatt::A,sleamhain,liso
703,hart::A,crua,duro
704,weich::A,bog,muelle
705,rund::A,cruinn,redondo
706,spitz::A,gobach,agudo
707,spitz::A,gobach,apuntado
708,spitz::A,biorach,agudo
709,spitz::A,biorach,apuntado
710,scharf::A,géar,agudo
711,scharf::A,géar,afilado
712,scharf::A,faobhrach,agudo
713,scharf::A,faobhrach,afilado
714,stumpf::A,maol,sin filo
715,schwer::A,trom,pesado
716,schön::A,álainn,bello
717,schön::A,álainn,hermoso
718,heiß::A,te,caluroso
719,warm::A,te,cálido
720,warm::A,te,caliente
721,kalt::A,fuar,frío
722,kühl::A,fionnuar,fresco
723,frisch::A,úr,fresco
724,frisch::A,friseáilte,fresco
725,feucht::A,tais,húmedo
726,nass::A,fliuch,mojado
727,trocken::A,tirim,seco
728,voll::A,lán,lleno
729,leer::A,folamh,vacío
730,offen::A,oscailte,abierto
731,geschlossen::A,dúnta,cerrado
732,geschlossen::A,druidte,cerrado
733,sauber::A,glan,limpio
734,schmutzig::A,salach,sucio
735,roh::A,amh,crudo
736,reif::A,aibí,maduro
737,lecker::A,blasta,rico
738,lecker::A,blasta,sabroso
739,süß::A,milis,dulce
740,bitter::A,searbh,amargo
741,sauer::A,géar,agrio
742,sauer::A,searbh,agrio
743,hell::A,geal,claro
744,hell::A,soilseach,claro
745,dunkel::A,dorcha,oscuro
746,schwarz::A,dubh,negro
747,weiß::A,bán,blanco
748,rot::A,dearg,rojo
749,gelb::A,buí,amarillo
750,blau::A,gorm,azul
751,grün::A,glas,verde
752,grün::A,uaine,verde
753,grau::A,liath,gris
754,bunt::A,ildathach,multicolor
755,bunt::A,dathannach,multicolor
756,billig::A,saor,barato
757,teuer::A,daor,caro
758,teuer::A,costasach,caro
759,wertvoll::A,luachmhar,valioso
760,wertvoll::A,luachmhar,precioso
761,blind::A,dall,ciego
762,blind::A,caoch,ciego
763,taub::A,bodhar,sordo
764,kräftig::A,cumhachtach,fuerte
765,stark::A,tréan,fuerte
766,stark::A,tréan,vigoroso
767,stark::A,láidir,fuerte
768,stark::A,láidir,vigoroso
769,schwach::A,lag,débil
770,schwach::A,fann,débil
771,fett::A,ramhar,obeso
772,schlank::A,caol,esbelto
773,schlank::A,seang,esbelto
774,hübsch::A,álainn,mono
775,hübsch::A,álainn,guapo
776,hübsch::A,dathúil,mono
777,hübsch::A,dathúil,guapo
778,böse::A,olc,malo
779,dumm::A,dúr,tonto
780,dumm::A,dúr,estúpido
781,dumm::A,amaideach,tonto
782,dumm::A,amaideach,estúpido
783,faul::A,falsa,vago
784,faul::A,falsa,perezoso
785,faul::A,leisciúil,vago
786,faul::A,leisciúil,perezoso
787,fleißig::A,dícheallach,aplicado
788,fleißig::A,dícheallach,diligente
789,geizig::A,barainneach,avaro
790,geizig::A,sprionlaithe,avaro
791,klug::A,cliste,sensato
792,klug::A,cliste,inteligente
793,geschickt::A,oilte,hábil
794,geschickt::A,ealaíonta,hábil
795,lieb::A,dil,querido
796,lieb::A,dílis,querido
797,lustig::A,aerach,alegre
798,lustig::A,meidhreach,alegre
799,sanft::A,bog,suave
800,sanft::A,séimh,suave
801,hungrig::A,ocrach,hambriento
802,krank::A,tinn,enfermo
803,krank::A,breoite,enfermo
804,nackt::A,nocht,desnudo
805,traurig::A,brónach,triste
806,lebendig::A,beo,vivo
807,lebendig::A,beo,viviente
808,gut::A,maith,bueno
809,schlecht::A,dona,malo
810,schlecht::A,droch-,malo
811,richtig::A,ceart,justo
812,richtig::A,ceart,correcto
813,schlimm::A,gránna,malo
814,schlimm::A,gránna,grave
815,schlimm::A,tubaisteach,malo
816,schlimm::A,tubaisteach,grave
817,wahr::A,fíor,verídico
818,wahr::A,fíor,verdadero
819,alt::A,sean,viejo
820,neu::A,úr,nuevo
821,neu::A,nua,nuevo
822,ehemalig::A,iar-,antiguo
823,ehemalig::A,sean-,antiguo
824,alt[Lebewesen]::A,sean,viejo
825,alt[Lebewesen]::A,aosta,viejo
826,jung::A,óg,joven
827,arm::A,bocht,pobre
828,reich::A,saibhir,rico
829,reich::A,rachmasach,rico
830,bekannt::A,atá eolas air,conocido
831,berühmt::A,cailiúil,famoso
832,berühmt::A,cailiúil,célebre
