,Concept_ID,fa,mdf
194,Ente::N,مرغابی,яксярга
195,Eule::N,جغد,ко́рож
196,Kranich::N,درنا,ка́рга
197,Krähe::N,زاغ,ва́рси
198,Krähe::N,کلاغ,ва́рси
199,Kuckuck::N,فاخته,ку́ку
200,Schwan::N,قو,ло́ксти
201,Fisch::N,ماهی,кал
202,Barsch::N,ماهی خاردار,о́кунь
203,Hecht::N,اردک ماهی,щу́ка
204,Schlange[Tier]::N,مار,куй
205,Wurm::N,کرم,сукс
206,Spinne::N,عنکبوت,унжа́
207,Ameise::N,مورچه,панжам
208,Laus::N,شپش,си
209,Mücke::N,پشه,ся́ське
210,Fliege::N,مگس,кару
211,Schmetterling::N,پروانه,ме́лав
212,Beere::N,گیله,и́мож
213,Apfel::N,سیب,марь
214,Pilz::N,قارچ,панга
215,Zwiebel::N,پیاز,шурьхкя́
216,Saat::N,بذر,видьмот
217,Korn::N,تخم,сёра
218,Korn::N,دانه,сёра
219,Heu::N,علف خشک,тише
220,Schale::N,پوست,кедь
221,Grube::N,گودال,лотка
222,Falle::N,دام,туфкс
223,Falle::N,دام,кунда́ма
224,Schlinge::N,حلقه,килькш
225,Spur::N,رد,пильгоки́
226,Asche::N,خاکستر,кулу
227,Dreck::N,کثافت,ърда́з
228,Eisen::N,آهن,кшни
229,Gold::N,زر,ока
230,Gold::N,زر,золота
231,Gold::N,طلا,ока
232,Gold::N,طلا,золота
233,Silber::N,نقره,сия́
234,Kohle::N,زغال,седь
235,Kohle::N,زغال,седьвальмя
236,Glas::N,شیشه,кля́нцек
237,Lehm::N,گل,сёвонь
238,Sand::N,شن,шува́р
239,Sand::N,ماسه,шува́р
240,Mensch::N,آدم,ломань
241,Mensch::N,انسان,ломань
242,Mann::N,مرد,аля
243,Mann::N,مرد,цёраломань
244,Frau::N,زن,ава
245,Kind::N,بچه,идь
246,Kind::N,بچه,шаба
247,Kind::N,کودک,идь
248,Kind::N,کودک,шаба
249,Junge::N,پسر,цёраня
250,Mädchen::N,دختر,стирня́
251,Familie::N,فامیل,тнал
252,Familie::N,فامیل,семья
253,Familie::N,خانواده,тнал
254,Familie::N,خانواده,семья
255,Großvater::N,پدربزرگ,атя
256,Großvater::N,پدربزرگ,щя́тя
257,Großmutter::N,مادر‌بزرگ,баба
258,Eltern::N,والدین,тя́дят-а́лят
259,Eltern::N,پدر‌و‌مادر,тя́дят-а́лят
260,Vater::N,پدر,аля
261,Mutter::N,مادر,ава
262,Mutter::N,مادر,тядя
263,Sohn::N,پسر,цёра
264,Tochter::N,دختر,стирь
265,Bruder::N,برادر,дуган
266,Bruder::N,برادر,пяльне
267,Schwester::N,خواهر,ака
268,Schwester::N,خواهر,сазор
269,Onkel::N,عمو,оця
270,Onkel::N,عمو,патя
271,Onkel::N,عمو,щеня́
272,Onkel::N,دایی,оця
273,Onkel::N,دایی,патя
274,Onkel::N,دایی,щеня́
275,Tante::N,عمه,ака
276,Tante::N,عمه,щака
277,Tante::N,خاله,ака
278,Tante::N,خاله,щака
279,Ehemann::N,همسر,мирде
280,Ehefrau::N,همسر,ърьвя́
281,Freude::N,شادی,ке́нярдема
282,Gelächter::N,خنده,рахсема
283,Gelächter::N,قاه‌قاه,рахсема
284,Glück::N,اقبال,паваз
285,Kummer::N,غم,ризф
286,Kummer::N,غم,пичефкс
287,Kummer::N,غصه,ризф
288,Kummer::N,غصه,пичефкс
289,Wunsch::N,آرزو,мяль
290,Wunsch::N,آرزو,таколдома
291,Lust::N,هوس,таколдома
292,Geist::N,روح,вайме
293,Gedanke::N,فکر,мяль
294,Gedächtnis::N,حافظه,прявий
295,Verstand::N,هوش,прявий
296,Sinn::N,معنا,ён
297,Sinn::N,مفهوم,ён
298,Grund::N,سبب,туфта́л
299,Grund::N,دلیل,туфта́л
300,Wahrheit::N,حقیقت,ви́де
301,Wahrheit::N,حقیقت,видеши́
302,Gespräch::N,صحبت,корхтама
303,Gespräch::N,گفتگو,корхтама
304,Märchen::N,قصه,ёфкс
305,Märchen::N,افسانه,ёфкс
306,Erzählung::N,داستان,азкс
307,Nachricht::N,خبر,куля́
308,Neuigkeit::N,خبر تازه,куля́
309,Name::N,اسم,лем
310,Rätsel::N,معما,со́дама ёфкс
311,Rede::N,سخن,вал
312,Rede::N,سخن,корхтама
313,Sprache::N,زبان,кяль
314,Stimme::N,صدا,вайгяль
315,Wort::N,کلمه,вал
316,Zeichen::N,نشان,тя́ште
317,Zeichen::N,نشان,тя́штькс
318,Zeichen::N,علامت,тя́ште
319,Zeichen::N,علامت,тя́штькс
320,Ruf::N,صدا,тердема
321,Lärm::N,هیاهو,гайф
322,Lärm::N,هیاهو,жалакодома
323,Laut::N,صدا,вайгяль
324,Ton::N,آهنگ,вайгяль
325,Lied::N,آواز,мора
326,Lied::N,ترانه,мора
327,Ruhe::N,آرامش,сетьме
328,Leute::N,مردم,ломатть
329,Volk::N,خلق,наро́д
330,Arbeit::N,کار,тев
331,Gast::N,مهمان,и́нжи
332,Gast::N,مهمان,ко́нак
333,Geschenk::N,هدیه,казне
334,Spiel::N,بازی,налхкома
335,Spiel::N,بازی,налхксема
336,Gesellschaft::N,جمعیت,кружок
337,Hilfe::N,کمک,лездома
338,Freund::N,دوست,я́лга
339,Kamerad::N,رفیق,я́лга
340,Angelegenheit::N,امر,тев
341,Angelegenheit::N,قضیه,тев
342,Anzahl::N,عده,лувкс
343,Anzahl::N,شمار,лувкс
344,Art::N,نوع,вид
345,Stück::N,تکه,пакш
346,Stück::N,قطعه,пакш
347,Teil::N,بخش,часть
348,Teil::N,بخش,пялькс
349,Teil::N,قسمت,часть
350,Teil::N,قسمت,пялькс
351,Hälfte::N,نیم,пяле
352,Kreis::N,حلقه,шаркс
353,Kreis::N,دایره,шаркс
354,Kreuz::N,صلیب,крёз
355,Linie::N,خط,межа
356,Linie::N,خط,китькс
357,Linie::N,سطر,межа
358,Linie::N,سطر,китькс
359,Strich::N,خط,межа
360,Abstand::N,فاصله,ётка
361,Entfernung::N,مسافت,ётка
362,Gegend::N,منطقه,ва́ста
363,Gegend::N,منطقه,перьфпя́ль
364,Platz::N,گنجایش,ва́ста
365,Ort::N,جا,ва́ста
366,Ort::N,محل,ва́ста
367,Ort::N,مکان,ва́ста
368,Seite::N,طرف,пяле
369,Mitte::N,وسط,кучка́
370,Mitte::N,میان,кучка́
371,Gegenstand::N,چیز,веща
372,Sache::N,چیز,тев
373,Sache::N,چیز,веща
374,Rand::N,کنار,пе
375,Rand::N,حاشیه,пе
376,Kante::N,لبه,и́рдез
377,Ecke::N,گوشه,ужа
378,Spitze::N,سر,пря
379,Spitze::N,نوک,пря
380,Ende::N,ته,пе
381,Ende::N,آخر,пе
382,Loch::N,سوراخ,варя
383,Winkel::N,کنج,ужа
384,Muster::N,نقش,сёрма
385,Größe::N,قد,серь
386,Größe::N,بزرگی,серь
387,Länge::N,طول,кува́лма
388,Höhe::N,بلندی,серь
389,Gewicht::N,وزن,сталма
390,Menge::N,مقدار,лувкс
391,Menge::N,اندازه,лувкс
392,Haufen::N,توده,мар
393,Reihe::N,ردیف,ряд
394,Boot::N,قایق,венеж
395,Ruder::N,پارو,миле
396,Schlitten::N,سورتمه,ну́рда
397,Ski::N,اسکی,сокс
398,Lagerfeuer::N,آتش,то́лмар
399,Last::N,بار,канкс
400,Last::N,بار,сталма
401,Last::N,سنگینی,канкс
402,Last::N,سنگینی,сталма
403,Gang::N,راه رفتن,молема
404,Schritt::N,قدم,аськолкс
405,Norden::N,شمال,якшама шире
406,Süden::N,جنوب,ля́мбе ши́ре
407,Westen::N,غرب,ши валгома шире
408,Osten::N,شرق,шинь стяма шире
409,Holz::N,چوب,вирь
410,Holz::N,چوب,шуфта
411,Brett::N,تخته,лавця
412,Platte::N,صفحه,плита́
413,Stütze::N,تکیه,неже
414,Stange::N,میله,олга
415,Stock::N,چوب,байдек
416,Stab::N,عصا,олгоня
417,Rohr::N,لوله,турама
418,Haus::N,منزل,куд
419,Heim::N,خانه,куд
420,Heim::N,کاشانه,куд
421,Ofen::N,بخاری,пянакуд
422,Fußboden::N,کف اتاق,кия́кс
423,Tisch::N,میز,шра
424,Tisch::N,میز,моркш
425,Stuhl::N,صندلی,стул
426,Wiege::N,گهواره,нюря́м
427,Bett::N,تختخواب,ацам
428,Regal::N,قفسه,лавцяланга
429,Kiste::N,صندوق,парга
430,Fenster::N,پنجره,валмья
431,Tür::N,در,кенкш
432,Tür::N,درب,кенкш
433,Tor::N,دروازه,ортат
434,Zaun::N,حصار,перяфкс
435,Dach::N,بام,кудпря
436,Leiter::N,نردبان,куцема
437,Besen::N,جارو,тяльме
438,Spaten::N,بیل,ка́йме
439,Schaufel::N,بیل,ко́поня
440,Schaufel::N,بیل,ця́рдом
441,Schaufel::N,پارو,ко́поня
442,Schaufel::N,پارو,ця́рдом
443,Gabel::N,چنگال,ця́нгоня
444,Löffel::N,قاشق,куцю
445,Messer::N,کارد,пеель
446,Nagel::N,میخ,эска
447,Netz::N,تور,
448,Netz::N,شبکه,
449,Haken::N,قلاب,кя́чказ
450,Griff::N,دسته,недь
451,Griff::N,دسته,кунда́мка
452,Schloss::N,قفل,замо́к
453,Bild::N,عکس,карти́на
454,Bild::N,تصویر,карти́на
455,Figur::N,تندیس,ронга-понда
456,Puppe::N,عروسک,ня́ка
457,Beutel::N,کیسه,кяскав
458,Bündel::N,بسته,кярьме
459,Tasche::N,کیف,кошяльня
460,Eimer::N,سطل,ве́дарка
461,Deckel::N,در,тавадкс
462,Deckel::N,در,вельхкс
463,Geschirr::N,ظرف,кядьге
464,Sack::N,گونی,кяскав
465,Tasse::N,فنجان,ша́ваня
466,Topf::N,دیگ,кавозь
467,Topf::N,قابلمه,кавозь
468,Kessel::N,دیگ,сргавозь
469,Essen::N,خوراک,ярхцама
470,Nahrung::N,غذا,ярхцампяль
471,Speise::N,خوراک,ярхцама
472,Fleisch::N,گوشت,пал
473,Fleisch::N,گوشت,сиволь
474,Getreide::N,غله,сёра
475,Brei::N,فرنی,ям
476,Brei::N,حریره,ям
477,Brot::N,نان,кши
478,Scheibe::N,قاچ,кочам
479,Scheibe::N,لزگه,кочам
480,Fett::N,چربی,куя́
481,Butter::N,کره,вай
482,Öl::N,روغن,вай
483,Salz::N,نمک,сал
484,Suppe::N,آش,шонгарям
485,Suppe::N,آش,коршампяль
486,Suppe::N,سوپ,шонгарям
487,Suppe::N,سوپ,коршампяль
488,Honig::N,عسل,медь
489,Milch::N,شیر,лофца
490,Tee::N,چای,чай
491,Leder::N,چرم,кедь
492,Wolle::N,پشم,пона
493,Stoff::N,پارچه,котф
494,Nadel::N,سوزن,салмокс
495,Faden::N,نخ,сюре
496,Knopf::N,دکمه,пуня
497,Knoten::N,گره,сюлма
498,Farbe::N,رنگ,архтомбяль
499,Kleidung::N,لباس,щам
500,Kleidung::N,پوشاک,щам
501,Hemd::N,پیراهن,па́нар
502,Kragen::N,یقه,сиве
503,Ärmel::N,آستین,ожа
504,Hose::N,شلوار,понкст
505,Gürtel::N,کمر‌بند,каркс
506,Mütze::N,کلاه,вазь
507,Schuh::N,کفش,башма́к
508,Stiefel::N,چکمه,кя́ме
509,Ring::N,حلقه,суркс
510,Ring::N,انگشتر,суркс
511,Band::N,نوار,керькс
512,Band::N,نوار,лента
513,Band::N,روبان,керькс
514,Band::N,روبان,лента
515,Kamm::N,شانه,сюрьхцем
516,Spiegel::N,آینه,ванома
517,Riemen::N,تسمه,шнань каркс
518,Schnur::N,ریسمان,пикс
519,Schnur::N,ریسمان,карькскя
520,Leine::N,قلاده,вядьме
521,Decke::N,پتو,вельхкс
522,Kissen::N,بالش,тоду
523,Tuch::N,شال,руця́
524,Handtuch::N,حوله,на́рдама
525,Kraft::N,نیرو,вий
526,Stärke::N,زور,вииши
527,Gesundheit::N,سلامتی,шумбраши́
528,Gesundheit::N,تندرستی,шумбраши́
529,Krankheit::N,بیماری,урма́
530,Krankheit::N,بیماری,сярядема
531,Schmerz::N,درد,маряма
532,Wunde::N,زخم,керф
533,Fieber::N,تب,маштыкс
534,Arznei::N,دارو,надо́бья
535,Arznei::N,دارو,пъчка́фтома
536,Brücke::N,پل,седь
537,Brunnen::N,چاه,эши
538,Weide::N,چراگاه,ванома васта
539,Pfad::N,راه,ян
540,Pfad::N,راه,киня́
541,Weg::N,راه,ки
542,Weg::N,طریق,ки
543,Straße::N,راه,ки
544,Straße::N,جاده,ки
545,Dorf::N,ده,веле
546,Dorf::N,روستا,веле
547,Stadt::N,شهر,ош
548,Brief::N,نامه,сёрма
549,Buch::N,کتاب,книга
550,Buchstabe::N,حرف,бу́ква
551,Zeitung::N,روزنامه,газе́та
552,Leben::N,عمر,эряф
553,Leben::N,عمر,эряма
554,Leben::N,زندگی,эряф
555,Leben::N,زندگی,эряма
556,Tod::N,مرگ,кулома́
557,Grab::N,گور,калма
558,Grab::N,مزار,калма
559,Kirche::N,کلیسا,це́рькав
560,Sünde::N,بزه,пежеть
561,Sünde::N,بزه,муворкс
562,Sünde::N,گناه,пежеть
563,Sünde::N,گناه,муворкс
564,Gott::N,خدا,шкай
565,Arbeiter::N,کارگر,трудендай
566,Arbeiter::N,کارگر,работник
567,Chef::N,رئیس,азор
568,Chef::N,رئیس,оцюня
569,Meister::N,استاد,мастяр
570,Arzt::N,پزشک,врач
571,Arzt::N,پزشک,доктор
572,Lehrer::N,معلم,учи́тель
573,Lehrer::N,آموزگار,учи́тель
574,Geld::N,پول,ярмакт
575,Geschäft::N,کار,ладяфкс
576,Geschäft::N,کار,ладяф тев
577,Geschäft::N,بیزنس,ладяфкс
578,Geschäft::N,بیزنس,ладяф тев
579,Laden::N,دکان,ла́вка
580,Laden::N,مغازه,ла́вка
581,Preis::N,بها,питне
582,Preis::N,قیمت,питне
583,Ware::N,جنس,миф
584,Ware::N,جنس,ра́маф
585,Ware::N,کالا,миф
586,Ware::N,کالا,ра́маф
587,Nutzen::N,مزیت,пара
588,Nutzen::N,مزیت,лезкс
589,Nutzen::N,امتیاز,пара
590,Nutzen::N,امتیاز,лезкс
591,Reichtum::N,مال,ко́зяши
592,Reichtum::N,ثروت,ко́зяши
593,Welt::N,دنیا,свет
594,Land::N,کشور,мастор
595,Land::N,مملکت,мастор
596,Staat::N,دولت,государства
597,König::N,شاه,король
598,König::N,پادشاه,король
599,Macht::N,قدرت,азорондама
600,Macht::N,قدرت,азорксши
601,Macht::N,اختیار,азорондама
602,Macht::N,اختیار,азорксши
603,Grenze::N,مرز,ёткаян
604,Krieg::N,جنگ,война́
605,Feind::N,دشمن,душман
606,Feind::N,دشمن,каршек тюри
607,Gewalt::N,زور,наругама
608,Gewalt::N,خشونت,наругама
609,Kampf::N,نبرد,тюрема́
610,Kampf::N,مبارزه,тюрема́
611,Bogen[Waffe]::N,کمان,нал
612,Pfeil::N,تیر,нал
613,Gewehr::N,تفنگ,винто́вка
614,Fehler::N,غلط,эльбядькс
615,Fehler::N,اشتباه,эльбядькс
616,Lüge::N,دروغ,васькафнема
617,Schaden::N,آسیب,зия́н
618,Schaden::N,خسارت,зия́н
619,Unglück::N,بلا,зия́н
620,Schuld::N,گناه,муворши
621,Schuld::N,تقصیر,муворши
622,Alter::N,سن,эряф кизот
623,Alter::N,سن,эряфонь пинге
624,Alter::N,عمر,эряф кизот
625,Alter::N,عمر,эряфонь пинге
626,Schluss::N,انتها,пе
627,Zeit::N,وقت,пинге
628,Zeit::N,زمان,пинге
629,Tag::N,روز,ши
630,Morgen::N,صبح,шобдава
631,Mittag::N,ظهر,шикучка
632,Abend::N,شب,иля́дь
633,Abend::N,عصر,иля́дь
634,Nacht::N,شب,ве
635,Woche::N,هفته,недя́ля
636,Monat::N,ماه,ков
637,Jahr::N,سال,киза
638,Frühling::N,بهار,тунда́
639,Sommer::N,تابستان,киза
640,Herbst::N,پاییز,сёксе
641,Winter::N,زمستان,тяла
642,Januar::N,ژانویه,кельмеков
643,Februar::N,فوریه,уфайков
644,März::N,مارس,марайков
645,April::N,آوریل,шудиков
646,Mai::N,مه,панжиков
647,Juni::N,ژوئن,лямбеков
648,Juli::N,ژویه,псиков
649,August::N,اوت,сёроньков
650,September::N,سپتامبر,тюжягов
651,Oktober::N,اکتبر,кельмазаков
652,November::N,نوامبر,эйндамков
653,Dezember::N,دسامبر,кучкаков
654,Montag::N,دو‌شنبه,одговши
655,Dienstag::N,سه‌شنبه,ша́вши
656,Mittwoch::N,چهار‌شنبه,вержи
657,Donnerstag::N,پنج شنبه,шува́ланя
658,Freitag::N,جمعه,пя́денця
659,Samstag::N,شنبه,ёткши
660,Sonntag::N,یکشنبه,таргоши
661,groß::A,بزرگ,оцю
662,klein::A,کوچک,ёмла
663,lang::A,بلند,кува́ка
664,kurz::A,کوتاه,нюрьхкя́ня
665,breit::A,پهن,кели
666,schmal::A,تنگ,тяйня
667,schmal::A,نازک,тяйня
668,dicht::A,چگال,сиде
669,dicht::A,چگال,туста
670,dicht::A,انبوه,сиде
671,dicht::A,انبوه,туста
672,dick[Gegenstand]::A,ضخیم,эчке
673,dünn::A,نازک,шува́ня
674,fein::A,ریز,шува́ня
675,fein::A,باریک,шува́ня
676,fest::A,محکم,кеме
677,flach::A,صاف,лапш
678,flach::A,مسطح,лапш
679,glatt::A,لیز,вадяв
680,glatt::A,لیز,такор
681,hart::A,سفت,калгода
682,weich::A,نرم,ляпе
683,weich::A,ملایم,ляпе
684,rund::A,گرد,кру́глай
685,spitz::A,تیز,ботаз
686,spitz::A,تیز,оржа
687,spitz::A,نوک‌تیز,ботаз
688,spitz::A,نوک‌تیز,оржа
689,scharf::A,تیز,оржа
690,scharf::A,برنده,оржа
691,stumpf::A,کند,ношка
692,schwer::A,سنگین,стака
693,schön::A,زیبا,мазы
694,heiß::A,داغ,пси
695,warm::A,گرم,лямбе
696,kalt::A,سرد,кельме
697,kühl::A,خنک,эше
698,frisch::A,تازه,свежай
699,feucht::A,مرطوب,летьке
700,nass::A,تر,начка
701,nass::A,خیش,начка
702,trocken::A,خشک,коське
703,voll::A,پر,пяшксе
704,leer::A,خالی,шава
705,offen::A,باز,панжада
706,offen::A,باز,виде
707,geschlossen::A,بسته,пякстаф
708,geschlossen::A,بسته,сёлгф
709,sauber::A,پاک,ару
710,sauber::A,تمیز,ару
711,schmutzig::A,کثیف,рда́зу
712,schmutzig::A,کثیف,пя́ндра
713,schmutzig::A,آلوده,рда́зу
714,schmutzig::A,آلوده,пя́ндра
715,roh::A,خام,верок
716,reif::A,رسیده,ке́нерьф
717,lecker::A,لذیذ,танцти
718,lecker::A,خوشمزه,танцти
719,süß::A,شیرین,ламбама
720,bitter::A,تلخ,сяпи
721,sauer::A,ترش,шапама
722,hell::A,روشن,валда
723,dunkel::A,تاریک,шобда
724,schwarz::A,سیاه,равжа
725,weiß::A,سفید,акша
726,rot::A,سرخ,якстерь
727,rot::A,قرمز,якстерь
728,gelb::A,زرد,тюжя́
729,blau::A,آبی,сенем
730,grün::A,سبز,пиже
731,grün::A,سبز,сянгяря
732,grau::A,طوسی,уле
733,grau::A,خاکستری,уле
734,bunt::A,رنگارنگ,сёрмав
735,billig::A,ارزان,у́цез
736,billig::A,ارزان,аф пи́тни
737,teuer::A,گران,пи́тни
738,wertvoll::A,قیمتی,питни
739,wertvoll::A,گرانبها,питни
740,blind::A,کور,сокор
741,blind::A,نابینا,сокор
742,taub::A,کر,пярав
743,taub::A,ناشنوا,пярав
744,kräftig::A,قوی,пяк вии
745,stark::A,قوی,вии
746,stark::A,نیرومند,вии
747,schwach::A,ضعیف,лафча
748,fett::A,چرب,куя́
749,schlank::A,باریک‌اندام,виде ронга
750,hübsch::A,قشنگ,мазы
751,hübsch::A,خوشگل,мазы
752,böse::A,بد,кяжи
753,dumm::A,احمق,аф ёню
754,dumm::A,احمق,шава пря
755,faul::A,لش,нола
756,faul::A,تنبل,нола
757,fleißig::A,زرنگ,ку́лхцонды
758,geizig::A,خسیس,кирьжя
759,geizig::A,خسیس,жаднай
760,klug::A,عاقل,ёню
761,klug::A,عاقل,пря́ви
762,klug::A,باهوش,ёню
763,klug::A,باهوش,пря́ви
764,geschickt::A,ماهر,маштозь тиф
765,lieb::A,عزیز,цебярь
766,lustig::A,شاد,ра́хси
767,lustig::A,خوشحال,ра́хси
768,sanft::A,لطیف,сетьме
769,hungrig::A,گرسنه,вача
770,hungrig::A,گرسنه,вачеда
771,krank::A,مریض,сяряди
772,krank::A,بیمار,сяряди
773,nackt::A,لخت,штада
774,nackt::A,لخت,кърхтапа
775,nackt::A,برهنه,штада
776,nackt::A,برهنه,кърхтапа
777,traurig::A,غمگین,ла́жнай
778,lebendig::A,زنده,эряй
779,gut::A,خوب,пара
780,gut::A,خوب,цебярь
781,schlecht::A,بد,кальдяв
782,richtig::A,درست,виде
783,schlimm::A,وخيم,кальдяв
784,wahr::A,درست,афкуксонь
785,wahr::A,حقیقی,афкуксонь
786,alt::A,کهنه,ташта
787,neu::A,نو,од
788,ehemalig::A,قبلی,и́нгольдень
