,Concept_ID,ab,lbe
670,lustig::A,агурҿыхага,тяхъасса
671,sanft::A,атата,иминсса
672,sanft::A,аҟəымшəышə,иминсса
673,sanft::A,ақьыҧш,иминсса
674,hungrig::A,амлашь,ккашилсса
675,krank::A,ачымазаҩ,къашавайсса
676,nackt::A,аҟьантаз,кӏачӏасса
677,traurig::A,алахьеиқəҵага,пашмансса
678,lebendig::A,абза,уттавасса
679,gut::A,абзиа,ххуйсса
680,schlecht::A,-хəарҭам,оьккисса
681,richtig::A,иашоу,саргъунсса
682,schlimm::A,абааҧсы,оьккисса
683,wahr::A,агəҭылса,хӏакьсса
684,wahr::A,абзиаҵəҟьа,хӏакьсса
685,alt::A,Ажə,кугьнасса
686,neu::A,аҿыц,цӏусса
687,ehemalig::A,анкьатәи,хъхъичӏвасса
688,alt[Lebewesen]::A,абырг,агьилсса
689,alt[Lebewesen]::A,ақабада,агьилсса
690,alt[Lebewesen]::A,Ажə,агьилсса
691,jung::A,аҟата,чӏавасса
692,jung::A,аҟата,жагьилсса
693,arm::A,ананамга,мискинсса
694,reich::A,абеиа,авадансса
695,bekannt::A,адыр,дусъсса
696,berühmt::A,адыр,машгьурсса
697,fremd::A,атəым,чил
698,verschieden::A,Еиуа-еиҧшым,личӏи-личӏисса
699,nah::A,ааигəа,гъансса
700,fern::A,ахара,архсса
701,linker::A,арма,кияхсса
702,linker::A,арма,кюччахсса
703,rechter::A,арҕьа,урчӏахсса
704,anderer::A,даҽа,цамур
705,anderer::A,даҽакы,цамур
706,erster::A,актәи,цалчинмур
707,erster::A,актәи,цалчиннсса
708,zweiter::A,аҩбатəи,кӏилчиимур
709,dritter::A,ахҕатәи,шамулчинмур
710,letzter::A,аҵыхəтəантəи,махъва-махъмур
711,allein::ADV,мацара,ялгъузну
712,auf einmal::ADV,зныкала,
713,auf einmal::ADV,зныкҟьара,
714,zusammen::ADV,аиц...,цачӏу
715,zusammen::ADV,аиц...,архӏал
716,lange::ADV,акыраамҭа,батӏи къабуклай
717,lange::ADV,акыраамҭа,хъунмасса хӏаллай
718,plötzlich::ADV,иаалырҟьаны,цакуну
719,sofort::ADV,иаразнакҵәҟьа,мугьлат бакъа
720,später::ADV,уажəшьҭаншəа,махъ
721,jetzt::ADV,уажәы,утти
722,jetzt::ADV,уажәы,цӏана
723,heute::ADV,иахьа,хӏакьину
724,morgen::ADV,уаҵәы,гьуит
725,morgen::ADV,уаҵәы,гьунттий
726,bald::ADV,иласны,
727,dann::ADV,нас,яла
728,gestern::ADV,иацы,лахьхьу
729,einst::ADV,зны,
730,damals::ADV,усҟан,та чӏумал
731,danach::ADV,нас,яла
732,vorher::ADV,уаанӡа,хьхьнчӏ
733,vorher::ADV,уаанӡа,хьхьичӏва
734,zuerst::ADV,азнаказы,бакӏрай
735,zuerst::ADV,азнаказы,цӏу бутӏуй
736,zuerst::ADV,аҧхьа,бакӏрай
737,zuerst::ADV,аҧхьа,цӏу бутӏуй
738,einmal::ADV,зны,цал
739,manchmal::ADV,зны-зынла,ваксса-таксса
740,oft::ADV,лассы-лассы,чӏявуну
741,immer::ADV,енагь,мудан
742,immer::ADV,енагь,даиман
743,immer::ADV,еснагь,мудан
744,immer::ADV,еснагь,даиман
745,niemals::ADV,ианакəызаалак,тачӏав
746,hier::ADV,ара,шикку
747,hier::ADV,абра,шикку
748,hier::ADV,араҟа,шикку
749,hierhin::ADV,ара,шиккун
750,hierhin::ADV,араҟа,шиккун
751,von hier::ADV,арантә,шичча
752,dort::ADV,уа,гикку
753,dorthin::ADV,уахь,тиккун
754,dorthin::ADV,анахь,тиккун
755,geradeaus::ADV,ишиашоу,тӏайланм
756,vorwärts::ADV,ҕхьаҟа,хьхьичӏунмай
757,rückwärts::ADV,шьҭахьла,махъа-хьхьичӏунмай
758,zurück::ADV,шьҭахьҟа,махъунмай
759,unten::ADV,лбаа,лув
760,hinab::ADV,алада,бакӏ-ялавай
761,hinab::ADV,алада,бакӏъялавай
762,oben::ADV,хыхь,ялув
763,hinauf::ADV,аҩада,лавай
764,überall::ADV,зегьынцьара,гьариий
765,überall::ADV,зегьынцьара,хьу-хьуний
766,überall::ADV,зегьынцьара,гьарца кӏанай
767,nicht::ADV,-м,къа-
768,ein wenig::ADV,ҕыҭк,чанни
769,ein wenig::ADV,ҕыҭк,ца чансса
770,kaum::ADV,аарлаҳәа,дахьа
771,kaum::ADV,афергьҳәа,дахьа
772,sehr::ADV,даара,оьну
773,sehr::ADV,даара,гужну
774,sehr::ADV,даара,хъинну
775,so::ADV,ас,укукн
776,so::ADV,абас,укукн
777,noch::ADV,макьана,гьала
778,noch::ADV,макьана,уттигу
779,noch::ADV,макьана,цакьинва
780,noch::ADV,макьана,ттигу-шилагу
781,nur::ADV,заҵәык,анжагь
782,schon::ADV,уажәшьҭа,
783,schon::ADV,аиҳа ипоу,
784,wieder::ADV,ҿыц,цӏуницӏа
785,wieder::ADV,дырҩегь,цӏуницӏа
786,wieder::ADV,дырҩегьых,цӏуницӏа
787,vergebens::ADV,баша,аьдада
788,vergebens::ADV,баша,нахӏакь
789,vor::PRP,аҕхьа,хьхьичӏ
790,hinter::PRP,нхыҵ,махъ
791,unter::PRP,амҵа,лув
792,unter::PRP,амҵан,лув
793,neben::PRP,ааигуара,чӏарав
794,zwischen::PRP,абжьара,дянив
795,wegen::PRP,-иззы,цӏаний
796,wegen::PRP,-ҟнытә,цӏаний
797,dies::PRN,ари,ва
798,dies::PRN,абри,ва
799,das::PRN,Абни,та
800,das::PRN,Абни,кӏа
801,das::PRN,Абни,га
802,das::PRN,убри,та
803,das::PRN,убри,кӏа
804,das::PRN,убри,га
805,alles::PRN,зегьы,щала
806,ich::PRN,са,на
807,ich::PRN,сара,на
808,du::PRN,бара,ина
809,er::PRN,иара,му
810,wir::PRN,ҳара,жу
811,ihr::PRN,шәара,зу
812,sie::PRN,дара,
813,wer::FPRN,дарбан,цу
814,wo::FADV,иабыкуу,чув
815,wo::FADV,аба-,чув
816,wo::FADV,ахь-,чув
817,wohin::FADV,иабыкуу,чун
818,wohin::FADV,аба-,чун
819,wohin::FADV,ахь-,чун
820,wie::FADV,-шҕа,цукун
821,warum::FADV,избан,цан
822,wieviel::FNUM,заҟа,циксса
823,eins::NUM,акы,ца
824,eins::NUM,аӡәы,ца
825,zwei::NUM,ҩба,кӏива
826,drei::NUM,хҕа,шамма
827,vier::NUM,ҕшьба,мукьа
828,vier::NUM,ҕшьба,мукьва
829,fünf::NUM,хəба,ххюва
830,sechs::NUM,фба,ряхва
831,sieben::NUM,Бжьба,арула
832,acht::NUM,ааба,мяйва
833,neun::NUM,жәба,урчӏва
834,zehn::NUM,жәаба,ацӏва
835,elf::NUM,жәеизатәи,ацӏния цава
836,zwölf::NUM,жәаҩа,ацӏиия кӏива
837,zwanzig::NUM,ҩажәа,кьува
838,dreißig::NUM,ҩажәижәабатәи,зувира
839,vierzig::NUM,ҩынҩажәа,мукьцӏала
840,fünfzig::NUM,ҩынҩажәеижәаба,ххюцӏала
841,sechzig::NUM,хынҩажәа,ряхцӏала
842,siebzig::NUM,хынҩажәижәаба,
843,achtzig::NUM,ҕшьынҩажәа,мяйцӏала
844,neunzig::NUM,ҕшьынҩажәижәаба,урчӏцӏала
845,hundert::NUM,шәкы,ттурш
846,hundert::NUM,шәкы,ттуршва
847,tausend::NUM,зқьы,азарва
848,und::CNJ,-и,-гу
849,oder::CNJ,ма,я
850,oder::CNJ,ма,ягу
851,stehen::V,агылазаара,ацӏан
852,sitzen::V,атəара,щяивкӏун икӏан
853,sitzen::V,атəа(заа)ра,щяивкӏун икӏан
854,liegen::V,аиара,утту нвхьуну икӏан
855,hängen::V,акнаҳара,зурчӏай тӏун
856,werden::V,аҟалара,хьун
857,passieren::V,аҟалара,хьун
858,beginnen::V,алагара,дайдишин
859,beginnen::V,алагара,дайдирхьуну дикӏан
860,enden::V,алгара,къуртал дан
861,wechseln::V,аҽыҧсахра,даххана хьун
862,wechseln::V,аҽыҧсахра,даххана дуллан
863,aufgehen[Sonne]::V,агылара,буклай бур
864,aufgehen[Sonne]::V,ахашлара,буклай бур
865,aufgehen[Sonne]::V,аҩаҵхахара,буклай бур
866,untergehen[Sonne]::V,аҭашəара,лаглай бур
867,scheinen[Sonne]::V,акаҧхара,битан
868,scheinen[Sonne]::V,акаҧхара,чани буллан
869,donnern::V,адыдра,тӏий бур
870,wehen::V,асра,бишлай бур
871,strömen::V,акаҭəара,экьинан
872,fließen::V,ацара,экьинан
873,sich drehen::V,ахагьежьра,гьанан
874,schwanken::V,аҵысра,хъюлчу тӏун
875,schwanken::V,аҵысра,хӏуркку тӏун
876,schwingen::V,ахызазара,хъюлчай тӏун
877,schwingen::V,ахызазара,хъюлчу тӏун
878,schwingen::V,акьаандара,хъюлчай тӏун
879,schwingen::V,акьаандара,хъюлчу тӏун
880,fallen::V,акаҳара,багьлан
881,brennen::V,абылра,ччучлан
882,rauchen::V,ахылҵра,пуркӏу тӏун
883,regnen::V,аура,лачӏун
884,regnen::V,аура,лачIлай дур
885,gefrieren::V,аҵаара,микӏ лачӏун
886,tauen::V,аӡҭра,баслан
887,schmelzen::V,ақəӡыҭра,баслан
888,schmelzen::V,аҭəара,баслан
889,trocknen::V,абара,кьакьан
890,sieden::V,ашра,щаран
891,faulen::V,абаара,аьллан
892,verfaulen::V,абаара,аьллан
893,verfaulen::V,абаара,аьян
894,verfaulen::V,аилашра,аьллан
895,verfaulen::V,аилашра,аьян
896,reißen::V,аҧжəара,ххя дукан
897,versinken::V,аӡааҟəрылара,оькьлан
898,versinken::V,аӡааҟəрылара,оькьан
899,vergehen::V,ацара,лялиян
900,erscheinen::V,ацəырҵра,буккан
901,erscheinen::V,ацəырҵра,загьир хьун
902,verschwinden::V,аҵашəкəара,бат хьун
903,verschwinden::V,аҵашəкəара,акъа хьун
904,sinken::V,атəара,чахь учин
905,sinken::V,алаҟəра,чахь учин
906,abnehmen::V,ацӡаара,чан хьун
907,abnehmen::V,ацӡаара,ссуссукьу хьун
908,abnehmen::V,аиҵалара,чан хьун
909,abnehmen::V,аиҵалара,ссуссукьу хьун
910,zunehmen::V,аҽырҭбаара,гьарза хьун
911,zunehmen::V,аиҵыҵра,гьарза хьун
912,zunehmen::V,арацəахара,гьарза хьун
913,steigen::V,азҳара,гьаз хьун
914,steigen::V,ашьҭыҵра,гьаз хьун
915,steigen::V,адухара,гьаз хьун
916,steigen::V,ацлара,гьаз хьун
917,wachsen::V,азҳара,ххяххан
918,glänzen::V,ацыр-цырра,цӏай буккан
919,glänzen::V,ацыҩ-цыҩра,цӏай буккан
920,glänzen::V,аказказра,цӏай буккан
921,funkeln::V,ашап-шапра,цӏай-цӏай тӏун
922,funkeln::V,ацым-цымра,цӏай-цӏай тӏун
923,lärmen::V,ашьҭыбжьгара,чӏу буллан
924,lärmen::V,ашьҭыбжьгара,аьлагъужа буллан
925,lärmen::V,аҕьҕьаҳәа аилалара,чӏу буллан
926,lärmen::V,аҕьҕьаҳәа аилалара,аьлагъужа буллан
927,läuten::V,аҵəҵəасра,занг ришлан
928,läuten::V,аҵəҵəасра,занг дуллан
929,klingeln::V,аҵəҵəасра,занг ришлан
930,klingeln::V,аҵəҵəасра,занг дуллан
931,klirren::V,ахьархьарра,
932,klirren::V,архьархьарра,
933,brausen::V,аилаҽҽара,никъащилан
934,brausen::V,еилашуера,никъащилан
935,klingen::V,агара,чӏу буклан
936,klingen::V,ашьҭыбжь гара,чӏу буклан
937,bellen::V,ашра,хӏап тӏун
938,heulen::V,ауура,
939,blasen::V,аҭəҳəара,уф тӏун
940,pfeifen::V,ашəшəра,щютӏа тӏун
941,schreien::V,аҳəҳəара,чӏу бан
942,schreien::V,ахəаара,чӏу бан
943,schreien::V,аҟаара,чӏу бан
944,stöhnen::V,ақьра,угь-къак тӏун
945,zittern::V,аҵыс-ҵысра,зурзу чин
946,zittern::V,аҵыс-ҵысра,зурзу тӏун
947,leben::V,аҟазаара,ялапар хъанан
948,geboren werden::V,Аира,ан
949,atmen::V,аҕсыҕ лагаҩагара,ссихӏ ласлан
950,atmen::V,аҕсыҕ лагаҩагара,ссихӏ бигьлан
951,trinken::V,ажəра,хӏачӏан
952,trinken::V,ажəра,хӏачӏлан
953,essen::V,акрыфара,канан
954,schlucken::V,албаадара,кьюлтӏа тӏун
955,müde werden::V,ааҕсара,аьхчӏин
956,einschlafen::V,ацəара,шанан икӏан
957,schlafen::V,ацəазаара,шанан
958,aufwachen::V,аҿыхара,чантӏ учин
959,aufstehen::V,Агəылҵра,бизан
960,sich erholen::V,аҧсшьара,бигьалаган
961,krank werden::V,ачмазаҩхара,къашай хьун
962,krank sein::V,аҳəарҧсарра,къашай хъанан
963,krank sein::V,аҳəарҧсарра,къашавай икӏан
964,schmerzen::V,ахьра,цӏун
965,husten::V,аимҳәара,хъугьу чин
966,husten::V,аимҳәара,хъугьу тӏун
967,genesen::V,абзиахара,хъин хьун
968,genesen::V,абзиахара,сагъ лаган
969,genesen::V,аӷəӷəахара,хъин хьун
970,genesen::V,аӷəӷəахара,сагъ лаган
971,sterben::V,аҧсра,ивчӏан
972,umkommen::V,аҭахара,лиллан
973,umkommen::V,аҭахара,литӏлан
974,umkommen::V,аҭахара,ажал биян
975,umkommen::V,аҭахара,личӏи хьун
976,umkommen::V,аҭахара,иакьлу хьун
977,umkommen::V,аҭахара,ахир жан хъанан
978,umkommen::V,аҭахара,рухӏирачӏа икӏан
979,sich bewegen::V,аиҭаҵра,сукку хьун
980,sich rühren::V,ақəацара,сукку хьун
981,sich erheben::V,аҩагылара,бизан
982,sich setzen::V,атəара,щяикӏан
983,sich setzen::V,атəара,щябикӏан
984,hinfallen::V,акаҳара,багьан
985,laufen::V,аныҟəара,занан
986,schreiten::V,ашьаҿа еихгара,ша ласлан
987,spazierengehen::V,анеи-ааира,сайр буллан
988,eilen::V,аццакра,анавар буккан
989,sich beeilen::V,аццакра,анавар буккан
990,sausen::V,аҧырра,никъа щилан
991,sausen::V,аҧырра,никъа щун
992,sausen::V,иҭрысны,никъа щилан
993,sausen::V,иҭрысны,никъа щун
994,sausen::V,ишьҭҟьаны ацара,никъа щилан
995,sausen::V,ишьҭҟьаны ацара,никъа щун
996,rennen::V,аҩра,лечлан
997,springen::V,аҧара,тӏанкӏ дан
998,klettern::V,ақəлара,лахълан
999,schaukeln::V,аҟəараҟəанҽара,гьайжак бигьлан
1000,kriechen::V,аҳəазара,ххярк тӏун
1001,schwimmen::V,аӡсара,гьузун
1002,tauchen::V,ахəӡааҵəира,лултту уккан
1003,rudern::V,аҵшьра,бяхлан
1004,rudern::V,аҵшьра,батӏлан
1005,rudern::V,аҵшьра,ххялаххи дуклан
1006,fahren::V,акала,гьан
1007,fliegen::V,аҧырра,лехлан
1008,gehen::V,аиҭаҵра,нан
1009,weggehen::V,ацара,ялагьан
1010,abfahren::V,адəықəлара,гьан
1011,abfahren::V,ацара,гьан
1012,anhalten::V,ааныргылара,бацӏан
1013,hineingehen::V,аҭалара,буххан
1014,eintreten::V,аҩналара,буххан
1015,kommen::V,аара,учӏан
1016,kommen::V,ааира,учӏан
1017,ankommen::V,ааира,биян
1018,ankommen::V,ааира,бучӏан
1019,ankommen::V,аара,биян
1020,ankommen::V,аара,бучӏан
1021,ankommen::V,анеира,биян
1022,ankommen::V,анеира,бучӏан
1023,zurückkommen::V,азыхынҳəра,зана хъун
1024,zurückkommen::V,азыхынҳəра,зана бикӏан
1025,bleiben::V,аанхара,личӏан
1026,bleiben::V,анхара,личӏан
1027,bleiben::V,аангылара,личӏан
1028,warten::V,азҧшзаара,ялугьлан
1029,erwarten::V,азҧшра,ялугьлан
1030,suchen::V,ашьҭазаара,луглан
1031,finden::V,аҧшаара,лякъин
1032,versuchen::V,аҽазкра,ххал буллан
1033,vorbereiten::V,армазеира,хӏадур бан
1034,lieben::V,абзиабара,эшкьи хьуиу бикӏан
1035,mögen::V,агəаҧхара,ххиран бикӏан
1036,lachen::V,аччара,хъян
1037,rühren::V,арҵəуара,
1038,weinen::V,аҵəуара,аьтӏун
1039,schimpfen::V,ацəҳара,дяъван
1040,schimpfen::V,ацəҳара,ссугайи агьан
1041,sich ärgern::V,агəаара,ссибизлан
1042,sich fürchten::V,аӡыӡара,ингъауслан
1043,fürchten::V,ацəшəара,хӏучӏ тӏун
1044,fliehen::V,абналара,ака бан
1045,fliehen::V,ацəцара,ака бан
1046,flüchten::V,абналара,лихъан
1047,flüchten::V,ацəцара,лихъан
1048,sehen::V,абара,чӏалан
1049,anschauen::V,ахəаҧшра,урган
1050,ansehen::V,ахəаҧшра,буруглан
1051,hören::V,аҳара,баллан
1052,zuhören::V,азыӡырҩра,вичӏи дихьлан
1053,probieren::V,аҧышəара,тӏин ххал буллан
1054,riechen::V,афыҩра,ссунтӏа тӏун
1055,fühlen::V,анырра,дакӏнил буслан
1056,fühlen::V,ацәакырра,дакӏнил буслан
1057,scheinen::V,шәа,ххан
1058,scheinen::V,шәа,бизан
1059,scheinen::V,шәа,ххан бикӏлай бикӏан
1060,scheinen::V,аацәырҵа,ххан
1061,scheinen::V,аацәырҵа,бизан
1062,scheinen::V,аацәырҵа,ххан бикӏлай бикӏан
1063,vernehmen::V,аҳара,баян
1064,frieren::V,ашəра,лигьулул хъанан
1065,frieren::V,аҵаара,лигьулул хъанан
1066,tun::V,аҟаҵара,бан
1067,können::V,алшара,хьун
1068,wollen::V,аҭахра,
1069,anfangen::V,алагара,дайдишин
1070,beenden::V,алгара,къуртал бан
1071,aufhören::V,аҟəыҵра,кьабагьан
1072,gelingen::V,аура,бюхъан
1073,gelingen::V,аманшəалахара,бюхъан
1074,gelingen::V,алҵра,бюхъан
1075,geraten::V,нзаарын,
1076,öffnen::V,аартра,тӏитӏин
1077,schließen::V,аркра,лакьин
1078,stellen::V,аргылара,дацӏан дан
1079,stellen::V,аргылара,бишин
1080,setzen::V,артəара,щяитан
1081,legen::V,ақəҵара,бишин
1082,berühren::V,акьысра,ка щун
1083,berühren::V,алакьысра,ка щун
1084,verbinden::V,аҿаҳəара,бахӏин
1085,verbinden::V,аҿаҳəара,дахӏин
1086,bedecken::V,ақəршəра,ялтту бущин
1087,bedecken::V,ақəршəра,ялтту бакьин
1088,aufhängen::V,акнаҳара,лахъан
1089,anzünden::V,аркра,лахъан
1090,aufheben::V,ашьҭыхра,гьаз бан
1091,zurücklassen::V,аныжьра,кьаитан
1092,zurücklassen::V,аныжьра,битан
1093,verlieren::V,ацəыӡра,дакъа дан
1094,fallen lassen::V,ацəкаҳара,рутан
1095,machen::V,ачаҧара,дан
1096,herstellen::V,аиҵдара,яраг ишла бувиу бан
1097,bauen::V,аргылара,дан
1098,reparieren::V,арҽеира,дакьин дан
1099,verbessern::V,аиҕьтəра,ххуй дан
1100,ändern::V,аҧсахра,баххана бан
1101,graben::V,ажра,дуклан
1102,beugen::V,арҟəра,лахӏан бан
1103,beugen::V,арҟəра,кьус бикӏан
1104,beugen::V,архəара,лахӏан бан
1105,beugen::V,архəара,кьус бикӏан
1106,biegen::V,арҟəра,баччин
1107,biegen::V,арҟəра,лахӏан бан
1108,biegen::V,архəара,баччин
1109,biegen::V,архəара,лахӏан бан
1110,drehen::V,аргьежьра,гьанан
1111,umdrehen::V,аарҳәра,кӏура баен бан
1112,heben::V,аҩахара,гьаз бан
1113,heben::V,араҳара,гьаз бан
1114,hochheben::V,ахагалара,гьаз бан
1115,hochheben::V,ашьҭҳəара,гьаз бан
1116,halten::V,акра,бугьлан
1117,drücken::V,ақəрӷəӷəара,кьюч бигьлан
1118,schieben::V,аҵгəара,щун
1119,schieben::V,агəара,щун
1120,kratzen::V,ацəҟьара,
1121,lecken::V,арбзара,ланцӏа тӏун
1122,beißen::V,ацҳара,хъапа тӏун
1123,beißen::V,ацҳара,кьацӏа тӏун
1124,abreißen::V,амжəара,буцан
1125,abschneiden::V,ахҵəара,бухъан
1126,abschneiden::V,ахҵəара,кьукьин
1127,abschneiden::V,аҿахҵəара,бухъан
1128,abschneiden::V,аҿахҵəара,кьукьин
1129,binden::V,аҿаҳəара,бахӏин
1130,binden::V,аҿаҳəара,дахӏин
1131,stecken::V,алаҵара,
1132,brechen::V,аҧҵəара,гъагъан
1133,klopfen::V,асра,кьутӏа тӏун
1134,hauen::V,ақəкшара,рищун
1135,kleben::V,аҷабра,лачӏун буллан
1136,reiben::V,арҟəыҷра,ссуку буллан
1137,streichen::V,ахьшьра,дугъан
1138,streichen::V,ахьшьра,аьгъу дан
1139,schleifen::V,ахра,
1140,schneiden::V,аҧҟара,духълан
1141,schneiden::V,аҧҟара,кьукьлан
1142,rütteln::V,арҵысра,
1143,schütteln::V,аршəшəара,хъюлчу буллан
1144,schwenken::V,аҟьара,палцӏ дуллан
1145,schütten::V,аҭаҭəара,рутӏин
1146,füllen::V,арҭəра,буцӏин бан
1147,einwickeln::V,алаҳəара,кай-кай бан
1148,tragen::V,аҩагара,ларсун занан
1149,tragen::V,аҩагара,ларсун ачин
1150,schleppen::V,арҳəазара,ххилан
1151,ziehen::V,ахара,
1152,aufbewahren::V,аҵəахра,ядан
1153,aufbewahren::V,аҵəахра,ядуллан
1154,werfen::V,аршəра,личин
1155,fangen::V,акра,бугьан
1156,fangen::V,акра,бугьлан
1157,packen::V,анкра,
1158,packen::V,аҵкаара,
1159,verstecken::V,аҵəахра,ладитан
1160,verstecken::V,аҵəахра,кьюлтӏ дан
1161,verstecken::V,аҵəахра,дахьлаган дан
1162,teilen::V,ашара,бачӏин
1163,teilen::V,ашара,бутӏа бан
1164,schicken::V,ашьҭра,тӏайла буккан
1165,bringen::V,аагара,диян дан
1166,hinzufügen::V,ацҵара,ххи бан
1167,bekommen::V,аҧшаара,ласун
1168,bekommen::V,архиара,ласун
1169,bekommen::V,аура,ласун
1170,erhalten::V,аиура,ласун
1171,nehmen::V,агара,ласун
1172,wählen::V,алҧшаара,бувчӏин
1173,auswählen::V,алхра,бувчӏин
1174,auswählen::V,алхра,язи бугьан
1175,behindern::V,аҧырхагахара,дайщишруду дуллан
1176,verderben::V,алгара,зия дан
1177,verderben::V,абжьыхра,зия дан
1178,verderben::V,аҧхасҭатəра,зия дан
1179,beschädigen::V,аҧхасҭатəра,зарал буллан
1180,zerbrechen::V,аҧҽра,гьагъан
1181,zerbrechen::V,аҧҽра,гьагъан бан
1182,zerreißen::V,аҧжəара,ххяхха дуккан
1183,zerstören::V,аилаҧыххаара,лекьан дан
1184,verbrennen::V,абылра,ччуччин
1185,geben::V,аҭара,дулун
1186,reichen::V,аҭара,дулун
1187,schenken::V,аҩгара,пишкаш дан
1188,schenken::V,аҩгара,багъишла дан
1189,schenken::V,аҩгара,ихӏсандалун дуллун
1190,versprechen::V,ақəргəыӷра,банна чин
1191,loben::V,арҽхəара,цӏа дан
1192,küssen::V,агəӡра,ппай тӏун
1193,zudecken::V,аҵахҩара,
1194,zudecken::V,ақəршəра,
1195,wecken::V,арҿыхара,чантӏ учин ан
1196,zeigen::V,арбара,ккаккан бан
1197,führen::V,аныҟəгара,буцин
1198,lehren::V,арҵара,лахьхьин бан
1199,lehren::V,арҵара,лахьхьин буллан
1200,unterrichten::V,арҧхьара,дарс дишаван
1201,aufziehen::V,ааӡара,хъуна ан
1202,aufziehen::V,ааӡара,тарбия ан
1203,leiten::V,ахагылазаара,каялувшиву дан
1204,antreiben::V,арццакра,
1205,lassen::V,арҟаҵара,
1206,einladen::V,ааҕхьара,хъамалу оьвчин
1207,einladen::V,анаҧхьара,хъамалу оьвчин
1208,vereinigen::V,аилаҵара,ца бан
1209,besuchen::V,абара,ялун уххан
1210,treffen::V,аҧылара,хьуна бакьин
1211,sich versammeln::V,аизара,батӏин
1212,spielen::V,ахəмарра,тӏуркӏу тӏун
1213,singen::V,ашəаҳəара,балай тӏун
1214,tanzen::V,акəашара,къавтӏун
1215,sich trennen::V,аилыҵра,ппив хьун
1216,verlassen::V,акажьра,увккун гьан
1217,retten::V,Аиқəрхара,ххассал бан
1218,bewachen::V,ахьчара,къарал бан
1219,schützen::V,ацəыхьчара,ябан
1220,verteidigen::V,ахьчара,буруччин
1221,sich schlagen::V,аисра,биян
1222,schießen::V,ахысра,битлан
1223,siegen::V,аиааира,ххув хьун
1224,siegen::V,аиааира,ххувшаву ласун
1225,ärgern::V,аргəаара,ссибизан уллан
1226,schlagen::V,асра,рищун
1227,schlagen::V,аҭасра,рищун
1228,stechen::V,алакшара,кьутӏин
1229,stoßen::V,агəҭасра,щун
1230,stehlen::V,аӡара,дацин
1231,stören::V,аҧырхагахара,кьючин
1232,belästigen::V,аргəамҵра,бизар уллан
1233,verbergen::V,аӡара,лабитан
1234,verbergen::V,аӡара,кӏучӏ бан
1235,täuschen::V,ажьара,хъяврин ан
1236,betrügen::V,ажьара,аьикьин ан
1237,töten::V,ашьра,ивчӏан
1238,wohnen::V,анхара,оьрму бутлан
1239,arbeiten::V,аусура,зун
1240,sammeln::V,аҟəшəара,ттихӏин
1241,sammeln::V,аҟəшəара,вив дишин
1242,pflücken::V,аҿыршəара,риттун
1243,pflücken::V,аҿыхра,риттун
1244,jagen::V,ашəарыцара,авли занан
1245,fischen::V,аҧсыӡ икуеит,чавахъру бугьлан
1246,fassen::V,акра,бугьан
1247,hüten::V,арҳəра,урттуйн бакьлан
1248,hüten::V,ахьчара,урттуйн бакьлан
1249,treiben::V,акацара,дачин дуллан
1250,treiben::V,акацара,лихъан буллан
1251,anbinden::V,адҳəалара,бахӏин
1252,füttern::V,акырҿаҵара,канаки буллан
1253,melken::V,ахьара,ттизин
1254,hacken::V,аҟəаҟəара,мюрш буллан
1255,hacken::V,аҟəаҟəара,мюрш бан
1256,gießen::V,аҵаҭəара,щин дишин
1257,reifen::V,ашəра,диян
1258,reifen::V,аҟалара,диян
1259,zubereiten::V,ацура,хӏадур дан
1260,zubereiten::V,ацура,хӏадур бан
1261,kochen::V,ажəра,шашан
1262,kochen::V,ажəра,шашан дуллан
1263,backen::V,аӡра,бишлан
1264,backen::V,аӡра,шахьлан
1265,braten::V,аӡра,цӏарайх дуллан
1266,umrühren::V,аилрыхра,хӏала бан
1267,stricken::V,аҧара,щащлан
1268,stricken::V,аҧара,щащан
1269,nähen::V,аӡахра,дуруххан
1270,färben::V,ашəра,ранг щун
1271,reinigen::V,арыцқьара,марцӏ бан
1272,waschen::V,аӡәӡәара,шюшин
1273,abwischen::V,арбара,лишин
1274,spülen::V,аҭыршара,вилаган
1275,fegen::V,аҧссара,башин
1276,baden::V,аҽыкəабара,щинавун учӏлан
1277,sich waschen::V,аҽыӡəӡəара,диссун
1278,sich waschen::V,аҽыӡəӡəара,лажин диссун
1279,sich waschen::V,аҽыӡəӡəара,лажин дислан
1280,sich waschen::V,аҽыӡəӡəара,биссун
1281,sich waschen::V,аҽыӡəӡəара,чурх бислан
1282,ausziehen::V,ашəыхра,ликкан
1283,anziehen::V,ашəҵара,лаххан
1284,sich anziehen::V,аҽеилаҳəара,янна лаххан
1285,kämmen::V,аҳəара,ттарал дуккан
1286,schmücken::V,арҧшӡара,чӏюлу бан
1287,sagen::V,аҳəара,учин
1288,sprechen::V,ацəажəара,гъалгъа тӏун
1289,reden::V,ацəажəара,гъалгъа тӏун
1290,reden::V,аицәажәара,гъалгъа тӏун
1291,sich unterhalten::V,аицәажәара,гъалгъа тӏун
1292,fragen::V,азҵаара,цӏуххин
1293,bitten::V,аҳəара,тавакъю буллан
1294,erzählen::V,аҳəара,хавар бусан
1295,mitteilen::V,азыцҳара,баян бан
1296,mitteilen::V,азыцҳара,хавар бан
1297,nennen::V,ахьӡҵара,цӏа дизан
1298,rufen::V,азҿыҭра,оьвтӏун
1299,prahlen::V,аҽхəара,цӏа дуллан
