,Concept_ID,ja,ce
814,schlucken::V,飲み込む,къурдбан
815,müde werden::V,眠くなる,кӏаддала
816,einschlafen::V,寝付く,наб кхета
817,schlafen::V,眠る,вижа
818,schlafen::V,眠る,наб ян
819,schlafen::V,眠る,дижина хила
820,aufwachen::V,目が覚める,самадала
821,aufstehen::V,起きる,гӏатта
822,sich erholen::V,休養する,садаӏа
823,krank werden::V,病気になる,цомгуш хила
824,krank sein::V,病気である,цомгуш хила
825,schmerzen::V,痛む,лаза
826,schmerzen::V,痛む,ӏийжа
827,husten::V,咳をする,йовхарш етта
828,genesen::V,元気になる,тадала
829,sterben::V,死ぬ,дала
830,sterben::V,亡くなる,дала
831,umkommen::V,死亡する,хӏаллакхила
832,sich bewegen::V,移動する,лела
833,sich rühren::V,動く,меттахъхьен
834,sich erheben::V,立ち上がる,хьалагlатта
835,sich setzen::V,座る,хаа
836,hinfallen::V,転ぶ,дожа
837,hinfallen::V,転ぶ,охьакхета
838,laufen::V,歩く,вада
839,laufen::V,歩く,хьада
840,schreiten::V,跨ぐ,болар дан
841,schreiten::V,跨ぐ,ког баккха
842,spazierengehen::V,散歩する,доладала
843,eilen::V,急ぐ,сихдала
844,sich beeilen::V,焦る,сихдала
845,sausen::V,疾駆する,
846,rennen::V,走る,дада
847,springen::V,跳ぶ,ирхкхийсадала
848,klettern::V,よじ登る,тӏедийла
849,schaukeln::V,ぶらんこに乗る,техко
850,kriechen::V,這う,такха
851,schwimmen::V,泳ぐ,некадан
852,tauchen::V,潜る,чулелха
853,rudern::V,漕ぐ,дига лело
854,rudern::V,漕ぐ,кема лело
855,fahren::V,行く,хахка
856,fahren::V,乗車する,хахка
857,fliegen::V,飛ぶ,тӏемадала
858,gehen::V,行く,лeла
859,weggehen::V,立ち去る,дӏадаха
860,abfahren::V,出発する,дӏадаха
861,anhalten::V,止まる,саца
862,hineingehen::V,入る,чудала
863,eintreten::V,中に入る,чудала
864,kommen::V,来る,кхача
865,kommen::V,来る,дӏакхача
866,kommen::V,来る,схьакхача
867,ankommen::V,着く,кхача
868,ankommen::V,着く,схьакхача
869,ankommen::V,到着する,кхача
870,ankommen::V,到着する,схьакхача
871,zurückkommen::V,帰る,юхада
872,bleiben::V,留まる,диса
873,warten::V,待つ,хьежа
874,warten::V,待つ,cобар дан
875,erwarten::V,期待する,хьоьжуш ӏан
876,suchen::V,探る,леха
877,finden::V,見つける,каро
878,versuchen::V,試す,дан хьажа
879,vorbereiten::V,準備する,кечъян
880,lieben::V,愛する,деза
881,mögen::V,好きである,безамхила
882,lachen::V,笑う,дела
883,rühren::V,感情を動かす,хьедан
884,weinen::V,泣く,делха
885,schimpfen::V,叱る,чехо
886,sich ärgern::V,怒る,оьгӏазъэха
887,sich ärgern::V,腹を立てる,оьгӏазъэха
888,sich fürchten::V,怖がる,кхера
889,fürchten::V,恐れる,кхера
890,fliehen::V,逃げる,дӏадада
891,flüchten::V,逃亡する,дӏадада
892,sehen::V,見る,ган
893,anschauen::V,眺める,хьажа
894,anschauen::V,眺める,хьежа
895,ansehen::V,見る,хьовса
896,hören::V,聞く,хаза
897,zuhören::V,聴く,ладогӏа
898,probieren::V,食べてみる,хьажа
899,riechen::V,気取る,хьожа яха
900,fühlen::V,感じる,хаадала
901,scheinen::V,ように見える,мотта
902,zu sehen sein::V,見える,гуш хила
903,vernehmen::V,承る,бартхатта
904,frieren::V,寒気がする,гӏоро
905,tun::V,する,дан
906,können::V,出来る,дадала
907,wollen::V,-たい,тӏергӏа
908,anfangen::V,始める,доло
909,beenden::V,終える,довла
910,aufhören::V,止める,саца
911,gelingen::V,成功する,кадала
912,geraten::V,当たる,хила
913,öffnen::V,開く,дӏаделла
914,öffnen::V,開く,схьаделла
915,öffnen::V,開ける,дӏаделла
916,öffnen::V,開ける,схьаделла
917,schließen::V,閉める,къовла
918,schließen::V,閉める,дӏачӏагӏа
919,stellen::V,置く,хlотто
920,stellen::V,据える,хlотто
921,setzen::V,座らせる,дийгӏа
922,legen::V,置く,охьадилла
923,berühren::V,触る,хьедан
924,berühren::V,触れる,хьедан
925,verbinden::V,結びつける,вовшахтаса
926,bedecken::V,覆う,тилла
927,bedecken::V,覆う,тӏетаса
928,aufhängen::V,掛ける,хьалаолла
929,anzünden::V,燃やす,лато
930,anzünden::V,火をつける,лато
931,aufheben::V,拾う,айа
932,zurücklassen::V,残す,дита
933,verlieren::V,無くす,дайа
934,fallen lassen::V,落とす,охьадожо
935,machen::V,作る,дан
936,herstellen::V,製造する,дан
937,bauen::V,建設する,гӏишлоян
938,reparieren::V,直す,тадан
939,reparieren::V,修理する,тадан
940,verbessern::V,改良する,нисдан
941,ändern::V,変える,хийца
942,graben::V,掘る,ахка
943,beugen::V,折る,сатто
944,biegen::V,曲げる,сатто
945,drehen::V,回す,хьовзо
946,wenden::V,裏返す,
947,umdrehen::V,裏返す,хьовзo
948,heben::V,挙げる,айа
949,heben::V,挙げる,хьалаайа
950,hochheben::V,持ち上げる,хьалаайа
951,ergreifen::V,取り上げる,дӏалаца
952,halten::V,持つ,латто
953,drücken::V,押す,тӏетаӏо
954,schieben::V,ずらす,татта
955,kratzen::V,引っ掻く,мӏараш тийса
956,lecken::V,なめる,мотт хьекха
957,beißen::V,噛む,катoха
958,abreißen::V,剝ぎ取る,схьадаккха
959,abschneiden::V,切り取る,кхада
960,binden::V,縛る,дӏадехка
961,binden::V,縛る,вовшахтаса
962,stecken::V,差し込む,чудахийта
963,brechen::V,破る,кагдан
964,klopfen::V,とんとん叩く,детта
965,hauen::V,叩く,етта
966,kleben::V,貼る,тӏелато
967,kleben::V,くっ付ける,тӏелато
968,reiben::V,擦る,хьекхо
969,streichen::V,塗る,тlехьакха
970,schleifen::V,研ぐ,ирдан
971,schneiden::V,切る,ларга
972,rütteln::V,揺さぶる,лесто
973,schütteln::V,振る,лесто
974,schütteln::V,揺さぶる,лесто
975,schwenken::V,振る,лесто
976,schütten::V,注ぐ,дотта
977,füllen::V,いっぱいにする,дуза
978,einwickeln::V,包む,хьарчо
979,tragen::V,運ぶ,дахьа
980,schleppen::V,引きずる,ийзо
981,ziehen::V,引く,озо
982,aufbewahren::V,預かる,ӏалашдан
983,werfen::V,投げる,кхосса
984,fangen::V,受ける,леца
985,packen::V,掴む,леца
986,verstecken::V,隠す,къайладаккха
987,teilen::V,分ける,декъа
988,schicken::V,送る,дӏадахьийта
989,bringen::V,持って行く,дан
990,hinzufügen::V,加える,тӏетоха
991,bekommen::V,得る,даккха
992,erhalten::V,受ける,даккха
993,nehmen::V,取る,схьаэца
994,wählen::V,選ぶ,харжа
995,auswählen::V,選ぶ,харжа
996,bewahren::V,保存する,lалашдан
997,behindern::V,妨害する,новкъарло ян
998,verderben::V,台無しにする,талхо
999,beschädigen::V,損傷する,дохо
1000,zerbrechen::V,割る,дохо
1001,zerbrechen::V,割る,кагдан
1002,zerreißen::V,引き裂く,хадо
1003,zerstören::V,破壊する,дохо
1004,zerstören::V,破壊する,кагдан
1005,verbrennen::V,焼く,даго
1006,geben::V,上げる,яла
1007,reichen::V,渡す,дӏадала
1008,reichen::V,渡す,дӏакховдо
1009,schenken::V,贈る,совгӏат дан
1010,versprechen::V,約束する,ваӏда дан
1011,wünschen::V,望む,лаа
1012,loben::V,褒める,хасто
1013,küssen::V,キスする,оба яккха
1014,wiegen::V,揺する,тахка
1015,zudecken::V,覆う,тӏетаса
1016,wecken::V,起こす,самадаккха
1017,zeigen::V,見せる,гайта
1018,führen::V,案内する,дига
1019,lehren::V,教える,ӏамо
1020,unterrichten::V,通知する,хьеха
1021,aufziehen::V,育てる,кхио
1022,leiten::V,導く,урхалла дан
1023,antreiben::V,励ます,сихдан
1024,lassen::V,～させる,-йта
1025,einladen::V,誘う,кхайкха
1026,einladen::V,招待する,кхайкха
1027,vereinigen::V,一つにする,цхьаьнатоха
1028,besuchen::V,訪ねる,хьажахIотта
1029,treffen::V,出会う,дуьхьалкхета
1030,sich versammeln::V,集まる,гулдан
1031,spielen::V,遊ぶ,ловза
1032,singen::V,歌う,лакха
1033,tanzen::V,踊る,хелхадала
1034,sich trennen::V,別れる,къаста
1035,verlassen::V,別れる,дита
1036,retten::V,救う,кӏелхьардаккха
1037,retten::V,助ける,кӏелхьардаккха
1038,bewachen::V,見張る,ха дан
1039,bewachen::V,軽微する,ха дан
1040,schützen::V,保護する,лардан
1041,verteidigen::V,守る,лардан
1042,sich schlagen::V,殴る,етта
1043,schießen::V,撃つ,детта
1044,siegen::V,勝つ,тола
1045,ärgern::V,怒らせる,оьгӏаздахийта
1046,schlagen::V,殴る,тоха
1047,treten::V,蹴る,мийра тоха
1048,stechen::V,突く,ӏотта
1049,stechen::V,突く,къовзо
1050,stoßen::V,突く,татта
1051,stehlen::V,盗る,лачкъо
1052,stören::V,構う,новкъарло ян
1053,belästigen::V,邪魔する,сагатдан
1054,verbergen::V,隠す,къайладаккха
1055,täuschen::V,だます,ӏexo
1056,betrügen::V,だます,ледан
1057,töten::V,殺す,ден
1058,wohnen::V,住む,даха
1059,arbeiten::V,働く,къахьега
1060,sammeln::V,集める,гулдан
1061,sammeln::V,収集する,гулдан
1062,pflücken::V,摘む,даха
1063,jagen::V,狩りをする,талла
1064,fischen::V,釣る,чӏерий леца
1065,fassen::V,捕る,лаца
1066,fassen::V,捕る,схьалаца
1067,hüten::V,放牧する,лардан
1068,treiben::V,追う,лахка
1069,anbinden::V,繋ぐ,дӏадехка
1070,füttern::V,餌をやる,хӏума яла
1071,melken::V,搾乳する,оза
1072,hacken::V,刻む,
1073,gießen::V,水をやる,хи тоха
1074,reifen::V,熟す,хьекъа
1075,zubereiten::V,調理する,кечъян
1076,zubereiten::V,調理する,кхача бан
1077,kochen::V,煮る,кхача бан
1078,backen::V,焼く,датта
1079,braten::V,焼く,кхарза
1080,braten::V,炒める,кхарза
1081,umrühren::V,混ぜる,кего
1082,stricken::V,編む,
1083,nähen::V,縫う,тега
1084,färben::V,染める,басардан
1085,reinigen::V,掃除する,цӏандан
1086,waschen::V,洗う,йила
1087,waschen::V,洗う,йитта
1088,waschen::V,洗う,дӏадайа
1089,waschen::V,洗濯する,йила
1090,waschen::V,洗濯する,йитта
1091,waschen::V,洗濯する,дӏадайа
1092,abwischen::V,拭く,дӏадайа
1093,spülen::V,洗う,хи кхарза
1094,spülen::V,すすぐ,хи кхарза
1095,fegen::V,掃除する,нуй хьакха
1096,kehren::V,掃く,нуй хьакха
1097,baden::V,入浴する,лийча
1098,sich waschen::V,洗う,юьхь йила
1099,ausziehen::V,脱ぐ,духар дӏадаккха
1100,anziehen::V,着る,
1101,sich anziehen::V,着る,духа
1102,kämmen::V,梳く,ехк хьакха
1103,schmücken::V,飾る,хаздан
1104,sagen::V,言う,ала
1105,sprechen::V,話す,баха
1106,sprechen::V,話す,мотт бийца
1107,reden::V,話す,къамел дан
1108,sich unterhalten::V,話をする,къамел дан
1109,fragen::V,聞く,хатта
1110,bitten::V,頼む,деха
1111,bitten::V,お願いする,деха
1112,erzählen::V,物語る,дийца
1113,mitteilen::V,伝える,хаам бан
1114,nennen::V,名づける,цӏе яккха
1115,rufen::V,呼ぶ,кхайкха
1116,prahlen::V,自慢する,куралла ян
1117,prahlen::V,自慢する,дозалла дан
1118,übersetzen::V,訳す,гоч дан
1119,denken::V,考える,ойла ян
1120,glauben::V,信じる,теша
1121,bemerken::V,気が付く,ган
1122,erkennen::V,認識する,довза
1123,begreifen::V,分かる,кхета
1124,verstehen::V,聞き取る,кхета
1125,lernen::V,学ぶ,деша
1126,lernen::V,勉強する,деша
1127,wissen::V,知っている,хаа
1128,sich erinnern an::V,思い出す,дагадан
1129,vergessen::V,忘れる,дицдала
1130,messen::V,計る,дуста
1131,messen::V,測定する,дуста
1132,zählen::V,数える,дагардан
1133,rechnen::V,計算する,лара
1134,lesen::V,読む,еша
1135,malen::V,描く,сурт дилла
1136,zeichnen::V,写生する,сурт дилла
1137,schreiben::V,書く,яздан
1138,besitzen::V,所持する,доладан
1139,kaufen::V,買う,эца
1140,verkaufen::V,売る,дохка
1141,bezahlen::V,払う,мах бала
1142,zahlen::V,支払う,мах бала
1143,beherrschen::V,支配する,собаре хила
1144,ertragen::V,耐える,лан
1145,ertragen::V,耐える,сатоха
1146,ertragen::V,耐える,садетта
