,Concept_ID,ar,fi
283,Erzählung::N,قصة,kertomus
284,Erzählung::N,حكاية,tarina
285,Erzählung::N,حكاية,kertomus
286,Nachricht::N,خبر,tieto
287,Nachricht::N,خبر,ilmoitus
288,Neuigkeit::N,خبر جديد,uutinen
289,Name::N,اسم,nimi
290,Rätsel::N,لغز,arvoitus
291,Rede::N,خطبة,puhe
292,Sprache::N,لغة,kieli
293,Stimme::N,صوت,ääni
294,Wort::N,كلمة,sana
295,Zeichen::N,رمز,merkki
296,Zeichen::N,إشارة,merkki
297,Ruf::N,نداء,kutsu
298,Lärm::N,صخب,melu
299,Lärm::N,صخب,hälinä
300,Lärm::N,ضجة,melu
301,Lärm::N,ضجة,hälinä
302,Laut::N,صوت,ääni
303,Ton::N,نغمة,sävel
304,Lied::N,أغنية,laulu
305,Ruhe::N,هدوء,lepo
306,Ruhe::N,هدوء,rauha
307,Leute::N,ناس,väki
308,Leute::N,ناس,ihmiset
309,Volk::N,شعب,kansa
310,Arbeit::N,عمل,työ
311,Gast::N,ضيف,vieras
312,Geschenk::N,هدية,lahja
313,Spiel::N,لعب,peli
314,Spiel::N,لعب,leikki
315,Gesellschaft::N,صحبة,seura
316,Hilfe::N,عون,apu
317,Hilfe::N,مساعدة,apu
318,Freund::N,صديق,ystävä
319,Kamerad::N,زميل,toveri
320,Angelegenheit::N,أمر,asia
321,Angelegenheit::N,شأن,asia
322,Anzahl::N,عدد,lukumäärä
323,Art::N,نوع,laji
324,Stück::N,قطعة,pala
325,Stück::N,قطعة,kappale
326,Teil::N,قسم,osa
327,Hälfte::N,نصف,puoli
328,Kreis::N,دائرة,ympyrä
329,Kreuz::N,صليب,risti
330,Linie::N,خط,viiva
331,Strich::N,شرطة,piirto
332,Abstand::N,مسافة,väli
333,Abstand::N,مسافة,väljyys
334,Entfernung::N,بعد,etäisyys
335,Gegend::N,ناحية,seutu
336,Platz::N,فراغ,tila
337,Ort::N,مكان,kohta
338,Ort::N,مكان,paikka
339,Seite::N,جانب,sivu
340,Seite::N,جانب,kylki
341,Mitte::N,وسط,keskus
342,Mitte::N,وسط,puoliväli
343,Gegenstand::N,موضوع,kalu
344,Gegenstand::N,موضوع,esine
345,Sache::N,شيء,asia
346,Rand::N,حافة,ääri
347,Rand::N,حافة,syrjä
348,Kante::N,حافة,särmä
349,Ecke::N,ركن,nurkka
350,Spitze::N,سن,terä
351,Spitze::N,سن,kärki
352,Ende::N,طرف,pää
353,Ende::N,طرف,perä
354,Loch::N,ثقب,kolo
355,Loch::N,ثقب,reikä
356,Winkel::N,زاوية,kulma
357,Muster::N,عينة,kuvio
358,Größe::N,حجم,koko
359,Größe::N,حجم,suuruus
360,Länge::N,طول,pituus
361,Höhe::N,علو,korkeus
362,Höhe::N,ارتفاع,korkeus
363,Gewicht::N,وزن,paino
364,Menge::N,كمية,määrä
365,Haufen::N,كوم,kasa
366,Reihe::N,صف,rivi
367,Boot::N,قارب,vene
368,Boot::N,زورق,vene
369,Ruder::N,مجذاف,airo
370,Schlitten::N,مزلقة,reki
371,Schlitten::N,مزلقة,kelkka
372,Ski::N,زلاجة,suksi
373,Lagerfeuer::N,نار المخيم,nuotio
374,Last::N,حمل,kuorma
375,Gang::N,مشية,kulku
376,Gang::N,مشية,käynti
377,Schritt::N,خطوة,askel
378,Norden::N,شمال,pohjoinen
379,Süden::N,جنوب,etelä
380,Westen::N,غرب,länsi
381,Osten::N,شرق,itä
382,Holz::N,خشب,puu
383,Brett::N,لوح,lauta
384,Platte::N,صفيحة,levy
385,Stütze::N,سند,noja
386,Stütze::N,دعامة,noja
387,Stange::N,عود,tanko
388,Stock::N,عصا,keppi
389,Stab::N,قضيب,sauva
390,Stab::N,قضيب,seiväs
391,Rohr::N,أنبوبة,putki
392,Haus::N,دار,talo
393,Haus::N,بيت,talo
394,Heim::N,بيت,koti
395,Heim::N,مسكن,koti
396,Ofen::N,مدفأة,uuni
397,Fußboden::N,أرضية,lattia
398,Tisch::N,مائدة,pöytä
399,Stuhl::N,كرسي,tuoli
400,Wiege::N,مهد,kehto
401,Bett::N,سرير,sänky
402,Regal::N,رف,hylly
403,Kiste::N,صندوق,arkku
404,Kiste::N,صندوق,kirstu
405,Kiste::N,صندوق,laatikko
406,Fenster::N,شباك,ikkuna
407,Fenster::N,نافذة,ikkuna
408,Tür::N,باب,ovi
409,Tor::N,بوابة,portti
410,Zaun::N,سياج,aita
411,Dach::N,سطح,katto
412,Leiter::N,سلم,tikkaat
413,Leiter::N,سلم,tikapuut
414,Besen::N,مكنسة,luuta
415,Spaten::N,مسحاة,lapio
416,Schaufel::N,مجرفة,lapio
417,Gabel::N,شوكة,haarukka
418,Löffel::N,ملعقة,lusikka
419,Messer::N,سكين,veitsi
420,Nagel::N,مسمار,naula
421,Netz::N,شبكة,verkko
422,Haken::N,خطاف,haka
423,Haken::N,خطاف,koukku
424,Haken::N,صنارة,haka
425,Haken::N,صنارة,koukku
426,Griff::N,قبضة,ripa
427,Griff::N,قبضة,kahva
428,Schloss::N,قفل,lukko
429,Bild::N,صورة,kuva
430,Figur::N,تمثال,kuvio
431,Puppe::N,دمية,nukke
432,Beutel::N,كيس,pussi
433,Bündel::N,ربطة,nippu
434,Bündel::N,ربطة,kimppu
435,Tasche::N,شنطة,laukku
436,Tasche::N,محفظة,laukku
437,Eimer::N,سطل,sanko
438,Eimer::N,سطل,ämpäri
439,Eimer::N,جردل,sanko
440,Eimer::N,جردل,ämpäri
441,Deckel::N,سداد,kansi
442,Geschirr::N,أوان,astia
443,Sack::N,زكيبة,säkki
444,Tasse::N,فنجان,kuppi
445,Topf::N,قدر,pata
446,Topf::N,طنجرة,pata
447,Kessel::N,قدر,kattila
448,Kessel::N,غلاية,kattila
449,Essen::N,طعام,syönti
450,Nahrung::N,غذاء,ruoka
451,Nahrung::N,غذاء,ravinto
452,Speise::N,أكل,ruoka
453,Fleisch::N,لحم,liha
454,Getreide::N,حبوب,vilja
455,Brei::N,عصيدة,puuro
456,Brot::N,خبز,leipä
457,Scheibe::N,شريحة,viipale
458,Fett::N,سمن,rasva
459,Butter::N,زبدة,voi
460,Öl::N,زيت,öljy
461,Salz::N,ملح,suola
462,Suppe::N,حساء,keitto
463,Suppe::N,شربة,keitto
464,Honig::N,عسل,hunaja
465,Milch::N,حليب,maito
466,Tee::N,شاي,tee
467,Leder::N,جلد,nahka
468,Wolle::N,صوف,villa
469,Stoff::N,قماش,kangas
470,Nadel::N,إبرة,neula
471,Faden::N,خيط,lanka
472,Knopf::N,زر,nappi
473,Knoten::N,عقدة,solmu
474,Farbe::N,صبغة,maali
475,Kleidung::N,ملابس,vaatteet
476,Hemd::N,قميص,paita
477,Kragen::N,ياقة,kaulus
478,Ärmel::N,كم,hiha
479,Hose::N,سروال,housut
480,Hose::N,بنطلون,housut
481,Gürtel::N,حزام,vyö
482,Mütze::N,طاقية,lakki
483,Schuh::N,حذاء,kenkä
484,Stiefel::N,جزمة,saapas
485,Stiefel::N,حذاء طويل,saapas
486,Ring::N,حلقة,sormus
487,Band::N,شريط,nauha
488,Kamm::N,مشط,kampa
489,Spiegel::N,مرآة,peili
490,Riemen::N,سير,hihna
491,Schnur::N,حبل,naru
492,Schnur::N,حبل,nuora
493,Schnur::N,دوبارة,naru
494,Schnur::N,دوبارة,nuora
495,Leine::N,قيد,talutushihna
496,Decke::N,بطانية,peite
497,Kissen::N,وسادة,tyyny
498,Kissen::N,وسادة,pielus
499,Tuch::N,منديل,huivi
500,Handtuch::N,فوطة,pyyheliina
501,Handtuch::N,منشفة,pyyheliina
502,Kraft::N,قدرة,väki
503,Kraft::N,قدرة,voima
504,Stärke::N,قوة,vahvuus
505,Gesundheit::N,صحة,terveys
506,Krankheit::N,مرض,tauti
507,Krankheit::N,مرض,sairaus
508,Schmerz::N,ألم,kipu
509,Schmerz::N,ألم,särky
510,Schmerz::N,وجع,kipu
511,Schmerz::N,وجع,särky
512,Wunde::N,جرح,haava
513,Fieber::N,حمى,kuume
514,Arznei::N,دواء,lääke
515,Brücke::N,جسر,silta
516,Brunnen::N,بئر,kaivo
517,Weide::N,مرعى,laidun
518,Pfad::N,درب,polku
519,Weg::N,سكة,tie
520,Straße::N,طريق,katu
521,Dorf::N,قرية,kylä
522,Stadt::N,مدينة,kaupunki
523,Brief::N,خطاب,kirje
524,Brief::N,مكتوب,kirje
525,Buch::N,كتاب,kirja
526,Buchstabe::N,حرف,kirjain
527,Zeitung::N,جريدة,lehti
528,Zeitung::N,جريدة,sanomalehti
529,Leben::N,عيش,elo
530,Leben::N,عيش,elämä
531,Leben::N,حياة,elo
532,Leben::N,حياة,elämä
533,Tod::N,موت,kuolema
534,Tod::N,وفاة,kuolema
535,Grab::N,قبر,hauta
536,Kirche::N,كنيسة,kirkko
537,Sünde::N,خطيئة,synti
538,Gott::N,إله,jumala
539,Arbeiter::N,عامل,työläinen
540,Chef::N,رئيس,päällikkö
541,Meister::N,أسطى,mestari
542,Arzt::N,طبيب,lääkäri
543,Lehrer::N,مدرس,opettaja
544,Geld::N,نقود,raha
545,Geschäft::N,صفقة,liike
546,Laden::N,دكان,puoti
547,Laden::N,دكان,kauppa
548,Preis::N,سعر,hinta
549,Ware::N,بضاعة,tavara
550,Nutzen::N,فائدة,hyöty
551,Reichtum::N,غنى,rikkaus
552,Reichtum::N,ثروة,rikkaus
553,Welt::N,عالم,maailma
554,Welt::N,دنيا,maailma
555,Land::N,بلد,maa
556,Staat::N,دولة,valtio
557,König::N,ملك,kuningas
558,Macht::N,سلطة,mahti
559,Grenze::N,حدود,raja
560,Krieg::N,حرب,sota
561,Feind::N,عدو,vihollinen
562,Gewalt::N,عنف,väkivalta
563,Kampf::N,قتال,taistelu
564,Bogen[Waffe]::N,قوس,jousi
565,Pfeil::N,سهم,nuoli
566,Gewehr::N,بندقية,kivääri
567,Fehler::N,خطأ,vika
568,Fehler::N,خطأ,virhe
569,Lüge::N,كذب,valhe
570,Schaden::N,تلف,vaurio
571,Schaden::N,تلف,vahinko
572,Unglück::N,نحس,vahinko
573,Unglück::N,نحس,onnettomuus
574,Schuld::N,ذنب,syy
575,Alter::N,سن,ikä
576,Alter::N,عمر,ikä
577,Schluss::N,ختام,loppu
578,Schluss::N,نهاية,loppu
579,Zeit::N,وقت,aika
580,Tag::N,يوم,päivä
581,Morgen::N,صباح,aamu
582,Morgen::N,صباح,huomen
583,Mittag::N,ظهر,keskipäivä
584,Abend::N,مساء,ilta
585,Nacht::N,ليلة,yö
586,Woche::N,أسبوع,viikko
587,Monat::N,شهر,kuukausi
588,Jahr::N,عام,vuosi
589,Jahr::N,سنة,vuosi
590,Frühling::N,ربيع,kevät
591,Sommer::N,صيف,kesä
592,Herbst::N,خريف,syksy
593,Winter::N,شتاء,talvi
594,Januar::N,يناير,tammikuu
595,Januar::N,كانون الثاني,tammikuu
596,Februar::N,شباط,helmikuu
597,Februar::N,فبراير,helmikuu
598,März::N,آذار,maaliskuu
599,März::N,مارس,maaliskuu
600,April::N,نيسان,huhtikuu
601,Mai::N,مايو,toukokuu
602,Juni::N,يونيو,kesäkuu
603,Juni::N,حزيران,kesäkuu
604,Juli::N,تموز,heinäkuu
605,Juli::N,يوليو,heinäkuu
606,August::N,آب,elokuu
607,August::N,أغسطس,elokuu
608,September::N,أيلول,syyskuu
609,September::N,سبتمبر,syyskuu
610,Oktober::N,أكتوبر,lokakuu
611,Oktober::N,تشرين الأول,lokakuu
612,November::N,نوفمبر,marraskuu
613,November::N,تشرين الثاني,marraskuu
614,Dezember::N,ديسمبر,joulukuu
615,Dezember::N,كانون الأول,joulukuu
616,Montag::N,يوم الاثنين,maanantai
617,Dienstag::N,يوم الثلاثاء,tiistai
618,Mittwoch::N,يوم الأربعاء,keskiviikko
619,Donnerstag::N,يوم الخميس,torstai
620,Freitag::N,يوم الجمعة,perjantai
621,Samstag::N,يوم السبت,lauantai
622,Sonntag::N,يوم الأحد,sunnuntai
623,groß::A,كبير,iso
624,groß::A,كبير,suuri
625,klein::A,صغير,pieni
626,lang::A,طويل,pitkä
627,kurz::A,قصير,lyhyt
628,breit::A,واسع,leveä
629,schmal::A,ضيق,kapea
630,dicht::A,كث,taaja
631,dicht::A,كثيف,taaja
632,dick[Gegenstand]::A,غليظ,paksu
633,dünn::A,رفيع,ohut
634,fein::A,رقيق,hieno
635,fest::A,متين,luja
636,flach::A,سهل,litteä
637,flach::A,سهل,tasainen
638,flach::A,منبسط,litteä
639,flach::A,منبسط,tasainen
640,glatt::A,ناعم,sileä
641,glatt::A,ناعم,siloinen
642,hart::A,صلب,kova
643,hart::A,جامد,kova
644,weich::A,لين,pehmeä
645,rund::A,مستدير,pyöreä
646,spitz::A,مدبب,terävä
647,scharf::A,حاد,terävä
648,stumpf::A,ثالم,tylsä
649,schwer::A,ثقيل,raskas
650,schwer::A,ثقيل,painava
651,schön::A,جميل,kaunis
652,heiß::A,حار,kuuma
653,heiß::A,ساخن,kuuma
654,warm::A,دافئ,lämmin
655,kalt::A,بارد,kylmä
656,kalt::A,بارد,viluinen
657,kühl::A,قر,viileä
658,frisch::A,طازج,tuore
659,feucht::A,رطب,kostea
660,nass::A,مبلول,märkä
661,trocken::A,جاف,kuiva
662,voll::A,ملء,täysi
663,leer::A,خال,tyhjä
664,leer::A,فارغ,tyhjä
665,offen::A,مفتوح,avonainen
666,geschlossen::A,مغلق,suljettu
667,sauber::A,نظيف,puhdas
668,schmutzig::A,قذر,likainen
669,roh::A,نيء,raaka
670,reif::A,ناضج,kypsä
671,lecker::A,لذيذ,herkullinen
672,süß::A,حلو,makea
673,bitter::A,مر,karvas
674,bitter::A,مر,kitkerä
675,sauer::A,حامض,hapan
676,hell::A,نير,kirkas
677,hell::A,نير,valoisa
678,dunkel::A,مظلم,pimeä
679,schwarz::A,أسود,musta
680,weiß::A,أبيض,valkea
681,rot::A,أحمر,punainen
682,gelb::A,أصفر,keltainen
683,blau::A,أزرق,sininen
684,grün::A,أخضر,vihreä
685,grau::A,رمادي,harmaa
686,bunt::A,ملوب,kirjava
687,billig::A,رخيص,halpa
688,billig::A,رخيص,huokea
689,teuer::A,غال,kallis
690,wertvoll::A,ثمين,arvokas
691,blind::A,أعمى,sokea
692,taub::A,أصم,kuuro
693,taub::A,أطرش,kuuro
694,kräftig::A,قوي,väkevä
695,kräftig::A,قوي,voimakas
696,stark::A,قوي,vahva
697,schwach::A,ضعيف,heikko
698,fett::A,سمين,lihava
699,schlank::A,أهيف,hoikka
700,schlank::A,أهيف,solakka
701,hübsch::A,جميل,soma
702,hübsch::A,جميل,sievä
703,böse::A,رديء,paha
704,böse::A,رديء,häijy
705,dumm::A,أبله,tyhmä
706,dumm::A,أبله,typerä
707,dumm::A,أحمق,tyhmä
708,dumm::A,أحمق,typerä
709,faul::A,كسلان,laiska
710,fleißig::A,مجتهد,ahkera
711,geizig::A,بخيل,saita
712,klug::A,ذكي,älykäs
713,klug::A,عاقل,älykäs
714,geschickt::A,ماهر,taitava
715,lieb::A,عزيز,rakas
716,lustig::A,مرح,hauska
717,lustig::A,مرح,iloinen
718,sanft::A,حليم,lauha
719,sanft::A,حليم,lempeä
720,hungrig::A,جائع,nälkäinen
721,krank::A,مريض,sairas
722,nackt::A,عار,alaston
723,traurig::A,حزين,surullinen
724,traurig::A,حزين,murheellinen
725,lebendig::A,حي,elävä
726,gut::A,جيد,hyvä
727,schlecht::A,سيء,paha
728,schlecht::A,سيء,huono
729,richtig::A,صحيح,oikea
730,schlimm::A,خبيث,paha
731,wahr::A,حق,tosi
732,alt::A,قديم,vanha
733,neu::A,جديد,uusi
734,ehemalig::A,سابق,entinen
735,ehemalig::A,سابق,muinainen
736,alt[Lebewesen]::A,مسن,vanha
737,jung::A,شاب,nuori
738,jung::A,صغير,nuori
739,arm::A,فقير,köyhä
740,reich::A,غني,rikas
741,bekannt::A,معلوم,tuttu
742,bekannt::A,معلوم,tunnettu
743,berühmt::A,مشهور,kuuluisa
744,fremd::A,أجنبي,vieras
745,verschieden::A,مختلف,eri
746,verschieden::A,مختلف,erilainen
747,nah::A,قريب,läheinen
748,fern::A,بعيد,etäinen
749,linker::A,يسار,vasen
750,rechter::A,يمين,oikea
751,anderer::A,آخر,muu
752,anderer::A,آخر,toinen
753,erster::A,أول,ensimmäinen
754,zweiter::A,ثان,toinen
755,dritter::A,ثالث,kolmas
756,letzter::A,أخير,viimeinen
757,allein::ADV,وحده,yksin
758,auf einmal::ADV,بالمرة,yhdellä kertaa
759,zusammen::ADV,معا,yhdessä
760,lange::ADV,مدة طويلة,kauan
761,lange::ADV,مدة طويلة,pitkään
762,plötzlich::ADV,فجأة,äkkiä
763,sofort::ADV,حالا,heti
764,sofort::ADV,فورا,heti
765,später::ADV,فيما بعد,myöhemmin
766,jetzt::ADV,الآن,nyt
767,jetzt::ADV,حاليا,nyt
768,heute::ADV,اليوم,tänään
769,morgen::ADV,غدا,huomenna
770,bald::ADV,قريبا,pian
771,dann::ADV,ثم,sitten
772,gestern::ADV,أمس,eilen
773,gestern::ADV,البارحة,eilen
774,einst::ADV,قديما,aikanaan
775,damals::ADV,حينئذ,silloin
776,damals::ADV,حينئذ,siihen aikaan
777,danach::ADV,ثم,sen jälkeen
778,danach::ADV,بعد ذلك,sen jälkeen
779,vorher::ADV,من قبل,ennen
780,vorher::ADV,قبل ذلك,ennen
781,zuerst::ADV,أولا,ensin
782,zuerst::ADV,أولا,ensiksi
783,einmal::ADV,مرة,kerran
784,manchmal::ADV,أحيانا,joskus
785,oft::ADV,كثيرا,usein
786,immer::ADV,دائما,aina
787,niemals::ADV,لا أبدا,ei koskaan
788,hier::ADV,هنا,tässä
789,hier::ADV,هنا,täällä
790,hierhin::ADV,إلى هنا,tähän
791,von hier::ADV,من هنا,tästä
792,von hier::ADV,من هنا,täältä
793,dort::ADV,هناك,siinä
794,dort::ADV,هناك,siellä
795,dorthin::ADV,إلى هناك,sinne
