,Concept_ID,lez,be
108,Gipfel::N,кӏукӏ,вяршыня
109,Höhle::N,кьветӏ,пячора
110,Abhang::N,гуьне,схіл
111,Quelle::N,чешме,крыніца
112,Bach::N,булах,ручай
113,Fluss::N,вацӏ,рака
114,Ufer::N,къерех,бераг
115,Küste::N,къерех,узбярэжжа
116,Festland::N,кьурамат,суша
117,Meer::N,гьуьл,мора
118,Bucht::N,бухта,бухта
119,Insel::N,остров,востраў
120,Blume::N,цуьк,кветка
121,Gras::N,хъач,трава
122,Wurzel::N,дувул,корань
123,Baum::N,ттар,дрэва
124,Stamm::N,тан,ствол
125,Rinde::N,чкал,кара
126,Ast::N,тӏур,сук
127,Zweig::N,хел,галіна
128,Blatt::N,пеш,ліст
129,Birke::N,верх,бяроза
130,Kiefer[Baum]::N,шамагъаж,хвоя
131,Kiefer[Baum]::N,шамагъаж,сасна
132,Weide[Baum]::N,цӏвелин ттар,вярба
133,Tanne::N,ель,яліна
134,Horn::N,карч,рог
135,Feder::N,цӏакул,пяро
136,Fell::N,хам,шкура
137,Flügel::N,лув,крыло
138,Klaue::N,къармах,кіпцюр
139,Kralle::N,пац,лапа
140,Kralle::N,тапас,лапа
141,Schwanz::N,ттум,хвост
142,Ei::N,кака,яйка
143,Nest::N,муг,гняздо
144,Bau::N,тӏеквен,нара
145,Tier::N,гьайван,жывёла
146,Herde::N,суьруь,статак
147,Kuh::N,ккал,карова
148,Bulle::N,яц,бык
149,Bulle::N,бугъа,бык
150,Pferd::N,балкӏан,конь
151,Schaf::N,хеб,авечка
152,Schwein::N,вак,свіння
153,Hund::N,кицӏ,сабака
154,Katze::N,кац,кошка
155,Bär::N,сев,мядзведзь
156,Eichhörnchen::N,белка,вавёрка
157,Elch::N,лось,лось
158,Fuchs::N,сикӏ,ліса
159,Hase::N,къуьр,заяц
160,Maus::N,кьиф,мыш
161,Wolf::N,жанавур,воўк
162,Vogel::N,луван ничхир,птах
163,Vogel::N,луван ничхир,птушка
164,Schwarm::N,луж,чарада
165,Huhn::N,верч,курыца
166,Hahn::N,кӏек,певень
167,Gans::N,къаз,гусь
168,Adler::N,лекь,арол
169,Ente::N,пӏатӏ,качка
170,Eule::N,тӏиб,сава
171,Kranich::N,дурна,жораў
172,Kranich::N,дурна,журавель
173,Krähe::N,къаргъа,варона
174,Kuckuck::N,кукупӏ,зязюля
175,Schwan::N,къугь,лебедзь
176,Fisch::N,гъед,рыба
177,Barsch::N,окунь,акунь
178,Hecht::N,щука,шчупак
179,Schlange[Tier]::N,илан,змяя
180,Schlange[Tier]::N,гъуьлягъ,змяя
181,Wurm::N,квак,чарвяк
182,Spinne::N,хуьшрекан,павук
183,Ameise::N,цегв,мурашка
184,Laus::N,нет,вош
185,Mücke::N,ветӏ,камар
186,Fliege::N,тӏветӏ,муха
187,Schmetterling::N,чепелукь,матыль
188,Beere::N,куьлуь емиш,ягада
189,Apfel::N,ич,яблык
190,Pilz::N,къарникъуз,грыб
191,Zwiebel::N,чичӏек,цыбуля
192,Saat::N,тумар,семя
193,Korn::N,твар,зерне
194,Heu::N,векь,сена
195,Heu::N,векьер,сена
196,Schale::N,пириш,шалупінне
197,Schale::N,хъуьруьш,шалупінне
198,Grube::N,фур,яма
199,Falle::N,ракьар,пастка
200,Schlinge::N,гьалкъа,сіло
201,Spur::N,гел,след
202,Asche::N,руьхъ,попел
203,Dreck::N,чирк,бруд
204,Dreck::N,кьуруш,бруд
205,Eisen::N,ракь,жалеза
206,Gold::N,алтун,золата
207,Silber::N,гимиш,сребра
208,Kohle::N,цӏивин,вугаль
209,Glas::N,шуьше,шкло
210,Lehm::N,ччеб,гліна
211,Sand::N,къум,пясок
212,Mensch::N,инсан,чалавек
213,Mann::N,итим,мужчына
214,Frau::N,паб,жанчына
215,Frau::N,дишегьли,жанчына
216,Kind::N,аял,дзіця
217,Junge::N,гада,хлопчык
218,Mädchen::N,руш,дзяўчынка
219,Familie::N,хзан,сямʼя
220,Familie::N,килфет,сямʼя
221,Großvater::N,чӏехи буба,дзядуля
222,Großmutter::N,чӏехи диде,бабуля
223,Eltern::N,диде-буба,бацькі
224,Vater::N,буба,бацька
225,Mutter::N,диде,маці
226,Sohn::N,хва,сын
227,Tochter::N,руш,дачка
228,Bruder::N,стха,брат
229,Schwester::N,вах,сястра
230,Onkel::N,ими,дзядзька
231,Onkel::N,халу,дзядзька
232,Tante::N,эме,цётка
233,Tante::N,хала,цётка
234,Ehemann::N,гъуьл,муж
235,Ehefrau::N,паб,жонка
236,Freude::N,шадвал,радасць
237,Gelächter::N,хъвер,смех
238,Glück::N,бахт,шчасце
239,Kummer::N,дерт,гора
240,Kummer::N,хажалат,гора
241,Wunsch::N,мурад,жаданне
242,Lust::N,гьевес,цяга
243,Geist::N,руьгь,дух
244,Gedanke::N,фикир,думка
245,Verstand::N,акьул,розум
246,Sinn::N,мана,сэнс
247,Grund::N,себеб,зачэпка
248,Wahrheit::N,керчек,праўда
249,Wahrheit::N,гьакъикъат,праўда
250,Gespräch::N,ихтилат,размова
251,Märchen::N,мах,казка
252,Erzählung::N,кьиса,расказ
253,Erzählung::N,кьиса,апавяданне
254,Nachricht::N,хабар,вестка
255,Nachricht::N,хабар,паведамленне
256,Neuigkeit::N,цӏийи хабар,навіна
257,Name::N,тӏвар,імя
258,Rätsel::N,мискӏал,загадка
259,Rede::N,рахун,прамова
260,Sprache::N,чӏал,мова
261,Stimme::N,ван,голас
262,Wort::N,гаф,слова
263,Zeichen::N,ишара,знак
264,Ruf::N,эвер,кліч
265,Lärm::N,ван-сес,шум
266,Laut::N,ван,гук
267,Laut::N,сес,гук
268,Ton::N,ван-сес,гучанне
269,Lied::N,мани,песня
270,Ruhe::N,ласвал,спакой
271,Ruhe::N,фаракъат,спакой
272,Ruhe::N,асайиш,спакой
273,Leute::N,инсанар,людзі
274,Volk::N,халкь,народ
275,Arbeit::N,кӏвалах,праца
276,Arbeit::N,кӏвалах,работа
277,Gast::N,мугьман,госць
278,Geschenk::N,савкьат,падарунак
279,Spiel::N,къугъун,гульня
280,Gesellschaft::N,жемят,таварыства
281,Gesellschaft::N,общество,таварыства
282,Hilfe::N,куьмек,дапамога
283,Freund::N,дуст,друг
284,Freund::N,дуст,сябар
285,Kamerad::N,яр-дуст,прыяцель
286,Angelegenheit::N,кар,справа
287,Anzahl::N,сан,колькасць
288,Anzahl::N,кьадар,колькасць
289,Art::N,жуьре,від
290,Stück::N,кӏус,кусок
291,Stück::N,кӏус,кавалак
292,Teil::N,пай,частка
293,Hälfte::N,зур,палова
294,Hälfte::N,зур,палавіна
295,Hälfte::N,зур пай,палова
296,Hälfte::N,зур пай,палавіна
297,Kreis::N,круг,круг
298,Kreis::N,чкаяр,круг
299,Kreis::N,элкъвей цӏар,круг
300,Kreuz::N,хаш,крыж
301,Linie::N,цӏар,лінія
302,Strich::N,цӏар,рыса
303,Abstand::N,ара,прамежак
304,Entfernung::N,мензил,адлегласць
305,Gegend::N,чка,мясцовасць
306,Platz::N,ара,месца
307,Ort::N,чка,месца
308,Seite::N,пад,бок
309,Mitte::N,юкь,сярэдзіна
310,Gegenstand::N,затӏ,прадмет
311,Sache::N,шей,рэч
312,Sache::N,затӏ,рэч
313,Rand::N,къерех,край
314,Kante::N,син,руб
315,Kante::N,син,кант
316,Ecke::N,пӏипӏ,вугал
317,Spitze::N,кӏвенкӏв,кончык
318,Ende::N,кьил,канец
319,Loch::N,тӏеквен,дзірка
320,Winkel::N,пӏипӏ,вугал
321,Muster::N,гишир,узор
322,Größe::N,кьадар,памер
323,Länge::N,яргъивал,даўжыня
324,Höhe::N,кьакьанвал,вышыня
325,Gewicht::N,заланвал,вага
326,Menge::N,кьадар,колькасць
327,Haufen::N,хара,куча
328,Reihe::N,жерге,рад
329,Boot::N,луьткве,лодка
330,Ruder::N,кьусу,вясло
331,Schlitten::N,гъелерар,сані
332,Lagerfeuer::N,цӏай,вогнішча
333,Last::N,заланвал,цяжар
334,Gang::N,ериш,ход
335,Schritt::N,къадам,шаг
336,Schritt::N,къадам,крок
337,Norden::N,кефер,поўнач
338,Norden::N,кефер пад,поўнач
339,Süden::N,кьибле,поўдзень
340,Westen::N,рагъакӏидай пад,захад
341,Osten::N,рагъэкъечӏдай пад,усход
342,Holz::N,кӏарас,дрэва
343,Holz::N,кӏарас,драўніна
344,Brett::N,кьул,дошка
345,Brett::N,тахта,дошка
346,Stütze::N,даях,падпорка
347,Stange::N,юрк,жэрдка
348,Stock::N,лаш,палка
349,Stab::N,юрк,шост
350,Rohr::N,турба,труба
351,Haus::N,ужагъ,дом
352,Heim::N,кӏвал,дом
353,Heim::N,кӏвал,хата
354,Ofen::N,пич,печ
355,Fußboden::N,кӏвалин ччил,падлога
356,Tisch::N,стол,стол
357,Stuhl::N,стул,стул
358,Stuhl::N,стул,крэсла
359,Wiege::N,кьеб,калыска
360,Bett::N,тахт,ложак
361,Bett::N,тахт,пасцель
362,Regal::N,кьацӏ,паліца
363,Kiste::N,ящик,скрынка
364,Fenster::N,дакӏар,акно
365,Tür::N,рак,дзверы
366,Tor::N,варар,вароты
367,Zaun::N,пару,агароджа
368,Dach::N,къав,дах
369,Leiter::N,гурар,лесвіца
370,Besen::N,таран кул,мятла
371,Spaten::N,ппер,лапата
372,Spaten::N,ппер,жалязняк
373,Schaufel::N,хекендаз,шуфлік
374,Schaufel::N,хекендаз,лапатка
375,Gabel::N,шиш,відэлец
376,Löffel::N,тӏур,лыжка
377,Messer::N,чукӏул,нож
378,Nagel::N,мих,цвік
379,Netz::N,чил,сетка
380,Haken::N,къармах,крук
381,Griff::N,ттум,ручка
382,Schloss::N,куьлег,замок
383,Bild::N,шикил,карціна
384,Bild::N,суьрет,карціна
385,Figur::N,фигура,фігура
386,Puppe::N,нини,лялька
387,Beutel::N,тагъар,мяшок
388,Bündel::N,галгам,вязка
389,Tasche::N,чанта,торба
390,Eimer::N,ведре,вядро
391,Deckel::N,кьил,накрыўка
392,Deckel::N,къалпагъ,накрыўка
393,Geschirr::N,къаб-къажах,пасуда
394,Sack::N,чувал,мех
395,Tasse::N,сукӏра,кубак
396,Topf::N,къажгъан,каструля
397,Kessel::N,къажгъан,кацёл
398,Essen::N,тӏуьн,ежа
399,Nahrung::N,тӏуьн,харч
400,Speise::N,хуьрек,страва
401,Fleisch::N,як,мяса
402,Getreide::N,техил,збожжа
403,Brei::N,хапӏа,каша
404,Brei::N,хешил,каша
405,Brot::N,фу,хлеб
406,Scheibe::N,чӏук,луста
407,Scheibe::N,чӏук,скібка
408,Fett::N,ягълу,тлушч
409,Butter::N,гъери,масла
410,Öl::N,ягълу,алей
411,Salz::N,кьел,соль
412,Suppe::N,суп,суп
413,Suppe::N,шурпа,суп
414,Honig::N,вирт,мёд
415,Milch::N,нек,малако
416,Tee::N,чай,чай
417,Tee::N,чай,гарбата
418,Leder::N,тумаж,скура
419,Wolle::N,йис,воўна
420,Stoff::N,парча,тканіна
421,Nadel::N,раб,іголка
422,Faden::N,гъал,нітка
423,Knopf::N,дуьгме,гузік
424,Knoten::N,тӏвал,вузел
425,Farbe::N,ранг,фарба
426,Kleidung::N,партал,адзенне
427,Hemd::N,перем,кашуля
428,Kragen::N,хев,каўнер
429,Ärmel::N,хел,рукаў
430,Hose::N,шалвар,штаны
431,Gürtel::N,чӏул,пояс
432,Mütze::N,бармак,шапка
433,Mütze::N,бапӏах,шапка
434,Schuh::N,ботинка,чаравік
435,Stiefel::N,чекме,бот
436,Ring::N,тупӏал,кольца
437,Band::N,тасма,стужка
438,Kamm::N,регъ,расчоска
439,Spiegel::N,гуьзгуь,люстра
440,Riemen::N,къайиш,рэмень
441,Schnur::N,еб,вяроўка
442,Decke::N,яргъан,коўдра
443,Kissen::N,хъуьцуьган,падушка
444,Tuch::N,шал,хустка
445,Handtuch::N,дасмал,ручнік
446,Kraft::N,гуж,сіла
447,Stärke::N,къуват,моц
448,Gesundheit::N,сагъвал,здароўе
449,Krankheit::N,тӏал,хвароба
450,Schmerz::N,тӏал,боль
451,Schmerz::N,тӏарвал,боль
452,Wunde::N,хер,рана
453,Fieber::N,ифин,гарачка
454,Fieber::N,ифин,ліхаманка
455,Arznei::N,дарман,лекі
456,Brücke::N,муьгъ,мост
457,Brunnen::N,къуй,калодзеж
458,Weide::N,уьруьш,паша
459,Pfad::N,рехъ,сцежка
460,Weg::N,рехъ,шлях
461,Weg::N,рехъ,дарога
462,Straße::N,рехъ,вуліца
463,Dorf::N,хуьр,вёска
464,Stadt::N,шегьер,горад
465,Brief::N,кагъаз,ліст
466,Brief::N,кагъаз,пісьмо
467,Buch::N,улуб,кніга
468,Buchstabe::N,гьарф,літара
469,Zeitung::N,газета,газета
470,Leben::N,уьмуьр,жыццё
471,Tod::N,кьиникь,смерць
472,Grab::N,сур,магіла
473,Kirche::N,килиса,касцёл
474,Kirche::N,килиса,царква
475,Sünde::N,гунагь,грэх
476,Gott::N,аллагь,бог
477,Arbeiter::N,фяле,рабочы
478,Chef::N,гьаким,начальнік
479,Meister::N,устӏар,майстар
480,Arzt::N,доктор,урач
481,Lehrer::N,муаллим,настаўнік
482,Geld::N,пул,грошы
483,Laden::N,магазин,крама
484,Laden::N,магазин,магазін
485,Preis::N,къимет,цана
486,Ware::N,мал,тавар
487,Ware::N,товар,тавар
488,Nutzen::N,хийир,выгада
489,Nutzen::N,менфят,выгада
490,Reichtum::N,девлет,багацце
491,Welt::N,дуьнья,свет
492,Land::N,уьлкве,краіна
493,Staat::N,пачагьлугъ,дзяржава
494,Staat::N,государство,дзяржава
495,König::N,пачагь,кароль
496,Macht::N,власть,улада
497,Grenze::N,сергьят,граніца
498,Krieg::N,дяве,вайна
499,Feind::N,душман,вораг
500,Gewalt::N,гуж,насілле
501,Kampf::N,женг,барацьба
502,Bogen[Waffe]::N,чӏемерук,лук
503,Pfeil::N,хьел,страла
504,Gewehr::N,тфенг,ружжо
505,Fehler::N,гъалатӏ,памылка
506,Lüge::N,ттаб,хлусня
507,Schaden::N,зиян,шкода
508,Schaden::N,зарар,шкода
509,Unglück::N,бала,ліха
510,Unglück::N,бала,бядота
511,Unglück::N,бедбахтвал,ліха
512,Unglück::N,бедбахтвал,бядота
513,Schuld::N,тахсир,віна
514,Alter::N,яш,узрост
515,Schluss::N,эхир,канец
516,Zeit::N,вяде,час
517,Tag::N,югъ,дзень
518,Morgen::N,пакама,ранак
519,Morgen::N,пакама,раніца
520,Mittag::N,нисин,паўдня
521,Mittag::N,нисин,поўдзень
522,Abend::N,няни,вечар
523,Nacht::N,йиф,ноч
524,Woche::N,гьафте,тыдзень
525,Monat::N,варз,месяц
526,Jahr::N,йис,год
527,Frühling::N,гатфар,вясна
528,Sommer::N,гад,лета
529,Herbst::N,зул,восень
530,Winter::N,кьуьд,зіма
531,Januar::N,январь,студзень
532,Februar::N,февраль,люты
533,März::N,март,сакавік
534,April::N,апрель,красавік
535,Mai::N,май,май
536,Mai::N,май,травень
537,Juni::N,июнь,чэрвень
538,Juli::N,июль,ліпень
539,August::N,август,жнівень
540,September::N,сентябрь,верасень
541,Oktober::N,октябрь,кастрычнік
542,November::N,ноябрь,лістапад
543,Dezember::N,декабрь,снежань
544,Montag::N,ислен,панядзелак
545,Dienstag::N,саласа,аўторак
546,Mittwoch::N,арбе,серада
547,Donnerstag::N,хемис югъ,чацвер
548,Freitag::N,жуьмя,пятніца
549,Freitag::N,жуьмя югъ,пятніца
550,Samstag::N,киш,субота
551,Sonntag::N,гьяд,нядзеля
552,groß::A,еке,вялікі
553,groß::A,чӏехи,вялікі
554,klein::A,гъвечӏи,маленькі
555,lang::A,яргъи,доўгі
556,kurz::A,куьруь,кароткі
557,breit::A,гьяркьуь,шырокі
558,schmal::A,гуьтӏуь,вузкі
559,dicht::A,къалин,густы
560,dünn::A,кьелечӏ,тонкі
561,fein::A,шуькӏуь,тонкі
562,fest::A,кӏеви,моцны
563,flach::A,кьулу,плоскі
564,glatt::A,цӏалцӏам,гладкі
565,hart::A,кӏеви,цвёрды
566,weich::A,хъуьтуьл,мяккі
567,rund::A,элкъвей,круглы
568,spitz::A,хци,спічасты
569,spitz::A,хци,востраканцовы
570,scharf::A,хци,востры
571,stumpf::A,къуьруь,тупы
572,schwer::A,залан,цяжкі
573,schön::A,иер,прыгожы
574,heiß::A,кудай,гарачы
575,warm::A,чими,цёплы
576,kalt::A,мекьи,холадны
577,kühl::A,къайи,халаднаваты
578,frisch::A,таза,свежы
579,frisch::A,михьи,свежы
580,feucht::A,ламу,вільготны
581,nass::A,кьежей,мокры
582,trocken::A,кьуру,сухі
583,voll::A,ацӏай,поўны
584,leer::A,буш,пусты
585,leer::A,ичӏи,пусты
586,offen::A,ахъа,адкрыты
587,offen::A,ахъа,адчынены
588,geschlossen::A,кӏеви,закрыты
589,geschlossen::A,кӏеви,зачынены
590,sauber::A,михьи,чысты
591,schmutzig::A,чиркин,брудны
592,schmutzig::A,кьацӏай,брудны
593,roh::A,чиг,сыры
594,roh::A,ицӏи,сыры
595,reif::A,дигмиш хьайи,спелы
596,lecker::A,дадлу,смачны
597,süß::A,ширин,салодкі
598,bitter::A,туькьуьл,горкі
599,sauer::A,цуру,кіслы
600,hell::A,экуь,светлы
601,dunkel::A,мичӏи,цёмны
602,schwarz::A,чӏулав,чорны
603,weiß::A,лацу,белы
604,rot::A,яру,чырвоны
605,gelb::A,хъипи,жоўты
606,blau::A,вили,сіні
607,grün::A,къацу,зялёны
608,grau::A,рехи,шэры
609,bunt::A,цӏару,пяресты
610,bunt::A,яру-цӏару,пяресты
611,billig::A,ужуз,танны
612,teuer::A,багьа,дарагі
613,wertvoll::A,масан,цэнны
614,wertvoll::A,масан,каштоўны
615,blind::A,буьркьуь,сляпы
616,taub::A,биши,глухі
617,kräftig::A,гужлу,магутны
618,stark::A,къуватлу,сільны
619,schwach::A,такьатсуз,слабы
620,fett::A,куьк,тлусты
621,schlank::A,шумал,стройны
622,hübsch::A,гуьрчег,чароўны
623,böse::A,пис,злы
624,dumm::A,ахмакь,дурны
625,faul::A,тенпел,лянівы
626,fleißig::A,сяй ийидай,руплівы
627,fleißig::A,сяйи ийидай,руплівы
628,geizig::A,мискьи,прагны
629,klug::A,акьуллу,разумны
630,geschickt::A,магьир,умелы
631,lieb::A,играми,мілы
632,lustig::A,шад,вясёлы
633,sanft::A,назик,ласкавы
634,sanft::A,милайим,ласкавы
635,hungrig::A,гишин,галодны
636,krank::A,кефсуз,хворы
637,nackt::A,кьецӏил,голы
638,traurig::A,пашман,сумны
639,lebendig::A,ччан алай,жывы
640,gut::A,хъсан,добры
641,gut::A,вижевай,добры
642,schlecht::A,пис,кепскі
643,richtig::A,дуьз,правільны
644,schlimm::A,нифретлу,агідны
645,wahr::A,гьакъикъи,сапраўдны
646,alt::A,эски,стары
647,alt::A,куьгьне,стары
648,neu::A,цӏийи,новы
649,ehemalig::A,виликан,былы
650,alt[Lebewesen]::A,кьуьзуь,стары
651,jung::A,жегьил,малады
652,arm::A,кесиб,бедны
653,reich::A,девлетлу,багаты
654,bekannt::A,чидай,знаёмы
655,berühmt::A,машгьур,славуты
656,fremd::A,ччара,чужы
657,verschieden::A,жуьреба-жуьре,розны
658,nah::A,мукьвал,блізкі
659,fern::A,яргъал,далёкі
660,linker::A,чапла,левы
661,rechter::A,эрчӏи,правы
662,anderer::A,маса,іншы
663,anderer::A,маса,другі
664,anderer::A,муькуь,іншы
665,anderer::A,муькуь,другі
666,erster::A,сад лагьай,першы
667,zweiter::A,кьвед лагьай,другі
668,dritter::A,пуд лагьай,трэці
669,letzter::A,эхиримжи,апошні
670,allein::ADV,кьилди,сам
671,allein::ADV,кьилди,адзін
672,zusammen::ADV,санал,разам
673,lange::ADV,яргъалди,доўга
674,plötzlich::ADV,садлагьана,раптам
675,sofort::ADV,гьасятда,зараз
676,später::ADV,гуьгъуьнлай,пазней
677,jetzt::ADV,гила,цяпер
678,heute::ADV,къе,сёння
679,morgen::ADV,пака,заўтра
680,bald::ADV,мукьва,хутка
681,bald::ADV,мукьва,неўзабаве
682,bald::ADV,мукьвара,хутка
683,bald::ADV,мукьвара,неўзабаве
684,dann::ADV,ахпа,потым
685,gestern::ADV,накь,учора
686,einst::ADV,садра,аднойчы
687,damals::ADV,а чӏавуз,тады
688,danach::ADV,ахпа,затым
689,vorher::ADV,вилик,раней
690,zuerst::ADV,сифте,спярша
691,zuerst::ADV,сифте,спачатку
692,einmal::ADV,садра,адзін раз
693,manchmal::ADV,гагь-гагь,часам
694,oft::ADV,гзаф вахтара,часта
695,immer::ADV,гьамиша,заўсёды
696,niemals::ADV,са чӏавузни,ніколі
697,niemals::ADV,са вахтундани,ніколі
698,hier::ADV,ина,тут
699,hierhin::ADV,иниз,сюды
700,von hier::ADV,инай,адсюль
701,von hier::ADV,инай,адгэтуль
702,dort::ADV,ана,там
703,dorthin::ADV,аниз,туды
704,geradeaus::ADV,дуьз,прама
705,vorwärts::ADV,вилик,наперад
706,vorwärts::ADV,виликди,наперад
707,rückwärts::ADV,кьулухъ,назад
708,unten::ADV,агъада,унізе
709,hinab::ADV,агъуз,уніз
710,oben::ADV,винел,угары
711,oben::ADV,винел,наверсе
712,hinauf::ADV,виниз,угару
713,überall::ADV,вирина,усюды
714,nicht::ADV,ваъ,не
715,ein wenig::ADV,са тӏимил,трошкі
716,kaum::ADV,жизви,ледзьве
717,sehr::ADV,лап,вельмі
718,so::ADV,икӏ,так
719,noch::ADV,гьеле,яшчэ
720,nur::ADV,анжах,толькі
721,schon::ADV,хъувуна,ужо
722,schon::ADV,мадни дардиз,ужо
723,schon::ADV,мадни гуьтӏуьз,ужо
724,schon::ADV,мадни гуьтӏуь я,ужо
725,vergebens::ADV,нагьакь,дарма
726,vergebens::ADV,нагьакь,дарэмна
727,vergebens::ADV,нагьакьа,дарма
728,vergebens::ADV,нагьакьа,дарэмна
729,vor::PRP,вилик,перад
730,hinter::PRP,кьулухъ,за
731,hinter::PRP,кьулухъ,ззаду
732,unter::PRP,кӏаник,пад
733,durch::PRP,арадай,праз
734,durch::PRP,-кай хкатна,праз
735,neben::PRP,патав,каля
736,neben::PRP,мукьув,каля
737,zwischen::PRP,ара,між
738,zwischen::PRP,ара,паміж
739,zwischen::PRP,арада,між
740,zwischen::PRP,арада,паміж
741,wegen::PRP,гъиляй,з-за
742,dies::PRN,и,гэта
743,dies::PRN,им,гэта
744,das::PRN,а,тое
745,das::PRN,ам,тое
746,alles::PRN,вири,усё
747,alles::PRN,михьиз,усё
748,ich::PRN,за,я
749,ich::PRN,зун,я
750,du::PRN,вун,ты
751,er::PRN,ам,ён
752,er::PRN,гьа,ён
753,wir::PRN,чун,мы
754,ihr::PRN,куьн,вы
755,sie::PRN,абур,яны
756,was::FPRN,вуч,што
757,wer::FPRN,вуж,хто
758,wo::FADV,гьина,дзе
759,wohin::FADV,гьиниз,куды
760,wie::FADV,гьикӏ,як
761,warum::FADV,вучиз,чаму
762,wieviel::FNUM,шумуд,колькі
763,eins::NUM,са,адзін
764,zwei::NUM,кьвед,два
765,drei::NUM,пуд,тры
766,vier::NUM,кьуд,чатыры
767,fünf::NUM,вад,пяць
768,sechs::NUM,ругуд,шесць
769,sieben::NUM,ирид,сем
770,acht::NUM,муьжуьд,восем
771,neun::NUM,кӏуьд,дзевяць
772,zehn::NUM,цӏуд,дзесяць
773,elf::NUM,цӏусад,адзінаццаць
774,zwölf::NUM,цӏикьвед,дванаццаць
775,zwanzig::NUM,къад,дваццаць
776,dreißig::NUM,къанницӏуд,трыццаць
777,vierzig::NUM,яхцӏур,сорак
778,fünfzig::NUM,яхцӏурни цӏуд,пядзесят
779,sechzig::NUM,пудкъад,шесдзесят
780,siebzig::NUM,пудкъанни цӏуд,семдзесят
781,achtzig::NUM,кьудкъад,восемдзесят
782,neunzig::NUM,кьудкъанни цӏуд,дзевяноста
783,hundert::NUM,виш,сто
784,tausend::NUM,агъзур,тысяча
785,und::CNJ,ва,і
786,und::CNJ,ва,ды
787,oder::CNJ,я,або
788,stehen::V,акъвазун,стаяць
