,Concept_ID,ml,br
634,immer::ADV,എപ്പോഴും,bepred
635,niemals::ADV,ഒരിക്കലും,gwech ebet
636,hier::ADV,ഇവിടെ,amañ
637,hierhin::ADV,ഇവിടേക്ക്,dre amañ
638,von hier::ADV,ഇവിടെനിന്ന്,alemañ
639,dort::ADV,അവിടെ,aze
640,dort::ADV,അവിടെ,ahont
641,dorthin::ADV,അവിടേക്ക്,di
642,dorthin::ADV,അവിടേക്ക്,aze
643,dorthin::ADV,അവിടേക്ക്,ahont
644,geradeaus::ADV,മുമ്പിൽ,war-eeun
645,geradeaus::ADV,മുമന്നോട്ട്,war-eeun
646,vorwärts::ADV,മുന്നോട്ട്,war-raok
647,rückwärts::ADV,തലതിരിച്ച്,war-lerc'h
648,zurück::ADV,പുറകിലേക്ക്,war-dreñv
649,unten::ADV,താഴെ,en traoñ
650,hinab::ADV,താഴേക്ക്,a-izel
651,oben::ADV,മുകളിൽ,en nec'h
652,hinauf::ADV,മുകളിൽ,e-krec'h
653,überall::ADV,എല്ലായിടത്തും,dre-holl
654,nicht::ADV,ഇല്ല,ne ... ket
655,ein wenig::ADV,കുറച്ച്,un tammig
656,kaum::ADV,കഷ്ടിച്ച്,a-boan
657,sehr::ADV,വളരെ,-tre
658,sehr::ADV,വളരെ,-kenañ
659,so::ADV,അങ്ങനെ,evel-se
660,noch::ADV,ഇപ്പോഴും,c'hoazh
661,nur::ADV,മാത്രം,hepken
662,schon::ADV,നേരത്തേ തന്നെ,dija
663,wieder::ADV,വീണ്ടും,adarre
664,vergebens::ADV,വിഫല,
665,vor::PRP,മുമ്പിൽ,dirak
666,hinter::PRP,പുറകിൽ,a-drek
667,hinter::PRP,പുറകിൽ,a-dreñv
668,unter::PRP,കീഴിൽ,dindan
669,durch::PRP,ഉള്ളിലൂടെ,dre
670,neben::PRP,അടുത്ത്,e-kichen
671,zwischen::PRP,ഇടയ്ക്ക്,etre
672,wegen::PRP,നിമിത്തം,abalamour da
673,dies::PRN,ഇത്,hemañ
674,das::PRN,അത്,se
675,das::PRN,അത്,hennezh
676,alles::PRN,എല്ലാം,pep tra
677,ich::PRN,ഞാൻ,me
678,du::PRN,നിങ്ങൾ,te
679,er::PRN,അദ്ദേഹം,eñ
680,er::PRN,അയാൾ,eñ
681,er::PRN,അവൻ,eñ
682,er::PRN,അവർ,eñ
683,er::PRN,അവൾ,eñ
684,wir::PRN,നമ്മൾ,ni
685,ihr::PRN,നിങ്ങൾ,c'hwi
686,sie::PRN,അവർ,int
687,was::FPRN,എന്ത്,petra
688,wer::FPRN,ആര്,piv
689,wo::FADV,എവിടെ,pelec'h
690,wohin::FADV,എവിടേക്ക്,da belec'h
691,wie::FADV,എങ്ങനെ,penaos
692,warum::FADV,എന്തുകൊണ്ട്,perak
693,wieviel::FNUM,എത്ര,pet
694,eins::NUM,ഒന്ന്,unan
695,zwei::NUM,രണ്ട്,daou
696,drei::NUM,മൂന്ന്,tri
697,vier::NUM,നാല്,pevar
698,fünf::NUM,അഞ്ച്,pemp
699,sechs::NUM,ആറ്,c'hwec'h
700,sieben::NUM,ഏഴ്,seizh
701,acht::NUM,എട്ട്,eizh
702,neun::NUM,ഒമ്പത്,nav
703,zehn::NUM,പത്ത്,dek
704,elf::NUM,പതിനൊന്ന്,unnek
705,zwölf::NUM,പന്ത്രണ്ട്,daouzek
706,zwanzig::NUM,ഇരുപത്,ugent
707,dreißig::NUM,മുപ്പത്,tregont
708,vierzig::NUM,നാൽപ്പത്,daou-ugent
709,fünfzig::NUM,അൻപത്,hanter-kant
710,sechzig::NUM,അറുപത്,tri-ugent
711,siebzig::NUM,എഴുപത്,dek ha tri-ugent
712,achtzig::NUM,എൺപത്,pevar-ugent
713,neunzig::NUM,തൊണ്ണൂറ്,dek ha pevar-ugent
714,hundert::NUM,നൂറ്,kant
715,tausend::NUM,ആയിരം,mil
716,und::CNJ,ഉം,ha
717,oder::CNJ,അഥവാ,pe
718,stehen::V,നിൽക്കുക,bezañ a-sav
719,sitzen::V,ഇരിക്കുക,azezañ
720,sitzen::V,ഇരിക്കുക,bezañ en e goazez
721,liegen::V,കിടക്കുക,bezañ en e c'hourvez
722,hängen::V,തൂങ്ങുക,krougañ
723,werden::V,ആയിത്തീരുക,dazonet
724,passieren::V,സംഭവിക്കുക,c'hoarvezout
725,beginnen::V,ആരംഭിക്കുക,stagañ
726,enden::V,അവസാനിപ്പിക്കുക,achuiñ
727,wechseln::V,മാറ്റുക,cheñch
728,aufgehen[Sonne]::V,ഉയരുക,dirouzañ
729,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,
730,scheinen[Sonne]::V,പ്രകാശിക്കുക,lugernañ
731,donnern::V,ഇടിവെട്ടുക,taranal
732,wehen::V,വീശുക,c'hwezhañ
733,strömen::V,ഒഴുകുക,deredek
734,fließen::V,ഒഴുകുക,redek
735,sich drehen::V,ചുറ്റുക,troiñ
736,sich drehen::V,കറക്കുക,troiñ
737,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,trantellat
738,schwingen::V,ആടുക,froumal
739,fallen::V,വീഴുക,kouezhañ
740,brennen::V,കത്തുക,deviñ
741,rauchen::V,പുകയുക,divogedañ
742,regnen::V,മഴ_പെയ്യുക,glavañ
743,gefrieren::V,തണത്ത്_മരവിക്കുക,reviñ
744,tauen::V,അലിയുക,diskornañ
745,schmelzen::V,ഉരുകുക,teuziñ
746,trocknen::V,വരളുക,sec'hañ
747,sieden::V,തിളപ്പിക്കുക,berviñ
748,faulen::V,ചീയുക,breinañ
749,verfaulen::V,അഴുകുക,breinañ
750,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,darnaouiñ
751,versinken::V,മുക്കുക,sodellañ
752,vergehen::V,കടന്നുപോകുക,tremen
753,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,donet war-wel
754,verschwinden::V,അദൃശ്യമാകുക,monet diwar wel
755,sinken::V,താഴുക,en em izelat
756,abnehmen::V,കുറിയുക,nebeutaat
757,zunehmen::V,വർദ്ധിക്കുക,kreskiñ
758,steigen::V,ഉയരുക,sevel
759,wachsen::V,വളരുക,kreskiñ
760,glänzen::V,മിന്നുക,lugernañ
761,funkeln::V,തിളങ്ങുക,elieniñ
762,lärmen::V,ശബ്ദമുണ്ടാക്കുക,rabotat
763,läuten::V,മണിമുഴങ്ങുക,
764,klingeln::V,ചിലമ്പുക,
765,klirren::V,കിലുക്കുക,diridignat
766,klirren::V,കിലുക്കുക,sterlinkañ
767,brausen::V,മുഴങ്ങുക,gwegal
768,rauschen::V,അനങ്ങുക,trouzal
769,klingen::V,മുഴക്കുക,seniñ
770,bellen::V,കുരയ്ക്കുക,harzhal
771,heulen::V,ഓരിയിടുക,yudal
772,blasen::V,ഊതുക,c'hwezhañ
773,pfeifen::V,വിസിലടിക്കുക,c'hwitellat
774,schreien::V,ആക്രോശിക്കുക,huchal
775,stöhnen::V,അരക്കം,hirvoudiñ
776,stöhnen::V,ആർത്തനാദം,hirvoudiñ
777,zittern::V,വിറയ്ക്കുക,krenañ
778,leben::V,താമസിക്കുക,bevañ
779,geboren werden::V,ജനിക്കുക,genel
780,atmen::V,ശ്വസിക്കുക,tennañ e anal
781,trinken::V,കുടിക്കുക,evañ
782,essen::V,കഴിക്കുക,debriñ
783,schlucken::V,വിഴുങ്ങുക,lonkañ
784,müde werden::V,ക്ഷീണിക്കുക,skuizhañ
785,einschlafen::V,നിദ്രിക്കുക,menel kousket
786,schlafen::V,ഉറങ്ങുക,kousket
787,aufwachen::V,ഉണരുക,dihuniñ
788,aufstehen::V,എഴുന്നേൽക്കുക,sevel
789,sich erholen::V,വിശ്രമിക്കുക,diskuizhañ
790,krank werden::V,ദീനംപിടിക്കുക,klañviñ
791,krank sein::V,രോഗികളാകുക,bezañ klañv
792,schmerzen::V,വേദനിക്കുക,skourjezañ
793,husten::V,ചുമയ്ക്കുക,pasaat
794,husten::V,ചുമയ്ക്കുക,peudal
795,genesen::V,സുഖപ്പെടുക,pareañ
796,sterben::V,മരിക്കുക,mervel
797,umkommen::V,മരിക്കുക,perisañ
798,sich bewegen::V,സ്ഥലം_മാറുക,bouljal
799,sich rühren::V,ചലിക്കുക,fiñval
800,sich erheben::V,നിൽക്കുക,sevel
801,sich setzen::V,ഇരിക്കുക,azezañ
802,sich setzen::V,ഇരിക്കുക,mont en e goazez
803,hinfallen::V,വീഴുക,kouezhañ
804,laufen::V,നടക്കുക,redek
805,schreiten::V,നടക്കുക,kerzhet
806,spazierengehen::V,ഉലാത്തുക,pourmen
807,eilen::V,പാഞ്ഞെത്തുക,hastañ
808,sich beeilen::V,തിരിക്കുകൂട്ടുക,hastañ
809,sich beeilen::V,തിടുക്കം_കാട്ടുക,hastañ
810,sausen::V,കുതിക്കുക,karzhañ
811,rennen::V,ഓടുക,redek
812,springen::V,ചാടുക,lammat
813,klettern::V,കയറുക,krimpat
814,schaukeln::V,ഇളകുക,brañsellat
815,kriechen::V,പതുങ്ങികയറുക,skrampañ
816,schwimmen::V,നീന്തുക,neuial
817,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,splujañ
818,rudern::V,തുഴയുക,roeñvat
819,fahren::V,വാഹനം ഓടിക്കുക,kas
820,fahren::V,വാഹനം ഓടിക്കുക,bleniañ
821,fliegen::V,പറക്കുക,nijal
822,gehen::V,പോകുക,mont
823,weggehen::V,വിടുക,mont kuit
824,abfahren::V,പുറപ്പെടുക,mont kuit
825,anhalten::V,നിർത്തുക,chom a-sav
826,hineingehen::V,പ്രവേശിക്കുക,monet e-barzh
827,eintreten::V,പ്രവേശിക്കുക,monet e-barzh
828,kommen::V,വരുക,dont
829,ankommen::V,എത്തിച്ചേരുക,erruout
830,zurückkommen::V,തിരിച്ചു വരുക,addonet
831,bleiben::V,തുടരുക,chom
832,warten::V,കാത്തിരിക്കുക,gortoz
833,erwarten::V,പ്രതീക്ഷിക്കുക,gortoz
834,suchen::V,തിരയുക,klask
835,finden::V,കണ്ടെത്തുക,kavout
836,versuchen::V,ശ്രമിക്കുക,klask
837,vorbereiten::V,തയ്യാറെടുക്കുക,aozañ
838,lieben::V,സ്നേഹിക്കുക,karout
839,mögen::V,ഇഷ്ടപ്പെടുക,karout
840,lachen::V,ചിരിക്കുക,c'hoarzin
841,rühren::V,ഹൃദയം സ്പർശിക്കുക,tenerañ
842,weinen::V,തേങ്ങുക,gouelañ
843,schimpfen::V,പിറുപിറുക്കുക,krozal
844,sich ärgern::V,കോപിക്കുക,fachañ
845,sich ärgern::V,കോപിക്കുക,en em fachañ
846,sich fürchten::V,പേടിക്കുക,
847,fürchten::V,പേടിക്കുക,
848,fliehen::V,രക്ഷപ്പെടുക,tec'het
849,flüchten::V,രക്ഷപ്പെടുക,tuzañ
850,sehen::V,കാണുക,gwelet
851,anschauen::V,നോക്കുക,sellout ouzh
852,ansehen::V,നോക്കുക,sellout ouzh
853,hören::V,കേൾക്കുക,klevet
854,zuhören::V,ശ്രദ്ധിക്കുക,selaou
855,probieren::V,രുചിയുള്ളതായി_തോന്നുക,blasa
856,riechen::V,മണത്തു_നോക്കുക,klevet
857,fühlen::V,സ്പർശിച്ചറിയുക,santout
858,scheinen::V,കാണപ്പെടുക,diskouez bezañ
859,zu sehen sein::V,വെളിച്ചപ്പെടുക,bezañ gwelus
860,vernehmen::V,കേൾക്കുക,merzhañ
861,frieren::V,വിറയ്ക്കുക,anoued
862,tun::V,ചെയ്യുക,ober
863,können::V,കഴിയുക,gouzout
864,wollen::V,വേണുക,fellout da
865,wollen::V,വേണുക,kaout c'hoant da
866,anfangen::V,തുടങ്ങുക,kregiñ
867,beenden::V,പൂർത്തിയാക്കുക,achuiñ
868,aufhören::V,നിർത്തുക,paouez
869,gelingen::V,വിജയിക്കുക,
870,geraten::V,പരിണമിക്കുക,
871,öffnen::V,തുറക്കുക,digeriñ
872,schließen::V,അടയ്ക്കുക,serriñ
873,stellen::V,വയ്ക്കുക,lakaat
874,setzen::V,വയ്ക്കുക,lakaat
875,legen::V,ഇടുക,lakaat
876,berühren::V,തൊടുക,touch
877,verbinden::V,ഘടിപ്പിക്കുക,eren
878,bedecken::V,മുടുക,goloiñ
879,aufhängen::V,കെട്ടിതൂക്കുക,istribilhañ
880,anzünden::V,കത്തിക്കുക,alumiñ
881,anzünden::V,കത്തിക്കുക,c'hwezzañ
882,aufheben::V,പെറുക്കിയെടുക്കുക,dastum
883,zurücklassen::V,വച്ചുപോരുക,lezel
884,verlieren::V,നഷ്ടപ്പെടുക,koll
885,fallen lassen::V,വീഴ്ത്തുക,laoskel
886,fallen lassen::V,വീഴ്ത്തുക,lezel da gouezhel
887,machen::V,ഉണ്ടാക്കുക,ober
888,herstellen::V,ഉൽപാദിപ്പിക്കുക,fardañ
889,bauen::V,നിർമ്മിക്കുക,sevel
890,reparieren::V,നന്നാക്കുക,adaozañ
891,verbessern::V,മെച്ചപ്പെടുക,gwellaat
892,ändern::V,മാറ്റംവരുത്തുക,cheñch
893,graben::V,കുഴിക്കുക,kleuzañ
894,beugen::V,വണങ്ങുക,plegañ
895,biegen::V,കുനിയുക,krommañ
896,drehen::V,തിരിക്കുക,treiñ
897,wenden::V,തിരിയുക,treiñ
898,umdrehen::V,തിരിയുക,treiñ
899,heben::V,ഉയർത്തുക,sevel
900,hochheben::V,ഉയർത്തുക,sevel
901,ergreifen::V,ബലമായി_പിടിക്കുക,kemer
902,halten::V,പിടിക്കുക,dalc'hen
903,drücken::V,അമർത്തുക,bountañ
904,schieben::V,തള്ളുക,poulzañ
905,kratzen::V,ചുരണ്ടുക,skrabat
906,lecken::V,നക്കുക,lipat
907,beißen::V,കടിക്കുക,kregiñ
908,abreißen::V,കീറിക്കളയുക,diframmañ
909,abschneiden::V,മുറിച്ചുമാറ്റുക,troc'hañ
910,binden::V,കെട്ടുക,stagañ
911,stecken::V,തുളയ്ക്കുക,sankañ
912,brechen::V,ഉടയുക,darnaouiñ
913,klopfen::V,തട്ടുക,skoiñ
914,hauen::V,അടിക്കുക,dornañ
915,kleben::V,ഒട്ടിക്കുക,pegañ
916,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,taravat
917,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,trekiñ
918,streichen::V,പടർത്തുക,toazañ
919,schleifen::V,പൊടിക്കുക,lemmañ
920,schneiden::V,മുറിക്കുക,troc'hañ
921,rütteln::V,മുട്ടുക,tordorosañ
922,schütteln::V,കുലുക്കുക,hejañ
923,schwenken::V,ആടുക,
924,schütten::V,ഒഴിക്കുക,diskargañ
925,füllen::V,നിറയ്ക്കുക,kargañ
926,einwickeln::V,പൊതിയുക,gronnañ
927,tragen::V,വഹിക്കുക,dougen
928,schleppen::V,വലിച്ചിഴയ്ക്കുക,stlejal
929,ziehen::V,വലിക്കുക,sachañ
930,aufbewahren::V,വയ്ക്കുക,miret
931,werfen::V,എറിയുക,teuler
932,fangen::V,പിടിക്കുക,tapañ
933,packen::V,തട്ടിപ്പറിക്കുക,krapat
934,verstecken::V,മറയ്ക്കുക,kuzhat
935,teilen::V,വിഭജിക്കുക,rannañ
936,schicken::V,അയയ്ക്കുക,kas
937,bringen::V,കൊണ്ടുവരുക,degas
938,hinzufügen::V,കൂട്ടുക,lakat ouzhpenn
939,bekommen::V,കിട്ടുക,kaout
940,erhalten::V,സ്വീകരിക്കുക,kaout
941,nehmen::V,എടുക്കുക,kemer
942,wählen::V,തിരഞ്ഞെടുക്കുക,choaz
943,auswählen::V,തിരഞ്ഞെടുക്കുക,dibab
944,bewahren::V,പുലർത്തുക,mirout
945,behindern::V,തടയിടുക,diaezañ
946,verderben::V,നശിപ്പിക്കുക,lovrañ
947,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,gwallegañ
948,zerbrechen::V,ഉടയുക,torriñ
949,zerreißen::V,കീറുക,diroegiñ
950,zerstören::V,നശിപ്പിക്കുക,distrujañ
951,verbrennen::V,കത്തിനശിക്കുക,deviñ
952,verbrennen::V,കത്തിച്ചുകളയുക,deviñ
953,geben::V,കൊടുക്കുക,reiñ
954,geben::V,തരുക,reiñ
955,reichen::V,കൈമാറുക,
956,schenken::V,സമ്മാനം കൊടുക്കുക,donezonañ
957,versprechen::V,വാഗ്ദാനം_നൽകുക,prometiñ
958,wünschen::V,ആഗ്രഹിക്കുക,hetiñ
959,loben::V,പുകഴ്ത്തുക,feurmiñ
960,küssen::V,ഉമ്മവയ്ക്കുക,pokat
961,wiegen::V,ഇളകുക,pouezañ
962,zudecken::V,മുടുക,goloiñ
963,wecken::V,ഉണർത്തുക,dihuniñ
964,zeigen::V,കാണിക്കുക,diskouez
965,führen::V,നടത്തുക,kas
966,lehren::V,പഠിപ്പിക്കുക,deskiñ
967,unterrichten::V,പരിശീലിപ്പിക്കുക,kelenn
968,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,
969,leiten::V,നയിക്കുക,bleinañ
970,antreiben::V,പ്രേരിപ്പിക്കുക,poulzañ
971,lassen::V,അനുവദിക്കുക,leuskel
972,einladen::V,ക്ഷണിക്കുക,pediñ
973,vereinigen::V,കൂടിച്ചേരുക,unisañ
974,besuchen::V,സന്ദർശിക്കുക,gweladenniñ
975,treffen::V,തമ്മിൽ കാണുക,kejal
976,treffen::V,തമ്മിൽ കാണുക,ankontrañ
977,sich versammeln::V,സംയോജിപ്പിക്കുക,bodennañ
978,spielen::V,കളിക്കുക,c'hoari
979,singen::V,പാടുക,kanañ
980,tanzen::V,നൃത്തം ചെയ്യുക,dañsal
981,sich trennen::V,നേർപെടുത്തുക,dispartiañ
982,verlassen::V,പിൻവാങ്ങുക,lezel
983,retten::V,രക്ഷിക്കുക,saveteiñ
984,bewachen::V,കാവൽനിൽക്കുക,mesa
985,schützen::V,പരിരക്ഷിക്കുക,diwall
986,verteidigen::V,പ്രതിരോധിക്കുക,difenn
987,sich schlagen::V,കലഹിക്കുക,lopañ
988,schießen::V,വെടിവെക്കുക,
989,siegen::V,വിജയിക്കുക,trec'hiñ
990,ärgern::V,വിഷമിപ്പിക്കുക,hegasiñ
991,schlagen::V,അടിക്കുക,skeiñ
992,treten::V,തൊഴിക്കുക,botaouiñ
993,stechen::V,കുത്തുക,pikat
994,stoßen::V,തള്ളുക,stokañ
995,stehlen::V,മോഷ്ടിക്കുക,laerezh
996,stören::V,ശല്യപ്പെടുത്തുക,direnkañ
997,belästigen::V,മെനക്കെടുക,dregasiñ
998,verbergen::V,മറയ്ക്കുക,skoachañ
999,verbergen::V,ഒളിക്കുക,skoachañ
1000,täuschen::V,കബളിപ്പിക്കുക,tromplañ
1001,betrügen::V,ചതിക്കുക,lorbañ
1002,töten::V,കൊല്ലുക,lazhañ
1003,wohnen::V,താമസിക്കുക,bezañ o chom
1004,arbeiten::V,ജോലിചെയ്യുക,labourat
1005,sammeln::V,സഞ്ചയിക്കുക,dastum
1006,pflücken::V,പറിച്ചെടുക്കുക,kuntuilhañ
1007,jagen::V,വേട്ടയാടുക,chaseal
1008,fischen::V,മീൻ പിടിക്കുക,pesketa
1009,fassen::V,പിടിക്കുക,pakañ
1010,hüten::V,ചേർക്കുക,geota
1011,treiben::V,വാഹനം_ഓടിക്കുക,
1012,anbinden::V,കെട്ടിയിടുക,stagañ
1013,füttern::V,തീറ്റുക,boueta
1014,melken::V,പാലുകറക്കുക,goro
1015,hacken::V,വെട്ടിമുറിക്കുക,difrakal
1016,gießen::V,നനയ്ക്കുക,dourañ
1017,reifen::V,പാകമാകുക,azviñ
1018,zubereiten::V,പാചകം_ചെയ്യുക,keginañ
1019,kochen::V,വേവിക്കുക,poazhañ
1020,backen::V,ബേക്ക് ചെയ്യുക,fritañ
1021,braten::V,പോരിക്കുക,rostañ
1022,umrühren::V,ഇളക്കുക,
1023,stricken::V,മെടയുക,stammañ
1024,nähen::V,തുന്നുക,gwriat
1025,färben::V,ചായം പൂശുക,livañ
1026,reinigen::V,വൃത്തിയാക്കുക,naetañ
1027,waschen::V,കഴുകുക,gwalc'hiñ
1028,abwischen::V,തുടയ്ക്കുക,torchañ
1029,spülen::V,കഴുകുക,disgwalc'hiñ
1030,fegen::V,അടിച്ചുവാരുക,skubañ
1031,kehren::V,അടിച്ചുവാരുക,skubañ
1032,baden::V,നീന്തിത്തുടിക്കുക,kouronkañ
1033,sich waschen::V,കഴുകുക,en em walc'hiñ
1034,ausziehen::V,ഇഴുക്കുക,
1035,anziehen::V,ഉടുക്കുക,
1036,sich anziehen::V,ധരിച്ച നേടുകയുക,gwiskañ
1037,kämmen::V,മുടിചീകുക,kribat
1038,schmücken::V,അലങ്കരിക്കുക,kinklañ
1039,sagen::V,പറയുക,larêt
1040,sagen::V,പറയുക,lavaret
1041,sprechen::V,സംസാരിക്കുക,komz
1042,reden::V,സംസാരിക്കുക,kaozeal
1043,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,balbotal
1044,fragen::V,ചോദിക്കുക,goulenn
1045,bitten::V,അപേക്ഷിക്കുക,goulenn
1046,erzählen::V,പറയുക,kontañ
1047,mitteilen::V,അറിയിക്കുക,kemenn
1048,nennen::V,പേരിടുക,anviñ
1049,rufen::V,വിളിക്കുക,gelver
1050,prahlen::V,പൊങ്ങച്ചം പറയുക,fougeal
1051,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,treiñ
1052,denken::V,ചിന്തിക്കുക,soñjal
1053,glauben::V,വിശ്വസിക്കുക,krediñ
1054,bemerken::V,ശ്രദ്ധിക്കുക,apresevañ
1055,erkennen::V,തിരിചറിയുക,anavout
1056,begreifen::V,കൈപ്പിടിയിലാക്കുക,meizañ
1057,verstehen::V,മനസ്സിലാക്കുക,kompren
1058,lernen::V,പഠിക്കുക,deskiñ
1059,wissen::V,അറിയുക,gouzout
1060,sich erinnern an::V,ഓർമിക്കുക,kaout soñj e
1061,vergessen::V,മറക്കുക,ankouaat
1062,messen::V,അളക്കുക,muzuliañ
1063,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,kontañ
1064,rechnen::V,ഗണിക്കുക,jedañ
1065,lesen::V,വായിക്കുക,lenn
1066,malen::V,ചിത്രം വരയ്ക്കുക,livañ
1067,zeichnen::V,വരയ്ക്കുക,tresañ
1068,schreiben::V,എഴുതുക,skrivañ
1069,besitzen::V,സ്വന്തമാക്കുക,kaout
1070,kaufen::V,വാങ്ങുക,prenañ
1071,verkaufen::V,വിൽക്കുക,gwerzhañ
1072,bezahlen::V,പരിഹാരം ചെയ്യുക,paeañ
1073,zahlen::V,പണം അടയ്ക്കുക,paeañ
1074,beherrschen::V,ഭരിക്കുക,mestroniañ
1075,ertragen::V,താങ്ങുക,anduriñ
