,Concept_ID,fr,hy
778,alt[Lebewesen]::A,vieux,ծեր
779,alt[Lebewesen]::A,vieux,պառավ
780,jung::A,jeune,մատաղ
781,arm::A,pauvre,աղքատ
782,reich::A,riche,հարուստ
783,bekannt::A,connu,ծանոթ
784,berühmt::A,fameux,հայտնի
785,berühmt::A,fameux,հռչակավոր
786,berühmt::A,célèbre,հայտնի
787,berühmt::A,célèbre,հռչակավոր
788,fremd::A,étranger,օտար
789,verschieden::A,différent,տարբեր
790,nah::A,lié,մոտ
791,nah::A,lié,մերձ
792,nah::A,proche,մոտ
793,nah::A,proche,մերձ
794,fern::A,éloigné,հեռավոր
795,fern::A,lointain,հեռավոր
796,linker::A,gauche,ձախ
797,rechter::A,droit,աջ
798,anderer::A,autre,այլ
799,anderer::A,autre,ուրիշ
800,erster::A,premier,առաջին
801,zweiter::A,second,երկրորդ
802,zweiter::A,deuxième,երկրորդ
803,dritter::A,troisième,երրորդ
804,letzter::A,dernier,վերջին
805,allein::ADV,seul,միայնակ
806,auf einmal::ADV,à la fois,միասնաբար
807,zusammen::ADV,ensemble,միասին
808,zusammen::ADV,ensemble,իրար հետ
809,lange::ADV,longtemps,երկար ժամանակ
810,plötzlich::ADV,tout à coup,հանկարծ
811,sofort::ADV,immédiatement,իսկույն
812,später::ADV,plus tard,ավելի ուշ
813,später::ADV,plus tard,հետո
814,jetzt::ADV,maintenant,այժմ
815,heute::ADV,aujourd'hui,այսօր
816,morgen::ADV,demain,վաղը
817,bald::ADV,bientôt,շուտով
818,dann::ADV,puis,ապա
819,dann::ADV,puis,հետո
820,dann::ADV,ensuite,ապա
821,dann::ADV,ensuite,հետո
822,gestern::ADV,hier,երեկ
823,einst::ADV,jadis,հին ատեն
824,einst::ADV,autrefois,հին ատեն
825,damals::ADV,alors,ատէնին
826,damals::ADV,à l'époque,ատէնին
827,danach::ADV,après,ապա
828,danach::ADV,après,այն ժամանակ
829,danach::ADV,ensuite,ապա
830,danach::ADV,ensuite,այն ժամանակ
831,vorher::ADV,auparavant,առաջ
832,zuerst::ADV,d'abord,նախ
833,zuerst::ADV,premièrement,նախ
834,einmal::ADV,une fois,մի անգամ
835,manchmal::ADV,parfois,երբեմն
836,manchmal::ADV,quelquefois,երբեմն
837,oft::ADV,souvent,հաճախ
838,immer::ADV,toujours,միշտ
839,niemals::ADV,ne ... jamais,երբեք
840,hier::ADV,ici,այստեղ
841,hierhin::ADV,par ici,այստեղ
842,von hier::ADV,d'ici,այդտեղից
843,dort::ADV,là,այնտեղ
844,dort::ADV,là-bas,այնտեղ
845,dorthin::ADV,y,այնտեղ
846,dorthin::ADV,par là,այնտեղ
847,geradeaus::ADV,tout droit,ուղիղ
848,vorwärts::ADV,en avant,առաջ
849,rückwärts::ADV,en arrière,դեպի ետ
850,zurück::ADV,de retour,ետ
851,unten::ADV,en bas,ներքեւում
852,unten::ADV,au-dessous,ներքեւում
853,hinab::ADV,en bas,ներքեւ
854,hinab::ADV,vers le bas,ներքեւ
855,oben::ADV,dessus,վերեւում
856,oben::ADV,en haut,վերեւում
857,hinauf::ADV,en haut,վերեւ
858,hinauf::ADV,vers le haut,վերեւ
859,überall::ADV,partout,ամենուր
860,nicht::ADV,ne ... pas,չէ
861,ein wenig::ADV,un peu,մի քիչ
862,kaum::ADV,à peine,հազիվ
863,sehr::ADV,très,շատ
864,so::ADV,si,այդպես
865,so::ADV,ainsi,այդպես
866,noch::ADV,encore,դեռ
867,nur::ADV,seulement,միայն
868,nur::ADV,ne ... que,միայն
869,schon::ADV,déjà,արդեն
870,wieder::ADV,de nouveau,նորից
871,wieder::ADV,de nouveau,դարձյալ
872,vergebens::ADV,en vain,իզուր
873,vor::PRP,devant,դիմացը
874,hinter::PRP,derrière,ետեւը
875,unter::PRP,sous,տակ
876,unter::PRP,au-dessous de,տակ
877,durch::PRP,par,միջով
878,durch::PRP,à travers,միջով
879,neben::PRP,à côté de,քովը
880,zwischen::PRP,entre,միջեւ
881,wegen::PRP,à cause de,պատճառով
882,wegen::PRP,à cause de,շնորհից
883,dies::PRN,ceci,սա
884,dies::PRN,ceci,այս
885,das::PRN,ce,դա
886,das::PRN,ce,այդ
887,das::PRN,cela,դա
888,das::PRN,cela,այդ
889,alles::PRN,tout,ամեն ինչ
890,ich::PRN,je,ես
891,ich::PRN,moi,ես
892,du::PRN,tu,դու
893,du::PRN,toi,դու
894,er::PRN,il,նա
895,er::PRN,lui,նա
896,wir::PRN,nous,մենք
897,ihr::PRN,vous,դուք
898,sie::PRN,ils,նրանք
899,sie::PRN,elles,նրանք
900,was::FPRN,que,ինչ
901,was::FPRN,quoi,ինչ
902,wer::FPRN,qui,ով
903,wo::FADV,où,ուր
904,wo::FADV,où,որտեղ
905,wohin::FADV,où,դեպի ուր
906,wie::FADV,comment,ինչպես
907,warum::FADV,pourquoi,ինչու
908,wieviel::FNUM,combien,որչափ
909,eins::NUM,un,մեկ
910,zwei::NUM,deux,երկու
911,drei::NUM,trois,երեք
912,vier::NUM,quatre,չորս
913,fünf::NUM,cinq,հինգ
914,sechs::NUM,six,վեց
915,sieben::NUM,sept,յոթ
916,acht::NUM,huit,ութ
917,neun::NUM,neuf,ինը
918,zehn::NUM,dix,տասը
919,elf::NUM,onze,տասնմեկ
920,zwölf::NUM,douze,տասներկու
921,zwanzig::NUM,vingt,քսան
922,dreißig::NUM,trente,երեսուն
923,vierzig::NUM,quarante,քառասուն
924,fünfzig::NUM,cinquante,հիսուն
925,sechzig::NUM,soixante,վաթսուն
926,siebzig::NUM,soixante-dix,յոթանասուն
927,achtzig::NUM,quatre-vingt,ութսուն
928,neunzig::NUM,quatre-vingt-dix,իննսուն
929,hundert::NUM,cent,հարյուր
930,tausend::NUM,mille,հազար
931,und::CNJ,et,ու
932,oder::CNJ,ou,կամ
933,stehen::V,être debout,կանգնել
934,sitzen::V,être assis,նստել
935,liegen::V,être couché,ստել
936,hängen::V,pendre,կախվել
937,werden::V,devenir,դառնալ
938,passieren::V,se passer,պատահել
939,beginnen::V,commencer,սկսվել
940,enden::V,finir,վերջանալ
941,enden::V,se terminer,վերջանալ
942,wechseln::V,changer,փոխվել
943,wechseln::V,alterner,փոխվել
944,aufgehen[Sonne]::V,se lever,բարձրանալ
945,aufgehen[Sonne]::V,se lever,ելնել 
946,untergehen[Sonne]::V,se coucher,մտնել
947,scheinen[Sonne]::V,briller,շողալ
948,scheinen[Sonne]::V,briller,փայլել
949,donnern::V,tonner,որոտալ
950,wehen::V,souffler,փչել
951,strömen::V,affluer,հոսել
952,fließen::V,couler,հոսել
953,sich drehen::V,tourner,պտտվել
954,schwanken::V,osciller,տատանվել
955,schwanken::V,chanceler,տատանվել
956,schwingen::V,vibrer,ճոճվել
957,schwingen::V,osciller,ճոճվել
958,fallen::V,tomber,ընկնել
959,brennen::V,brûler,այրվել
960,brennen::V,flamber,այրվել
961,rauchen::V,fumer,ծխել
962,regnen::V,pleuvoir,անձրեւ գալ
963,gefrieren::V,geler,սառչել
964,tauen::V,dégeler,լկիլ
965,schmelzen::V,fondre,հալիլ
966,trocknen::V,sécher,չորանալ
967,sieden::V,bouillir,եռալ
968,faulen::V,pourrir,փտել
969,faulen::V,se putréfier,փտել
970,verfaulen::V,pourrir,նեխել
971,reißen::V,rompre,պատռվել
972,reißen::V,rompre,ճղվել
973,reißen::V,se déchirer,պատռվել
974,reißen::V,se déchirer,ճղվել
975,versinken::V,s'enfoncer,սուզվել
976,vergehen::V,passer,անցնել 
977,erscheinen::V,apparaître,հայտնվել
978,erscheinen::V,apparaître,երեւալ
979,verschwinden::V,disparaître,անհետանալ
980,sinken::V,descendre,ընկնել
981,sinken::V,s'abaisser,ընկնել
982,abnehmen::V,diminuer,փոքրանալ
983,zunehmen::V,augmenter,մեծանալ
984,steigen::V,monter,բարձրանալ
985,wachsen::V,croître,աճել
986,glänzen::V,briller,նշուլել
987,glänzen::V,briller,փայլիլ
988,funkeln::V,étinceler,փայլատակել
989,lärmen::V,faire du bruit,աղմուկ հանել
990,läuten::V,sonner,զնգալ
991,klingeln::V,sonner,զնգալ
992,klirren::V,cliqueter,զնգզնգալ
993,brausen::V,mugir,մոլեգնել
994,rauschen::V,bruire,սոսափել
995,klingen::V,sonner,հնչել
996,bellen::V,aboyer,հաչել
997,heulen::V,hurler,ոռնալ 
998,blasen::V,souffler,փչել 
999,pfeifen::V,siffler,սուլել
1000,schreien::V,crier,գոռալ 
1001,stöhnen::V,gémir,տնքալ
1002,zittern::V,trembler,դողալ
1003,leben::V,vivre,ապրել
1004,geboren werden::V,naître,ծնվել
1005,atmen::V,respirer,շնչել
1006,trinken::V,boire,խմել
1007,essen::V,manger,ուտել
1008,schlucken::V,avaler,կլանել
1009,schlucken::V,avaler,կուլ տալ
1010,müde werden::V,se lasser,հոգնել
1011,müde werden::V,se fatiguer,հոգնել
1012,einschlafen::V,s'endormir,քուն մտնել
1013,schlafen::V,dormir,քնել
1014,aufwachen::V,se réveiller,արթննալ
1015,aufstehen::V,se lever,ելլել
1016,sich erholen::V,se reposer,հանգստանալ
1017,sich erholen::V,se détendre,հանգստանալ
1018,krank werden::V,tomber malade,հիւանդանալ
1019,krank sein::V,être malade,հիվանդ լինել
1020,schmerzen::V,faire mal,ցավել
1021,husten::V,tousser,հազալ
1022,genesen::V,guérir,ապաքինվել
1023,genesen::V,se remettre,ապաքինվել
1024,sterben::V,mourir,մեռնել
1025,sterben::V,mourir,վախճանվել
1026,umkommen::V,périr,կործանվել
1027,sich bewegen::V,bouger,ընթանալ
1028,sich rühren::V,broncher,շարժվել
1029,sich erheben::V,se lever,կանգնել
1030,sich erheben::V,se lever,վեր կենալ
1031,sich setzen::V,s'asseoir,նստել
1032,hinfallen::V,tomber,ընկնել
1033,laufen::V,marcher,քայլել
1034,laufen::V,aller à pied,քայլել
1035,schreiten::V,marcher,ճեմել
1036,spazierengehen::V,se promener,շրջագայել
1037,eilen::V,courir,շտապել
1038,sich beeilen::V,se hâter,շտապել 
1039,sich beeilen::V,se dépêcher,շտապել 
1040,sausen::V,filer,սլանալ
1041,rennen::V,courir,վազել
1042,springen::V,sauter,ցատկել
1043,klettern::V,grimper,մագլցել
1044,schaukeln::V,se balancer,ճոճվել
1045,schaukeln::V,se balancer,օրորվել
1046,kriechen::V,ramper,սողալ
1047,schwimmen::V,nager,լողալ
1048,tauchen::V,plonger,սուզվել
1049,rudern::V,ramer,թիավարել
1050,fahren::V,aller,ընթանալ
1051,fahren::V,rouler,ընթանալ
1052,fliegen::V,voler,թռչել
1053,gehen::V,aller,գնալ
1054,weggehen::V,s'en aller,հեռանալ
1055,abfahren::V,partir,ճանապարհվել
1056,anhalten::V,s'arrêter,կանգնել
1057,hineingehen::V,entrer,մտնել
1058,eintreten::V,entrer,մտնել
1059,kommen::V,venir,գալ
1060,ankommen::V,arriver,ժամանել
1061,zurückkommen::V,revenir,վերադառնալ
1062,bleiben::V,rester,մնալ
1063,bleiben::V,demeurer,մնալ
1064,warten::V,attendre,սպասել
1065,erwarten::V,attendre,սպասել
1066,suchen::V,chercher,որոնել
1067,finden::V,trouver,գտնել
1068,versuchen::V,essayer,փորձել
1069,vorbereiten::V,préparer,պատրաստել
1070,lieben::V,aimer,սիրել
1071,mögen::V,aimer,հավանել
1072,mögen::V,aimer,սիրել
1073,mögen::V,vouloir,հավանել
1074,mögen::V,vouloir,սիրել
1075,lachen::V,rire,ծիծաղել
1076,rühren::V,toucher,հուզել
1077,rühren::V,attendrir,հուզել
1078,weinen::V,pleurer,լալ
1079,schimpfen::V,gronder,տրտնջալ
1080,schimpfen::V,gronder,քրթմնջել
1081,sich ärgern::V,se fâcher,զայրանալ
1082,sich fürchten::V,avoir peur,վախնալ
1083,fürchten::V,craindre,վախենալ
1084,fürchten::V,avoir peur de,վախենալ
1085,fliehen::V,fuir,փախչել
1086,flüchten::V,s'enfuir,փախչել
1087,sehen::V,voir,տեսնել
1088,anschauen::V,regarder,դիտել
1089,ansehen::V,regarder,նայել
1090,hören::V,entendre,լսել
1091,zuhören::V,écouter,ունկնդրել
1092,probieren::V,goûter,համը տեսել
1093,riechen::V,sentir,հոտ առնել
1094,fühlen::V,sentir,զգալ
1095,scheinen::V,sembler,երեւալ
1096,scheinen::V,paraître,երեւալ
1097,zu sehen sein::V,se voir,երեւալ
1098,zu sehen sein::V,être visible,երեւալ
1099,vernehmen::V,entendre,իմանալ 
1100,vernehmen::V,percevoir,իմանալ 
1101,frieren::V,avoir froid,մրսել
1102,tun::V,faire,անել
1103,können::V,savoir,կարողանալ
1104,können::V,pouvoir,կարողանալ
1105,wollen::V,vouloir,ուզել
1106,wollen::V,vouloir,ցանկանալ
1107,anfangen::V,commencer,սկսել
1108,beenden::V,finir,վերջացնել
1109,beenden::V,terminer,վերջացնել
1110,aufhören::V,cesser,դադարել
1111,aufhören::V,arrêter,դադարել
1112,gelingen::V,réussir,հաջողվել
1113,gelingen::V,réussir,գլուխ գալ
1114,geraten::V,réussir,ստացվել
1115,öffnen::V,ouvrir,բաց անել
1116,schließen::V,fermer,փակել 
1117,stellen::V,poser,դնել
1118,stellen::V,mettre,դնել
1119,setzen::V,placer,նստեցնել
1120,legen::V,placer,դնել
1121,berühren::V,toucher,դիպչել
1122,berühren::V,toucher,շոշափել
1123,verbinden::V,lier,շաղկապել
1124,bedecken::V,couvrir,ծածկել
1125,aufhängen::V,accrocher,կախել
1126,anzünden::V,allumer,վառել
1127,aufheben::V,ramasser,վերցնել
1128,zurücklassen::V,laisser,թողնել
1129,verlieren::V,perdre,կորցնել
1130,fallen lassen::V,lâcher,գցել
1131,fallen lassen::V,laisser tomber,գցել
1132,machen::V,faire,անել
1133,herstellen::V,produire,արտադրել
1134,herstellen::V,fabriquer,արտադրել
1135,bauen::V,bâtir,կառուցել
1136,bauen::V,construire,կառուցել
1137,reparieren::V,réparer,նորոգել
1138,verbessern::V,améliorer,բարելավել
1139,ändern::V,changer,փոխել
1140,ändern::V,modifier,փոխել
1141,graben::V,creuser,փորել
1142,beugen::V,plier,ծռել
1143,beugen::V,ployer,ծռել
1144,biegen::V,courber,թեքել
1145,drehen::V,tordre,ոլորել
1146,drehen::V,tourner,ոլորել
1147,wenden::V,retourner,պտտել
1148,umdrehen::V,tourner,շրջել
1149,heben::V,soulever,բարձրացնել
1150,hochheben::V,lever,բարձրացնել
1151,ergreifen::V,saisir,վարակվել
1152,ergreifen::V,prendre,վարակվել
1153,halten::V,tenir,բռնել
1154,drücken::V,presser,ճնշել
1155,schieben::V,pousser,հրել
1156,kratzen::V,gratter,քերել
1157,kratzen::V,égratigner,քերել
1158,lecken::V,lécher,լիզել
1159,beißen::V,mordre,կծել
1160,abreißen::V,arracher,պոկել
1161,abschneiden::V,couper,կտրել 
1162,binden::V,lier,կապել
1163,binden::V,attacher,կապել
1164,stecken::V,enfoncer,խրել
1165,brechen::V,rompre,կոտրել 
1166,klopfen::V,frapper,թակել
1167,hauen::V,frapper,ծեծել
1168,kleben::V,coller,կպցնել
1169,reiben::V,frotter,շփել
1170,streichen::V,empâter,վրան քսել
1171,schleifen::V,affiler,սրել 
1172,schleifen::V,aiguiser,սրել 
1173,schneiden::V,couper,կտրել
1174,schneiden::V,trancher,կտրել
1175,rütteln::V,cahoter,ցնցել
1176,schütteln::V,secouer,թափահարել
1177,schwenken::V,agiter,ճոճել
1178,schütten::V,verser,լցնել
1179,füllen::V,remplir,լիքը լցնել
1180,einwickeln::V,envelopper,փաթաթել
1181,tragen::V,porter,կրել
1182,tragen::V,porter,տանել
1183,schleppen::V,traîner,քաշել
1184,ziehen::V,tirer,ձգել
1185,ziehen::V,tirer,քաշել
1186,aufbewahren::V,garder,պահել 
1187,aufbewahren::V,conserver,պահել 
1188,werfen::V,jeter,նետել
1189,werfen::V,lancer,նետել
1190,fangen::V,attraper,
1191,packen::V,agripper,հափշտակել
1192,verstecken::V,cacher,ծածկել
1193,teilen::V,diviser,բաժանել
1194,schicken::V,envoyer,ուղարկել
1195,bringen::V,apporter,բերել
1196,hinzufügen::V,ajouter,ավելացնել
1197,bekommen::V,obtenir,հայթայթել
1198,erhalten::V,recevoir,ստանալ
1199,nehmen::V,prendre,վերցնել
1200,wählen::V,choisir,ընտրել
1201,auswählen::V,choisir,գերադասել
1202,auswählen::V,sélectionner,գերադասել
1203,bewahren::V,préserver,պահպանել
1204,behindern::V,gêner,խոչընդոտել
1205,verderben::V,gâter,փչացնել
1206,verderben::V,corrompre,փչացնել
1207,beschädigen::V,endommager,վնասել
1208,zerbrechen::V,casser,ջարդել
1209,zerbrechen::V,casser,կոտրել
1210,zerreißen::V,déchirer,պատռել
1211,zerstören::V,détruire,քանդել
1212,verbrennen::V,brûler,այրել
1213,geben::V,donner,տալ
1214,reichen::V,tendre,հանձնել
1215,schenken::V,offrir,նվիրել
1216,versprechen::V,promettre,խոստանալ
1217,wünschen::V,souhaiter,մաղթել
1218,loben::V,louer,գովել
1219,küssen::V,embrasser,համբուրել
1220,wiegen::V,bercer,օրորել
1221,zudecken::V,couvrir,վրան գցել
1222,wecken::V,éveiller,զարթնեցնել
1223,wecken::V,réveiller,զարթնեցնել
1224,zeigen::V,montrer,ցույց տալ
1225,zeigen::V,faire voir,ցույց տալ
1226,führen::V,guider,ուղեկցել
1227,lehren::V,apprendre,սովորեցնել
1228,unterrichten::V,instruire,ավանդել
1229,aufziehen::V,élever,դաստիարակել
1230,leiten::V,diriger,ղեկավարել
1231,leiten::V,diriger,կառավարել
1232,leiten::V,conduire,ղեկավարել
1233,leiten::V,conduire,կառավարել
1234,antreiben::V,pousser,շտապեցնել
1235,lassen::V,faire,ստիպել
1236,einladen::V,inviter,հրավիրել
1237,vereinigen::V,unir,միացնել
1238,vereinigen::V,réunir,միացնել
1239,besuchen::V,visiter,այցելել
1240,besuchen::V,aller voir,այցելել
1241,treffen::V,rencontrer,հանդիպել
1242,sich versammeln::V,s'assembler,հավաքվել
1243,spielen::V,jouer,խաղալ
1244,singen::V,chanter,երգել
1245,tanzen::V,danser,պարել
1246,sich trennen::V,se séparer,ցրվել
1247,verlassen::V,quitter,լքել
1248,retten::V,sauver,փրկել
1249,bewachen::V,garder,պահել
1250,schützen::V,protéger,պաշտպանել
1251,verteidigen::V,défendre,պաշտպանել
1252,sich schlagen::V,se taper,կռվել
1253,schießen::V,tirer,կրակել
1254,siegen::V,vaincre,հաղթել
1255,ärgern::V,agacer,ձանձրացնել
1256,schlagen::V,battre,խփել
1257,schlagen::V,frapper,խփել
1258,treten::V,botter,քացի տալ
1259,treten::V,donner un coup de pied à,քացի տալ
1260,stechen::V,piquer,խայթել
1261,stoßen::V,heurter,մղել
1262,stehlen::V,voler,գողանալ
1263,stören::V,gêner,խանգարել
1264,stören::V,déranger,խանգարել
1265,belästigen::V,molester,անհանգստացնել
1266,belästigen::V,importuner,անհանգստացնել
1267,verbergen::V,cacher,թաքցնել
1268,verbergen::V,dissimuler,թաքցնել
1269,täuschen::V,abuser,խաբել
1270,täuschen::V,tromper,խաբել
1271,betrügen::V,duper,խաբել
1272,betrügen::V,frauder,խաբել
1273,töten::V,tuer,սպանել 
1274,wohnen::V,habiter,բնակվել
1275,wohnen::V,demeurer,բնակվել
1276,arbeiten::V,travailler,աշխատել
1277,sammeln::V,collectionner,հավաքել
1278,pflücken::V,cueillir,քաղել
1279,jagen::V,chasser,որս անել
1280,fischen::V,pêcher,ձուկ բռնել
1281,fassen::V,capturer,բռնել
1282,hüten::V,garder,արածեցնել
1283,treiben::V,mener,հովուել
1284,anbinden::V,attacher,չուանել
1285,füttern::V,faire manger,կերակրել
1286,melken::V,traire,կթել
1287,hacken::V,fendre,կոտորել
1288,gießen::V,arroser,ջրել
1289,reifen::V,mûrir,հասունանալ 
1290,zubereiten::V,préparer,պատրաստել
1291,kochen::V,cuire,եփել
1292,backen::V,cuire,թխել
1293,braten::V,rôtir,տապակել
1294,umrühren::V,remuer,խառնել
1295,stricken::V,tricoter,գործել
1296,nähen::V,coudre,կարել
1297,färben::V,teindre,ներկել
1298,reinigen::V,nettoyer,մաքրել
1299,waschen::V,laver,լվանալ
1300,abwischen::V,essuyer,սրբել
1301,spülen::V,rincer,ողողել
1302,spülen::V,rincer,պարզաջրել
1303,fegen::V,balayer,ավլել
1304,kehren::V,balayer,ավլել
1305,baden::V,se baigner,լողանալ
1306,sich waschen::V,se laver,լվացվել
1307,ausziehen::V,ôter,հանել
1308,ausziehen::V,enlever,հանել
1309,anziehen::V,mettre,հագնել
1310,sich anziehen::V,s'habiller,հագնվել
1311,kämmen::V,peigner,սանրել
1312,schmücken::V,orner,զարդարել
1313,schmücken::V,décorer,զարդարել
1314,sagen::V,dire,ասել
1315,sprechen::V,parler,խոսել
1316,reden::V,parler,զրուցել
1317,sich unterhalten::V,bavarder,խոսակցել
1318,sich unterhalten::V,s'entretenir,խոսակցել
1319,fragen::V,demander,հարցնել
1320,bitten::V,prier,խնդրել
1321,erzählen::V,raconter,պատմել
1322,mitteilen::V,communiquer,հաղորդել
1323,nennen::V,nommer,անվանել
1324,nennen::V,appeler,անվանել
1325,rufen::V,appeler,կանչել
1326,prahlen::V,se vanter,պարծենալ
1327,übersetzen::V,traduire,թարգմանել
1328,denken::V,penser,մտածել
1329,glauben::V,croire,հավատալ
1330,bemerken::V,remarquer,նկատել
1331,bemerken::V,apercevoir,նկատել
1332,erkennen::V,reconnaître,ճանաչել
1333,begreifen::V,concevoir,հասկանալ
1334,verstehen::V,entendre,ըմբռնել
1335,verstehen::V,comprendre,ըմբռնել
1336,lernen::V,apprendre,սովորել
1337,wissen::V,savoir,իմանալ
1338,sich erinnern an::V,se souvenir de,հիշել
1339,sich erinnern an::V,se souvenir de,մտաբերել
1340,vergessen::V,oublier,մոռանալ
1341,messen::V,mesurer,չափել
1342,zählen::V,compter,թվել
1343,zählen::V,compter,հաշվել
1344,rechnen::V,calculer,հաշվել
1345,rechnen::V,calculer,հաշվարկել
1346,lesen::V,lire,կարդալ
1347,malen::V,peindre,նկարել
1348,zeichnen::V,dessiner,գծել
1349,schreiben::V,écrire,գրել
1350,besitzen::V,posséder,ունենալ
1351,besitzen::V,posséder,տեր լինել
1352,kaufen::V,acheter,գնել
1353,verkaufen::V,vendre,վաճառել
1354,bezahlen::V,payer,վճարել
1355,zahlen::V,payer,վճարել
1356,beherrschen::V,dominer,ղեկավարել
1357,beherrschen::V,maîtriser,ղեկավարել
1358,ertragen::V,tolérer,դիմանալ
1359,ertragen::V,supporter,դիմանալ
