,Concept_ID,he,mdf
58,Geschmack::N,טעם,таньф
59,Geruch::N,ריח,шине
60,Schlaf::N,שנה,удома́
61,Traum::N,חלום,он
62,Himmel::N,שמים,менель
63,Sonne::N,שמש,ши
64,Mond::N,ירח,ков
65,Stern::N,כוכב,тяште
66,Luft::N,אויר,кожф
67,Wind::N,רוח,варма
68,Welle::N,גל,тавла
69,Wasser::N,מים,ведь
70,Stein::N,אבן,кев
71,Boden::N,קרקע,мода
72,Boden::N,קרקע,потмакс
73,Erde::N,אדמה,мода
74,Erde::N,אדמה,мастор
75,Staub::N,אבק,пуль
76,Rauch::N,עשן,качам
77,Funke::N,ניצוץ,ця́тка
78,Feuer::N,אש,тол
79,Licht::N,אור,ва́лда
80,Schatten::N,צל,цильф
81,Wetter::N,מזג אויר,уша
82,Nebel::N,ערפל,тума́н
83,Wolke::N,ענן,ковол
84,Regen::N,גשם,пизем
85,Schnee::N,שלג,лов
86,Eis::N,קרח,эй
87,Frost::N,צנה,ке́льме
88,Kälte::N,קר,якшама
89,Hitze::N,חם,пси
90,Raureif::N,כפור,леш
91,Regenbogen::N,קשת,а́тямъёнга
92,Donner::N,רעם,атям
93,Strömung::N,זרימה,шудема́
94,Tropfen::N,טפה,путькс
95,Tropfen::N,טפה,пътняфкс
96,Schaum::N,קצף,шов
97,Schmutz::N,לכלוך,ърда́з
98,See::N,אגם,эрьхке
99,Sumpf::N,בצה,шяй
100,Moor::N,בצה,шяй
101,Wiese::N,מרעה,луга
102,Wald::N,יער,вирь
103,Hügel::N,תל,губо́р
104,Hügel::N,תל,пандоня
105,Anhöhe::N,מעלה,губо́р
106,Berg::N,הר,панда
107,Gipfel::N,פסגה,пря
108,Höhle::N,מערה,у́нда
109,Abhang::N,מדרון,па́нда ша́ма
110,Abhang::N,שפוע,па́нда ша́ма
111,Quelle::N,מעין,эшиня
112,Bach::N,נחל,шудерькс
113,Fluss::N,נהר,ляй
114,Ufer::N,גדה,търва́
115,Küste::N,חוף,ляйтърва́
116,Festland::N,יבשה,мода
117,Meer::N,ים,моря
118,Bucht::N,מפרץ,ведьуське
119,Insel::N,אי,цёнга
120,Blume::N,פרח,панчф
121,Gras::N,דשא,тише
122,Wurzel::N,שרש,юр
123,Wurzel::N,שרש,ункс
124,Baum::N,עץ,шуфта
125,Stamm::N,גזע,ро́нга
126,Rinde::N,קלפת עץ,кер
127,Ast::N,ענף,морга
128,Zweig::N,ענף,тарад
129,Blatt::N,עלה,лопа
130,Birke::N,שדר,ке́лу
131,Kiefer[Baum]::N,ארן,пиче
132,Weide[Baum]::N,ערבה,каль
133,Tanne::N,אשוח,куз
134,Horn::N,קרן,сюра
135,Feder::N,נוצה,толга
136,Fell::N,פרוה,кедь
137,Flügel::N,כנף,паця
138,Klaue::N,טלף,кенже
139,Kralle::N,טפר,кенже
140,Schwanz::N,זנב,пула
141,Ei::N,ביצה,ал
142,Nest::N,קן,пиза
143,Bau::N,מחלה,пиза
144,Tier::N,חיה,жува́та
145,Herde::N,עדר,нал
146,Herde::N,עדר,стада
147,Kuh::N,פרה,скал
148,Kuh::N,פרה,тракс
149,Bulle::N,פר,бука
150,Pferd::N,סוס,лишме
151,Schaf::N,כבשה,уча́
152,Schwein::N,חזיר,тува
153,Hund::N,כלב,пине
154,Katze::N,חתול,катоня
155,Katze::N,חתול,аваката
156,Bär::N,דב,офта
157,Eichhörnchen::N,סנאי,ур
158,Elch::N,דישון,ся́рда
159,Fuchs::N,שועל,келазь
160,Hase::N,ארנב,ну́мол
161,Maus::N,עכבר,шеер
162,Wolf::N,זאב,върьгаз
163,Vogel::N,צפור,нармонь
164,Schwarm::N,נחיל,ко́вол
165,Schwarm::N,נחיל,ме́швеле
166,Schwarm::N,להקה,ко́вол
167,Schwarm::N,להקה,ме́швеле
168,Huhn::N,תרנגלת,сараз
169,Hahn::N,תרנגול,а́тякш
170,Gans::N,אוז,маци
171,Adler::N,עיט,куцькан
172,Ente::N,ברוז,яксярга
173,Eule::N,ינשוף,ко́рож
174,Kranich::N,עגור,ка́рга
175,Kranich::N,כרוכיה,ка́рга
176,Krähe::N,עורב,ва́рси
177,Kuckuck::N,קוקיה,ку́ку
178,Schwan::N,ברבור,ло́ксти
179,Fisch::N,דג,кал
180,Barsch::N,אוקונוס,о́кунь
181,Hecht::N,זאב הים,щу́ка
182,Schlange[Tier]::N,נחש,куй
183,Wurm::N,תולעת,сукс
184,Spinne::N,עכביש,унжа́
185,Ameise::N,נמלה,панжам
186,Laus::N,כנה,си
187,Mücke::N,יתוש,ся́ське
188,Fliege::N,זבוב,кару
189,Schmetterling::N,פרפר,ме́лав
190,Beere::N,ענבה,и́мож
191,Apfel::N,תפוח,марь
192,Pilz::N,פטריה,панга
193,Zwiebel::N,בצל,шурьхкя́
194,Saat::N,זרעים,видьмот
195,Korn::N,גרעין,сёра
196,Heu::N,חציר,тише
197,Schale::N,קלפה,кедь
198,Grube::N,בור,лотка
199,Grube::N,שוחה,лотка
200,Falle::N,מלכדת,туфкс
201,Falle::N,מלכדת,кунда́ма
202,Schlinge::N,לולאה,килькш
203,Spur::N,עקבה,пильгоки́
204,Asche::N,אפר,кулу
205,Dreck::N,זהמה,ърда́з
206,Eisen::N,ברזל,кшни
207,Gold::N,זהב,ока
208,Gold::N,זהב,золота
209,Silber::N,כסף,сия́
210,Kohle::N,פחם,седь
211,Kohle::N,פחם,седьвальмя
212,Glas::N,זכוכית,кля́нцек
213,Lehm::N,חרסית,сёвонь
214,Sand::N,חול,шува́р
215,Mensch::N,אדם,ломань
216,Mann::N,איש,аля
217,Mann::N,איש,цёраломань
218,Mann::N,גבר,аля
219,Mann::N,גבר,цёраломань
220,Frau::N,אשה,ава
221,Frau::N,גברת,ава
222,Kind::N,ילד,идь
223,Kind::N,ילד,шаба
224,Junge::N,ילד,цёраня
225,Mädchen::N,נערה,стирня́
226,Familie::N,משפחה,тнал
227,Familie::N,משפחה,семья
228,Großvater::N,סבא,атя
229,Großvater::N,סבא,щя́тя
230,Großmutter::N,סבתא,баба
231,Eltern::N,הורים,тя́дят-а́лят
232,Vater::N,אב,аля
233,Mutter::N,אם,ава
234,Mutter::N,אם,тядя
235,Sohn::N,בן,цёра
236,Tochter::N,בת,стирь
237,Bruder::N,אח,дуган
238,Bruder::N,אח,пяльне
239,Schwester::N,אחות,ака
240,Schwester::N,אחות,сазор
241,Onkel::N,דוד,оця
242,Onkel::N,דוד,патя
243,Onkel::N,דוד,щеня́
244,Tante::N,דודה,ака
245,Tante::N,דודה,щака
246,Ehemann::N,איש,мирде
247,Ehemann::N,בעל,мирде
248,Ehefrau::N,אשה,ърьвя́
249,Freude::N,שמחה,ке́нярдема
250,Gelächter::N,צחוק,рахсема
251,Glück::N,אשר,паваз
252,Kummer::N,יגון,ризф
253,Kummer::N,יגון,пичефкс
254,Kummer::N,עגמה,ризф
255,Kummer::N,עגמה,пичефкс
256,Wunsch::N,אחול,мяль
257,Wunsch::N,אחול,таколдома
258,Wunsch::N,משאלה,мяль
259,Wunsch::N,משאלה,таколдома
260,Lust::N,חשק,таколдома
261,Lust::N,תשוקה,таколдома
262,Geist::N,רוח,вайме
263,Gedanke::N,מחשבה,мяль
264,Gedächtnis::N,זכרון,прявий
265,Verstand::N,שכל,прявий
266,Sinn::N,מובן,ён
267,Sinn::N,משמעות,ён
268,Grund::N,סבה,туфта́л
269,Wahrheit::N,אמת,ви́де
270,Wahrheit::N,אמת,видеши́
271,Gespräch::N,דיון,корхтама
272,Märchen::N,אגדה,ёфкс
273,Erzählung::N,ספור,азкс
274,Nachricht::N,ידיעה,куля́
275,Neuigkeit::N,חדשה,куля́
276,Name::N,שם,лем
277,Rätsel::N,תעלומה,со́дама ёфкс
278,Rede::N,נאום,вал
279,Rede::N,נאום,корхтама
280,Sprache::N,לשון,кяль
281,Stimme::N,קול,вайгяль
282,Wort::N,מלה,вал
283,Zeichen::N,סימן,тя́ште
284,Zeichen::N,סימן,тя́штькс
285,Ruf::N,קריאה,тердема
286,Lärm::N,רעש,гайф
287,Lärm::N,רעש,жалакодома
288,Laut::N,הגה,вайгяль
289,Ton::N,צליל,вайгяль
290,Lied::N,שיר,мора
291,Ruhe::N,שלוה,сетьме
292,Leute::N,אנשים,ломатть
293,Volk::N,עם,наро́д
294,Arbeit::N,עבודה,тев
295,Gast::N,אורח,и́нжи
296,Gast::N,אורח,ко́нак
297,Geschenk::N,מתנה,казне
298,Spiel::N,משחק,налхкома
299,Spiel::N,משחק,налхксема
300,Gesellschaft::N,חברה,кружок
301,Hilfe::N,עזרה,лездома
302,Freund::N,חבר,я́лга
303,Freund::N,ידיד,я́лга
304,Kamerad::N,רע,я́лга
305,Angelegenheit::N,ענין,тев
306,Anzahl::N,מספר,лувкс
307,Art::N,סוג,вид
308,Stück::N,חתיכה,пакш
309,Teil::N,פרק,часть
310,Teil::N,פרק,пялькс
311,Hälfte::N,חצי,пяле
312,Kreis::N,מעגל,шаркс
313,Kreuz::N,צלב,крёз
314,Linie::N,קו,межа
315,Linie::N,קו,китькс
316,Strich::N,קו קצר,межа
317,Abstand::N,מרחק,ётка
318,Entfernung::N,מרחק,ётка
319,Gegend::N,נוף,ва́ста
320,Gegend::N,נוף,перьфпя́ль
321,Platz::N,שטח,ва́ста
322,Ort::N,אתר,ва́ста
323,Ort::N,מקום,ва́ста
324,Seite::N,צד,пяле
325,Mitte::N,אמצע,кучка́
326,Gegenstand::N,אוביקט,веща
327,Sache::N,דבר,тев
328,Sache::N,דבר,веща
329,Rand::N,פרור,пе
330,Kante::N,קצה,и́рдез
331,Ecke::N,פנה,ужа
332,Spitze::N,קצה,пря
333,Ende::N,סוף,пе
334,Loch::N,חר,варя
335,Winkel::N,פנה,ужа
336,Muster::N,תבנית,сёрма
337,Größe::N,גדל,серь
338,Länge::N,ארך,кува́лма
339,Höhe::N,קומה,серь
340,Höhe::N,גבה,серь
341,Gewicht::N,משקל,сталма
342,Menge::N,כמות,лувкс
343,Haufen::N,ערמה,мар
344,Reihe::N,רצף,ряд
345,Boot::N,סירה,венеж
346,Ruder::N,משוט,миле
347,Schlitten::N,מזחלת,ну́рда
348,Ski::N,מגלשים,сокс
349,Lagerfeuer::N,מדורה,то́лмар
350,Last::N,משא,канкс
351,Last::N,משא,сталма
352,Gang::N,הליכה,молема
353,Schritt::N,צעד,аськолкс
354,Norden::N,צפון,якшама шире
355,Süden::N,דרום,ля́мбе ши́ре
356,Westen::N,מערב,ши валгома шире
357,Osten::N,מזרח,шинь стяма шире
358,Holz::N,עץ,вирь
359,Holz::N,עץ,шуфта
360,Brett::N,קרש,лавця
361,Platte::N,לוח,плита́
362,Stütze::N,משען,неже
363,Stange::N,מוט,олга
364,Stock::N,מקל,байдек
365,Stab::N,מוט,олгоня
366,Rohr::N,צנור,турама
367,Haus::N,בית,куд
368,Heim::N,בית,куд
369,Ofen::N,תנור,пянакуд
370,Fußboden::N,רצפה,кия́кс
371,Tisch::N,שלחן,шра
372,Tisch::N,שלחן,моркш
373,Stuhl::N,כסא,стул
374,Wiege::N,ערש,нюря́м
375,Bett::N,מטה,ацам
376,Regal::N,מדף,лавцяланга
377,Kiste::N,תבה,парга
378,Kiste::N,ארגז,парга
379,Fenster::N,חלון,валмья
380,Tür::N,דלת,кенкш
381,Tor::N,שער,ортат
382,Zaun::N,גדר,перяфкс
383,Dach::N,גג,кудпря
384,Leiter::N,סלם,куцема
385,Besen::N,מטאטא,тяльме
386,Spaten::N,את,ка́йме
387,Schaufel::N,את,ко́поня
388,Schaufel::N,את,ця́рдом
389,Gabel::N,מזלג,ця́нгоня
390,Löffel::N,כף,куцю
391,Messer::N,סכין,пеель
392,Nagel::N,מסמר,эска
393,Netz::N,רשת,
394,Haken::N,וו,кя́чказ
395,Haken::N,קרס,кя́чказ
396,Griff::N,ידית,недь
397,Griff::N,ידית,кунда́мка
398,Schloss::N,מנעול,замо́к
399,Bild::N,תמונה,карти́на
400,Figur::N,פסל,ронга-понда
401,Puppe::N,בבה,ня́ка
402,Beutel::N,שק,кяскав
403,Bündel::N,צרור,кярьме
404,Tasche::N,שקית,кошяльня
405,Eimer::N,דלי,ве́дарка
406,Deckel::N,מכסה,тавадкс
407,Deckel::N,מכסה,вельхкс
408,Geschirr::N,כלים,кядьге
409,Sack::N,שק,кяскав
410,Tasse::N,ספל,ша́ваня
411,Topf::N,סיר,кавозь
412,Kessel::N,קנקן,сргавозь
413,Essen::N,אכל,ярхцама
414,Essen::N,ארוחה,ярхцама
415,Nahrung::N,הזנה,ярхцампяль
416,Nahrung::N,תזונה,ярхцампяль
417,Speise::N,מאכל,ярхцама
418,Speise::N,ארוחה,ярхцама
419,Fleisch::N,בשר,пал
420,Fleisch::N,בשר,сиволь
421,Getreide::N,דגן,сёра
422,Brei::N,מחית,ям
423,Brot::N,לחם,кши
424,Scheibe::N,עגול,кочам
425,Scheibe::N,פרוסה,кочам
426,Fett::N,שמן,куя́
427,Butter::N,חמאה,вай
428,Öl::N,שמן,вай
429,Salz::N,מלח,сал
430,Suppe::N,מרק,шонгарям
431,Suppe::N,מרק,коршампяль
432,Honig::N,דבש,медь
433,Milch::N,חלב,лофца
434,Tee::N,תה,чай
435,Leder::N,עור,кедь
436,Wolle::N,צמר,пона
437,Stoff::N,בד,котф
438,Stoff::N,אריג,котф
439,Nadel::N,מחט,салмокс
440,Faden::N,חוט,сюре
441,Knopf::N,כפתור,пуня
442,Knoten::N,קשר,сюлма
443,Farbe::N,צבע,архтомбяль
444,Kleidung::N,בגדים,щам
445,Hemd::N,חלצה,па́нар
446,Kragen::N,צוארון,сиве
447,Ärmel::N,שרוול,ожа
448,Hose::N,מכנסים,понкст
449,Gürtel::N,חגורה,каркс
450,Mütze::N,כובע,вазь
451,Schuh::N,נעל,башма́к
452,Stiefel::N,מגף,кя́ме
453,Ring::N,טבעת,суркс
454,Band::N,סרט,керькс
455,Band::N,סרט,лента
456,Kamm::N,מסרק,сюрьхцем
457,Spiegel::N,מראה,ванома
458,Riemen::N,רצועה,шнань каркс
459,Schnur::N,חבל,пикс
460,Schnur::N,חבל,карькскя
461,Leine::N,מושכות,вядьме
462,Decke::N,שמיכה,вельхкс
463,Kissen::N,כרית,тоду
464,Tuch::N,צעיף,руця́
465,Handtuch::N,מגבת,на́рдама
466,Kraft::N,כוח,вий
467,Stärke::N,און,вииши
468,Gesundheit::N,בריאות,шумбраши́
469,Krankheit::N,מחלה,урма́
470,Krankheit::N,מחלה,сярядема
471,Schmerz::N,כאב,маряма
472,Wunde::N,פציעה,керф
473,Fieber::N,חם,маштыкс
474,Arznei::N,תרופה,надо́бья
475,Arznei::N,תרופה,пъчка́фтома
476,Brücke::N,גשר,седь
477,Brunnen::N,באר,эши
478,Weide::N,אחו,ванома васта
479,Weide::N,מרעה,ванома васта
480,Pfad::N,שביל,ян
481,Pfad::N,שביל,киня́
482,Pfad::N,מדרכה,ян
483,Pfad::N,מדרכה,киня́
484,Weg::N,דרך,ки
485,Straße::N,כביש,ки
486,Dorf::N,כפר,веле
487,Stadt::N,עיר,ош
488,Brief::N,מכתב,сёрма
489,Buch::N,ספר,книга
490,Buchstabe::N,אות,бу́ква
491,Zeitung::N,עתון,газе́та
492,Leben::N,חיים,эряф
493,Leben::N,חיים,эряма
494,Tod::N,מות,кулома́
495,Grab::N,קבר,калма
496,Kirche::N,כנסיה,це́рькав
497,Sünde::N,חטא,пежеть
498,Sünde::N,חטא,муворкс
499,Gott::N,אל,шкай
500,Arbeiter::N,פועל,трудендай
501,Arbeiter::N,פועל,работник
502,Chef::N,ראש,азор
503,Chef::N,ראש,оцюня
504,Chef::N,מנהל,азор
505,Chef::N,מנהל,оцюня
506,Meister::N,ממחה,мастяр
507,Arzt::N,רופא,врач
508,Arzt::N,רופא,доктор
509,Lehrer::N,מורה,учи́тель
510,Geld::N,כסף,ярмакт
511,Geschäft::N,עסקה,ладяфкс
512,Geschäft::N,עסקה,ладяф тев
513,Laden::N,חנות,ла́вка
514,Preis::N,מחיר,питне
515,Ware::N,סחורה,миф
516,Ware::N,סחורה,ра́маф
517,Nutzen::N,תועלת,пара
518,Nutzen::N,תועלת,лезкс
519,Reichtum::N,עשר,ко́зяши
520,Welt::N,עולם,свет
521,Land::N,ארץ,мастор
522,Staat::N,מדינה,государства
523,König::N,מלך,король
524,Macht::N,כוח,азорондама
525,Macht::N,כוח,азорксши
526,Grenze::N,גבול,ёткаян
527,Krieg::N,מלחמה,война́
528,Feind::N,אויב,душман
529,Feind::N,אויב,каршек тюри
530,Gewalt::N,אלימות,наругама
531,Kampf::N,קרב,тюрема́
532,Kampf::N,לחימה,тюрема́
533,Bogen[Waffe]::N,קשת,нал
534,Pfeil::N,חץ,нал
535,Gewehr::N,רובה,винто́вка
536,Fehler::N,טעות,эльбядькс
537,Lüge::N,שקר,васькафнема
538,Schaden::N,נזק,зия́н
539,Unglück::N,מזל רע,зия́н
540,Schuld::N,אשמה,муворши
541,Alter::N,גיל,эряф кизот
542,Alter::N,גיל,эряфонь пинге
543,Schluss::N,סיום,пе
544,Zeit::N,זמן,пинге
545,Tag::N,יום,ши
546,Morgen::N,בקר,шобдава
547,Mittag::N,צהרים,шикучка
548,Abend::N,ערב,иля́дь
549,Nacht::N,לילה,ве
550,Woche::N,שבוע,недя́ля
551,Monat::N,חדש,ков
552,Jahr::N,שנה,киза
553,Frühling::N,אביב,тунда́
554,Sommer::N,קיץ,киза
555,Herbst::N,סתו,сёксе
556,Winter::N,חרף,тяла
557,Januar::N,ינואר,кельмеков
558,Februar::N,פברואר,уфайков
559,März::N,מרץ,марайков
560,April::N,אפריל,шудиков
561,Mai::N,מאי,панжиков
562,Juni::N,יוני,лямбеков
563,Juli::N,יולי,псиков
564,August::N,אוגוסט,сёроньков
565,September::N,ספטמבר,тюжягов
566,Oktober::N,אוקטובר,кельмазаков
567,November::N,נובמבר,эйндамков
568,Dezember::N,דצמבר,кучкаков
569,Montag::N,יום שני,одговши
570,Dienstag::N,יום שלישי,ша́вши
571,Mittwoch::N,יום רביעי,вержи
572,Donnerstag::N,יום חמישי,шува́ланя
573,Freitag::N,יום ששי,пя́денця
574,Samstag::N,יום שבת,ёткши
575,Sonntag::N,יום ראשון,таргоши
576,groß::A,גדול,оцю
577,klein::A,קטן,ёмла
578,lang::A,ארך,кува́ка
579,kurz::A,קצר,нюрьхкя́ня
580,breit::A,רחב,кели
581,schmal::A,צר,тяйня
582,dicht::A,צפוף,сиде
583,dicht::A,צפוף,туста
584,dick[Gegenstand]::A,עבה,эчке
585,dünn::A,דק,шува́ня
586,fein::A,מעדן,шува́ня
587,fest::A,מוצק,кеме
588,flach::A,שטוח,лапш
589,glatt::A,חלק,вадяв
590,glatt::A,חלק,такор
591,hart::A,קשיח,калгода
592,weich::A,רך,ляпе
593,rund::A,עגל,кру́глай
594,spitz::A,חד,ботаз
595,spitz::A,חד,оржа
596,scharf::A,חד,оржа
597,stumpf::A,קהה,ношка
598,schwer::A,כבד,стака
599,schön::A,יפה,мазы
600,heiß::A,חם,пси
601,warm::A,חם,лямбе
602,kalt::A,קר,кельме
603,kühl::A,צונן,эше
604,frisch::A,טרי,свежай
605,feucht::A,לח,летьке
606,nass::A,רטוב,начка
607,trocken::A,יבש,коське
608,voll::A,מלא,пяшксе
609,leer::A,ריק,шава
610,offen::A,פתוח,панжада
611,offen::A,פתוח,виде
612,geschlossen::A,סגור,пякстаф
613,geschlossen::A,סגור,сёлгф
614,sauber::A,נקי,ару
615,schmutzig::A,מלכלך,рда́зу
616,schmutzig::A,מלכלך,пя́ндра
617,roh::A,חי,верок
618,reif::A,בשל,ке́нерьф
619,lecker::A,טעים,танцти
620,süß::A,מתוק,ламбама
621,bitter::A,מר,сяпи
622,sauer::A,חמוץ,шапама
623,hell::A,בהיר,валда
624,dunkel::A,עמום,шобда
625,schwarz::A,שחר,равжа
626,weiß::A,לבן,акша
627,rot::A,אדם,якстерь
628,gelb::A,צהב,тюжя́
629,blau::A,כחל,сенем
630,grün::A,ירק,пиже
631,grün::A,ירק,сянгяря
632,grau::A,אפר,уле
633,bunt::A,צבעוני,сёрмав
634,billig::A,זול,у́цез
635,billig::A,זול,аф пи́тни
636,teuer::A,יקר,пи́тни
637,wertvoll::A,יקר ערך,питни
638,blind::A,עור,сокор
639,taub::A,חרש,пярав
640,kräftig::A,חסן,пяк вии
641,stark::A,חזק,вии
642,schwach::A,חלש,лафча
643,fett::A,שמן,куя́
644,schlank::A,רזה,виде ронга
645,hübsch::A,יפה תאר,мазы
646,böse::A,רשע,кяжи
647,dumm::A,טפש,аф ёню
648,dumm::A,טפש,шава пря
649,faul::A,עצלן,нола
650,fleißig::A,חרוץ,ку́лхцонды
651,geizig::A,קמצן,кирьжя
652,geizig::A,קמצן,жаднай
653,klug::A,נבון,ёню
654,klug::A,נבון,пря́ви
655,klug::A,פקח,ёню
656,klug::A,פקח,пря́ви
657,geschickt::A,מימן,маштозь тиф
658,lieb::A,יקר,цебярь
659,lieb::A,אהוב,цебярь
660,lustig::A,עליז,ра́хси
661,sanft::A,עדין,сетьме
662,hungrig::A,רעב,вача
663,hungrig::A,רעב,вачеда
664,krank::A,חולה,сяряди
665,nackt::A,ערום,штада
666,nackt::A,ערום,кърхтапа
667,traurig::A,עצוב,ла́жнай
668,lebendig::A,חי,эряй
669,gut::A,טוב,пара
670,gut::A,טוב,цебярь
671,schlecht::A,גרוע,кальдяв
672,richtig::A,נכון,виде
673,schlimm::A,רע,кальдяв
674,wahr::A,אמתי,афкуксонь
675,alt::A,ישן,ташта
676,neu::A,חדש,од
677,ehemalig::A,לשעבר,и́нгольдень
678,alt[Lebewesen]::A,זקן,сире
679,jung::A,צעיר,од
680,arm::A,עני,а́шу
681,reich::A,עשיר,козя
682,bekannt::A,ידוע,содаф
683,berühmt::A,מפרסם,содавикс
684,fremd::A,זר,лия
685,fremd::A,זר,аф содаф
686,verschieden::A,שונה,аф фкя ла́цонь
687,nah::A,קרוב,мала
688,nah::A,קרוב,аф ичкоздень
689,fern::A,רחוק,и́чкоздень
690,fern::A,רחוק,куна́рдонь
691,linker::A,שמאלי,кержи
692,rechter::A,ימין,види
693,anderer::A,אחר,лия
694,erster::A,ראשון,васенце
695,zweiter::A,שני,омбоце
696,dritter::A,שלישי,колмоце
697,letzter::A,אחרון,ме́кольце
698,allein::ADV,לבד,ськамонза
699,auf einmal::ADV,בו-זמנית,вихцок
700,zusammen::ADV,ביחד,марс
701,zusammen::ADV,ביחד,ма́рса
702,lange::ADV,הרבה זמן,кува́тьс
703,plötzlich::ADV,לפתע,а́пак учт
704,plötzlich::ADV,פתאום,а́пак учт
705,sofort::ADV,מיד,тяникиге
706,später::ADV,לאחר זמן,ме́ле
707,später::ADV,יותר מאחר,ме́ле
708,jetzt::ADV,עכשיו,тяни
709,heute::ADV,היום,тячи
710,morgen::ADV,מחר,ва́нды
711,bald::ADV,בקרוב,курок
712,dann::ADV,אחר-כך,меле
713,dann::ADV,אחר-כך,сяда меле
714,gestern::ADV,אתמול,ися́к
715,einst::ADV,לפנים,весть
716,einst::ADV,לפנים,мзя́рда-бди
717,damals::ADV,אז,эста
718,danach::ADV,אחר-כך,меле
719,vorher::ADV,לפני זה,инголи
720,zuerst::ADV,קדם,ва́сенда
721,einmal::ADV,פעם,весть
722,manchmal::ADV,לפעמים,лия́ста
723,manchmal::ADV,לפעמים,ко́ста-ко́ста
724,oft::ADV,לעתים קרובות,си́деста
725,immer::ADV,תמיד,фалу
726,immer::ADV,תמיד,най
727,niemals::ADV,אף פעם,аф мзя́рдонга
728,hier::ADV,כאן,тяса
729,hierhin::ADV,פה,сей
730,hierhin::ADV,פה,тяза
731,von hier::ADV,מפה,тя́ста
732,dort::ADV,שם,тоса
733,dorthin::ADV,שם,тов
734,dorthin::ADV,שם,тоза
735,geradeaus::ADV,ישר,ви́деста
736,vorwärts::ADV,קדימה,и́нголи
737,rückwärts::ADV,לאחור,ме́ки
738,zurück::ADV,בחזרה,ме́ки
739,zurück::ADV,אחורנית,ме́ки
740,unten::ADV,למטה,ала
741,hinab::ADV,למטה,алу
742,oben::ADV,מעל,вяре
743,oben::ADV,למעלה,вяре
744,hinauf::ADV,למעלה,вяри
745,überall::ADV,בכל מקום,се́мбе ва́стова
746,nicht::ADV,לא,аф
747,ein wenig::ADV,קצת,аф лама
748,kaum::ADV,בקשי,а́ньцек
749,sehr::ADV,מאוד,пяк
750,so::ADV,כך,ста́не
751,so::ADV,ככה,ста́не
752,noch::ADV,עוד,нинге
753,noch::ADV,עדין,нинге
754,nur::ADV,רק,аньцек
755,schon::ADV,כבר,ни
756,wieder::ADV,שוב,та́га
757,vergebens::ADV,לריק,стак
758,vergebens::ADV,לשוא,стак
759,vor::PRP,מול,инголе
760,hinter::PRP,מאחורי,фтала
761,hinter::PRP,מאחורי,мельге
762,unter::PRP,מתחת,ала
763,durch::PRP,דרך,пачк
764,neben::PRP,ליד,ваксса
765,neben::PRP,על-יד,ваксса
766,zwischen::PRP,בין,ёткса
767,wegen::PRP,בשל,сюнеда
768,wegen::PRP,בגלל,сюнеда
769,dies::PRN,זה,тя
770,das::PRN,זה,ся
771,das::PRN,זה,тона
772,alles::PRN,הכל,сембе
773,ich::PRN,אני,мон
774,du::PRN,את,тон
775,du::PRN,אתה,тон
776,er::PRN,הוא,сон
777,wir::PRN,אנחנו,минь
778,ihr::PRN,לה,тинь
779,sie::PRN,הם,синь
780,was::FPRN,מה,мезе
781,wer::FPRN,מי,кие
782,wo::FADV,איפה,коса
783,wohin::FADV,לאן,ков
784,wohin::FADV,לאן,коза
785,wie::FADV,איך,ко́да
786,warum::FADV,למה,мес
