,Concept_ID,zh,bn
734,klingen::V,听起来,শব্দ করা
735,bellen::V,吠,ঘেউ ঘেউ করা
736,heulen::V,嗥,গর্জন করা
737,blasen::V,吹,ফুঁ দেওয়া
738,pfeifen::V,吹口哨,শিস্ দেওয়া
739,schreien::V,叫喊,চিৎকার করা
740,stöhnen::V,呻吟,গোঁ-গো করা
741,zittern::V,颤抖,কাঁপা
742,leben::V,生存,বাঁচা
743,geboren werden::V,出生,জন্মানো
744,atmen::V,呼吸,শ্বাস ফেলা
745,trinken::V,喝,পান করা
746,essen::V,吃,ভক্ষণ করা
747,schlucken::V,咽,গেলা
748,müde werden::V,疲倦,পরিশ্রান্ত হওয়া
749,einschlafen::V,入睡,নিদ্রামগ্ন হওয়া
750,schlafen::V,睡觉,নিদ্রা যাওয়া
751,aufwachen::V,睡醒,জাগা
752,aufstehen::V,起床,জাগা
753,sich erholen::V,休养,আরাম করা
754,krank werden::V,生病,অসুস্থ হত্তয়া
755,krank sein::V,生病,রূগ্ণ হত্তয়া
756,schmerzen::V,疼痛,কন্কন করা
757,husten::V,咳,কাশা
758,genesen::V,痊愈,আরোগ্য হওয়া
759,sterben::V,死,মারা যাওয়া
760,umkommen::V,丧命,মারা যাওয়া
761,sich bewegen::V,移动,চলা
762,sich rühren::V,动弹,নড়া
763,sich erheben::V,站起,উদিত হওয়া
764,sich setzen::V,坐,বসা
765,hinfallen::V,跌倒,পড়া
766,laufen::V,步行,হাঁটা
767,schreiten::V,迈步,হাঁটা
768,spazierengehen::V,散步,পায়চারি করা
769,eilen::V,急忙,ত্বরাম্বিত করা
770,sich beeilen::V,赶快,ত্বরাম্বিত করা
771,sausen::V,疾驰,ধেয়ে যাওয়া
772,rennen::V,奔跑,চলা
773,springen::V,跳,লাফানো
774,klettern::V,攀缘,আরোহণ করা
775,schaukeln::V,荡秋千,দোলা
776,kriechen::V,爬行,হামাগুড়ি দেওয়া
777,schwimmen::V,游泳,সাঁতার কাটা
778,tauchen::V,潜水,ডোবা
779,rudern::V,划船,দাঁড় টানা
780,fahren::V,行驶,চালান
781,fliegen::V,飞,ওড়া
782,gehen::V,走,যাওয়া
783,weggehen::V,离去,প্রস্থান করা
784,abfahren::V,出发,প্রস্থান করা
785,anhalten::V,停住,থামা
786,hineingehen::V,进去,ঢোকা
787,eintreten::V,进入,ঢোকা
788,kommen::V,来,আসা
789,ankommen::V,到达,আসা
790,zurückkommen::V,回来,ফিরা
791,bleiben::V,停留,থাকা
792,warten::V,等,অপেক্ষা করা
793,erwarten::V,等候,অপেক্ষা করা
794,suchen::V,找,খোঁজ করা
795,finden::V,找到,পাওয়া
796,versuchen::V,尝试,পরখ করা
797,vorbereiten::V,预备,প্রস্তুত করা
798,lieben::V,爱,ভালবাসা
799,mögen::V,喜欢,পছন্দ করা
800,lachen::V,笑,হাসা
801,weinen::V,哭,কাঁদা
802,schimpfen::V,骂,নালিশ করা
803,sich ärgern::V,生气,রাগ হত্তয়া
804,sich fürchten::V,害怕,ভয় করা
805,fürchten::V,害怕,ডরা
806,fliehen::V,逃走,পালানো
807,flüchten::V,逃跑,পালানো
808,sehen::V,看,দেখা
809,anschauen::V,注视,দেখা
810,ansehen::V,注视,দেখা
811,hören::V,听,শোনা
812,zuhören::V,倾听,শোনা
813,probieren::V,尝,পরখ করা
814,riechen::V,闻,শুঁকা
815,fühlen::V,感到,অনুভব করা
816,scheinen::V,照耀,মনে হত্তয়া
817,zu sehen sein::V,可以看到,দেখা দেত্তয়া
818,vernehmen::V,审讯,শোনা
819,frieren::V,觉得冷,শীত লাগা
820,tun::V,作,করা
821,können::V,能,পারা
822,wollen::V,要,ইচ্ছা করা
823,anfangen::V,开始,আরম্ভ করা
824,beenden::V,结束,শেষ করা
825,aufhören::V,停止,থামা
826,gelingen::V,成功,সিদ্ধিলাভ করা
827,geraten::V,陷于,পরিণত হত্তয়া
828,öffnen::V,打开,খোলা
829,schließen::V,关,বন্ধ করা
830,stellen::V,放,স্থাপন করা
831,setzen::V,放,স্থাপন করা
832,legen::V,摆,স্থাপন করা
833,berühren::V,触,স্পর্শ করা
834,verbinden::V,联结,সংযুক্ত করা
835,bedecken::V,覆盖,ঢাকা
836,aufhängen::V,挂,ঝুলানো
837,anzünden::V,点,জ্বালান
838,aufheben::V,拾起,কুড়াইয়া তোলা
839,zurücklassen::V,遗留,পরিত্যাগ করা
840,verlieren::V,丧失,হারান
841,fallen lassen::V,让掉下,ফেলা
842,machen::V,做,গঠন করা
843,herstellen::V,生产,সৃষ্টি করা
844,bauen::V,建造,নির্মাণ করা
845,reparieren::V,修理,মেরামত করা
846,verbessern::V,改进,উন্নতিলাভ করা
847,ändern::V,改变,পরিবর্তিত করা
848,graben::V,挖,খনন করা
849,beugen::V,弯下,নোয়া
850,biegen::V,弯,নোয়া
851,drehen::V,转动,ঘোরান
852,wenden::V,转动,উলটাইয়া দেত্তয়া
853,umdrehen::V,转动,উলটানো
854,heben::V,举起,উত্তোলন করা
855,hochheben::V,抬高,উঁচু করা
856,ergreifen::V,抓住,দখল করা
857,halten::V,拿着,ধরা
858,drücken::V,压,টেপা
859,schieben::V,推,ঠেলা
860,kratzen::V,搔,চাঁচা
861,lecken::V,舔,চাটা
862,beißen::V,咬,দংশন করা
863,abreißen::V,撕下,বিচ্ছিন্ন করা
864,abschneiden::V,切断,বিচ্ছিন্ন করা
865,binden::V,捆,বন্ধন করা
866,stecken::V,插,বিদ্ধ করা
867,brechen::V,断裂,ভাঙা
868,klopfen::V,敲,আঘাত করা
869,hauen::V,揍,আঘাত করা
870,kleben::V,粘,সাঁটা
871,reiben::V,摩擦,ঘষা
872,streichen::V,涂,ছড়াইয়া
873,schleifen::V,拖曳,ধার দেওয়া
874,schneiden::V,切,কাটা
875,rütteln::V,颠簸,নাড়ান
876,schütteln::V,摇动,নড়া
877,schwenken::V,摇动,দোলা
878,schütten::V,倒,বর্ষণ করা
879,füllen::V,填满,পরিপূর্ণ করা
880,einwickeln::V,包,মুড়া
881,tragen::V,提,বহন করা
882,schleppen::V,扛,টানা
883,ziehen::V,拉,টানা
884,aufbewahren::V,保存,রাখা
885,werfen::V,扔,ছুড়া
886,fangen::V,捕捉,লোফা
887,packen::V,抓住,ধরা
888,verstecken::V,藏,গোপন করা
889,teilen::V,分,বিভক্ত করা
890,schicken::V,派遣,প্রেরণ করা
891,bringen::V,带来,আনা
892,hinzufügen::V,添加,একত্র করা
893,bekommen::V,得到,পাওয়া
894,erhalten::V,接到,পাওয়া
895,nehmen::V,拿,নেওয়া
896,wählen::V,挑选,বাছা
897,auswählen::V,选择,বাছা
898,bewahren::V,保持,বাঁচাইয়া রাখা
899,behindern::V,防碍,বাধা দেওয়া
900,verderben::V,败坏,নষ্ট করা
901,beschädigen::V,损坏,ক্ষতি করা
902,zerbrechen::V,破碎,ভাঙ্গিয়া যাওয়া
903,zerreißen::V,撕碎,ছিঁড়া
904,zerstören::V,毁坏,বিনাশ করা
905,verbrennen::V,燃烧,দহন করা
906,geben::V,给,দেওয়া
907,reichen::V,递给,দেওয়া
908,schenken::V,赠送,উপহার দেত্তয়া
909,versprechen::V,许诺,প্রতিশ্রুতি দেওয়া
910,wünschen::V,祝,আকাঙ্ক্ষা করা
911,loben::V,表扬,প্রশংসা করা
912,küssen::V,亲,চুম্বন করা
913,wiegen::V,轻摇,দুলানো
914,zudecken::V,盖上,ঢাকা
915,wecken::V,唤起,জাগানো
916,zeigen::V,指,দেখানো
917,führen::V,带领,পথ দেখানো
918,lehren::V,教,শেখানো
919,unterrichten::V,讲课,শিক্ষা দেওয়া
920,aufziehen::V,抚养,পালন করা
921,leiten::V,领导,পরিচালনা করা
922,antreiben::V,催促,চালনা করা
923,lassen::V,让,অনুমতি দেওয়া
924,einladen::V,邀请,নিমন্ত্রণ করা
925,vereinigen::V,统一,এক করা
926,besuchen::V,参观,দেখিতে যাওয়া
927,treffen::V,会面,সন্মুখীন হওয়া
928,sich versammeln::V,聚集,জড়ো হওয়া
929,spielen::V,玩,খেলা
930,singen::V,唱歌,গাওয়া
931,tanzen::V,跳舞,নাচা
932,sich trennen::V,分别,পৃথক করা
933,verlassen::V,离开,পরিত্যাগ করা
934,retten::V,救,উদ্ধার করা
935,bewachen::V,守卫,পাহারা দেওয়া
936,schützen::V,保护,রক্ষা করা
937,verteidigen::V,保卫,রক্ষা করা
938,sich schlagen::V,打架,লড়াই করা
939,schießen::V,射击,তীরবেগে ছোটা
940,siegen::V,获胜,জেতা
941,ärgern::V,激怒,বিরক্ত করা
942,schlagen::V,打,আঘাত করা
943,treten::V,踢,লাথি মারা
944,stechen::V,刺,দংশন করা
945,stoßen::V,撞,ঠেলা
946,stehlen::V,盗窃,অপহরণ করা
947,stören::V,干扰,ঘাঁটান
948,belästigen::V,打搅,বিরক্ত করা
949,verbergen::V,隐藏,গোপন করা
950,täuschen::V,欺骗,প্রবঞ্চনা করা
951,betrügen::V,欺骗,প্রতারণা করা
952,töten::V,杀,হত্যা করা
953,wohnen::V,居住,বাস করা
954,arbeiten::V,工作,কাজ করা
955,sammeln::V,收集,সংগ্রহ করা
956,pflücken::V,采,চয়ন করা
957,jagen::V,打猎,শিকার করা
958,fischen::V,捕鱼,মাছ ধরা
959,fassen::V,捉住,ধরা
960,hüten::V,守护,যুথভুক্ত করা
961,treiben::V,漂,চালনা করা
962,anbinden::V,拴,বন্ধন করা
963,füttern::V,喂,ভোজন করানো
964,melken::V,挤奶,দুগ্ধ দোহন করা
965,hacken::V,剁细,কাটা
966,gießen::V,浇,বর্ষণ করা
967,reifen::V,成熟,পাকা
968,kochen::V,煮,রন্ধন করা
969,backen::V,烤,সেকা
970,braten::V,煎,ভাজা
971,umrühren::V,搅拌,নড়ানো
972,stricken::V,织,বোনা
973,nähen::V,缝,সেলাই করা
974,färben::V,染色,রঞ্জিত করা
975,reinigen::V,清洁,পরিষ্কার করা
976,waschen::V,洗,পরিষ্কার করা
977,abwischen::V,擦掉,মুছা
978,spülen::V,清洗,পরিষ্কার করা
979,fegen::V,扫,ঝাঁট দেওয়া
980,kehren::V,打扫,ঝাঁট দেওয়া
981,baden::V,给...洗澡,অবগাহন করা
982,sich waschen::V,洗澡,ধোয়া
983,ausziehen::V,脱,খুলা
984,anziehen::V,穿,গায়ে দেত্তয়া
985,sich anziehen::V,穿衣,পোশাক পরা
986,kämmen::V,梳,আঁচড়ানো
987,schmücken::V,装饰,সাজান করা
988,sagen::V,说,উচ্চারণ করা
989,sprechen::V,说,বলা
990,reden::V,讲,আলাপ করা
991,sich unterhalten::V,聊天,আড্ডা দেওয়া
992,fragen::V,问,জিজ্ঞাসা করা
993,bitten::V,请,প্রার্থনা করা
994,erzählen::V,叙述,বর্ণনা করা
995,mitteilen::V,通知,বলা
996,nennen::V,叫做,নাম দেওয়া
997,rufen::V,叫,আমন্ত্রণ করা
998,prahlen::V,吹牛,বড়াই করা
999,übersetzen::V,翻译,ভাষাস্তরিত করা
1000,denken::V,想,ভাবা
1001,glauben::V,以为,বিশ্বাস করা
1002,bemerken::V,发觉,লক্ষ্য করা
1003,erkennen::V,识别,চিনিতে পারা
1004,begreifen::V,理解,উপলব্ধি করা
1005,verstehen::V,明白,উপলব্ধি করা
1006,lernen::V,学,শেখা
1007,wissen::V,知道,জানা
1008,sich erinnern an::V,回忆,মনে করা
1009,vergessen::V,忘记,বিস্মৃত হওয়া
1010,messen::V,测量,মাপা
1011,zählen::V,数,গণনা করা
1012,rechnen::V,计算,হিসাব করা
1013,lesen::V,读,পাঠ করা
1014,malen::V,画,আঁকা
1015,zeichnen::V,绘制,ছকা
1016,schreiben::V,写,লেখা
1017,besitzen::V,占有,অধিকার করা
1018,kaufen::V,买,ক্রয় করা
1019,verkaufen::V,卖,বেচা
1020,bezahlen::V,付钱,প্রদান করা
1021,zahlen::V,支付,প্রদান করা
1022,beherrschen::V,统治,শাসন করা
1023,ertragen::V,忍耐,বহন করা
1024,vergebens::ADV,,বিফলে
1025,klirren::V,,টুংটাং-শব্দ করা
1026,rauschen::V,,মর্মরধ্বনি করা
1027,rühren::V,,হৃদয়ম্পর্শ করা
1028,zubereiten::V,,রন্ধন করা
