,Concept_ID,hu,kn
105,Wiese::N,mező,ಹುಲ್ಲುಗಾವಲು
106,Wald::N,erdő,ಕಾಡು
107,Hügel::N,domb,ಗುಡ್ಡೆ
108,Anhöhe::N,magaslat,ದಿಬ್ಬ
109,Berg::N,hegy,ಮಲೆ
110,Berg::N,hegy,ಪರ್ವತ
111,Gipfel::N,csúcs,ಶೃಂಗ
112,Höhle::N,barlang,ಗುಹೆ
113,Abhang::N,lejtő,ಇಳಿಜಾರು
114,Quelle::N,forrás,ಮೂಲ
115,Bach::N,patak,ತೊರೆ
116,Fluss::N,folyó,ನದಿ
117,Ufer::N,part,ತೀರ
118,Küste::N,tengerpart,ದಂಡೆ
119,Festland::N,szárazföld,ಭೂಮಿ
120,Meer::N,tenger,ಕಡಲು
121,Bucht::N,öböl,ಖಾರಿ
122,Insel::N,sziget,ದ್ವೀಪ
123,Blume::N,virág,ಸುಮ
124,Gras::N,fű,ಹುಲ್ಲು
125,Wurzel::N,gyökér,ಬೇರು
126,Baum::N,fa,ಮರ
127,Stamm::N,tő,ಕಾಂಡ
128,Stamm::N,törzs,ಕಾಂಡ
129,Rinde::N,kéreg,ತೂಗಟಿ
130,Ast::N,ág,ಶಾಖೆ
131,Zweig::N,gally,ರೆಂಬೆ
132,Blatt::N,levél,ಎಲೆ
133,Birke::N,nyír,ಬರ್ಚ್ ಮರ
134,Kiefer[Baum]::N,fenyő,ದೇವದಾರು ಮರ
135,Weide[Baum]::N,fűz,ವಿಲೋಮರ
136,Tanne::N,fenyő,ಭದ್ರದಾರು
137,Horn::N,szarv,ಕೊಂಬು
138,Feder::N,toll,ಪುಕ್ಕ
139,Fell::N,szőr,ರೋಮ
140,Fell::N,bunda,ರೋಮ
141,Flügel::N,szárny,ರೆಕ್ಕೆ
142,Klaue::N,köröm,ಪಂಜ
143,Kralle::N,karom,ಉಗುರು
144,Schwanz::N,farok,ಬಾಲ
145,Ei::N,tojás,ಮೊಟ್ಟೆ
146,Nest::N,fészek,ಗೂಡು
147,Bau::N,odú,ಅಡಗುದಾಣ
148,Tier::N,állat,ಪ್ರಾಣಿ
149,Herde::N,nyáj,ಗುಂಪು
150,Herde::N,csorda,ಗುಂಪು
151,Kuh::N,tehén,ಹಸು
152,Bulle::N,bika,ಗೂಳಿ
153,Pferd::N,ló,ಕುದುರೆ
154,Schaf::N,juh,ಕುರಿ
155,Schaf::N,birka,ಕುರಿ
156,Schwein::N,sertés,ಹಂದಿ
157,Hund::N,eb,ನಾಯಿ
158,Hund::N,kutya,ನಾಯಿ
159,Katze::N,macska,ಬೆಕ್ಕು
160,Bär::N,medve,ಕರಡಿ
161,Eichhörnchen::N,mókus,ಉಡುತೆ
162,Elch::N,jávorszarvas,ಕಡವೆ
163,Fuchs::N,róka,ನರಿ
164,Hase::N,nyúl,ಮೊಲ
165,Maus::N,egér,ಇಲಿ
166,Wolf::N,farkas,ತೋಳ
167,Vogel::N,madár,ಪಕ್ಷಿ
168,Schwarm::N,raj,ಗುಂಪು
169,Huhn::N,tyúk,ಚಿಕ್
170,Hahn::N,kakas,ಹುಂಜ
171,Gans::N,lúd,ವರಟೆ
172,Gans::N,liba,ವರಟೆ
173,Adler::N,sas,ಗರುಡ
174,Ente::N,kacsa,ಬಾತು
175,Eule::N,bagoly,ಗೂಬೆ
176,Kranich::N,daru,ಕೊಕ್ಕರ
177,Krähe::N,varjú,ಕಾಗೆ
178,Kuckuck::N,kakukk,ಕೋಗಿಲೆ
179,Schwan::N,hattyú,ಹಂಸಪಕ್ಷಿ
180,Fisch::N,hal,ಮೀನು
181,Barsch::N,sügér,ಪರ್ಚ್ ಮೀನು
182,Hecht::N,csuka,ಪೈಕ್ ಮೀನು
183,Schlange[Tier]::N,kígyó,ಹಾವು
184,Wurm::N,kukac,ಹುಳು
185,Spinne::N,pók,ಊರ್ಣನಾಭ
186,Ameise::N,hangya,ಇರುವೆ
187,Laus::N,tetű,ಹೇನು
188,Mücke::N,szúnyog,ಸೊಳ್ಳೆ
189,Fliege::N,légy,ನೊಣ
190,Schmetterling::N,lepke,ಪತಂಗ
191,Schmetterling::N,pillangó,ಪತಂಗ
192,Beere::N,bogyó,ನಯವಣ್ಣು
193,Apfel::N,alma,ಸೇಬು
194,Pilz::N,gomba,ಅಣಬೆ
195,Zwiebel::N,hagyma,ನೀರುಳ್ಳಿ
196,Saat::N,vetőmag,ಬಿತ್ತ
197,Korn::N,mag,ಬೀಜ
198,Korn::N,szem,ಬೀಜ
199,Heu::N,széna,ಕರಡ
200,Schale::N,héj,ಹೊಟ್ಟು
201,Grube::N,verem,ಗುಂಡಿ
202,Falle::N,csapda,ಬೋನು
203,Schlinge::N,tőr,ಉರುಲು
204,Spur::N,nyom,ಜಾಡು
205,Asche::N,hamu,ಬೂದಿ
206,Dreck::N,sár,ಹೊಲಸು
207,Dreck::N,piszok,ಹೊಲಸು
208,Eisen::N,vas,ಕಬ್ಬಿಣ
209,Gold::N,arany,ಚಿನ್ನ
210,Silber::N,ezüst,ಬೆಳ್ಳಿ
211,Kohle::N,szén,ಕಲ್ಲಿದ್ದಲು
212,Glas::N,üveg,ಗಾಜು
213,Lehm::N,agyag,ಜೇಡಿಮಣ್ಣು
214,Lehm::N,vályog,ಜೇಡಿಮಣ್ಣು
215,Sand::N,homok,ಮರಳು
216,Mensch::N,ember,ಪುರುಷ
217,Mann::N,úr,ಆಳು
218,Mann::N,férfi,ಆಳು
219,Frau::N,nő,ಹೆಣ್ಣು
220,Frau::N,asszony,ಹೆಣ್ಣು
221,Kind::N,gyerek,ಮಗು
222,Kind::N,gyermek,ಮಗು
223,Junge::N,fiú,ಹುಡುಗ
224,Mädchen::N,lány,ಹುಡುಗಿ
225,Familie::N,család,ಕುಟುಂಬ
226,Großvater::N,nagyapa,ಅಜ್ಜ
227,Großmutter::N,nagyanya,ಅಮ್ಮ
228,Eltern::N,szülők,ಹೆತ್ತವರು
229,Vater::N,apa,ತಂದೆ
230,Vater::N,atya,ತಂದೆ
231,Mutter::N,anya,ಅಮ್ಮ
232,Sohn::N,fiú,ಮಗ 
233,Tochter::N,lány,ಮಗಳು
234,Bruder::N,fivér,ತಮ್ಮ
235,Bruder::N,testvér,ತಮ್ಮ
236,Schwester::N,nővér,ತಂಗಿ
237,Schwester::N,lánytestvér,ತಂಗಿ
238,Onkel::N,nagybácsi,ಸೋದರಮಾವ
239,Onkel::N,nagybácsi,ದೊಡ್ಡಪ್ಪ
240,Tante::N,nagynéni,ಚಿಕ್ಕಮ್ಮ
241,Ehemann::N,férj,ಗಂಡ
242,Ehefrau::N,feleség,ಹೆಂಡತಿ
243,Freude::N,öröm,ನಲಿವು
244,Gelächter::N,nevetés,ನಗೆ
245,Gelächter::N,hahotázás,ನಗೆ
246,Glück::N,boldogság,ಆನಂದ
247,Kummer::N,bánat,ದುಃಖ
248,Wunsch::N,óhaj,ಬಯಕೆ
249,Lust::N,kedv,ಇಷ್ಟ
250,Geist::N,elme,ಆತ್ಮ
251,Geist::N,szellem,ಆತ್ಮ
252,Gedanke::N,gondolat,ಯೋಚನೆ
253,Gedächtnis::N,emlékezet,ಸ್ಮರಣೆ
254,Verstand::N,ész,ಮನಸ್ಸು
255,Verstand::N,értelem,ಮನಸ್ಸು
256,Sinn::N,értelem,ಅರ್ಥ
257,Grund::N,ok,ಕಾರಣ
258,Grund::N,alap,ಕಾರಣ
259,Wahrheit::N,igaz,ಸತ್ಯ
260,Wahrheit::N,igazság,ಸತ್ಯ
261,Gespräch::N,beszélgetés,ಸಂಭಾಷಣೆ
262,Märchen::N,mese,ಸುಳ್ಳು ಕಥೆ
263,Erzählung::N,elbeszélés,ಕಥೆ
264,Nachricht::N,hír,ಸಂದೇಶ
265,Nachricht::N,híradás,ಸಂದೇಶ
266,Neuigkeit::N,újság,ಸುದ್ದಿ
267,Name::N,név,ಹೆಸರು
268,Rätsel::N,rejtvény,ಒಗಟು
269,Rede::N,beszéd,ಮಾತು
270,Rede::N,szónoklat,ಮಾತು
271,Sprache::N,nyelv,ಭಾಷೆ
272,Stimme::N,hang,ಧ್ವನಿ
273,Wort::N,szó,ಮಾತು
274,Zeichen::N,jel,ಗುರುತು
275,Ruf::N,kiáltás,ಕೂಗು
276,Lärm::N,zaj,ಸದ್ದು
277,Laut::N,hang,ಶಬ್ದ
278,Ton::N,hang,ನಾದ
279,Lied::N,dal,ಗಾನ
280,Lied::N,ének,ಗಾನ
281,Ruhe::N,csend,ಶಾಂತಿ
282,Ruhe::N,nyugalom,ಶಾಂತಿ
283,Leute::N,emberek,ಮಂದಿ
284,Volk::N,nép,ಜನಾಂಗ
285,Arbeit::N,dolog,ಕೆಲಸ
286,Gast::N,vendég,ಅತಿಥಿ
287,Geschenk::N,ajándék,ಕಾಣಿಕೆ
288,Spiel::N,játék,ಆಟ
289,Gesellschaft::N,társaság,ಸಂಗ
290,Hilfe::N,segítség,ಸಹಾಯ
291,Freund::N,barát,ಸ್ನೇಹಿತ
292,Kamerad::N,társ,ಜೊತೆಗಾರ
293,Angelegenheit::N,ügy,ವಿಚಾರ
294,Anzahl::N,szám,ಎಣಿಕೆ
295,Art::N,faj,ತರ
296,Art::N,fajta,ತರ
297,Stück::N,darab,ತುಂಡು
298,Teil::N,rész,ಭಾಗ
299,Hälfte::N,fél,ಅರ್ಧ
300,Kreis::N,kör,ವೃತ್ತ
301,Kreuz::N,kereszt,ಶಿಲುಬೆ
302,Linie::N,vonal,ರೀಖೆ
303,Strich::N,vonás,ಗೀಟು
304,Abstand::N,köz,ಅಂತರ
305,Entfernung::N,távolság,ದೂರ
306,Gegend::N,táj,ವಿಸ್ತೀರ್ಣ
307,Gegend::N,vidék,ವಿಸ್ತೀರ್ಣ
308,Platz::N,hely,ಅಂತರ
309,Ort::N,hely,ಸ್ಥಳ
310,Seite::N,fél,ಪಕ್ಷ
311,Seite::N,oldal,ಪಕ್ಷ
312,Mitte::N,közép,ನಡು
313,Gegenstand::N,tárgy,ವಸ್ತು
314,Sache::N,dolog,ವಸ್ತು
315,Rand::N,szél,ಅಂಚು
316,Rand::N,perem,ಅಂಚು
317,Rand::N,szegély,ಅಂಚು
318,Kante::N,él,ಅಂಚು
319,Ecke::N,sarok,ಮೂಲೆ
320,Ecke::N,szöglet,ಮೂಲೆ
321,Spitze::N,csúcs,ತುದಿ
322,Ende::N,vég,ಕೊನೆ
323,Loch::N,lyuk,ತೂತು
324,Winkel::N,szög,ಕೋನ
325,Muster::N,minta,ನಮೂನೆ
326,Größe::N,nagyság,ಪ್ರಮಾಣ
327,Länge::N,hossz,ಉದ್ದ
328,Länge::N,hosszúság,ಉದ್ದ
329,Höhe::N,magasság,ಎತ್ತರ
330,Gewicht::N,súly,ತೂಕ
331,Menge::N,sokaság,ಮೊತ್ತ
332,Menge::N,mennyiség,ಮೊತ್ತ
333,Haufen::N,halom,ರಾಶಿ
334,Reihe::N,sor,ಸಾಲು
335,Boot::N,csónak,ದೋಣಿ
336,Ruder::N,evező,ಹುಟ್ಟು
337,Schlitten::N,szánkó,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
338,Ski::N,sí,ಜಾರುಪಟ್ಟಿ
339,Lagerfeuer::N,tábortűz,ಶಿಬಿರಾಗ್ನಿ
340,Last::N,teher,ಹೊರೆ
341,Gang::N,járás,ತಿರುಗಾಟ
342,Schritt::N,lépés,ಹೆಜ್ಜೆ
343,Norden::N,észak,ಉತ್ತರ
344,Süden::N,dél,ದಕ್ಷಿಣ
345,Westen::N,nyugat,ಪಶ್ಚಿಮ
346,Osten::N,kelet,ಮೂಡಲು
347,Holz::N,fa,ಚೌಬೀನೆ
348,Brett::N,deszka,ಹಲಗೆ
349,Platte::N,lap,ಹಲಗೆ
350,Platte::N,lemez,ಹಲಗೆ
351,Stütze::N,támasz,ಆಸರೆ
352,Stütze::N,támaszték,ಆಸರೆ
353,Stange::N,rúd,ಕಂಬ
354,Stange::N,pózna,ಕಂಬ
355,Stock::N,pálca,ಕೋಲು
356,Stab::N,bot,ದೊಣ್ಣೆ
357,Rohr::N,cső,ನಳಿಕೆ
358,Haus::N,ház,ಮನೆ
359,Heim::N,otthon,ಗೃಹ
360,Ofen::N,kályha,ಒಲೆ
361,Fußboden::N,padló,ನೆಲ
362,Tisch::N,asztal,ಮೇಜು
363,Stuhl::N,szék,ಕುರ್ಚಿ
364,Wiege::N,bölcső,ತೊಟ್ಟಿಲು
365,Bett::N,ágy,ಹಾಸಿಗೆ
366,Regal::N,polc,ಬೀರು
367,Regal::N,állvány,ಬೀರು
368,Kiste::N,láda,ಪಟ್ಟಿಗೆ
369,Fenster::N,ablak,ಕಿಟಕಿ
370,Tür::N,ajtó,ಬಾಗಿಲು
371,Tor::N,kapu,ಹೆಬ್ಬಾಗಿಲು
372,Zaun::N,kerítés,ಬೇಲಿ
373,Dach::N,tető,ಮಾಳಿಗೆ
374,Leiter::N,létra,ಏಣಿ
375,Besen::N,seprű,ಪೊರಕೆ
376,Spaten::N,ásó,ಗುದ್ದಲಿ
377,Schaufel::N,lapát,ಸನಿಕೆ
378,Gabel::N,villa,ಕವಲು
379,Löffel::N,kanál,ಚಮಚ
380,Messer::N,kés,ಚಾಕು
381,Nagel::N,szeg,ಆಣಿ
382,Netz::N,háló,ಬಲೆ
383,Haken::N,kampó,ಕೊಂಡಿ
384,Griff::N,nyél,ಹಿಡಿ
385,Griff::N,fogantyú,ಹಿಡಿ
386,Schloss::N,zár,ವೀಗ
387,Bild::N,kép,ಚಿತ್ರ
388,Figur::N,alak,ಆಕಾರ
389,Puppe::N,bábu,ಗೊಂಬೆ
390,Beutel::N,zacskó,ಸಂಚಿ
391,Bündel::N,köteg,ಕಟ್ಟು
392,Tasche::N,táska,ಚೀಲ
393,Eimer::N,vödör,ಬಾನೆ
394,Deckel::N,fedő,ಮುಚ್ಚಳ
395,Deckel::N,fedél,ಮುಚ್ಚಳ
396,Geschirr::N,edény,ಭಕ್ಷ್ಯಗಳು
397,Sack::N,zsák,ಮೂಟೆ
398,Tasse::N,csésze,ಬಟ್ಟಲು
399,Topf::N,fazék,ಮಡಕೆ
400,Kessel::N,üst,ಕೆಟಲ್
401,Kessel::N,bogrács,ಕೆಟಲ್
402,Essen::N,evés,ಊಟ
403,Essen::N,étkezés,ಊಟ
404,Nahrung::N,ennivaló,ಆಹಾರ
405,Speise::N,étel,ಊಟ
406,Fleisch::N,hús,ಮಾಂಸ
407,Getreide::N,gabona,ಧಾನ್ಯ
408,Brei::N,pép,ಗಂಜಿ
409,Brei::N,kása,ಗಂಜಿ
410,Brot::N,kenyér,ರೊಟ್ಟಿ
411,Scheibe::N,szelet,ಹೋಳು
412,Fett::N,háj,ಕೊಬ್ಬು
413,Fett::N,zsír,ಕೊಬ್ಬು
414,Butter::N,vaj,ಬೆಣ್ಣೆ
415,Öl::N,olaj,ಎಣ್ಣೆ
416,Salz::N,só,ಉಪ್ಪು
417,Suppe::N,leves,ಎಸರು
418,Honig::N,méz,ಮಧು
419,Milch::N,tej,ಹಾಲು
420,Tee::N,tea,ಚಹ
421,Leder::N,bőr,ಚಕ್ಕಳ
422,Wolle::N,gyapjú,ಉಣ್ಣೆ
423,Stoff::N,szövet,ಬಟ್ಟೆ
424,Nadel::N,tű,ಸೂಜಿ
425,Faden::N,fonál,ದಾರ
426,Knopf::N,gomb,ಗುಂಡು
427,Knoten::N,csomó,ಗಂಟು
428,Farbe::N,szín,ಬಣ್ಣ
429,Farbe::N,festék,ಬಣ್ಣ
430,Kleidung::N,ruha,ಅರಿವೆ
431,Kleidung::N,ruházat,ಅರಿವೆ
432,Hemd::N,ing,ಅಂಗಿ
433,Kragen::N,gallér,ಕುತ್ತಿಗೆಪಟ್ಟಿ
434,Ärmel::N,ujj,ತೋಳು
435,Hose::N,gatya,ಇಜಾರ
436,Hose::N,nadrág,ಇಜಾರ
437,Gürtel::N,öv,ಬೆಲ್ಟು
438,Mütze::N,sapka,ಟೋಪಿ
439,Schuh::N,cipő,ಪಾದರಕ್ಷೆ
440,Stiefel::N,csizma,ಬೂಟು
441,Ring::N,gyűrű,ಉಂಗುರ
442,Band::N,szalag,ರಿಬ್ಬನ್
443,Kamm::N,fésű,ಹಣಿಗೆ
444,Spiegel::N,tükör,ಕನ್ನಡಿ
445,Riemen::N,szíj,ಬಾರು
446,Schnur::N,zsinór,ಹುರಿ
447,Leine::N,póráz,ಹಗ್ಗ
448,Decke::N,takaró,ಕಂಬಳಿ
449,Kissen::N,párna,ದಿಂಬು
450,Tuch::N,kendő,ಕೊರಳ ಬಟ್ಟೆ
451,Handtuch::N,törülköző,ಚೌಕ
452,Kraft::N,erő,ಬಲ
453,Stärke::N,erő,ಶಕ್ತಿ
454,Stärke::N,erősség,ಶಕ್ತಿ
455,Gesundheit::N,egészség,ಆರೋಗ್ಯ
456,Krankheit::N,kór,ರೋಗ
457,Krankheit::N,betegség,ರೋಗ
458,Schmerz::N,fájdalom,ನೋವು
459,Wunde::N,seb,ಗಾಯ
460,Fieber::N,láz,ಜ್ವರ
461,Arznei::N,orvosság,ಔಷಧ
462,Arznei::N,gyógyszer,ಔಷಧ
463,Brücke::N,híd,ಸೇತುವೆ
464,Brunnen::N,kút,ಬಾವಿ
465,Weide::N,legelő,ಗೋಮಾಳ
466,Pfad::N,ösvény,ದಾರಿ
467,Weg::N,út,ಹಾದಿ
468,Straße::N,út,ರಸ್ತೆ
469,Dorf::N,falu,ಹಳ್ಳಿ
470,Stadt::N,város,ಪಟ್ಟಣ
471,Brief::N,levél,ಕಾಗದ
472,Buch::N,könyv,ಪುಸ್ತಕ
473,Buchstabe::N,betű,ಅಕ್ಷರ
474,Zeitung::N,újság,ವಾರ್ತಾಪತ್ರಿಕೆ
475,Zeitung::N,hírlap,ವಾರ್ತಾಪತ್ರಿಕೆ
476,Leben::N,élet,ಜೀವನ
477,Tod::N,halál,ಮರಣ
478,Grab::N,sír,ಗೋರಿ
479,Kirche::N,templom,ಚರ್ಚು
480,Sünde::N,bűn,ಪಾಪ
481,Sünde::N,vétek,ಪಾಪ
482,Gott::N,isten,ದೇವರು
483,Arbeiter::N,munkás,ಕೆಲಸಗಾರ
484,Chef::N,főnök,ದಣಿ
485,Meister::N,mester,ಶಿಕ್ಷಕ
486,Arzt::N,orvos,ವೈದ್ಯ
487,Lehrer::N,tanár,ಉಪಾಧ್ಯಾಯ
488,Lehrer::N,tanító,ಉಪಾಧ್ಯಾಯ
489,Geld::N,pénz,ಹಣ
490,Geschäft::N,üzlet,ವಾಣಿಜ್ಯ
491,Laden::N,bolt,ಅಂಗಡಿ
492,Preis::N,ár,ಬೆಲೆ
493,Ware::N,áru,ಸರಕು
494,Nutzen::N,haszon,ಲಾಭ
495,Reichtum::N,gazdagság,ಸಂಪತ್ತು
496,Welt::N,világ,ಭೂಲೋಕ
497,Land::N,ország,ದೇಶ
498,Staat::N,állam,ರಾಜ್ಯ
499,König::N,király,ರಾಜ
500,Macht::N,hatalom,ಅಧಿಕಾರ
501,Grenze::N,határ,ಗಡಿ
502,Krieg::N,háború,ಯುದ್ಧ
503,Feind::N,ellenség,ಶತ್ರು
504,Gewalt::N,erőszak,ಹಿಂಸೆ
505,Kampf::N,harc,ಹೋರಾಟ
506,Bogen[Waffe]::N,íj,ಬಿಲ್ಲು
507,Pfeil::N,nyíl,ಅಂಬು
508,Gewehr::N,puska,ಬಂದೂಕು
509,Gewehr::N,fegyver,ಬಂದೂಕು
510,Fehler::N,hiba,ತಪ್ಪು
511,Lüge::N,hazugság,ಸುಳ್ಳು
512,Schaden::N,kár,ಹಾನಿ
513,Unglück::N,csapás,ಅಪಾಯ
514,Unglück::N,balszerencse,ಅಪಾಯ
515,Schuld::N,bűn,ದೋಷ
516,Alter::N,kor,ಮುಪ್ಪು
517,Schluss::N,vég,ಮುಕ್ತಾಯ
518,Schluss::N,befejezés,ಮುಕ್ತಾಯ
519,Zeit::N,idő,ಕಾಲ
520,Tag::N,nap,ದಿನ
521,Morgen::N,reggel,ಮುಂಜಾನೆ
522,Mittag::N,dél,ನಡುಹಗಲು
523,Abend::N,este,ಸಂಜೆ
524,Nacht::N,éj,ರಾತ್ರಿ
525,Nacht::N,éjszaka,ರಾತ್ರಿ
526,Woche::N,hét,ವಾರ
527,Monat::N,hó,ತಿಂಗಳು
528,Monat::N,hónap,ತಿಂಗಳು
529,Jahr::N,év,ಸಂವತ್ಸರ
530,Frühling::N,tavasz,ವಸಂತ
531,Sommer::N,nyár,ಬಿಸಿಲುಕಾಲ
532,Herbst::N,ősz,ಶರತ್ಕಾಲ
533,Winter::N,tél,ಚಳಿಗಾಲ
534,Januar::N,január,ನಾಲ್ಚಳಿ
535,Februar::N,február,ಅಯ್ಚಳಿ
536,März::N,március,ಮೊಬ್ಬೇಸಿಗೆ
537,April::N,április,ಇಬ್ಬೇಸಿಗೆ
538,Mai::N,május,ಮುಬ್ಬೇಸಿಗೆ
539,Juni::N,június,ಮೊಮ್ಮಳೆ
540,Juli::N,július,ಇಮ್ಮಳೆ
541,August::N,augusztus,ಮುಮ್ಮಳೆ
542,September::N,szeptember,ನಾಲ್ಮಳೆ
543,Oktober::N,október,ಮೊಚ್ಚಳಿ
544,November::N,november,ಇಚ್ಚಳಿ
545,Dezember::N,december,ಮುಚ್ಚಳಿ
546,Montag::N,hétfő,ಸೋಮುವಾರ
547,Dienstag::N,kedd,ಮಂಗಳವಾರ
548,Mittwoch::N,szerda,ಬುಧವಾರ
549,Donnerstag::N,csütörtök,ಗುರುವಾರ
550,Freitag::N,péntek,ಶುಕ್ರವಾರ
551,Samstag::N,szombat,ಶನಿವಾರ
552,Sonntag::N,vasárnap,ಭಾನುವಾರ
553,groß::A,nagy,ದೊಡ್ಡ
554,klein::A,pici,ಪುಟ್ಟ
555,klein::A,kicsi,ಪುಟ್ಟ
556,lang::A,hosszú,ದೀರ್ಘ
557,kurz::A,rövid,ಚಕ್ಕ
558,breit::A,széles,ಅಗಲವಾದ
559,schmal::A,keskeny,ಇಕ್ಕಟ್ಟಾದ
560,dicht::A,sűrű,ದಟ್ಟ
561,dick[Gegenstand]::A,vastag,ದಟ್ಟ
562,dünn::A,vékony,ತೆಳು
563,fein::A,vékony,ಕೋಮಲ
564,fest::A,szilárd,ಘನ
565,flach::A,sík,ಚಪ್ಪಟೆ
566,flach::A,lapos,ಚಪ್ಪಟೆ
567,glatt::A,sima,ನಯ
568,hart::A,kemény,ಗಟ್ಟಿ
569,weich::A,puha,ಮೃದುವಾದ
570,rund::A,kerek,ವರ್ತುಳ
571,spitz::A,hegyes,ಮೊನಚಾದ
572,scharf::A,éles,ತೀಕ್ಷ್ಣ
573,stumpf::A,tompa,ಮೊಂಡು
574,stumpf::A,életlen,ಮೊಂಡು
575,schwer::A,nehéz,ಭಾರಿ
