,Concept_ID,sq,br
801,wieviel::FNUM,sa,pet
802,eins::NUM,një,unan
803,zwei::NUM,dy,daou
804,drei::NUM,tre,tri
805,vier::NUM,katër,pevar
806,fünf::NUM,pesë,pemp
807,sechs::NUM,gjashtë,c'hwec'h
808,sieben::NUM,shtatë,seizh
809,acht::NUM,tetë,eizh
810,neun::NUM,nëntë,nav
811,zehn::NUM,dhjetë,dek
812,elf::NUM,njëmbëdhjetë,unnek
813,zwölf::NUM,dymbëdhjetë,daouzek
814,zwanzig::NUM,njëzet,ugent
815,dreißig::NUM,tridhjetë,tregont
816,vierzig::NUM,dyzet,daou-ugent
817,fünfzig::NUM,pesëdhjetë,hanter-kant
818,sechzig::NUM,gjashtëdhjetë,tri-ugent
819,siebzig::NUM,shtatëdhjetë,dek ha tri-ugent
820,achtzig::NUM,tetëdhjetë,pevar-ugent
821,neunzig::NUM,nëntëdhjetë,dek ha pevar-ugent
822,hundert::NUM,qind,kant
823,tausend::NUM,mijë,mil
824,und::CNJ,e,ha
825,und::CNJ,dhe,ha
826,oder::CNJ,a,pe
827,oder::CNJ,apo,pe
828,stehen::V,rri,bezañ a-sav
829,sitzen::V,rri,azezañ
830,sitzen::V,rri,bezañ en e goazez
831,liegen::V,rri shtrirë,bezañ en e c'hourvez
832,hängen::V,varem,krougañ
833,werden::V,bëhem,dazonet
834,passieren::V,ndodh,c'hoarvezout
835,beginnen::V,filloj,stagañ
836,enden::V,përfundoj,achuiñ
837,wechseln::V,ndërroj,cheñch
838,aufgehen[Sonne]::V,hapem,dirouzañ
839,untergehen[Sonne]::V,hyj,
840,untergehen[Sonne]::V,perëndoj,
841,scheinen[Sonne]::V,ndriçoj,lugernañ
842,donnern::V,gjëmoj,taranal
843,donnern::V,bubulloj,taranal
844,wehen::V,fryj,c'hwezhañ
845,strömen::V,derdh,deredek
846,fließen::V,rrjedh,redek
847,sich drehen::V,rrotullohem,troiñ
848,schwanken::V,dyzoj,trantellat
849,schwingen::V,dridhem,froumal
850,fallen::V,bie,kouezhañ
851,brennen::V,digjem,deviñ
852,rauchen::V,nxjerr tym,divogedañ
853,regnen::V,bie shi,glavañ
854,gefrieren::V,ngrij,reviñ
855,tauen::V,shkrij,diskornañ
856,schmelzen::V,shkrij,teuziñ
857,trocknen::V,thaj,sec'hañ
858,sieden::V,ziej,berviñ
859,faulen::V,kalbem,breinañ
860,faulen::V,prishem,breinañ
861,verfaulen::V,kalbem,breinañ
862,reißen::V,grisem,darnaouiñ
863,reißen::V,shqyhem,darnaouiñ
864,versinken::V,humboj,sodellañ
865,vergehen::V,kaloj,tremen
866,erscheinen::V,dukem,donet war-wel
867,verschwinden::V,zhdukem,monet diwar wel
868,sinken::V,ulem,en em izelat
869,abnehmen::V,pakësohem,nebeutaat
870,abnehmen::V,zvogëlohem,nebeutaat
871,zunehmen::V,shtohem,kreskiñ
872,steigen::V,rritem,sevel
873,wachsen::V,rritem,kreskiñ
874,glänzen::V,vezulloj,lugernañ
875,funkeln::V,xixoj,elieniñ
876,funkeln::V,xixëlloj,elieniñ
877,lärmen::V,oshtij,rabotat
878,lärmen::V,zhurmoj,rabotat
879,läuten::V,bie,
880,klingeln::V,i bie ziles,
881,klirren::V,kërcëlloj,diridignat
882,klirren::V,kërcëlloj,sterlinkañ
883,brausen::V,gjëmoj,gwegal
884,rauschen::V,fëshfërij,trouzal
885,klingen::V,tingëlloj,seniñ
886,bellen::V,leh,harzhal
887,heulen::V,ulërij,yudal
888,blasen::V,fryj,c'hwezhañ
889,pfeifen::V,fishkëllej,c'hwitellat
890,schreien::V,bërtas,huchal
891,stöhnen::V,rënkoj,hirvoudiñ
892,zittern::V,trembem,krenañ
893,leben::V,rroj,bevañ
894,leben::V,jetoj,bevañ
895,geboren werden::V,lind,genel
896,atmen::V,marr frymë,tennañ e anal
897,trinken::V,pi,evañ
898,essen::V,ha,debriñ
899,schlucken::V,gëlltis,lonkañ
900,schlucken::V,kapërdij,lonkañ
901,müde werden::V,lodhem,skuizhañ
902,einschlafen::V,bie të fle,menel kousket
903,schlafen::V,fle,kousket
904,aufwachen::V,zgjohem,dihuniñ
905,aufstehen::V,çohem,sevel
906,aufstehen::V,ngrihem,sevel
907,sich erholen::V,qetësohem,diskuizhañ
908,sich erholen::V,shtendosem,diskuizhañ
909,krank werden::V,bie i sëmurë,klañviñ
910,krank sein::V,jam i sëmurë,bezañ klañv
911,schmerzen::V,dhemb,skourjezañ
912,husten::V,kollitem,pasaat
913,husten::V,kollitem,peudal
914,genesen::V,shërohem,pareañ
915,sterben::V,vdes,mervel
916,umkommen::V,vdes,perisañ
917,umkommen::V,mbaroj,perisañ
918,sich bewegen::V,shkundem,bouljal
919,sich rühren::V,lëviz,fiñval
920,sich erheben::V,ngrihem,sevel
921,sich setzen::V,ulem,azezañ
922,sich setzen::V,ulem,mont en e goazez
923,hinfallen::V,gremisem,kouezhañ
924,laufen::V,eci,redek
925,schreiten::V,çapem,kerzhet
926,spazierengehen::V,shëtis,pourmen
927,eilen::V,ngas,hastañ
928,sich beeilen::V,nxitoj,hastañ
929,sausen::V,eci shpejt,karzhañ
930,rennen::V,vrapoj,redek
931,springen::V,kërcej,lammat
932,klettern::V,hipi,krimpat
933,schaukeln::V,kolovitem,brañsellat
934,kriechen::V,zvarritem,skrampañ
935,schwimmen::V,notoj,neuial
936,tauchen::V,zhytem,splujañ
937,rudern::V,vozis,roeñvat
938,fahren::V,shkoj,kas
939,fahren::V,shkoj,bleniañ
940,fliegen::V,fluturoj,nijal
941,gehen::V,eci,mont
942,gehen::V,shkoj,mont
943,weggehen::V,vete,mont kuit
944,abfahren::V,nisem,mont kuit
945,anhalten::V,ndalem,chom a-sav
946,hineingehen::V,futem,monet e-barzh
947,eintreten::V,hyj,monet e-barzh
948,kommen::V,vij,dont
949,ankommen::V,arrij,erruout
950,ankommen::V,mbërrij,erruout
951,zurückkommen::V,kthehem,addonet
952,bleiben::V,mbetem,chom
953,bleiben::V,qëndroj,chom
954,warten::V,pres,gortoz
955,erwarten::V,pres,gortoz
956,suchen::V,kërkoj,klask
957,finden::V,gjej,kavout
958,versuchen::V,mundohem,klask
959,vorbereiten::V,përgatis,aozañ
960,lieben::V,dashuroj,karout
961,mögen::V,dua,karout
962,lachen::V,qesh,c'hoarzin
963,rühren::V,mallëngjej,tenerañ
964,weinen::V,qaj,gouelañ
965,schimpfen::V,shaj,krozal
966,sich ärgern::V,bëhem verem,fachañ
967,sich ärgern::V,bëhem verem,en em fachañ
968,sich fürchten::V,kam frikë,
969,sich fürchten::V,frikësohem,
970,fürchten::V,kam frikë nga,
971,fliehen::V,arratisem,tec'het
972,flüchten::V,iki,tuzañ
973,sehen::V,shoh,gwelet
974,anschauen::V,shikoj,sellout ouzh
975,ansehen::V,shikoj,sellout ouzh
976,hören::V,dëgjoj,klevet
977,zuhören::V,veshtoj,selaou
978,probieren::V,provoj,blasa
979,riechen::V,nuhas,klevet
980,fühlen::V,ndiej,santout
981,scheinen::V,ndriçoj,diskouez bezañ
982,zu sehen sein::V,dukem,bezañ gwelus
983,vernehmen::V,dëgjoj,merzhañ
984,frieren::V,mërdhij,anoued
985,tun::V,bëj,ober
986,können::V,mund,gouzout
987,wollen::V,dua,fellout da
988,wollen::V,dua,kaout c'hoant da
989,wollen::V,dëshiroj,fellout da
990,wollen::V,dëshiroj,kaout c'hoant da
991,anfangen::V,filloj,kregiñ
992,beenden::V,kryej,achuiñ
993,beenden::V,mbaroj,achuiñ
994,aufhören::V,pushoj,paouez
995,gelingen::V,më shkon mbarë,
996,geraten::V,del,
997,öffnen::V,hap,digeriñ
998,schließen::V,mbyll,serriñ
999,stellen::V,vë,lakaat
1000,setzen::V,vë,lakaat
1001,legen::V,vë,lakaat
1002,berühren::V,rrok,touch
1003,verbinden::V,bashkoj,eren
1004,bedecken::V,mbuloj,goloiñ
1005,aufhängen::V,var,istribilhañ
1006,anzünden::V,ndez,alumiñ
1007,anzünden::V,ndez,c'hwezzañ
1008,aufheben::V,ngre,dastum
1009,zurücklassen::V,lë pas,lezel
1010,verlieren::V,humb,koll
1011,fallen lassen::V,lëshoj,laoskel
1012,fallen lassen::V,lëshoj,lezel da gouezhel
1013,machen::V,bëj,ober
1014,herstellen::V,prodhoj,fardañ
1015,bauen::V,ndërtoj,sevel
1016,reparieren::V,ndreq,adaozañ
1017,reparieren::V,meremetoj,adaozañ
1018,verbessern::V,përmirësoj,gwellaat
1019,ändern::V,ndërroj,cheñch
1020,graben::V,gërmoj,kleuzañ
1021,beugen::V,kërrus,plegañ
1022,biegen::V,përkul,krommañ
1023,drehen::V,dredh,treiñ
1024,drehen::V,rrotulloj,treiñ
1025,wenden::V,kthej,treiñ
1026,umdrehen::V,kthej,treiñ
1027,heben::V,ngre,sevel
1028,hochheben::V,ngre,sevel
1029,ergreifen::V,rrëmbej,kemer
1030,halten::V,mbaj,dalc'hen
1031,drücken::V,shtyp,bountañ
1032,schieben::V,shtyj,poulzañ
1033,kratzen::V,kruaj,skrabat
1034,kratzen::V,gërvisht,skrabat
1035,lecken::V,lëpij,lipat
1036,beißen::V,kafshoj,kregiñ
1037,abreißen::V,shkëpus,diframmañ
1038,abschneiden::V,cungoj,troc'hañ
1039,binden::V,lidh,stagañ
1040,stecken::V,fus,sankañ
1041,stecken::V,ngul,sankañ
1042,brechen::V,thyej,darnaouiñ
1043,klopfen::V,trokas,skoiñ
1044,hauen::V,godas,dornañ
1045,kleben::V,ngjis,pegañ
1046,reiben::V,fërkoj,taravat
1047,reiben::V,fërkoj,trekiñ
1048,streichen::V,lyej,toazañ
1049,schleifen::V,mpreh,lemmañ
1050,schneiden::V,pres,troc'hañ
1051,rütteln::V,shkund,tordorosañ
1052,schütteln::V,lëkund,hejañ
1053,schwenken::V,valëvit,
1054,schütten::V,mbush,diskargañ
1055,füllen::V,mbush,kargañ
1056,einwickeln::V,mbështjell,gronnañ
1057,tragen::V,mbaj,dougen
1058,tragen::V,mbart,dougen
1059,schleppen::V,heq,stlejal
1060,schleppen::V,zhgërryej,stlejal
1061,ziehen::V,tërheq,sachañ
1062,aufbewahren::V,ruaj,miret
1063,werfen::V,hedh,teuler
1064,fangen::V,kap,tapañ
1065,packen::V,rrëmbej,krapat
1066,verstecken::V,fsheh,kuzhat
1067,teilen::V,ndaj,rannañ
1068,schicken::V,dërgoj,kas
1069,bringen::V,sjell,degas
1070,hinzufügen::V,shtoj,lakat ouzhpenn
1071,bekommen::V,kap,kaout
1072,erhalten::V,marr,kaout
1073,nehmen::V,marr,kemer
1074,wählen::V,zgjedh,choaz
1075,auswählen::V,përzgjedh,dibab
1076,bewahren::V,ruaj,mirout
1077,behindern::V,pengoj,diaezañ
1078,verderben::V,prish,lovrañ
1079,beschädigen::V,dëmtoj,gwallegañ
1080,zerbrechen::V,thyej,torriñ
1081,zerreißen::V,çjerr,diroegiñ
1082,zerreißen::V,zheloj,diroegiñ
1083,zerstören::V,prish,distrujañ
1084,zerstören::V,shkatërroj,distrujañ
1085,verbrennen::V,djeg,deviñ
1086,geben::V,jap,reiñ
1087,reichen::V,jap,
1088,schenken::V,fal,donezonañ
1089,schenken::V,dhuroj,donezonañ
1090,versprechen::V,premtoj,prometiñ
1091,wünschen::V,uroj,hetiñ
1092,loben::V,lëvdoj,feurmiñ
1093,loben::V,lavdëroj,feurmiñ
1094,küssen::V,puth,pokat
1095,wiegen::V,tund,pouezañ
1096,zudecken::V,mbuloj,goloiñ
1097,wecken::V,zgjoj,dihuniñ
1098,zeigen::V,dëftej,diskouez
1099,führen::V,çoj,kas
1100,lehren::V,arsej,deskiñ
1101,unterrichten::V,arsimoj,kelenn
1102,aufziehen::V,rris,
1103,leiten::V,udhëheq,bleinañ
1104,antreiben::V,nxis,poulzañ
1105,lassen::V,detyroj,leuskel
1106,einladen::V,ftoj,pediñ
1107,vereinigen::V,bashkoj,unisañ
1108,besuchen::V,vizitoj,gweladenniñ
1109,treffen::V,ndesh,kejal
1110,treffen::V,ndesh,ankontrañ
1111,sich versammeln::V,tubohem,bodennañ
1112,spielen::V,loz,c'hoari
1113,spielen::V,luaj,c'hoari
1114,singen::V,këndoj,kanañ
1115,tanzen::V,kërcej,dañsal
1116,tanzen::V,vallëzoj,dañsal
1117,sich trennen::V,ndahem,dispartiañ
1118,verlassen::V,braktis,lezel
1119,retten::V,shpëtoj,saveteiñ
1120,bewachen::V,ruaj,mesa
1121,schützen::V,ruaj,diwall
1122,schützen::V,mbroj,diwall
1123,verteidigen::V,mbroj,difenn
1124,sich schlagen::V,zihem,lopañ
1125,schießen::V,shtie,
1126,siegen::V,fitoj,trec'hiñ
1127,siegen::V,ngadhënjej,trec'hiñ
1128,ärgern::V,zemëroj,hegasiñ
1129,schlagen::V,rrah,skeiñ
1130,schlagen::V,godas,skeiñ
1131,treten::V,shtyj,botaouiñ
1132,treten::V,shtyj më këmbë,botaouiñ
1133,stechen::V,ther,pikat
1134,stechen::V,shpoj,pikat
1135,stoßen::V,shtyj,stokañ
1136,stehlen::V,vjedh,laerezh
1137,stören::V,pengoj,direnkañ
1138,belästigen::V,bezdis,dregasiñ
1139,verbergen::V,fsheh,skoachañ
1140,täuschen::V,mashtroj,tromplañ
1141,betrügen::V,kobis,lorbañ
1142,töten::V,vras,lazhañ
1143,wohnen::V,banoj,bezañ o chom
1144,arbeiten::V,punoj,labourat
1145,arbeiten::V,vardoj,labourat
1146,sammeln::V,mbledh,dastum
1147,sammeln::V,grumbulloj,dastum
1148,pflücken::V,vjel,kuntuilhañ
1149,pflücken::V,mbledh,kuntuilhañ
1150,jagen::V,gjuaj,chaseal
1151,fischen::V,peshkoj,pesketa
1152,fischen::V,gjuaj peshk,pesketa
1153,fassen::V,zë,pakañ
1154,hüten::V,kullos,geota
1155,treiben::V,vë përpara,
1156,anbinden::V,lidh,stagañ
1157,füttern::V,grazhdoj,boueta
1158,melken::V,mjel,goro
1159,hacken::V,grij,difrakal
1160,gießen::V,ujis,dourañ
1161,reifen::V,piqem,azviñ
1162,zubereiten::V,gatuaj,keginañ
1163,kochen::V,ziej,poazhañ
1164,backen::V,pjek,fritañ
1165,backen::V,furroj,fritañ
1166,braten::V,fërgoj,rostañ
1167,braten::V,tiganis,rostañ
1168,umrühren::V,trazoj,
1169,stricken::V,thur,stammañ
1170,nähen::V,qep,gwriat
1171,färben::V,ngjyej,livañ
1172,färben::V,bojatis,livañ
1173,reinigen::V,qëroj,naetañ
1174,reinigen::V,pastroj,naetañ
1175,waschen::V,laj,gwalc'hiñ
1176,waschen::V,finjos,gwalc'hiñ
1177,abwischen::V,fshij,torchañ
1178,spülen::V,kulloj,disgwalc'hiñ
1179,fegen::V,fshij,skubañ
1180,kehren::V,fshij,skubañ
1181,baden::V,lahem,kouronkañ
1182,sich waschen::V,lahem,en em walc'hiñ
1183,ausziehen::V,heq,
1184,ausziehen::V,zbath,
1185,anziehen::V,vesh,
1186,anziehen::V,mbath,
1187,sich anziehen::V,vishem,gwiskañ
1188,kämmen::V,kreh,kribat
1189,schmücken::V,hijeshoj,kinklañ
1190,sagen::V,them,larêt
1191,sagen::V,them,lavaret
1192,sprechen::V,flas,komz
1193,reden::V,fjalos,kaozeal
1194,reden::V,fjalëtoj,kaozeal
1195,sich unterhalten::V,bisedoj,balbotal
1196,fragen::V,pyes,goulenn
1197,bitten::V,lus,goulenn
1198,bitten::V,lutem,goulenn
1199,erzählen::V,rrëfej,kontañ
1200,mitteilen::V,kumtoj,kemenn
1201,nennen::V,quaj,anviñ
1202,rufen::V,thërras,gelver
1203,prahlen::V,mburrem,fougeal
1204,prahlen::V,kapardisem,fougeal
1205,übersetzen::V,përkthej,treiñ
1206,denken::V,mendoj,soñjal
1207,glauben::V,besoj,krediñ
1208,bemerken::V,vërej,apresevañ
1209,erkennen::V,njoh,anavout
1210,erkennen::V,shquaj,anavout
1211,begreifen::V,marr vesh,meizañ
1212,verstehen::V,marr vesh,kompren
1213,lernen::V,mësoj,deskiñ
1214,wissen::V,di,gouzout
1215,sich erinnern an::V,kujtoj,kaout soñj e
1216,vergessen::V,harroj,ankouaat
1217,messen::V,mas,muzuliañ
1218,zählen::V,njeh,kontañ
1219,rechnen::V,llogaris,jedañ
1220,lesen::V,lexoj,lenn
1221,lesen::V,këndoj,lenn
1222,malen::V,lyej,livañ
1223,zeichnen::V,vizatoj,tresañ
1224,schreiben::V,shkruaj,skrivañ
1225,besitzen::V,kam,kaout
1226,kaufen::V,blej,prenañ
1227,verkaufen::V,shes,gwerzhañ
1228,bezahlen::V,paguaj,paeañ
1229,zahlen::V,paguaj,paeañ
1230,beherrschen::V,zotëroj,mestroniañ
1231,ertragen::V,duroj,anduriñ
