,Concept_ID,cy,az
789,immer::ADV,bob amser,həmişə
790,niemals::ADV,ni ... byth,əsla
791,niemals::ADV,ni ... byth,heç bir zaman
792,niemals::ADV,ni ... erioed,əsla
793,niemals::ADV,ni ... erioed,heç bir zaman
794,hier::ADV,yma,bura
795,hier::ADV,yma,burada
796,hierhin::ADV,hyd yma,buraya
797,von hier::ADV,oddi yma,buradan
798,dort::ADV,acw,ora
799,dort::ADV,acw,orada
800,dorthin::ADV,tuag yno,oraya
801,geradeaus::ADV,syth ymlaen,düz
802,vorwärts::ADV,ymlaen,irəli
803,rückwärts::ADV,yn ôl,geri
804,zurück::ADV,yn ôl,geriyə
805,unten::ADV,isod,aşağıda
806,unten::ADV,oddi tanodd,aşağıda
807,hinab::ADV,i lawr,aşağı
808,hinab::ADV,i waered,aşağı
809,oben::ADV,fry,yuxarıda
810,hinauf::ADV,i fyny,yuxarı
811,hinauf::ADV,i'r lan,yuxarı
812,überall::ADV,ym mhobman,hər yerdə
813,nicht::ADV,ni,-ma-
814,nicht::ADV,nid,-ma-
815,ein wenig::ADV,tipyn,bir az
816,ein wenig::ADV,ychydig,bir az
817,kaum::ADV,prin,güclə
818,sehr::ADV,iawn,çox
819,so::ADV,fel,belə
820,so::ADV,felly,belə
821,noch::ADV,eto,hələ
822,nur::ADV,yn unig,yalnız
823,schon::ADV,eisoes,artıq
824,schon::ADV,yn barod,artıq
825,wieder::ADV,drachefn,yenə
826,vergebens::ADV,yn ofer,boş yerə
827,vor::PRP,o flaen,önündə
828,hinter::PRP,ar ôl,arxasında
829,unter::PRP,islaw,altında
830,durch::PRP,trwy,içindən
831,neben::PRP,ar bwys,yanında
832,zwischen::PRP,rhwng,arasında
833,zwischen::PRP,cydrhwng,arasında
834,wegen::PRP,o achos,üçün
835,wegen::PRP,o achos,ötəri
836,wegen::PRP,oherwydd,üçün
837,wegen::PRP,oherwydd,ötəri
838,dies::PRN,hyn,bu
839,das::PRN,hynny,o
840,alles::PRN,popeth,hər şey
841,ich::PRN,fi,mən
842,du::PRN,ti,sən
843,er::PRN,fe,o
844,wir::PRN,ni,biz
845,ihr::PRN,chi,siz
846,sie::PRN,hwy,onlar
847,was::FPRN,pa beth,nə
848,wer::FPRN,pwy,kim
849,wo::FADV,ble,harada
850,wo::FADV,ym mha le,harada
851,wohin::FADV,i ble,haraya
852,wohin::FADV,i ba le,haraya
853,wie::FADV,sut,necə
854,warum::FADV,pam,niyə
855,warum::FADV,pam,nə üçün
856,wieviel::FNUM,faint,neçə
857,wieviel::FNUM,faint,nə qədər
858,eins::NUM,un,bir
859,zwei::NUM,dau,iki
860,drei::NUM,tri,üç
861,vier::NUM,pedwar,dörd
862,fünf::NUM,pump,beş
863,sechs::NUM,chwech,altı
864,sieben::NUM,saith,yeddi
865,acht::NUM,wyth,səkkiz
866,neun::NUM,naw,doqquz
867,zehn::NUM,deg,on
868,elf::NUM,un ar ddeg,on bir
869,zwölf::NUM,deuddeg,on iki
870,zwölf::NUM,un deg dau,on iki
871,zwanzig::NUM,ugain,iyirmi
872,dreißig::NUM,tri deg,otuz
873,dreißig::NUM,deg ar hugain,otuz
874,vierzig::NUM,deugain,qırx
875,fünfzig::NUM,hanner cant,əlli
876,sechzig::NUM,chwe deg,altmış
877,siebzig::NUM,saith deg,yetmiş
878,siebzig::NUM,deg a thrigain,yetmiş
879,achtzig::NUM,wyth deg,səksən
880,achtzig::NUM,pedar ugain,səksən
881,neunzig::NUM,naw deg,doxsan
882,neunzig::NUM,deg a phedwar ugain,doxsan
883,hundert::NUM,cant,yüz
884,tausend::NUM,mil,min
885,und::CNJ,a,və
886,oder::CNJ,neu,ya
887,stehen::V,sefyll,durmaq
888,sitzen::V,eistedd,oturmaq
889,liegen::V,gorwedd,uzanmaq
890,hängen::V,hongian,asılmaq
891,werden::V,dod yn,olmaq
892,werden::V,mynd yn,olmaq
893,passieren::V,digwydd,olmaq
894,passieren::V,digwydd,baş vermək
895,beginnen::V,cychwyn,başlamaq
896,enden::V,gorffen,bitmək
897,wechseln::V,newid,dəyişmək
898,aufgehen[Sonne]::V,codi,doğmaq
899,untergehen[Sonne]::V,machlud,batmaq
900,scheinen[Sonne]::V,tywynnu,parlamaq
901,donnern::V,taranu,guruldamaq
902,wehen::V,chwythu,əsmək
903,strömen::V,ffrydio,axmaq
904,fließen::V,llifo,axmaq
905,sich drehen::V,troi,dönmək
906,sich drehen::V,cylchdroi,dönmək
907,schwanken::V,siglo,yellənmək
908,schwingen::V,siglo,yellənmək
909,fallen::V,cwympo,düşmek
910,brennen::V,llosgi,yanmaq
911,rauchen::V,mygu,tüstüləmək
912,regnen::V,glawio,yağmaq
913,gefrieren::V,rhewi,donmaq
914,tauen::V,toddi,ərimək
915,tauen::V,meirioli,ərimək
916,schmelzen::V,toddi,ərimək
917,trocknen::V,sychu,qurumaq
918,sieden::V,berwi,qaynamaq
919,faulen::V,pydru,çürümək
920,faulen::V,braenu,çürümək
921,verfaulen::V,pydru,çürümək
922,verfaulen::V,dadfeilio,çürümək
923,reißen::V,clecian,yırtılmaq
924,reißen::V,torri'n glats,yırtılmaq
925,versinken::V,suddo,batmaq
926,vergehen::V,myned heibio,ötmək
927,vergehen::V,pasio,ötmək
928,erscheinen::V,ymddangos,görünmək
929,verschwinden::V,diflannu,yox olmaq
930,sinken::V,syrthio,enmək
931,abnehmen::V,lleihau,azalmaq
932,zunehmen::V,cynyddu,artmaq
933,steigen::V,codi,yüksəlmək
934,wachsen::V,tyfu,böyümək
935,glänzen::V,disgleirio,parlamaq
936,funkeln::V,pefrio,parıldamaq
937,lärmen::V,cadw sŵn,səs-küy etmək
938,lärmen::V,gwneud twrw,səs-küy etmək
939,läuten::V,canu,çalmaq
940,klingeln::V,canu,zəng etmək
941,klingeln::V,seinio,zəng etmək
942,klirren::V,tincian,cingildəmək
943,brausen::V,rhuo,gurlamaq
944,rauschen::V,siffrwd,xışıldamaq
945,rauschen::V,chwithrwd,xışıldamaq
946,klingen::V,seinio,səslənmək
947,bellen::V,cyfarth,hürmək
948,heulen::V,udo,ulamaq
949,heulen::V,oernadu,ulamaq
950,blasen::V,chwythu,üfləmək
951,pfeifen::V,chwibanu,fit vermek
952,schreien::V,gweiddi,bağırmaq
953,schreien::V,gweiddi,qışqırmaq
954,schreien::V,bloeddio,bağırmaq
955,schreien::V,bloeddio,qışqırmaq
956,stöhnen::V,griddfan,inləmək
957,zittern::V,crynu,titrəmək
958,leben::V,byw,yaşamaq
959,geboren werden::V,cael eich geni,doğmaq
960,atmen::V,anadlu,nəfəs almaq
961,trinken::V,yfed,içmek
962,essen::V,bwyta,yemək
963,schlucken::V,llyncu,udmaq
964,müde werden::V,blino,yorulmaq
965,einschlafen::V,mynd i gysgu,yuxuya getmək
966,einschlafen::V,syrthio i gysgu,yuxuya getmək
967,schlafen::V,huno,uyumaq
968,schlafen::V,cysgu,uyumaq
969,aufwachen::V,dihuno,oyanmaq
970,aufstehen::V,codi,yuxudan durmaq
971,sich erholen::V,ymlacio,dincəlmək
972,sich erholen::V,dadflino,dincəlmək
973,krank werden::V,mynd yn sâl,xəstə olmaq
974,krank werden::V,mynd yn wael,xəstə olmaq
975,krank sein::V,gwaelu,azarlanmaq
976,krank sein::V,gwaelu,xəstələnmək
977,schmerzen::V,brifo,ağrimaq
978,husten::V,pesychu,öksürmək
979,genesen::V,gwella,sağalmaq
980,genesen::V,cael yn ôl,sağalmaq
981,sterben::V,marw,ölmək
982,sterben::V,marw,vəfat etmək
983,umkommen::V,trengi,həlak olmaq
984,sich bewegen::V,symud,hərəkət etmək
985,sich rühren::V,syflyd,tərpənmək
986,sich erheben::V,codi,qalxmaq
987,sich setzen::V,eistedd,oturmaq
988,hinfallen::V,cwympo,yıxılmaq
989,laufen::V,cerdded,yerimək
990,schreiten::V,camu,addım atmaq
991,spazierengehen::V,mynd am dro,gəzmək
992,eilen::V,rhuthro,atılmaq
993,sich beeilen::V,brysio,tələsmək
994,sausen::V,rhuthro,çırpmaq
995,rennen::V,rhedeg,qaçmaq
996,springen::V,llamu,sıçramaq
997,springen::V,neidio,sıçramaq
998,klettern::V,dringo,dırmanmaq
999,schaukeln::V,siglo,sallanmaq
1000,kriechen::V,cropian,sürünmək
1001,schwimmen::V,nofio,üzmek
1002,tauchen::V,plymio,dalmaq
1003,tauchen::V,ymsuddo,dalmaq
1004,rudern::V,rhwyfo,avarlamaq
1005,fahren::V,gyrru,sürmək
1006,fahren::V,dreifio,sürmək
1007,fliegen::V,hedfan,uçmaq
1008,gehen::V,mynd,getmək
1009,weggehen::V,mynd,getmək
1010,weggehen::V,ymadael,getmək
1011,abfahren::V,ymadael,yola düşmək
1012,anhalten::V,stopio,saxlamaq
1013,hineingehen::V,mynd i mewn,girmək
1014,eintreten::V,mynd i,girmək
1015,eintreten::V,mynd i,daxil olmaq
1016,kommen::V,dod,gəlmək
1017,ankommen::V,cyrraedd,gəlib çatmaq
1018,zurückkommen::V,dychwelyd,qayıtmaq
1019,bleiben::V,aros,qalmaq
1020,bleiben::V,sefyll,qalmaq
1021,warten::V,aros,gözləmək
1022,warten::V,disgwyl,gözləmək
1023,erwarten::V,disgwyl,bəkləmək
1024,suchen::V,chwilio am,aramaq
1025,suchen::V,chwilio am,axtarmaq
1026,finden::V,darganfod,tapmaq
1027,versuchen::V,profi,çalışmaq
1028,versuchen::V,ceisio,çalışmaq
1029,vorbereiten::V,paratoi,hazırlamaq
1030,lieben::V,caru,sevmək
1031,mögen::V,hoffi,xoşlamaq
1032,lachen::V,chwerthin,gülmək
1033,rühren::V,cynhyrfu,həyəcanlandırmaq
1034,weinen::V,wylo,ağlamaq
1035,weinen::V,llefain,ağlamaq
1036,schimpfen::V,grwgnach,küfr etmək
1037,sich ärgern::V,gofidio,acıqlanmaq
1038,sich fürchten::V,ofni,qorxmaq
1039,fürchten::V,arswydo,qorxmaq
1040,fliehen::V,ffoi,qaçmaq
1041,flüchten::V,dianc,qaçmaq
1042,sehen::V,gweld,görmək
1043,anschauen::V,syllu,baxmaq
1044,anschauen::V,edrych,baxmaq
1045,ansehen::V,gwylio,baxmaq
1046,hören::V,clywed,duymaq
1047,hören::V,clywed,eşitmək
1048,zuhören::V,gwrando,dinləmək
1049,probieren::V,profi,dadına baxmaq
1050,riechen::V,arogli,qoxlamaq
1051,fühlen::V,teimlo,duymaq
1052,fühlen::V,clywed,duymaq
1053,scheinen::V,ymddangos,görünmək
1054,zu sehen sein::V,dod i'r golwg,görünmək
1055,vernehmen::V,clywed sôn am,eşitmək
1056,frieren::V,bod yn oer,üşümək
1057,tun::V,gwneud,etmək
1058,können::V,gallu,bilmək
1059,können::V,gallu,bacarmaq
1060,wollen::V,bod mewn angen,istəmək
1061,anfangen::V,dechrau,başlamaq
1062,beenden::V,darfod,bitirmək
1063,beenden::V,gorffen,bitirmək
1064,aufhören::V,peidio,bitmək
1065,aufhören::V,peidio,qurtarmaq
1066,gelingen::V,llwyddo,müvəffəq olmaq
1067,geraten::V,diweddu,düşmək
1068,öffnen::V,agor,açmaq
1069,schließen::V,cau,qapamaq
1070,stellen::V,gosod,qoymaq
1071,setzen::V,gosod,oturtmaq
1072,legen::V,gosod,qoymaq
1073,berühren::V,cyffwrdd,toxunmaq
1074,verbinden::V,cysylltu,bağlamaq
1075,bedecken::V,gorchuddio,örtmək
1076,aufhängen::V,crogi,asmaq
1077,aufhängen::V,hongian,asmaq
1078,anzünden::V,cynnau,yandırmaq
1079,aufheben::V,codi,qaldırmaq
1080,zurücklassen::V,gadael,buraxmaq
1081,verlieren::V,colli,itirmək
1082,fallen lassen::V,gollwng,düşürmək
1083,machen::V,gwneud,etmək
1084,herstellen::V,cynhyrchu,istehsal etmək
1085,bauen::V,adeiladu,tikmək
1086,reparieren::V,trwsio,təmir etmək
1087,reparieren::V,atgyweirio,təmir etmək
1088,verbessern::V,diwygio,düzəltmək
1089,ändern::V,altro,dəyişdirmək
1090,graben::V,palu,qazımaq
1091,graben::V,cloddio,qazımaq
1092,beugen::V,plygu,əymək
1093,biegen::V,plygu,bükmək
1094,drehen::V,troelli,döndərmək
1095,wenden::V,troi,çevirmək
1096,umdrehen::V,troi,çevirmək
1097,heben::V,codi,qaldırmaq
1098,hochheben::V,dyrchafu,qaldırmaq
1099,ergreifen::V,gafael,tutmaq
1100,halten::V,dal,saxlamaq
1101,drücken::V,pwyso,sıxmaq
1102,drücken::V,gwasgu,sıxmaq
1103,schieben::V,gwthio,sürmək
1104,kratzen::V,crafu,qaşımaq
1105,lecken::V,llyfu,yalamaq
1106,beißen::V,cnoi,dişləmək
1107,beißen::V,brathu,dişləmək
1108,abreißen::V,tynnu ymaith,qoparmaq
1109,abschneiden::V,torri,ayırmaq
1110,binden::V,clymu,bağlamaq
1111,stecken::V,plannu,soxmaq
1112,brechen::V,torri,qırmaq
1113,klopfen::V,taro,sındırmaq
1114,hauen::V,taro,vurmaq
1115,kleben::V,gludio,apışdırmaq
1116,reiben::V,rhwbio,ovmaq
1117,streichen::V,taenu,sürtmək
1118,schleifen::V,hogi,bülövləmək
1119,schneiden::V,torri,kəsmək
1120,rütteln::V,ysgytio,sirkələmək
1121,schütteln::V,siglo,çalxalamaq
1122,schütteln::V,ysgwyd,çalxalamaq
1123,schwenken::V,siglo,yelləmək
1124,schütten::V,tywallt,tökmək
1125,füllen::V,llenwi,doldurmaq
1126,einwickeln::V,lapio,sarımaq
1127,tragen::V,cludo,daşımaq
1128,schleppen::V,llusgo,sürükləmək
1129,ziehen::V,tynnu,çəkmək
1130,aufbewahren::V,cadw,gizlətmək
1131,werfen::V,taflu,atmaq
1132,fangen::V,dal,tutmaq
1133,packen::V,cipio,yaxalamaq
1134,packen::V,crafangu,yaxalamaq
1135,verstecken::V,celu,gizlətmək
1136,verstecken::V,cuddio,gizlətmək
1137,teilen::V,rhannu,bölmək
1138,schicken::V,anfon,yollamaq
1139,schicken::V,anfon,göndərmək
1140,bringen::V,dod â,gətirmək
1141,hinzufügen::V,chwanegu,əlavə etmək
1142,bekommen::V,cael,almaq
1143,bekommen::V,cael,əldə etmək
1144,erhalten::V,derbyn,almaq
1145,nehmen::V,cymryd,almaq
1146,wählen::V,dewis,seçmək
1147,auswählen::V,dethol,arımaq
1148,bewahren::V,cadw,qorumaq
1149,behindern::V,atal,mane olmaq
1150,behindern::V,rhwystro,mane olmaq
1151,verderben::V,difetha,pozmaq
1152,beschädigen::V,niweidio,zədələmək
1153,zerbrechen::V,torri,qırmaq
1154,zerbrechen::V,torri,sındırmaq
1155,zerreißen::V,rhwygo,yırtmaq
1156,zerstören::V,dinistrio,dağıtmaq
1157,verbrennen::V,llosgi,yandırmaq
1158,geben::V,rhoi,vermək
1159,reichen::V,estyn,uzatmaq
1160,schenken::V,rhoddi,vermək
1161,versprechen::V,addo,vəd vermək
1162,wünschen::V,dymuno,arzulamaq
1163,loben::V,canmol,tərifləmək
1164,küssen::V,cusanu,öpmək
1165,wiegen::V,siglo,tərpətmək
1166,zudecken::V,gorchuddio,örtmək
1167,wecken::V,deffro,oyatmaq
1168,zeigen::V,dangos,göstərmək
1169,führen::V,arwain,rəhbərlik etmək
1170,lehren::V,dysgu,öyrətmək
1171,unterrichten::V,hyfforddi,öyrətmək
1172,unterrichten::V,hyfforddi,dərs vermək
1173,aufziehen::V,dod i fyny,tərbiyə etmək
1174,leiten::V,arwain,idarə etmək
1175,antreiben::V,annog,bizləmək
1176,lassen::V,gadael,-tırmaq
1177,einladen::V,gwahodd,dəvət etmək
1178,vereinigen::V,uno,birləşdirmək
1179,vereinigen::V,cyfuno,birləşdirmək
1180,besuchen::V,ymweld â,baş çəkmək
1181,besuchen::V,ymweld â,ziyarət etmək
1182,treffen::V,cwrdd,rastlaşmaq
1183,treffen::V,cwrdd,rast gəlmək
1184,treffen::V,cyfarfod,rastlaşmaq
1185,treffen::V,cyfarfod,rast gəlmək
1186,sich versammeln::V,casglu,toplanmaq
1187,sich versammeln::V,cynnull,toplanmaq
1188,spielen::V,chwarae,oynamaq
1189,singen::V,canu,oxumaq
1190,tanzen::V,dawnsio,oynamaq
1191,tanzen::V,dawnsio,rəqs etmək
1192,sich trennen::V,ymwahanu,ayrılmaq
1193,verlassen::V,gadael,tərk etmək
1194,retten::V,achub,xilas etmək
1195,bewachen::V,gwarchod,gözətmək
1196,schützen::V,noddi,qorumaq
1197,verteidigen::V,amddiffyn,qorumaq
1198,sich schlagen::V,ffraeo,döyüşmək
1199,sich schlagen::V,terfysgu,döyüşmək
1200,schießen::V,saethu,atmaq
1201,schießen::V,saethu,atəş açmaq
1202,siegen::V,ennill,yenmək
1203,ärgern::V,cythruddo,acışdırmaq
1204,schlagen::V,curo,döymək
1205,treten::V,cicio,təpmək
1206,stechen::V,pigo,soxmaq
1207,stoßen::V,gwthio,itələmək
1208,stehlen::V,dwyn,çalmaq
1209,stehlen::V,dwyn,oğurlamaq
1210,stehlen::V,lladrata,çalmaq
1211,stehlen::V,lladrata,oğurlamaq
1212,stören::V,aflonyddu,pozmaq
1213,belästigen::V,trafferthu,narahat etmək
1214,verbergen::V,cuddio,gizləmək
1215,täuschen::V,twyllo,aldatmaq
1216,betrügen::V,hocedu,aldatmaq
1217,töten::V,lladd,öldürmək
1218,wohnen::V,byw,yaşamaq
1219,arbeiten::V,gweithio,işləmək
1220,arbeiten::V,gweithio,çalışmaq
1221,sammeln::V,casglu,yığmaq
1222,sammeln::V,casglu,toplamaq
1223,pflücken::V,casglu,qoparmaq
1224,jagen::V,hela,ovlamaq
1225,fischen::V,pysgota,balıq tutmaq
1226,fassen::V,dal,tutmaq
1227,hüten::V,bugeilio,güdmək
1228,treiben::V,gyrru,haylamaq
1229,anbinden::V,clymu,bağlamaq
1230,füttern::V,porthi,bəsləmək
1231,melken::V,godro,sağmaq
1232,hacken::V,torri,yarmaq
1233,gießen::V,dyfrhau,sulamaq
1234,reifen::V,aeddfedu,dəymək
1235,zubereiten::V,coginio,bişirmək
1236,kochen::V,berwi,qaynatmaq
1237,backen::V,pobi,bişirmək
1238,backen::V,crasu,bişirmək
1239,braten::V,ffrio,qızartmaq
1240,umrühren::V,cyffroi,qarışdırmaq
1241,stricken::V,gwau,hörmək
1242,nähen::V,gwnïo,tikmək
1243,färben::V,lliwio,boyamaq
1244,reinigen::V,glanhau,təmizləmək
1245,waschen::V,golchi,yumaq
1246,abwischen::V,sychu,silmək
1247,spülen::V,streulio,çalxamaq
1248,fegen::V,ysgubo,süpürmək
1249,kehren::V,ysgubo,süpürmək
1250,baden::V,cael bath,çimmək
1251,sich waschen::V,ymolchi,yuyunmaq
1252,ausziehen::V,tynnu,soyunmaq
1253,anziehen::V,gwisgo,geymək
1254,sich anziehen::V,ymwisgo,geyinmək
1255,kämmen::V,cribo,daramaq
1256,schmücken::V,harddu,bəzəmək
1257,schmücken::V,addurno,bəzəmək
1258,sagen::V,dweud,demək
1259,sagen::V,dweud,söymek
1260,sprechen::V,llefaru,danışmaq
1261,reden::V,siarad,danışmaq
1262,sich unterhalten::V,sgwrsio,söhbət etmək
1263,fragen::V,gofyn,soruşmaq
1264,bitten::V,gofyn am,diləmək
1265,bitten::V,gofyn am,xahiş etmək
1266,erzählen::V,dweud,bəhs etmək
1267,mitteilen::V,cyfleu,bildirmək
1268,nennen::V,enwi,adlandırmaq
1269,rufen::V,galw,çağırmaq
1270,prahlen::V,brolio,öyünmək
1271,prahlen::V,ymffrostio,öyünmək
1272,übersetzen::V,cyfieithu,tərcümə etmək
1273,denken::V,meddwl,düşünmək
1274,denken::V,meddwl,fikirləşmək
1275,glauben::V,credu,inanmaq
1276,glauben::V,coelio,inanmaq
1277,bemerken::V,sylwi,qeyd etmək
1278,erkennen::V,adnabod,tanımaq
1279,begreifen::V,amgyffred,anlamaq
1280,verstehen::V,deall,duymaq
1281,lernen::V,dysgu,öyrənmək
1282,wissen::V,gwybod,bilmək
1283,sich erinnern an::V,cofio,xatırlamaq
1284,vergessen::V,anghofio,unutmaq
1285,messen::V,mesur,ölçmək
1286,zählen::V,cyfrif,saymaq
1287,rechnen::V,cyfrifo,hesablamaq
1288,lesen::V,darllen,oxumaq
1289,malen::V,peintio,şəkil çəkmək
1290,zeichnen::V,tynnu,cızmaq
1291,schreiben::V,ysgrifennu,yazmaq
1292,besitzen::V,meddu,yiyələnmək
1293,besitzen::V,meddu,malik olmaq
1294,kaufen::V,prynu,satın almaq
1295,verkaufen::V,gwerthu,satmaq
1296,bezahlen::V,talu am,ödəmək
1297,zahlen::V,talu,ödəmək
1298,beherrschen::V,rheoli,idarə etmək
1299,beherrschen::V,llywodraethu,idarə etmək
1300,ertragen::V,dioddef,dözmək
