,Concept_ID,de,ku
793,essen::V,essen,xwarin
794,schlucken::V,schlucken,daqulbandin
795,müde werden::V,müde werden,betilîln
796,müde werden::V,müde werden,qerimîn
797,einschlafen::V,einschlafen,razan
798,schlafen::V,schlafen,razan
799,schlafen::V,schlafen,razandin
800,aufwachen::V,aufwachen,şiyarbûn
801,aufstehen::V,aufstehen,rabûn
802,sich erholen::V,sich erholen,baş bûn
803,krank werden::V,krank werden,nexweş kêt
804,krank sein::V,krank sein,nexweş bû
805,schmerzen::V,schmerzen,êşandin
806,husten::V,husten,kuxin
807,genesen::V,genesen,baş bûn
808,sterben::V,sterben,mirin
809,umkommen::V,umkommen,mirin
810,sich bewegen::V,sich bewegen,leqîn
811,sich rühren::V,sich rühren,leqîn
812,sich erheben::V,sich erheben,rabûn
813,sich setzen::V,sich setzen,runiştin
814,hinfallen::V,hinfallen,kêtin
815,laufen::V,laufen,meşîn
816,schreiten::V,schreiten,meşkirin
817,spazierengehen::V,spazierengehen,gerandin
818,eilen::V,eilen,lezandin
819,sich beeilen::V,sich beeilen,zûkirin
820,sausen::V,sausen,fîzîn
821,rennen::V,rennen,baz dan
822,springen::V,springen,hilpekîn
823,klettern::V,klettern,hilperikîn
824,schaukeln::V,schaukeln,lorandin
825,kriechen::V,kriechen,xuşandin
826,schwimmen::V,schwimmen,avjenîn
827,tauchen::V,tauchen,qutxuyardin
828,tauchen::V,tauchen,noqîn
829,rudern::V,rudern,qaîq ajotin
830,fahren::V,fahren,ajotin
831,fliegen::V,fliegen,firîn
832,gehen::V,gehen,çûn
833,weggehen::V,weggehen,çûn
834,abfahren::V,abfahren,çûyin
835,anhalten::V,anhalten,rawestîn
836,hineingehen::V,hineingehen,ketin hundir
837,eintreten::V,eintreten,têketin
838,kommen::V,kommen,hatin
839,ankommen::V,ankommen,gihan
840,ankommen::V,ankommen,gihîştin
841,zurückkommen::V,zurückkommen,vegerandin
842,bleiben::V,bleiben,sekinîn
843,warten::V,warten,payîn
844,erwarten::V,erwarten,payîn
845,suchen::V,suchen,lêgerîn
846,finden::V,finden,peyda kirin
847,versuchen::V,versuchen,çeribandin
848,vorbereiten::V,vorbereiten,amade kirin
849,lieben::V,lieben,hez kirin
850,mögen::V,mögen,dil kirin
851,lachen::V,lachen,kenîn
852,rühren::V,rühren,hêjan
853,weinen::V,weinen,girîn
854,schimpfen::V,schimpfen,pevçûn
855,sich ärgern::V,sich ärgern,enirîn
856,sich fürchten::V,sich fürchten,tirsîn
857,fürchten::V,fürchten,tirsin
858,fliehen::V,fliehen,bazdan
859,flüchten::V,flüchten,revîn
860,sehen::V,sehen,dîtin
861,anschauen::V,anschauen,sêr kirin
862,ansehen::V,ansehen,hesibandin
863,hören::V,hören,guhdar jirin
864,zuhören::V,zuhören,guhdarî kirin
865,probieren::V,probieren,tehm kirin
866,riechen::V,riechen,bihn kirin
867,fühlen::V,fühlen,hîs kirin
868,scheinen::V,scheinen,xoyer kir
869,zu sehen sein::V,zu sehen sein,diyar bûn
870,vernehmen::V,vernehmen,bihîstin
871,frieren::V,frieren,qerişîn
872,tun::V,tun,kirin
873,können::V,können,karin
874,wollen::V,wollen,xwestîn
875,anfangen::V,anfangen,dest pêkirin
876,beenden::V,beenden,xelas kirin
877,aufhören::V,aufhören,xelas kirin
878,gelingen::V,gelingen,çe bûn
879,geraten::V,geraten,qewîmîn
880,öffnen::V,öffnen,vekirin
881,schließen::V,schließen,girtin
882,stellen::V,stellen,danîn
883,setzen::V,setzen,rûniştin
884,legen::V,legen,danîn
885,legen::V,legen,razandin
886,berühren::V,berühren,lêketin
887,verbinden::V,verbinden,anîn pê
888,bedecken::V,bedecken,sergirtin
889,aufhängen::V,aufhängen,aliqandin
890,anzünden::V,anzünden,pêxistin
891,aufheben::V,aufheben,hildan
892,zurücklassen::V,zurücklassen,hiştin
893,zurücklassen::V,zurücklassen,vehiştin
894,verlieren::V,verlieren,wendakirin
895,fallen lassen::V,fallen lassen,xistin bixe
896,fallen lassen::V,fallen lassen,xistin
897,machen::V,machen,kirin
898,machen::V,machen,çêkirin
899,herstellen::V,herstellen,çê kirin
900,herstellen::V,herstellen,peyda kirin
901,bauen::V,bauen,lêkirin
902,reparieren::V,reparieren,veherînerîn
903,verbessern::V,verbessern,sererastkirin
904,ändern::V,ändern,degiş kirin
905,graben::V,graben,kolandin
906,beugen::V,beugen,tewîn
907,beugen::V,beugen,xwar kirin
908,biegen::V,biegen,tewandin
909,biegen::V,biegen,xwarkirin
910,drehen::V,drehen,fitilandin
911,wenden::V,wenden,zivîrin
912,umdrehen::V,umdrehen,vegerandin
913,heben::V,heben,hildan
914,hochheben::V,hochheben,hildan
915,ergreifen::V,ergreifen,dest avêtin
916,halten::V,halten,hîştin
917,halten::V,halten,sekinîn
918,drücken::V,drücken,pêl kirin
919,schieben::V,schieben,damdan
920,kratzen::V,kratzen,xurandin
921,lecken::V,lecken,alastin
922,beißen::V,beißen,gez kirin
923,abreißen::V,abreißen,hilşandin
924,abschneiden::V,abschneiden,jêkirin
925,binden::V,binden,girêdan
926,stecken::V,stecken,têxistin
927,brechen::V,brechen,şikandin
928,klopfen::V,klopfen,kutandin
929,hauen::V,hauen,li dan
930,kleben::V,kleben,zeliqîn
931,kleben::V,kleben,şirêz kirin
932,reiben::V,reiben,firikandin
933,streichen::V,streichen,bax dan
934,schleifen::V,schleifen,çarkirin
935,schneiden::V,schneiden,jêkirin
936,rütteln::V,rütteln,hejandin
937,schütteln::V,schütteln,daweşîn
938,schwenken::V,schwenken,têwdan
939,schütten::V,schütten,rijandin
940,füllen::V,füllen,dagirtin
941,einwickeln::V,einwickeln,pêçandin
942,tragen::V,tragen,kişandin
943,tragen::V,tragen,rajtin
944,schleppen::V,schleppen,kişandin
945,ziehen::V,ziehen,kişandin
946,aufbewahren::V,aufbewahren,hilandin
947,werfen::V,werfen,avêtin
948,fangen::V,fangen,sem kirin
949,fangen::V,fangen,girtin
950,packen::V,packen,pê girtin
951,verstecken::V,verstecken,hîlanin
952,teilen::V,teilen,parvekirin
953,schicken::V,schicken,şandin
954,bringen::V,bringen,anîn
955,bringen::V,bringen,birin
956,hinzufügen::V,hinzufügen,dan ser
957,hinzufügen::V,hinzufügen,li tiştekî zêde kirin
958,bekommen::V,bekommen,standin
959,erhalten::V,erhalten,standin
960,nehmen::V,nehmen,girtin
961,wählen::V,wählen,ray dan
962,auswählen::V,auswählen,bijartin
963,bewahren::V,bewahren,rê li ber girtin
964,bewahren::V,bewahren,lê xwedî derketin
965,behindern::V,behindern,bara wi
966,verderben::V,verderben,heram bûn
967,beschädigen::V,beschädigen,xerab kirin
968,zerbrechen::V,zerbrechen,şikênandin
969,zerbrechen::V,zerbrechen,perçe kirin
970,zerreißen::V,zerreißen,qelişandin
971,zerstören::V,zerstören,hilşandin
972,verbrennen::V,verbrennen,şewitandin
973,geben::V,geben,dan
974,geben::V,geben,dayin
975,reichen::V,reichen,besbûn
976,reichen::V,reichen,têrkirin
977,schenken::V,schenken,diyarî kirin
978,versprechen::V,versprechen,soz dan
979,wünschen::V,wünschen,dil kirin
980,loben::V,loben,pesinandin
981,küssen::V,küssen,maçkirin
982,wiegen::V,wiegen,lorandin
983,wiegen::V,wiegen,wezinandin
984,zudecken::V,zudecken,nixumandin
985,wecken::V,wecken,bixwe hesandin
986,zeigen::V,zeigen,şanîdan
987,führen::V,führen,raber kirin
988,lehren::V,lehren,hîn kirin
989,unterrichten::V,unterrichten,ders dan
990,aufziehen::V,aufziehen,mesinkirin
991,leiten::V,leiten,rêberî kirin
992,antreiben::V,antreiben,bezandin
993,lassen::V,lassen,berdan
994,lassen::V,lassen,hiştin
995,einladen::V,einladen,dawet kirin
996,vereinigen::V,vereinigen,bi yek kirin
997,besuchen::V,besuchen,mêvan bûn
998,treffen::V,treffen,rast hatin
999,sich versammeln::V,sich versammeln,li hev çivîn
1000,spielen::V,spielen,listin
1001,singen::V,singen,stran
1002,tanzen::V,tanzen,reqisîn
1003,sich trennen::V,sich trennen,hew berdan
1004,verlassen::V,verlassen,tanê hişt
1005,verlassen::V,verlassen,bêkes
1006,retten::V,retten,rihakirin
1007,bewachen::V,bewachen,raçavkirin
1008,schützen::V,schützen,hemet kirin
1009,verteidigen::V,verteidigen,paraztin
1010,sich schlagen::V,sich schlagen,li hev bezîn
1011,schießen::V,schießen,agir kirin
1012,siegen::V,siegen,biser ketin
1013,ärgern::V,ärgern,xeyirandin
1014,schlagen::V,schlagen,lêdan
1015,schlagen::V,schlagen,lêxistin
1016,treten::V,treten,têlekirin
1017,stechen::V,stechen,têrekirin
1018,stoßen::V,stoßen,lêketin
1019,stehlen::V,stehlen,dizîn
1020,stehlen::V,stehlen,dizî birin
1021,stören::V,stören,aciz kirin
1022,belästigen::V,belästigen,li tela yeki ketin
1023,verbergen::V,verbergen,veşartin
1024,verbergen::V,verbergen,kemîndanîn
1025,täuschen::V,täuschen,xapandin
1026,täuschen::V,täuschen,lê zexeli kirin
1027,betrügen::V,betrügen,xapandin
1028,töten::V,töten,kûştin
1029,wohnen::V,wohnen,rûniştin
1030,arbeiten::V,arbeiten,kar kirin
1031,arbeiten::V,arbeiten,şêxulin
1032,sammeln::V,sammeln,komkirin
1033,pflücken::V,pflücken,çinîn
1034,jagen::V,jagen,nêçîr kirin
1035,fischen::V,fischen,masî girtin
1036,fassen::V,fassen,pê girtin
1037,fassen::V,fassen,sêm kirin
1038,hüten::V,hüten,hei jê man
1039,treiben::V,treiben,bêherandin
1040,anbinden::V,anbinden,tewilandin
1041,füttern::V,füttern,xwarine dan lê
1042,melken::V,melken,dotin
1043,hacken::V,hacken,kolandin
1044,gießen::V,gießen,av dan
1045,reifen::V,reifen,kemilîn
1046,zubereiten::V,zubereiten,çe kirin
1047,kochen::V,kochen,xwarin çe kirin
1048,kochen::V,kochen,kelandin
1049,backen::V,backen,pijandin
1050,braten::V,braten,qelandin
1051,braten::V,braten,sor kirin
1052,umrühren::V,umrühren,têvdan
1053,stricken::V,stricken,hûnan
1054,nähen::V,nähen,kêl kirin
1055,färben::V,färben,boyax kirin
1056,reinigen::V,reinigen,paqijkirin
1057,waschen::V,waschen,şuştin
1058,abwischen::V,abwischen,pakîj kirin
1059,spülen::V,spülen,şuştin
1060,fegen::V,fegen,maliştin
1061,kehren::V,kehren,maliştin
1062,baden::V,baden,serîşûştin
1063,sich waschen::V,sich waschen,serîşûştin
1064,ausziehen::V,ausziehen,jê kirin
1065,anziehen::V,anziehen,pê kirin
1066,sich anziehen::V,sich anziehen,xwe kirin
1067,kämmen::V,kämmen,şeh kirin
1068,schmücken::V,schmücken,xemilandin
1069,sagen::V,sagen,gotin
1070,sagen::V,sagen,peyivîn
1071,sprechen::V,sprechen,peyivîn
1072,reden::V,reden,axaftin
1073,sich unterhalten::V,sich unterhalten,hev biştaxilin
1074,fragen::V,fragen,pirsîn
1075,fragen::V,fragen,pirs kirin
1076,bitten::V,bitten,tika kirin
1077,erzählen::V,erzählen,behs kirin
1078,mitteilen::V,mitteilen,vegotin
1079,nennen::V,nennen,bi nav kirin
1080,rufen::V,rufen,bakirin
1081,prahlen::V,prahlen,pesnê xwe dan
1082,übersetzen::V,übersetzen,qulibandin
1083,übersetzen::V,übersetzen,derbas kirin
1084,denken::V,denken,fikirîn
1085,glauben::V,glauben,bawer bûn
1086,bemerken::V,bemerken,bala xwe dan
1087,bemerken::V,bemerken,çac lê ketin
1088,erkennen::V,erkennen,pêhesîn
1089,begreifen::V,begreifen,fêmkirin
1090,verstehen::V,verstehen,fêmkirin
1091,lernen::V,lernen,halmandin
1092,lernen::V,lernen,fêrbun
1093,wissen::V,wissen,zanîn
1094,sich erinnern an::V,sich erinnern an,bir bûn
1095,vergessen::V,vergessen,ji bir kirin
1096,messen::V,messen,pê kanîn
1097,zählen::V,zählen,hejmardin
1098,rechnen::V,rechnen,hesibandin
1099,lesen::V,lesen,xwendin
1100,malen::V,malen,rengandin
1101,malen::V,malen,boyax kirin
1102,zeichnen::V,zeichnen,işaret kirin
1103,schreiben::V,schreiben,nivîsandin
1104,besitzen::V,besitzen,hebûn
1105,kaufen::V,kaufen,kirîn
1106,verkaufen::V,verkaufen,firotin
1107,bezahlen::V,bezahlen,pere dan
1108,zahlen::V,zahlen,pere dan
1109,zahlen::V,zahlen,dayin
1110,beherrschen::V,beherrschen,zebt kirin
1111,beherrschen::V,beherrschen,hukim kirin
1112,ertragen::V,ertragen,bihêzkirin
