,Concept_ID,bg,os
346,Abstand::N,разстояние,æхсæнуат
347,Entfernung::N,разстояние,дæрддзæг
348,Entfernung::N,разстояние,дардцæг
349,Gegend::N,местност,ран
350,Platz::N,място,бууат
351,Ort::N,място,ран
352,Ort::N,място,бынат
353,Seite::N,страна,фахс
354,Mitte::N,среда,астӕу
355,Gegenstand::N,предмет,дзаума
356,Sache::N,вещ,дзаума
357,Rand::N,ръб,кӕрон
358,Kante::N,ръб,фӕрск
359,Kante::N,кант,фӕрск
360,Ecke::N,ъгъл,тигъ
361,Ecke::N,ъгъл,фисын
362,Spitze::N,връх,бырынкъ
363,Spitze::N,острие,бырынкъ
364,Ende::N,край,кӕрон
365,Loch::N,дупка,хуынкъ
366,Winkel::N,кът,къуым
367,Winkel::N,ъгъл,къуым
368,Muster::N,десен,нывæфтыд
369,Muster::N,десен,кæдзист
370,Muster::N,образец,нывæфтыд
371,Muster::N,образец,кæдзист
372,Größe::N,големина,ас
373,Länge::N,дължина,дӕргъ
374,Höhe::N,висота,бæрзонд
375,Höhe::N,висота,бæрзæнд
376,Höhe::N,висота,бæрзонддзинад
377,Höhe::N,височина,бæрзонд
378,Höhe::N,височина,бæрзæнд
379,Höhe::N,височина,бæрзонддзинад
380,Gewicht::N,тегло,уӕз
381,Gewicht::N,тежест,уӕз
382,Menge::N,количество,бӕрц
383,Haufen::N,куп,кӕри
384,Haufen::N,грамада,кӕри
385,Reihe::N,ред,рӕнхъ
386,Reihe::N,редица,рӕнхъ
387,Boot::N,лодка,чема
388,Ruder::N,весло,къохар
389,Ruder::N,гребло,къохар
390,Schlitten::N,шейна,дзоныгъ
391,Ski::N,ски,къахдзоныгътæ
392,Ski::N,ски,лыжæтæ
393,Lagerfeuer::N,огнище,арт
394,Last::N,товар,уаргъ
395,Gang::N,ход,цыд
396,Gang::N,вървеж,цыд
397,Schritt::N,стъпка,санчъех
398,Schritt::N,стъпка,къахдзӕф
399,Norden::N,север,цæгат
400,Süden::N,юг,хуссар
401,Westen::N,запад,ныгуылæн
402,Osten::N,изток,скæсæн
403,Holz::N,дърво,хъӕдӕрмӕг
404,Brett::N,дъска,фæйнæг
405,Stange::N,прът,хъил
406,Stange::N,върлина,хъил
407,Stock::N,прът,лӕдзӕг
408,Stock::N,тояга,лӕдзӕг
409,Stab::N,прът,хъил
410,Rohr::N,цев,хӕтӕл
411,Rohr::N,тръба,хӕтӕл
412,Haus::N,къща,хӕдзар
413,Heim::N,дом,къона
414,Ofen::N,печка,пец
415,Fußboden::N,под,астӕрд
416,Tisch::N,маса,стъол
417,Stuhl::N,стол,бандон
418,Wiege::N,люлка,авдæн
419,Bett::N,легло,сынтӕг
420,Bett::N,креват,сынтӕг
421,Regal::N,рафт,тӕрхӕг
422,Regal::N,рафт,уӕлвӕйнӕг
423,Regal::N,етажерка,тӕрхӕг
424,Regal::N,етажерка,уӕлвӕйнӕг
425,Kiste::N,кутия,асыкк
426,Kiste::N,сандък,асыкк
427,Fenster::N,прозорец,рудзынг
428,Fenster::N,прозорец,фæрссаг
429,Tür::N,врата,дуар
430,Tor::N,врата,кулдуар
431,Zaun::N,ограда,æмбонд
432,Zaun::N,ограда,быру
433,Zaun::N,ограда,гæрæн
434,Dach::N,покрив,уӕлхӕдзар
435,Leiter::N,стълба,асин
436,Besen::N,метла,уисой
437,Spaten::N,лопата,бел
438,Schaufel::N,лопата,æвгæнæн
439,Schaufel::N,лопата,кæфой
440,Gabel::N,вилица,вилкæ
441,Löffel::N,лъжица,уидыг
442,Messer::N,нож,кард
443,Nagel::N,гвоздей,зӕгӕл
444,Netz::N,мрежа,хыз
445,Haken::N,кука,хæдз
446,Haken::N,кука,хæбырæгъ
447,Haken::N,закачалка,хæдз
448,Haken::N,закачалка,хæбырæгъ
449,Griff::N,ръчка,фистон
450,Griff::N,дръжка,фистон
451,Schloss::N,брава,гуыдыр
452,Schloss::N,ключалка,гуыдыр
453,Bild::N,картина,ныв
454,Figur::N,фигура,кæрдгæныв
455,Puppe::N,кукла,чындз
456,Beutel::N,кесия,дзӕкъул
457,Bündel::N,връзка,баст
458,Tasche::N,чанта,хызын
459,Tasche::N,чанта,дзæкъул
460,Eimer::N,кофа,къæрта
461,Eimer::N,кофа,чъыбыла
462,Eimer::N,кофа,ведра
463,Deckel::N,капак,сæр
464,Deckel::N,капак,æмбæрзæн
465,Deckel::N,похлупак,сæр
466,Deckel::N,похлупак,æмбæрзæн
467,Geschirr::N,съдове,мигæнæн
468,Geschirr::N,съдове,мигæнæнтæ
469,Sack::N,чувал,голлаг
470,Tasse::N,чаша,пиала
471,Tasse::N,чаша,къус
472,Topf::N,гърне,аг
473,Topf::N,гърне,чысыл аг
474,Topf::N,тенджера,аг
475,Topf::N,тенджера,чысыл аг
476,Kessel::N,котел,аг
477,Essen::N,ядене,хӕрд
478,Nahrung::N,храна,хойраг
479,Speise::N,ястие,хӕринаг
480,Fleisch::N,месо,дзидза
481,Fleisch::N,месо,фыдызгъӕл
482,Getreide::N,зърнено храни,халсар
483,Brei::N,каша,кас
484,Brot::N,хляб,дзул
485,Scheibe::N,резен,къӕбӕр
486,Fett::N,мазнина,сой
487,Butter::N,масло,нӕлхӕ
488,Öl::N,олио,зети
489,Öl::N,оливия,зети
490,Salz::N,сол,цӕхх
491,Suppe::N,супа,бас
492,Honig::N,мед,мыд
493,Milch::N,мляко,ӕхсыр
494,Tee::N,чай,цай
495,Leder::N,кожа,мæскуы
496,Wolle::N,вълна,фӕсмын
497,Stoff::N,плат,хъуымац
498,Stoff::N,материал,хъуымац
499,Nadel::N,игла,судзин
500,Faden::N,конец,ӕндах
501,Knopf::N,копче,цӕппӕр
502,Knoten::N,възел,ӕлхынцъ
503,Farbe::N,боя,ахорæн
504,Kleidung::N,дрехи,дарӕс
505,Kleidung::N,облекло,дарӕс
506,Hemd::N,риза,хӕдон
507,Kragen::N,яка,æфцæггот
508,Ärmel::N,ръкав,дыс
509,Hose::N,панталони,хæлаф
510,Hose::N,панталони,æддаг хæлаф
511,Hose::N,панталони,салбар
512,Gürtel::N,пояс,рон
513,Gürtel::N,колан,рон
514,Mütze::N,каскет,худ
515,Mütze::N,фуражка,худ
516,Schuh::N,обувка,басмахъ
517,Stiefel::N,ботуш,цырыхъхъ
518,Ring::N,пръстен,къухдарӕн
519,Band::N,лента,лент
520,Band::N,връзка,лент
521,Kamm::N,гребен,сӕрвасӕн
522,Spiegel::N,огледало,айдæн
523,Spiegel::N,огледало,кæсæн
524,Riemen::N,каиш,гӕрз
525,Riemen::N,ремък,гӕрз
526,Schnur::N,връв,бӕндӕн
527,Leine::N,връв,
528,Leine::N,въже,
529,Decke::N,покривка,хъӕццул
530,Kissen::N,възглавница,баз
531,Tuch::N,сукно,кæлмæрзæн
532,Tuch::N,сукно,кæрдæн
533,Handtuch::N,пешкир,хисæрфæн
534,Handtuch::N,кърпа за лице,хисæрфæн
535,Kraft::N,мощ,тых
536,Kraft::N,мощ,хъомыс
537,Kraft::N,сила,тых
538,Kraft::N,сила,хъомыс
539,Stärke::N,сила,тых
540,Stärke::N,сила,æхсар
541,Gesundheit::N,здраве,æнæниздзинад
542,Krankheit::N,болест,низ
543,Krankheit::N,болест,рын
544,Schmerz::N,болка,рис
545,Wunde::N,рана,цӕф
546,Fieber::N,треска,ризӕг
547,Fieber::N,треска,тӕфсӕг
548,Fieber::N,температура,ризӕг
549,Fieber::N,температура,тӕфсӕг
550,Arznei::N,лек,хос
551,Arznei::N,лекарство,хос
552,Brücke::N,мост,хид
553,Brunnen::N,чешма,цъай
554,Brunnen::N,кладенец,цъай
555,Weide::N,паша,хизæн
556,Weide::N,паша,хизæнуат
557,Weide::N,паша,сæрвæт
558,Weide::N,пасище,хизæн
559,Weide::N,пасище,хизæнуат
560,Weide::N,пасище,сæрвæт
561,Pfad::N,пътека,къахвæндаг
562,Pfad::N,пътека,къахвæд
563,Weg::N,път,фӕндаг
564,Straße::N,шосе,фӕндаг
565,Dorf::N,село,хъӕу
566,Stadt::N,град,сахар
567,Brief::N,писмо,фыстӕг
568,Buch::N,книга,чиныг
569,Buchstabe::N,буква,дамгъӕ
570,Zeitung::N,вестник,газет
571,Leben::N,живот,цард
572,Leben::N,живот,цӕрӕнбон
573,Tod::N,смърт,мæлæт
574,Tod::N,смърт,адзал
575,Grab::N,гроб,ингӕн
576,Kirche::N,църква,аргъуан
577,Sünde::N,грях,тæригъæд
578,Gott::N,бог,хуыцау
579,Arbeiter::N,работник,кусæг
580,Chef::N,шеф,ӕмцег
581,Chef::N,началник,ӕмцег
582,Meister::N,майстор,мастер
583,Meister::N,майстор,дæсны
584,Arzt::N,лекар,хосгæнæг
585,Arzt::N,лекар,дохтыр
586,Lehrer::N,учител,ахуыргæнæг
587,Geld::N,пари,ӕхца
588,Geschäft::N,сделка,бизнес
589,Geschäft::N,сделка,хъуыддаг
590,Laden::N,дюкян,дукани
591,Laden::N,магазин,дукани
592,Preis::N,цена,аргъ
593,Ware::N,стока,базайраг
594,Nutzen::N,полза,пайда
595,Nutzen::N,облага,пайда
596,Reichtum::N,богатство,хъæздыгдзинад
597,Reichtum::N,богатство,исбон
598,Reichtum::N,богатство,мулк
599,Welt::N,свят,дуне
600,Land::N,страна,бӕстӕ
601,Staat::N,щат,паддзахад
602,Staat::N,държава,паддзахад
603,König::N,крал,къарол
604,Macht::N,мощ,хицаудзинад
605,Macht::N,власт,хицаудзинад
606,Grenze::N,граница,арӕн
607,Krieg::N,война,хӕст
608,Feind::N,враг,знаг
609,Feind::N,враг,фыдгул
610,Feind::N,враг,фыдзæрдæ
611,Feind::N,враг,сон
612,Feind::N,неприятел,знаг
613,Feind::N,неприятел,фыдгул
614,Feind::N,неприятел,фыдзæрдæ
615,Feind::N,неприятел,сон
616,Gewalt::N,сила,тыхми
617,Gewalt::N,сила,тыхдзинад
618,Gewalt::N,насилие,тыхми
619,Gewalt::N,насилие,тыхдзинад
620,Kampf::N,борба,хæст
621,Kampf::N,борба,хъæбысæйхæст
622,Kampf::N,борба,тох
623,Kampf::N,сражение,хæст
624,Kampf::N,сражение,хъæбысæйхæст
625,Kampf::N,сражение,тох
626,Bogen[Waffe]::N,лък,ӕрдын
627,Pfeil::N,стрела,фат
628,Gewehr::N,пушка,топп
629,Fehler::N,грешка,рӕдыд
630,Lüge::N,лъжа,мӕнг
631,Lüge::N,лъжа,гӕдыдзинад
632,Schaden::N,повреда,зиан
633,Unglück::N,нещастие,бæллæх
634,Schuld::N,вина,азым
635,Alter::N,възраст,кар
636,Schluss::N,край,кæрон
637,Zeit::N,време,рӕстӕг
638,Tag::N,ден,бон
639,Morgen::N,утро,райсом
640,Morgen::N,сутрин,райсом
641,Mittag::N,обед,æмбисбон
642,Mittag::N,пладне,æмбисбон
643,Abend::N,вечер,изӕр
644,Nacht::N,нощ,ӕхсӕв
645,Woche::N,седмица,къуыри
646,Monat::N,месец,мӕй
647,Jahr::N,година,аз
648,Jahr::N,година,афӕдз
649,Frühling::N,пролет,уалдзæг
650,Sommer::N,лято,сӕрд
651,Herbst::N,есен,фæззæг
652,Winter::N,зима,зымӕг
653,Januar::N,януари,январь
654,Februar::N,февруари,февраль
655,März::N,март,мартъи
656,April::N,април,апрель
657,Mai::N,май,май
658,Juni::N,юни,июнь
659,Juli::N,юли,июль
660,August::N,август,август
661,September::N,септември,сентябрь
662,Oktober::N,октомври,октябрь
663,November::N,ноември,ноябрь
664,Dezember::N,декември,декабрь
665,Montag::N,понеделник,къуырисæр
666,Dienstag::N,вторник,дыццæг
667,Mittwoch::N,сряда,æртыццæг
668,Donnerstag::N,четвъртък,цыппæрæм
669,Freitag::N,петък,майрæмбон
670,Samstag::N,събота,сабат
671,Sonntag::N,неделя,хуыцаубон
672,groß::A,едър,дынджыр
673,groß::A,голям,дынджыр
674,klein::A,малък,гыццыл
675,klein::A,дребен,гыццыл
676,lang::A,дълъг,даргъ
677,kurz::A,къс,цыбыр
678,breit::A,широк,фӕтӕн
679,schmal::A,тесен,нарӕг
680,schmal::A,тесен,уынгӕг
681,dicht::A,гъст,бæзджын
682,dicht::A,гъст,тар
683,dick[Gegenstand]::A,дебел,сӕвджын
684,dünn::A,тънък,тæнæг
685,fein::A,фин,лыстӕг
686,fein::A,тънък,лыстӕг
687,fest::A,твърд,фидар
688,fest::A,твърд,хъӕддых
689,fest::A,плътен,фидар
690,fest::A,плътен,хъӕддых
691,flach::A,равен,тъӕпӕн
692,flach::A,плосък,тъӕпӕн
693,glatt::A,гладък,лӕгъз
694,hart::A,твърд,хъӕбӕр
695,hart::A,корав,хъӕбӕр
696,weich::A,мек,фӕлмӕн
697,rund::A,кръгъл,тымбыл
698,spitz::A,островръх,цыргъбырынкъ
699,spitz::A,островръх,цыргъфындз
700,scharf::A,остър,цыргъ
701,stumpf::A,тъп,къуымых
702,schwer::A,тежък,уӕззау
703,schön::A,хубав,аив
704,schön::A,хубав,рӕсугъд
705,schön::A,красив,аив
706,schön::A,красив,рӕсугъд
707,heiß::A,жарък,тӕвд
708,warm::A,топъл,хъарм
709,kalt::A,студен,уазал
710,kühl::A,хладен,сатæг
711,kühl::A,хладен,уазалгомау
712,frisch::A,свеж,сатæг
713,feucht::A,влажен,уымӕл
714,nass::A,мокър,хуылыдз
715,trocken::A,сух,хус
716,voll::A,пълен,дзаг
717,voll::A,пълен,йедзаг 
718,leer::A,празен,афтид
719,offen::A,откровен,гом
720,geschlossen::A,закрит,æхгæд
721,geschlossen::A,затворен,æхгæд
722,sauber::A,чист,сыгъдæг
723,schmutzig::A,мръсен,чъиллон
724,roh::A,суров,хом
725,reif::A,зрял,рӕгъӕд
726,lecker::A,вкусен,хӕрзад
727,süß::A,сладък,адджын
728,bitter::A,горчив,судзаг
729,sauer::A,кисел,туаг
730,hell::A,ясен,рухс
731,hell::A,светъл,рухс
732,dunkel::A,тъмен,талынг
733,schwarz::A,черен,сау
734,weiß::A,бял,урс
735,rot::A,червен,сырх
736,gelb::A,жълт,бур
737,blau::A,син,цъӕх
738,grün::A,зелен,цъӕх
739,grün::A,зелен,кӕрдӕгхуыз
740,grau::A,сив,цъӕх
741,grau::A,сив,фӕныкхуыз
742,bunt::A,шарен,хъулон
743,bunt::A,шарен,гæрæм
744,bunt::A,пъстър,хъулон
745,bunt::A,пъстър,гæрæм
746,billig::A,евтин,аслам
747,teuer::A,скъп,зынаргъ
748,wertvoll::A,ценен,зынаргъ
749,blind::A,сляп,куырм
750,taub::A,глух,къуырма
751,kräftig::A,силен,домбай
752,kräftig::A,силен,тыхджын
753,stark::A,здрав,тыхджын
754,stark::A,силен,тыхджын
755,schwach::A,слаб,ӕнӕбон
756,fett::A,тлъст,нард
757,schlank::A,тънък,гуырвидыц
758,schlank::A,тънък,хæрзконд
759,schlank::A,тънък,рæхснæг
760,schlank::A,тънък,сагамад
761,schlank::A,строен,гуырвидыц
762,schlank::A,строен,хæрзконд
763,schlank::A,строен,рæхснæг
764,schlank::A,строен,сагамад
765,hübsch::A,хубав,аив
766,hübsch::A,хубав,рӕсугъд
767,böse::A,зъл,фыдзӕрдӕ
768,dumm::A,глупав,ӕдылы
769,faul::A,ленив,зивӕг
770,faul::A,ленив,зивӕггӕнаг
771,faul::A,мързелив,зивӕг
772,faul::A,мързелив,зивӕггӕнаг
773,fleißig::A,прилежен,æнæзивæг
774,fleißig::A,прилежен,æнувыд
