,Concept_ID,tr,ko
199,Wurm::N,solucan,벌레
200,Spinne::N,örümcek,거미
201,Ameise::N,karınca,개미
202,Laus::N,bit,이
203,Mücke::N,sivrisinek,모기
204,Fliege::N,sinek,날기
205,Schmetterling::N,kelebek,나비
206,Beere::N,tane,장과
207,Apfel::N,elma,사과
208,Pilz::N,mantar,고방이
209,Zwiebel::N,soğan,양파
210,Saat::N,ekin,씨
211,Korn::N,tane,알맹이
212,Heu::N,kuru ot,건초
213,Schale::N,kabuk,피상
214,Grube::N,çukur,
215,Falle::N,tuzak,함정
216,Schlinge::N,ilmik,올가미
217,Schlinge::N,ilmik,멜빵붕대
218,Spur::N,iz,발지국
219,Asche::N,kül,재
220,Dreck::N,pislik,똥
221,Dreck::N,pislik,오물
222,Eisen::N,demir,쇠
223,Eisen::N,demir,철
224,Gold::N,altın,항금
225,Silber::N,gümüş,은
226,Kohle::N,kömür,슻
227,Glas::N,cam,유리
228,Lehm::N,balçık,찰흙
229,Sand::N,kum,모래
230,Mensch::N,insan,사람
231,Mann::N,adam,남자
232,Mann::N,erkek,남자
233,Frau::N,bayan,여자
234,Kind::N,çocuk,아이
235,Junge::N,erkek çocuk,소녁
236,Mädchen::N,kız,소녀
237,Familie::N,aile,가족
238,Großvater::N,dede,할아버지
239,Großvater::N,büyükbaba,할아버지
240,Großmutter::N,nine,할머니
241,Großmutter::N,büyükanne,할머니
242,Eltern::N,ebeveyn,어버오
243,Eltern::N,ana baba,어버오
244,Vater::N,ata,아버지
245,Vater::N,baba,아버지
246,Mutter::N,ana,어머니
247,Mutter::N,anne,어머니
248,Sohn::N,oğul,아들
249,Tochter::N,kız,딸기
250,Tochter::N,kız evlât,딸기
251,Bruder::N,abi,형제
252,Bruder::N,erkek kardeş,형제
253,Schwester::N,abla,누이
254,Schwester::N,kız kardeş,누이
255,Onkel::N,dayı,백부
256,Tante::N,hala,아주머니
257,Tante::N,teyze,아주머니
258,Ehemann::N,koca,남편
259,Ehefrau::N,karı,아내
260,Freude::N,neşe,기쁨
261,Freude::N,sevinç,기쁨
262,Gelächter::N,gülme,웃음
263,Gelächter::N,kahkaha,웃음
264,Glück::N,mutluluk,즐거움
265,Kummer::N,dert,슬픔
266,Kummer::N,keder,슬픔
267,Wunsch::N,arzu,소망
268,Wunsch::N,istek,소망
269,Lust::N,arzu,
270,Lust::N,heves,
271,Geist::N,tin,할기
272,Gedanke::N,fikir,상념
273,Gedanke::N,düşünce,상념
274,Gedächtnis::N,bellek,기억
275,Verstand::N,zekâ,분별
276,Verstand::N,zekâ,지능
277,Sinn::N,anlam,센스
278,Grund::N,sebep,까닭
279,Wahrheit::N,doğruluk,참
280,Wahrheit::N,doğruluk,진실
281,Wahrheit::N,gerçeklik,참
282,Wahrheit::N,gerçeklik,진실
283,Gespräch::N,görüşme,대화
284,Märchen::N,masal,동화
285,Erzählung::N,öykü,이야기
286,Erzählung::N,hikâye,이야기
287,Nachricht::N,haber,
288,Neuigkeit::N,haber,뉴스
289,Name::N,ad,이름
290,Name::N,isim,이름
291,Rätsel::N,bilmece,수수께끼
292,Rede::N,söylev,연설
293,Rede::N,konuşma,연설
294,Sprache::N,dil,말
295,Sprache::N,lisan,말
296,Stimme::N,ses,목소리
297,Wort::N,kelime,낱말
298,Zeichen::N,işaret,신호
299,Ruf::N,çağırma,부름
300,Lärm::N,şamata,소동
301,Lärm::N,gürültü,소동
302,Laut::N,ses,음성
303,Ton::N,ses,목소리
304,Lied::N,türkü,노래
305,Ruhe::N,sakinlik,쉼
306,Leute::N,halk,사람들
307,Leute::N,insanlar,사람들
308,Volk::N,ulus,국중
309,Volk::N,millet,국중
310,Arbeit::N,iş,근로
311,Arbeit::N,iş,너무
312,Arbeit::N,çalışma,근로
313,Arbeit::N,çalışma,너무
314,Gast::N,konuk,손님
315,Gast::N,misafir,손님
316,Geschenk::N,hediye,행하
317,Geschenk::N,armağan,행하
318,Spiel::N,oyun,무리
319,Gesellschaft::N,çevre,교제
320,Gesellschaft::N,arkadaşlık,교제
321,Hilfe::N,yardım,거들음
322,Hilfe::N,yardım,보좌
323,Freund::N,dost,친구
324,Freund::N,arkadaş,친구
325,Kamerad::N,arkadaş,동실자
326,Angelegenheit::N,iş,용무
327,Angelegenheit::N,husus,용무
328,Anzahl::N,sayı,어떤
329,Anzahl::N,sayı,수
330,Art::N,çeşit,정류
331,Stück::N,tane,일부분
332,Stück::N,parça,일부분
333,Teil::N,kısım,몱
334,Teil::N,kısım,구훠
335,Hälfte::N,yarı,2분의
336,Kreis::N,daire,고리
337,Kreuz::N,haç,열십자
338,Linie::N,hat,선
339,Linie::N,çizgi,선
340,Strich::N,çizgi,스침
341,Abstand::N,aralık,거리
342,Entfernung::N,mesafe,거리
343,Entfernung::N,uzaklık,거리
344,Gegend::N,yöre,곳
345,Gegend::N,yöre,부금
346,Platz::N,yer,장소
347,Ort::N,yer,장소
348,Seite::N,yan,옆면
349,Seite::N,taraf,옆면
350,Mitte::N,orta,궁간
351,Mitte::N,merkez,궁간
352,Gegenstand::N,şey,항목
353,Sache::N,iş,뭉에
354,Sache::N,şey,뭉에
355,Rand::N,kenar,가
356,Kante::N,kenar,귀퉁
357,Ecke::N,köşe,구석
358,Spitze::N,uç,끝
359,Spitze::N,uç,참단
360,Spitze::N,baş,끝
361,Spitze::N,baş,참단
362,Ende::N,uç,말당
363,Loch::N,oyuk,빙옷
364,Loch::N,delik,빙옷
365,Winkel::N,köşe,각도
366,Muster::N,örnek,본
367,Muster::N,örnek,견복
368,Größe::N,büyüklük,신장
369,Länge::N,uzunluk,길이긺
370,Höhe::N,yükseklik,높이
371,Gewicht::N,ağırlık,추
372,Menge::N,miktar,수양
373,Haufen::N,küme,퇴적
374,Haufen::N,yığın,퇴적
375,Reihe::N,sıra,열
376,Boot::N,kayık,보트
377,Boot::N,sandal,보트
378,Ruder::N,kürek,노
379,Schlitten::N,kızak,썰매
380,Ski::N,kayak,스키
381,Lagerfeuer::N,kamp ateşi,캠프의 모닥불
382,Last::N,yük,무거운짐
383,Gang::N,gidiş,걸음
384,Gang::N,yürüyüş,걸음
385,Schritt::N,adım,보조
386,Norden::N,kuzey,북쪽 
387,Süden::N,güney,남쪽
388,Westen::N,batı,서쪽
389,Osten::N,doğu,동쪽
390,Holz::N,ağaç,목재
391,Holz::N,tahta,목재
392,Brett::N,tahta,마루널
393,Platte::N,levha,탤
394,Platte::N,levha,금속판
395,Stütze::N,dayak,버팀목
396,Stütze::N,destek,버팀목
397,Stange::N,çubuk,장대
398,Stock::N,sopa,막대기
399,Stock::N,değnek,막대기
400,Stab::N,sırık,작대기
401,Stab::N,baston,작대기
402,Rohr::N,boru,갈대
403,Haus::N,ev,집
404,Heim::N,ev,집
405,Heim::N,yurt,집
406,Ofen::N,soba,아궁이
407,Fußboden::N,taban,마루
408,Fußboden::N,döşeme,마루
409,Tisch::N,masa,탁자
410,Stuhl::N,iskemle,의자
411,Stuhl::N,sandalye,의자
412,Wiege::N,beşik,발상지
413,Bett::N,yatak,침대
414,Regal::N,raf,서가
415,Kiste::N,sandık,짐궤
416,Fenster::N,pencere,눔
417,Tür::N,kapı,문
418,Tor::N,kapı,대문
419,Zaun::N,çit,담장
420,Dach::N,dam,지붕
421,Dach::N,çatı,지붕
422,Leiter::N,merdiven,사닥다리
423,Besen::N,süpürge,비
424,Spaten::N,bel,가래
425,Schaufel::N,kürek,삽
426,Gabel::N,çatal,갈래
427,Löffel::N,kaşık,숟가락
428,Messer::N,bıçak,나이프
429,Nagel::N,çivi,발툽
430,Netz::N,ağ,그물
431,Haken::N,çengel,갈고리
432,Griff::N,kulp,움켜쥠
433,Griff::N,tutamak,움켜쥠
434,Schloss::N,kilit,자물쇠
435,Bild::N,imaj,그림
436,Bild::N,resim,그림
437,Figur::N,şekil,몸메
438,Figur::N,heykel,몸메
439,Puppe::N,kukla,인형
440,Beutel::N,kese,클
441,Beutel::N,torba,클
442,Bündel::N,deste,자근다발
443,Tasche::N,çanta,가방
444,Eimer::N,kova,동이
445,Deckel::N,kapak,뚜껑
446,Geschirr::N,kap kacak,식시
447,Sack::N,torba,조갑
448,Tasse::N,fincan,차잔
449,Topf::N,tencere,단지
450,Kessel::N,kazan,주전자
451,Essen::N,yemek,먹기
452,Nahrung::N,gıda,식료
453,Nahrung::N,besin,식료
454,Speise::N,yemek,음식물
455,Fleisch::N,et,고기
456,Getreide::N,tahıl,곡물
457,Getreide::N,hububat,곡물
458,Brei::N,ezme,젤리
459,Brot::N,ekmek,빵
460,Scheibe::N,dilim,원반
461,Fett::N,yağ,기름
462,Butter::N,tereyağı,버터
463,Öl::N,yağ,올리브유
464,Öl::N,akar yağ,올리브유
465,Salz::N,tuz,소금
466,Suppe::N,çorba,국
467,Suppe::N,çorba,수프
468,Honig::N,bal,감미
469,Milch::N,süt,유즙
470,Tee::N,çay,차
471,Leder::N,deri,가죽
472,Leder::N,meşin,가죽
473,Wolle::N,yün,양털
474,Stoff::N,kumaş,패료
475,Nadel::N,iğne,바늘
476,Faden::N,tire,콘실
477,Faden::N,iplik,콘실
478,Knopf::N,düğme,단추
479,Knoten::N,düğüm,곁절
480,Farbe::N,boya,색
481,Kleidung::N,giyim,옷입기
482,Hemd::N,gömlek,속옷
483,Kragen::N,yaka,깃
484,Ärmel::N,yen,소매
485,Ärmel::N,elbise kolu,소매
486,Hose::N,pantolon,바지
487,Gürtel::N,kuşak,밴드
488,Mütze::N,bere,모자
489,Mütze::N,kasket,모자
490,Schuh::N,kundura,구두
491,Schuh::N,ayakkabı,구두
492,Stiefel::N,çizme,장화
493,Ring::N,yüzük,고리
494,Band::N,bağ,리본
495,Band::N,şerit,리본
496,Kamm::N,tarak,빗
497,Spiegel::N,ayna,거울
498,Riemen::N,kayış,가죽끈
499,Schnur::N,ip,밧줄
500,Schnur::N,sicim,밧줄
501,Leine::N,kayış,고삐줄
502,Decke::N,örtü,이부자리
503,Decke::N,yorgan,이부자리
504,Kissen::N,yastık,깔개
505,Tuch::N,bez,천
506,Handtuch::N,havlu,수건
507,Kraft::N,güç,세력
508,Kraft::N,kuvvet,세력
509,Stärke::N,kuvvet,힘
510,Gesundheit::N,sağlık,위생
511,Krankheit::N,hastalık,병
512,Schmerz::N,ağrı,아픔고통
513,Schmerz::N,sancı,아픔고통
514,Wunde::N,yara,상처
515,Fieber::N,ateş,열별
516,Arznei::N,ilâç,약
517,Brücke::N,köprü,교량
518,Brunnen::N,kuyu,원천
519,Brunnen::N,çeşme,원천
520,Weide::N,otlak,목장
521,Pfad::N,patika,좁은길
522,Pfad::N,keçiyolu,좁은길
523,Weg::N,yol,길
524,Straße::N,yol,길
525,Straße::N,cadde,길
526,Dorf::N,köy,촌
527,Dorf::N,köy,촌락
528,Stadt::N,kent,도시
529,Stadt::N,şehir,도시
530,Brief::N,mektup,서한
531,Buch::N,kitap,책
532,Buchstabe::N,harf,문자
533,Zeitung::N,gazete,신문
534,Leben::N,hayat,삶
535,Tod::N,ölüm,죽음
536,Grab::N,kabir,무덤
537,Kirche::N,kilise,교회
538,Sünde::N,günah,부정
539,Gott::N,tanrı,하느님
540,Arbeiter::N,işçi,일하는사람
541,Chef::N,şef,사장
542,Chef::N,müdür,사장
543,Meister::N,usta,명인
544,Meister::N,usta,대가
545,Arzt::N,hekim,의사
546,Arzt::N,doktor,의사
547,Lehrer::N,hoca,교사
548,Lehrer::N,öğretmen,교사
549,Geld::N,para,돈
550,Geschäft::N,ticaret,일
551,Laden::N,dükkân,가게
552,Preis::N,fiyat,가격
553,Ware::N,mal,상품
554,Nutzen::N,fayda,이익
555,Reichtum::N,servet,많음
556,Reichtum::N,zenginlik,많음
557,Welt::N,dünya,세상
558,Land::N,ülke,지방
559,Staat::N,devlet,국가
560,König::N,kral,국왕
561,Macht::N,kudret,힘
562,Macht::N,iktidar,힘
563,Grenze::N,had,국경
564,Grenze::N,sınır,국경
565,Krieg::N,savaş,전쟁
566,Feind::N,düşman,적
567,Gewalt::N,zor,권력
568,Gewalt::N,cebir,권력
569,Kampf::N,savaş,전투
570,Bogen[Waffe]::N,yay,활
571,Pfeil::N,ok,화살
572,Gewehr::N,tüfek,무기
573,Fehler::N,hata,오류
574,Fehler::N,yanlış,오류
575,Lüge::N,yalan,거짓말
576,Schaden::N,zarar,손상
577,Unglück::N,felâket,불행
578,Unglück::N,talihsizlik,불행
579,Schuld::N,suç,부채
580,Schuld::N,kabahat,부채
581,Alter::N,yaş,연령
582,Schluss::N,son,마감
583,Zeit::N,zaman,때
584,Zeit::N,zaman,시간
585,Tag::N,gün,하루
586,Morgen::N,sabah,이침
587,Mittag::N,öğle,대낮
588,Abend::N,akşam,저녁
589,Nacht::N,gece,밤
590,Woche::N,hafta,근무일
591,Monat::N,ay,달
592,Jahr::N,yıl,해
593,Jahr::N,sene,해
594,Frühling::N,ilkbahar,봄
595,Sommer::N,yaz,여름
596,Herbst::N,güz,가을
597,Herbst::N,sonbahar,가을
598,Winter::N,kış,겨울
599,Januar::N,ocak,일월
600,Februar::N,şubat,이월
601,März::N,mart,삼월
602,April::N,nisan,사월
603,Mai::N,mayıs,오월
604,Juni::N,haziran,유월
605,Juli::N,temmuz,칠월
606,August::N,ağustos,팔월
607,September::N,eylül,구월
608,Oktober::N,ekim,시월
609,November::N,kasım,십일월
610,Dezember::N,aralık,십이월
611,Montag::N,pazartesi,월요일
612,Dienstag::N,salı,화요일
613,Mittwoch::N,çarşamba,수요일
614,Donnerstag::N,perşembe,모교일
615,Freitag::N,cuma,그묘일
616,Samstag::N,cumartesi,토요일
617,Sonntag::N,pazar,일요일
618,groß::A,büyük,큰
619,klein::A,ufak,자근
620,klein::A,küçük,자근
621,lang::A,uzun,긴
622,kurz::A,kısa,짧은
623,breit::A,enli,넓은
624,breit::A,geniş,넓은
625,schmal::A,dar,좁은
626,dicht::A,sık,농밀한
627,dicht::A,yoğun,농밀한
628,dick[Gegenstand]::A,kalın,두꺼운
629,dick[Gegenstand]::A,iri,두꺼운
630,dünn::A,ince,얇은
631,fein::A,ince,미세한
632,fein::A,narin,미세한
633,fest::A,sabit,굳은
634,fest::A,sağlam,굳은
635,flach::A,düz,얕은
636,flach::A,yassı,얕은
637,glatt::A,düz,반들반들한
638,hart::A,katı,굳은
639,weich::A,yumuşak,연한
640,rund::A,yuvarlak,둥근
641,spitz::A,sivri,뾰족한
642,scharf::A,keskin,날카로운
643,stumpf::A,kör,무딘
644,schwer::A,ağır,무거운
645,schön::A,güzel,멋진
646,heiß::A,kızgın,뜨거운
647,warm::A,sıcak,따뜻한
648,kalt::A,soğuk,찬
649,kühl::A,serin,서늘한
650,frisch::A,taze,신선한
651,feucht::A,nemli,축축한
652,feucht::A,rutubetli,축축한
653,nass::A,yaş,젖은
654,nass::A,ıslak,젖은
655,trocken::A,kuru,마른
656,voll::A,dolu,완전한
657,voll::A,dolmuş,완전한
658,leer::A,boş,빈
659,offen::A,açık,열린
660,geschlossen::A,kapalı,닫힌
661,sauber::A,pak,깨끗한
662,sauber::A,temiz,깨끗한
663,schmutzig::A,pis,더러운
664,schmutzig::A,kirli,더러운
665,roh::A,çiğ,날게잇의
666,reif::A,olgun,이근
667,lecker::A,lezzetli,맛있는
668,süß::A,tatlı,단
669,süß::A,şekerli,단
670,bitter::A,acı,찌르는듯한
671,sauer::A,ekşi,산성의
672,hell::A,aydınlık,밝은
673,dunkel::A,karanlık,어두운
674,schwarz::A,kara,검은
675,schwarz::A,siyah,검은
676,weiß::A,ak,하얀
677,weiß::A,beyaz,하얀
678,rot::A,kırmızı,붉은
679,gelb::A,sarı,황색
680,blau::A,mavi,푸른
681,grün::A,yeşil,녹색의
682,grau::A,boz,회색의
683,bunt::A,renkli,알록달록한
684,billig::A,ucuz,싼
685,teuer::A,pahalı,값비산
686,wertvoll::A,değerli,가치가많은
687,blind::A,kör,눈먼
688,taub::A,sağır,무감간한
689,kräftig::A,dinç,강장한
690,kräftig::A,kuvvetli,강장한
691,stark::A,güçlü,강한
692,stark::A,kuvvetli,강한
693,schwach::A,zayıf,약한
694,schwach::A,güçsüz,약한
695,fett::A,şişman,실찐
696,schlank::A,narin,호리호리한
697,hübsch::A,güzel,예쁜
698,hübsch::A,sevimli,예쁜
699,böse::A,kötü,나쁜
700,dumm::A,aptal,어리석은
701,faul::A,tembel,너덜너덜한
702,fleißig::A,çalışkan,근면한
703,geizig::A,cimri,인색한
704,klug::A,zekî,
705,klug::A,akıllı,
706,geschickt::A,becerikli,교묘한
707,lieb::A,sevimli,친애하는
708,lustig::A,neşeli,유쾌한
709,sanft::A,nazik,온화한
710,hungrig::A,aç,배고픈
711,krank::A,hasta,병든
712,krank::A,rahatsız,병든
713,nackt::A,çıplak,벌거벗은
714,traurig::A,kederli,슬픈
715,traurig::A,üzüntülü,슬픈
716,lebendig::A,canlı,살아있는
717,gut::A,iyi,좋은
718,schlecht::A,kötü,나쁜
719,richtig::A,doğru,바른
720,schlimm::A,kötü,못된
721,wahr::A,doğru,참된
722,wahr::A,gerçek,참된
723,alt::A,eski,늙은
724,neu::A,yeni,새
725,ehemalig::A,önceki,전의
726,alt[Lebewesen]::A,yaşlı,낡은
727,jung::A,genç,젊은
728,arm::A,fakir,가난한
729,reich::A,zengin,풍부한
730,bekannt::A,bilinen,저명한
731,berühmt::A,ünlü,유명한
732,berühmt::A,meşhur,유명한
733,fremd::A,yabancı,타처이
734,verschieden::A,ayrı,따른
735,verschieden::A,farklı,따른
736,nah::A,yakın,가까운
737,nah::A,bitişik,가까운
738,fern::A,uzak,먼
739,linker::A,sol,왼쭉의
740,rechter::A,sağ,오른쪽의
741,anderer::A,diğer,다른
742,erster::A,ilk,첫째
743,erster::A,birinci,첫째
744,zweiter::A,ikinci,둘째
745,dritter::A,üçüncü,셋째
746,letzter::A,son,의후자의
747,letzter::A,sonuncu,의후자의
748,allein::ADV,yalnız,훌로
749,allein::ADV,tek başına,훌로
750,auf einmal::ADV,birden,갑자기
751,zusammen::ADV,beraber,모아서
752,zusammen::ADV,birlikte,모아서
753,lange::ADV,çok,오래
754,lange::ADV,uzun,오래
755,plötzlich::ADV,ansızın,둘연한
756,plötzlich::ADV,birdenbire,둘연한
757,sofort::ADV,hemen,즉시
758,sofort::ADV,derhal,즉시
759,später::ADV,daha sonra,보다늦은
760,jetzt::ADV,şimdi,목하
761,heute::ADV,bugün,오늘
762,morgen::ADV,yarın,내일
763,bald::ADV,yakında,곱
764,dann::ADV,sonra,그경우에
765,gestern::ADV,dün,어제
766,einst::ADV,eskiden,옛날에
767,damals::ADV,o zamanlar,그때에
768,danach::ADV,sonradan,그 뒤에
769,danach::ADV,ondan sonra,그 뒤에
770,vorher::ADV,önce,미리
771,vorher::ADV,önceden,미리
772,zuerst::ADV,ilk önce,최초로
773,einmal::ADV,bir defa,한번
774,manchmal::ADV,bazan,땓대로
775,oft::ADV,sık sık,땓대로
776,oft::ADV,çok defa,땓대로
777,immer::ADV,daima,늘
778,immer::ADV,her zaman,늘
779,niemals::ADV,asla değil,결코...(하지)않다
780,niemals::ADV,hiçbir zaman,결코...(하지)않다
781,hier::ADV,burada,여기
782,hierhin::ADV,buraya,여기로
783,von hier::ADV,buradan,
784,dort::ADV,orada,거기
785,dort::ADV,şurada,거기
786,dorthin::ADV,oraya,저기예
787,dorthin::ADV,şuraya,저기예
788,geradeaus::ADV,doğru,곧장
789,vorwärts::ADV,ileri,앞으로
790,rückwärts::ADV,geri,뒤로
791,zurück::ADV,geriye,제자리로
792,unten::ADV,aşağıda,아래에
793,hinab::ADV,aşağıya,아래쪽으로
794,oben::ADV,yukarıda,위에
795,hinauf::ADV,yukarı,위쪽으로
796,hinauf::ADV,yukarıya,위쪽으로
797,überall::ADV,her yerde,도처에
798,nicht::ADV,-mi-,안
799,nicht::ADV,değil,안
800,ein wenig::ADV,biraz,적음
801,kaum::ADV,dar,가의
802,kaum::ADV,hemen hemen değil,가의
803,sehr::ADV,pek,자주
804,sehr::ADV,gayet,자주
805,so::ADV,öyle,그와같이
806,so::ADV,böyle,그와같이
807,noch::ADV,hâlâ,아직
808,noch::ADV,henüz,아직
809,nur::ADV,ancak,다만
810,nur::ADV,yalnız,다만
811,schon::ADV,çoktan,이미
812,wieder::ADV,tekrar,다시
813,wieder::ADV,yeniden,다시
814,vergebens::ADV,boşuna,헛되이
815,vor::PRP,önünde,앞에
816,hinter::PRP,arkasında,뒤에
817,unter::PRP,altında,잍에
818,durch::PRP,sayesinde,통고하여
819,durch::PRP,ortasından,통고하여
820,neben::PRP,yanında,와나란히
821,zwischen::PRP,arasında,의사이로
822,wegen::PRP,dolayı,때문에
823,dies::PRN,bu,이
824,das::PRN,o,저
825,das::PRN,şu,저
826,alles::PRN,hepsi,모든것
827,alles::PRN,her şey,모든것
828,ich::PRN,ben,나
829,du::PRN,sen,너
830,er::PRN,o,그
831,wir::PRN,biz,우리
832,ihr::PRN,siz,너희들
833,sie::PRN,onlar,그들
834,was::FPRN,ne,뭣
835,wer::FPRN,kim,누구
836,wo::FADV,nerede,어디
837,wohin::FADV,nereye,어디로
838,wie::FADV,nasıl,어떻게
839,warum::FADV,neden,왜
840,wieviel::FNUM,kaç,얼마만큰
