,Concept_ID,en,fa
66,Traum::N,dream,رؤیا
67,Himmel::N,sky,فلک
68,Himmel::N,sky,آسمان
69,Sonne::N,sun,آفتاب
70,Sonne::N,sun,خورشید
71,Mond::N,moon,ماه
72,Stern::N,star,ستاره
73,Luft::N,air,هوا
74,Wind::N,wind,باد
75,Welle::N,wave,موج
76,Wasser::N,water,آب
77,Stein::N,stone,سنگ
78,Boden::N,soil,زمین
79,Boden::N,ground,زمین
80,Erde::N,earth,خاک
81,Erde::N,earth,زمین
82,Staub::N,dust,گرد
83,Staub::N,dust,غبار
84,Rauch::N,smoke,دود
85,Funke::N,spark,جرقه
86,Feuer::N,fire,آتش
87,Licht::N,light,نور
88,Licht::N,light,روشنی
89,Schatten::N,shadow,سایه
90,Wetter::N,weather,هوا
91,Nebel::N,fog,مه
92,Wolke::N,cloud,ابر
93,Regen::N,rain,باران
94,Schnee::N,snow,برف
95,Eis::N,ice,یخ
96,Frost::N,frost,یخبندان
97,Kälte::N,chill,سرما
98,Hitze::N,heat,گرما
99,Hitze::N,heat,حرارت
100,Raureif::N,hoarfrost,برف ریزه
101,Regenbogen::N,rainbow,رنگین‌کمان
102,Donner::N,thunder,رعد
103,Strömung::N,current,جریان
104,Tropfen::N,drop,قطره
105,Schaum::N,foam,کف
106,Schmutz::N,dirt,گل
107,Schmutz::N,dirt,کثافت
108,See::N,lake,دریاچه
109,Sumpf::N,swamp,مرداب
110,Sumpf::N,swamp,باتلاق
111,Moor::N,moor,باتلاق
112,Wiese::N,meadow,چمن
113,Wald::N,forest,جنگل
114,Hügel::N,hill,تل
115,Hügel::N,hill,تپه
116,Anhöhe::N,elevation,بلندی
117,Berg::N,mountain,کوه
118,Gipfel::N,summit,قله
119,Höhle::N,cave,غار
120,Abhang::N,slope,سرازیری
121,Quelle::N,source,چشمه
122,Bach::N,brook,نهر
123,Fluss::N,river,رود
124,Ufer::N,shore,ساحل
125,Ufer::N,shore,کرانه
126,Küste::N,coast,ساحل
127,Festland::N,land,خشکی
128,Meer::N,sea,دریا
129,Bucht::N,cove,خلیج
130,Insel::N,island,جزیره
131,Blume::N,flower,گل
132,Gras::N,grass,علف
133,Wurzel::N,root,ریشه
134,Baum::N,tree,درخت
135,Stamm::N,trunk,تنه
136,Rinde::N,bark,توژ
137,Rinde::N,bark,پوست
138,Ast::N,limb,شاخه
139,Zweig::N,branch,شاخه
140,Blatt::N,leaf,برگ
141,Birke::N,birch,غان
142,Kiefer[Baum]::N,pine,کاج
143,Weide[Baum]::N,willow,بید
144,Tanne::N,fir,صنوبر
145,Horn::N,horn,شاخ
146,Feder::N,feather,پر
147,Fell::N,fur,خز
148,Flügel::N,wing,پر
149,Flügel::N,wing,بال
150,Klaue::N,claw,چنگ
151,Klaue::N,claw,پنجه
152,Kralle::N,claw,پنجه
153,Schwanz::N,tail,دم
154,Ei::N,egg,تخم
155,Nest::N,nest,لانه
156,Bau::N,lair,بنا
157,Bau::N,lair,ساختمان
158,Tier::N,animal,هیوان
159,Herde::N,flock,رمه
160,Kuh::N,cow,گاو
161,Bulle::N,bull,گاو نر
162,Pferd::N,horse,اسب
163,Schaf::N,sheep,گوسفند
164,Schwein::N,pig,خوک
165,Hund::N,dog,سگ
166,Katze::N,cat,گربه
167,Bär::N,bear,خرس
168,Eichhörnchen::N,squirrel,سنجاب
169,Elch::N,elk,گوزن شمالی
170,Fuchs::N,fox,روباه
171,Hase::N,hare,خرگوش
172,Maus::N,mouse,موش
173,Wolf::N,wolf,گرگ
174,Vogel::N,bird,پرنده
175,Schwarm::N,swarm,دسته
176,Huhn::N,chicken,مرغ
177,Hahn::N,cock,خروس
178,Gans::N,goose,غاز
179,Adler::N,eagle,عقاب
180,Ente::N,duck,اردک
181,Ente::N,duck,مرغابی
182,Eule::N,owl,جغد
183,Kranich::N,crane,درنا
184,Krähe::N,crow,زاغ
185,Krähe::N,crow,کلاغ
186,Kuckuck::N,cuckoo,فاخته
187,Schwan::N,swan,قو
188,Fisch::N,fish,ماهی
189,Barsch::N,perch,ماهی خاردار
190,Hecht::N,pike,اردک ماهی
191,Schlange[Tier]::N,snake,مار
192,Wurm::N,worm,کرم
193,Spinne::N,spider,عنکبوت
194,Ameise::N,ant,مورچه
195,Laus::N,louse,شپش
196,Mücke::N,midge,پشه
197,Fliege::N,fly,مگس
198,Schmetterling::N,butterfly,پروانه
199,Beere::N,berry,گیله
200,Apfel::N,apple,سیب
201,Pilz::N,mushroom,قارچ
202,Zwiebel::N,onion,پیاز
203,Saat::N,seed,بذر
204,Korn::N,grain,تخم
205,Korn::N,grain,دانه
206,Heu::N,hay,علف خشک
207,Schale::N,husk,پوست
208,Grube::N,pit,گودال
209,Falle::N,trap,دام
210,Schlinge::N,noose,حلقه
211,Spur::N,track,رد
212,Asche::N,ashes,خاکستر
213,Dreck::N,filth,کثافت
214,Eisen::N,iron,آهن
215,Gold::N,gold,زر
216,Gold::N,gold,طلا
217,Silber::N,silver,نقره
218,Kohle::N,coal,زغال
219,Glas::N,glass,شیشه
220,Lehm::N,clay,گل
221,Sand::N,sand,شن
222,Sand::N,sand,ماسه
223,Mensch::N,human,آدم
224,Mensch::N,human,انسان
225,Mann::N,man,مرد
226,Frau::N,woman,زن
227,Kind::N,child,بچه
228,Kind::N,child,کودک
229,Junge::N,boy,پسر
230,Mädchen::N,girl,دختر
231,Familie::N,family,فامیل
232,Familie::N,family,خانواده
233,Großvater::N,grandfather,پدربزرگ
234,Großmutter::N,grandmother,مادر‌بزرگ
235,Eltern::N,parents,والدین
236,Eltern::N,parents,پدر‌و‌مادر
237,Vater::N,father,پدر
238,Mutter::N,mother,مادر
239,Sohn::N,son,پسر
240,Tochter::N,daughter,دختر
241,Bruder::N,brother,برادر
242,Schwester::N,sister,خواهر
243,Onkel::N,uncle,عمو
244,Onkel::N,uncle,دایی
245,Tante::N,aunt,عمه
246,Tante::N,aunt,خاله
247,Ehemann::N,husband,همسر
248,Ehefrau::N,wife,همسر
249,Freude::N,joy,شادی
250,Gelächter::N,laughter,خنده
251,Gelächter::N,laughter,قاه‌قاه
252,Glück::N,happiness,اقبال
253,Kummer::N,grief,غم
254,Kummer::N,grief,غصه
255,Wunsch::N,wish,آرزو
256,Lust::N,desire,هوس
257,Geist::N,spirit,روح
258,Gedanke::N,thought,فکر
259,Gedächtnis::N,memory,حافظه
260,Verstand::N,mind,هوش
261,Sinn::N,meaning,معنا
262,Sinn::N,meaning,مفهوم
263,Grund::N,reason,سبب
264,Grund::N,reason,دلیل
265,Wahrheit::N,truth,حقیقت
266,Gespräch::N,talk,صحبت
267,Gespräch::N,talk,گفتگو
268,Märchen::N,fairy tale,قصه
269,Märchen::N,fairy tale,افسانه
270,Erzählung::N,story,داستان
271,Nachricht::N,message,خبر
272,Neuigkeit::N,news,خبر تازه
273,Name::N,name,اسم
274,Rätsel::N,puzzle,معما
275,Rede::N,speech,سخن
276,Sprache::N,language,زبان
277,Stimme::N,voice,صدا
278,Wort::N,word,کلمه
279,Zeichen::N,sign,نشان
280,Zeichen::N,sign,علامت
281,Ruf::N,call,صدا
282,Lärm::N,noise,هیاهو
283,Laut::N,sound,صدا
284,Ton::N,tone,آهنگ
285,Lied::N,song,آواز
286,Lied::N,song,ترانه
287,Ruhe::N,calm,آرامش
288,Leute::N,people,مردم
289,Volk::N,nation,خلق
290,Arbeit::N,work,کار
291,Gast::N,guest,مهمان
292,Geschenk::N,gift,هدیه
293,Spiel::N,game,بازی
294,Gesellschaft::N,company,جمعیت
295,Hilfe::N,help,کمک
296,Freund::N,friend,دوست
297,Kamerad::N,companion,رفیق
298,Angelegenheit::N,matter,امر
299,Angelegenheit::N,matter,قضیه
300,Anzahl::N,count,عده
301,Anzahl::N,count,شمار
302,Art::N,sort,نوع
303,Stück::N,piece,تکه
304,Stück::N,piece,قطعه
305,Teil::N,part,بخش
306,Teil::N,part,قسمت
307,Hälfte::N,half,نیم
308,Kreis::N,circle,حلقه
309,Kreis::N,circle,دایره
310,Kreuz::N,cross,صلیب
311,Linie::N,line,خط
312,Linie::N,line,سطر
313,Strich::N,stroke,خط
314,Abstand::N,gap,فاصله
315,Entfernung::N,distance,مسافت
316,Gegend::N,area,منطقه
317,Platz::N,space,گنجایش
318,Ort::N,place,جا
319,Ort::N,place,محل
320,Ort::N,place,مکان
321,Seite::N,side,طرف
322,Mitte::N,middle,وسط
323,Mitte::N,middle,میان
324,Gegenstand::N,item,چیز
325,Sache::N,thing,چیز
326,Rand::N,fringe,کنار
327,Rand::N,fringe,حاشیه
328,Kante::N,edge,لبه
329,Ecke::N,corner,گوشه
330,Spitze::N,tip,سر
331,Spitze::N,tip,نوک
332,Ende::N,end,ته
333,Ende::N,end,آخر
334,Loch::N,hole,سوراخ
335,Winkel::N,angle,کنج
336,Muster::N,pattern,نقش
337,Größe::N,size,قد
338,Größe::N,size,بزرگی
339,Länge::N,length,طول
340,Höhe::N,height,بلندی
341,Gewicht::N,weight,وزن
342,Menge::N,amount,مقدار
343,Menge::N,amount,اندازه
344,Haufen::N,heap,توده
345,Reihe::N,row,ردیف
346,Boot::N,boat,قایق
347,Ruder::N,oar,پارو
348,Schlitten::N,sleigh,سورتمه
349,Ski::N,ski,اسکی
350,Lagerfeuer::N,campfire,آتش
351,Last::N,load,بار
352,Last::N,load,سنگینی
353,Gang::N,walk,راه رفتن
354,Schritt::N,step,قدم
355,Norden::N,north,شمال
356,Süden::N,south,جنوب
357,Westen::N,west,غرب
358,Osten::N,east,شرق
359,Holz::N,wood,چوب
360,Brett::N,board,تخته
361,Platte::N,slab,صفحه
362,Stütze::N,bracket,تکیه
363,Stange::N,pole,میله
364,Stock::N,stick,چوب
365,Stab::N,staff,عصا
366,Rohr::N,pipe,لوله
367,Haus::N,house,منزل
368,Heim::N,home,خانه
369,Heim::N,home,کاشانه
370,Ofen::N,stove,بخاری
371,Fußboden::N,floor,کف اتاق
372,Tisch::N,table,میز
373,Stuhl::N,chair,صندلی
374,Wiege::N,cradle,گهواره
375,Bett::N,bed,تختخواب
376,Regal::N,shelf,قفسه
377,Kiste::N,box,صندوق
378,Fenster::N,window,پنجره
379,Tür::N,door,در
380,Tür::N,door,درب
381,Tor::N,gate,دروازه
382,Zaun::N,fence,حصار
383,Dach::N,roof,بام
384,Leiter::N,ladder,نردبان
385,Besen::N,broom,جارو
386,Spaten::N,spade,بیل
387,Schaufel::N,shovel,بیل
388,Schaufel::N,shovel,پارو
389,Gabel::N,fork,چنگال
390,Löffel::N,spoon,قاشق
391,Messer::N,knife,کارد
392,Nagel::N,nail,میخ
393,Netz::N,net,تور
394,Netz::N,net,شبکه
395,Haken::N,hook,قلاب
396,Griff::N,handle,دسته
397,Schloss::N,lock,قفل
398,Bild::N,picture,عکس
399,Bild::N,picture,تصویر
400,Figur::N,figure,تندیس
401,Puppe::N,doll,عروسک
402,Beutel::N,pouch,کیسه
403,Bündel::N,bundle,بسته
404,Tasche::N,bag,کیف
405,Eimer::N,bucket,سطل
406,Deckel::N,cover,در
407,Geschirr::N,dishes,ظرف
408,Sack::N,sack,گونی
409,Tasse::N,cup,فنجان
410,Topf::N,pot,دیگ
411,Topf::N,pot,قابلمه
412,Kessel::N,kettle,دیگ
413,Essen::N,meal,خوراک
414,Nahrung::N,food,غذا
415,Speise::N,dish,خوراک
416,Fleisch::N,meat,گوشت
417,Getreide::N,corn,غله
418,Brei::N,mush,فرنی
419,Brei::N,mush,حریره
420,Brot::N,bread,نان
421,Scheibe::N,slice,قاچ
422,Scheibe::N,slice,لزگه
423,Fett::N,fat,چربی
424,Butter::N,butter,کره
425,Öl::N,oil,روغن
426,Salz::N,salt,نمک
427,Suppe::N,soup,آش
428,Suppe::N,soup,سوپ
429,Honig::N,honey,عسل
430,Milch::N,milk,شیر
431,Tee::N,tea,چای
432,Leder::N,leather,چرم
433,Wolle::N,wool,پشم
434,Stoff::N,cloth,پارچه
435,Nadel::N,needle,سوزن
436,Faden::N,thread,نخ
437,Knopf::N,button,دکمه
438,Knoten::N,knot,گره
439,Farbe::N,paint,رنگ
440,Kleidung::N,clothes,لباس
441,Kleidung::N,clothes,پوشاک
442,Hemd::N,shirt,پیراهن
443,Kragen::N,collar,یقه
444,Ärmel::N,sleeve,آستین
445,Hose::N,trousers,شلوار
446,Gürtel::N,belt,کمر‌بند
447,Mütze::N,cap,کلاه
448,Schuh::N,shoe,کفش
449,Stiefel::N,boot,چکمه
450,Ring::N,ring,حلقه
451,Ring::N,ring,انگشتر
452,Band::N,ribbon,نوار
453,Band::N,ribbon,روبان
454,Kamm::N,comb,شانه
455,Spiegel::N,mirror,آینه
456,Riemen::N,strap,تسمه
457,Schnur::N,string,ریسمان
458,Leine::N,leash,قلاده
459,Decke::N,blanket,پتو
460,Kissen::N,pillow,بالش
461,Tuch::N,scarf,شال
462,Handtuch::N,towel,حوله
463,Kraft::N,force,نیرو
464,Stärke::N,strength,زور
465,Gesundheit::N,health,سلامتی
466,Gesundheit::N,health,تندرستی
467,Krankheit::N,illness,بیماری
468,Schmerz::N,pain,درد
469,Wunde::N,wound,زخم
470,Fieber::N,fever,تب
471,Arznei::N,medicine,دارو
472,Brücke::N,bridge,پل
473,Brunnen::N,well,چاه
474,Weide::N,pasture,چراگاه
475,Pfad::N,path,راه
476,Weg::N,way,راه
477,Weg::N,way,طریق
478,Straße::N,road,راه
479,Straße::N,road,جاده
480,Dorf::N,village,ده
481,Dorf::N,village,روستا
482,Stadt::N,town,شهر
483,Brief::N,letter,نامه
484,Buch::N,book,کتاب
485,Buchstabe::N,character,حرف
486,Zeitung::N,newspaper,روزنامه
487,Leben::N,life,عمر
488,Leben::N,life,زندگی
489,Tod::N,death,مرگ
490,Grab::N,grave,گور
491,Grab::N,grave,مزار
492,Kirche::N,church,کلیسا
493,Sünde::N,sin,بزه
494,Sünde::N,sin,گناه
495,Gott::N,god,خدا
496,Arbeiter::N,worker,کارگر
497,Chef::N,boss,رئیس
498,Meister::N,master,استاد
499,Arzt::N,doctor,پزشک
500,Lehrer::N,teacher,معلم
501,Lehrer::N,teacher,آموزگار
502,Geld::N,money,پول
503,Geschäft::N,business,کار
504,Geschäft::N,business,بیزنس
505,Laden::N,shop,دکان
506,Laden::N,shop,مغازه
507,Preis::N,price,بها
508,Preis::N,price,قیمت
509,Ware::N,ware,جنس
510,Ware::N,ware,کالا
511,Nutzen::N,profit,مزیت
512,Nutzen::N,profit,امتیاز
513,Reichtum::N,wealth,مال
514,Reichtum::N,wealth,ثروت
515,Welt::N,world,دنیا
516,Land::N,country,کشور
517,Land::N,country,مملکت
518,Staat::N,state,دولت
519,König::N,king,شاه
520,König::N,king,پادشاه
521,Macht::N,power,قدرت
522,Macht::N,power,اختیار
523,Grenze::N,border,مرز
524,Krieg::N,war,جنگ
525,Feind::N,enemy,دشمن
526,Gewalt::N,violence,زور
527,Gewalt::N,violence,خشونت
528,Kampf::N,fight,نبرد
529,Kampf::N,fight,مبارزه
530,Bogen[Waffe]::N,bow,کمان
531,Pfeil::N,arrow,تیر
532,Gewehr::N,gun,تفنگ
533,Fehler::N,mistake,غلط
534,Fehler::N,mistake,اشتباه
535,Lüge::N,lie,دروغ
536,Schaden::N,damage,آسیب
537,Schaden::N,damage,خسارت
538,Unglück::N,misfortune,بلا
539,Schuld::N,fault,گناه
540,Schuld::N,fault,تقصیر
541,Alter::N,age,سن
542,Alter::N,age,عمر
543,Schluss::N,conclusion,انتها
544,Zeit::N,time,وقت
545,Zeit::N,time,زمان
546,Tag::N,day,روز
547,Morgen::N,morning,صبح
548,Mittag::N,noon,ظهر
549,Abend::N,evening,شب
550,Abend::N,evening,عصر
551,Nacht::N,night,شب
552,Woche::N,week,هفته
553,Monat::N,month,ماه
554,Jahr::N,year,سال
555,Frühling::N,spring,بهار
556,Sommer::N,summer,تابستان
557,Herbst::N,autumn,پاییز
558,Winter::N,winter,زمستان
559,Januar::N,January,ژانویه
560,Februar::N,February,فوریه
561,März::N,March,مارس
562,April::N,April,آوریل
563,Mai::N,May,مه
564,Juni::N,June,ژوئن
565,Juli::N,July,ژویه
566,August::N,August,اوت
567,September::N,September,سپتامبر
568,Oktober::N,October,اکتبر
569,November::N,November,نوامبر
570,Dezember::N,December,دسامبر
571,Montag::N,Monday,دو‌شنبه
572,Dienstag::N,Tuesday,سه‌شنبه
573,Mittwoch::N,Wednesday,چهار‌شنبه
574,Donnerstag::N,Thursday,پنج شنبه
575,Freitag::N,Friday,جمعه
576,Samstag::N,Saturday,شنبه
577,Sonntag::N,Sunday,یکشنبه
578,groß::A,big,بزرگ
579,klein::A,little,کوچک
580,lang::A,long,بلند
581,kurz::A,short,کوتاه
582,breit::A,wide,پهن
583,schmal::A,narrow,تنگ
584,schmal::A,narrow,نازک
585,dicht::A,dense,چگال
586,dicht::A,dense,انبوه
587,dick[Gegenstand]::A,thick,ضخیم
588,dünn::A,thin,نازک
589,fein::A,delicate,ریز
590,fein::A,delicate,باریک
591,fest::A,firm,محکم
592,flach::A,flat,صاف
593,flach::A,flat,مسطح
594,glatt::A,smooth,لیز
595,hart::A,hard,سفت
596,weich::A,soft,نرم
597,weich::A,soft,ملایم
598,rund::A,round,گرد
599,spitz::A,pointed,تیز
600,spitz::A,pointed,نوک‌تیز
601,scharf::A,sharp,تیز
602,scharf::A,sharp,برنده
603,stumpf::A,blunt,کند
604,schwer::A,heavy,سنگین
605,schön::A,beautiful,زیبا
606,heiß::A,hot,داغ
607,warm::A,warm,گرم
608,kalt::A,cold,سرد
609,kühl::A,cool,خنک
610,frisch::A,fresh,تازه
611,feucht::A,damp,مرطوب
612,nass::A,wet,تر
613,nass::A,wet,خیش
614,trocken::A,dry,خشک
615,voll::A,full,پر
616,leer::A,empty,خالی
617,offen::A,open,باز
618,geschlossen::A,closed,بسته
619,sauber::A,clean,پاک
620,sauber::A,clean,تمیز
621,schmutzig::A,dirty,کثیف
622,schmutzig::A,dirty,آلوده
623,roh::A,raw,خام
624,reif::A,ripe,رسیده
625,lecker::A,delicious,لذیذ
626,lecker::A,delicious,خوشمزه
627,süß::A,sweet,شیرین
628,bitter::A,bitter,تلخ
629,sauer::A,sour,ترش
630,hell::A,bright,روشن
631,dunkel::A,dark,تاریک
632,schwarz::A,black,سیاه
633,weiß::A,white,سفید
634,rot::A,red,سرخ
635,rot::A,red,قرمز
636,gelb::A,yellow,زرد
637,blau::A,blue,آبی
638,grün::A,green,سبز
639,grau::A,grey,طوسی
640,grau::A,grey,خاکستری
641,bunt::A,colourful,رنگارنگ
642,bunt::A,colorful,رنگارنگ
643,billig::A,cheap,ارزان
644,teuer::A,dear,گران
645,wertvoll::A,precious,قیمتی
646,wertvoll::A,precious,گرانبها
647,blind::A,blind,کور
648,blind::A,blind,نابینا
649,taub::A,deaf,کر
650,taub::A,deaf,ناشنوا
651,kräftig::A,powerful,قوی
652,stark::A,strong,قوی
653,stark::A,strong,نیرومند
654,schwach::A,weak,ضعیف
655,fett::A,fat,چرب
656,schlank::A,slim,باریک‌اندام
657,hübsch::A,pretty,قشنگ
658,hübsch::A,pretty,خوشگل
659,böse::A,evil,بد
660,dumm::A,stupid,احمق
661,faul::A,lazy,لش
662,faul::A,lazy,تنبل
663,fleißig::A,diligent,زرنگ
664,geizig::A,stingy,خسیس
665,klug::A,clever,عاقل
666,klug::A,clever,باهوش
667,geschickt::A,skilful,ماهر
668,geschickt::A,skillful,ماهر
669,lieb::A,dear,عزیز
670,lustig::A,merry,شاد
671,lustig::A,merry,خوشحال
672,sanft::A,gentle,لطیف
673,hungrig::A,hungry,گرسنه
674,krank::A,sick,مریض
675,krank::A,sick,بیمار
676,nackt::A,naked,لخت
677,nackt::A,naked,برهنه
678,traurig::A,sad,غمگین
679,lebendig::A,living,زنده
680,gut::A,good,خوب
681,schlecht::A,bad,بد
682,richtig::A,correct,درست
683,schlimm::A,nasty,وخيم
684,wahr::A,true,درست
685,wahr::A,true,حقیقی
686,alt::A,old,کهنه
687,neu::A,new,نو
688,ehemalig::A,former,قبلی
689,alt[Lebewesen]::A,aged,پیر
690,jung::A,young,جوان
691,arm::A,poor,فقیر
692,reich::A,rich,پولدار
693,reich::A,rich,ثروتمند
694,bekannt::A,familiar,آشنا
695,bekannt::A,familiar,معلوم
696,berühmt::A,famous,مشهور
697,fremd::A,foreign,خارجی
698,fremd::A,foreign,بیگانه
699,verschieden::A,different,مختلف
700,verschieden::A,different,متفاوت
701,nah::A,near,نزدیک
702,fern::A,far,دور
703,linker::A,left,چپ
704,rechter::A,right,راست
705,anderer::A,other,دیگر
706,erster::A,first,اول
707,zweiter::A,second,دوم
708,dritter::A,third,سوم
709,letzter::A,last,آخر
710,allein::ADV,alone,تنها
711,auf einmal::ADV,at once,همزمان
712,zusammen::ADV,together,باهم
713,lange::ADV,long,مدت‌ها
714,lange::ADV,long,مدت زیادی
715,plötzlich::ADV,suddenly,ناگهان
716,sofort::ADV,instantly,فوراً
717,später::ADV,later,بعدها
718,jetzt::ADV,now,حالا
719,jetzt::ADV,now,اکنون
720,heute::ADV,today,امروز
721,morgen::ADV,tomorrow,فردا
722,bald::ADV,soon,زود
723,bald::ADV,soon,بزودی
724,dann::ADV,then,سپس
725,dann::ADV,then,آنوقت
726,gestern::ADV,yesterday,دیروز
727,einst::ADV,once,وقتی
728,einst::ADV,once,زمانی
729,damals::ADV,at that time,آنوقت
730,damals::ADV,at that time,آنزمان
731,danach::ADV,afterwards,بعد
732,vorher::ADV,before,قبلاً
733,zuerst::ADV,at first,اول
734,zuerst::ADV,at first,ابتداء
735,einmal::ADV,once,یکدفعه
736,manchmal::ADV,sometimes,گاهی
737,manchmal::ADV,sometimes,بعضی اوقات
738,oft::ADV,often,اغلب
739,immer::ADV,always,همیشه
740,niemals::ADV,never,هرگز
741,hier::ADV,here,اینجا
742,hierhin::ADV,hither,به اینجا
743,hierhin::ADV,to here,به اینجا
744,hierhin::ADV,here,به اینجا
745,von hier::ADV,hence,از اینجا
746,dort::ADV,there,آنجا
747,dorthin::ADV,thither,به آنجا
748,dorthin::ADV,there,به آنجا
749,dorthin::ADV,to there,به آنجا
750,geradeaus::ADV,ahead,راست
751,vorwärts::ADV,forward,جلو
752,vorwärts::ADV,forward,به پیش
753,rückwärts::ADV,backward,عقب
754,zurück::ADV,back,پس
755,zurück::ADV,back,عقب
756,zurück::ADV,back,بالعکس
757,unten::ADV,below,زیر
758,unten::ADV,below,پایین
759,hinab::ADV,down,به پایین
760,oben::ADV,above,بالا
761,hinauf::ADV,up,به بالا
762,überall::ADV,everywhere,همه‌جا
763,nicht::ADV,not,نه
764,ein wenig::ADV,a little,کمی
765,kaum::ADV,hardly,به سختی
766,sehr::ADV,very,خیلی
767,sehr::ADV,very,بسیار
768,so::ADV,so,چنین
769,so::ADV,so,اینطور
770,noch::ADV,still,هنوز
771,nur::ADV,only,فقط
772,nur::ADV,only,تنها
773,schon::ADV,already,قبلاً
774,schon::ADV,already,به این زودی
775,wieder::ADV,again,باز
776,wieder::ADV,again,دوباره
777,vergebens::ADV,in vain,بیهوده
778,vor::PRP,in front of,در جلوی
779,hinter::PRP,behind,پشت
780,unter::PRP,under,تحت
781,durch::PRP,through,از وسط
782,durch::PRP,through,از ميان
783,neben::PRP,next to,کنار
784,neben::PRP,next to,پهلوی
785,zwischen::PRP,between,بین
786,zwischen::PRP,between,میان
787,wegen::PRP,because of,برای
788,wegen::PRP,because of,بخاطر
789,dies::PRN,this,این
790,das::PRN,that,آن
791,alles::PRN,everything,تمام
792,alles::PRN,everything,همه‌چیر
793,ich::PRN,I,من
794,du::PRN,you,تو
795,du::PRN,thou,تو
796,er::PRN,he,او
797,wir::PRN,we,ما
798,ihr::PRN,you,شما
799,sie::PRN,they,آنها
800,was::FPRN,what,چه
801,wer::FPRN,who,کی
802,wo::FADV,where,کجا
803,wohin::FADV,where ... to,بکجا
804,wohin::FADV,where to,بکجا
805,wohin::FADV,where,بکجا
806,wie::FADV,how,چطور
807,wie::FADV,how,چگونه
808,warum::FADV,why,چرا
809,warum::FADV,why,برای چه
810,wieviel::FNUM,how much,چند
811,wieviel::FNUM,how much,چقدر
812,eins::NUM,one,یک
813,zwei::NUM,two,دو
814,drei::NUM,three,سه
815,vier::NUM,four,چهار
816,fünf::NUM,five,پنج
817,sechs::NUM,six,شش
818,sieben::NUM,seven,هفت
819,acht::NUM,eight,هشت
820,neun::NUM,nine,نه
821,zehn::NUM,ten,ده
822,elf::NUM,eleven,یازده
823,zwölf::NUM,twelve,دوازده
824,zwanzig::NUM,twenty,بیست
825,dreißig::NUM,thirty,سی
826,vierzig::NUM,forty,چهل
827,fünfzig::NUM,fifty,پنجاه
828,sechzig::NUM,sixty,شصت
829,siebzig::NUM,seventy,هفتاد
830,achtzig::NUM,eighty,هشتاد
831,neunzig::NUM,ninety,نود
832,hundert::NUM,a hundred,صد
833,tausend::NUM,a thousand,هزار
834,und::CNJ,and,و
835,oder::CNJ,or,یا
836,stehen::V,stand,ایستادن
837,sitzen::V,sit,نشستن
838,liegen::V,lie,خوابیدن
839,liegen::V,lie,دراز کشیدن
840,hängen::V,hang,آویزان بودن
841,werden::V,become,شدن
842,passieren::V,happen,گذشتن
843,passieren::V,happen,اتفاق افتادن
844,beginnen::V,begin,شروع شدن
845,enden::V,end,تمام شدن
846,wechseln::V,change,عوض شدن
847,aufgehen[Sonne]::V,rise,برآمدن
848,aufgehen[Sonne]::V,rise,طلوع کردن
849,untergehen[Sonne]::V,set,غروب کردن
850,scheinen[Sonne]::V,shine,تابیدن
851,donnern::V,thunder,رعد زدن
