,Concept_ID,lbe,os
688,weiß::A,кӏяласса,урс
689,rot::A,ятӏулсса,сырх
690,gelb::A,хъахъисса,бур
691,blau::A,някӏсса,цъӕх
692,grün::A,щюлисса,цъӕх
693,grün::A,щюлисса,кӕрдӕгхуыз
694,grau::A,оьрусса,цъӕх
695,grau::A,оьрусса,фӕныкхуыз
696,bunt::A,оьрчӏикӏурисса,хъулон
697,bunt::A,оьрчӏикӏурисса,гæрæм
698,billig::A,кьювкьусса,аслам
699,teuer::A,ххирасса,зынаргъ
700,wertvoll::A,багьасса,зынаргъ
701,blind::A,мурчӏисса,куырм
702,taub::A,къюкӏсса,къуырма
703,kräftig::A,гужсса,домбай
704,kräftig::A,гужсса,тыхджын
705,stark::A,кьянкьасса,тыхджын
706,schwach::A,заэвсса,ӕнӕбон
707,fett::A,бучсса,нард
708,schlank::A,бювхъусса,гуырвидыц
709,schlank::A,бювхъусса,хæрзконд
710,schlank::A,бювхъусса,рæхснæг
711,schlank::A,бювхъусса,сагамад
712,hübsch::A,янусса,аив
713,hübsch::A,янусса,рӕсугъд
714,böse::A,оьсса,фыдзӕрдӕ
715,dumm::A,ахӏмакьсса,ӕдылы
716,faul::A,танмалсса,зивӕг
717,faul::A,танмалсса,зивӕггӕнаг
718,faul::A,курчӏилсса,зивӕг
719,faul::A,курчӏилсса,зивӕггӕнаг
720,fleißig::A,хӏарачат бусса,æнæзивæг
721,fleißig::A,хӏарачат бусса,æнувыд
722,geizig::A,янттарцӏансса,чъынды
723,geizig::A,янттарцӏансса,æлгъин
724,geizig::A,янттарцӏансса,мæрддзæст
725,klug::A,аькьлу бусса,зондджын
726,geschickt::A,паргалсса,хӕрзарӕхст
727,lieb::A,аьзизсса,уарзон
728,lustig::A,тяхъасса,хъӕлдзӕг
729,sanft::A,иминсса,мынчын
730,hungrig::A,ккашилсса,ӕххормаг
731,krank::A,къашавайсса,нӕфӕразгӕ
732,nackt::A,кӏачӏасса,бӕгънӕг
733,traurig::A,пашмансса,ӕрхӕндӕг
734,lebendig::A,уттавасса,цардӕгас
735,gut::A,ххуйсса,хорз
736,schlecht::A,оьккисса,цауд
737,richtig::A,саргъунсса,раст
738,schlimm::A,оьккисса,ӕвзӕр
739,wahr::A,хӏакьсса,ӕцӕг
740,alt::A,кугьнасса,зӕронд
741,neu::A,цӏусса,ног
742,ehemalig::A,хъхъичӏвасса,раздӕры
743,alt[Lebewesen]::A,агьилсса,ацӕргӕ
744,jung::A,чӏавасса,ӕрыгон
745,jung::A,жагьилсса,ӕрыгон
746,arm::A,мискинсса,мӕгуыр
747,reich::A,авадансса,хъӕздыг
748,bekannt::A,дусъсса,зонгӕ
749,berühmt::A,машгьурсса,номдзыд
750,fremd::A,чил,æцæгæлон
751,verschieden::A,личӏи-личӏисса,æндæр æмæ æндæр
752,verschieden::A,личӏи-личӏисса,алы
753,verschieden::A,личӏи-личӏисса,алыхуызон
754,nah::A,гъансса,хӕстӕг
755,fern::A,архсса,дард
756,fern::A,архсса,дӕрддаг
757,linker::A,кияхсса,галиу
758,linker::A,кюччахсса,галиу
759,rechter::A,урчӏахсса,рахиз
760,anderer::A,цамур,иннӕ
761,anderer::A,цамур,ӕндӕр
762,erster::A,цалчинмур,фыццаг
763,erster::A,цалчинмур,фыццӕгӕм
764,erster::A,цалчиннсса,фыццаг
765,erster::A,цалчиннсса,фыццӕгӕм
766,zweiter::A,кӏилчиимур,дыккаг
767,zweiter::A,кӏилчиимур,дыккæгæм
768,dritter::A,шамулчинмур,æртыккаг
769,dritter::A,шамулчинмур,æртыккæгæм
770,letzter::A,махъва-махъмур,фӕстаг
771,allein::ADV,ялгъузну,иунæг
772,zusammen::ADV,цачӏу,иумӕ
773,zusammen::ADV,архӏал,иумӕ
774,lange::ADV,батӏи къабуклай,бирæ рæстæг
775,lange::ADV,хъунмасса хӏаллай,бирæ рæстæг
776,plötzlich::ADV,цакуну,æвиппайды
777,plötzlich::ADV,цакуну,æваст
778,sofort::ADV,мугьлат бакъа,уыцы сахат
779,sofort::ADV,мугьлат бакъа,уайтагъд
780,später::ADV,махъ,фæстæдæр
781,jetzt::ADV,утти,ныр
782,jetzt::ADV,цӏана,ныр
783,heute::ADV,хӏакьину,абон
784,morgen::ADV,гьуит,райсом
785,morgen::ADV,гьунттий,райсом
786,dann::ADV,яла,стæй
787,gestern::ADV,лахьхьу,знон
788,damals::ADV,та чӏумал,уæд
789,danach::ADV,яла,стæй
790,danach::ADV,яла,уый фæстæ
791,vorher::ADV,хьхьнчӏ,раздæр
792,vorher::ADV,хьхьичӏва,раздæр
793,zuerst::ADV,бакӏрай,фыццаг
794,zuerst::ADV,цӏу бутӏуй,фыццаг
795,einmal::ADV,цал,иу хатт
796,manchmal::ADV,ваксса-таксса,хатт
797,oft::ADV,чӏявуну,арæх
798,immer::ADV,мудан,ӕдзух
799,immer::ADV,даиман,ӕдзух
800,niemals::ADV,тачӏав,никуы
801,niemals::ADV,тачӏав,никæд
802,hier::ADV,шикку,ам
803,hierhin::ADV,шиккун,ардӕм
804,von hier::ADV,шичча,ардыгæй
805,dort::ADV,гикку,уым
806,dorthin::ADV,тиккун,уырдӕм
807,geradeaus::ADV,тӏайланм,æргом
808,vorwärts::ADV,хьхьичӏунмай,размӕ
809,rückwärts::ADV,махъа-хьхьичӏунмай,фӕстӕмӕ
810,zurück::ADV,махъунмай,фӕстӕмӕ
811,unten::ADV,лув,дæлæ
812,unten::ADV,лув,дæлейы
813,unten::ADV,лув,бынæй
814,hinab::ADV,бакӏ-ялавай,дӕлӕмӕ
815,hinab::ADV,бакӏ-ялавай,уырдыгмӕ
816,hinab::ADV,бакӏъялавай,дӕлӕмӕ
817,hinab::ADV,бакӏъялавай,уырдыгмӕ
818,oben::ADV,ялув,уӕле
819,hinauf::ADV,лавай,уӕлӕмӕ
820,überall::ADV,гьариий,алыран
821,überall::ADV,гьариий,алкæм
822,überall::ADV,гьариий,кæмдæриддæр
823,überall::ADV,хьу-хьуний,алыран
824,überall::ADV,хьу-хьуний,алкæм
825,überall::ADV,хьу-хьуний,кæмдæриддæр
826,überall::ADV,гьарца кӏанай,алыран
827,überall::ADV,гьарца кӏанай,алкæм
828,überall::ADV,гьарца кӏанай,кæмдæриддæр
829,nicht::ADV,къа-,нӕ
830,ein wenig::ADV,чанни,чысыл
831,ein wenig::ADV,ца чансса,чысыл
832,kaum::ADV,дахьа,цъус
833,sehr::ADV,оьну,тынг
834,sehr::ADV,оьну,иттӕг
835,sehr::ADV,гужну,тынг
836,sehr::ADV,гужну,иттӕг
837,sehr::ADV,хъинну,тынг
838,sehr::ADV,хъинну,иттӕг
839,so::ADV,укукн,афтӕ
840,noch::ADV,гьала,ма
841,noch::ADV,уттигу,ма
842,noch::ADV,цакьинва,ма
843,noch::ADV,ттигу-шилагу,ма
844,nur::ADV,анжагь,канд
845,nur::ADV,анжагь,ӕрмӕст
846,wieder::ADV,цӏуницӏа,ногӕй
847,vergebens::ADV,аьдада,дзæгъæлы
848,vergebens::ADV,аьдада,уæгъды
849,vergebens::ADV,аьдада,æнæхъуаджы
850,vergebens::ADV,нахӏакь,дзæгъæлы
851,vergebens::ADV,нахӏакь,уæгъды
852,vergebens::ADV,нахӏакь,æнæхъуаджы
853,vor::PRP,хьхьичӏ,разы
854,hinter::PRP,махъ,фӕстӕ
855,unter::PRP,лув,бын
856,durch::PRP,-х,æхсæнты
857,neben::PRP,чӏарав,цур
858,zwischen::PRP,дянив,астӕу
859,wegen::PRP,цӏаний,тыххай
860,dies::PRN,ва,ай
861,das::PRN,та,уый
862,das::PRN,кӏа,уый
863,das::PRN,га,уый
864,alles::PRN,щала,алцы
865,alles::PRN,щала,æппæтдæр
866,alles::PRN,щала,иууылдӕр
867,ich::PRN,на,æз
868,du::PRN,ина,ды
869,er::PRN,му,уый
870,wir::PRN,жу,мах
871,ihr::PRN,зу,сымах
872,was::FPRN,ци,цы
873,wer::FPRN,цу,чи
874,wo::FADV,чув,кӕм
875,wohin::FADV,чун,кӕдӕм
876,wie::FADV,цукун,куыд
877,warum::FADV,цан,цӕмӕн
878,wieviel::FNUM,циксса,цал
879,eins::NUM,ца,иу
880,zwei::NUM,кӏива,дыууӕ
881,drei::NUM,шамма,ӕртӕ
882,vier::NUM,мукьа,цыппар
883,vier::NUM,мукьва,цыппар
884,fünf::NUM,ххюва,фондз
885,sechs::NUM,ряхва,ӕхсӕз
886,sieben::NUM,арула,авд
887,acht::NUM,мяйва,аст
888,neun::NUM,урчӏва,фараст
889,zehn::NUM,ацӏва,дӕс
890,elf::NUM,ацӏния цава,иуæндæс
891,zwölf::NUM,ацӏиия кӏива,дыууадæс
892,zwanzig::NUM,кьува,дыууын
893,dreißig::NUM,зувира,æртын
894,dreißig::NUM,зувира,дæсæмæссæдз
895,vierzig::NUM,мукьцӏала,цыппор
896,vierzig::NUM,мукьцӏала,цыппур
897,vierzig::NUM,мукьцӏала,дыууиссæдзы
898,fünfzig::NUM,ххюцӏала,фӕндзай
899,sechzig::NUM,ряхцӏала,æхсай
900,sechzig::NUM,ряхцӏала,æртиссæдзы
901,achtzig::NUM,мяйцӏала,цыппарыссæдзы
902,achtzig::NUM,мяйцӏала,æстай
903,neunzig::NUM,урчӏцӏала,нæуæдз
904,neunzig::NUM,урчӏцӏала,дæс æмæ цыппарыссæдзы
905,hundert::NUM,ттурш,сӕдӕ
906,hundert::NUM,ттуршва,сӕдӕ
907,tausend::NUM,азарва,мин
908,und::CNJ,-гу,ӕмӕ
909,oder::CNJ,я,кӕнӕ
910,oder::CNJ,ягу,кӕнӕ
911,stehen::V,ацӏан,лӕууын
912,sitzen::V,щяивкӏун икӏан,бадын
913,liegen::V,утту нвхьуну икӏан,хуыссын
914,hängen::V,зурчӏай тӏун,ауыгъд уын
915,werden::V,хьун,суӕвын
916,passieren::V,хьун,æрцæуын
917,beginnen::V,дайдишин,райдайын
918,beginnen::V,дайдирхьуну дикӏан,райдайын
919,enden::V,къуртал дан,фæуын
920,wechseln::V,даххана хьун,ивын
921,wechseln::V,даххана дуллан,ивын
922,aufgehen[Sonne]::V,буклай бур,скæсын
923,untergehen[Sonne]::V,лаглай бур, аныгуылын
924,scheinen[Sonne]::V,битан,рухс кӕнын
925,scheinen[Sonne]::V,чани буллан,рухс кӕнын
926,donnern::V,тӏий бур,нæрын
927,wehen::V,бишлай бур,дымын
928,strömen::V,экьинан,кӕлын
929,fließen::V,экьинан,цæуын
930,fließen::V,экьинан,уайын
931,fließen::V,экьинан,кæлын
932,sich drehen::V,гьанан,зилын
933,schwanken::V,хъюлчу тӏун,æнкъуысын
934,schwanken::V,хӏуркку тӏун,æнкъуысын
935,schwingen::V,хъюлчай тӏун,æнкъуысын
936,schwingen::V,хъюлчай тӏун,змæлын
937,schwingen::V,хъюлчу тӏун,æнкъуысын
938,schwingen::V,хъюлчу тӏун,змæлын
939,fallen::V,багьлан,хауын
940,brennen::V,ччучлан,судзын
941,rauchen::V,пуркӏу тӏун,фæздæг кæнын
942,regnen::V,лачӏун,уарын
943,regnen::V,лачIлай дур,уарын
944,gefrieren::V,микӏ лачӏун,сӕлын
945,tauen::V,баслан,стайын
946,schmelzen::V,баслан,тайын
947,trocknen::V,кьакьан,хус кæнын
948,sieden::V,щаран,фыцын
949,faulen::V,аьллан,ӕмбийын
950,verfaulen::V,аьллан,бамбийын
951,verfaulen::V,аьян,бамбийын
952,reißen::V,ххя дукан,скъуийын
953,versinken::V,оькьлан,дӕлдон_кӕнын
954,versinken::V,оькьан,дӕлдон_кӕнын
955,vergehen::V,лялиян,аивгъуийын
956,erscheinen::V,буккан,разынын
957,erscheinen::V,загьир хьун,разынын
958,verschwinden::V,бат хьун,фæтары уын
959,verschwinden::V,бат хьун,фæдæлдзæх уын
960,verschwinden::V,бат хьун,фесæфын
961,verschwinden::V,бат хьун,æрбайсæфын
962,verschwinden::V,акъа хьун,фæтары уын
963,verschwinden::V,акъа хьун,фæдæлдзæх уын
964,verschwinden::V,акъа хьун,фесæфын
965,verschwinden::V,акъа хьун,æрбайсæфын
966,sinken::V,чахь учин,дæлæмæ æрхауын
967,abnehmen::V,чан хьун,фæкъаддæр уын
968,abnehmen::V,чан хьун,фæцух уын
969,abnehmen::V,ссуссукьу хьун,фæкъаддæр уын
970,abnehmen::V,ссуссукьу хьун,фæцух уын
971,zunehmen::V,гьарза хьун,фæфылдæр уын
972,zunehmen::V,гьарза хьун,сбирæ уын
973,zunehmen::V,гьарза хьун,сахадын
974,steigen::V,гьаз хьун,сыстын
975,wachsen::V,ххяххан,рӕзын
976,glänzen::V,цӏай буккан,ӕрттивын
977,funkeln::V,цӏай-цӏай тӏун,тыбар-тыбур_кӕнын
978,lärmen::V,чӏу буллан,хъæлæба кæнын
979,lärmen::V,аьлагъужа буллан,хъæлæба кæнын
980,läuten::V,занг ришлан,цæгъдын
981,läuten::V,занг дуллан,цæгъдын
982,klingeln::V,занг ришлан,цæгъдын
983,klingeln::V,занг дуллан,цæгъдын
984,brausen::V,никъащилан,абухын
985,rauschen::V,щурщур тӏун,
986,klingen::V,чӏу буклан,зæлын
987,klingen::V,чӏу буклан,азæлын
988,klingen::V,чӏу буклан,хъуысын
989,bellen::V,хӏап тӏун,рæйын
990,blasen::V,уф тӏун,фу кӕнын
991,pfeifen::V,щютӏа тӏун,æхситт кæнын
992,pfeifen::V,щютӏа тӏун,къуыззитт кæнын
993,schreien::V,чӏу бан,хъӕр кӕнын
994,stöhnen::V,угь-къак тӏун,хъæрзын
995,stöhnen::V,угь-къак тӏун,дзыназын
996,zittern::V,зурзу чин,ризын
997,zittern::V,зурзу тӏун,ризын
998,leben::V,ялапар хъанан,цӕрын
999,geboren werden::V,ан,райгуырын
1000,atmen::V,ссихӏ ласлан,улӕфын
1001,atmen::V,ссихӏ бигьлан,улӕфын
1002,trinken::V,хӏачӏан,нуазын
1003,trinken::V,хӏачӏлан,нуазын
1004,essen::V,канан,хӕрын
1005,schlucken::V,кьюлтӏа тӏун,ныхъуырын
1006,müde werden::V,аьхчӏин,бафæллайын
1007,müde werden::V,аьхчӏин,бафæлмæцын
1008,müde werden::V,аьхчӏин,сфæлмæцын
1009,einschlafen::V,шанан икӏан,бафынæй уын
1010,schlafen::V,шанан,хуыссын
1011,schlafen::V,шанан,фынӕй кӕнын
1012,aufwachen::V,чантӏ учин,райхъал уын
1013,aufstehen::V,бизан,стын
1014,sich erholen::V,бигьалаган,фæллад уадзын
1015,sich erholen::V,бигьалаган,улæфын
1016,krank werden::V,къашай хьун,фӕрынчын уын
1017,krank sein::V,къашай хъанан,сӕйын
1018,krank sein::V,къашавай икӏан,сӕйын
1019,schmerzen::V,цӏун,риссын
1020,husten::V,хъугьу чин,хуыфын
1021,husten::V,хъугьу тӏун,хуыфын
1022,genesen::V,хъин хьун,сдзæбæх уын
1023,genesen::V,хъин хьун,рандидзын
1024,genesen::V,хъин хьун,сæндидзын
1025,genesen::V,сагъ лаган,сдзæбæх уын
1026,genesen::V,сагъ лаган,рандидзын
1027,genesen::V,сагъ лаган,сæндидзын
1028,sterben::V,ивчӏан,мӕлын
1029,umkommen::V,лиллан,фесæфын
1030,umkommen::V,лиллан,байсæфын
1031,umkommen::V,лиллан,бабын уын
1032,umkommen::V,лиллан,мард фæуын
1033,umkommen::V,литӏлан,фесæфын
1034,umkommen::V,литӏлан,байсæфын
1035,umkommen::V,литӏлан,бабын уын
1036,umkommen::V,литӏлан,мард фæуын
1037,umkommen::V,ажал биян,фесæфын
1038,umkommen::V,ажал биян,байсæфын
1039,umkommen::V,ажал биян,бабын уын
1040,umkommen::V,ажал биян,мард фæуын
1041,umkommen::V,личӏи хьун,фесæфын
1042,umkommen::V,личӏи хьун,байсæфын
1043,umkommen::V,личӏи хьун,бабын уын
1044,umkommen::V,личӏи хьун,мард фæуын
1045,umkommen::V,иакьлу хьун,фесæфын
1046,umkommen::V,иакьлу хьун,байсæфын
1047,umkommen::V,иакьлу хьун,бабын уын
1048,umkommen::V,иакьлу хьун,мард фæуын
1049,umkommen::V,ахир жан хъанан,фесæфын
1050,umkommen::V,ахир жан хъанан,байсæфын
1051,umkommen::V,ахир жан хъанан,бабын уын
1052,umkommen::V,ахир жан хъанан,мард фæуын
1053,umkommen::V,рухӏирачӏа икӏан,фесæфын
1054,umkommen::V,рухӏирачӏа икӏан,байсæфын
1055,umkommen::V,рухӏирачӏа икӏан,бабын уын
1056,umkommen::V,рухӏирачӏа икӏан,мард фæуын
1057,sich bewegen::V,сукку хьун,тæлфын
1058,sich bewegen::V,сукку хьун,цæуын
1059,sich rühren::V,сукку хьун,змӕлын
1060,sich erheben::V,бизан,стын
1061,sich setzen::V,щяикӏан,сбадын
1062,sich setzen::V,щябикӏан,сбадын
1063,hinfallen::V,багьан,ӕрхауын
1064,laufen::V,занан,цӕуын
1065,laufen::V,занан,рацу-бацу_кӕнын
1066,schreiten::V,ша ласлан,къахдзæф кæнын
1067,schreiten::V,ша ласлан,санчъех кæнын
1068,schreiten::V,ша ласлан,цæуын
1069,spazierengehen::V,сайр буллан,озер кæнын
1070,spazierengehen::V,сайр буллан,тезгъо кæнын
1071,eilen::V,анавар буккан,тагъд кæнын
1072,eilen::V,анавар буккан,тындзын
1073,sich beeilen::V,анавар буккан,тагъд кæнын
1074,sich beeilen::V,анавар буккан,тындзын
1075,sausen::V,никъа щилан,уайын
1076,sausen::V,никъа щилан,тæхын
1077,sausen::V,никъа щун,уайын
1078,sausen::V,никъа щун,тæхын
1079,rennen::V,лечлан,згъорын
1080,springen::V,тӏанкӏ дан,гæпп кæнын
1081,springen::V,тӏанкӏ дан,сæррæтт кæнын
1082,springen::V,тӏанкӏ дан,лиуырын
1083,klettern::V,лахълан,хилын
1084,schaukeln::V,гьайжак бигьлан,хецъро кæнын
1085,schaukeln::V,гьайжак бигьлан,херыйыл бадын
1086,kriechen::V,ххярк тӏун,бырын
1087,schwimmen::V,гьузун,ленк кӕнын
1088,tauchen::V,лултту уккан,ныгъуылын
1089,rudern::V,бяхлан,бæлæгъ тæрын
1090,rudern::V,бяхлан,чема тæрын
1091,rudern::V,батӏлан,бæлæгъ тæрын
1092,rudern::V,батӏлан,чема тæрын
1093,rudern::V,ххялаххи дуклан,бæлæгъ тæрын
1094,rudern::V,ххялаххи дуклан,чема тæрын
1095,fahren::V,гьан,цӕуын
1096,fliegen::V,лехлан,тӕхын
1097,gehen::V,нан,цӕуын
1098,weggehen::V,ялагьан,ацӕуын
1099,abfahren::V,гьан,араст уын
1100,anhalten::V,бацӏан,æрлæууын
1101,hineingehen::V,буххан,мидæмæ цæуын
1102,eintreten::V,буххан,бацӕуын
1103,kommen::V,учӏан,æрцæуын
1104,ankommen::V,биян,æрцæуын
1105,ankommen::V,бучӏан,æрцæуын
1106,zurückkommen::V,зана хъун,раздæхын
1107,zurückkommen::V,зана хъун,фæстæмæ_раздæхын
1108,zurückkommen::V,зана хъун,æрбаздæхын
1109,zurückkommen::V,зана хъун,аздæхын
1110,zurückkommen::V,зана бикӏан,раздæхын
1111,zurückkommen::V,зана бикӏан,фæстæмæ_раздæхын
1112,zurückkommen::V,зана бикӏан,æрбаздæхын
1113,zurückkommen::V,зана бикӏан,аздæхын
1114,bleiben::V,личӏан,лӕууын
1115,warten::V,ялугьлан,ӕнхъӕлмӕ кӕсын
1116,erwarten::V,ялугьлан,ӕнхъӕлмӕ кӕсын
1117,suchen::V,луглан,агурын
1118,finden::V,лякъин,ссарын
1119,versuchen::V,ххал буллан,фӕлварын
1120,vorbereiten::V,хӏадур бан,бацаттæ кæнын
1121,vorbereiten::V,хӏадур бан,æрæввонг кæнын
1122,lieben::V,эшкьи хьуиу бикӏан,уарзын
1123,mögen::V,ххиран бикӏан,зæрдæмæ цæуын
1124,lachen::V,хъян,худын
1125,weinen::V,аьтӏун,кӕуын
1126,schimpfen::V,дяъван,æлгъитын
1127,schimpfen::V,ссугайи агьан,æлгъитын
1128,sich ärgern::V,ссибизлан,мæсты кæнын
1129,sich fürchten::V,ингъауслан,тæрсын
1130,fürchten::V,хӏучӏ тӏун,тæрсын
1131,fliehen::V,ака бан,лидзын
1132,flüchten::V,лихъан,алидзын
1133,sehen::V,чӏалан,уынын
1134,anschauen::V,урган,акӕсын
1135,ansehen::V,буруглан,кӕсын
1136,hören::V,баллан,хъусын
1137,zuhören::V,вичӏи дихьлан,хъусын
1138,probieren::V,тӏин ххал буллан,уынын
1139,probieren::V,тӏин ххал буллан,аходын
1140,riechen::V,ссунтӏа тӏун,смудын
1141,fühlen::V,дакӏнил буслан,ӕнкъарын
1142,scheinen::V,ххан,зынын
1143,scheinen::V,бизан,зынын
1144,scheinen::V,ххан бикӏлай бикӏан,зынын
1145,vernehmen::V,баян,фехъусын
1146,frieren::V,лигьулул хъанан,сийын
1147,tun::V,бан,кӕнын
1148,können::V,хьун,фӕразын
1149,anfangen::V,дайдишин,райдайын
1150,beenden::V,къуртал бан,фӕуын
1151,aufhören::V,кьабагьан,банцайын
1152,aufhören::V,кьабагьан,фенцайын
1153,gelingen::V,бюхъан,бантысын
1154,öffnen::V,тӏитӏин,гом кӕнын
1155,schließen::V,лакьин,ӕхгӕнын
1156,stellen::V,дацӏан дан,ӕвӕрын
1157,stellen::V,бишин,ӕвӕрын
1158,setzen::V,щяитан,сбадын кӕнын
1159,legen::V,бишин,ӕрӕвӕрын
1160,berühren::V,ка щун,агайын
1161,verbinden::V,бахӏин,бӕттын
1162,verbinden::V,дахӏин,бӕттын
1163,bedecken::V,ялтту бущин,ӕмбӕрзын
1164,bedecken::V,ялтту бакьин,ӕмбӕрзын
1165,aufhängen::V,лахъан,ауындзын
1166,anzünden::V,лахъан,ссудзын
1167,aufheben::V,гьаз бан,сисын
1168,zurücklassen::V,кьаитан,ныууадзын
1169,zurücklassen::V,битан,ныууадзын
1170,verlieren::V,дакъа дан,фесафын
1171,fallen lassen::V,рутан,ӕрӕппарын
1172,fallen lassen::V,рутан,къухтӕй феуӕгъд кӕнын
1173,machen::V,дан,саразын
1174,herstellen::V,яраг ишла бувиу бан,сцæттæ кæнын
1175,herstellen::V,яраг ишла бувиу бан,саразын
1176,bauen::V,дан,амайын
1177,reparieren::V,дакьин дан,æмпъузын
1178,reparieren::V,дакьин дан,цалцæг кæнын
1179,verbessern::V,ххуй дан,фæхуыздæр кæнын
1180,ändern::V,баххана бан,аивын
1181,graben::V,дуклан,къахын
1182,beugen::V,лахӏан бан,æркъæдз кæнын
1183,beugen::V,лахӏан бан,æртасын кæнын
1184,beugen::V,кьус бикӏан,æркъæдз кæнын
1185,beugen::V,кьус бикӏан,æртасын кæнын
1186,biegen::V,баччин,тасын кӕнын
1187,biegen::V,лахӏан бан,тасын кӕнын
1188,drehen::V,гьанан,здухын
1189,wenden::V,кӏура баен бан,афæлдахын
1190,wenden::V,кӏура баен бан,рафæлдахын
1191,umdrehen::V,кӏура баен бан,афæлдахын
1192,heben::V,гьаз бан,сдарын
1193,heben::V,гьаз бан,схæцын
1194,hochheben::V,гьаз бан,уæлæмæ хæцын
1195,ergreifen::V,хъап дан,фӕлӕбурын
1196,ergreifen::V,хъап увиу угьан,фӕлӕбурын
1197,halten::V,бугьлан,дарын
1198,drücken::V,кьюч бигьлан,æлхъивын
1199,drücken::V,кьюч бигьлан,хæцын
1200,schieben::V,щун,схойын
1201,lecken::V,ланцӏа тӏун,сдæрын
1202,beißen::V,хъапа тӏун,хæцын
1203,beißen::V,кьацӏа тӏун,хæцын
1204,abreißen::V,буцан,ратонын
1205,abschneiden::V,бухъан,ралыг кӕнын
1206,abschneiden::V,кьукьин,ралыг кӕнын
1207,binden::V,бахӏин,бабӕттын
1208,binden::V,дахӏин,бабӕттын
1209,brechen::V,гъагъан,асæттын
1210,brechen::V,гъагъан,басæттын
1211,brechen::V,гъагъан,ныссæттын
1212,klopfen::V,кьутӏа тӏун,хойын
1213,klopfen::V,кьутӏа тӏун,гуыпп-гуыпп кæнын
1214,klopfen::V,кьутӏа тӏун,къуырцц-къуырцц кæнын
1215,hauen::V,рищун,цӕвын
1216,hauen::V,рищун,нӕмын
1217,kleben::V,лачӏун буллан,ныхасын
1218,kleben::V,лачӏун буллан,æндадзын
1219,reiben::V,ссуку буллан,сӕрфын
1220,reiben::V,ссуку буллан,хафын
1221,streichen::V,дугъан,байсæрдын
1222,streichen::V,дугъан,сахорын
1223,streichen::V,аьгъу дан,байсæрдын
1224,streichen::V,аьгъу дан,сахорын
1225,schneiden::V,духълан,кӕрдын
1226,schneiden::V,кьукьлан,кӕрдын
1227,schütteln::V,хъюлчу буллан,уигъын
1228,schwenken::V,палцӏ дуллан,тилын
1229,schwenken::V,палцӏ дуллан,уигъын
1230,schütten::V,рутӏин,ныккӕнын
1231,füllen::V,буцӏин бан,байдзаг кæнын
1232,einwickeln::V,кай-кай бан,батухын
1233,tragen::V,ларсун занан,хӕссын
1234,tragen::V,ларсун ачин,хӕссын
1235,schleppen::V,ххилан,ласын
1236,aufbewahren::V,ядан,æвæрын
1237,aufbewahren::V,ядуллан,æвæрын
1238,werfen::V,личин,зыввытт кӕнын
1239,fangen::V,бугьан,ӕрцахсын
1240,fangen::V,бугьлан,ӕрцахсын
1241,verstecken::V,ладитан,æмбæхсын
1242,verstecken::V,ладитан,нымæхсын
1243,verstecken::V,кьюлтӏ дан,æмбæхсын
1244,verstecken::V,кьюлтӏ дан,нымæхсын
1245,verstecken::V,дахьлаган дан,æмбæхсын
1246,verstecken::V,дахьлаган дан,нымæхсын
1247,teilen::V,бачӏин,уарын
1248,teilen::V,бутӏа бан,уарын
1249,schicken::V,тӏайла буккан,ӕрвитын
1250,bringen::V,диян дан,æрхæссын
1251,bringen::V,диян дан,æрбахæссын
1252,hinzufügen::V,ххи бан,ӕфтауын
1253,bekommen::V,ласун,ссарын
1254,bekommen::V,ласун,сфæрæз кæнын
1255,bekommen::V,ласун,самал кæнын
1256,erhalten::V,ласун,райсын
1257,nehmen::V,ласун,райсын
1258,wählen::V,бувчӏин,равзарын
1259,auswählen::V,бувчӏин,авзарын
1260,auswählen::V,язи бугьан,авзарын
1261,bewahren::V,ядан,бавæрын
1262,bewahren::V,ядан,нывæрын
1263,behindern::V,дайщишруду дуллан,цæлхдур æвæрын
1264,behindern::V,дайщишруду дуллан,ныхдур æвæрын
1265,behindern::V,дайщишруду дуллан,къуылымпы кæнын
1266,behindern::V,дайщишруду дуллан,хъыг дарын
1267,verderben::V,зия дан,фесафын
1268,beschädigen::V,зарал буллан,халын
1269,zerbrechen::V,гьагъан,асӕттын
1270,zerbrechen::V,гьагъан бан,асӕттын
1271,zerreißen::V,ххяхха дуккан,аскъуынын
1272,zerstören::V,лекьан дан,фехалын
1273,verbrennen::V,ччуччин,басудзын
1274,geben::V,дулун,дӕттын
1275,reichen::V,дулун,адæттын
1276,schenken::V,пишкаш дан,лæвар кæнын
1277,schenken::V,багъишла дан,лæвар кæнын
1278,schenken::V,ихӏсандалун дуллун,лæвар кæнын
1279,versprechen::V,банна чин,дзырд раттын
1280,versprechen::V,банна чин,зӕрдӕ бавӕрын
1281,loben::V,цӏа дан,раппӕлын
1282,küssen::V,ппай тӏун,пъа кæнын
1283,küssen::V,ппай тӏун,ба кæнын
1284,wiegen::V,гьуркку тӏун,узын
1285,wiegen::V,гьуркку буллан,узын
1286,wiegen::V,гьуркку бан,узын
1287,wecken::V,чантӏ учин ан,райхъал кӕнын
1288,zeigen::V,ккаккан бан,амонын
1289,führen::V,буцин,кӕнын
1290,führen::V,буцин,фæкæнын
1291,lehren::V,лахьхьин бан,ахуыр кæнын
1292,lehren::V,лахьхьин буллан,ахуыр кæнын
1293,unterrichten::V,дарс дишаван,ахуыр кæнын
1294,aufziehen::V,хъуна ан,хъомыл кӕнын
