,Concept_ID,cs,eu
279,Ehemann::N,manžel,senar
280,Ehefrau::N,choť,emazte
281,Ehefrau::N,manželka,emazte
282,Freude::N,radost,poz
283,Freude::N,radost,pozkari
284,Gelächter::N,smích,barre
285,Gelächter::N,smích,karkara
286,Glück::N,štěstí,zori
287,Kummer::N,žal,xangrin
288,Kummer::N,žal,atsekabe
289,Kummer::N,trápení,xangrin
290,Kummer::N,trápení,atsekabe
291,Wunsch::N,přání,nahi
292,Wunsch::N,přání,nahikunde
293,Lust::N,chuť,gogo
294,Geist::N,duch,gogo
295,Gedanke::N,myšlenka,gogoeta
296,Gedächtnis::N,paměť,oroimen
297,Gedächtnis::N,paměť,gogoramen
298,Verstand::N,rozum,adimen
299,Verstand::N,rozum,ulermen
300,Sinn::N,smysl,zentzu
301,Grund::N,důvod,zergati
302,Wahrheit::N,pravda,egia
303,Gespräch::N,rozhovor,hizketa
304,Gespräch::N,rozhovor,elkarrizketa
305,Märchen::N,pohádka,ipuin
306,Erzählung::N,povídka,edesti
307,Erzählung::N,povídka,kontakizun
308,Nachricht::N,zpráva,albiste
309,Neuigkeit::N,novina,berri
310,Neuigkeit::N,novinka,berri
311,Name::N,jméno,izen
312,Rätsel::N,hádanka,asmakizun
313,Rede::N,řeč,hitzaldi
314,Rede::N,řeč,mintzaldi
315,Rede::N,proslov,hitzaldi
316,Rede::N,proslov,mintzaldi
317,Sprache::N,řeč,hizkuntza
318,Sprache::N,jazyk,hizkuntza
319,Stimme::N,hlas,ahots
320,Wort::N,slovo,hitz
321,Zeichen::N,znamení,agerbide
322,Zeichen::N,znamení,agergarri
323,Ruf::N,zavolání,dei
324,Lärm::N,hluk,zarata
325,Lärm::N,hluk,harrabots
326,Laut::N,zvuk,hots
327,Ton::N,tón,tonu
328,Ton::N,tón,soinu
329,Lied::N,píseň,abesti
330,Ruhe::N,klid,nasaitasun
331,Ruhe::N,pokoj,nasaitasun
332,Leute::N,lidé,jende
333,Volk::N,národ,herri
334,Volk::N,národ,populu
335,Arbeit::N,práce,lan
336,Gast::N,host,arrotz
337,Gast::N,host,apopilo
338,Geschenk::N,dar,opari
339,Spiel::N,hra,jolas
340,Gesellschaft::N,společnost,gizarte
341,Hilfe::N,pomoc,helpide
342,Hilfe::N,pomoc,laguntza
343,Freund::N,přítel,lagun
344,Kamerad::N,kamarád,adiskide
345,Kamerad::N,kamarád,lagunkide
346,Angelegenheit::N,záležitost,afera
347,Anzahl::N,počet,kopuru
348,Art::N,druh,mota
349,Stück::N,kus,puska
350,Stück::N,kousek,puska
351,Teil::N,díl,atal
352,Teil::N,část,atal
353,Hälfte::N,půl,erdi
354,Kreis::N,kruh,biribilki
355,Kreuz::N,kříž,gurutze
356,Linie::N,linka,linea
357,Strich::N,čára,marra
358,Strich::N,čárka,marra
359,Abstand::N,vzdálenost,tarte
360,Entfernung::N,vzdálenost,urrunera
361,Gegend::N,krajina,alderdi
362,Gegend::N,krajina,eskualde
363,Platz::N,prostor,leku
364,Ort::N,místo,toki
365,Seite::N,strana,albo
366,Mitte::N,střed,erdi
367,Mitte::N,prostředek,erdi
368,Gegenstand::N,předmět,gauzaki
369,Sache::N,věc,gauza
370,Rand::N,kraj,ertz
371,Rand::N,okraj,ertz
372,Kante::N,hrana,ertz
373,Ecke::N,roh,kantoi
374,Spitze::N,hrot,punta
375,Spitze::N,špička,punta
376,Ende::N,konec,buru
377,Ende::N,konec,mutur
378,Loch::N,díra,zulo
379,Winkel::N,kout,zoko
380,Winkel::N,kout,bazter
381,Muster::N,vzor,eredu
382,Muster::N,vzor,marrazki
383,Größe::N,velikost,kaizu
384,Größe::N,velikost,tamaina
385,Länge::N,délka,luzera
386,Höhe::N,výška,goiera
387,Höhe::N,výška,garaiera
388,Gewicht::N,váha,hazta
389,Menge::N,množství,kopuru
390,Haufen::N,kupa,pila
391,Haufen::N,kupa,mendoi
392,Haufen::N,hromada,pila
393,Haufen::N,hromada,mendoi
394,Reihe::N,řada,ilara
395,Reihe::N,řada,errenkada
396,Reihe::N,řádek,ilara
397,Reihe::N,řádek,errenkada
398,Boot::N,člun,potin
399,Boot::N,člun,txalupa
400,Ruder::N,veslo,arraun
401,Schlitten::N,sáně,lera
402,Schlitten::N,sáně,narra
403,Ski::N,lyže,eski
404,Lagerfeuer::N,táborák,su
405,Last::N,náklad,zama
406,Last::N,náklad,karga
407,Last::N,břemeno,zama
408,Last::N,břemeno,karga
409,Gang::N,chůze,ibilera
410,Gang::N,chodba,ibilera
411,Schritt::N,krok,pauso
412,Schritt::N,krok,urrats
413,Norden::N,sever,ipar
414,Norden::N,sever,iparralde
415,Süden::N,jih,hego
416,Süden::N,jih,hegoalde
417,Westen::N,západ,sartalde
418,Westen::N,západ,mendebalde
419,Osten::N,východ,ekialde
420,Osten::N,východ,sortalde
421,Holz::N,dřevo,zur
422,Brett::N,prkno,ohol
423,Platte::N,deska,lauza
424,Stütze::N,opěra,irozgarri
425,Stütze::N,opěra,bermagailu
426,Stange::N,tyč,haga
427,Stange::N,tyčka,haga
428,Stock::N,hůlka,makila
429,Stab::N,hůl,makila
430,Rohr::N,trubka,hodi
431,Haus::N,dům,etxe
432,Heim::N,domov,etxe
433,Heim::N,domov,etxaleku
434,Ofen::N,kamna,berogailu
435,Fußboden::N,podlaha,zoru
436,Tisch::N,stůl,mahai
437,Stuhl::N,židle,aulki
438,Wiege::N,kolébka,kuma
439,Wiege::N,kolébka,sehaska
440,Bett::N,postel,ohe
441,Bett::N,postel,ohatze
442,Regal::N,regál,apalategi
443,Regal::N,police,apalategi
444,Kiste::N,bedna,kutxa
445,Fenster::N,okno,leiho
446,Tür::N,dveře,ate
447,Tor::N,vrata,atari
448,Zaun::N,plot,hesi
449,Dach::N,střecha,teilatu
450,Leiter::N,žebřík,zurubi
451,Besen::N,koště,erratz
452,Besen::N,smeták,erratz
453,Spaten::N,rýč,burdinpala
454,Schaufel::N,lopata,pala
455,Gabel::N,vidlička,sardexka
456,Löffel::N,lžíce,koilara
457,Messer::N,nůž,aizto
458,Nagel::N,hřebík,iltze
459,Netz::N,síť,sare
460,Haken::N,hák,mako
461,Griff::N,držadlo,eskutoki
462,Schloss::N,zámek,sarraila
463,Bild::N,obraz,irudi
464,Figur::N,figura,figura
465,Puppe::N,panenka,panpina
466,Puppe::N,panenka,andrakila
467,Beutel::N,pytlík,zorro
468,Bündel::N,svazek,azao
469,Bündel::N,svazek,espal
470,Tasche::N,taška,poltsa
471,Tasche::N,brašna,poltsa
472,Eimer::N,kýbl,treska
473,Eimer::N,vědro,treska
474,Deckel::N,víko,tapa
475,Deckel::N,víko,estalki
476,Deckel::N,příklop,tapa
477,Deckel::N,příklop,estalki
478,Geschirr::N,nádobí,baxera
479,Geschirr::N,nádobí,ontziteria
480,Sack::N,pytel,zaku
481,Tasse::N,šálek,kikara
482,Topf::N,hrnec,ontzi
483,Topf::N,hrnec,lapiko
484,Kessel::N,kotel,pazia
485,Essen::N,jídlo,janaldi
486,Nahrung::N,strava,jan
487,Nahrung::N,potrava,jan
488,Speise::N,jídlo,jaki
489,Fleisch::N,maso,okela
490,Fleisch::N,maso,haragi
491,Getreide::N,obilí,labore
492,Brei::N,kaše,ahi
493,Brei::N,kaše,pure
494,Brot::N,chléb,ogi
495,Scheibe::N,krajíc,xerra
496,Scheibe::N,krajíc,pirripita
497,Fett::N,tuk,urin
498,Fett::N,tuk,koipe
499,Fett::N,omastek,urin
500,Fett::N,omastek,koipe
501,Butter::N,máslo,gurin
502,Öl::N,olej,olio
503,Salz::N,sůl,gatz
504,Suppe::N,polévka,zopa
505,Suppe::N,polévka,salda
506,Honig::N,med,ezti
507,Milch::N,mléko,esne
508,Tee::N,čaj,te
509,Leder::N,kůže,larru
510,Wolle::N,vlna,artile
511,Stoff::N,látka,ehun
512,Nadel::N,jehla,orratz
513,Nadel::N,jehla,jostorratz
514,Faden::N,nit,hari
515,Knopf::N,knoflík,botoi
516,Knoten::N,uzel,korapilo
517,Farbe::N,barva,pintura
518,Kleidung::N,šaty,arropa
519,Kleidung::N,šaty,jantziak
520,Kleidung::N,šatstvo,arropa
521,Kleidung::N,šatstvo,jantziak
522,Hemd::N,košile,atorra
523,Hemd::N,košile,alkandora
524,Kragen::N,límec,idun
525,Ärmel::N,rukáv,mahuka
526,Hose::N,kalhoty,prakak
527,Hose::N,kalhoty,galtzak
528,Gürtel::N,pás,gerriko
529,Gürtel::N,opasek,gerriko
530,Mütze::N,čepice,txano
531,Mütze::N,čepice,txapel
532,Schuh::N,bota,oski
533,Schuh::N,bota,oinetako
534,Stiefel::N,holínka,bota
535,Ring::N,prsten,uztai
536,Band::N,pásek,zinta
537,Band::N,pásek,xingola
538,Kamm::N,hřeben,orrazi
539,Spiegel::N,zrcadlo,mirail
540,Riemen::N,řemen,uhal
541,Schnur::N,šňůra,lokailu
542,Leine::N,vodítko,lotura
543,Decke::N,pokrývka,burusi
544,Decke::N,přikrývka,burusi
545,Kissen::N,polštář,kuxin
546,Tuch::N,šátek,zapi
547,Tuch::N,šátek,oihal
548,Handtuch::N,ručník,eskuzapi
549,Handtuch::N,ručník,eskuoihal
550,Kraft::N,síla,indar
551,Stärke::N,síla,indar
552,Gesundheit::N,zdraví,osasun
553,Krankheit::N,nemoc,eritasun
554,Krankheit::N,nemoc,gaixotasun
555,Krankheit::N,choroba,eritasun
556,Krankheit::N,choroba,gaixotasun
557,Schmerz::N,bolest,min
558,Wunde::N,rána,zauri
559,Fieber::N,horečka,sukar
560,Arznei::N,lék,osagai
561,Arznei::N,lék,sendagai
562,Brücke::N,most,zubi
563,Brunnen::N,studna,putzu
564,Weide::N,pastva,alha
565,Weide::N,pastva,bazkaleku
566,Weide::N,pastvina,alha
567,Weide::N,pastvina,bazkaleku
568,Pfad::N,pěšina,zidor
569,Pfad::N,pěšina,bidexka
570,Weg::N,cesta,bide
571,Straße::N,silnice,errepide
572,Dorf::N,vesnice,herri
573,Stadt::N,město,hiri
574,Brief::N,dopis,gutun
575,Brief::N,dopis,eskutitz
576,Buch::N,kniha,liburu
577,Buchstabe::N,písmeno,hizki
578,Zeitung::N,noviny,egunkari
579,Leben::N,život,bizi
580,Leben::N,život,bizitza
581,Tod::N,smrt,herio
582,Tod::N,smrt,heriotza
583,Grab::N,hrob,hobi
584,Grab::N,hrob,hilobi
585,Kirche::N,kostel,eliza
586,Sünde::N,hřích,hoben
587,Sünde::N,hřích,bekatu
588,Gott::N,bůh,jainko
589,Arbeiter::N,dělník,langile
590,Arbeiter::N,dělník,behargin
591,Arbeiter::N,pracovník,langile
592,Arbeiter::N,pracovník,behargin
593,Chef::N,šéf,nagusi
594,Chef::N,vedoucí,nagusi
595,Meister::N,mistr,maisu
596,Arzt::N,lékař,osagile
597,Arzt::N,lékař,sendagile
598,Lehrer::N,učitel,irakasle
599,Geld::N,peníze,diru
600,Geschäft::N,obchod,negozio
601,Laden::N,krám,denda
602,Laden::N,krám,saltegi
603,Preis::N,cena,prezio
604,Preis::N,cena,salneurri
605,Ware::N,zboží,salgai
606,Nutzen::N,užitek,onura
607,Nutzen::N,užitek,probetxu
608,Reichtum::N,bohatství,aberastasun
609,Welt::N,svět,ludi
610,Welt::N,svět,mundu
611,Land::N,země,herrialde
612,Staat::N,stát,estatu
613,König::N,král,errege
614,Macht::N,moc,botere
615,Macht::N,mocnost,botere
616,Grenze::N,hranice,muga
617,Krieg::N,válka,guda
618,Feind::N,nepřítel,etsai
619,Feind::N,nepřítel,arerio
620,Gewalt::N,násilí,bortxa
621,Gewalt::N,násilí,bortizkeria
622,Kampf::N,boj,gudu
623,Kampf::N,boj,auska
624,Bogen[Waffe]::N,luk,arku
625,Pfeil::N,šíp,gezi
626,Gewehr::N,puška,fusil
627,Gewehr::N,ručnice,fusil
628,Fehler::N,chyba,huts
629,Fehler::N,chyba,hutsegin
630,Lüge::N,lež,gezur
631,Schaden::N,škoda,kalte
632,Unglück::N,neštěstí,zoritxar
633,Unglück::N,neštěstí,zorigaitz
634,Schuld::N,vina,erru
635,Alter::N,věk,adin
636,Schluss::N,konec,bukaera
637,Zeit::N,čas,aldi
638,Zeit::N,čas,denbora
639,Tag::N,den,egun
640,Morgen::N,ráno,goiz
641,Morgen::N,jitro,goiz
642,Mittag::N,poledne,eguerdi
643,Abend::N,večer,arrats
644,Nacht::N,noc,gau
645,Woche::N,týden,aste
646,Monat::N,měsíc,hil
647,Jahr::N,rok,urte
648,Frühling::N,jaro,udalehen
649,Sommer::N,léto,uda
650,Herbst::N,podzim,udazken
651,Herbst::N,podzim,neguantz
652,Winter::N,zima,negu
653,Januar::N,leden,urtarril
654,Februar::N,únor,otsail
655,März::N,březen,martxo
656,April::N,duben,apiril
657,Mai::N,květen,maiatz
658,Juni::N,červen,ekain
659,Juli::N,červenec,uztail
660,August::N,srpen,abuztu
661,September::N,září,irail
662,Oktober::N,říjen,urri
663,November::N,listopad,azaro
664,Dezember::N,prosinec,abendu
665,Montag::N,pondělí,astelehen
666,Montag::N,pondělek,astelehen
667,Dienstag::N,úterý,astearte
668,Mittwoch::N,středa,asteazken
669,Donnerstag::N,čtvrtek,ostegun
670,Freitag::N,pátek,ostiral
671,Samstag::N,sobota,larunbat
672,Sonntag::N,neděle,igande
673,groß::A,velký,handi
674,klein::A,malý,txiki
675,lang::A,dlouhý,luze
676,kurz::A,krátký,labur
677,breit::A,široký,zabal
678,schmal::A,úzký,mehar
679,dicht::A,hustý,sarri
680,dicht::A,hustý,trinko
681,dick[Gegenstand]::A,tlustý,lodi
682,dünn::A,tenký,mehe
683,fein::A,jemný,fin
684,fest::A,pevný,tinko
685,flach::A,plochý,lau
686,flach::A,plochý,ordoki
687,flach::A,placatý,lau
688,flach::A,placatý,ordoki
689,glatt::A,hladký,leun
690,hart::A,tvrdý,gogor
691,weich::A,měkký,bigun
692,weich::A,měkký,beratz
693,rund::A,kulatý,biribil
694,rund::A,okrouhlý,biribil
695,spitz::A,špičatý,puntadun
696,scharf::A,ostrý,zorrotz
697,stumpf::A,tupý,kamuts
698,schwer::A,těžký,astun
699,schwer::A,těžký,pisutsu
700,schön::A,pěkný,eder
701,schön::A,krásný,eder
702,heiß::A,horký,bero
703,heiß::A,horký,oso bero
704,warm::A,teplý,bero
705,kalt::A,studený,hotz
706,kühl::A,chladný,hotzil
707,frisch::A,svěží,fresko
708,frisch::A,svěží,hozkirri
709,feucht::A,vlhký,heze
710,nass::A,mokrý,busti
711,trocken::A,suchý,siku
712,trocken::A,suchý,lehor
713,voll::A,plný,bete
714,leer::A,prázdný,huts
715,offen::A,otevřený,ireki
716,geschlossen::A,zavřený,itxita
717,sauber::A,čistý,xahu
718,sauber::A,čistý,garbi
719,schmutzig::A,špinavý,lohi
720,schmutzig::A,špinavý,zikin
721,roh::A,syrový,gordin
722,reif::A,zralý,umo
723,reif::A,zralý,heldu
724,lecker::A,chutný,goxo
725,süß::A,sladký,goxo
726,bitter::A,hořký,karmin
727,bitter::A,hořký,garratz
728,sauer::A,kyselý,mingots
729,hell::A,světlý,argi
730,dunkel::A,temný,ilun
731,schwarz::A,černý,beltz
732,weiß::A,bílý,zuri
733,rot::A,rudý,gorri
734,rot::A,červený,gorri
735,gelb::A,žlutý,hori
736,blau::A,modrý,urdin
737,grün::A,zelený,berde
738,grün::A,zelený,musker
739,grau::A,šedý,urdin
740,grau::A,šedý,urdinabar
741,grau::A,šedivý,urdin
742,grau::A,šedivý,urdinabar
743,bunt::A,pestrý,koloretsu
744,billig::A,levný,merke
745,billig::A,laciný,merke
746,teuer::A,drahý,garesti
747,wertvoll::A,cenný,baliotsu
748,blind::A,slepý,itsu
749,taub::A,hluchý,gor
750,kräftig::A,silný,kementsu
751,stark::A,silný,bizkor
752,stark::A,silný,indartsu
753,schwach::A,slabý,ahul
754,schwach::A,slabý,indargabe
755,fett::A,tučný,gizen
756,fett::A,tlustý,gizen
757,schlank::A,štíhlý,lerden
758,hübsch::A,hezký,polit
759,böse::A,zlý,tzar
760,böse::A,zlý,gaizto
761,dumm::A,hloupý,lelo
762,dumm::A,hloupý,pello
763,faul::A,líný,nagi
764,faul::A,líný,alfer
765,fleißig::A,pilný,maratz
766,fleißig::A,pilný,lanzale
767,geizig::A,lakomý,zeken
768,geizig::A,lakomý,zikoitz
769,klug::A,chytrý,zuhur
770,geschickt::A,šikovný,trebe
771,geschickt::A,šikovný,antzetsu
772,lieb::A,milý,maite
773,lieb::A,milý,laztan
774,lustig::A,veselý,alaitsu
775,sanft::A,mírný,eme
776,sanft::A,mírný,ezti
777,hungrig::A,hladový,gose
778,krank::A,nemocný,eri
779,krank::A,nemocný,gaixo
780,nackt::A,nahý,biluzi
781,traurig::A,smutný,itun
782,traurig::A,smutný,betilun
783,traurig::A,truchlivý,itun
784,traurig::A,truchlivý,betilun
785,lebendig::A,živý,bizirik
786,gut::A,dobrý,on
787,schlecht::A,špatný,txar
788,richtig::A,pravý,zuzen
789,richtig::A,správný,zuzen
790,schlimm::A,zlý,larri
791,wahr::A,pravdivý,egiazko
792,alt::A,starý,zahar
793,neu::A,nový,berri
794,ehemalig::A,bývalý,lehengo
795,alt[Lebewesen]::A,starý,adindun
796,jung::A,mladý,gazte
797,arm::A,chudý,txiro
798,arm::A,chudý,behartsu
799,reich::A,bohatý,dirudun
800,bekannt::A,známý,ezagun
801,berühmt::A,slavný,entzun
802,berühmt::A,slavný,ospetsu
803,fremd::A,cizí,arrotz
804,verschieden::A,různý,ezberdin
805,verschieden::A,různý,desberdin
806,verschieden::A,rozličný,ezberdin
807,verschieden::A,rozličný,desberdin
808,nah::A,blízký,hurre
809,nah::A,blízký,hurbil
810,fern::A,daleký,urrun
811,linker::A,levý,ezker
812,rechter::A,pravý,eskuin
813,anderer::A,jiný,beste
814,erster::A,první,lehen
815,erster::A,první,aurren
816,zweiter::A,druhý,bigarren
817,dritter::A,třetí,hirugarren
818,letzter::A,poslední,azken
819,letzter::A,poslední,hondar
820,allein::ADV,sám,bakarrik
821,auf einmal::ADV,najednou,batera
822,zusammen::ADV,spolu,elkarrekin
823,zusammen::ADV,dohromady,elkarrekin
824,lange::ADV,dlouho,luzaro
825,plötzlich::ADV,vtom,bat-batean
826,plötzlich::ADV,náhle,bat-batean
827,sofort::ADV,hned,berehala
828,sofort::ADV,ihned,berehala
829,später::ADV,později,gero
830,jetzt::ADV,teď,orain
831,jetzt::ADV,nyní,orain
832,heute::ADV,dnes,gaur
