,Concept_ID,kv,sk
801,wegen::PRP,понда,kvôli
802,dies::PRN,эта,to
803,dies::PRN,эта,táto
804,das::PRN,сiя,to
805,alles::PRN,быдӧс,všetko
806,ich::PRN,ме,ja
807,du::PRN,тэ,ty
808,er::PRN,сiя,on
809,wir::PRN,мийӧ,my
810,ihr::PRN,ті,vy
811,sie::PRN,нія,oni
812,was::FPRN,мый,čo
813,wer::FPRN,кин,kto
814,wo::FADV,кытӧн,kde
815,wohin::FADV,кытчӧ,kam
816,wie::FADV,дзик,ako
817,warum::FADV,мыля,prečo
818,warum::FADV,мыйсянь,prečo
819,wieviel::FNUM,мымда,koľko
820,eins::NUM,ӧт,jeden
821,zwei::NUM,кык,dva
822,drei::NUM,куим,tri
823,vier::NUM,нёль,štyri
824,fünf::NUM,вит,päť
825,sechs::NUM,квать,šesť
826,sieben::NUM,сизим,sedem
827,acht::NUM,кыкьямыс,osem
828,neun::NUM,ӧкмыс,deväť
829,zehn::NUM,дас,desať
830,elf::NUM,дасотік,jedenásť
831,zwölf::NUM,даскык,dvanásť
832,zwanzig::NUM,кыкдас,dvadsať
833,dreißig::NUM,куимдас,tridsať
834,vierzig::NUM,нёльдас,štyridsať
835,fünfzig::NUM,витдас,päťdesiat
836,sechzig::NUM,кватьдас,šesťdesiat
837,siebzig::NUM,сизимдас,sedemdesiat
838,achtzig::NUM,кыкьямысдас,osemdesiat
839,neunzig::NUM,ӧкмысдас,deväťdesiat
840,hundert::NUM,сто,sto
841,tausend::NUM,тысяча,tisíc
842,und::CNJ,и,i
843,und::CNJ,да,i
844,oder::CNJ,или,alebo
845,stehen::V,сулавны,stáť
846,sitzen::V,пукавны,sedieť
847,liegen::V,куйлыны,ležať
848,hängen::V,ӧшавны,visieť
849,werden::V,лоны,stať sa
850,passieren::V,аркмыны,stať sa
851,beginnen::V,петны,začať sa
852,enden::V,-сь,končiť sa
853,enden::V,бырны,končiť sa
854,wechseln::V,вежсьыны,meniť sa
855,aufgehen[Sonne]::V,петавны,vychádzať
856,untergehen[Sonne]::V,пуксьыны,zapadnúť
857,scheinen[Sonne]::V,югьявны,svietiť
858,donnern::V,гымавны,hrmieť
859,wehen::V,пӧлявны,viať
860,strömen::V,киссьыны,prúdiť
861,fließen::V,визывтны,tiecť
862,sich drehen::V,бергавны,točiť sa
863,sich drehen::V,бергавны,krútiť sa
864,schwanken::V,кӧвьясьны,kolísať
865,schwanken::V,кӧвьясьны,klátiť sa
866,schwingen::V,дюттясьны,kývať sa
867,schwingen::V,дюттясьны,chvieť sa
868,fallen::V,усьны,padať
869,brennen::V,сотчыны,páliť
870,brennen::V,сотчыны,horieť
871,rauchen::V,тшынасьны,dymiť sa
872,regnen::V,зэрны,pršať
873,gefrieren::V,гегдыны,zamrznút
874,tauen::V,сывны,taviť sa
875,schmelzen::V,сывны,taviť sa
876,trocknen::V,косьмыны,schnúť
877,sieden::V,пизьны,vrieť
878,faulen::V,нёльзьыны,hniť
879,verfaulen::V,тӧрмыны,zhniť
880,verfaulen::V,сiсьмыны,zhniť
881,reißen::V,косясьны,pretrhnúť sa
882,versinken::V,вӧйны,zapadnúť
883,versinken::V,вӧйны,potopiť sa
884,vergehen::V,мунны,plynúť
885,erscheinen::V,мыччисьны,objaviť sa
886,verschwinden::V,ӧшны,zmiznúť
887,sinken::V,ямны,klesať
888,abnehmen::V,ямны,ubúdať
889,zunehmen::V,паськавны,pribúdať
890,steigen::V,лэбтiсьны,stúpať
891,wachsen::V,быдмыны,rásť
892,glänzen::V,свиттявны,jagať sa
893,glänzen::V,свиттявны,lesknúť sa
894,funkeln::V,югйовтлыны,iskriť sa
895,funkeln::V,югйӧв-керны,iskriť sa
896,lärmen::V,чавзыны,lomoziť
897,läuten::V,диньгыны,cengať
898,klingeln::V,силькӧтны,zvoniť
899,klirren::V,жольӧтны,rinčať
900,brausen::V,гуасьны,hučať
901,rauschen::V,кышӧтны,šumieť
902,klingen::V,горавны,znieť
903,klingen::V,горавны,zvoniť
904,bellen::V,увтны,štekať
905,bellen::V,увтны,brechať
906,bellen::V,вувтны,štekať
907,bellen::V,вувтны,brechať
908,heulen::V,уннявны,vyť
909,blasen::V,пӧлявны,duť
910,blasen::V,пӧлявны,fúkať
911,pfeifen::V,пиксыны,pískať
912,pfeifen::V,пиксыны,hvízdať
913,schreien::V,айзыны,kričať
914,stöhnen::V,ойзыны,stenať
915,stöhnen::V,ружтыны,stenať
916,zittern::V,легьявны,triasť sa
917,leben::V,овны,žiť
918,geboren werden::V,шогмыны,narodiť sa
919,atmen::V,лолавны,dýchať
920,trinken::V,юны,piť
921,essen::V,сёйны,jesť
922,schlucken::V,ньылавны,zhltnuť
923,müde werden::V,мыдзны,unaviť sa
924,einschlafen::V,ланьтны,usnúť
925,einschlafen::V,ланьтны,zaspať
926,schlafen::V,узьны,spať
927,aufwachen::V,саймыны,zobudiť sa
928,aufwachen::V,пальмыны,zobudiť sa
929,aufstehen::V,сувтны,vstať
930,sich erholen::V,шоччисьлыны,zotavovať sa
931,sich erholen::V,шоччисьлыны,oddýchovať si
932,krank werden::V,моржитны,ochorieť
933,krank sein::V,шогавны,chorieť
934,krank sein::V,шогавны,byť chorý
935,krank sein::V,визьӧтны,chorieť
936,krank sein::V,визьӧтны,byť chorý
937,schmerzen::V,висьны,bolieť
938,husten::V,кашляйтны,kašľať
939,genesen::V,бурдны,uzdraviť sa
940,sterben::V,кувны,umrieť
941,sterben::V,кувны,zomrieť
942,umkommen::V,вийсьыны,zahynúť
943,sich bewegen::V,локны,pohybovať sa
944,sich bewegen::V,ветлӧтны,pohybovať sa
945,sich rühren::V,вӧрзьӧтчыны,hnúť sa
946,sich erheben::V,сувтны,zdvihnúť sa
947,sich setzen::V,пуксьыны,sadnúť si
948,hinfallen::V,пӧрласьны,spadnúť
949,laufen::V,мунны,bežať
950,schreiten::V,тальччавны,kráčať
951,spazierengehen::V,котрасьны,prechádzať sa
952,eilen::V,тэрмасьны,súriť
953,sich beeilen::V,тэрмасьны,ponáhľať sa
954,sausen::V,вирдавны-котӧртны,hučať
955,springen::V,чеччавны,skákať
956,klettern::V,кышасьны,liezť
957,schaukeln::V,чурликасьны,húpať
958,schaukeln::V,чурликасьны,hojdať
959,kriechen::V,кыскасьны-мунны,liezť
960,kriechen::V,кыскасьны-мунны,plaziť sa
961,schwimmen::V,вартчыны,plávať
962,tauchen::V,сунгисьны ваӧ,ponoriť sa
963,rudern::V,сынны,veslovať
964,fahren::V,мунны,ísť
965,fahren::V,мунны,jazdiť
966,fliegen::V,лэбавны,letieť
967,gehen::V,мунны,ísť
968,weggehen::V,мунны,odísť
969,weggehen::V,мунны,odchádzať
970,abfahren::V,иньдӧтчыны,odcestovať
971,abfahren::V,мунны,odcestovať
972,anhalten::V,сувтны,zadržať sa
973,anhalten::V,сувтны,zastaviť sa
974,hineingehen::V,пырны,vchádzať
975,eintreten::V,пырны,vojsť
976,eintreten::V,пырны,vstúpiť
977,kommen::V,локны,prísť
978,ankommen::V,локны,prísť
979,ankommen::V,локны,doraziť
980,zurückkommen::V,бертны,vrátiť sa
981,zurückkommen::V,панӧвтсьыны,vrátiť sa
982,bleiben::V,кольччыны,ostať
983,bleiben::V,кольччыны,zostať
984,warten::V,видзчисьны,čakať
985,erwarten::V,видзчисьны,očakávať
986,suchen::V,кошшыны,hľadať
987,finden::V,адззыны,nájsť
988,versuchen::V,пондыны,skúsiť
989,versuchen::V,пондыны,pokúsiť sa
990,versuchen::V,пондӧтны,skúsiť
991,versuchen::V,пондӧтны,pokúsiť sa
992,vorbereiten::V,лӧсьӧтны,pripraviť
993,lieben::V,милуйтны,ľúbiť
994,lieben::V,милуйтны,milovať
995,mögen::V,радейтны,mať rád
996,lachen::V,серавны,smiať sa
997,rühren::V,сьӧлӧм вӧрзьӧтны,dojať
998,weinen::V,горзыны,plakať
999,schimpfen::V,видчыны,nadávať
1000,sich ärgern::V,лёкавны,hnevať sa
1001,sich ärgern::V,лёкавны,zlostiť sa
1002,sich fürchten::V,повны,báť sa
1003,fürchten::V,повны,báť sa
1004,fliehen::V,пышшыны,utekať
1005,flüchten::V,пышшыны,utiecť
1006,sehen::V,адззыны,vidieť
1007,anschauen::V,видзӧтны,pozrieť sa na
1008,ansehen::V,видзӧтны,pozrieť
1009,hören::V,кывны,počúvať
1010,zuhören::V,кывзыны,počúvať
1011,probieren::V,пешлыны,ochutnať
1012,riechen::V,дукавны,ňuchať
1013,fühlen::V,кывны,cítiť
1014,fühlen::V,кывны,pociťovať
1015,scheinen::V,декуйтчыны,zdať sa
1016,zu sehen sein::V,тыдавны,byť vidieť
1017,vernehmen::V,тӧдмавны,počuť
1018,frieren::V,гегдыны,mrznúť
1019,frieren::V,гегдыны,oziabať
1020,tun::V,керны,robiť
1021,können::V,вермыны,môcť
1022,wollen::V,мӧдны,chcieť
1023,anfangen::V,петны,začať
1024,beenden::V,ештӧтны,skončiť
1025,beenden::V,керыштны,skončiť
1026,aufhören::V,дугдыны,prestať
1027,gelingen::V,шогмыны,podariť sa
1028,geraten::V,мыччисьны,dariť sa
1029,öffnen::V,осьтны,otvoriť
1030,schließen::V,пӧднавны,zavrieť
1031,stellen::V,сувтӧтны,postaviť
1032,setzen::V,пуксьӧтны,posadiť
1033,legen::V,пуктыны,klásť
1034,legen::V,пуктыны,položiť
1035,berühren::V,вӧрзьӧтны,dotykať sa
1036,verbinden::V,йитны,spojiť
1037,bedecken::V,вевттьыны,pokryť
1038,aufhängen::V,ӧшӧтны,zavesiť
1039,anzünden::V,ӧзтыны,zapáliť
1040,aufheben::V,лэбтыны,zdvihnúť
1041,zurücklassen::V,кольны,zanechať
1042,verlieren::V,ӧштыны,stratiť
1043,fallen lassen::V,уськӧтны,pustiť
1044,machen::V,керны,robiť
1045,herstellen::V,вӧчны,vyrobiť
1046,bauen::V,строитны,stavať
1047,bauen::V,строитны,budovať
1048,reparieren::V,вочны,opraviť
1049,verbessern::V,бурсьӧтны,zlepšiť
1050,ändern::V,вежны,zmeniť
1051,ändern::V,вежны,preinačiť
1052,graben::V,гарйыны,ryť
1053,graben::V,гарйыны,kopať
1054,beugen::V,кусіньтны,ohnúť
1055,biegen::V,чукыльтыштны,ohnúť
1056,drehen::V,бергӧтны,točiť
1057,drehen::V,бергӧтны,krútiť
1058,wenden::V,бергӧтны,obrátiť
1059,wenden::V,бергӧтны,prevrátiť
1060,umdrehen::V,бергӧтны,otočiť
1061,umdrehen::V,бергӧтны,obrátiť
1062,heben::V,лэбтыны,dvíhať
1063,heben::V,лэбтыны,povzniesť
1064,hochheben::V,лэбтыны,zdvihnúť
1065,ergreifen::V,кватитны,uchopiť sa
1066,halten::V,видзны,držať
1067,drücken::V,личкыны,tisnúť
1068,schieben::V,тойлавны,posunovať
1069,kratzen::V,шаркӧтны,škrabať
1070,lecken::V,нювны,lízať
1071,beißen::V,йирны,kúsať
1072,abreißen::V,орӧтны,odtrhnúť
1073,abschneiden::V,шӧрыштны,odrezať
1074,abschneiden::V,шӧрыштны,odkrojiť
1075,abschneiden::V,вундыштны,odrezať
1076,abschneiden::V,вундыштны,odkrojiť
1077,binden::V,гӧрдззыны,zaviazať
1078,binden::V,гӧрдззыны,priviazať
1079,stecken::V,мӧртны,strčiť
1080,brechen::V,жугдыны,zlomiť
1081,klopfen::V,зукӧтны,tĺcť
1082,klopfen::V,зукӧтны,klopať
1083,hauen::V,желльыны,nabiť
1084,kleben::V,лякӧтны,lepiť
1085,kleben::V,лякӧтны,nalepiť
1086,reiben::V,зыртны,trieť
1087,streichen::V,мавтны,namazať
1088,schleifen::V,кыскыны,ostríť
1089,schneiden::V,вундавны,rezať
1090,schneiden::V,вундавны,strihať
1091,rütteln::V,шатлавны,triasť
1092,rütteln::V,шатлавны,lomcovať
1093,schütteln::V,зыбӧтны,triasť
1094,schütteln::V,зыбӧтны,potriasť
1095,schwenken::V,ӧвтны,mávať
1096,schwenken::V,макайтны,mávať
1097,schütten::V,кисьтны,sypať
1098,füllen::V,тыртны,plniť
1099,füllen::V,тырсьӧтны,plniť
1100,einwickeln::V,тубны,zabaliť
1101,tragen::V,новйӧтны,niesť
1102,schleppen::V,кыскыны,vliecť
1103,ziehen::V,кыскыны,ťahať
1104,aufbewahren::V,видзны,uložiť
1105,aufbewahren::V,видзны,uschovať
1106,werfen::V,шентывлыны,hodiť
1107,werfen::V,шентывлыны,vrhnúť
1108,fangen::V,кутны,chytať
1109,packen::V,кутасьны,baliť
1110,packen::V,кутасьны,chytiť
1111,packen::V,кватитны,baliť
1112,packen::V,кватитны,chytiť
1113,verstecken::V,дзебны,skryť
1114,verstecken::V,дзебны,schovať
1115,teilen::V,торйӧтны,podeliť
1116,teilen::V,торйӧтны,rozdeliť
1117,schicken::V,иньдыны,posielať
1118,bringen::V,вайны,priniesť
1119,hinzufügen::V,содтыны,pripojiť
1120,bekommen::V,получитны,dostať
1121,erhalten::V,получитны,prijať
1122,nehmen::V,босьтны,vziať
1123,wählen::V,бӧрйыны,voliť
1124,auswählen::V,бӧрйыны,vybrať
1125,auswählen::V,бӧрйыны,vyvoliť
1126,bewahren::V,видзны,zachovať
1127,behindern::V,падтыны,zavadzať
1128,behindern::V,падтыны,byť v ceste
1129,verderben::V,изводавны,skaziť
1130,beschädigen::V,паздыны,ublížiť
1131,beschädigen::V,паздыны,poškodiť
1132,zerbrechen::V,паздыны,rozbiť
1133,zerbrechen::V,паздыны,prelomiť
1134,zerreißen::V,косявны,pretrhnúť
1135,zerstören::V,паздыны,zničiť
1136,verbrennen::V,сотны,spáliť
1137,geben::V,сетны,dať
1138,reichen::V,сетны,podať
1139,schenken::V,козьнавны,darovať
1140,versprechen::V,кӧсйыны,sľúbiť
1141,wünschen::V,бурсьыны,želať
1142,loben::V,ошкыны,chváliť
1143,küssen::V,окавны,bozkať
1144,wiegen::V,тюттьӧтны,kolísať
1145,zudecken::V,вевттьыны,prikryť
1146,wecken::V,саймӧтны,zobudiť
1147,zeigen::V,мыччавны,ukázať
1148,führen::V,нуӧтны,viesť
1149,lehren::V,велӧтны,učiť
1150,unterrichten::V,велӧтны,vyučovať
1151,aufziehen::V,быдтыны,vychovať
1152,leiten::V,юравны,viesť
1153,leiten::V,веськӧтлыны,viesť
1154,antreiben::V,тэрмӧтны,popudiť
1155,lassen::V,-ӧтыны,dať
1156,einladen::V,корны,pozvať
1157,einladen::V,корны,povolať
1158,vereinigen::V,ӧтувтны,spojiť
1159,vereinigen::V,ӧтувтны,zjednotiť
1160,vereinigen::V,ӧтлаавны,spojiť
1161,vereinigen::V,ӧтлаавны,zjednotiť
1162,besuchen::V,пыравлыны,navštíviť
1163,treffen::V,пантавны,stretnúť
1164,sich versammeln::V,ӧксьыны,zhromaždiť sa
1165,spielen::V,орсны,hrať
1166,singen::V,сьывны,spievať
1167,tanzen::V,йӧктыны,tancovať
1168,sich trennen::V,торьясьны,rozísť sa
1169,verlassen::V,кольны,opustiť
1170,retten::V,мынтны,zachrániť
1171,bewachen::V,смекайтны,strážiť
1172,schützen::V,дорйыны,chrániť
1173,verteidigen::V,дорйыны,brániť
1174,sich schlagen::V,тышкасьны,biť sa
1175,schießen::V,лыйны,streliť
1176,schießen::V,лыйны,strieľať
1177,siegen::V,вермыны,zvíťaziť
1178,ärgern::V,лӧгӧтны,hnevať
1179,ärgern::V,лӧгӧтны,zlostiť
1180,schlagen::V,базнитны,biť
1181,schlagen::V,базнитны,udrieť
1182,treten::V,чужьявны,kopnúť
1183,stechen::V,бытшкыны,bodnúť
1184,stechen::V,бытшкыны,pichnúť
1185,stoßen::V,тапкыны,udrieť
1186,stoßen::V,тойыштны,udrieť
1187,stehlen::V,гусявны,kradnúť
1188,stören::V,костіавны,vyrušiť
1189,belästigen::V,назыляйтны,obťažovať
1190,verbergen::V,дзебны,skryť
1191,täuschen::V,бӧбӧтны,sklamať
1192,täuschen::V,пӧрьявны,sklamať
1193,betrügen::V,муклачитны,klamať
1194,betrügen::V,муклачитны,podvádzať
1195,töten::V,вийны,zabiť
1196,töten::V,вийны,usmrtiť
1197,wohnen::V,овны,bývať
1198,arbeiten::V,уджавны,pracovať
1199,sammeln::V,ӧктыны,zbierať
1200,pflücken::V,судзлавны,trhať
1201,pflücken::V,судзлавны,oberať
1202,jagen::V,вӧравны,poľovať
1203,fischen::V,чериавны,loviť ryby
1204,fischen::V,чериавны,chytať ryby
1205,fassen::V,кутны,uloviť
1206,hüten::V,вердны,pásť
1207,hüten::V,йирсьӧтны,pásť
1208,treiben::V,вашӧтны,hnať
1209,anbinden::V,кӧртавны,priviazať
1210,füttern::V,вердны,kŕmiť
1211,melken::V,высьтыны,dojiť
1212,melken::V,чилькӧтны,dojiť
1213,hacken::V,керавны,seknúť
1214,gießen::V,киськавны,polievať
1215,reifen::V,кисьмыны,dozrieť
1216,zubereiten::V,лӧсьӧтны,pripraviť
1217,kochen::V,пуны,variť
1218,backen::V,пӧжавны,piecť
1219,backen::V,пӧжавны,smažiť
1220,braten::V,жаритны,piecť
1221,braten::V,жаритны,pražiť
1222,umrühren::V,соравны,pomiešať
1223,stricken::V,домавны,pliesť
1224,nähen::V,вурны,šiť
1225,färben::V,краситны,zafarbiť
1226,reinigen::V,весӧтны,čistiť
1227,waschen::V,пеславны,myť
1228,abwischen::V,чышкыны,utrieť
1229,spülen::V,гывьявны,vyplachovať
1230,fegen::V,чышкыны,zametať
1231,kehren::V,чышкыны,zametať
1232,baden::V,купайтчыны ,kúpať sa
1233,sich waschen::V,миссьыны,umývať sa
1234,ausziehen::V,гыжтӧтны,zobliecť
1235,ausziehen::V,пӧрччавны,zobliecť
1236,anziehen::V,пасьтавны,obliecť
1237,sich anziehen::V,пасьтасьны,obliecť sa
1238,kämmen::V,сынавны,česať
1239,schmücken::V,баситны,ozdobiť
1240,sagen::V,висьтавны,povedať
1241,sprechen::V,шуны,hovoriť
1242,reden::V,баитны,rozprávať
1243,sich unterhalten::V,сёрнитны,rozprávať sa
1244,fragen::V,юавны,spýtať sa
1245,bitten::V,корны,prosiť
1246,erzählen::V,висьтавны,rozprávať
1247,mitteilen::V,висьтавны,oznámiť
1248,nennen::V,нимтны,nazvať
1249,nennen::V,нимтны,menovať
1250,rufen::V,китсавны,volať
1251,rufen::V,китсавны,zavolať
1252,rufen::V,корны,volať
1253,rufen::V,корны,zavolať
1254,rufen::V,чукӧстны,volať
1255,rufen::V,чукӧстны,zavolať
1256,prahlen::V,ошшасьны,vystatovať sa
1257,übersetzen::V,вуджӧтны,preložiť
1258,denken::V,чайтны,myslieť
1259,glauben::V,веритны,veriť
1260,bemerken::V,казявны,podotknuť
1261,bemerken::V,казявны,spozorovať
1262,erkennen::V,тӧдсавны,poznať
1263,begreifen::V,вежӧртны,pochopiť
1264,begreifen::V,вежӧртны,porozumieť
1265,verstehen::V,кывны,rozumieť
1266,lernen::V,велӧтчыны,učiť sa
1267,wissen::V,тӧдны,vedieť
1268,sich erinnern an::V,касьтывны,pamätať si na
1269,vergessen::V,вунӧтны,zabudnuť
1270,messen::V,меряйтны,merať
1271,zählen::V,лыддьыны,počítať
1272,rechnen::V,лыддьыны,rátať
1273,rechnen::V,лыддьыны,počítať
1274,lesen::V,лыддьӧтны,čítať
1275,zeichnen::V,гижмавны,kresliť
1276,schreiben::V,гижны,písať
1277,besitzen::V,лоны,mať
1278,besitzen::V,лоны,vlastniť
1279,kaufen::V,небны,kúpiť
1280,verkaufen::V,вузавны,predať
1281,bezahlen::V,вештыны,zaplatiť
1282,zahlen::V,вештыны,platiť
1283,ertragen::V,терпитны,znášať
1284,ertragen::V,терпитны,vydržať
1285,Insel::N,,ostrov
1286,Menge::N,,množstvo
1287,Gewalt::N,,násilie
1288,Alter::N,,vek
1289,richtig::A,,správny
1290,wahr::A,,pravý
1291,wahr::A,,pravdivý
1292,berühmt::A,,slávny
1293,berühmt::A,,povestný
1294,allein::ADV,,sám
1295,rennen::V,,bežať
1296,malen::V,,maľovať
1297,beherrschen::V,,ovládať
