,Concept_ID,ab,av
678,jung::A,аҟата,тӏинчӏаб
679,jung::A,аҟата,гӏолохъанаб
680,arm::A,ананамга,пакъираб
681,reich::A,абеиа,бечедаб
682,bekannt::A,адыр,лъалеб
683,berühmt::A,адыр,машгьураб
684,fremd::A,атəым,чияр
685,verschieden::A,Еиуа-еиҧшым,батӏи-батӏияб
686,nah::A,ааигəа,гӏагарда бугеб
687,fern::A,ахара,рикӏкӏадаб
688,linker::A,арма,квегӏаб
689,rechter::A,арҕьа,кваранаб
690,anderer::A,даҽа,батӏияб
691,anderer::A,даҽакы,батӏияб
692,erster::A,актәи,тӏоцебесеб
693,zweiter::A,аҩбатəи,кӏиабилеб
694,dritter::A,ахҕатәи,лъабабилеб
695,letzter::A,аҵыхəтəантəи,ахирисеб
696,allein::ADV,мацара,ялгъузго
697,auf einmal::ADV,зныкала,цихӏинтӏаго
698,auf einmal::ADV,зныкҟьара,цихӏинтӏаго
699,zusammen::ADV,аиц...,цойида
700,lange::ADV,акыраамҭа,
701,plötzlich::ADV,иаалырҟьаны,цойидасанго
702,sofort::ADV,иаразнакҵәҟьа,гьебсагӏат
703,später::ADV,уажəшьҭаншəа,
704,jetzt::ADV,уажәы,гьанже
705,heute::ADV,иахьа,жакъа
706,morgen::ADV,уаҵәы,метер
707,bald::ADV,иласны,гьабсагӏаталъ
708,dann::ADV,нас,цинги
709,gestern::ADV,иацы,сон
710,einst::ADV,зны,цин
711,damals::ADV,усҟан,гьебмехалъ
712,damals::ADV,усҟан,гьебмехалда
713,danach::ADV,нас,цинги
714,danach::ADV,нас,хадуса
715,vorher::ADV,уаанӡа,цебе
716,zuerst::ADV,азнаказы,тӏоцебе
717,zuerst::ADV,аҧхьа,тӏоцебе
718,einmal::ADV,зны,цинцӏул
719,einmal::ADV,зны,цихӏин
720,einmal::ADV,зны,цоцӏул
721,manchmal::ADV,зны-зынла,олоцӏул
722,oft::ADV,лассы-лассы,гӏемерго
723,immer::ADV,енагь,кидаго
724,immer::ADV,еснагь,кидаго
725,niemals::ADV,ианакəызаалак,киданиги
726,hier::ADV,ара,аниб
727,hier::ADV,абра,аниб
728,hier::ADV,араҟа,аниб
729,hierhin::ADV,ара,анибехун
730,hierhin::ADV,араҟа,анибехун
731,von hier::ADV,арантә,гьаниса
732,dort::ADV,уа,гьениб
733,dorthin::ADV,уахь,гьадаба
734,dorthin::ADV,анахь,гьадаба
735,geradeaus::ADV,ишиашоу,битӏутӏа
736,vorwärts::ADV,ҕхьаҟа,цебехун
737,rückwärts::ADV,шьҭахьла,нахъ-нахъ
738,zurück::ADV,шьҭахьҟа,нахъе
739,unten::ADV,лбаа,ахакь
740,unten::ADV,лбаа,гъоркь
741,hinab::ADV,алада,эхебе
742,oben::ADV,хыхь,тӏад
743,oben::ADV,хыхь,тӏадехун
744,hinauf::ADV,аҩада,эхеде
745,überall::ADV,зегьынцьара,кибго
746,nicht::ADV,-м,
747,ein wenig::ADV,ҕыҭк,дагьабго
748,kaum::ADV,аарлаҳәа,хӏалалъ
749,kaum::ADV,афергьҳәа,хӏалалъ
750,sehr::ADV,даара,кутакалда
751,so::ADV,ас,гьедин
752,so::ADV,абас,гьедин
753,noch::ADV,макьана,жеги
754,nur::ADV,заҵәык,гӏӣцӏго
755,schon::ADV,уажәшьҭа,
756,schon::ADV,аиҳа ипоу,
757,wieder::ADV,ҿыц,на́хъеги
758,wieder::ADV,дырҩегь,на́хъеги
759,wieder::ADV,дырҩегьых,на́хъеги
760,vergebens::ADV,баша,чӏалгӏаде
761,vor::PRP,аҕхьа,цебе
762,hinter::PRP,нхыҵ,хадуса
763,unter::PRP,амҵа,ахакь
764,unter::PRP,амҵа,гъоркь
765,unter::PRP,амҵан,ахакь
766,unter::PRP,амҵан,гъоркь
767,neben::PRP,ааигуара,аскӏо
768,zwischen::PRP,абжьара,гьоркьоб
769,wegen::PRP,-иззы,гьелда
770,wegen::PRP,-ҟнытә,гьелда
771,dies::PRN,ари,гьаб
772,dies::PRN,ари,гьеб
773,dies::PRN,абри,гьаб
774,dies::PRN,абри,гьеб
775,das::PRN,Абни,доб
776,das::PRN,убри,доб
777,alles::PRN,зегьы,
778,ich::PRN,са,дун
779,ich::PRN,сара,дун
780,du::PRN,бара,дуца
781,er::PRN,иара,доб
782,wir::PRN,ҳара,ниж
783,ihr::PRN,шәара,нуж
784,sie::PRN,дара,дол
785,sie::PRN,дара,эл
786,wer::FPRN,дарбан,щиб
787,wo::FADV,иабыкуу,киб
788,wo::FADV,иабыкуу,кибехун
789,wo::FADV,аба-,киб
790,wo::FADV,аба-,кибехун
791,wo::FADV,ахь-,киб
792,wo::FADV,ахь-,кибехун
793,wohin::FADV,иабыкуу,кибехун
794,wohin::FADV,аба-,кибехун
795,wohin::FADV,ахь-,кибехун
796,wie::FADV,-шҕа,кин
797,warum::FADV,избан,щай
798,wieviel::FNUM,заҟа,кигӏан
799,eins::NUM,акы,цо
800,eins::NUM,аӡәы,цо
801,zwei::NUM,ҩба,кӏиго
802,drei::NUM,хҕа,лъабго
803,vier::NUM,ҕшьба,ункъо
804,fünf::NUM,хəба,щуго
805,sechs::NUM,фба,анлъго
806,sieben::NUM,Бжьба,анкьго
807,acht::NUM,ааба,микьго
808,neun::NUM,жәба,ичӏго
809,zehn::NUM,жәаба,анцӏго
810,elf::NUM,жәеизатәи,анцӏила цо
811,zwölf::NUM,жәаҩа,кӏиго-анцӏила
812,zwanzig::NUM,ҩажәа,къого
813,dreißig::NUM,ҩажәижәабатәи,лъеберго
814,vierzig::NUM,ҩынҩажәа,кӏикъого
815,fünfzig::NUM,ҩынҩажәеижәаба,кӏикъо́ялда анцӏго
816,sechzig::NUM,хынҩажәа,лъабкъого
817,siebzig::NUM,хынҩажәижәаба,лъабкъо́ялда анцӏго
818,achtzig::NUM,ҕшьынҩажәа,ункъого
819,neunzig::NUM,ҕшьынҩажәижәаба,ункъоялда а́нцӏила
820,hundert::NUM,шәкы,нусго
821,tausend::NUM,зқьы,азарго
822,und::CNJ,-и,ва
823,und::CNJ,-и,-ги
824,oder::CNJ,ма,ялъуни
825,stehen::V,агылазаара,бахъунчӏезе
826,sitzen::V,атəара,гӏодов чӏезе
827,sitzen::V,атəа(заа)ра,гӏодов чӏезе
828,liegen::V,аиара,бегизе
829,hängen::V,акнаҳара,базе
830,werden::V,аҟалара,бахъине
831,passieren::V,аҟалара,лъугьине
832,passieren::V,аҟалара,лъугьа-бахъине
833,beginnen::V,алагара,байбихьизе
834,enden::V,алгара,лъугӏизе
835,wechseln::V,аҽыҧсахра,хиса-басизе
836,wechseln::V,аҽыҧсахра,хисизе
837,aufgehen[Sonne]::V,агылара,баккизе
838,aufgehen[Sonne]::V,ахашлара,баккизе
839,aufgehen[Sonne]::V,аҩаҵхахара,баккизе
840,untergehen[Sonne]::V,аҭашəара,щинкӏизе
841,scheinen[Sonne]::V,акаҧхара,къалъ-къалъизе
842,donnern::V,адыдра,гъугъазе
843,wehen::V,асра,пуйзе
844,strömen::V,акаҭəара,чвахизе
845,fließen::V,ацара,чвахизе
846,sich drehen::V,ахагьежьра,сверизе
847,schwanken::V,аҵысра,хьвагӏезе
848,schwanken::V,аҵысра,багъа-бачаризе
849,schwingen::V,ахызазара,щвартӏезе
850,schwingen::V,акьаандара,щвартӏезе
851,fallen::V,акаҳара,бортизе
852,brennen::V,абылра,рекӏине
853,rauchen::V,ахылҵра,кӏкӏуй буризе
854,regnen::V,аура,базе
855,gefrieren::V,аҵаара,гӏу́низе
856,tauen::V,аӡҭра,биаризе
857,schmelzen::V,ақəӡыҭра,биине
858,schmelzen::V,аҭəара,биине
859,trocknen::V,абара,бакъвазе
860,sieden::V,ашра,гьалдезе
861,faulen::V,абаара,махӏцине
862,verfaulen::V,абаара,туризе
863,verfaulen::V,аилашра,туризе
864,reißen::V,аҧжəара,бихъизе
865,versinken::V,аӡааҟəрылара,гъанкъизе
866,vergehen::V,ацара,базе
867,vergehen::V,ацара,бахъизе
868,vergehen::V,ацара,ине
869,erscheinen::V,ацəырҵра,баккизе
870,verschwinden::V,аҵашəкəара,къине
871,verschwinden::V,аҵашəкəара,билизе
872,sinken::V,атəара,гӏодо́бе ккезе
873,sinken::V,алаҟəра,гӏодо́бе ккезе
874,abnehmen::V,ацӡаара,тӏаса камизе
875,abnehmen::V,аиҵалара,тӏаса камизе
876,zunehmen::V,аҽырҭбаара,гӏемерлъизе
877,zunehmen::V,аиҵыҵра,гӏемерлъизе
878,zunehmen::V,арацəахара,гӏемерлъизе
879,steigen::V,азҳара,бахине
880,steigen::V,ашьҭыҵра,бахине
881,steigen::V,адухара,бахине
882,steigen::V,ацлара,бахине
883,wachsen::V,азҳара,кӏодолъизе
884,glänzen::V,ацыр-цырра,цӏвакизе
885,glänzen::V,ацыҩ-цыҩра,цӏвакизе
886,glänzen::V,аказказра,цӏвакизе
887,funkeln::V,ашап-шапра,паркъезе
888,funkeln::V,ацым-цымра,паркъезе
889,lärmen::V,ашьҭыбжьгара,хъудизе
890,lärmen::V,ашьҭыбжьгара,чӏиргъдизе
891,lärmen::V,аҕьҕьаҳәа аилалара,хъудизе
892,lärmen::V,аҕьҕьаҳәа аилалара,чӏиргъдизе
893,läuten::V,аҵəҵəасра,кьабизе
894,klingeln::V,аҵəҵəасра,кьабизе
895,klirren::V,ахьархьарра,зваргъизе
896,klirren::V,архьархьарра,зваргъизе
897,brausen::V,аилаҽҽара,гьалаглъизе
898,brausen::V,еилашуера,гьалаглъизе
899,klingen::V,агара,бахъине
900,klingen::V,ашьҭыбжь гара,бахъине
901,bellen::V,ашра,гъанчдезе
902,heulen::V,ауура,рурудизе
903,blasen::V,аҭəҳəара,гьохьизе
904,pfeifen::V,ашəшəра,гьещтӏезе
905,schreien::V,аҳəҳəара,ахӏизе
906,schreien::V,аҳəҳəара,ахӏдезе
907,schreien::V,ахəаара,ахӏизе
908,schreien::V,ахəаара,ахӏдезе
909,schreien::V,аҟаара,ахӏизе
910,schreien::V,аҟаара,ахӏдезе
911,stöhnen::V,ақьра,зигардизе
912,zittern::V,аҵыс-ҵысра,дарран
913,zittern::V,аҵыс-ҵысра,гьаргьадизе
914,leben::V,аҟазаара,бетӏербахъизе
915,geboren werden::V,Аира,лъугьине
916,atmen::V,аҕсыҕ лагаҩагара,хӏухьел биччазе
917,trinken::V,ажəра,гьекъезе
918,essen::V,акрыфара,квине
919,essen::V,акрыфара,кваназе
920,schlucken::V,албаадара,кӏкӏвине
921,schlucken::V,албаадара,къулчӏизе
922,müde werden::V,ааҕсара,сваказе
923,einschlafen::V,ацəара,кьижизе
924,einschlafen::V,ацəара,гъапуллъизе
925,schlafen::V,ацəазаара,кьижизе
926,aufwachen::V,аҿыхара,бигьине
927,aufstehen::V,Агəылҵра,бахъине
928,aufstehen::V,Агəылҵра,тӏадебахъине
929,sich erholen::V,аҧсшьара,хьи бахъизе
930,sich erholen::V,аҧсшьара,хӏалхьи гьабизе
931,krank werden::V,ачмазаҩхара,унтизе
932,krank sein::V,аҳəарҧсарра,унтизе
933,schmerzen::V,ахьра,унтизе
934,husten::V,аимҳәара,хъегӏизе
935,genesen::V,абзиахара,лъилъизе
936,genesen::V,аӷəӷəахара,лъилъизе
937,sterben::V,аҧсра,хвезе
938,umkommen::V,аҭахара,гьалаглъизе
939,sich bewegen::V,аиҭаҵра,багъаризе
940,sich bewegen::V,аиҭаҵра,багъаргъизе
941,sich rühren::V,ақəацара,багъаризе
942,sich erheben::V,аҩагылара,тӏадебахъине
943,sich erheben::V,аҩагылара,бахъине
944,sich setzen::V,атəара,гӏодов чӏезе
945,hinfallen::V,акаҳара,щапизе
946,laufen::V,аныҟəара,хьвадизе
947,schreiten::V,ашьаҿа еихгара,чӏезе
948,spazierengehen::V,анеи-ааира,тира-сверизе
949,eilen::V,аццакра,ракӏхӏалакине
950,eilen::V,аццакра,дуризе
951,sich beeilen::V,аццакра,дуризе
952,sich beeilen::V,аццакра,гӏедегӏизе
953,sausen::V,аҧырра,тӏуризе
954,sausen::V,иҭрысны,тӏуризе
955,sausen::V,ишьҭҟьаны ацара,тӏуризе
956,rennen::V,аҩра,бекеризе
957,springen::V,аҧара,кӏанцӏизе
958,klettern::V,ақəлара,хархадизе
959,schaukeln::V,аҟəараҟəанҽара,гьерщезе
960,kriechen::V,аҳəазара,хъурщизе
961,schwimmen::V,аӡсара,лъедезе
962,tauchen::V,ахəӡааҵəира,букъардизе
963,rudern::V,аҵшьра,хазе
964,fahren::V,акала,ине
965,fliegen::V,аҧырра,боржине
966,gehen::V,аиҭаҵра,ине
967,weggehen::V,ацара,ине
968,abfahren::V,адəықəлара,къокъине
969,abfahren::V,ацара,къокъине
970,anhalten::V,ааныргылара,чӏезе
971,anhalten::V,ааныргылара,тархъизе
972,anhalten::V,ааныргылара,лъалхъизе
973,hineingehen::V,аҭалара,тӏаделъугьине
974,eintreten::V,аҩналара,лъугьине
975,kommen::V,аара,бачӏине
976,kommen::V,ааира,бачӏине
977,ankommen::V,ааира,щвезе
978,ankommen::V,ааира,тӏадебачӏине
979,ankommen::V,аара,щвезе
980,ankommen::V,аара,тӏадебачӏине
981,ankommen::V,анеира,щвезе
982,ankommen::V,анеира,тӏадебачӏине
983,zurückkommen::V,азыхынҳəра,тадбуссине
984,zurückkommen::V,азыхынҳəра,тӏадбуссине
985,bleiben::V,аанхара,чӏезе
986,bleiben::V,аанхара,хутӏизе
987,bleiben::V,анхара,чӏезе
988,bleiben::V,анхара,хутӏизе
989,bleiben::V,аангылара,чӏезе
990,bleiben::V,аангылара,хутӏизе
991,warten::V,азҧшзаара,чӏезе
992,erwarten::V,азҧшра,балагьизе
993,suchen::V,ашьҭазаара,балагьизе
994,finden::V,аҧшаара,батизе
995,versuchen::V,аҽазкра,хӏалбихьизе
996,vorbereiten::V,армазеира,хӏадурлъизабизе
997,lieben::V,абзиабара,балай бегьизе
998,mögen::V,агəаҧхара,бокьизе
999,lachen::V,аччара,белъизе
1000,rühren::V,арҵəуара,
1001,weinen::V,аҵəуара,гӏодизе
1002,schimpfen::V,ацəҳара,гъанчдезе
1003,sich ärgern::V,агəаара,вагъизе
1004,sich ärgern::V,агəаара,ццида́хине
1005,sich fürchten::V,аӡыӡара,хӏинкъизе
1006,fürchten::V,ацəшəара,беркъазе
1007,fürchten::V,ацəшəара,хӏинкъа-къазе
1008,fliehen::V,абналара,лъутизе
1009,fliehen::V,ацəцара,лъутизе
1010,flüchten::V,абналара,лъутизе
1011,flüchten::V,ацəцара,лъутизе
1012,sehen::V,абара,бихьизе
1013,anschauen::V,ахəаҧшра,бертӏамизе
1014,anschauen::V,ахəаҧшра,балагьизе
1015,ansehen::V,ахəаҧшра,бала-гъалагьизе
1016,hören::V,аҳара,рагӏизе
1017,zuhören::V,азыӡырҩра,гӏенеккизе
1018,probieren::V,аҧышəара,кӏалдиб хъва́зе
1019,probieren::V,аҧышəара,чӏамизе
1020,riechen::V,афыҩра,су́нтӏизе
1021,fühlen::V,анырра,чӏвазе
1022,fühlen::V,ацәакырра,чӏвазе
1023,scheinen::V,шәа,
1024,scheinen::V,аацәырҵа,
1025,vernehmen::V,аҳара,рагӏизе
1026,frieren::V,ашəра,цӏорозе
1027,frieren::V,аҵаара,цӏорозе
1028,tun::V,аҟаҵара,гьабизе
1029,können::V,алшара,кӏвезе
1030,können::V,алшара,лъазе
1031,wollen::V,аҭахра,бокьизе
1032,anfangen::V,алагара,байбихьизе
1033,beenden::V,алгара,тӏубазабизе
1034,beenden::V,алгара,лъугӏизабизе
1035,aufhören::V,аҟəыҵра,бахъизе
1036,gelingen::V,аура,бахъизе
1037,gelingen::V,аманшəалахара,бахъизе
1038,gelingen::V,алҵра,бахъизе
1039,geraten::V,нзаарын,бахъизе
1040,öffnen::V,аартра,рагьизе
1041,schließen::V,аркра,къазе
1042,stellen::V,аргылара,чӏвазе
1043,setzen::V,артəара,рекӏинабизе
1044,setzen::V,артəара,гӏодор чӏезаризе
1045,legen::V,ақəҵара,лъезе
1046,berühren::V,акьысра,хъвазе
1047,berühren::V,алакьысра,хъвазе
1048,verbinden::V,аҿаҳəара,хьухьине
1049,verbinden::V,аҿаҳəара,бухьине
1050,bedecken::V,ақəршəра,кквезе
1051,aufhängen::V,акнаҳара,базе
1052,anzünden::V,аркра,бакизе
1053,anzünden::V,аркра,рекӏинабизе
1054,aufheben::V,ашьҭыхра,
1055,zurücklassen::V,аныжьра,тезе
1056,verlieren::V,ацəыӡра,билизабизе
1057,fallen lassen::V,ацəкаҳара,бортизабизе
1058,machen::V,ачаҧара,гьабизе
1059,herstellen::V,аиҵдара,гьабизе
1060,herstellen::V,аиҵдара,хӏадурлъизабизе
1061,bauen::V,аргылара,базе
1062,bauen::V,аргылара,гьабизе
1063,reparieren::V,арҽеира,къачӏазе
1064,verbessern::V,аиҕьтəра,лъикӏлъизабизе
1065,ändern::V,аҧсахра,хисизабизе
1066,graben::V,ажра,бухъизе
1067,beugen::V,арҟəра,хьетӏизабизе
1068,beugen::V,архəара,хьетӏизабизе
1069,biegen::V,арҟəра,гьетӏизабизе
1070,biegen::V,архəара,гьетӏизабизе
1071,drehen::V,аргьежьра,тиризабизе
1072,drehen::V,аргьежьра,свердизабизе
1073,umdrehen::V,аарҳәра,бегизе
1074,umdrehen::V,аарҳәра,бега-битӏизе
1075,heben::V,аҩахара,борхизе
1076,heben::V,араҳара,борхизе
1077,hochheben::V,ахагалара,борхалъизабизе
1078,hochheben::V,ахагалара,борхизе
1079,hochheben::V,ашьҭҳəара,борхалъизабизе
1080,hochheben::V,ашьҭҳəара,борхизе
1081,halten::V,акра,кквезе
1082,drücken::V,ақəрӷəӷəара,къазе
1083,drücken::V,ақəрӷəӷəара,къанцӏу́зе
1084,drücken::V,ақəрӷəӷəара,къвал ба́зе
1085,schieben::V,аҵгəара,хъилдизе
1086,schieben::V,агəара,хъилдизе
1087,kratzen::V,ацəҟьара,хачазе
1088,lecken::V,арбзара,чӏикӏизе
1089,beißen::V,ацҳара,хӏанчӏизе
1090,beißen::V,ацҳара,хӏанчӏизабизе
1091,abreißen::V,амжəара,тӏезе
1092,abreißen::V,амжəара,тӏезабизе
1093,abschneiden::V,ахҵəара,къотӏизе
1094,abschneiden::V,аҿахҵəара,къотӏизе
1095,binden::V,аҿаҳəара,бухьине
1096,stecken::V,алаҵара,къазабизе
1097,brechen::V,аҧҵəара,бекизе
1098,klopfen::V,асра,дванкезе
1099,hauen::V,ақəкшара,базе
1100,kleben::V,аҷабра,бацӏцӏине
1101,reiben::V,арҟəыҷра,хачазе
1102,streichen::V,ахьшьра,бахине
1103,streichen::V,ахьшьра,жужазе
1104,schleifen::V,ахра,лъухьизе
1105,schneiden::V,аҧҟара,къотӏизе
1106,rütteln::V,арҵысра,багъа-бачаризабизе
1107,schütteln::V,аршəшəара,кӏобокӏизе
1108,schwenken::V,аҟьара,гьесадизе
1109,schwenken::V,аҟьара,хьвагӏезабизе
1110,schütten::V,аҭаҭəара,тӏезе
1111,füllen::V,арҭəра,цӏезабизе
1112,einwickeln::V,алаҳəара,жемизе
1113,tragen::V,аҩагара,баччизе
1114,schleppen::V,арҳəазара,бехъерхъизе
1115,ziehen::V,ахара,цӏазе
1116,aufbewahren::V,аҵəахра,цӏунизе
1117,werfen::V,аршəра,рехизе
1118,fangen::V,акра,кквезе
1119,packen::V,анкра,кквезе
1120,packen::V,аҵкаара,кквезе
1121,verstecken::V,аҵəахра,бахчизе
1122,teilen::V,ашара,бикьизе
1123,schicken::V,ашьҭра,битӏизе
1124,bringen::V,аагара,баччизе
1125,hinzufügen::V,ацҵара,жубазе
1126,bekommen::V,аҧшаара,щвезе
1127,bekommen::V,архиара,щвезе
1128,bekommen::V,аура,щвезе
1129,erhalten::V,аиура,щвезе
1130,erhalten::V,аиура,босизе
1131,nehmen::V,агара,босизе
1132,wählen::V,алҧшаара,бищизе
1133,auswählen::V,алхра,тӏасабищизе
1134,behindern::V,аҧырхагахара,квекӏен гьабизе
1135,verderben::V,алгара,хвезабизе
1136,verderben::V,абжьыхра,хвезабизе
1137,verderben::V,аҧхасҭатəра,хвезабизе
1138,beschädigen::V,аҧхасҭатəра,галгъазабизе
1139,zerbrechen::V,аҧҽра,щущазабизе
1140,zerreißen::V,аҧжəара,бихъизе
1141,zerstören::V,аилаҧыххаара,биххизабизе
1142,verbrennen::V,абылра,бухӏизе
1143,geben::V,аҭара,кьезе
1144,reichen::V,аҭара,кьезе
1145,schenken::V,аҩгара,кьезе
1146,versprechen::V,ақəргəыӷра,назру гьабизе
1147,loben::V,арҽхəара,беццизе
1148,loben::V,арҽхəара,бецца-бекъизе
1149,küssen::V,агəӡра,баизе
1150,zudecken::V,аҵахҩара,тӏадбигъине
1151,zudecken::V,ақəршəра,тӏадбигъине
1152,wecken::V,арҿыхара,бигьинабизе
1153,zeigen::V,арбара,бихьизабизе
1154,führen::V,аныҟəгара,бачине
1155,lehren::V,арҵара,малъизе
1156,lehren::V,арҵара,цӏализабизе
1157,unterrichten::V,арҧхьара,цӏализабизе
1158,aufziehen::V,ааӡара,гӏезабизе
1159,leiten::V,ахагылазаара,нухмалъи гьабизе
1160,antreiben::V,арццакра,гӏедегӏизабизе
1161,lassen::V,арҟаҵара,
1162,einladen::V,ааҕхьара,ахӏизе
1163,einladen::V,ааҕхьара,тӏадеахӏизе
1164,einladen::V,анаҧхьара,ахӏизе
1165,einladen::V,анаҧхьара,тӏадеахӏизе
1166,vereinigen::V,аилаҵара,цолъизабизе
1167,besuchen::V,абара,баккизе
1168,besuchen::V,абара,хьвадизе
1169,treffen::V,аҧылара,дандчӏвазе
1170,sich versammeln::V,аизара,данделъизе
1171,sich versammeln::V,аизара,бакӏаризе
1172,spielen::V,ахəмарра,басандизе
1173,singen::V,ашəаҳəара,ахӏизе
1174,tanzen::V,акəашара,кьурдизе
1175,sich trennen::V,аилыҵра,батӏалъизе
1176,verlassen::V,акажьра,тезе
1177,verlassen::V,акажьра,рехунтезе
1178,retten::V,Аиқəрхара,хвасар гьабизе
1179,retten::V,Аиқəрхара,хвасарлъизабизе
1180,bewachen::V,ахьчара,цӏунизе
1181,schützen::V,ацəыхьчара,цӏунизе
1182,verteidigen::V,ахьчара,цӏунизе
1183,sich schlagen::V,аисра,багъизе
1184,schießen::V,ахысра,речӏчӏизе
1185,siegen::V,аиааира,бергьине
1186,ärgern::V,аргəаара,вагъизавизе
1187,schlagen::V,асра,кьабизе
1188,schlagen::V,аҭасра,кьабизе
1189,stechen::V,алакшара,къазабизе
1190,stoßen::V,агəҭасра,тункизе
1191,stoßen::V,агəҭасра,хъилдизе
1192,stehlen::V,аӡара,щинкӏизабизе
1193,stören::V,аҧырхагахара,квекӏен гьабизе
1194,stören::V,аҧырхагахара,татубахъи гьабизе
1195,belästigen::V,аргəамҵра,рахӏатхвезабизе
1196,verbergen::V,аӡара,бахчизе
1197,verbergen::V,аӡара,балъго тезе
1198,täuschen::V,ажьара,божуда рекӏкӏ гьабизе
1199,täuschen::V,ажьара,гуккизе
1200,betrügen::V,ажьара,хӏилла гьабизе
1201,betrügen::V,ажьара,сандирахълъи гьабизе
1202,töten::V,ашьра,чӏвазе
1203,wohnen::V,анхара,яшав гьабизе
1204,arbeiten::V,аусура,хӏалтӏизе
1205,sammeln::V,аҟəшəара,бакӏаризе
1206,pflücken::V,аҿыршəара,бетӏизе
1207,pflücken::V,аҿыхра,бетӏизе
1208,jagen::V,ашəарыцара,чан гьабизе
1209,fischen::V,аҧсыӡ икуеит,ччугӏа кквезе
1210,fassen::V,акра,кквезе
1211,hüten::V,арҳəра,кваназабизе
1212,hüten::V,ахьчара,кваназабизе
1213,treiben::V,акацара,гъезе
1214,anbinden::V,адҳəалара,бухьине
1215,füttern::V,акырҿаҵара,кваназабизе
1216,melken::V,ахьара,бечӏчӏизе
1217,hacken::V,аҟəаҟəара,чӏвазе
1218,gießen::V,аҵаҭəара,лъалъазе
1219,reifen::V,ашəра,барщизе
1220,reifen::V,аҟалара,барщизе
1221,zubereiten::V,ацура,бежа-белъине
1222,kochen::V,ажəра,белъине
1223,backen::V,аӡра,базе
1224,braten::V,аӡра,бежизе
1225,umrühren::V,аилрыхра,багъаризе
1226,stricken::V,аҧара,хьухьине
1227,nähen::V,аӡахра,букъизе
1228,färben::V,ашəра,кьер гьабизе
1229,reinigen::V,арыцқьара,бацӏцӏине
1230,waschen::V,аӡәӡәара,чуризе
1231,abwischen::V,арбара,бацӏцӏине
1232,spülen::V,аҭыршара,хулизе
1233,fegen::V,аҧссара,лъухьизе
1234,baden::V,аҽыкəабара,чордезе
1235,sich waschen::V,аҽыӡəӡəара,
1236,ausziehen::V,ашəыхра,бахъизе
1237,anziehen::V,ашəҵара,ретӏине
1238,sich anziehen::V,аҽеилаҳəара,ретӏине
1239,kämmen::V,аҳəара,хазе
1240,schmücken::V,арҧшӡара,чӏухӏизабизе
1241,sagen::V,аҳəара,бицине
1242,sprechen::V,ацəажəара,бицине
1243,reden::V,ацəажəара,гаргадизе
1244,reden::V,аицәажәара,гаргадизе
1245,sich unterhalten::V,аицәажәара,гаргадизе
1246,fragen::V,азҵаара,цӏехезе
1247,fragen::V,азҵаара,гьикъизе
1248,bitten::V,аҳəара,гьаризе
1249,erzählen::V,аҳəара,бицине
1250,mitteilen::V,азыцҳара,лъазабизе
1251,nennen::V,ахьӡҵара,цӏар лъезе
1252,rufen::V,азҿыҭра,ахӏизе
1253,prahlen::V,аҽхəара,беццаризе
1254,übersetzen::V,аиҭагара,буссинабизе
1255,denken::V,азхəыцра,ургъизе
1256,glauben::V,ахаҵара,божизе
1257,bemerken::V,агəаҭара,берречӏчӏизе
1258,erkennen::V,адырра,лъазе
1259,erkennen::V,адырра,батӏаго бахъизе
1260,begreifen::V,аилкаара,бичӏчӏизе
1261,verstehen::V,аҳара,
1262,lernen::V,аҵара,цӏализе
1263,wissen::V,адырра,лъазе
1264,sich erinnern an::V,агəаларшəара,ракӏалде щвезе
1265,vergessen::V,ахашҭра,кӏочене
1266,messen::V,ашəара,борцине
1267,zählen::V,аҧхьаӡара,рикӏкӏине
1268,rechnen::V,аҳасабра,рикӏкӏине
1269,lesen::V,аҧхьара,цӏализе
1270,besitzen::V,амазаара,щвезе
1271,besitzen::V,амазаара,бу́кӏине
1272,kaufen::V,Аахəара,босизе
1273,verkaufen::V,аҭира,бичизе
1274,bezahlen::V,ахҭынҵара,кьезе
1275,bezahlen::V,ашəара,кьезе
1276,zahlen::V,ашəара,кьезе
1277,ertragen::V,ачҳара,баччизе
1278,Kralle::N,,квачӏ
1279,Kralle::N,,катиквачӏ
1280,Schwarm::N,,тӏел
1281,Sache::N,,жо
1282,Essen::N,,тӏагӏам
1283,Monat::N,,моцӏ
1284,Jahr::N,,сон
1285,Jahr::N,,лъагӏел
1286,dünn::A,,тӏеренаб
1287,roh::A,,хамаб
1288,roh::A,,гӏатӏгояб
1289,was::FPRN,,щиб
1290,rauschen::V,,шуршудизе
1291,zu sehen sein::V,,бихьизе
1292,wenden::V,,бегизе
1293,ergreifen::V,,кквезе
1294,bewahren::V,,цӏунизе
1295,wünschen::V,,бокьизе
1296,wiegen::V,,чӏучӏадизабизе
1297,treten::V,,мал тункизе
1298,kehren::V,,лъухьизе
1299,malen::V,,бахъизе
1300,zeichnen::V,,бахъизе
1301,schreiben::V,,хъвазе
