,Concept_ID,sah,fa
86,Funke::N,кыым,جرقه
87,Feuer::N,уот,آتش
88,Licht::N,уот,نور
89,Licht::N,уот,روشنی
90,Schatten::N,күлүк,سایه
91,Wetter::N,күн-дьыл,هوا
92,Nebel::N,туман,مه
93,Wolke::N,былыт,ابر
94,Regen::N,самыыр,باران
95,Schnee::N,хаар,برف
96,Eis::N,муус,یخ
97,Frost::N,тымныы,یخبندان
98,Kälte::N,тымныы,سرما
99,Hitze::N,куйаас,گرما
100,Hitze::N,куйаас,حرارت
101,Raureif::N,кырыа,برف ریزه
102,Regenbogen::N,кустук,رنگین‌کمان
103,Donner::N,этиҥ,رعد
104,Strömung::N,сүүрүк,جریان
105,Tropfen::N,таммах,قطره
106,Tropfen::N,хааппыла,قطره
107,Schaum::N,күүгэн,کف
108,Schmutz::N,кир,گل
109,Schmutz::N,кир,کثافت
110,See::N,күөл,دریاچه
111,Sumpf::N,бадараан,مرداب
112,Sumpf::N,бадараан,باتلاق
113,Moor::N,дьэбэрэ,باتلاق
114,Wiese::N,ходуһа,چمن
115,Wald::N,ойуур,جنگل
116,Hügel::N,булгунньах,تل
117,Hügel::N,булгунньах,تپه
118,Anhöhe::N,үрдэл,بلندی
119,Berg::N,хайа,کوه
120,Gipfel::N,чыпчаал,قله
121,Höhle::N,хайа_хаспаҕа,غار
122,Höhle::N,көҥүс,غار
123,Abhang::N,эниэ,سرازیری
124,Quelle::N,дьүүктэ,چشمه
125,Bach::N,үрүйэ,نهر
126,Fluss::N,өрүс,رود
127,Ufer::N,биэрэк,ساحل
128,Ufer::N,биэрэк,کرانه
129,Küste::N,кытыл,ساحل
130,Festland::N,кураанах сир,خشکی
131,Meer::N,муора,دریا
132,Bucht::N,хомо,خلیج
133,Bucht::N,бухта,خلیج
134,Insel::N,арыы,جزیره
135,Blume::N,сибэкки,گل
136,Gras::N,от,علف
137,Wurzel::N,силис,ریشه
138,Baum::N,мас,درخت
139,Stamm::N,умнас,تنه
140,Rinde::N,хатырык,توژ
141,Rinde::N,хатырык,پوست
142,Ast::N,мутук,شاخه
143,Zweig::N,лабаа,شاخه
144,Blatt::N,сэбирдэх,برگ
145,Birke::N,хатыҥ,غان
146,Kiefer[Baum]::N,бэс,کاج
147,Weide[Baum]::N,үөт,بید
148,Weide[Baum]::N,талах,بید
149,Tanne::N,харыйа,صنوبر
150,Horn::N,муос,شاخ
151,Feder::N,куорсун,پر
152,Fell::N,тирии,خز
153,Flügel::N,кынат,پر
154,Flügel::N,кынат,بال
155,Klaue::N,тыҥырах,چنگ
156,Klaue::N,тыҥырах,پنجه
157,Kralle::N,баппаҕай,پنجه
158,Schwanz::N,кутурук,دم
159,Ei::N,сымыыт,تخم
160,Nest::N,уйа,لانه
161,Bau::N,хороон,بنا
162,Bau::N,хороон,ساختمان
163,Tier::N,кыыл,هیوان
164,Tier::N,харамай,هیوان
165,Herde::N,үөр,رمه
166,Kuh::N,ынах,گاو
167,Bulle::N,оҕус,گاو نر
168,Pferd::N,сылгы,اسب
169,Schaf::N,овца,گوسفند
170,Schwein::N,сибиинньэ,خوک
171,Hund::N,ыт,سگ
172,Katze::N,куоска,گربه
173,Bär::N,эһэ,خرس
174,Eichhörnchen::N,тииҥ,سنجاب
175,Elch::N,тайах,گوزن شمالی
176,Fuchs::N,саһыл,روباه
177,Hase::N,куобах,خرگوش
178,Maus::N,кутуйах,موش
179,Wolf::N,бөрө,گرگ
180,Vogel::N,көтөр,پرنده
181,Schwarm::N,бөлөх,دسته
182,Huhn::N,куурусса,مرغ
183,Hahn::N,бөтүүк,خروس
184,Gans::N,хаас,غاز
185,Adler::N,хотой,عقاب
186,Ente::N,кус,اردک
187,Ente::N,кус,مرغابی
188,Eule::N,мэкчиргэ,جغد
189,Kranich::N,туруйа,درنا
190,Krähe::N,тураах,زاغ
191,Krähe::N,тураах,کلاغ
192,Kuckuck::N,кэҕэ,فاخته
193,Schwan::N,куба,قو
194,Fisch::N,балык,ماهی
195,Barsch::N,алыһар,ماهی خاردار
196,Hecht::N,сордон,اردک ماهی
197,Schlange[Tier]::N,моҕой,مار
198,Schlange[Tier]::N,эриэн үөн,مار
199,Wurm::N,үөн,کرم
200,Spinne::N,ооҕуй,عنکبوت
201,Ameise::N,кымырдаҕас,مورچه
202,Laus::N,быт,شپش
203,Mücke::N,кумаар,پشه
204,Fliege::N,сахсырҕа,مگس
205,Schmetterling::N,лыах,پروانه
206,Schmetterling::N,үрүмэччи,پروانه
207,Beere::N,отон,گیله
208,Apfel::N,яблоко,سیب
209,Pilz::N,тэллэй,قارچ
210,Zwiebel::N,луук,پیاز
211,Saat::N,сиэмэ,بذر
212,Korn::N,сиэмэ,تخم
213,Korn::N,сиэмэ,دانه
214,Heu::N,от,علف خشک
215,Schale::N,хах,پوست
216,Grube::N,дьаама,گودال
217,Falle::N,сохсо,دام
218,Schlinge::N,уктаа,حلقه
219,Spur::N,суол,رد
220,Asche::N,күл,خاکستر
221,Dreck::N,бадараан,کثافت
222,Eisen::N,тимир,آهن
223,Gold::N,көмүс,زر
224,Gold::N,көмүс,طلا
225,Gold::N,кыһыл көмүс,زر
226,Gold::N,кыһыл көмүс,طلا
227,Silber::N,көмүс,نقره
228,Silber::N,үрүҥ көмүс,نقره
229,Kohle::N,чох,زغال
230,Glas::N,өстүөкүлэ,شیشه
231,Lehm::N,туой,گل
232,Sand::N,кумах,شن
233,Sand::N,кумах,ماسه
234,Mensch::N,киһи,آدم
235,Mensch::N,киһи,انسان
236,Mann::N,эр,مرد
237,Frau::N,дьахтар,زن
238,Kind::N,оҕо,بچه
239,Kind::N,оҕо,کودک
240,Junge::N,уол,پسر
241,Mädchen::N,кыыс оҕо,دختر
242,Familie::N,кэргэн,فامیل
243,Familie::N,кэргэн,خانواده
244,Großvater::N,эһэ,پدربزرگ
245,Großmutter::N,эбэ,مادر‌بزرگ
246,Eltern::N,аҕа-ийэ,والدین
247,Eltern::N,аҕа-ийэ,پدر‌و‌مادر
248,Vater::N,аҕа,پدر
249,Mutter::N,ийэ,مادر
250,Sohn::N,уол,پسر
251,Tochter::N,кыыс,دختر
252,Bruder::N,убай,برادر
253,Bruder::N,быраат,برادر
254,Schwester::N,аҕас,خواهر
255,Schwester::N,балыс,خواهر
256,Onkel::N,таай,عمو
257,Onkel::N,таай,دایی
258,Onkel::N,абаҕа,عمو
259,Onkel::N,абаҕа,دایی
260,Tante::N,эдьиий,عمه
261,Tante::N,эдьиий,خاله
262,Ehemann::N,эр,همسر
263,Ehefrau::N,ойох,همسر
264,Freude::N,үөрүү,شادی
265,Gelächter::N,күлүү,خنده
266,Gelächter::N,күлүү,قاه‌قاه
267,Glück::N,дьол,اقبال
268,Glück::N,соргу,اقبال
269,Kummer::N,кутурҕан,غم
270,Kummer::N,кутурҕан,غصه
271,Wunsch::N,баҕарыы,آرزو
272,Lust::N,баҕа,هوس
273,Geist::N,тыын,روح
274,Gedanke::N,санаа,فکر
275,Gedächtnis::N,өй,حافظه
276,Verstand::N,өй,هوش
277,Sinn::N,суолта,معنا
278,Sinn::N,суолта,مفهوم
279,Grund::N,төрүөт,سبب
280,Grund::N,төрүөт,دلیل
281,Wahrheit::N,кырдьык,حقیقت
282,Gespräch::N,бэсиэдэ,صحبت
283,Gespräch::N,бэсиэдэ,گفتگو
284,Gespräch::N,кэпсэтии,صحبت
285,Gespräch::N,кэпсэтии,گفتگو
286,Märchen::N,остуоруйа,قصه
287,Märchen::N,остуоруйа,افسانه
288,Erzählung::N,кэпсээн,داستان
289,Nachricht::N,биллэриллии,خبر
290,Neuigkeit::N,сонун,خبر تازه
291,Name::N,аат,اسم
292,Rätsel::N,таабырын,معما
293,Rede::N,этии,سخن
294,Sprache::N,тыл,زبان
295,Stimme::N,куолас,صدا
296,Wort::N,тыл,کلمه
297,Zeichen::N,бэлиэ,نشان
298,Zeichen::N,бэлиэ,علامت
299,Ruf::N,ыҥырыы,صدا
300,Lärm::N,айдаан,هیاهو
301,Laut::N,тыас,صدا
302,Ton::N,дорҕоон,آهنگ
303,Lied::N,ырыа,آواز
304,Lied::N,ырыа,ترانه
305,Ruhe::N,уу чуумпу,آرامش
306,Leute::N,дьон,مردم
307,Volk::N,дьон,خلق
308,Volk::N,норуот,خلق
309,Arbeit::N,үлэ,کار
310,Gast::N,ыалдьыт,مهمان
311,Geschenk::N,бэлэх,هدیه
312,Spiel::N,оонньуу,بازی
313,Gesellschaft::N,общество,جمعیت
314,Hilfe::N,көмө,کمک
315,Freund::N,доҕор,دوست
316,Kamerad::N,атас,رفیق
317,Angelegenheit::N,дьыала,امر
318,Angelegenheit::N,дьыала,قضیه
319,Anzahl::N,ахсаан,عده
320,Anzahl::N,ахсаан,شمار
321,Art::N,биис,نوع
322,Stück::N,кырбас,تکه
323,Stück::N,кырбас,قطعه
324,Teil::N,ирээт,بخش
325,Teil::N,ирээт,قسمت
326,Hälfte::N,аҥар,نیم
327,Kreis::N,төгүрүк,حلقه
328,Kreis::N,төгүрүк,دایره
329,Kreis::N,төгүрүмтэ,حلقه
330,Kreis::N,төгүрүмтэ,دایره
331,Kreuz::N,кириэс,صلیب
332,Linie::N,сурааһын,خط
333,Linie::N,сурааһын,سطر
334,Strich::N,сурааһын,خط
335,Abstand::N,арыт,فاصله
336,Entfernung::N,ыраах,مسافت
337,Gegend::N,сир,منطقه
338,Platz::N,арыт,گنجایش
339,Ort::N,сир,جا
340,Ort::N,сир,محل
341,Ort::N,сир,مکان
342,Seite::N,өрүт,طرف
343,Seite::N,сирэй,طرف
344,Mitte::N,орто,وسط
345,Mitte::N,орто,میان
346,Gegenstand::N,предмет,چیز
347,Sache::N,мал,چیز
348,Rand::N,кытыы,کنار
349,Rand::N,кытыы,حاشیه
350,Rand::N,ойоҕос,کنار
351,Rand::N,ойоҕос,حاشیه
352,Kante::N,кырыы,لبه
353,Ecke::N,муннук,گوشه
354,Spitze::N,чыпчаал,سر
355,Spitze::N,чыпчаал,نوک
356,Ende::N,төбө,ته
357,Ende::N,төбө,آخر
358,Loch::N,тэһэҕэс,سوراخ
359,Loch::N,дьөлөҕөс,سوراخ
360,Winkel::N,муннук,کنج
361,Muster::N,оһуор,نقش
362,Größe::N,кээмэй,قد
363,Größe::N,кээмэй,بزرگی
364,Länge::N,уста,طول
365,Höhe::N,үрдүк,بلندی
366,Gewicht::N,ыйааһын,وزن
367,Menge::N,ахсаан,مقدار
368,Menge::N,ахсаан,اندازه
369,Haufen::N,чөмчөх,توده
370,Reihe::N,кэккэ,ردیف
371,Boot::N,оҥочо,قایق
372,Ruder::N,эрдии,پارو
373,Schlitten::N,сыарҕа,سورتمه
374,Ski::N,хайыһар,اسکی
375,Lagerfeuer::N,кутаа,آتش
376,Last::N,ыарахан,بار
377,Last::N,ыарахан,سنگینی
378,Gang::N,хаамыы,راه رفتن
379,Schritt::N,хардыы,قدم
380,Norden::N,хоту,شمال
381,Süden::N,соҕуруу,جنوب
382,Westen::N,арҕаа,غرب
383,Osten::N,илин,شرق
384,Holz::N,мас,چوب
385,Brett::N,дуоска,تخته
386,Brett::N,хаптаһын,تخته
387,Platte::N,билиитэ,صفحه
388,Stütze::N,тулааһын,تکیه
389,Stange::N,ураҕас,میله
390,Stock::N,мас,چوب
391,Stock::N,баалкы,چوب
392,Stab::N,ураҕас,عصا
393,Rohr::N,турба,لوله
394,Haus::N,дьиэ,منزل
395,Heim::N,дьиэ,خانه
396,Heim::N,дьиэ,کاشانه
397,Ofen::N,оһох,بخاری
398,Fußboden::N,муоста,کف اتاق
399,Tisch::N,остуол,میز
400,Stuhl::N,устуул,صندلی
401,Wiege::N,биһик,گهواره
402,Bett::N,кырабаат,تختخواب
403,Regal::N,долбуур,قفسه
404,Kiste::N,дьааһык,صندوق
405,Fenster::N,түннүк,پنجره
406,Tür::N,аан,در
407,Tür::N,аан,درب
408,Tor::N,аан,دروازه
409,Zaun::N,соппулуот,حصار
410,Dach::N,кырыыса,بام
411,Leiter::N,кирилиэс,نردبان
412,Besen::N,миинньик,جارو
413,Spaten::N,күрдьэх,بیل
414,Schaufel::N,күрдьэх,بیل
415,Schaufel::N,күрдьэх,پارو
416,Gabel::N,биилкэ,چنگال
417,Löffel::N,луоска,قاشق
418,Messer::N,быһах,کارد
419,Nagel::N,тоһоҕо,میخ
420,Netz::N,илим,تور
421,Netz::N,илим,شبکه
422,Haken::N,көхө,قلاب
423,Griff::N,ук,دسته
424,Griff::N,тутаах,دسته
425,Schloss::N,күлүүс,قفل
426,Bild::N,хартыына,عکس
427,Bild::N,хартыына,تصویر
428,Figur::N,фигура,تندیس
429,Puppe::N,куукула,عروسک
430,Beutel::N,мөһөөччук,کیسه
431,Bündel::N,баайыы,بسته
432,Tasche::N,суумка,کیف
433,Eimer::N,биэдэрэ,سطل
434,Deckel::N,хаппах,در
435,Geschirr::N,иһит,ظرف
436,Sack::N,куул,گونی
437,Tasse::N,сэлиэнэй,فنجان
438,Topf::N,көстүрүүҥкэ,دیگ
439,Topf::N,көстүрүүҥкэ,قابلمه
440,Kessel::N,хочуол,دیگ
441,Essen::N,аһылык,خوراک
442,Nahrung::N,ас,غذا
443,Speise::N,аһылык,خوراک
444,Fleisch::N,эт,گوشت
445,Getreide::N,злактар,غله
446,Brei::N,хааһы,فرنی
447,Brei::N,хааһы,حریره
448,Brot::N,килиэп,نان
449,Scheibe::N,куһуок,قاچ
450,Scheibe::N,куһуок,لزگه
451,Fett::N,сыа,چربی
452,Butter::N,арыы,کره
453,Öl::N,арыы,روغن
454,Salz::N,туус,نمک
455,Suppe::N,мин,آش
456,Suppe::N,мин,سوپ
457,Honig::N,мүөт,عسل
458,Milch::N,үүт,شیر
459,Tee::N,чэй,چای
460,Leder::N,тирии,چرم
461,Wolle::N,түү,پشم
462,Stoff::N,таҥас,پارچه
463,Nadel::N,иннэ,سوزن
464,Faden::N,сап,نخ
465,Knopf::N,тимэх,دکمه
466,Knoten::N,түмүк,گره
467,Farbe::N,кырааска,رنگ
468,Kleidung::N,таҥас,لباس
469,Kleidung::N,таҥас,پوشاک
470,Hemd::N,ырбаахы,پیراهن
471,Kragen::N,саҕа,یقه
472,Ärmel::N,сиэх,آستین
473,Hose::N,ыстаан,شلوار
474,Hose::N,бүрүүкэ,شلوار
475,Gürtel::N,кур,کمر‌بند
476,Mütze::N,бэргэһэ,کلاه
477,Schuh::N,бачыыҥка,کفش
478,Stiefel::N,саппыкы,چکمه
479,Ring::N,биһилэх,حلقه
480,Ring::N,биһилэх,انگشتر
481,Band::N,лиэнтэ,نوار
482,Band::N,лиэнтэ,روبان
483,Kamm::N,тараах,شانه
484,Spiegel::N,сиэркилэ,آینه
485,Riemen::N,кур,تسمه
486,Schnur::N,быа,ریسمان
487,Leine::N,тэһиин,قلاده
488,Decke::N,суорҕан,پتو
489,Kissen::N,сыттык,بالش
490,Tuch::N,былаат,شال
491,Handtuch::N,соттор,حوله
492,Kraft::N,сыра,نیرو
493,Stärke::N,күүс,زور
494,Gesundheit::N,доруобуйа,سلامتی
495,Gesundheit::N,доруобуйа,تندرستی
496,Krankheit::N,ыарыы,بیماری
497,Schmerz::N,ыарыы,درد
498,Wunde::N,баас,زخم
499,Fieber::N,түрүлгэн,تب
500,Fieber::N,лихорадка,تب
501,Fieber::N,температура,تب
502,Arznei::N,эмп,دارو
503,Brücke::N,күргэ,پل
504,Brunnen::N,холуодьас,چاه
505,Weide::N,мэччирэҥ,چراگاه
506,Pfad::N,ыллык,راه
507,Weg::N,суол,راه
508,Weg::N,суол,طریق
509,Straße::N,суол,راه
510,Straße::N,суол,جاده
511,Dorf::N,дэриэбинэ,ده
512,Dorf::N,дэриэбинэ,روستا
513,Stadt::N,куорат,شهر
514,Brief::N,сурук,نامه
515,Buch::N,кинигэ,کتاب
516,Buchstabe::N,буква,حرف
517,Zeitung::N,хаһыат,روزنامه
518,Leben::N,тыын,عمر
519,Leben::N,тыын,زندگی
520,Tod::N,өлүү,مرگ
521,Grab::N,иин,گور
522,Grab::N,иин,مزار
523,Kirche::N,таҥара дьиэтэ,کلیسا
524,Sünde::N,айыы,بزه
525,Sünde::N,айыы,گناه
526,Gott::N,тангара,خدا
527,Arbeiter::N,үлэһит,کارگر
528,Chef::N,баһылык,رئیس
529,Chef::N,начальник,رئیس
530,Meister::N,уус,استاد
531,Meister::N,маастар,استاد
532,Arzt::N,врач,پزشک
533,Lehrer::N,учуутал,معلم
534,Lehrer::N,учуутал,آموزگار
535,Geld::N,харчы,پول
536,Geschäft::N,идэ,کار
537,Geschäft::N,идэ,بیزنس
538,Laden::N,маҕаһыын,دکان
539,Laden::N,маҕаһыын,مغازه
540,Preis::N,сыана,بها
541,Preis::N,сыана,قیمت
542,Ware::N,табаар,جنس
543,Ware::N,табаар,کالا
544,Nutzen::N,туһа,مزیت
545,Nutzen::N,туһа,امتیاز
546,Reichtum::N,баай,مال
547,Reichtum::N,баай,ثروت
548,Welt::N,аан дойду,دنیا
549,Land::N,дойду,کشور
550,Land::N,дойду,مملکت
551,Staat::N,государство,دولت
552,König::N,король,شاه
553,König::N,король,پادشاه
554,Macht::N,былаас,قدرت
555,Macht::N,былаас,اختیار
556,Grenze::N,кыраныысса,مرز
557,Krieg::N,сэрии,جنگ
558,Feind::N,өстөөх,دشمن
559,Gewalt::N,күүһүлээһин,زور
560,Gewalt::N,күүһүлээһин,خشونت
561,Kampf::N,охсуһуу,نبرد
562,Kampf::N,охсуһуу,مبارزه
563,Bogen[Waffe]::N,ох,کمان
564,Pfeil::N,ох,تیر
565,Gewehr::N,саа,تفنگ
566,Fehler::N,сыыһа,غلط
567,Fehler::N,сыыһа,اشتباه
568,Lüge::N,сымыйа,دروغ
569,Schaden::N,хоромньу,آسیب
570,Schaden::N,хоромньу,خسارت
571,Unglück::N,алдьархай,بلا
572,Schuld::N,буруй,گناه
573,Schuld::N,буруй,تقصیر
574,Alter::N,саас,سن
575,Alter::N,саас,عمر
576,Schluss::N,тиһэх,انتها
577,Zeit::N,бириэмэ,وقت
578,Zeit::N,бириэмэ,زمان
579,Tag::N,күн,روز
580,Morgen::N,сарсыарда,صبح
581,Mittag::N,күн ортото,ظهر
582,Abend::N,киэһэ,شب
583,Abend::N,киэһэ,عصر
584,Nacht::N,түүн,شب
585,Woche::N,нэдиэлэ,هفته
586,Monat::N,ый,ماه
587,Jahr::N,сыл,سال
588,Jahr::N,дьыл,سال
589,Frühling::N,саас,بهار
590,Sommer::N,сайын,تابستان
591,Herbst::N,күһүн,پاییز
592,Winter::N,кыһын,زمستان
593,Januar::N,тохсунньу,ژانویه
594,Februar::N,олунньу,فوریه
595,März::N,кулун тутар,مارس
596,April::N,муус устар ый,آوریل
597,Mai::N,ыам ыйа,مه
598,Juni::N,бэс ыйа,ژوئن
599,Juli::N,от ыйа,ژویه
600,August::N,атырдьах ыйа,اوت
601,September::N,балаҕан ыйа,سپتامبر
602,Oktober::N,алтынньы,اکتبر
603,November::N,сэтинньи,نوامبر
604,Dezember::N,ахсынньы,دسامبر
605,Montag::N,бэнидиэнньик,دو‌شنبه
606,Dienstag::N,оптуорунньук,سه‌شنبه
607,Mittwoch::N,сэрэдэ,چهار‌شنبه
608,Donnerstag::N,чэппиэр,پنج شنبه
609,Freitag::N,бээтинсэ,جمعه
610,Samstag::N,субуота,شنبه
611,Sonntag::N,баскыһыанньа,یکشنبه
612,groß::A,бөдөҥ,بزرگ
613,groß::A,улахан,بزرگ
614,klein::A,кыр,کوچک
615,lang::A,уһун,بلند
616,kurz::A,кылгас,کوتاه
617,breit::A,кэтит,پهن
618,schmal::A,кыараҕас,تنگ
619,schmal::A,кыараҕас,نازک
620,dicht::A,хойуу,چگال
621,dicht::A,хойуу,انبوه
622,dick[Gegenstand]::A,суон,ضخیم
623,dick[Gegenstand]::A,хойуу,ضخیم
624,dünn::A,чараас,نازک
625,fein::A,бытархай,ریز
626,fein::A,бытархай,باریک
627,fein::A,синньигес,ریز
628,fein::A,синньигес,باریک
629,fest::A,бөҕө,محکم
630,fest::A,кытаанах,محکم
631,flach::A,хаптаҕай,صاف
632,flach::A,хаптаҕай,مسطح
633,glatt::A,кылааккай,لیز
634,hart::A,хатан,سفت
635,hart::A,кытаанах,سفت
636,weich::A,сымнаҕас,نرم
637,weich::A,сымнаҕас,ملایم
638,rund::A,төгүрүк,گرد
639,spitz::A,сытыы,تیز
640,spitz::A,сытыы,نوک‌تیز
641,spitz::A,уһуктаах,تیز
642,spitz::A,уһуктаах,نوک‌تیز
643,scharf::A,сытыы,تیز
644,scharf::A,сытыы,برنده
645,stumpf::A,сыппах,کند
646,schwer::A,ыарахан,سنگین
647,schön::A,кыраһыабай,زیبا
648,heiß::A,итии,داغ
649,warm::A,ичигэс,گرم
650,kalt::A,тымныы,سرد
651,kühl::A,сөрүүн,خنک
652,frisch::A,ыраас,تازه
653,frisch::A,сөрүүн,تازه
654,frisch::A,тымныы,تازه
655,feucht::A,сииктээх,مرطوب
656,nass::A,инчэҕэй,تر
657,nass::A,инчэҕэй,خیش
658,trocken::A,кураан,خشک
659,voll::A,толору,پر
660,leer::A,иччитэх,خالی
661,offen::A,аһаҕас,باز
662,geschlossen::A,бүтэй,بسته
663,sauber::A,сэбэр,پاک
664,sauber::A,сэбэр,تمیز
665,schmutzig::A,кирдээх,کثیف
666,schmutzig::A,кирдээх,آلوده
667,roh::A,сиикэй,خام
668,reif::A,буспут,رسیده
669,reif::A,сиппит-хоппут,رسیده
670,lecker::A,минньигэс,لذیذ
671,lecker::A,минньигэс,خوشمزه
672,süß::A,минньигэс,شیرین
673,bitter::A,аһыы,تلخ
674,sauer::A,аһыы,ترش
675,hell::A,сырдык,روشن
676,dunkel::A,хараҥа,تاریک
677,schwarz::A,хара,سیاه
678,weiß::A,үрүҥ,سفید
679,weiß::A,маҥан,سفید
680,rot::A,кыһыл,سرخ
681,rot::A,кыһыл,قرمز
682,gelb::A,саһархай,زرد
683,blau::A,күөх,آبی
684,grün::A,күөх,سبز
685,grün::A,от күөҕэ,سبز
686,grau::A,сиэрэй,طوسی
687,grau::A,сиэрэй,خاکستری
688,bunt::A,эриэн,رنگارنگ
689,billig::A,чэпчэки,ارزان
690,teuer::A,сыаналаах,گران
691,wertvoll::A,сыаналаах,قیمتی
692,wertvoll::A,сыаналаах,گرانبها
693,blind::A,хараҕа суох,کور
694,blind::A,хараҕа суох,نابینا
695,taub::A,дьүлэй,کر
696,taub::A,дьүлэй,ناشنوا
697,kräftig::A,модун,قوی
698,stark::A,күүстээх,قوی
699,stark::A,күүстээх,نیرومند
700,schwach::A,мөлтөх,ضعیف
701,fett::A,эмис,چرب
702,schlank::A,дьылҕан,باریک‌اندام
703,schlank::A,дьыпсаҕай,باریک‌اندام
704,hübsch::A,олус кэрэ,قشنگ
705,hübsch::A,олус кэрэ,خوشگل
706,hübsch::A,көрүөхтэн үчүгэй,قشنگ
707,hübsch::A,көрүөхтэн үчүгэй,خوشگل
708,böse::A,өһүөннээх,بد
709,dumm::A,акаары,احمق
710,faul::A,нэс,لش
711,faul::A,нэс,تنبل
712,fleißig::A,кыһамньылаах,زرنگ
713,geizig::A,иҥсэлээх,خسیس
714,klug::A,өйдөөх,عاقل
715,klug::A,өйдөөх,باهوش
716,geschickt::A,наһаа дьоҕурдаах,ماهر
717,lieb::A,тапталлаах,عزیز
718,lustig::A,көрдөөх,شاد
719,lustig::A,көрдөөх,خوشحال
720,sanft::A,намчы,لطیف
721,sanft::A,сымнаҕас,لطیف
722,hungrig::A,аччык,گرسنه
723,krank::A,ыалдьар,مریض
724,krank::A,ыалдьар,بیمار
725,nackt::A,сыгынньах,لخت
726,nackt::A,сыгынньах,برهنه
727,traurig::A,санаарҕабыллаах,غمگین
728,lebendig::A,тыыннаах,زنده
729,gut::A,үтүө,خوب
730,gut::A,үчүгэй,خوب
731,schlecht::A,куһаҕан,بد
732,richtig::A,сөп,درست
733,schlimm::A,сидьиҥ,وخيم
734,schlimm::A,быдьар,وخيم
735,wahr::A,кырдьык,درست
736,wahr::A,кырдьык,حقیقی
737,alt::A,былыргы,کهنه
738,neu::A,саҥа,نو
739,ehemalig::A,урукку,قبلی
740,alt[Lebewesen]::A,кырдьаҕас,پیر
741,jung::A,эдэр,جوان
742,arm::A,дьадаҥы,فقیر
743,reich::A,баай,پولدار
744,reich::A,баай,ثروتمند
745,bekannt::A,билэр,آشنا
746,bekannt::A,билэр,معلوم
747,berühmt::A,аатырбыт,مشهور
748,fremd::A,атын,خارجی
749,fremd::A,атын,بیگانه
750,verschieden::A,араас,مختلف
751,verschieden::A,араас,متفاوت
752,nah::A,чугас,نزدیک
753,fern::A,ыраах,دور
754,linker::A,хаҥас,چپ
