,Concept_ID,sk,br
622,leer::A,prázdny,goullo
623,offen::A,otvorený,digor
624,geschlossen::A,zavretý,serr
625,sauber::A,čistý,naet
626,schmutzig::A,špinavý,lous
627,roh::A,surový,kriz
628,reif::A,zrelý,darev
629,lecker::A,chutný,lipous
630,lecker::A,chutný,saourus
631,süß::A,sladký,dous
632,bitter::A,horký,c'hwerv
633,sauer::A,kyslý,trenk
634,hell::A,jasný,sklaer
635,hell::A,svetlý,sklaer
636,dunkel::A,temný,teñval
637,schwarz::A,čierny,du
638,weiß::A,biely,gwenn
639,rot::A,červený,ruz
640,gelb::A,žltý,melen
641,blau::A,modrý,glas
642,blau::A,belasý,glas
643,grün::A,zelený,gwer
644,grau::A,šedý,louet
645,bunt::A,pestrý,liesliv
646,billig::A,lacný,marc'had-mat
647,teuer::A,drahý,ker
648,wertvoll::A,cenný,prizius
649,blind::A,slepý,dall
650,taub::A,hluchý,bouzar
651,kräftig::A,silný,start
652,stark::A,silný,kreñv
653,schwach::A,slabý,gwan
654,schwach::A,bezvládny,gwan
655,fett::A,tučný,lard
656,schlank::A,štíhly,sinkl
657,hübsch::A,šumný,koant
658,hübsch::A,švárny,koant
659,böse::A,zlý,gwall
660,dumm::A,hlúpy,glep
661,faul::A,lenivý,lezirek
662,fleißig::A,snaživý,studius
663,fleißig::A,usilovný,studius
664,geizig::A,skupý,tost
665,geizig::A,lakomý,tost
666,klug::A,múdry,speredek
667,klug::A,bystrý,speredek
668,geschickt::A,zručný,dornet
669,geschickt::A,šikovný,dornet
670,lieb::A,milý,koant
671,lustig::A,veselý,laouen
672,sanft::A,nežný,flour
673,hungrig::A,lačný,marnaon
674,hungrig::A,hladný,marnaon
675,krank::A,chorý,klañv
676,krank::A,nemocný,klañv
677,nackt::A,nahý,noazh
678,traurig::A,smutný,trist
679,lebendig::A,živý,bev
680,gut::A,dobrý,mad
681,schlecht::A,zlý,fall
682,schlecht::A,zlý,gwall
683,richtig::A,správny,reizh
684,schlimm::A,zlý,gwall
685,schlimm::A,nepríjemný,gwall
686,wahr::A,pravý,gwir
687,wahr::A,pravdivý,gwir
688,alt::A,starý,kozh
689,neu::A,nový,nevez
690,ehemalig::A,bývalý,kozh
691,alt[Lebewesen]::A,starý,kozh
692,jung::A,mladý,yaouank
693,arm::A,chudobný,paour
694,reich::A,bohatý,pinvidik
695,bekannt::A,známy,anavezet
696,berühmt::A,slávny,brudet
697,berühmt::A,povestný,brudet
698,fremd::A,cudzí,dizanav
699,verschieden::A,rôzny,disheñel
700,verschieden::A,rozličný,disheñel
701,nah::A,blízky,nes
702,fern::A,ďaleký,diabell
703,linker::A,ľavý,kleiz
704,rechter::A,pravý,dehoù
705,anderer::A,iný,all
706,anderer::A,druhý,all
707,erster::A,prvý,kentañ
708,zweiter::A,druhý,eil
709,dritter::A,tretí,trede
710,letzter::A,ostatný,diwezhañ
711,letzter::A,posledný,diwezhañ
712,allein::ADV,sám,e-unan
713,auf einmal::ADV,zároveň,ar un dro
714,zusammen::ADV,spolu,asambles
715,zusammen::ADV,spoločne,asambles
716,lange::ADV,dlho,pell
717,plötzlich::ADV,náhle,en un taol
718,sofort::ADV,hneď,diouzhtu
719,sofort::ADV,ihneď,diouzhtu
720,später::ADV,neskoršie,diwezhatoc'h
721,jetzt::ADV,teraz,bremañ
722,heute::ADV,dnes,hiziv
723,morgen::ADV,zajtra,arc'hoazh
724,bald::ADV,skoro,hepdale
725,dann::ADV,nato,a-c'houde
726,dann::ADV,potom,a-c'houde
727,gestern::ADV,včera,dec'h
728,einst::ADV,kedysi,gwechall
729,einst::ADV,niekedy,gwechall
730,damals::ADV,vtedy,neuze
731,danach::ADV,potom,goude
732,danach::ADV,podľa toho,goude
733,vorher::ADV,napred,diagent
734,vorher::ADV,predtým,diagent
735,zuerst::ADV,najprv,da gentañ
736,einmal::ADV,raz,ur wech
737,einmal::ADV,jedenkrát,ur wech
738,manchmal::ADV,občas,a-wechoù
739,manchmal::ADV,niekedy,a-wechoù
740,oft::ADV,často,alies
741,immer::ADV,vždy,atav
742,immer::ADV,vždy,bepred
743,immer::ADV,ustavične,atav
744,immer::ADV,ustavične,bepred
745,niemals::ADV,nikdy,gwech ebet
746,hier::ADV,tu,amañ
747,hierhin::ADV,sem,dre amañ
748,hierhin::ADV,tade,dre amañ
749,von hier::ADV,odtiaľto,alemañ
750,dort::ADV,tam,aze
751,dort::ADV,tam,ahont
752,dorthin::ADV,ta,di
753,dorthin::ADV,ta,aze
754,dorthin::ADV,ta,ahont
755,dorthin::ADV,tam,di
756,dorthin::ADV,tam,aze
757,dorthin::ADV,tam,ahont
758,geradeaus::ADV,rovno,war-eeun
759,geradeaus::ADV,priamo,war-eeun
760,vorwärts::ADV,napred,war-raok
761,rückwärts::ADV,nazad,war-lerc'h
762,zurück::ADV,späť,war-dreñv
763,zurück::ADV,naspäť,war-dreñv
764,unten::ADV,dolu,en traoñ
765,unten::ADV,naspodku,en traoñ
766,hinab::ADV,dolu,a-izel
767,oben::ADV,hore,en nec'h
768,oben::ADV,navrchu,en nec'h
769,hinauf::ADV,hore,e-krec'h
770,hinauf::ADV,navrch,e-krec'h
771,überall::ADV,všade,dre-holl
772,nicht::ADV,nie,ne ... ket
773,ein wenig::ADV,trocha,un tammig
774,kaum::ADV,ledva,a-boan
775,sehr::ADV,veľmi,-tre
776,sehr::ADV,veľmi,-kenañ
777,so::ADV,tak,evel-se
778,so::ADV,takto,evel-se
779,noch::ADV,ešte,c'hoazh
780,nur::ADV,len,hepken
781,schon::ADV,už,dija
782,wieder::ADV,zasa,adarre
783,vergebens::ADV,márne,
784,vergebens::ADV,nadarmo,
785,vor::PRP,pred,dirak
786,hinter::PRP,za,a-drek
787,hinter::PRP,za,a-dreñv
788,unter::PRP,pod,dindan
789,durch::PRP,cez,dre
790,neben::PRP,pri,e-kichen
791,neben::PRP,vedľa,e-kichen
792,zwischen::PRP,medzi,etre
793,wegen::PRP,pre,abalamour da
794,wegen::PRP,kvôli,abalamour da
795,dies::PRN,to,hemañ
796,dies::PRN,táto,hemañ
797,das::PRN,to,se
798,das::PRN,to,hennezh
799,alles::PRN,všetko,pep tra
800,ich::PRN,ja,me
801,du::PRN,ty,te
802,er::PRN,on,eñ
803,wir::PRN,my,ni
804,ihr::PRN,vy,c'hwi
805,sie::PRN,oni,int
806,was::FPRN,čo,petra
807,wer::FPRN,kto,piv
808,wo::FADV,kde,pelec'h
809,wohin::FADV,kam,da belec'h
810,wie::FADV,ako,penaos
811,warum::FADV,prečo,perak
812,wieviel::FNUM,koľko,pet
813,eins::NUM,jeden,unan
814,zwei::NUM,dva,daou
