,Concept_ID,lt,lez
771,später::ADV,paskiau,гуьгъуьнлай
772,jetzt::ADV,dabãr,гила
773,heute::ADV,šiandien,къе
774,morgen::ADV,rytoj,пака
775,bald::ADV,greitai,мукьва
776,bald::ADV,greitai,мукьвара
777,bald::ADV,netrukus,мукьва
778,bald::ADV,netrukus,мукьвара
779,dann::ADV,po to,ахпа
780,gestern::ADV,vakar,накь
781,einst::ADV,kadaise,садра
782,einst::ADV,kitą kartą,садра
783,damals::ADV,anuomet,а чӏавуз
784,damals::ADV,anuokart,а чӏавуз
785,danach::ADV,po to,ахпа
786,danach::ADV,paskui,ахпа
787,vorher::ADV,anksčiau,вилик
788,zuerst::ADV,pirma,сифте
789,zuerst::ADV,iš pradžių̃,сифте
790,einmal::ADV,kartą,садра
791,einmal::ADV,vieną kartą,садра
792,manchmal::ADV,kai kada,гагь-гагь
793,oft::ADV,dažnai,гзаф вахтара
794,immer::ADV,visada,гьамиша
795,immer::ADV,visuomet,гьамиша
796,niemals::ADV,niekada,са чӏавузни
797,niemals::ADV,niekada,са вахтундани
798,niemals::ADV,niekuomet,са чӏавузни
799,niemals::ADV,niekuomet,са вахтундани
800,hier::ADV,čia,ина
801,hierhin::ADV,šen,иниз
802,hierhin::ADV,čionai,иниз
803,von hier::ADV,iš čia,инай
804,dort::ADV,ten,ана
805,dort::ADV,tenai,ана
806,dorthin::ADV,ten,аниз
807,dorthin::ADV,ten link,аниз
808,geradeaus::ADV,tiesiai,дуьз
809,vorwärts::ADV,pirmyn,вилик
810,vorwärts::ADV,pirmyn,виликди
811,rückwärts::ADV,atbulai,кьулухъ
812,zurück::ADV,atgal,
813,unten::ADV,žemai,агъада
814,unten::ADV,apačioje,агъада
815,hinab::ADV,žemyn,агъуз
816,oben::ADV,viršuj,винел
817,hinauf::ADV,aukštyn,виниз
818,hinauf::ADV,į viršų,виниз
819,überall::ADV,visur,вирина
820,nicht::ADV,ne,ваъ
821,ein wenig::ADV,truputį,са тӏимил
822,kaum::ADV,vos,жизви
823,sehr::ADV,labai,лап
824,sehr::ADV,baisiai,лап
825,so::ADV,taip,икӏ
826,noch::ADV,dar,гьеле
827,nur::ADV,tik,анжах
828,nur::ADV,vien,анжах
829,schon::ADV,jau,хъувуна
830,schon::ADV,jau,мадни дардиз
831,schon::ADV,jau,мадни гуьтӏуьз
832,schon::ADV,jau,мадни гуьтӏуь я
833,wieder::ADV,vėl,
834,wieder::ADV,iš naujo,
835,vergebens::ADV,veltui,нагьакь
836,vergebens::ADV,veltui,нагьакьа
837,vergebens::ADV,bergždžiai,нагьакь
838,vergebens::ADV,bergždžiai,нагьакьа
839,vor::PRP,prieš,вилик
840,hinter::PRP,už,кьулухъ
841,unter::PRP,po,кӏаник
842,durch::PRP,pro,арадай
843,durch::PRP,pro,-кай хкатна
844,durch::PRP,per,арадай
845,durch::PRP,per,-кай хкатна
846,neben::PRP,prie,патав
847,neben::PRP,prie,мукьув
848,neben::PRP,šalia,патав
849,neben::PRP,šalia,мукьув
850,zwischen::PRP,tarp,ара
851,zwischen::PRP,tarp,арада
852,wegen::PRP,dėl,гъиляй
853,wegen::PRP,dėlei,гъиляй
854,dies::PRN,šis,и
855,dies::PRN,šis,им
856,dies::PRN,šitas,и
857,dies::PRN,šitas,им
858,das::PRN,tat,а
859,das::PRN,tat,ам
860,alles::PRN,visas,вири
861,alles::PRN,visas,михьиз
862,ich::PRN,aš,за
863,ich::PRN,aš,зун
864,du::PRN,tu,вун
865,er::PRN,jis,ам
866,er::PRN,jis,гьа
867,wir::PRN,mes,чун
868,ihr::PRN,jūs,куьн
869,sie::PRN,ji,абур
870,sie::PRN,jos,абур
871,was::FPRN,kas,вуч
872,wer::FPRN,kas,вуж
873,wo::FADV,kur,гьина
874,wohin::FADV,kur,гьиниз
875,wohin::FADV,kur link,гьиниз
876,wie::FADV,kaip,гьикӏ
877,warum::FADV,kod̃ėl,вучиз
878,warum::FADV,dėl ko,вучиз
879,wieviel::FNUM,kiek,шумуд
880,eins::NUM,vienas,са
881,zwei::NUM,du,кьвед
882,drei::NUM,trys,пуд
883,vier::NUM,keturi,кьуд
884,fünf::NUM,penki,вад
885,sechs::NUM,šeši,ругуд
886,sieben::NUM,septyni,ирид
887,acht::NUM,aštuoni,муьжуьд
888,neun::NUM,devyni,кӏуьд
889,zehn::NUM,dešimt,цӏуд
890,elf::NUM,vienuolika,цӏусад
891,zwölf::NUM,dvylika,цӏикьвед
892,zwanzig::NUM,dvidešimt,къад
893,dreißig::NUM,trisdešimt,къанницӏуд
894,vierzig::NUM,keturiasdešimt,яхцӏур
895,fünfzig::NUM,penkiasdešimt,яхцӏурни цӏуд
896,sechzig::NUM,šešiasdešimt,пудкъад
897,siebzig::NUM,septyniasdešimt,пудкъанни цӏуд
898,achtzig::NUM,aštuoniasdešimt,кьудкъад
899,neunzig::NUM,devyniasdešimt,кьудкъанни цӏуд
900,hundert::NUM,šimtas,виш
901,tausend::NUM,tūkstantis,агъзур
902,und::CNJ,ĩr,ва
903,oder::CNJ,ar,я
904,oder::CNJ,arba,я
905,stehen::V,stovėti,акъвазун
906,sitzen::V,sėdėti,ацукьун
907,liegen::V,gulėti,къаткун
908,hängen::V,kyboti,куьрс хьун
909,hängen::V,kabėti,куьрс хьун
910,werden::V,taptis,хьун
911,werden::V,darytis,хьун
912,passieren::V,atsitikti,хьун
913,passieren::V,pasitaikyti,хьун
914,beginnen::V,prasid́ėti,башламиш хьун
915,enden::V,baigtis,куьтягь хьун
916,wechseln::V,keistis,дегиш хьун
917,wechseln::V,pasikeisti,дегиш хьун
918,aufgehen[Sonne]::V,tekėti,экъечӏун
919,aufgehen[Sonne]::V,patekėti,экъечӏун
920,untergehen[Sonne]::V,leistis,акӏун
921,untergehen[Sonne]::V,nusileisti,акӏун
922,scheinen[Sonne]::V,šviesti,ишигь гун
923,donnern::V,griausti,къукърумар авун
924,donnern::V,griaudėti,къукърумар авун
925,wehen::V,pūsti,
926,strömen::V,lietis,авахьун
927,strömen::V,plūsti,авахьун
928,fließen::V,tekėti,авахьун
929,sich drehen::V,suktis,элкъуьн
930,sich drehen::V,pasisukti,элкъуьн
931,schwanken::V,svyruoti,юзун
932,schwingen::V,suptis,галтад хьун
933,fallen::V,pulti,аватун
934,fallen::V,kristi,аватун
935,brennen::V,degti,кун
936,brennen::V,degti,ккун
937,rauchen::V,rūkyti,
938,regnen::V,lyti,къун
939,gefrieren::V,užšalti,муркӏади кьун
940,tauen::V,tirpti,цӏурун
941,schmelzen::V,lydytis,цӏурун
942,trocknen::V,džiūti,кьурун
943,sieden::V,virti,ругун
944,faulen::V,pūti,кутӏун
945,verfaulen::V,švinkti,чуьруьтмиш хьун
946,verfaulen::V,švinkti,кутӏун
947,reißen::V,plyšti,атӏун
948,reißen::V,plyšti,къазунун
949,reißen::V,trūkti,атӏун
950,reißen::V,trūkti,къазунун
951,versinken::V,skę̃sti,батмиш хьун
952,versinken::V,grimzti,батмиш хьун
953,vergehen::V,praeiti,алатун
954,erscheinen::V,pasirodyti,майдандиз акъатун
955,verschwinden::V,dingti,квахьун
956,verschwinden::V,išnykti,квахьун
957,verschwinden::V,pranykti,квахьун
958,sinken::V,kristi,элекьун
959,abnehmen::V,mažėti,тӏимил хьун
960,abnehmen::V,mažėti,гъвечӏи хьун
961,abnehmen::V,silpnėti,тӏимил хьун
962,abnehmen::V,silpnėti,гъвечӏи хьун
963,zunehmen::V,didėti,артух хьун
964,zunehmen::V,padaugėti,артух хьун
965,steigen::V,kilti,хкаж хьун
966,wachsen::V,augti,экъечӏун
967,glänzen::V,blizgėti,цӏарцӏар гун
968,funkeln::V,žibėti,нур гун
969,lärmen::V,triukšmauti,ван авун
970,läuten::V,skambinti,зенг ягъун
971,klingeln::V,skambinti,зенг ягъун
972,klirren::V,žvangėti,зигринг авун
973,brausen::V,šniokšti,къати хьун
974,rauschen::V,ošti,вишриш авун
975,rauschen::V,šlamėti,вишриш авун
976,klingen::V,skardėti,ван авун
977,bellen::V,loti,элуькьун
978,heulen::V,kaukti,къув ягъун
979,heulen::V,staugti,къув ягъун
980,blasen::V,pūsti,уф гун
981,pfeifen::V,švilpti,уьфт ягъун
982,pfeifen::V,švilpauti,уьфт ягъун
983,schreien::V,šaukti,гьараюн
984,stöhnen::V,dejuoti,суза авун
985,stöhnen::V,aimanuoti,суза авун
986,zittern::V,virpėti,зурзун
987,leben::V,gyventi,яшамиш хьун
988,geboren werden::V,gimti,хьун
989,atmen::V,alsuoti,нефес чӏугун
990,atmen::V,kvėpuoti,нефес чӏугун
991,trinken::V,gerti,хъун
992,essen::V,valgyti,тӏуьн
993,schlucken::V,praryti,туькьуьнун
994,müde werden::V,nuvargti,галатун
995,müde werden::V,nuvargti,юргъун хьун
996,müde werden::V,privargti,галатун
997,müde werden::V,privargti,юргъун хьун
998,einschlafen::V,užmigti,ксун
999,schlafen::V,miegoti,ксун
1000,aufwachen::V,pabusti,ахварай аватун
1001,aufstehen::V,keltis,къарагъун
1002,aufstehen::V,atsikelti,къарагъун
1003,sich erholen::V,pailsėti,ял ягъун
1004,sich erholen::V,poilsiauti,ял ягъун
1005,krank werden::V,susirgti,кефсуз хьун
1006,krank sein::V,sirgti,тӏа хьун
1007,schmerzen::V,sopėti,тӏа хьун
1008,schmerzen::V,skaudėti,тӏа хьун
1009,husten::V,kosėti,уьгьуь ягъун
1010,genesen::V,sveikti,сагъ хъхьун
1011,genesen::V,taisytis,сагъ хъхьун
1012,sterben::V,mirti,кьин
1013,sterben::V,numirti,кьин
1014,umkommen::V,žūti,терг хьун
1015,sich bewegen::V,judėti,юзун
1016,sich bewegen::V,pasijudinti,юзун
1017,sich rühren::V,krutėti,юзун
1018,sich erheben::V,pakilti,къарагъун
1019,sich erheben::V,atsikelti,къарагъун
1020,sich setzen::V,sėstis,ацукьун
1021,sich setzen::V,atsisėsti,ацукьун
1022,hinfallen::V,parkristi,алукьун
1023,hinfallen::V,pargriūti,алукьун
1024,laufen::V,eiti,къекъуьн
1025,schreiten::V,žengti,ккамар къачун
1026,schreiten::V,žingsniuoti,ккамар къачун
1027,spazierengehen::V,pasivaikščioti,сейр авун
1028,eilen::V,skubėti,тади авун
1029,sich beeilen::V,paskub́ėti,гьерекатун
1030,sich beeilen::V,pasiskubinti,гьерекатун
1031,sausen::V,dumti,чкурун
1032,sausen::V,lėkti,чкурун
1033,rennen::V,bėgti,катун
1034,rennen::V,bėgti,зверун
1035,springen::V,šokti,хкадарун
1036,klettern::V,kopti,акьахун
1037,schaukeln::V,supti,
1038,schaukeln::V,linguoti,
1039,kriechen::V,ropoti,капаралди фин
1040,kriechen::V,šliaužti,капаралди фин
1041,schwimmen::V,plaukti,сирнав авун
1042,tauchen::V,nerti,кьилихъди циз вегьин
1043,rudern::V,irtis,кьусуйралди лодка гьалун
1044,rudern::V,irtis,цуьруьгъуьлдалди кӏватӏун
1045,rudern::V,irkluoti,кьусуйралди лодка гьалун
1046,rudern::V,irkluoti,цуьруьгъуьлдалди кӏватӏун
1047,fahren::V,važiuoti,фин
1048,fahren::V,važinėti,фин
1049,fliegen::V,lėkti,лув гун
1050,fliegen::V,lėkti,цавай фин
1051,fliegen::V,skristi,лув гун
1052,fliegen::V,skristi,цавай фин
1053,gehen::V,eiti,фин
1054,weggehen::V,išeiti,хъфин
1055,abfahren::V,išvykti,фин
1056,abfahren::V,išvykti,рекье гьатун
1057,abfahren::V,išvažiuoti,фин
1058,abfahren::V,išvažiuoti,рекье гьатун
1059,anhalten::V,sustoti,акъвазун
1060,hineingehen::V,įeiti,гьахьун
1061,eintreten::V,įžengti,гьахьун
1062,kommen::V,ateiti,атун
1063,ankommen::V,ateiti,атун
1064,zurückkommen::V,grį̃žti,хтун
1065,zurückkommen::V,sugrį̃žti,хтун
1066,bleiben::V,likti,амукьун
1067,bleiben::V,pasilikti,амукьун
1068,warten::V,laukti,гуьзлемишун
1069,erwarten::V,laukti,вил алаз акъвазун
1070,suchen::V,ieškoti,къекъуьн
1071,finden::V,rasti,жугъун
1072,finden::V,surasti,жугъун
1073,versuchen::V,mėginti,алахъун
1074,vorbereiten::V,rengti,гьазурун
1075,lieben::V,myĺėti,кӏан хьун
1076,mögen::V,ḿėgti,рикӏ ацукьун
1077,mögen::V,patikti,рикӏ ацукьун
1078,lachen::V,juoktis,хъуьруьн
1079,rühren::V,jaudinti,
1080,rühren::V,graudinti,
1081,weinen::V,verkti,шехьун
1082,schimpfen::V,bartis,сеперар гун
1083,schimpfen::V,bartis,экъуьгъунар авун
1084,sich ärgern::V,pykti,хъел акатун
1085,sich ärgern::V,apmaudauti,хъел акатун
1086,sich fürchten::V,bijoti,кичӏе хьун
1087,sich fürchten::V,baimintis,кичӏе хьун
1088,fürchten::V,bijoti,къурхутмиш хьун
1089,fürchten::V,baimintis,къурхутмиш хьун
1090,fliehen::V,bėgti,катун
1091,fliehen::V,sprukti,катун
1092,flüchten::V,pabėgti,катун
1093,sehen::V,žiūŕėti,акун
1094,anschauen::V,žiūŕėti,вил вегьин
1095,ansehen::V,žiūrėti į,килигун
1096,ansehen::V,pažiūrėti į,килигун
1097,hören::V,girdėti,ван хьун
1098,zuhören::V,klausytis,яб гун
1099,probieren::V,ragauti,дад акун
1100,probieren::V,paragauti,дад акун
1101,riechen::V,uosti,ни чӏугун
1102,riechen::V,užuosti,ни чӏугун
1103,fühlen::V,justi,гьисс авун
1104,fühlen::V,jausti,гьисс авун
1105,fühlen::V,pajusti,гьисс авун
1106,scheinen::V,rodytis,
1107,scheinen::V,atrodyti,
1108,zu sehen sein::V,pasirodyti,
1109,vernehmen::V,išgirsti,
1110,frieren::V,šalti,кьун
1111,frieren::V,šalti,мекьи хьун
1112,tun::V,daryti,авун
1113,können::V,galėti,хьун
1114,können::V,galėti,акъакьун
1115,können::V,pajėgti,хьун
1116,können::V,pajėgti,акъакьун
1117,wollen::V,norėti,кӏан хьун
1118,anfangen::V,pradėti,башламишун
1119,anfangen::V,prasid́ėti,башламишун
1120,beenden::V,baigti,куьтягьун
1121,beenden::V,užbaigti,куьтягьун
1122,aufhören::V,liautis,акъвазун
1123,gelingen::V,pavykti,арадал атун
1124,gelingen::V,pasisekti,арадал атун
1125,geraten::V,nusisekti,акъатун
1126,öffnen::V,atverti,ахъаюн
1127,öffnen::V,atidaryti,ахъаюн
1128,schließen::V,uždaryti,акьалун
1129,stellen::V,statyti,эцигун
1130,stellen::V,pastatyti,эцигун
1131,setzen::V,sodinti,ацукьарун
1132,setzen::V,pasodinti,ацукьарун
1133,legen::V,dėti,эцигун
1134,legen::V,pad́ėti,эцигун
1135,berühren::V,liesti,хкӏурун
1136,berühren::V,paliesti,хкӏурун
1137,verbinden::V,jungti,гилигун
1138,verbinden::V,surišti,гилигун
1139,bedecken::V,uždengti,кӏевун
1140,aufhängen::V,pakarti,куьрсарун
1141,aufhängen::V,pakabinti,куьрсарун
1142,anzünden::V,padegti,куькӏуьрун
1143,aufheben::V,pakelti,хкажун
1144,zurücklassen::V,palikti,тун
1145,verlieren::V,pamesti,квадарун
1146,fallen lassen::V,atsisakyti,авадрун
1147,machen::V,dirbti,авун
1148,machen::V,dirbti,кар авун
1149,herstellen::V,gaminti,расун
1150,bauen::V,statyti,туькӏуьрун
1151,bauen::V,pastatyti,туькӏуьрун
1152,reparieren::V,taisyti,расун
1153,reparieren::V,remontuoti,расун
1154,verbessern::V,gerinti,хъсанрун
1155,verbessern::V,ištaisyti,хъсанрун
1156,ändern::V,keisti,табдил авун
1157,ändern::V,pakeisti,табдил авун
1158,graben::V,kasti,эгъуьнун
1159,beugen::V,lenkti,акӏажарун
1160,beugen::V,lenkti,кангур авун
1161,beugen::V,palenkti,акӏажарун
1162,beugen::V,palenkti,кангур авун
1163,biegen::V,lenkti,патахъарун
1164,biegen::V,palenkti,патахъарун
1165,drehen::V,sukti,алчударун
1166,wenden::V,kreipti,
1167,wenden::V,pakreipti,
1168,umdrehen::V,sukti,элкъуьрун
1169,umdrehen::V,apversti,элкъуьрун
1170,heben::V,kelti,хкажун
1171,heben::V,pakelti,хкажун
1172,hochheben::V,pakelti,хкажун
1173,ergreifen::V,čiupti,агалчна кьун
1174,ergreifen::V,griebti,агалчна кьун
1175,halten::V,laikyti,кьун
1176,halten::V,palaikyti,кьун
1177,drücken::V,spausti,чуькьуьн
1178,schieben::V,stumti,хуртӏ гун
1179,kratzen::V,kasyti,къадгъунун
1180,kratzen::V,grandyti,къадгъунун
1181,lecken::V,laižyti,мез гун
1182,beißen::V,kandžioti,кӏасун
1183,abreißen::V,nuplėšti,галудун
1184,abschneiden::V,atpjauti,атӏун
1185,abschneiden::V,atkirpti,атӏун
1186,binden::V,rišti,
1187,binden::V,surišti,
1188,stecken::V,kišti,сухун
1189,stecken::V,įkišti,сухун
1190,brechen::V,lūžti,хун
1191,brechen::V,lūžti,кукӏварун
1192,brechen::V,laužyti,хун
1193,brechen::V,laužyti,кукӏварун
1194,klopfen::V,belsti,тахъ-тахъ авун
1195,klopfen::V,barbenti,тахъ-тахъ авун
1196,hauen::V,mušti,ягъун
1197,kleben::V,lipdyti,алкӏурун
1198,kleben::V,lipdyti,кукӏурун
1199,kleben::V,klijuoti,алкӏурун
1200,kleben::V,klijuoti,кукӏурун
1201,reiben::V,trinti,тӏушунун
1202,reiben::V,tarkuoti,тӏушунун
1203,streichen::V,tepti,алтадун
1204,streichen::V,užtepti,алтадун
1205,schleifen::V,galą́sti,кӏвенкӏв авун
1206,schneiden::V,pjauti,атӏун
1207,schneiden::V,kirpti,атӏун
1208,rütteln::V,purtyti,къарсурун
1209,schütteln::V,purtyti,къарсурун
1210,schwenken::V,mojuoti,элягъун
1211,schwenken::V,mojuoti,галтадун
1212,schütten::V,pilti,цун
1213,schütten::V,berti,цун
1214,füllen::V,pildyti,ацӏурун
1215,füllen::V,pripildyti,ацӏурун
1216,einwickeln::V,įvynioti,кутун
1217,einwickeln::V,įvynioti,элкъуьрун
1218,einwickeln::V,suvynioti,кутун
1219,einwickeln::V,suvynioti,элкъуьрун
1220,tragen::V,nešti,тухун
1221,tragen::V,nešioti,тухун
1222,schleppen::V,vilkti,галчӏурун
1223,ziehen::V,tempti,ялун
1224,ziehen::V,tempti,чӏугун
1225,aufbewahren::V,laikyti,хуьн
1226,werfen::V,mesti,гадрун
1227,werfen::V,sviesti,гадрун
1228,fangen::V,sugauti,кьун
1229,packen::V,čiupti,кьун
1230,packen::V,griebti,кьун
1231,verstecken::V,slėpti,кӏевун
1232,verstecken::V,slapstyti,кӏевун
1233,teilen::V,dalyti,паюн
1234,teilen::V,padalyti,паюн
1235,schicken::V,sių̃sti,ракъурун
1236,schicken::V,pasių̃sti,ракъурун
1237,bringen::V,atnešti,гъун
1238,hinzufügen::V,pridėti,алава авун
1239,bekommen::V,gauti,къачун
1240,bekommen::V,gauti,жугъурун
1241,erhalten::V,gauti,къачун
1242,nehmen::V,paimti,къачун
1243,wählen::V,rinkti,хкягъун
1244,wählen::V,išsirinkti,хкягъун
1245,auswählen::V,išrinkti,хкягъун
1246,bewahren::V,išsaugoti,хуьн
1247,behindern::V,trukdyti,манийвал авун
1248,verderben::V,sugadinti,чӏурун
1249,beschädigen::V,žaloti,нукьсанвал гун
1250,beschädigen::V,gadinti,нукьсанвал гун
1251,zerbrechen::V,sukulti,хун
1252,zerbrechen::V,sudaužyti,хун
1253,zerreißen::V,perplėšti,къазунун
1254,zerreißen::V,suplėšyti,къазунун
1255,zerstören::V,suardyti,чӏурун
1256,zerstören::V,suardyti,барбатӏун
1257,zerstören::V,sugriauti,чӏурун
1258,zerstören::V,sugriauti,барбатӏун
1259,verbrennen::V,deginti,ккун
1260,verbrennen::V,sudeginti,ккун
1261,geben::V,duoti,гун
1262,geben::V,paduoti,гун
1263,reichen::V,paduoti,вугун
1264,reichen::V,paduoti,гун
1265,schenken::V,dovanoti,пишкеш авун
1266,versprechen::V,žadėti,гаф гун
1267,versprechen::V,pažadėti,гаф гун
1268,wünschen::V,norėti,дуьа авун
1269,wünschen::V,linḱėti,дуьа авун
1270,loben::V,girti,тариф авун
1271,loben::V,pagirti,тариф авун
1272,küssen::V,bučiuoti,темен гун
1273,wiegen::V,supti,эчӏягъун
1274,zudecken::V,užkloti,гьалдун
1275,zudecken::V,uždengti,гьалдун
1276,wecken::V,žadinti,ахварай авудун
1277,zeigen::V,rodyti,къалурун
1278,führen::V,vesti,тухун
1279,führen::V,vadovauti,тухун
1280,lehren::V,mokyti,кӏелиз тун
1281,lehren::V,išmokyti,кӏелиз тун
1282,unterrichten::V,dėstyti,тарс гун
1283,aufziehen::V,išauginti,тербия гун
1284,aufziehen::V,išauginti,тербияламишун
1285,leiten::V,valdyti,идара авун
1286,leiten::V,vadovauti,идара авун
1287,antreiben::V,uiti,тади кутун
1288,antreiben::V,raginti,тади кутун
1289,antreiben::V,skubinti,тади кутун
1290,lassen::V,paliepti,
1291,einladen::V,kviesti,теклиф авун
1292,einladen::V,pakviesti,теклиф авун
1293,vereinigen::V,sujungti,сад авун
1294,vereinigen::V,suvienyti,сад авун
1295,besuchen::V,lankyti,кьилив атун
1296,besuchen::V,aplankyti,кьилив атун
1297,treffen::V,sutikti,гьалтун
1298,treffen::V,pasitikti,гьалтун
1299,sich versammeln::V,susirinkti,алтӏушун
1300,spielen::V,groti,къугъун
1301,spielen::V,žaisti,къугъун
1302,singen::V,dainuoti,лугьун
1303,singen::V,dainuoti,мани лугьун
1304,tanzen::V,šokti,кьуьл авун
1305,sich trennen::V,skirtis,къакъатун
1306,sich trennen::V,išsiskirti,къакъатун
1307,verlassen::V,palikti,гъил къачун
1308,retten::V,gelbėti,къутармишун
1309,bewachen::V,sergėti,хуьн
1310,schützen::V,ginti,хуьн
1311,schützen::V,apginti,хуьн
1312,verteidigen::V,ginti,хуьн
1313,verteidigen::V,apginti,хуьн
1314,sich schlagen::V,muštis,кукӏун
1315,schießen::V,šauti,акъатун
1316,schießen::V,šaudyti,акъатун
1317,siegen::V,nugalėti,гъалиб хьун
1318,ärgern::V,pykinti,хъел гъун
1319,ärgern::V,pykinti,хъел кутун
1320,schlagen::V,mušti,ягъун
1321,schlagen::V,mušti,галукьарун
1322,schlagen::V,smogti,ягъун
1323,schlagen::V,smogti,галукьарун
1324,schlagen::V,trenkti,ягъун
1325,schlagen::V,trenkti,галукьарун
1326,treten::V,mygti,кьуьл къекъягъун
1327,treten::V,mygti,кьуьл эцягъун
1328,stechen::V,gelti,акьадарун
1329,stechen::V,smeigti,акьадарун
1330,stoßen::V,stumti,эцягъун
1331,stoßen::V,pastumti,эцягъун
1332,stehlen::V,vogti,чуьнуьхун
1333,stören::V,trikdyti,хкуьрун
1334,belästigen::V,apsunkinti,хкуьрун
1335,belästigen::V,apsunkinti,азият гун
1336,verbergen::V,slėpti,далдаламишун
1337,verbergen::V,paslėpti,далдаламишун
1338,täuschen::V,klaidinti,алцурарун
1339,täuschen::V,klaidinti,алцуррун
1340,betrügen::V,apgauti,алцурарун
1341,betrügen::V,apgauti,гьарамзадавал авун
1342,töten::V,žudyti,яна кьин
1343,töten::V,nužudyti,яна кьин
1344,wohnen::V,gyventi,дуланмиш хьун
1345,arbeiten::V,dirbti,кӏвалахун
1346,arbeiten::V,dirbti,кӏвалах авун
1347,arbeiten::V,triūsti,кӏвалахун
1348,arbeiten::V,triūsti,кӏвалах авун
1349,sammeln::V,rinkti,кӏватӏун
1350,pflücken::V,skinti,атӏун
1351,pflücken::V,raškyti,атӏун
1352,jagen::V,medžioti,гъуьрч авун
1353,fischen::V,žvejoti,гъетер кьун
1354,fassen::V,sučiupti,кьун
1355,hüten::V,ganyti,чӏура хуьн
1356,treiben::V,ginti,гьалун
1357,anbinden::V,pririšti,акалун
1358,füttern::V,šerti,ем гун
1359,melken::V,melžti,ацун
1360,hacken::V,kapoti,куьткуьнун
1361,gießen::V,lieti,яд гун
1362,gießen::V,laistyti,яд гун
1363,reifen::V,nokti,чурун
1364,reifen::V,nokti,агакьун
1365,reifen::V,sirpti,чурун
1366,reifen::V,sirpti,агакьун
1367,zubereiten::V,ruošti,гьазурун
1368,zubereiten::V,gaminti,гьазурун
1369,kochen::V,virti,ругун
1370,kochen::V,virinti,ругун
1371,backen::V,kepti,чурун
1372,braten::V,kepti,чурун
1373,braten::V,kepinti,чурун
1374,umrühren::V,maišyti,какадарун
1375,umrühren::V,pamaišyti,какадарун
1376,stricken::V,megzti,хурун
1377,nähen::V,siūti,цун
1378,färben::V,dažyti,шир ягъун
1379,färben::V,nudažyti,шир ягъун
1380,reinigen::V,valyti,михьун
1381,reinigen::V,švarinti,михьун
1382,waschen::V,plauti,чуьхуьн
1383,waschen::V,mazgoti,чуьхуьн
1384,waschen::V,skalbti,чуьхуьн
1385,abwischen::V,nušluostyti,гуьцӏун
1386,spülen::V,plauti,экъуьрун
1387,spülen::V,skalauti,экъуьрун
1388,fegen::V,šluoti,шуткун
1389,kehren::V,šluoti,кул алтадун
1390,baden::V,maudytis,эхъуьн
1391,sich waschen::V,praustis,жендек чуьхуьн
1392,ausziehen::V,numauti,хутӏунун
1393,ausziehen::V,numauti,галудун
1394,ausziehen::V,nuvilkti,хутӏунун
1395,ausziehen::V,nuvilkti,галудун
1396,anziehen::V,mauti,алукӏун
1397,anziehen::V,apsivilkti,алукӏун
1398,sich anziehen::V,rengtis,алукӏун
1399,sich anziehen::V,rengtis,парталар алукӏун
1400,sich anziehen::V,apsirengti,алукӏун
1401,sich anziehen::V,apsirengti,парталар алукӏун
1402,kämmen::V,šukuoti,эвягъун
1403,schmücken::V,puošti,безетмишун
1404,schmücken::V,puošti,гуьрчегарун
1405,schmücken::V,dabinti,безетмишун
1406,schmücken::V,dabinti,гуьрчегарун
1407,schmücken::V,gražinti,безетмишун
1408,schmücken::V,gražinti,гуьрчегарун
1409,sagen::V,tarti,лугьун
1410,sprechen::V,kalbėti,рахун
1411,reden::V,šnekėti,рахун
1412,sich unterhalten::V,kalbėtis,ихтилат авун
1413,sich unterhalten::V,šnekučiuotis,ихтилат авун
1414,fragen::V,klausti,жузун
1415,bitten::V,prašyti,тӏалабун
1416,erzählen::V,pasakoti,ахъаюн
1417,mitteilen::V,skelbti,хабар гун
1418,mitteilen::V,pranešti,хабар гун
1419,nennen::V,vadinti,тӏвар гун
1420,nennen::V,vardyti,тӏвар гун
1421,rufen::V,šaukti,эверун
1422,rufen::V,kviesti,эверун
1423,prahlen::V,girtis,яцӏу гафар авун
1424,übersetzen::V,versti,таржума авун
1425,übersetzen::V,versti,гафладун
1426,übersetzen::V,išversti,таржума авун
1427,übersetzen::V,išversti,гафладун
1428,denken::V,galvoti,фикир авун
1429,glauben::V,manyti,агъун
1430,glauben::V,tikėti,агъун
1431,bemerken::V,pamatyti,фикир гун
1432,bemerken::V,pastebėti,фикир гун
1433,erkennen::V,pažinti,
1434,erkennen::V,atpažinti,
1435,begreifen::V,suvokti,гъавурда акьун
1436,verstehen::V,suprasti,
1437,lernen::V,mokytis,кӏелун
1438,wissen::V,žinoti,чир хьун
1439,wissen::V,žinoti,чирхьун
1440,sich erinnern an::V,prisiminti,рикӏел хуьн
1441,vergessen::V,užmiršti,рикӏелай фин
1442,vergessen::V,užmiršti,рикӏелай алатун
1443,messen::V,matuoti,алцумун
1444,zählen::V,skaičiuoti,гьисабун
1445,rechnen::V,skaičiuoti,гьисабун
1446,lesen::V,skaityti,кӏелун
1447,malen::V,tapyti,кхьин
1448,malen::V,tapyti,шикилар чӏугун
1449,zeichnen::V,piešti,чӏугун
1450,zeichnen::V,žymėti,чӏугун
1451,zeichnen::V,braižyti,чӏугун
1452,schreiben::V,rašyti,кхьин
1453,besitzen::V,turėti,иеси хьун
1454,kaufen::V,pirkti,къачун
