,Concept_ID,lv,kk
86,Knie::N,celis,тізе
87,Oberschenkel::N,лядьвей,жамбас
88,Oberschenkel::N,бек,жамбас
89,Oberschenkel::N,ciska,жамбас
90,Oberschenkel::N,augšstilbs,жамбас
91,Bein::N,кок,аяқ
92,Bein::N,kāja,аяқ
93,Körper::N,туша,дене
94,Körper::N,вывтыр,дене
95,Körper::N,miesa,дене
96,Körper::N,ķermenis,дене
97,Haut::N,ку,тері
98,Haut::N,āda,тері
99,Blut::N,вир,қан
100,Blut::N,asins,қан
101,Ader::N,сӧн,көктамыр
102,Ader::N,сӧн,күретамыр
103,Ader::N,asinsvads,көктамыр
104,Ader::N,asinsvads,күретамыр
105,Sehne::N,вез,сіңір
106,Sehne::N,dzīsla,сіңір
107,Knochen::N,лы,жілік
108,Knochen::N,kauls,жілік
109,Gehirn::N,вем,ми
110,Gehirn::N,smadzenes,ми
111,Herz::N,сьӧлӧм,жүрек
112,Herz::N,sirds,жүрек
113,Magen::N,кынӧм,асқазан
114,Magen::N,kuņģis,асқазан
115,Leber::N,мус,бауыр
116,Leber::N,aknas,бауыр
117,Atem::N,лов,леп
118,Atem::N,elpa,леп
119,Hunger::N,тшыг,ашаршылық
120,Hunger::N,bads,ашаршылық
121,Hunger::N,izsalkums,ашаршылық
122,Träne::N,синва,жас
123,Träne::N,asara,жас
124,Geschmack::N,кӧр,дәм
125,Geschmack::N,кӧр,татым
126,Geschmack::N,кӧр,талғам
127,Geschmack::N,чӧсмӧс,дәм
128,Geschmack::N,чӧсмӧс,татым
129,Geschmack::N,чӧсмӧс,талғам
130,Geschmack::N,garša,дәм
131,Geschmack::N,garša,татым
132,Geschmack::N,garša,талғам
133,Geruch::N,зын,иіс
134,Geruch::N,дук,иіс
135,Geruch::N,smaka,иіс
136,Schlaf::N,узьӧм,ұйқы
137,Schlaf::N,узьӧм,ұйықтау
138,Schlaf::N,miegs,ұйқы
139,Schlaf::N,miegs,ұйықтау
140,Traum::N,вӧт,түс
141,Traum::N,вӧтасьӧм,түс
142,Traum::N,sapnis,түс
143,Himmel::N,енэж,аспан
144,Himmel::N,енэж,көқ
145,Himmel::N,енэж,таңдай
146,Himmel::N,debess,аспан
147,Himmel::N,debess,көқ
148,Himmel::N,debess,таңдай
149,Sonne::N,шонді,күн
150,Sonne::N,saule,күн
151,Mond::N,тӧлысь,ай
152,Mond::N,mēness,ай
153,Stern::N,кодзув,жұлдыз
154,Stern::N,zvaigzne,жұлдыз
155,Luft::N,сынӧд,әуе
156,Luft::N,gaiss,әуе
157,Wind::N,тӧв,жел
158,Wind::N,vējš,жел
159,Welle::N,гы,толқын
160,Welle::N,vilnis,толқын
161,Wasser::N,ва,су
162,Wasser::N,ūdens,су
163,Stein::N,из,тас
164,Stein::N,akmens,тас
165,Boden::N,му,қыртыс
166,Boden::N,augsne,қыртыс
167,Erde::N,му,топырақ
168,Erde::N,му-ва,топырақ
169,Erde::N,zeme,топырақ
170,Staub::N,бус,шаң
171,Staub::N,putekļi,шаң
172,Rauch::N,тшын,түтін
173,Rauch::N,dūmi,түтін
174,Funke::N,кинь,ұшқын
175,Funke::N,би кинь,ұшқын
176,Funke::N,dzirkstele,ұшқын
177,Feuer::N,би,алау
178,Feuer::N,uguns,алау
179,Licht::N,югӧр,шұғыла
180,Licht::N,gaisma,шұғыла
181,Schatten::N,вуджӧр,көлеңке
182,Schatten::N,ēna,көлеңке
183,Wetter::N,поводдя,ауа райы
184,Wetter::N,laiks,ауа райы
185,Nebel::N,ру,тұман
186,Nebel::N,онь,тұман
187,Nebel::N,migla,тұман
188,Wolke::N,кымӧр,бұлт
189,Wolke::N,mākonis,бұлт
190,Regen::N,зэр,жаңбыр
191,Regen::N,lietus,жаңбыр
192,Schnee::N,лым,қар
193,Schnee::N,sniegs,қар
194,Eis::N,йи,мұз
195,Eis::N,ledus,мұз
196,Frost::N,кӧдзыд,суық
197,Frost::N,sals,суық
198,Kälte::N,кӧдзыд,ызғар
199,Kälte::N,кӧдзыд,суықтық
200,Kälte::N,saltums,ызғар
201,Kälte::N,saltums,суықтық
202,Kälte::N,aukstums,ызғар
203,Kälte::N,aukstums,суықтық
204,Hitze::N,пӧсь,аптап
205,Hitze::N,гожӧд,аптап
206,Hitze::N,karstums,аптап
207,Raureif::N,пуж,қырау
208,Raureif::N,гыӧр,қырау
209,Raureif::N,sarma,қырау
210,Regenbogen::N,ӧшкамӧшка,кемпірқосақ
211,Regenbogen::N,varavīksne,кемпірқосақ
212,Donner::N,гым,күн күркіреу
213,Donner::N,pērkons,күн күркіреу
214,Strömung::N,ва ныр,ағын
215,Strömung::N,визувтӧм,ағын
216,Strömung::N,straume,ағын
217,Strömung::N,strāvojums,ағын
218,Tropfen::N,войт,тамшы
219,Tropfen::N,lāse,тамшы
220,Schaum::N,быг,көбік
221,Schaum::N,быгзьӧм,көбік
222,Schaum::N,putas,көбік
223,Schmutz::N,няйт,кір
224,Schmutz::N,dubļi,кір
225,See::N,ты,көл
226,See::N,ezers,көл
227,Sumpf::N,гыбад,саз
228,Sumpf::N,кад,саз
229,Sumpf::N,dumbrājs,саз
230,Sumpf::N,staignājs,саз
231,Moor::N,нюр,саз
232,Moor::N,purvs,саз
233,Moor::N,muklājs,саз
234,Wiese::N,видз,шалғын
235,Wiese::N,pļava,шалғын
236,Wald::N,вӧр,орман
237,Wald::N,mežs,орман
238,Hügel::N,дзиб,төбе
239,Hügel::N,дзиб,белес
240,Hügel::N,дзиб,белес-белес
241,Hügel::N,мыльк,төбе
242,Hügel::N,мыльк,белес
243,Hügel::N,мыльк,белес-белес
244,Hügel::N,нӧрыс,төбе
245,Hügel::N,нӧрыс,белес
246,Hügel::N,нӧрыс,белес-белес
247,Hügel::N,paugurs,төбе
248,Hügel::N,paugurs,белес
249,Hügel::N,paugurs,белес-белес
250,Anhöhe::N,мыльк,дөң
251,Anhöhe::N,мыльк,адыр
252,Anhöhe::N,мыльк,қырат
253,Anhöhe::N,нӧрыс,дөң
254,Anhöhe::N,нӧрыс,адыр
255,Anhöhe::N,нӧрыс,қырат
256,Anhöhe::N,paugurs,дөң
257,Anhöhe::N,paugurs,адыр
258,Anhöhe::N,paugurs,қырат
259,Berg::N,чой,тау
260,Berg::N,керӧс,тау
261,Berg::N,kalns,тау
262,Gipfel::N,чук,төбе
263,Gipfel::N,virsotne,төбе
264,Höhle::N,рудӧг,үңгір
265,Höhle::N,ala,үңгір
266,Abhang::N,ньывк,бауыр
267,Abhang::N,бокша,бауыр
268,Abhang::N,nogāze,бауыр
269,Quelle::N,ӧшмӧс,қайнар
270,Quelle::N,avots,қайнар
271,Bach::N,шор,жылға
272,Bach::N,urga,жылға
273,Bach::N,strauts,жылға
274,Fluss::N,ю,өзен
275,Fluss::N,upe,өзен
276,Ufer::N,вадор,жиек
277,Ufer::N,krasts,жиек
278,Küste::N,вадор,жиегі
279,Küste::N,вадор,жағалау
280,Küste::N,piekraste,жиегі
281,Küste::N,piekraste,жағалау
282,Festland::N,му,құрылық
283,Festland::N,sauszeme,құрылық
284,Meer::N,саридз,теңіз
285,Meer::N,jūra,теңіз
286,Bucht::N,куръя,шығанақ
287,Bucht::N,līcis,шығанақ
288,Insel::N,ді,арал
289,Insel::N,sala,арал
290,Blume::N,дзоридз,гүл
291,Blume::N,puķe,гүл
292,Blume::N,zieds,гүл
293,Gras::N,турун,от
294,Gras::N,zāle,от
295,Wurzel::N,вуж,түбір
296,Wurzel::N,sakne,түбір
297,Baum::N,пу,ағаш
298,Baum::N,пу,дарақ
299,Baum::N,koks,ағаш
300,Baum::N,koks,дарақ
301,Stamm::N,пучер,сояу
302,Stamm::N,пучер,оқпан
303,Stamm::N,stumbrs,сояу
304,Stamm::N,stumbrs,оқпан
305,Rinde::N,кырсь,қабық
306,Rinde::N,miza,қабық
307,Ast::N,ув,бұтақ
308,Ast::N,zars,бұтақ
309,Zweig::N,вож,шыбық
310,Zweig::N,nozare,шыбық
311,Blatt::N,кор,жапырақ
312,Blatt::N,lapa,жапырақ
313,Birke::N,кыдз,қайың
314,Birke::N,bērzs,қайың
315,Kiefer[Baum]::N,пожӧм,қарағай
316,Kiefer[Baum]::N,priede,қарағай
317,Weide[Baum]::N,бадь,тал
318,Weide[Baum]::N,kārkls,тал
319,Tanne::N,коз,шырша
320,Tanne::N,egle,шырша
321,Horn::N,сюр,мүйіз
322,Horn::N,rags,мүйіз
323,Feder::N,гӧн,қаламұш
324,Feder::N,тывборд,қаламұш
325,Feder::N,spalva,қаламұш
326,Fell::N,ку,тері
327,Fell::N,āda,тері
328,Flügel::N,борд,қанат
329,Flügel::N,spārns,қанат
330,Klaue::N,гыж,тырнақ
331,Klaue::N,nags,тырнақ
332,Kralle::N,гыж,аяқ
333,Kralle::N,nags,аяқ
334,Schwanz::N,бӧж,құйрық
335,Schwanz::N,ļipa,құйрық
336,Ei::N,кольк,жұмыртқа
337,Ei::N,ola,жұмыртқа
338,Nest::N,поз,ұя
339,Nest::N,ligzda,ұя
340,Bau::N,горс,жатақ
341,Bau::N,пырмӧс,жатақ
342,Bau::N,гу,жатақ
343,Bau::N,ala,жатақ
344,Tier::N,пемӧс,айуан
345,Tier::N,пемӧс,жануар
346,Tier::N,dzīvnieks,айуан
347,Tier::N,dzīvnieks,жануар
348,Herde::N,стада,пада
349,Herde::N,кельӧб,пада
350,Herde::N,ganāmpulks,пада
351,Kuh::N,мӧс,сиыр
352,Kuh::N,govs,сиыр
353,Bulle::N,ӧш,өгіз
354,Bulle::N,bullis,өгіз
355,Pferd::N,вӧв,жылқы
356,Pferd::N,zirgs,жылқы
357,Schaf::N,ыж,қой
358,Schaf::N,aita,қой
359,Schwein::N,порсь,шошқа
360,Schwein::N,cūka,шошқа
361,Hund::N,пон,ит
362,Hund::N,suns,ит
363,Katze::N,кань,мысық
364,Katze::N,kaķis,мысық
365,Bär::N,ош,аю
366,Bär::N,lācis,аю
367,Eichhörnchen::N,ур,тиін
368,Eichhörnchen::N,vāvere,тиін
369,Elch::N,йӧра,бұғы
370,Elch::N,alnis,бұғы
371,Fuchs::N,руч,түлкі
372,Fuchs::N,lapsa,түлкі
373,Hase::N,кӧч,қоян
374,Hase::N,zaķis,қоян
375,Maus::N,шыр,қаптесер
376,Maus::N,pele,қаптесер
377,Wolf::N,кӧин,бөрі
378,Wolf::N,кӧин,қасқыр
379,Wolf::N,vilks,бөрі
380,Wolf::N,vilks,қасқыр
381,Vogel::N,кай,құс
382,Vogel::N,лэбач,құс
383,Vogel::N,putns,құс
384,Schwarm::N,чукӧр,топ
385,Schwarm::N,чукӧр,үйір
386,Schwarm::N,spiets,топ
387,Schwarm::N,spiets,үйір
388,Huhn::N,курӧг,тауық
389,Huhn::N,курӧг,мекиен
390,Huhn::N,vista,тауық
391,Huhn::N,vista,мекиен
392,Hahn::N,петук,әтеш
393,Hahn::N,петук,қораз
394,Hahn::N,gailis,әтеш
395,Hahn::N,gailis,қораз
396,Gans::N,дзодзӧг,қаз
397,Gans::N,zoss,қаз
398,Adler::N,кутш,бүркіт
399,Adler::N,ērglis,бүркіт
400,Ente::N,утка,үйрек
401,Ente::N,pīle,үйрек
402,Eule::N,сюзь,жапалақ
403,Eule::N,pūce,жапалақ
404,Kranich::N,тури,тырна
405,Kranich::N,dzērve,тырна
406,Krähe::N,рака,қарға
407,Krähe::N,vārna,қарға
408,Kuckuck::N,кӧк,көкек
409,Kuckuck::N,dzeguze,көкек
410,Schwan::N,юсь,аққу
411,Schwan::N,gulbis,аққу
412,Fisch::N,чери,балық
413,Fisch::N,zivs,балық
414,Barsch::N,ёкыш,алабұға
415,Barsch::N,asaris,алабұға
416,Hecht::N,сир,шортан
417,Hecht::N,līdaka,шортан
418,Schlange[Tier]::N,кый,жылан
419,Schlange[Tier]::N,čūska,жылан
420,Wurm::N,номыр,шұбалшаң
421,Wurm::N,tārps,шұбалшаң
422,Spinne::N,черань,өрмекші
423,Spinne::N,zirneklis,өрмекші
424,Ameise::N,кодзувкот,қүмырска
425,Ameise::N,skudra,қүмырска
426,Laus::N,той,бит
427,Laus::N,uts,бит
428,Mücke::N,ном,маса
429,Mücke::N,ods,маса
430,Fliege::N,гут,шыбын
431,Fliege::N,muša,шыбын
432,Schmetterling::N,бобув,көбелек
433,Schmetterling::N,tauriņš,көбелек
434,Beere::N,тусь,жидек
435,Beere::N,вотӧс,жидек
436,Beere::N,oga,жидек
437,Apfel::N,яблӧг,алма
438,Apfel::N,ābols,алма
439,Pilz::N,тшак,қозықұйрық
440,Pilz::N,тшак,саңыраукулақ
441,Pilz::N,sēne,қозықұйрық
442,Pilz::N,sēne,саңыраукулақ
443,Zwiebel::N,луккок,жуа
444,Zwiebel::N,йӧнгыль,жуа
445,Zwiebel::N,sīpols,жуа
446,Saat::N,тусь,тұқым
447,Saat::N,кӧйдыс,тұқым
448,Saat::N,sēkla,тұқым
449,Korn::N,тусь,дән
450,Korn::N,grauds,дән
451,Heu::N,турун,шөп
452,Heu::N,siens,шөп
453,Schale::N,кор,қабық
454,Schale::N,кор,қабығы
455,Schale::N,čaula,қабық
456,Schale::N,čaula,қабығы
457,Schale::N,čaumala,қабық
458,Schale::N,čaumala,қабығы
459,Grube::N,гу,ор
460,Grube::N,bedre,ор
461,Falle::N,лэч,дұзақ
462,Falle::N,лэч,қақпан
463,Falle::N,slazds,дұзақ
464,Falle::N,slazds,қақпан
465,Falle::N,lamatas,дұзақ
466,Falle::N,lamatas,қақпан
467,Schlinge::N,лэч,ілмек
468,Schlinge::N,cilpa,ілмек
469,Spur::N,туй,із
470,Spur::N,pēda,із
471,Asche::N,пӧм,күл
472,Asche::N,pelni,күл
473,Dreck::N,няйт,былғаныш
474,Dreck::N,dubļi,былғаныш
475,Eisen::N,кӧрт,темір
476,Eisen::N,dzelzs,темір
477,Gold::N,зарни,алтын
478,Gold::N,zelts,алтын
479,Silber::N,эзысь,күміс
480,Silber::N,sudrabs,күміс
481,Kohle::N,шом,көмір
482,Kohle::N,ogle,көмір
483,Glas::N,стеклӧ,шыны
484,Glas::N,stikls,шыны
485,Lehm::N,сёй,балшық
486,Lehm::N,māls,балшық
487,Sand::N,лыа,құм
488,Sand::N,smiltis,құм
489,Mensch::N,морт,адам
490,Mensch::N,cilvēks,адам
491,Mann::N,аймӧрт,еркек
492,Mann::N,аймӧрт,ер адам
493,Mann::N,мужичӧй,еркек
494,Mann::N,мужичӧй,ер адам
495,Mann::N,vīrietis,еркек
496,Mann::N,vīrietis,ер адам
497,Frau::N,ань,бике
498,Frau::N,ань,қатын
499,Frau::N,нывбаба,бике
500,Frau::N,нывбаба,қатын
501,Frau::N,sieviete,бике
502,Frau::N,sieviete,қатын
503,Kind::N,кага,бала
504,Kind::N,кага,перзент
505,Kind::N,bērns,бала
506,Kind::N,bērns,перзент
507,Junge::N,пи,бала
508,Junge::N,пи,ер бала
509,Junge::N,zēns,бала
510,Junge::N,zēns,ер бала
511,Junge::N,puika,бала
512,Junge::N,puika,ер бала
513,Junge::N,puisis,бала
514,Junge::N,puisis,ер бала
515,Mädchen::N,ныв,қыз
516,Mädchen::N,meiča,қыз
517,Mädchen::N,skuķis,қыз
518,Mädchen::N,meitene,қыз
519,Familie::N,семья,жанұя
520,Familie::N,ģimene,жанұя
521,Großvater::N,пӧль,ата
522,Großvater::N,vecaistēvs,ата
523,Großmutter::N,баб,әже
524,Großmutter::N,баб,әжей
525,Großmutter::N,vecāmāte,әже
526,Großmutter::N,vecāmāte,әжей
527,Eltern::N,ай-мам,ата-аналар
528,Eltern::N,бать-мам,ата-аналар
529,Eltern::N,vecāki,ата-аналар
530,Vater::N,бать,әке
531,Vater::N,ай,әке
532,Vater::N,tēvs,әке
533,Mutter::N,мам,ана
534,Mutter::N,māte,ана
535,Sohn::N,пи,ұл
536,Sohn::N,dēls,ұл
537,Tochter::N,ныв,қызым
538,Tochter::N,meita,қызым
539,Bruder::N,вок,бауырым
540,Bruder::N,brālis,бауырым
541,Schwester::N,чой,әпке
542,Schwester::N,māsa,әпке
543,Onkel::N,дядь,көке
544,Onkel::N,tēvocis,көке
545,Tante::N,тьӧт,тәте
546,Tante::N,tante,тәте
547,Ehemann::N,верӧс,ер
548,Ehemann::N,vīrs,ер
549,Ehefrau::N,гӧтыр,зайып
550,Ehefrau::N,sieva,зайып
551,Freude::N,радлун,қуаныш
552,Freude::N,радлун,сүйініш
553,Freude::N,радлун,шат-думан
554,Freude::N,радлун,қуаныштылық
555,Freude::N,prieks,қуаныш
556,Freude::N,prieks,сүйініш
557,Freude::N,prieks,шат-думан
558,Freude::N,prieks,қуаныштылық
559,Gelächter::N,серам,күлу
560,Gelächter::N,smiekli,күлу
561,Glück::N,шуд,бақыт
562,Glück::N,шуд,бақыттылық
563,Glück::N,laime,бақыт
564,Glück::N,laime,бақыттылық
565,Kummer::N,шог,аза
566,Kummer::N,шог,қайғы
567,Kummer::N,шог,қасырет
568,Kummer::N,bēdas,аза
569,Kummer::N,bēdas,қайғы
570,Kummer::N,bēdas,қасырет
571,Kummer::N,raizes,аза
572,Kummer::N,raizes,қайғы
573,Kummer::N,raizes,қасырет
574,Wunsch::N,кӧсйӧм,мүдде
575,Wunsch::N,vēlme,мүдде
576,Wunsch::N,vēlējums,мүдде
577,Lust::N,кыскӧм,тәбет
578,Lust::N,кыскӧм,ынтызар
579,Lust::N,кыскӧм,құштарлық
580,Lust::N,радейтӧм,тәбет
581,Lust::N,радейтӧм,ынтызар
582,Lust::N,радейтӧм,құштарлық
583,Lust::N,kāre,тәбет
584,Lust::N,kāre,ынтызар
585,Lust::N,kāre,құштарлық
586,Geist::N,лов,рух
587,Geist::N,gars,рух
588,Gedanke::N,мӧвп,ой
589,Gedanke::N,doma,ой
590,Gedächtnis::N,паметь,ес
591,Gedächtnis::N,паметь,жады
592,Gedächtnis::N,паметь,ақыл-ес
593,Gedächtnis::N,atmiņa,ес
594,Gedächtnis::N,atmiņa,жады
595,Gedächtnis::N,atmiņa,ақыл-ес
596,Verstand::N,вежӧр,ақыл
597,Verstand::N,вежӧр,парасат
598,Verstand::N,prāts,ақыл
599,Verstand::N,prāts,парасат
600,Sinn::N,мог,мән
601,Sinn::N,мог,маныз
602,Sinn::N,мог,мағына
603,Sinn::N,мог,мән-мағына
604,Sinn::N,вежӧртас,мән
605,Sinn::N,вежӧртас,маныз
606,Sinn::N,вежӧртас,мағына
607,Sinn::N,вежӧртас,мән-мағына
608,Sinn::N,nozīme,мән
609,Sinn::N,nozīme,маныз
610,Sinn::N,nozīme,мағына
611,Sinn::N,nozīme,мән-мағына
612,Grund::N,помка,себеп
613,Grund::N,pamats,себеп
614,Grund::N,iemesls,себеп
615,Wahrheit::N,збыль,рас
616,Wahrheit::N,збыльтор,рас
617,Wahrheit::N,taisnība,рас
618,Wahrheit::N,patiesība,рас
619,Gespräch::N,сёрни,әңгіме
620,Gespräch::N,saruna,әңгіме
621,Märchen::N,мойд,ертеп
622,Märchen::N,мойд,ертек
623,Märchen::N,pasaka,ертеп
624,Märchen::N,pasaka,ертек
625,Erzählung::N,висьт,әңгіме
626,Erzählung::N,stāsts,әңгіме
627,Erzählung::N,nostāsts,әңгіме
628,Nachricht::N,юӧртӧм,хабар
629,Nachricht::N,ziņa,хабар
630,Neuigkeit::N,выльтор,жаңалық
631,Neuigkeit::N,jaunums,жаңалық
632,Name::N,ним,ат
633,Name::N,ним,атау
634,Name::N,vārds,ат
635,Name::N,vārds,атау
636,Rätsel::N,нӧдкыв,жұмбақ
637,Rätsel::N,mīkla,жұмбақ
638,Rede::N,сёрни,сөз
639,Rede::N,runa,сөз
640,Sprache::N,кыв,тіл
641,Sprache::N,valoda,тіл
642,Stimme::N,гӧлӧс,үн
643,Stimme::N,гӧлӧс,әуен
644,Stimme::N,гӧлӧс,дауыс
645,Stimme::N,вом шы,үн
646,Stimme::N,вом шы,әуен
647,Stimme::N,вом шы,дауыс
648,Stimme::N,balss,үн
649,Stimme::N,balss,әуен
650,Stimme::N,balss,дауыс
651,Wort::N,кыв,сөз
652,Wort::N,vārds,сөз
653,Zeichen::N,пас,ишара
654,Zeichen::N,zīme,ишара
655,Ruf::N,чукӧстчӧм,айғай
656,Ruf::N,корӧм,айғай
657,Ruf::N,sauciens,айғай
658,Lärm::N,шы,айғай-шу
659,Lärm::N,шы,айғай-ұйғай
660,Lärm::N,зык,айғай-шу
661,Lärm::N,зык,айғай-ұйғай
662,Lärm::N,зычитӧм,айғай-шу
663,Lärm::N,зычитӧм,айғай-ұйғай
664,Lärm::N,troksnis,айғай-шу
665,Lärm::N,troksnis,айғай-ұйғай
666,Laut::N,шы,дыбыс
667,Laut::N,шы,дауыс
668,Laut::N,skaņa,дыбыс
669,Laut::N,skaņa,дауыс
670,Ton::N,шы,әуен
671,Ton::N,tonis,әуен
672,Lied::N,сьылан,ән
673,Lied::N,сьылан,жыр
674,Lied::N,сьылан,ән-жыр
675,Lied::N,сьыланкыв,ән
676,Lied::N,сьыланкыв,жыр
677,Lied::N,сьыланкыв,ән-жыр
678,Lied::N,dziesma,ән
679,Lied::N,dziesma,жыр
680,Lied::N,dziesma,ән-жыр
681,Ruhe::N,чӧв,тыныштық
682,Ruhe::N,miers,тыныштық
683,Leute::N,йӧз,кісілер
684,Leute::N,войтыр,кісілер
685,Leute::N,ļaudis,кісілер
686,Leute::N,cilvēki,кісілер
687,Volk::N,йӧз,халық
688,Volk::N,войтыр,халық
689,Volk::N,tauta,халық
690,Arbeit::N,удж,еңбек
691,Arbeit::N,darbs,еңбек
692,Gast::N,гӧсть,қонақ
693,Gast::N,гӧсть,мейман
694,Gast::N,viešņa,қонақ
695,Gast::N,viešņa,мейман
696,Gast::N,ciemiņš,қонақ
697,Gast::N,ciemiņš,мейман
698,Geschenk::N,козин,қадия
699,Geschenk::N,dāvana,қадия
700,Spiel::N,ворсан,ойын
701,Spiel::N,rotaļa,ойын
702,Gesellschaft::N,котыр,қауым
703,Gesellschaft::N,котыр,жұртшылық
704,Gesellschaft::N,biedrība,қауым
705,Gesellschaft::N,biedrība,жұртшылық
706,Gesellschaft::N,kompānija,қауым
707,Gesellschaft::N,kompānija,жұртшылық
708,Hilfe::N,отсӧг,жэрдем
709,Hilfe::N,palīdzība,жэрдем
710,Freund::N,ёрт,дос
711,Freund::N,draugs,дос
712,Kamerad::N,ёрт,дос-жар
713,Kamerad::N,biedrs,дос-жар
714,Angelegenheit::N,мог,жұмыс
715,Angelegenheit::N,делӧ,жұмыс
716,Angelegenheit::N,darīšana,жұмыс
717,Anzahl::N,лыд,сан
718,Anzahl::N,лыд,саны
719,Anzahl::N,тшӧт,сан
720,Anzahl::N,тшӧт,саны
721,Anzahl::N,skaits,сан
722,Anzahl::N,skaits,саны
723,Anzahl::N,daudzums,сан
724,Anzahl::N,daudzums,саны
725,Art::N,сикас,түр
726,Art::N,suga,түр
727,Art::N,šķira,түр
728,Stück::N,тор,тілім
729,Stück::N,gabals,тілім
730,Teil::N,юкӧн,үлес
731,Teil::N,юкӧн,бөлшек
732,Teil::N,daļa,үлес
733,Teil::N,daļa,бөлшек
734,Hälfte::N,пӧв,жарты
735,Hälfte::N,джын,жарты
736,Hälfte::N,puse,жарты
737,Kreis::N,кытш,шеңбер
738,Kreis::N,aplis,шеңбер
739,Kreis::N,riņķis,шеңбер
740,Kreuz::N,перна,крест
741,Kreuz::N,крест,крест
742,Kreuz::N,krusts,крест
743,Linie::N,визь,сызық
744,Linie::N,līnija,сызық
745,Strich::N,визь,сызық
746,Strich::N,svītra,сызық
747,Abstand::N,кост,ара
748,Abstand::N,кост,аралық
749,Abstand::N,коласт,ара
750,Abstand::N,коласт,аралық
751,Abstand::N,atstarpe,ара
752,Abstand::N,atstarpe,аралық
753,Entfernung::N,ылна,аралық
754,Entfernung::N,attālums,аралық
755,Entfernung::N,atstatums,аралық
756,Gegend::N,му-ва,өңір
757,Gegend::N,apvidus,өңір
758,Gegend::N,apgabals,өңір
759,Platz::N,ылдӧс,орны
760,Platz::N,йир,орны
761,Platz::N,гӧгӧртас,орны
762,Platz::N,vieta,орны
763,Ort::N,ин,орын
764,Ort::N,места,орын
765,Ort::N,vieta,орын
766,Seite::N,бок,жақ
767,Seite::N,бок,бүйір
768,Seite::N,ӧтарладор,жақ
769,Seite::N,ӧтарладор,бүйір
770,Seite::N,sāns,жақ
771,Seite::N,sāns,бүйір
772,Mitte::N,шӧр,ортасы
773,Mitte::N,vidus,ортасы
774,Gegenstand::N,кӧлуй,зат
775,Gegenstand::N,кӧлуй,нәрсе
776,Gegenstand::N,priekšmets,зат
