,Concept_ID,he,cv
722,dritter::A,שלישי,виҫҫӗмӗш
723,letzter::A,אחרון,юлашки
724,allein::ADV,לבד,пӗччен
725,auf einmal::ADV,בו-זמנית,кӗмӗрккен
726,zusammen::ADV,ביחד,пӗрле
727,lange::ADV,הרבה זמן,вӑрах
728,plötzlich::ADV,לפתע,сасартӑк
729,plötzlich::ADV,פתאום,сасартӑк
730,sofort::ADV,מיד,тӳрех
731,später::ADV,לאחר זמן,кайран
732,später::ADV,יותר מאחר,кайран
733,jetzt::ADV,עכשיו,халь
734,jetzt::ADV,עכשיו,халӗ
735,heute::ADV,היום,паян
736,morgen::ADV,מחר,ыран
737,bald::ADV,בקרוב,халех
738,bald::ADV,בקרוב,кӗҫех
739,dann::ADV,אחר-כך,унтан
740,gestern::ADV,אתמול,ӗнер
741,einst::ADV,לפנים,пӗррехинче
742,damals::ADV,אז,ун чухне
743,damals::ADV,אז,апла пулсан
744,danach::ADV,אחר-כך,унтан
745,vorher::ADV,לפני זה,малтан
746,zuerst::ADV,קדם,пирвай
747,einmal::ADV,פעם,пӗррехинче
748,manchmal::ADV,לפעמים,хӑш чухне
749,oft::ADV,לעתים קרובות,тӑтӑш
750,immer::ADV,תמיד,ялан
751,niemals::ADV,אף פעם,нихӑҫан та
752,hier::ADV,כאן,кунта
753,hierhin::ADV,פה,кунта
754,von hier::ADV,מפה,кунтан
755,dort::ADV,שם,унта
756,dort::ADV,שם,ҫавӑнта
757,dorthin::ADV,שם,унта
758,dorthin::ADV,שם,ҫавӑнта
759,geradeaus::ADV,ישר,тикӗс
760,vorwärts::ADV,קדימה,малалла
761,rückwärts::ADV,לאחור,хыҫала
762,zurück::ADV,בחזרה,каялла
763,zurück::ADV,אחורנית,каялла
764,unten::ADV,למטה,аялта
765,hinab::ADV,למטה,аялта
766,oben::ADV,מעל,ҫӳлте
767,oben::ADV,למעלה,ҫӳлте
768,hinauf::ADV,למעלה,ҫӳле
769,überall::ADV,בכל מקום,таҫта та
770,überall::ADV,בכל מקום,пур ҫӗрте те
771,überall::ADV,בכל מקום,кирек ӑҫта та
772,nicht::ADV,לא,мар
773,ein wenig::ADV,קצת,пӑртак
774,kaum::ADV,בקשי,аран
775,sehr::ADV,מאוד,питӗ
776,so::ADV,כך,апла
777,so::ADV,ככה,апла
778,noch::ADV,עוד,татах
779,noch::ADV,עדין,татах
780,nur::ADV,רק,ҫех
781,schon::ADV,כבר,ӗнтӗ
782,wieder::ADV,שוב,каллех
783,vergebens::ADV,לריק,харам
784,vergebens::ADV,לשוא,харам
785,vor::PRP,מול,умӗнче
786,hinter::PRP,מאחורי,кайра
787,unter::PRP,מתחת,айне
788,unter::PRP,מתחת,айӗпе
789,unter::PRP,מתחת,айӗнче
790,unter::PRP,מתחת,ҫитеспе
791,durch::PRP,דרך,витӗр
792,neben::PRP,ליד,патӗнче
793,neben::PRP,על-יד,патӗнче
794,zwischen::PRP,בין,хушшинче
795,wegen::PRP,בשל,пула
796,wegen::PRP,בשל,пирки
797,wegen::PRP,בגלל,пула
798,wegen::PRP,בגלל,пирки
799,dies::PRN,זה,ку
800,dies::PRN,זה,ҫак
801,das::PRN,זה,ҫав
802,alles::PRN,הכל,пурте
803,alles::PRN,הכל,йӑлт
804,ich::PRN,אני,эп
805,du::PRN,את,эс
806,du::PRN,אתה,эс
807,er::PRN,הוא,вӑл
808,wir::PRN,אנחנו,эпир
809,ihr::PRN,לה,эсир
810,sie::PRN,הם,вӗсем
811,was::FPRN,מה,мӗн
812,was::FPRN,מה,мӗскер
813,was::FPRN,מה,мӗн те пулин
814,wer::FPRN,מי,кам
815,wo::FADV,איפה,ӑҫта
816,wohin::FADV,לאן,ӑҫта
817,wie::FADV,איך,епле
818,wie::FADV,איך,мӗнле
819,warum::FADV,למה,ма
820,warum::FADV,למה,мӗншӗн
821,wieviel::FNUM,כמה,миҫе
822,eins::NUM,אחד,пӗр
823,eins::NUM,אחד,пӗрре
824,zwei::NUM,שתים,ик
825,zwei::NUM,שתים,икӗ
826,zwei::NUM,שתים,иккӗ
827,drei::NUM,שלושה,виҫ
828,drei::NUM,שלושה,виҫӗ
829,drei::NUM,שלושה,виҫҫӗ
830,vier::NUM,ארבעה,тӑват
831,fünf::NUM,חמשה,пилӗк
832,fünf::NUM,חמשה,пиллӗк
833,sechs::NUM,ששה,улт
834,sechs::NUM,ששה,ултӑ
835,sechs::NUM,ששה,улттӑ
836,sieben::NUM,שבעה,ҫич
837,sieben::NUM,שבעה,ҫичӗ
838,sieben::NUM,שבעה,ҫиччӗ
839,acht::NUM,שמונה,сакӑр
840,acht::NUM,שמונה,саккӑр
841,neun::NUM,תשעה,тӑхӑр
842,neun::NUM,תשעה,тӑххӑр
843,zehn::NUM,עשרה,вунӑ
844,zehn::NUM,עשרה,вуннӑ
845,elf::NUM,אחת עשרה,вун пӗр
846,zwölf::NUM,שתים עשרה,вун ик
847,zwölf::NUM,שתים עשרה,вун икӗ
848,zwölf::NUM,שתים עשרה,вун иккӗ
849,zwanzig::NUM,עשרים,ҫирӗм
850,dreißig::NUM,שלושים,вӑтӑр
851,vierzig::NUM,ארבעים,хӗрӗх
852,fünfzig::NUM,חמשים,аллӑ
853,sechzig::NUM,ששים,утмӑл
854,siebzig::NUM,שבעים,ҫитмӗл
855,achtzig::NUM,שמונים,сакӑр вунӑ
856,achtzig::NUM,שמונים,сакӑр вуннӑ
857,neunzig::NUM,תשעים,тӑхӑр вун
858,neunzig::NUM,תשעים,тӑхӑр вунӑ
859,neunzig::NUM,תשעים,тӑхӑр вуннӑ
860,hundert::NUM,מאה,ҫӗр
861,tausend::NUM,אלף,пин
862,und::CNJ,ו,та
863,oder::CNJ,או,е
864,stehen::V,עמד,тӑр
865,sitzen::V,ישב,лар
866,liegen::V,שכב,вырт
867,hängen::V,היה תלוי,усӑнса тӑр
868,hängen::V,היה תלוי,ҫакӑнса тӑр
869,werden::V,הפך ל,пул
870,passieren::V,קרה,пул
871,beginnen::V,התחיל,пуҫлан
872,enden::V,הסתים,пӗт
873,enden::V,הסתים,вӗҫлен
874,wechseln::V,השתנה,улшӑн
875,aufgehen[Sonne]::V,זרח,тух
876,untergehen[Sonne]::V,שקע,анса лар
877,scheinen[Sonne]::V,בהק,пӑх
878,donnern::V,רעם,кӗмсӗртет
879,donnern::V,רעם,авӑт
880,wehen::V,נשב,варкӑш
881,strömen::V,זרם,тӑкӑн
882,fließen::V,זרם,юх
883,sich drehen::V,הסתובב,ҫаврӑн
884,schwanken::V,התנודד,чӳхен
885,schwingen::V,התנענע,суллан
886,fallen::V,נפל,кип
887,fallen::V,נפל,тӳр кип
888,fallen::V,נפל,татӑлса ан
889,brennen::V,בער,ҫун
890,rauchen::V,עשן,мӑкӑрлан
891,rauchen::V,עשן,тӗтӗм кӑлар
892,regnen::V,ירד גשם,ҫумӑр ҫӑвать
893,gefrieren::V,קפא,шӑн
894,tauen::V,נמס,ирӗл
895,schmelzen::V,התיך,ирӗл
896,trocknen::V,התיבש,тип
897,sieden::V,רתח,вӗре
898,faulen::V,רקב,ҫӗр
899,verfaulen::V,רקב,ҫӗр
900,reißen::V,נקרע,ҫурӑл
901,versinken::V,טבע,пут
902,vergehen::V,עבר,ирт
903,erscheinen::V,נגלה,курӑн
904,erscheinen::V,נגלה,курӑнса кай
905,erscheinen::V,הופיע,курӑн
906,erscheinen::V,הופיע,курӑнса кай
907,verschwinden::V,נעלם,ҫухал
908,sinken::V,ירד,чак
909,abnehmen::V,הפחית,чак
910,zunehmen::V,רבה,пысӑклан
911,steigen::V,עלה,ҫӗклен
912,wachsen::V,גדל,ӳс
913,glänzen::V,נצץ,ҫиҫ
914,glänzen::V,בהק,ҫиҫ
915,funkeln::V,נצנץ,ялкӑш
916,funkeln::V,נצנץ,йӑлтӑртат
917,lärmen::V,רעש,шавла
918,läuten::V,צלצל,шӑнкӑравла
919,klingeln::V,צלצל,шӑнкӑравла
920,klirren::V,קרקש,калтлат
921,klirren::V,קרקש,шӑнкӑлтат
922,brausen::V,געש,ахӑр
923,rauschen::V,רשרש,вашӑлтат
924,rauschen::V,רשרש,чашӑлтат
925,klingen::V,נשמע,янӑра
926,bellen::V,נבח,вӗр
927,heulen::V,ילל,ула
928,blasen::V,נשף,вӗр
929,pfeifen::V,שרק,шӑхӑр
930,schreien::V,צעק,кӑшкӑр
931,stöhnen::V,נאנק,йынӑш
932,zittern::V,רעד,чӗтре
933,leben::V,חי,пурӑн
934,geboren werden::V,נולד,ҫурал
935,atmen::V,נשם,сывла
936,trinken::V,שתה,ӗҫ
937,essen::V,אכל,ҫи
938,schlucken::V,בלע,ҫӑт
939,müde werden::V,התעיף,ӗшен
940,einschlafen::V,נרדם,ыйха пут
941,einschlafen::V,נרדם,ҫывӑрса кай
942,schlafen::V,ישן,ҫывӑр
943,aufwachen::V,התעורר,вӑран
944,aufstehen::V,קם,тӑр
945,sich erholen::V,נפש,кан
946,krank werden::V,חלה,чирле
947,krank sein::V,היה חולה,чирле
948,schmerzen::V,כאב,сур
949,schmerzen::V,כאב,ырат
950,husten::V,השתעל,ӳсӗр
951,genesen::V,הבריא,сывал
952,genesen::V,הבריא,тӳрлен
953,sterben::V,מת,вил
954,umkommen::V,נספה,вил
955,sich bewegen::V,נע,куҫ
956,sich rühren::V,זז,хускал
957,sich erheben::V,קם,тӑр
958,sich setzen::V,התישב,лар
959,hinfallen::V,נפל,ӳк
960,laufen::V,הלך ברגל,ут
961,schreiten::V,פסע,ут
962,spazierengehen::V,טיל,уҫӑлса ҫӳре
963,spazierengehen::V,טיל,уткаласа ҫӳре
964,eilen::V,אץ,васка
965,eilen::V,אץ,хыпалан
966,eilen::V,מהר,васка
967,eilen::V,מהר,хыпалан
968,sich beeilen::V,מהר,васка
969,sich beeilen::V,מהר,хыпалан
970,sausen::V,אץ,ыткӑн
971,sausen::V,אץ,вӗҫтер
972,rennen::V,רץ,чуп
973,springen::V,קפץ,сик
974,klettern::V,טפס,улӑх
975,schaukeln::V,התנדנד,йӳрӗн
976,kriechen::V,זחל,шу
977,kriechen::V,זחל,упален
978,schwimmen::V,שחה,иш
979,tauchen::V,צלל,чӑм
980,rudern::V,חתר,авӑс
981,fahren::V,נסע,пыр
982,fliegen::V,עף,вӗҫ
983,gehen::V,הלך,кай
984,weggehen::V,עזב,кай
985,abfahren::V,יצא,тапран
986,anhalten::V,עצר,чарӑн
987,hineingehen::V,נכנס,кӗр
988,eintreten::V,נכנס,кӗр
989,kommen::V,בא,кил
990,ankommen::V,הגיע,ҫит
991,zurückkommen::V,שב,таврӑн
992,zurückkommen::V,שב,каялла кил
993,zurückkommen::V,חזר,таврӑн
994,zurückkommen::V,חזר,каялла кил
995,bleiben::V,נשאר,юл
996,warten::V,חכה,кӗт
997,warten::V,המתין,кӗт
998,erwarten::V,צפה,кӗт
999,suchen::V,חפש,шыра
1000,finden::V,מצא,туп
1001,versuchen::V,נסה,пикен
1002,vorbereiten::V,הכין,хатӗрле
1003,lieben::V,אהב,юрат
1004,mögen::V,אהב,кӑмӑлла
1005,mögen::V,אהב,килӗштер
1006,lachen::V,צחק,кул
1007,lachen::V,צחק,ахӑлтат
1008,rühren::V,נגע ללב,ҫулӑх
1009,weinen::V,בכה,йӗр
1010,weinen::V,בכה,макӑр
1011,schimpfen::V,גער,вӑрҫ
1012,schimpfen::V,גער,ятлаҫ
1013,sich ärgern::V,זעם,ҫиллен
1014,sich ärgern::V,כעס,ҫиллен
1015,sich fürchten::V,פחד,шиклен
1016,sich fürchten::V,חשש,шиклен
1017,fürchten::V,פחד מ,хӑра
1018,fürchten::V,חשש מ,хӑра
1019,fliehen::V,ברח,тар
1020,flüchten::V,נמלט,чупса тар
1021,sehen::V,ראה,кур
1022,anschauen::V,הביט,пӑхса ил
1023,ansehen::V,התבונן,пӑх
1024,hören::V,שמע,илт
1025,zuhören::V,הקשיב,итле
1026,zuhören::V,הקשיב,тӑнла
1027,probieren::V,נסה,астив
1028,riechen::V,הריח,шӑршла
1029,fühlen::V,חש,туй
1030,fühlen::V,חש,сис
1031,scheinen::V,נדמה,туйӑн
1032,zu sehen sein::V,נראה,курӑн
1033,vernehmen::V,נודע ל,пӑл
1034,frieren::V,קר ל,йӳтен
1035,tun::V,פעל,ту
1036,können::V,יכל,пултар
1037,wollen::V,רצה,те
1038,anfangen::V,התחיל,пуҫла
1039,beenden::V,גמר,пӗтер
1040,aufhören::V,סים,пӑрах
1041,gelingen::V,הצליח,ӑн
1042,geraten::V,עלה,пул
1043,öffnen::V,פתח,уҫ
1044,schließen::V,סגר,хуп
1045,stellen::V,העמיד,ларт
1046,stellen::V,העמיד,тӑрат
1047,setzen::V,הושיב,ларт
1048,legen::V,שם,хур
1049,berühren::V,נגע,перӗн
1050,verbinden::V,קשר,сып
1051,bedecken::V,כסה,вит
1052,aufhängen::V,תלה,ҫак
1053,anzünden::V,הצית,ҫут
1054,aufheben::V,אסף,ҫӗкле
1055,zurücklassen::V,השאיר,манса хӑвар
1056,verlieren::V,אבד,ҫӗтер
1057,fallen lassen::V,שמט,ӳкер
1058,fallen lassen::V,הפיל,ӳкер
1059,machen::V,עשה,ту
1060,herstellen::V,יצר,ӑстала
1061,bauen::V,בנה,ту
1062,reparieren::V,תקן,юса
1063,verbessern::V,שפר,лайӑхлат
1064,ändern::V,שנה,улӑштар
1065,graben::V,חפר,чав
1066,graben::V,חפר,чакала
1067,beugen::V,כפף,кукӑрт
1068,biegen::V,כופף,ав
1069,biegen::V,כופף,кукӑрт
1070,drehen::V,סובב,ҫавӑр
1071,wenden::V,הפך,ӳпӗнтер
1072,umdrehen::V,סובב,ҫавӑр
1073,heben::V,הרים,хӑпарт
1074,hochheben::V,הרים,йӑт
1075,ergreifen::V,אחז,тыт
1076,halten::V,החזיק,тыт
1077,drücken::V,לחץ,пус
1078,schieben::V,הזיז,тӗк
1079,schieben::V,הזיז,тӗрт
1080,kratzen::V,שרט,хыр
1081,kratzen::V,שפשף,хыр
1082,lecken::V,לקק,ҫула
1083,beißen::V,נשך,ҫырт
1084,beißen::V,נשך,хып
1085,abreißen::V,קרע,тат
1086,abschneiden::V,חתך,кас
1087,binden::V,קשר,ҫых
1088,stecken::V,תקע,чик
1089,brechen::V,שבר,хуҫ
1090,klopfen::V,נקש,такка
1091,hauen::V,הכה,шакка
1092,kleben::V,הדביק,ҫыпӑҫтар
1093,reiben::V,שפשף,сӑтӑр
1094,streichen::V,מרח,сӗр
1095,schleifen::V,השחיז,хӑйра
1096,schneiden::V,גזר,кас
1097,rütteln::V,נענע,лӑка
1098,rütteln::V,נענע,силлентер
1099,schütteln::V,נער,лӑка
1100,schütteln::V,נער,силлентер
1101,schwenken::V,נופף,сулла
1102,schwenken::V,טלטל,сулла
1103,schütten::V,שפך,тултар
1104,füllen::V,מלא,тултар
1105,einwickeln::V,עטף,чӗрке
1106,tragen::V,נשא,ҫӗкле
1107,schleppen::V,סחב,сӗтӗр
1108,ziehen::V,משך,тӑс
1109,aufbewahren::V,שמר,усра
1110,werfen::V,זרק,пӑрах
1111,fangen::V,תפס,тыт
1112,packen::V,אחז,тыт
1113,verstecken::V,החביא,пытарса хур
1114,teilen::V,חלק,уйӑр
1115,teilen::V,חלק,пайла
1116,schicken::V,שלח,яр
1117,bringen::V,הביא,кӳр
1118,hinzufügen::V,הוסיף,хуш
1119,bekommen::V,תפס,ил
1120,bekommen::V,תפס,туян
1121,erhalten::V,קבל,ил
1122,erhalten::V,קבל,туян
1123,nehmen::V,אחז,ил
1124,wählen::V,בחר,суйла
1125,auswählen::V,בחר ב,суйла
1126,bewahren::V,קים,упра
1127,behindern::V,מנע,кансӗрле
1128,behindern::V,מנע,чӑрмантар
1129,verderben::V,מנע,пӑс
1130,beschädigen::V,הזיק,пӑс
1131,zerbrechen::V,נשבר,ват
1132,zerbrechen::V,נשבר,ҫӗмӗр
1133,zerreißen::V,קרע,ҫур
1134,zerstören::V,הרס,иш
1135,zerstören::V,השמיד,иш
1136,verbrennen::V,שרף,ҫунтар
1137,geben::V,נתן,пар
1138,reichen::V,העביר,пар
1139,schenken::V,נתן במתנה,парнеле
1140,versprechen::V,הבטיח,тума пул
1141,versprechen::V,הבטיח,сӑмах пар
1142,wünschen::V,אחל,сун
1143,loben::V,שבח,ырла
1144,küssen::V,נשק,чуп ту
1145,wiegen::V,נדנד,сиктер
1146,wiegen::V,נדנד,силле
1147,zudecken::V,כסה,вит
1148,wecken::V,עורר,вӑрат
1149,zeigen::V,הראה,кӑтарт
1150,führen::V,הביא,илсе пыр
1151,führen::V,הביא,ҫавӑтса пыр
1152,führen::V,הוביל,илсе пыр
1153,führen::V,הוביל,ҫавӑтса пыр
1154,lehren::V,למד,вёрент
1155,unterrichten::V,למד,вёрент
1156,aufziehen::V,רומם,вӗрент
1157,leiten::V,נהל,тытса пыр
1158,antreiben::V,המרץ,васкат
1159,lassen::V,נתן,пусахла
1160,lassen::V,נתן,хуш
1161,einladen::V,הזמין,чӗн
1162,vereinigen::V,אחד,пӗрлештер
1163,vereinigen::V,לכד,пӗрлештер
1164,besuchen::V,בקר,ҫит
1165,besuchen::V,בקר,кӗрсе кур
1166,treffen::V,פגש,тӗл пул
1167,sich versammeln::V,התאסף,пуҫтарӑн
1168,spielen::V,שחק,выля
1169,singen::V,שר,юрла
1170,tanzen::V,רקד,ташла
1171,sich trennen::V,נפרד,уйрӑл
1172,verlassen::V,עזב,хӑвар
1173,retten::V,הציל,ҫӑл
1174,bewachen::V,שמר,хуралла
1175,schützen::V,אבטח,сыхла
1176,verteidigen::V,הגן,хӳтӗле
1177,sich schlagen::V,התכתש,ҫапӑҫ
1178,schießen::V,ירה,пер
1179,siegen::V,גבר,ҫӗн
1180,siegen::V,גבר,ҫӗнтер
1181,siegen::V,נצח,ҫӗн
1182,siegen::V,נצח,ҫӗнтер
1183,ärgern::V,עצבן,тарӑхтар
1184,ärgern::V,עצבן,ҫиллентер
1185,schlagen::V,הכה,ҫап
1186,schlagen::V,הלקה,ҫап
1187,treten::V,בעט,тап
1188,stechen::V,דקר,чик
1189,stoßen::V,דחק,чыш
1190,stehlen::V,גנב,вӑрла
1191,stören::V,קטע,кансӗрле
1192,stören::V,הפריע,кансӗрле
1193,belästigen::V,הציק,аптӑрат
1194,belästigen::V,הציק,хупла
1195,belästigen::V,הטריד,аптӑрат
1196,belästigen::V,הטריד,хупла
1197,verbergen::V,הצניע,пытар
1198,täuschen::V,שגע,суй
1199,betrügen::V,הונה,ултала
1200,töten::V,הרג,вӗлер
1201,wohnen::V,גר,чуна пар
1202,wohnen::V,גר,парӑнса тӑр
1203,arbeiten::V,עבד,ӗҫле
1204,sammeln::V,אסף,пух
1205,pflücken::V,קטף,тат
1206,jagen::V,צד,сунара ҫӳре
1207,fischen::V,דג,пулӑ тыт
1208,fassen::V,תפס,тыт
1209,hüten::V,רעה,кӗт
1210,treiben::V,הוציא,хӑвала
1211,anbinden::V,קשר,кӑкар
1212,füttern::V,הלעיט,ҫитер
1213,melken::V,חלב,су
1214,hacken::V,קצץ,вакла
1215,gießen::V,השקה,шӑвар
1216,reifen::V,בשל,пиҫ
1217,zubereiten::V,הכין,пӗҫер
1218,kochen::V,בשל,пӗҫер
1219,backen::V,אפה,пӗҫер
1220,braten::V,צלה,ӑшала
1221,braten::V,טגן,ӑшала
1222,umrühren::V,ערבב,хутӑштар
1223,stricken::V,סרג,ҫых
1224,nähen::V,תפר,ҫӗле
1225,färben::V,צבע,пӗвет
1226,reinigen::V,נקה,тасат
1227,waschen::V,רחץ,ҫу
1228,waschen::V,כבס,ҫу
1229,abwischen::V,נגב,шӑл
1230,spülen::V,שטף,чӳхе
1231,fegen::V,טאטא,шӑл
1232,kehren::V,טאטא,шӑл
1233,baden::V,טבל,шыва кӗр
1234,baden::V,שחה,шыва кӗр
1235,sich waschen::V,התרחץ,ҫӑвӑн
1236,ausziehen::V,הוריד,салан
1237,anziehen::V,לבש,тӑхӑн
1238,sich anziehen::V,התלבש,тӑхӑн
1239,kämmen::V,סרק,тура
1240,schmücken::V,קשט,илемлет
1241,sagen::V,אמר,те
1242,sprechen::V,דבר,кала
1243,reden::V,דבר,сӑмахла
1244,reden::V,דבר,калаҫ
1245,sich unterhalten::V,שוחח,пупле
1246,fragen::V,שאל,ыйт
1247,bitten::V,בקש,ыйт
1248,erzählen::V,ספר,каласа пар
1249,mitteilen::V,מסר,пӗлтер
1250,mitteilen::V,מסר,хыпарла
1251,mitteilen::V,הודיע,пӗлтер
1252,mitteilen::V,הודיע,хыпарла
1253,nennen::V,קרא בשם,те
1254,nennen::V,קרא בשם,чӗн
1255,rufen::V,גיס,чӗн
1256,rufen::V,הזמין לבוא,чӗн
1257,prahlen::V,התרברב,мухтан
1258,prahlen::V,התרברב,вӗҫкӗнлен
1259,übersetzen::V,תרגם,куҫар
1260,denken::V,חשב,шухӑшла
1261,glauben::V,האמין,ӗнен
1262,bemerken::V,הבחין,асӑрха
1263,erkennen::V,זהה,палла
1264,begreifen::V,קלט,ӑнлан
1265,begreifen::V,הבין,ӑнлан
1266,verstehen::V,הבין,пӗл
1267,lernen::V,למד,вӗрен
1268,wissen::V,ידע,пӗл
1269,wissen::V,ידע,ӑнкар
1270,sich erinnern an::V,זכר,аса ил
1271,vergessen::V,שכח,ман
1272,vergessen::V,שכח,манса кай
1273,messen::V,מדד,виҫ
1274,zählen::V,ספר,шутла
1275,rechnen::V,חשב,шутла
1276,lesen::V,קרא,вула
1277,malen::V,ציר,ӳкер
1278,zeichnen::V,שרטט,ӳкер
1279,schreiben::V,כתב,ҫыр
1280,besitzen::V,היה בעל של,тыт
1281,kaufen::V,קנה,ил
1282,kaufen::V,קנה,туян
1283,kaufen::V,רכש,ил
1284,kaufen::V,רכש,туян
1285,verkaufen::V,מכר,сут
1286,bezahlen::V,שלם,тӳле
1287,zahlen::V,שלם,тӳле
1288,beherrschen::V,שלט,тыт
1289,ertragen::V,סבל,тӳс
