,Concept_ID,sah,eu
162,Fell::N,тирии,larru
163,Flügel::N,кынат,hego
164,Klaue::N,тыҥырах,atzapar
165,Kralle::N,баппаҕай,erpe
166,Kralle::N,баппаҕай,atzapar
167,Schwanz::N,кутурук,isats
168,Schwanz::N,кутурук,buztan
169,Ei::N,сымыыт,arrautza
170,Nest::N,уйа,habia
171,Bau::N,хороон,ohantze
172,Tier::N,кыыл,abere
173,Tier::N,кыыл,piztia
174,Tier::N,харамай,abere
175,Tier::N,харамай,piztia
176,Herde::N,үөр,saldo
177,Herde::N,үөр,abere talde
178,Kuh::N,ынах,behi
179,Bulle::N,оҕус,zezen
180,Pferd::N,сылгы,zaldi
181,Schaf::N,овца,ardi
182,Schwein::N,сибиинньэ,urde
183,Schwein::N,сибиинньэ,txerri
184,Hund::N,ыт,txakur
185,Katze::N,куоска,katu
186,Bär::N,эһэ,hartz
187,Eichhörnchen::N,тииҥ,urtxintxa
188,Elch::N,тайах,altze
189,Fuchs::N,саһыл,azeri
190,Hase::N,куобах,erbi
191,Maus::N,кутуйах,sagu
192,Wolf::N,бөрө,otso
193,Vogel::N,көтөр,txori
194,Vogel::N,көтөр,hegazti
195,Schwarm::N,бөлөх,aldra
196,Huhn::N,куурусса,oilo
197,Hahn::N,бөтүүк,oilar
198,Gans::N,хаас,antzara
199,Adler::N,хотой,arrano
200,Ente::N,кус,ahate
201,Eule::N,мэкчиргэ,hontza
202,Kranich::N,туруйа,kurrilo
203,Krähe::N,тураах,bele
204,Kuckuck::N,кэҕэ,kuku
205,Schwan::N,куба,beltxarga
206,Fisch::N,балык,arrain
207,Barsch::N,алыһар,perka
208,Hecht::N,сордон,lutxo
209,Schlange[Tier]::N,моҕой,suge
210,Schlange[Tier]::N,эриэн үөн,suge
211,Wurm::N,үөн,har
212,Spinne::N,ооҕуй,armiarma
213,Ameise::N,кымырдаҕас,inurri
214,Laus::N,быт,zorri
215,Mücke::N,кумаар,eltxo
216,Fliege::N,сахсырҕа,euli
217,Schmetterling::N,лыах,pinpirin
218,Schmetterling::N,лыах,tximeleta
219,Schmetterling::N,үрүмэччи,pinpirin
220,Schmetterling::N,үрүмэччи,tximeleta
221,Beere::N,отон,baia
222,Apfel::N,яблоко,sagar
223,Pilz::N,тэллэй,onddo
224,Pilz::N,тэллэй,perretxiko
225,Zwiebel::N,луук,tipula
226,Saat::N,сиэмэ,haziak
227,Korn::N,сиэмэ,ale
228,Korn::N,сиэмэ,pikor
229,Heu::N,от,belar ondu
230,Schale::N,хах,azal
231,Grube::N,дьаама,hobi
232,Falle::N,сохсо,harrapagailu
233,Schlinge::N,уктаа,bilur
234,Schlinge::N,уктаа,xedera
235,Spur::N,суол,lorratz
236,Asche::N,күл,errauts
237,Dreck::N,бадараан,satsukeria
238,Eisen::N,тимир,burdina
239,Gold::N,көмүс,urre
240,Gold::N,көмүс,urregorri
241,Gold::N,кыһыл көмүс,urre
242,Gold::N,кыһыл көмүс,urregorri
243,Silber::N,көмүс,zilar
244,Silber::N,көмүс,urrezuri
245,Silber::N,үрүҥ көмүс,zilar
246,Silber::N,үрүҥ көмүс,urrezuri
247,Kohle::N,чох,ikatz
248,Glas::N,өстүөкүлэ,beira
249,Lehm::N,туой,buztin
250,Sand::N,кумах,harea
251,Sand::N,кумах,hondar
252,Mensch::N,киһи,gizaki
253,Mann::N,эр,gizon
254,Frau::N,дьахтар,andere
255,Frau::N,дьахтар,emakume
256,Kind::N,оҕо,haur
257,Junge::N,уол,mutil
258,Mädchen::N,кыыс оҕо,neska
259,Familie::N,кэргэн,sendi
260,Familie::N,кэргэн,familia
261,Großvater::N,эһэ,aitona
262,Großvater::N,эһэ,aitatxi
263,Großmutter::N,эбэ,amona
264,Großmutter::N,эбэ,amatxi
265,Eltern::N,аҕа-ийэ,gurasoak
266,Vater::N,аҕа,aita
267,Mutter::N,ийэ,ama
268,Sohn::N,уол,seme
269,Tochter::N,кыыс,alaba
270,Bruder::N,убай,neba
271,Bruder::N,убай,anaia
272,Bruder::N,быраат,neba
273,Bruder::N,быраат,anaia
274,Schwester::N,аҕас,ahizpa
275,Schwester::N,балыс,ahizpa
276,Onkel::N,таай,osaba
277,Onkel::N,абаҕа,osaba
278,Tante::N,эдьиий,izeba
279,Ehemann::N,эр,senar
280,Ehefrau::N,ойох,emazte
281,Freude::N,үөрүү,poz
282,Freude::N,үөрүү,pozkari
283,Gelächter::N,күлүү,barre
284,Gelächter::N,күлүү,karkara
285,Glück::N,дьол,zori
286,Glück::N,соргу,zori
287,Kummer::N,кутурҕан,xangrin
288,Kummer::N,кутурҕан,atsekabe
289,Wunsch::N,баҕарыы,nahi
290,Wunsch::N,баҕарыы,nahikunde
291,Lust::N,баҕа,gogo
292,Geist::N,тыын,gogo
293,Gedanke::N,санаа,gogoeta
294,Gedächtnis::N,өй,oroimen
295,Gedächtnis::N,өй,gogoramen
296,Verstand::N,өй,adimen
297,Verstand::N,өй,ulermen
298,Sinn::N,суолта,zentzu
299,Grund::N,төрүөт,zergati
300,Wahrheit::N,кырдьык,egia
301,Gespräch::N,бэсиэдэ,hizketa
302,Gespräch::N,бэсиэдэ,elkarrizketa
303,Gespräch::N,кэпсэтии,hizketa
304,Gespräch::N,кэпсэтии,elkarrizketa
305,Märchen::N,остуоруйа,ipuin
306,Erzählung::N,кэпсээн,edesti
307,Erzählung::N,кэпсээн,kontakizun
308,Nachricht::N,биллэриллии,albiste
309,Neuigkeit::N,сонун,berri
310,Name::N,аат,izen
311,Rätsel::N,таабырын,asmakizun
312,Rede::N,этии,hitzaldi
313,Rede::N,этии,mintzaldi
314,Sprache::N,тыл,hizkuntza
315,Stimme::N,куолас,ahots
316,Wort::N,тыл,hitz
317,Zeichen::N,бэлиэ,agerbide
318,Zeichen::N,бэлиэ,agergarri
319,Ruf::N,ыҥырыы,dei
320,Lärm::N,айдаан,zarata
321,Lärm::N,айдаан,harrabots
322,Laut::N,тыас,hots
323,Ton::N,дорҕоон,tonu
324,Ton::N,дорҕоон,soinu
325,Lied::N,ырыа,abesti
326,Ruhe::N,уу чуумпу,nasaitasun
327,Leute::N,дьон,jende
328,Volk::N,дьон,herri
329,Volk::N,дьон,populu
330,Volk::N,норуот,herri
331,Volk::N,норуот,populu
332,Arbeit::N,үлэ,lan
333,Gast::N,ыалдьыт,arrotz
334,Gast::N,ыалдьыт,apopilo
335,Geschenk::N,бэлэх,opari
336,Spiel::N,оонньуу,jolas
337,Gesellschaft::N,общество,gizarte
338,Hilfe::N,көмө,helpide
339,Hilfe::N,көмө,laguntza
340,Freund::N,доҕор,lagun
341,Kamerad::N,атас,adiskide
342,Kamerad::N,атас,lagunkide
343,Angelegenheit::N,дьыала,afera
344,Anzahl::N,ахсаан,kopuru
345,Art::N,биис,mota
346,Stück::N,кырбас,puska
347,Teil::N,ирээт,atal
348,Hälfte::N,аҥар,erdi
349,Kreis::N,төгүрүк,biribilki
350,Kreis::N,төгүрүмтэ,biribilki
351,Kreuz::N,кириэс,gurutze
352,Linie::N,сурааһын,linea
353,Strich::N,сурааһын,marra
354,Abstand::N,арыт,tarte
355,Entfernung::N,ыраах,urrunera
356,Gegend::N,сир,alderdi
357,Gegend::N,сир,eskualde
358,Platz::N,арыт,leku
359,Ort::N,сир,toki
360,Seite::N,өрүт,albo
361,Seite::N,сирэй,albo
362,Mitte::N,орто,erdi
363,Gegenstand::N,предмет,gauzaki
364,Sache::N,мал,gauza
365,Rand::N,кытыы,ertz
366,Rand::N,ойоҕос,ertz
367,Kante::N,кырыы,ertz
368,Ecke::N,муннук,kantoi
369,Spitze::N,чыпчаал,punta
370,Ende::N,төбө,buru
371,Ende::N,төбө,mutur
372,Loch::N,тэһэҕэс,zulo
373,Loch::N,дьөлөҕөс,zulo
374,Winkel::N,муннук,zoko
375,Winkel::N,муннук,bazter
376,Muster::N,оһуор,eredu
377,Muster::N,оһуор,marrazki
378,Größe::N,кээмэй,kaizu
379,Größe::N,кээмэй,tamaina
380,Länge::N,уста,luzera
381,Höhe::N,үрдүк,goiera
382,Höhe::N,үрдүк,garaiera
383,Gewicht::N,ыйааһын,hazta
384,Menge::N,ахсаан,kopuru
385,Haufen::N,чөмчөх,pila
386,Haufen::N,чөмчөх,mendoi
387,Reihe::N,кэккэ,ilara
388,Reihe::N,кэккэ,errenkada
389,Boot::N,оҥочо,potin
390,Boot::N,оҥочо,txalupa
391,Ruder::N,эрдии,arraun
392,Schlitten::N,сыарҕа,lera
393,Schlitten::N,сыарҕа,narra
394,Ski::N,хайыһар,eski
395,Lagerfeuer::N,кутаа,su
396,Last::N,ыарахан,zama
397,Last::N,ыарахан,karga
398,Gang::N,хаамыы,ibilera
399,Schritt::N,хардыы,pauso
400,Schritt::N,хардыы,urrats
401,Norden::N,хоту,ipar
402,Norden::N,хоту,iparralde
403,Süden::N,соҕуруу,hego
404,Süden::N,соҕуруу,hegoalde
405,Westen::N,арҕаа,sartalde
406,Westen::N,арҕаа,mendebalde
407,Osten::N,илин,ekialde
408,Osten::N,илин,sortalde
409,Holz::N,мас,zur
410,Brett::N,дуоска,ohol
411,Brett::N,хаптаһын,ohol
412,Platte::N,билиитэ,lauza
413,Stütze::N,тулааһын,irozgarri
414,Stütze::N,тулааһын,bermagailu
415,Stange::N,ураҕас,haga
416,Stock::N,мас,makila
417,Stock::N,баалкы,makila
418,Stab::N,ураҕас,makila
419,Rohr::N,турба,hodi
420,Haus::N,дьиэ,etxe
421,Heim::N,дьиэ,etxe
422,Heim::N,дьиэ,etxaleku
423,Ofen::N,оһох,berogailu
424,Fußboden::N,муоста,zoru
425,Tisch::N,остуол,mahai
426,Stuhl::N,устуул,aulki
427,Wiege::N,биһик,kuma
428,Wiege::N,биһик,sehaska
429,Bett::N,кырабаат,ohe
430,Bett::N,кырабаат,ohatze
431,Regal::N,долбуур,apalategi
432,Kiste::N,дьааһык,kutxa
433,Fenster::N,түннүк,leiho
434,Tür::N,аан,ate
435,Tor::N,аан,atari
436,Zaun::N,соппулуот,hesi
437,Dach::N,кырыыса,teilatu
438,Leiter::N,кирилиэс,zurubi
439,Besen::N,миинньик,erratz
440,Spaten::N,күрдьэх,burdinpala
441,Schaufel::N,күрдьэх,pala
442,Gabel::N,биилкэ,sardexka
443,Löffel::N,луоска,koilara
444,Messer::N,быһах,aizto
445,Nagel::N,тоһоҕо,iltze
446,Netz::N,илим,sare
447,Haken::N,көхө,mako
448,Griff::N,ук,eskutoki
449,Griff::N,тутаах,eskutoki
450,Schloss::N,күлүүс,sarraila
451,Bild::N,хартыына,irudi
452,Figur::N,фигура,figura
453,Puppe::N,куукула,panpina
454,Puppe::N,куукула,andrakila
455,Beutel::N,мөһөөччук,zorro
456,Bündel::N,баайыы,azao
457,Bündel::N,баайыы,espal
458,Tasche::N,суумка,poltsa
459,Eimer::N,биэдэрэ,treska
460,Deckel::N,хаппах,tapa
461,Deckel::N,хаппах,estalki
462,Geschirr::N,иһит,baxera
463,Geschirr::N,иһит,ontziteria
464,Sack::N,куул,zaku
465,Tasse::N,сэлиэнэй,kikara
466,Topf::N,көстүрүүҥкэ,ontzi
467,Topf::N,көстүрүүҥкэ,lapiko
468,Kessel::N,хочуол,pazia
469,Essen::N,аһылык,janaldi
470,Nahrung::N,ас,jan
471,Speise::N,аһылык,jaki
472,Fleisch::N,эт,okela
473,Fleisch::N,эт,haragi
474,Getreide::N,злактар,labore
475,Brei::N,хааһы,ahi
476,Brei::N,хааһы,pure
477,Brot::N,килиэп,ogi
478,Scheibe::N,куһуок,xerra
479,Scheibe::N,куһуок,pirripita
480,Fett::N,сыа,urin
481,Fett::N,сыа,koipe
482,Butter::N,арыы,gurin
483,Öl::N,арыы,olio
484,Salz::N,туус,gatz
485,Suppe::N,мин,zopa
486,Suppe::N,мин,salda
487,Honig::N,мүөт,ezti
488,Milch::N,үүт,esne
489,Tee::N,чэй,te
490,Leder::N,тирии,larru
491,Wolle::N,түү,artile
492,Stoff::N,таҥас,ehun
493,Nadel::N,иннэ,orratz
494,Nadel::N,иннэ,jostorratz
495,Faden::N,сап,hari
496,Knopf::N,тимэх,botoi
497,Knoten::N,түмүк,korapilo
498,Farbe::N,кырааска,pintura
499,Kleidung::N,таҥас,arropa
500,Kleidung::N,таҥас,jantziak
501,Hemd::N,ырбаахы,atorra
502,Hemd::N,ырбаахы,alkandora
503,Kragen::N,саҕа,idun
504,Ärmel::N,сиэх,mahuka
505,Hose::N,ыстаан,prakak
506,Hose::N,ыстаан,galtzak
507,Hose::N,бүрүүкэ,prakak
508,Hose::N,бүрүүкэ,galtzak
509,Gürtel::N,кур,gerriko
510,Mütze::N,бэргэһэ,txano
511,Mütze::N,бэргэһэ,txapel
512,Schuh::N,бачыыҥка,oski
513,Schuh::N,бачыыҥка,oinetako
514,Stiefel::N,саппыкы,bota
515,Ring::N,биһилэх,uztai
516,Band::N,лиэнтэ,zinta
517,Band::N,лиэнтэ,xingola
518,Kamm::N,тараах,orrazi
519,Spiegel::N,сиэркилэ,mirail
520,Riemen::N,кур,uhal
521,Schnur::N,быа,lokailu
522,Leine::N,тэһиин,lotura
523,Decke::N,суорҕан,burusi
524,Kissen::N,сыттык,kuxin
525,Tuch::N,былаат,zapi
526,Tuch::N,былаат,oihal
527,Handtuch::N,соттор,eskuzapi
528,Handtuch::N,соттор,eskuoihal
529,Kraft::N,сыра,indar
530,Stärke::N,күүс,indar
531,Gesundheit::N,доруобуйа,osasun
532,Krankheit::N,ыарыы,eritasun
533,Krankheit::N,ыарыы,gaixotasun
534,Schmerz::N,ыарыы,min
535,Wunde::N,баас,zauri
536,Fieber::N,түрүлгэн,sukar
537,Fieber::N,лихорадка,sukar
538,Fieber::N,температура,sukar
539,Arznei::N,эмп,osagai
540,Arznei::N,эмп,sendagai
541,Brücke::N,күргэ,zubi
542,Brunnen::N,холуодьас,putzu
543,Weide::N,мэччирэҥ,alha
544,Weide::N,мэччирэҥ,bazkaleku
545,Pfad::N,ыллык,zidor
546,Pfad::N,ыллык,bidexka
547,Weg::N,суол,bide
548,Straße::N,суол,errepide
549,Dorf::N,дэриэбинэ,herri
550,Stadt::N,куорат,hiri
551,Brief::N,сурук,gutun
552,Brief::N,сурук,eskutitz
553,Buch::N,кинигэ,liburu
554,Buchstabe::N,буква,hizki
555,Zeitung::N,хаһыат,egunkari
556,Leben::N,тыын,bizi
557,Leben::N,тыын,bizitza
558,Tod::N,өлүү,herio
559,Tod::N,өлүү,heriotza
560,Grab::N,иин,hobi
561,Grab::N,иин,hilobi
562,Kirche::N,таҥара дьиэтэ,eliza
563,Sünde::N,айыы,hoben
564,Sünde::N,айыы,bekatu
565,Gott::N,тангара,jainko
566,Arbeiter::N,үлэһит,langile
567,Arbeiter::N,үлэһит,behargin
568,Chef::N,баһылык,nagusi
569,Chef::N,начальник,nagusi
570,Meister::N,уус,maisu
571,Meister::N,маастар,maisu
572,Arzt::N,врач,osagile
573,Arzt::N,врач,sendagile
574,Lehrer::N,учуутал,irakasle
575,Geld::N,харчы,diru
576,Geschäft::N,идэ,negozio
577,Laden::N,маҕаһыын,denda
578,Laden::N,маҕаһыын,saltegi
579,Preis::N,сыана,prezio
580,Preis::N,сыана,salneurri
581,Ware::N,табаар,salgai
582,Nutzen::N,туһа,onura
583,Nutzen::N,туһа,probetxu
584,Reichtum::N,баай,aberastasun
585,Welt::N,аан дойду,ludi
586,Welt::N,аан дойду,mundu
587,Land::N,дойду,herrialde
588,Staat::N,государство,estatu
589,König::N,король,errege
590,Macht::N,былаас,botere
591,Grenze::N,кыраныысса,muga
592,Krieg::N,сэрии,guda
593,Feind::N,өстөөх,etsai
594,Feind::N,өстөөх,arerio
595,Gewalt::N,күүһүлээһин,bortxa
596,Gewalt::N,күүһүлээһин,bortizkeria
597,Kampf::N,охсуһуу,gudu
598,Kampf::N,охсуһуу,auska
599,Bogen[Waffe]::N,ох,arku
600,Pfeil::N,ох,gezi
601,Gewehr::N,саа,fusil
602,Fehler::N,сыыһа,huts
603,Fehler::N,сыыһа,hutsegin
604,Lüge::N,сымыйа,gezur
605,Schaden::N,хоромньу,kalte
606,Unglück::N,алдьархай,zoritxar
607,Unglück::N,алдьархай,zorigaitz
608,Schuld::N,буруй,erru
609,Alter::N,саас,adin
610,Schluss::N,тиһэх,bukaera
611,Zeit::N,бириэмэ,aldi
612,Zeit::N,бириэмэ,denbora
613,Tag::N,күн,egun
614,Morgen::N,сарсыарда,goiz
615,Mittag::N,күн ортото,eguerdi
616,Abend::N,киэһэ,arrats
617,Nacht::N,түүн,gau
618,Woche::N,нэдиэлэ,aste
619,Monat::N,ый,hil
620,Jahr::N,сыл,urte
621,Jahr::N,дьыл,urte
622,Frühling::N,саас,udalehen
623,Sommer::N,сайын,uda
624,Herbst::N,күһүн,udazken
625,Herbst::N,күһүн,neguantz
626,Winter::N,кыһын,negu
627,Januar::N,тохсунньу,urtarril
628,Februar::N,олунньу,otsail
629,März::N,кулун тутар,martxo
630,April::N,муус устар ый,apiril
631,Mai::N,ыам ыйа,maiatz
632,Juni::N,бэс ыйа,ekain
633,Juli::N,от ыйа,uztail
634,August::N,атырдьах ыйа,abuztu
635,September::N,балаҕан ыйа,irail
636,Oktober::N,алтынньы,urri
637,November::N,сэтинньи,azaro
638,Dezember::N,ахсынньы,abendu
639,Montag::N,бэнидиэнньик,astelehen
640,Dienstag::N,оптуорунньук,astearte
641,Mittwoch::N,сэрэдэ,asteazken
642,Donnerstag::N,чэппиэр,ostegun
643,Freitag::N,бээтинсэ,ostiral
644,Samstag::N,субуота,larunbat
645,Sonntag::N,баскыһыанньа,igande
646,groß::A,бөдөҥ,handi
647,groß::A,улахан,handi
648,klein::A,кыр,txiki
649,lang::A,уһун,luze
650,kurz::A,кылгас,labur
651,breit::A,кэтит,zabal
652,schmal::A,кыараҕас,mehar
653,dicht::A,хойуу,sarri
654,dicht::A,хойуу,trinko
655,dick[Gegenstand]::A,суон,lodi
656,dick[Gegenstand]::A,хойуу,lodi
657,dünn::A,чараас,mehe
658,fein::A,бытархай,fin
659,fein::A,синньигес,fin
660,fest::A,бөҕө,tinko
661,fest::A,кытаанах,tinko
662,flach::A,хаптаҕай,lau
663,flach::A,хаптаҕай,ordoki
664,glatt::A,кылааккай,leun
665,hart::A,хатан,gogor
666,hart::A,кытаанах,gogor
667,weich::A,сымнаҕас,bigun
668,weich::A,сымнаҕас,beratz
669,rund::A,төгүрүк,biribil
670,spitz::A,сытыы,puntadun
671,spitz::A,уһуктаах,puntadun
672,scharf::A,сытыы,zorrotz
673,stumpf::A,сыппах,kamuts
674,schwer::A,ыарахан,astun
675,schwer::A,ыарахан,pisutsu
676,schön::A,кыраһыабай,eder
677,heiß::A,итии,bero
678,heiß::A,итии,oso bero
679,warm::A,ичигэс,bero
680,kalt::A,тымныы,hotz
681,kühl::A,сөрүүн,hotzil
682,frisch::A,ыраас,fresko
683,frisch::A,ыраас,hozkirri
684,frisch::A,сөрүүн,fresko
685,frisch::A,сөрүүн,hozkirri
686,frisch::A,тымныы,fresko
687,frisch::A,тымныы,hozkirri
688,feucht::A,сииктээх,heze
689,nass::A,инчэҕэй,busti
690,trocken::A,кураан,siku
691,trocken::A,кураан,lehor
692,voll::A,толору,bete
693,leer::A,иччитэх,huts
694,offen::A,аһаҕас,ireki
695,geschlossen::A,бүтэй,itxita
696,sauber::A,сэбэр,xahu
697,sauber::A,сэбэр,garbi
698,schmutzig::A,кирдээх,lohi
699,schmutzig::A,кирдээх,zikin
700,roh::A,сиикэй,gordin
701,reif::A,буспут,umo
702,reif::A,буспут,heldu
703,reif::A,сиппит-хоппут,umo
704,reif::A,сиппит-хоппут,heldu
705,lecker::A,минньигэс,goxo
706,süß::A,минньигэс,goxo
707,bitter::A,аһыы,karmin
708,bitter::A,аһыы,garratz
709,sauer::A,аһыы,mingots
710,hell::A,сырдык,argi
711,dunkel::A,хараҥа,ilun
712,schwarz::A,хара,beltz
713,weiß::A,үрүҥ,zuri
714,weiß::A,маҥан,zuri
715,rot::A,кыһыл,gorri
716,gelb::A,саһархай,hori
717,blau::A,күөх,urdin
718,grün::A,күөх,berde
719,grün::A,күөх,musker
720,grün::A,от күөҕэ,berde
721,grün::A,от күөҕэ,musker
722,grau::A,сиэрэй,urdin
723,grau::A,сиэрэй,urdinabar
724,bunt::A,эриэн,koloretsu
725,billig::A,чэпчэки,merke
726,teuer::A,сыаналаах,garesti
727,wertvoll::A,сыаналаах,baliotsu
728,blind::A,хараҕа суох,itsu
729,taub::A,дьүлэй,gor
730,kräftig::A,модун,kementsu
731,stark::A,күүстээх,bizkor
732,stark::A,күүстээх,indartsu
733,schwach::A,мөлтөх,ahul
734,schwach::A,мөлтөх,indargabe
735,fett::A,эмис,gizen
736,schlank::A,дьылҕан,lerden
737,schlank::A,дьыпсаҕай,lerden
738,hübsch::A,олус кэрэ,polit
739,hübsch::A,көрүөхтэн үчүгэй,polit
740,böse::A,өһүөннээх,tzar
741,böse::A,өһүөннээх,gaizto
742,dumm::A,акаары,lelo
743,dumm::A,акаары,pello
744,faul::A,нэс,nagi
745,faul::A,нэс,alfer
746,fleißig::A,кыһамньылаах,maratz
747,fleißig::A,кыһамньылаах,lanzale
748,geizig::A,иҥсэлээх,zeken
749,geizig::A,иҥсэлээх,zikoitz
750,klug::A,өйдөөх,zuhur
751,geschickt::A,наһаа дьоҕурдаах,trebe
752,geschickt::A,наһаа дьоҕурдаах,antzetsu
753,lieb::A,тапталлаах,maite
754,lieb::A,тапталлаах,laztan
755,lustig::A,көрдөөх,alaitsu
756,sanft::A,намчы,eme
757,sanft::A,намчы,ezti
758,sanft::A,сымнаҕас,eme
759,sanft::A,сымнаҕас,ezti
760,hungrig::A,аччык,gose
761,krank::A,ыалдьар,eri
762,krank::A,ыалдьар,gaixo
763,nackt::A,сыгынньах,biluzi
764,traurig::A,санаарҕабыллаах,itun
765,traurig::A,санаарҕабыллаах,betilun
766,lebendig::A,тыыннаах,bizirik
767,gut::A,үтүө,on
