,Concept_ID,ru,uz
804,kommen::V,прийти,kelmoq
805,ankommen::V,прибыть,etib kelmoq
806,zurückkommen::V,возвратиться,qaytib kelmoq
807,bleiben::V,остаться,qolmoq
808,warten::V,ждать,poylamoq
809,erwarten::V,ожидать,kutmoq
810,suchen::V,искать,izlamoq
811,finden::V,найти,topmoq
812,versuchen::V,пытаться,chalishmoq
813,vorbereiten::V,подготовить,hozirlamoq
814,lieben::V,любить,sevmoq
815,mögen::V,любить,ardoqlamoq
816,lachen::V,смеяться,kulmoq
817,rühren::V,растрогать,ta'sirlantirmoq
818,weinen::V,плакать,yig'lamoq
819,schimpfen::V,ругаться,koyinmoq
820,sich ärgern::V,сердиться,g'azab qilmoq
821,sich fürchten::V,бояться,hurkmoq
822,fürchten::V,бояться,qo'rqmoq
823,fliehen::V,убегать,qochmoq
824,flüchten::V,убежать,qochmoq
825,sehen::V,видеть,ko'rmoq
826,anschauen::V,посмотреть,razm solmoq
827,ansehen::V,смотреть,razm qilmoq
828,hören::V,слышать,äshitmoq
829,zuhören::V,слушать,tinglamoq
830,probieren::V,пробовать,tatib ko'rmoq
831,riechen::V,нюхать,iskamoq
832,fühlen::V,чувствовать,sezmoq
833,scheinen::V,казаться,tuyilmoq
834,zu sehen sein::V,виднеться,ko'rinmoq
835,vernehmen::V,услышать,äshitmoq
836,frieren::V,мерзнуть,sovuq qotmoq
837,tun::V,делать,ätmoq
838,können::V,мочь,-a olmoq
839,können::V,мочь,-y olmoq
840,können::V,уметь,-a olmoq
841,können::V,уметь,-y olmoq
842,wollen::V,хотеть,istamoq
843,anfangen::V,начать,boshlamoq
844,beenden::V,закончить,bitirmoq
845,aufhören::V,перестать,tinmoq
846,gelingen::V,удаться,muvaffaqiyat qozonmoq
847,geraten::V,оказаться,bo'lmoq
848,öffnen::V,открыть,ochmoq
849,schließen::V,закрыть,yopmoq
850,stellen::V,поставить,qo'ymoq
851,setzen::V,посадить,o'tqazmoq
852,legen::V,класть,yotqizmoq
853,berühren::V,трогать,tegmoq
854,verbinden::V,связать,ulamoq
855,bedecken::V,покрыть,bekitmoq
856,aufhängen::V,повесить,ildirmoq
857,anzünden::V,зажечь,yondirmoq
858,aufheben::V,поднять,ko'tarmoq
859,zurücklassen::V,оставить,ayrilmoq
860,verlieren::V,потерять,yo'qotmoq
861,fallen lassen::V,уронить,tushirmoq
862,machen::V,сделать,qilmoq
863,herstellen::V,изготовить,chiqarmoq
864,bauen::V,строить,solmoq
865,reparieren::V,чинить,tuzatmoq
866,verbessern::V,улучшить,isloh qilmoq
867,ändern::V,изменить,o'zgartirmoq
868,graben::V,копать,qazimoq
869,beugen::V,согнуть,bukmoq
870,biegen::V,погнуть,bukmoq
871,drehen::V,вертеть,aylantirmoq
872,wenden::V,повернуть,burmoq
873,umdrehen::V,перевернуть,ag'darmoq
874,heben::V,поднимать,yuksaltirmoq
875,hochheben::V,поднять,ko'tarmoq
876,ergreifen::V,схватить,tutamlamoq
877,halten::V,держать,tutmoq
878,drücken::V,нажимать,bosmoq
879,schieben::V,толкать,surmoq
880,kratzen::V,скрести,qashimoq
881,lecken::V,лизать,mijimoq
882,beißen::V,кусать,tishlamoq
883,abreißen::V,оторвать,emirmoq
884,abschneiden::V,отрезать,cho'rt kesmoq
885,binden::V,вязать,bog'lamoq
886,stecken::V,воткнуть,suqmoq
887,brechen::V,сломать,sindirmoq
888,klopfen::V,стучать,dukurlamoq
889,hauen::V,бить,urmoq
890,kleben::V,клеить,yopishtirmoq
891,reiben::V,тереть,surkamoq
892,streichen::V,намазать,surkamoq
893,schleifen::V,точить,qayramoq
894,schneiden::V,резать,kesmoq
895,rütteln::V,шатать,chayqamoq
896,schütteln::V,трясти,chayqamoq
897,schwenken::V,махать,chayqatmoq
898,schütten::V,налить,quymoq
899,füllen::V,наполнить,to'ldirmoq
900,einwickeln::V,завернуть,chulg'amoq
901,tragen::V,нести,tashimoq
902,schleppen::V,тащить,sudramoq
903,ziehen::V,тянуть,tortmoq
904,aufbewahren::V,хранить,tutmoq
905,werfen::V,бросать,tashlamoq
906,fangen::V,ловить,tutmoq
907,packen::V,схватить,opqochmoq
908,verstecken::V,спрятать,yashirmoq
909,teilen::V,разделить,bo'lmoq
910,schicken::V,посылать,yubormoq
911,bringen::V,принести,keltirmoq
912,hinzufügen::V,добавить,tirkamoq
913,bekommen::V,достать,olmoq
914,erhalten::V,получить,olmoq
915,nehmen::V,взять,olmoq
916,wählen::V,выбрать,saylamoq
917,auswählen::V,отобрать,saylamoq
918,bewahren::V,сохранить,saqlamoq
919,behindern::V,препятствовать,xalal bermoq
920,verderben::V,испортить,xazon qilmoq
921,beschädigen::V,повредить,buzmoq
922,zerbrechen::V,разбить,sindirmoq
923,zerreißen::V,разорвать,yirtmoq
924,zerstören::V,разрушить,vayron qilmoq
925,verbrennen::V,сжечь,kuydirmoq
926,geben::V,дать,bermoq
927,reichen::V,передать,bermoq
928,schenken::V,дарить,sovg'a qilmoq
929,versprechen::V,обещать,va'da bermoq
930,wünschen::V,желать,orziqmoq
931,loben::V,хвалить,maqtamoq
932,küssen::V,целовать,o'pmoq
933,wiegen::V,качать,tebratmoq
934,zudecken::V,накрыть,yopmoq
935,wecken::V,разбудить,uyg'otmoq
936,zeigen::V,показать,ko'rsatmoq
937,führen::V,вести,boshlik bo'lmoq
938,lehren::V,учить,o'rgatmoq
939,unterrichten::V,преподавать,dars bermoq
940,aufziehen::V,воспитать,o'stirmoq
941,leiten::V,руководить,boshqarmoq
942,antreiben::V,подгонять,shoshiltirmoq
943,lassen::V,заставить,ruxsat bermoq
944,einladen::V,пригласить,taklif kilmoq
945,vereinigen::V,объединить,qo'shmoq
946,besuchen::V,посетить,mehmonga bormoq
947,treffen::V,встретить,duchor bo'lmoq
948,sich versammeln::V,собраться,to'planmoq
949,spielen::V,играть,o'ynamoq
950,singen::V,петь,yalla qilmoq
951,tanzen::V,плясать,raqs qilmoq
952,tanzen::V,танцевать,raqs qilmoq
953,sich trennen::V,расстаться,yakkalanmoq
954,verlassen::V,покинуть,qoldirmoq
955,retten::V,спасти,qutqazmoq
956,bewachen::V,охранять,qo'rimoq
957,schützen::V,уберегать,yoniga olmoq
958,verteidigen::V,защитить,yoqlamoq
959,sich schlagen::V,драться,yoqalashmoq
960,schießen::V,стрелять,otmoq
961,siegen::V,победить,engmoq
962,ärgern::V,сердить,jahl chiqarmoq
963,schlagen::V,ударить,urmoq
964,treten::V,пинать,tepmoq
965,stechen::V,уколоть,qadamoq
966,stoßen::V,толкнуть,turtmoq
967,stehlen::V,украсть,o'g'rilamoq
968,stören::V,помешать,tebratmoq
969,belästigen::V,надоедать,g'ashini keltirmoq
970,verbergen::V,скрыть,berkitmoq
971,täuschen::V,обмануть,aldamoq
972,betrügen::V,смошенничать,tirriq qilmoq
973,töten::V,убить,o'ldirmoq
974,wohnen::V,проживать,istiqomat qilmoq
975,arbeiten::V,работать,ishlamoq
976,sammeln::V,собрать,yig'moq
977,pflücken::V,рвать,termoq
978,pflücken::V,срывать,termoq
979,jagen::V,охотиться,ov qilmoq
980,fischen::V,рыбачить,baliq ovlamoq
981,fassen::V,поймать,ilinmoq
982,hüten::V,пасти,boqtirmoq
983,treiben::V,гнать,haydamoq
984,anbinden::V,привязать,bog'lamoq
985,füttern::V,кормить,edirmoq
986,melken::V,доить,sog'moq
987,hacken::V,рубить,chopmoq
988,gießen::V,полить,oqizmoq
989,reifen::V,созреть,qizarmoq
990,zubereiten::V,приготовить,pishirmoq
991,kochen::V,варить,qaynatmoq
992,backen::V,печь,yopmoq
993,braten::V,жарить,qovurmoq
994,umrühren::V,перемешать,atalamoq
995,stricken::V,вязать,to'qimoq
996,nähen::V,шить,tikmoq
997,färben::V,покрасить,bo'yoqlamoq
998,reinigen::V,очистить,tozalamoq
999,waschen::V,стирать,yuvmoq
1000,abwischen::V,вытереть,surkamoq
1001,spülen::V,полоскать,chaymoq
1002,fegen::V,подметать,cho'tkalamoq
1003,kehren::V,мести,supurmoq
1004,baden::V,купаться,cho'milmoq
1005,sich waschen::V,мыться,yuvinmoq
1006,ausziehen::V,снять,echintirmoq
1007,anziehen::V,надеть,kiymoq
1008,sich anziehen::V,одеться,kiyinmoq
1009,kämmen::V,причесать,taramoq
1010,schmücken::V,украсить,yasatmoq
1011,sagen::V,сказать,aytmoq
1012,sprechen::V,говорить,so'zlamoq
1013,reden::V,разговаривать,gapirmoq
1014,sich unterhalten::V,беседовать,suhbatlashmoq
1015,fragen::V,спросить,so'ramoq
1016,bitten::V,просить,iltimos qilmoq
1017,erzählen::V,рассказать,aytib bermoq
1018,mitteilen::V,сообщить,bildirmoq
1019,nennen::V,назвать,atamoq
1020,rufen::V,звать,chaqirmoq
1021,prahlen::V,хвастаться,gerdaymoq
1022,übersetzen::V,перевести,tarjima qilmoq
1023,denken::V,думать,o'ylamoq
1024,glauben::V,верить,ishonmoq
1025,bemerken::V,заметить,payqamoq
1026,erkennen::V,узнать,tanimoq
1027,begreifen::V,понять,tushunmoq
1028,begreifen::V,постичь,tushunmoq
1029,verstehen::V,услышать,anglamoq
1030,lernen::V,учиться,o'qimoq
1031,wissen::V,знать,bilmoq
1032,sich erinnern an::V,вспомнить,äsni tanimoq
1033,vergessen::V,забыть,unutmoq
1034,messen::V,мерить,o'lchamoq
1035,zählen::V,считать,raqamlamoq
1036,rechnen::V,считать,cho'tlamoq
1037,lesen::V,читать,o'qimoq
1038,malen::V,рисовать,rasm solmoq
1039,zeichnen::V,рисовать,chizmoq
1040,schreiben::V,писать,yozmoq
1041,besitzen::V,иметь,ägalamoq
1042,kaufen::V,купить,olmoq
1043,verkaufen::V,продать,sotmoq
1044,bezahlen::V,заплатить,to'lamoq
1045,zahlen::V,платить,to'lamoq
1046,beherrschen::V,владеть,ägalamoq
1047,ertragen::V,вытерпеть,chidamoq
