,Concept_ID,sk,cs
832,hier::ADV,tu,tady
833,hierhin::ADV,sem,sem
834,hierhin::ADV,tade,sem
835,von hier::ADV,odtiaľto,odtud
836,dort::ADV,tam,tam
837,dorthin::ADV,ta,tam
838,dorthin::ADV,tam,tam
839,geradeaus::ADV,rovno,rovně
840,geradeaus::ADV,priamo,rovně
841,vorwärts::ADV,napred,kupředu
842,rückwärts::ADV,nazad,zpět
843,zurück::ADV,späť,zpět
844,zurück::ADV,späť,nazpět
845,zurück::ADV,naspäť,zpět
846,zurück::ADV,naspäť,nazpět
847,unten::ADV,dolu,dole
848,unten::ADV,naspodku,dole
849,hinab::ADV,dolu,dolů
850,oben::ADV,hore,nahoře
851,oben::ADV,hore,navrchu
852,oben::ADV,navrchu,nahoře
853,oben::ADV,navrchu,navrchu
854,hinauf::ADV,hore,nahoru
855,hinauf::ADV,navrch,nahoru
856,überall::ADV,všade,všude
857,nicht::ADV,nie,ne
858,ein wenig::ADV,trocha,trochu
859,kaum::ADV,ledva,sotva
860,sehr::ADV,veľmi,velmi
861,sehr::ADV,veľmi,velice
862,so::ADV,tak,tak
863,so::ADV,tak,takto
864,so::ADV,takto,tak
865,so::ADV,takto,takto
866,noch::ADV,ešte,ještě
867,nur::ADV,len,jen
868,nur::ADV,len,jenom
869,schon::ADV,už,už
870,schon::ADV,už,již
871,wieder::ADV,zasa,zase
872,vergebens::ADV,márne,marně
873,vergebens::ADV,nadarmo,marně
874,vor::PRP,pred,před
875,hinter::PRP,za,za
876,unter::PRP,pod,pod
877,durch::PRP,cez,skrz
878,neben::PRP,pri,vedle
879,neben::PRP,vedľa,vedle
880,zwischen::PRP,medzi,mezi
881,wegen::PRP,pre,pro
882,wegen::PRP,kvôli,pro
883,dies::PRN,to,toto
884,dies::PRN,to,tohle
885,dies::PRN,táto,toto
886,dies::PRN,táto,tohle
887,das::PRN,to,to
888,alles::PRN,všetko,všechno
889,ich::PRN,ja,já
890,du::PRN,ty,ty
891,er::PRN,on,on
892,wir::PRN,my,my
893,ihr::PRN,vy,vy
894,sie::PRN,oni,oni
895,was::FPRN,čo,co
896,wer::FPRN,kto,kdo
897,wo::FADV,kde,kde
898,wohin::FADV,kam,kam
899,wie::FADV,ako,jak
900,warum::FADV,prečo,proč
901,wieviel::FNUM,koľko,kolik
902,eins::NUM,jeden,jeden
903,zwei::NUM,dva,dva
904,drei::NUM,tri,tři
905,vier::NUM,štyri,čtyři
906,fünf::NUM,päť,pět
907,sechs::NUM,šesť,šest
908,sieben::NUM,sedem,sedm
909,acht::NUM,osem,osm
910,neun::NUM,deväť,devět
911,zehn::NUM,desať,deset
912,elf::NUM,jedenásť,jedenáct
913,zwölf::NUM,dvanásť,dvanáct
914,zwanzig::NUM,dvadsať,dvacet
915,dreißig::NUM,tridsať,třicet
916,vierzig::NUM,štyridsať,čtyřicet
917,fünfzig::NUM,päťdesiat,padesát
918,sechzig::NUM,šesťdesiat,šedesát
919,siebzig::NUM,sedemdesiat,sedmdesát
920,achtzig::NUM,osemdesiat,osmdesát
921,neunzig::NUM,deväťdesiat,devadesát
922,hundert::NUM,sto,sto
923,tausend::NUM,tisíc,tisíc
924,und::CNJ,i,a
925,oder::CNJ,alebo,nebo
926,stehen::V,stáť,stát
927,sitzen::V,sedieť,sedět
928,liegen::V,ležať,ležet
929,hängen::V,visieť,viset
930,werden::V,stať sa,stát se
931,passieren::V,stať sa,stát se
932,beginnen::V,začať sa,počít
933,enden::V,končiť sa,končit
934,enden::V,končiť sa,skončit
935,wechseln::V,meniť sa,měnit se
936,aufgehen[Sonne]::V,vychádzať,vyjít
937,untergehen[Sonne]::V,zapadnúť,zapadnout
938,scheinen[Sonne]::V,svietiť,svítit
939,donnern::V,hrmieť,hřmět
940,wehen::V,viať,vát
941,wehen::V,viať,vanout
942,strömen::V,prúdiť,proudit
943,fließen::V,tiecť,téct
944,sich drehen::V,točiť sa,točit se
945,sich drehen::V,krútiť sa,točit se
946,schwanken::V,kolísať,kolísat
947,schwanken::V,kolísať,houpat se
948,schwanken::V,klátiť sa,kolísat
949,schwanken::V,klátiť sa,houpat se
950,schwingen::V,kývať sa,kývat se
951,schwingen::V,chvieť sa,kývat se
952,fallen::V,padať,padat
953,brennen::V,páliť,hořet
954,brennen::V,horieť,hořet
955,rauchen::V,dymiť sa,kouřit
956,regnen::V,pršať,pršet
957,gefrieren::V,zamrznút,zamrznout
958,tauen::V,taviť sa,tát
959,schmelzen::V,taviť sa,tavit
960,trocknen::V,schnúť,schnout
961,sieden::V,vrieť,vřít
962,faulen::V,hniť,hnít
963,verfaulen::V,zhniť,shnít
964,reißen::V,pretrhnúť sa,roztrhat se
965,versinken::V,zapadnúť,topit se
966,versinken::V,zapadnúť,ponořit se
967,versinken::V,potopiť sa,topit se
968,versinken::V,potopiť sa,ponořit se
969,vergehen::V,plynúť,plynout
970,erscheinen::V,objaviť sa,objevit se
971,verschwinden::V,zmiznúť,zmizet
972,sinken::V,klesať,klesat
973,abnehmen::V,ubúdať,ubýt
974,zunehmen::V,pribúdať,přibýt
975,steigen::V,stúpať,stoupat
976,wachsen::V,rásť,růst
977,glänzen::V,jagať sa,lesknout se
978,glänzen::V,lesknúť sa,lesknout se
979,funkeln::V,iskriť sa,jiskřit se
980,lärmen::V,lomoziť,dělat hluk
981,läuten::V,cengať,zvonit
982,klingeln::V,zvoniť,zvonit
983,klirren::V,rinčať,řinčet
984,brausen::V,hučať,hučet
985,rauschen::V,šumieť,šumět
986,klingen::V,znieť,znít
987,klingen::V,zvoniť,znít
988,bellen::V,štekať,štěkat
989,bellen::V,brechať,štěkat
990,heulen::V,vyť,výt
991,blasen::V,duť,foukat
992,blasen::V,fúkať,foukat
993,pfeifen::V,pískať,pískat
994,pfeifen::V,hvízdať,pískat
995,schreien::V,kričať,křičet
996,stöhnen::V,stenať,sténat
997,zittern::V,triasť sa,třást se
998,leben::V,žiť,žít
999,geboren werden::V,narodiť sa,rodit se
1000,atmen::V,dýchať,dýchat
1001,trinken::V,piť,pít
1002,essen::V,jesť,jíst
1003,schlucken::V,zhltnuť,polykat
1004,müde werden::V,unaviť sa,unavit se
1005,einschlafen::V,usnúť,usnout
1006,einschlafen::V,zaspať,usnout
1007,schlafen::V,spať,spát
1008,aufwachen::V,zobudiť sa,probudit se
1009,aufstehen::V,vstať,vstát
1010,sich erholen::V,zotavovať sa,zotavovat se
1011,sich erholen::V,oddýchovať si,zotavovat se
1012,krank werden::V,ochorieť,onemocnět
1013,krank sein::V,chorieť,být nemocný
1014,krank sein::V,byť chorý,být nemocný
1015,schmerzen::V,bolieť,bolet
1016,husten::V,kašľať,kašlat
1017,genesen::V,uzdraviť sa,uzdravit se
1018,sterben::V,umrieť,umřít
1019,sterben::V,zomrieť,umřít
1020,umkommen::V,zahynúť,zahynout
1021,sich bewegen::V,pohybovať sa,pohnout se
1022,sich rühren::V,hnúť sa,hnout se
1023,sich erheben::V,zdvihnúť sa,zdvihnout se
1024,sich setzen::V,sadnúť si,posadit se
1025,hinfallen::V,spadnúť,upadnout
1026,laufen::V,bežať,běžet
1027,schreiten::V,kráčať,kráčet
1028,spazierengehen::V,prechádzať sa,procházet se
1029,eilen::V,súriť,spěchat
1030,sich beeilen::V,ponáhľať sa,pospíšit si
1031,sausen::V,hučať,fičet
1032,rennen::V,bežať,pádit
1033,springen::V,skákať,skákat
1034,klettern::V,liezť,lézt
1035,klettern::V,liezť,šplhat
1036,schaukeln::V,húpať,houpat
1037,schaukeln::V,hojdať,houpat
1038,kriechen::V,liezť,lézt
1039,kriechen::V,liezť,plazit se
1040,kriechen::V,plaziť sa,lézt
1041,kriechen::V,plaziť sa,plazit se
1042,schwimmen::V,plávať,plavat
1043,tauchen::V,ponoriť sa,nořit se
1044,rudern::V,veslovať,veslovat
1045,fahren::V,ísť,jet
1046,fahren::V,ísť,jezdit
1047,fahren::V,jazdiť,jet
1048,fahren::V,jazdiť,jezdit
1049,fliegen::V,letieť,létat
1050,gehen::V,ísť,jít
1051,weggehen::V,odísť,odejít
1052,weggehen::V,odchádzať,odejít
1053,abfahren::V,odcestovať,odjet
1054,anhalten::V,zadržať sa,zastavit se
1055,anhalten::V,zastaviť sa,zastavit se
1056,hineingehen::V,vchádzať,vcházet se
1057,eintreten::V,vojsť,vstoupit
1058,eintreten::V,vstúpiť,vstoupit
1059,kommen::V,prísť,přijít
1060,ankommen::V,prísť,dojít
1061,ankommen::V,doraziť,dojít
1062,zurückkommen::V,vrátiť sa,vrátit se
1063,bleiben::V,ostať,zůstat
1064,bleiben::V,zostať,zůstat
1065,warten::V,čakať,čekat
1066,erwarten::V,očakávať,čekat na
1067,suchen::V,hľadať,hledat
1068,finden::V,nájsť,najít
1069,versuchen::V,skúsiť,zkoušet
1070,versuchen::V,pokúsiť sa,zkoušet
1071,vorbereiten::V,pripraviť,připravit
1072,lieben::V,ľúbiť,milovat
1073,lieben::V,milovať,milovat
1074,mögen::V,mať rád,mít rád
1075,lachen::V,smiať sa,smát se
1076,rühren::V,dojať,dojmout
1077,weinen::V,plakať,plakat
1078,schimpfen::V,nadávať,nadávat
1079,sich ärgern::V,hnevať sa,pohoršit se
1080,sich ärgern::V,zlostiť sa,pohoršit se
1081,sich fürchten::V,báť sa,bát se
1082,fürchten::V,báť sa,bát se
1083,fliehen::V,utekať,utéct
1084,flüchten::V,utiecť,prchnout
1085,sehen::V,vidieť,vidět
1086,anschauen::V,pozrieť sa na,podívat se na
1087,ansehen::V,pozrieť,sledovat
1088,hören::V,počúvať,slyšet
1089,zuhören::V,počúvať,poslouchat
1090,probieren::V,ochutnať,ochutnávat
1091,riechen::V,ňuchať,cítit
1092,fühlen::V,cítiť,cítit
1093,fühlen::V,pociťovať,cítit
1094,scheinen::V,zdať sa,zdát se
1095,zu sehen sein::V,byť vidieť,moci být viděn
1096,vernehmen::V,počuť,uslyšet
1097,frieren::V,mrznúť,mrznout
1098,frieren::V,oziabať,mrznout
1099,tun::V,robiť,dělat
1100,können::V,môcť,moct
1101,wollen::V,chcieť,chtít
1102,anfangen::V,začať,začít
1103,beenden::V,skončiť,ukončit
1104,aufhören::V,prestať,přestat
1105,gelingen::V,podariť sa,podařit se
1106,geraten::V,dariť sa,dařit se
1107,öffnen::V,otvoriť,otevřít
1108,schließen::V,zavrieť,zavřít
1109,stellen::V,postaviť,postavit
1110,setzen::V,posadiť,posadit
1111,legen::V,klásť,klást
1112,legen::V,klásť,položit
1113,legen::V,položiť,klást
1114,legen::V,položiť,položit
1115,berühren::V,dotykať sa,dotýkat se
1116,verbinden::V,spojiť,spojit
1117,bedecken::V,pokryť,pokrýt
1118,aufhängen::V,zavesiť,oběsit
1119,aufhängen::V,zavesiť,pověsit
1120,anzünden::V,zapáliť,zapálit
1121,anzünden::V,zapáliť,podpálit
1122,aufheben::V,zdvihnúť,zvednout
1123,aufheben::V,zdvihnúť,zdvihnout
1124,zurücklassen::V,zanechať,zanechat
1125,verlieren::V,stratiť,ztratit
1126,fallen lassen::V,pustiť,upustit
1127,machen::V,robiť,udělat
1128,herstellen::V,vyrobiť,vyrobit
1129,bauen::V,stavať,stavět
1130,bauen::V,stavať,budovat
1131,bauen::V,budovať,stavět
1132,bauen::V,budovať,budovat
1133,reparieren::V,opraviť,opravit
1134,verbessern::V,zlepšiť,zlepšit
1135,ändern::V,zmeniť,změnit
1136,ändern::V,preinačiť,změnit
1137,graben::V,ryť,rýt
1138,graben::V,ryť,kopat
1139,graben::V,kopať,rýt
1140,graben::V,kopať,kopat
1141,beugen::V,ohnúť,ohnout
1142,biegen::V,ohnúť,ohnout
1143,drehen::V,točiť,točit
1144,drehen::V,krútiť,točit
1145,wenden::V,obrátiť,obrátit
1146,wenden::V,prevrátiť,obrátit
1147,umdrehen::V,otočiť,obrátit
1148,umdrehen::V,obrátiť,obrátit
1149,heben::V,dvíhať,zdvihnout
1150,heben::V,povzniesť,zdvihnout
1151,hochheben::V,zdvihnúť,zvednout
1152,ergreifen::V,uchopiť sa,chopit se
1153,halten::V,držať,držet
1154,drücken::V,tisnúť,stisknout
1155,schieben::V,posunovať,posouvat
1156,kratzen::V,škrabať,škrábat
1157,lecken::V,lízať,lízat
1158,beißen::V,kúsať,kousat
1159,abreißen::V,odtrhnúť,utrhat
1160,abreißen::V,odtrhnúť,odtrhat
1161,abschneiden::V,odrezať,uřezat
1162,abschneiden::V,odrezať,ukrojit
1163,abschneiden::V,odkrojiť,uřezat
1164,abschneiden::V,odkrojiť,ukrojit
1165,binden::V,zaviazať,přivázat
1166,binden::V,priviazať,přivázat
1167,stecken::V,strčiť,strčit
1168,brechen::V,zlomiť,lomit
1169,klopfen::V,tĺcť,ťukat
1170,klopfen::V,tĺcť,klepat
1171,klopfen::V,klopať,ťukat
1172,klopfen::V,klopať,klepat
1173,hauen::V,nabiť,bít
1174,kleben::V,lepiť,lepit
1175,kleben::V,nalepiť,lepit
1176,reiben::V,trieť,třít
1177,streichen::V,namazať,mazat
1178,schleifen::V,ostríť,brousit
1179,schneiden::V,rezať,řezat
1180,schneiden::V,rezať,střihat
1181,schneiden::V,strihať,řezat
1182,schneiden::V,strihať,střihat
1183,rütteln::V,triasť,třást
1184,rütteln::V,triasť,otřást
1185,rütteln::V,lomcovať,třást
1186,rütteln::V,lomcovať,otřást
1187,schütteln::V,triasť,třást
1188,schütteln::V,triasť,zatřást
1189,schütteln::V,potriasť,třást
1190,schütteln::V,potriasť,zatřást
1191,schwenken::V,mávať,mávat
1192,schütten::V,sypať,nasypat
1193,füllen::V,plniť,naplnit
1194,einwickeln::V,zabaliť,zavinout
1195,tragen::V,niesť,nést
1196,schleppen::V,vliecť,vléct
1197,ziehen::V,ťahať,tahat
1198,ziehen::V,ťahať,táhnout
1199,aufbewahren::V,uložiť,schovat
1200,aufbewahren::V,uschovať,schovat
1201,werfen::V,hodiť,házet
1202,werfen::V,vrhnúť,házet
1203,fangen::V,chytať,chytat
1204,packen::V,baliť,uchvátit
1205,packen::V,chytiť,uchvátit
1206,verstecken::V,skryť,schovat
1207,verstecken::V,schovať,schovat
1208,teilen::V,podeliť,rozdělit
1209,teilen::V,rozdeliť,rozdělit
1210,schicken::V,posielať,posílat
1211,bringen::V,priniesť,přinést
1212,hinzufügen::V,pripojiť,připojit
1213,bekommen::V,dostať,dostat
1214,erhalten::V,prijať,uchovat
1215,nehmen::V,vziať,vzít
1216,wählen::V,voliť,zvolit
1217,auswählen::V,vybrať,vybrat
1218,auswählen::V,vyvoliť,vybrat
1219,bewahren::V,zachovať,uchránit
1220,behindern::V,zavadzať,překážet
1221,behindern::V,byť v ceste,překážet
1222,verderben::V,skaziť,zkazit
1223,beschädigen::V,ublížiť,porušit
1224,beschädigen::V,ublížiť,poškodit
1225,beschädigen::V,poškodiť,porušit
1226,beschädigen::V,poškodiť,poškodit
1227,zerbrechen::V,rozbiť,rozlámat
1228,zerbrechen::V,prelomiť,rozlámat
1229,zerreißen::V,pretrhnúť,roztrhnout
1230,zerstören::V,zničiť,zničit
1231,verbrennen::V,spáliť,spálit
1232,geben::V,dať,dát
1233,reichen::V,podať,podat
1234,schenken::V,darovať,darovat
1235,versprechen::V,sľúbiť,slíbit
1236,wünschen::V,želať,přát
1237,loben::V,chváliť,chválit
1238,küssen::V,bozkať,líbat
1239,wiegen::V,kolísať,chovat
1240,wiegen::V,kolísať,kolébat
1241,zudecken::V,prikryť,přikrýt
1242,zudecken::V,prikryť,přiklopit
1243,wecken::V,zobudiť,vzbudit
1244,zeigen::V,ukázať,ukázat
1245,führen::V,viesť,vést
1246,lehren::V,učiť,učit
1247,unterrichten::V,vyučovať,vyučovat
1248,aufziehen::V,vychovať,vychovat
1249,leiten::V,viesť,vodit
1250,antreiben::V,popudiť,nutit
1251,lassen::V,dať,dát
1252,einladen::V,pozvať,pozvat
1253,einladen::V,povolať,pozvat
1254,vereinigen::V,spojiť,spojit
1255,vereinigen::V,zjednotiť,spojit
1256,besuchen::V,navštíviť,návštívit
1257,treffen::V,stretnúť,potkat
1258,sich versammeln::V,zhromaždiť sa,shromáždit se
1259,spielen::V,hrať,hrát
1260,singen::V,spievať,zpívat
1261,tanzen::V,tancovať,tančit
1262,sich trennen::V,rozísť sa,rozejít se
1263,verlassen::V,opustiť,opustit
1264,retten::V,zachrániť,zachránit
1265,bewachen::V,strážiť,hlídat
1266,schützen::V,chrániť,chránit
1267,verteidigen::V,brániť,obhájit
1268,sich schlagen::V,biť sa,bít se
1269,schießen::V,streliť,střílet
1270,schießen::V,strieľať,střílet
1271,siegen::V,zvíťaziť,zvítězit
1272,ärgern::V,hnevať,zlobit
1273,ärgern::V,hnevať,pohoršit
1274,ärgern::V,zlostiť,zlobit
1275,ärgern::V,zlostiť,pohoršit
1276,schlagen::V,biť,udeřit
1277,schlagen::V,biť,praštit
1278,schlagen::V,udrieť,udeřit
1279,schlagen::V,udrieť,praštit
1280,treten::V,kopnúť,kopnout
1281,stechen::V,bodnúť,bodnout
1282,stechen::V,bodnúť,píchnout
1283,stechen::V,pichnúť,bodnout
1284,stechen::V,pichnúť,píchnout
1285,stoßen::V,udrieť,strčit
1286,stehlen::V,kradnúť,ukrást
1287,stören::V,vyrušiť,vyrušit
1288,belästigen::V,obťažovať,obtěžovat
1289,verbergen::V,skryť,skrýt
1290,täuschen::V,sklamať,klamat
1291,betrügen::V,klamať,podvést
1292,betrügen::V,podvádzať,podvést
1293,töten::V,zabiť,zabít
1294,töten::V,usmrtiť,zabít
1295,wohnen::V,bývať,bydlit
1296,arbeiten::V,pracovať,pracovat
1297,sammeln::V,zbierať,sebrat
1298,pflücken::V,trhať,česat
1299,pflücken::V,oberať,česat
1300,jagen::V,poľovať,uhonit
1301,fischen::V,loviť ryby,chytat ryby
1302,fischen::V,chytať ryby,chytat ryby
1303,fassen::V,uloviť,ulovit
1304,hüten::V,pásť,pást
1305,treiben::V,hnať,hnát
1306,anbinden::V,priviazať,přivázat
1307,füttern::V,kŕmiť,krmit
1308,melken::V,dojiť,dojit
1309,hacken::V,seknúť,seknout
1310,gießen::V,polievať,zalít
1311,reifen::V,dozrieť,uzrát
1312,zubereiten::V,pripraviť,připravit
1313,kochen::V,variť,vařit
1314,backen::V,piecť,péct
1315,backen::V,smažiť,péct
1316,braten::V,piecť,smažit
1317,braten::V,pražiť,smažit
1318,umrühren::V,pomiešať,zamíchat
1319,stricken::V,pliesť,plést
1320,nähen::V,šiť,šít
1321,färben::V,zafarbiť,nabarvit
1322,reinigen::V,čistiť,očistit
1323,waschen::V,myť,mýt
1324,abwischen::V,utrieť,utřít
1325,spülen::V,vyplachovať,spláchnout
1326,fegen::V,zametať,zamést
1327,kehren::V,zametať,mést
1328,baden::V,kúpať sa,koupat se
1329,sich waschen::V,umývať sa,mýt se
1330,ausziehen::V,zobliecť,svléct
1331,anziehen::V,obliecť,obléct
1332,sich anziehen::V,obliecť sa,oblékat se
1333,kämmen::V,česať,učesat
1334,schmücken::V,ozdobiť,ozdobit
1335,sagen::V,povedať,říct
1336,sprechen::V,hovoriť,mluvit
1337,reden::V,rozprávať,hovořit
1338,sich unterhalten::V,rozprávať sa,povídat se
1339,fragen::V,spýtať sa,zeptat se
1340,bitten::V,prosiť,prosit
1341,erzählen::V,rozprávať,povídat
1342,mitteilen::V,oznámiť,sdělit
1343,mitteilen::V,oznámiť,oznámit
1344,nennen::V,nazvať,nazvat
1345,nennen::V,menovať,nazvat
1346,rufen::V,volať,volat
1347,rufen::V,volať,zavolat
1348,rufen::V,zavolať,volat
1349,rufen::V,zavolať,zavolat
1350,prahlen::V,vystatovať sa,chlubit se
1351,übersetzen::V,preložiť,přeložit
1352,denken::V,myslieť,myslit
1353,glauben::V,veriť,věřit
1354,bemerken::V,podotknuť,zpozorovat
1355,bemerken::V,spozorovať,zpozorovat
1356,erkennen::V,poznať,poznat
1357,begreifen::V,pochopiť,pochopit
1358,begreifen::V,porozumieť,pochopit
1359,verstehen::V,rozumieť,porozumět
1360,lernen::V,učiť sa,učit se
1361,wissen::V,vedieť,vědět
1362,sich erinnern an::V,pamätať si na,vzpomínat si na
1363,vergessen::V,zabudnuť,zapomínat
1364,messen::V,merať,měřit
1365,zählen::V,počítať,spočítat
1366,rechnen::V,rátať,počítat
1367,rechnen::V,počítať,počítat
1368,lesen::V,čítať,číst
1369,malen::V,maľovať,malovat
1370,zeichnen::V,kresliť,rýsovat
1371,schreiben::V,písať,psát
1372,besitzen::V,mať,mít
1373,besitzen::V,mať,vlastnit
1374,besitzen::V,vlastniť,mít
1375,besitzen::V,vlastniť,vlastnit
1376,kaufen::V,kúpiť,koupit
1377,verkaufen::V,predať,prodat
1378,bezahlen::V,zaplatiť,zaplatit
1379,zahlen::V,platiť,platit
1380,beherrschen::V,ovládať,ovládat
1381,ertragen::V,znášať,snést
1382,ertragen::V,vydržať,snést
