,Concept_ID,cy,cv
716,gelb::A,melyn,сарӑ
717,blau::A,glas,кӑвак
718,grün::A,gwyrdd,симӗс
719,grün::A,gwyrdd,пиҫмен
720,grün::A,gwyrdd,ӑс пухман
721,grau::A,llwyd,кӑвак
722,bunt::A,lliwgar,чӑпар
723,billig::A,rhad,йӳнӗ
724,teuer::A,drud,хаклӑ
725,wertvoll::A,gwerthfawr,паха
726,blind::A,dall,суккӑр
727,taub::A,byddar,хӑлхасӑр
728,kräftig::A,nerthol,хӑватлӑ
729,kräftig::A,grymus,хӑватлӑ
730,stark::A,cryf,вирлӗ
731,stark::A,cadarn,вирлӗ
732,schwach::A,gwan,халсӑр
733,fett::A,tew,самӑр
734,fett::A,tew,мӑнтӑр
735,schlank::A,main,йӑрӑс
736,schlank::A,main,яштака
737,hübsch::A,tlws,хитре
738,böse::A,drwg,усал
739,dumm::A,twp,ухмах
740,faul::A,diog,наян
741,faul::A,diog,юлхав
742,faul::A,diog,ӳркенчӗк
743,fleißig::A,dyfal,хастар
744,geizig::A,crintach,хытӑ
745,geizig::A,cybyddlyd,хытӑ
746,klug::A,deallus,ӑслӑ
747,geschickt::A,medrus,ӑста
748,geschickt::A,deheuig,ӑста
749,lieb::A,hoff,савнӑ
750,lieb::A,annwyl,савнӑ
751,lustig::A,llon,хаваслӑ
752,sanft::A,mwyn,ачаш
753,hungrig::A,newynog,выҫӑ
754,krank::A,sâl,чирлӗ
755,krank::A,gwael,чирлӗ
756,nackt::A,noeth,ҫара
757,traurig::A,trist,салхуллӑ
758,lebendig::A,yn fyw,чӗрӗ
759,gut::A,da,аван
760,gut::A,da,лайӑх
761,schlecht::A,drwg,япӑх
762,schlecht::A,drwg,начар
763,schlecht::A,gwael,япӑх
764,schlecht::A,gwael,начар
765,richtig::A,cywir,тӗрӗс
766,schlimm::A,enbyd,йӗрӗнчӗк
767,wahr::A,gwir,чӑн
768,alt::A,hen,кивӗ
769,neu::A,newydd,ҫӗнӗ
770,ehemalig::A,blaenorol,пулнӑ
771,alt[Lebewesen]::A,oedrannus,ватӑ
772,jung::A,ifanc,яш
773,jung::A,ifanc,ҫамрӑк
774,arm::A,tlawd,чухӑн
775,reich::A,cyfoethog,пуян
776,bekannt::A,cynefin,пӗлӗш
777,bekannt::A,cyfarwydd,пӗлӗш
778,berühmt::A,enwog,чаплӑ
779,fremd::A,estron,ют
780,verschieden::A,gwahanol,расна
781,nah::A,agos,ҫывӑх
782,nah::A,agos,ҫывӑхри
783,fern::A,pell,инҫе
784,fern::A,pell,аякри
785,linker::A,aswy,сулахай
786,linker::A,chwith,сулахай
787,rechter::A,de,сылтӑм
788,rechter::A,deau,сылтӑм
789,anderer::A,arall,урӑх
790,erster::A,cyntaf,пӗрремӗш
791,zweiter::A,ail,иккӗмӗш
792,dritter::A,trydydd,виҫҫӗмӗш
793,letzter::A,olaf,юлашки
794,allein::ADV,unig,пӗччен
795,allein::ADV,ar ei ben ei hun,пӗччен
796,auf einmal::ADV,ar yr un pryd,кӗмӗрккен
797,zusammen::ADV,ynghyd,пӗрле
798,zusammen::ADV,gyda'i gilydd,пӗрле
799,lange::ADV,amser hir,вӑрах
800,plötzlich::ADV,yn sydyn,сасартӑк
801,sofort::ADV,ar unwaith,тӳрех
802,später::ADV,yn ddiweddarach,кайран
803,jetzt::ADV,yn awr,халь
804,jetzt::ADV,yn awr,халӗ
805,heute::ADV,heddiw,паян
806,morgen::ADV,yfory,ыран
807,bald::ADV,yn fuan,халех
808,bald::ADV,yn fuan,кӗҫех
809,bald::ADV,gyda hyn,халех
810,bald::ADV,gyda hyn,кӗҫех
811,dann::ADV,yna,унтан
812,dann::ADV,y pryd hwnnw,унтан
813,gestern::ADV,ddoe,ӗнер
814,einst::ADV,gynt,пӗррехинче
815,damals::ADV,ar y pryd,ун чухне
816,damals::ADV,ar y pryd,апла пулсан
817,damals::ADV,bryd hynny,ун чухне
818,damals::ADV,bryd hynny,апла пулсан
819,danach::ADV,wedyn,унтан
820,vorher::ADV,o'r blaen,малтан
821,zuerst::ADV,yn gyntaf,пирвай
822,einmal::ADV,unwaith,пӗррехинче
823,manchmal::ADV,weithiau,хӑш чухне
824,manchmal::ADV,ar brydiau,хӑш чухне
825,oft::ADV,yn aml,тӑтӑш
826,oft::ADV,yn fynych,тӑтӑш
827,immer::ADV,bob amser,ялан
828,niemals::ADV,ni ... byth,нихӑҫан та
829,niemals::ADV,ni ... erioed,нихӑҫан та
830,hier::ADV,yma,кунта
831,hierhin::ADV,hyd yma,кунта
832,von hier::ADV,oddi yma,кунтан
833,dort::ADV,acw,унта
834,dort::ADV,acw,ҫавӑнта
835,dorthin::ADV,tuag yno,унта
836,dorthin::ADV,tuag yno,ҫавӑнта
837,geradeaus::ADV,syth ymlaen,тикӗс
838,vorwärts::ADV,ymlaen,малалла
839,rückwärts::ADV,yn ôl,хыҫала
840,zurück::ADV,yn ôl,каялла
841,unten::ADV,isod,аялта
842,unten::ADV,oddi tanodd,аялта
843,hinab::ADV,i lawr,аялта
844,hinab::ADV,i waered,аялта
845,oben::ADV,fry,ҫӳлте
846,hinauf::ADV,i fyny,ҫӳле
847,hinauf::ADV,i'r lan,ҫӳле
848,überall::ADV,ym mhobman,таҫта та
849,überall::ADV,ym mhobman,пур ҫӗрте те
850,überall::ADV,ym mhobman,кирек ӑҫта та
851,nicht::ADV,ni,мар
852,nicht::ADV,nid,мар
853,ein wenig::ADV,tipyn,пӑртак
854,ein wenig::ADV,ychydig,пӑртак
855,kaum::ADV,prin,аран
856,sehr::ADV,iawn,питӗ
857,so::ADV,fel,апла
858,so::ADV,felly,апла
859,noch::ADV,eto,татах
860,nur::ADV,yn unig,ҫех
861,schon::ADV,eisoes,ӗнтӗ
862,schon::ADV,yn barod,ӗнтӗ
863,wieder::ADV,drachefn,каллех
864,vergebens::ADV,yn ofer,харам
865,vor::PRP,o flaen,умӗнче
866,hinter::PRP,ar ôl,кайра
867,unter::PRP,islaw,айне
868,unter::PRP,islaw,айӗпе
869,unter::PRP,islaw,айӗнче
870,unter::PRP,islaw,ҫитеспе
871,durch::PRP,trwy,витӗр
872,neben::PRP,ar bwys,патӗнче
873,zwischen::PRP,rhwng,хушшинче
874,zwischen::PRP,cydrhwng,хушшинче
875,wegen::PRP,o achos,пула
876,wegen::PRP,o achos,пирки
877,wegen::PRP,oherwydd,пула
878,wegen::PRP,oherwydd,пирки
879,dies::PRN,hyn,ку
880,dies::PRN,hyn,ҫак
881,das::PRN,hynny,ҫав
882,alles::PRN,popeth,пурте
883,alles::PRN,popeth,йӑлт
884,ich::PRN,fi,эп
885,du::PRN,ti,эс
886,er::PRN,fe,вӑл
887,wir::PRN,ni,эпир
888,ihr::PRN,chi,эсир
889,sie::PRN,hwy,вӗсем
890,was::FPRN,pa beth,мӗн
891,was::FPRN,pa beth,мӗскер
892,was::FPRN,pa beth,мӗн те пулин
893,wer::FPRN,pwy,кам
894,wo::FADV,ble,ӑҫта
895,wo::FADV,ym mha le,ӑҫта
896,wohin::FADV,i ble,ӑҫта
897,wohin::FADV,i ba le,ӑҫта
898,wie::FADV,sut,епле
899,wie::FADV,sut,мӗнле
900,warum::FADV,pam,ма
901,warum::FADV,pam,мӗншӗн
902,wieviel::FNUM,faint,миҫе
903,eins::NUM,un,пӗр
904,eins::NUM,un,пӗрре
905,zwei::NUM,dau,ик
906,zwei::NUM,dau,икӗ
907,zwei::NUM,dau,иккӗ
908,drei::NUM,tri,виҫ
909,drei::NUM,tri,виҫӗ
910,drei::NUM,tri,виҫҫӗ
911,vier::NUM,pedwar,тӑват
912,fünf::NUM,pump,пилӗк
913,fünf::NUM,pump,пиллӗк
914,sechs::NUM,chwech,улт
915,sechs::NUM,chwech,ултӑ
916,sechs::NUM,chwech,улттӑ
917,sieben::NUM,saith,ҫич
918,sieben::NUM,saith,ҫичӗ
919,sieben::NUM,saith,ҫиччӗ
920,acht::NUM,wyth,сакӑр
921,acht::NUM,wyth,саккӑр
922,neun::NUM,naw,тӑхӑр
923,neun::NUM,naw,тӑххӑр
924,zehn::NUM,deg,вунӑ
925,zehn::NUM,deg,вуннӑ
926,elf::NUM,un ar ddeg,вун пӗр
927,zwölf::NUM,deuddeg,вун ик
928,zwölf::NUM,deuddeg,вун икӗ
929,zwölf::NUM,deuddeg,вун иккӗ
930,zwölf::NUM,un deg dau,вун ик
931,zwölf::NUM,un deg dau,вун икӗ
932,zwölf::NUM,un deg dau,вун иккӗ
933,zwanzig::NUM,ugain,ҫирӗм
934,dreißig::NUM,tri deg,вӑтӑр
935,dreißig::NUM,deg ar hugain,вӑтӑр
936,vierzig::NUM,deugain,хӗрӗх
937,fünfzig::NUM,hanner cant,аллӑ
938,sechzig::NUM,chwe deg,утмӑл
939,siebzig::NUM,saith deg,ҫитмӗл
940,siebzig::NUM,deg a thrigain,ҫитмӗл
941,achtzig::NUM,wyth deg,сакӑр вунӑ
942,achtzig::NUM,wyth deg,сакӑр вуннӑ
943,achtzig::NUM,pedar ugain,сакӑр вунӑ
944,achtzig::NUM,pedar ugain,сакӑр вуннӑ
945,neunzig::NUM,naw deg,тӑхӑр вун
946,neunzig::NUM,naw deg,тӑхӑр вунӑ
947,neunzig::NUM,naw deg,тӑхӑр вуннӑ
948,neunzig::NUM,deg a phedwar ugain,тӑхӑр вун
949,neunzig::NUM,deg a phedwar ugain,тӑхӑр вунӑ
950,neunzig::NUM,deg a phedwar ugain,тӑхӑр вуннӑ
951,hundert::NUM,cant,ҫӗр
952,tausend::NUM,mil,пин
953,und::CNJ,a,та
954,oder::CNJ,neu,е
955,stehen::V,sefyll,тӑр
956,sitzen::V,eistedd,лар
957,liegen::V,gorwedd,вырт
958,hängen::V,hongian,усӑнса тӑр
959,hängen::V,hongian,ҫакӑнса тӑр
960,werden::V,dod yn,пул
961,werden::V,mynd yn,пул
962,passieren::V,digwydd,пул
963,beginnen::V,cychwyn,пуҫлан
964,enden::V,gorffen,пӗт
965,enden::V,gorffen,вӗҫлен
966,wechseln::V,newid,улшӑн
967,aufgehen[Sonne]::V,codi,тух
968,untergehen[Sonne]::V,machlud,анса лар
969,scheinen[Sonne]::V,tywynnu,пӑх
970,donnern::V,taranu,кӗмсӗртет
971,donnern::V,taranu,авӑт
972,wehen::V,chwythu,варкӑш
973,strömen::V,ffrydio,тӑкӑн
974,fließen::V,llifo,юх
975,sich drehen::V,troi,ҫаврӑн
976,sich drehen::V,cylchdroi,ҫаврӑн
977,schwanken::V,siglo,чӳхен
978,schwingen::V,siglo,суллан
979,fallen::V,cwympo,кип
980,fallen::V,cwympo,тӳр кип
981,fallen::V,cwympo,татӑлса ан
982,brennen::V,llosgi,ҫун
983,rauchen::V,mygu,мӑкӑрлан
984,rauchen::V,mygu,тӗтӗм кӑлар
985,regnen::V,glawio,ҫумӑр ҫӑвать
986,gefrieren::V,rhewi,шӑн
987,tauen::V,toddi,ирӗл
988,tauen::V,meirioli,ирӗл
989,schmelzen::V,toddi,ирӗл
990,trocknen::V,sychu,тип
991,sieden::V,berwi,вӗре
992,faulen::V,pydru,ҫӗр
993,faulen::V,braenu,ҫӗр
994,verfaulen::V,pydru,ҫӗр
995,verfaulen::V,dadfeilio,ҫӗр
996,reißen::V,clecian,ҫурӑл
997,reißen::V,torri'n glats,ҫурӑл
998,versinken::V,suddo,пут
999,vergehen::V,myned heibio,ирт
1000,vergehen::V,pasio,ирт
1001,erscheinen::V,ymddangos,курӑн
1002,erscheinen::V,ymddangos,курӑнса кай
1003,verschwinden::V,diflannu,ҫухал
1004,sinken::V,syrthio,чак
1005,abnehmen::V,lleihau,чак
1006,zunehmen::V,cynyddu,пысӑклан
1007,steigen::V,codi,ҫӗклен
1008,wachsen::V,tyfu,ӳс
1009,glänzen::V,disgleirio,ҫиҫ
1010,funkeln::V,pefrio,ялкӑш
1011,funkeln::V,pefrio,йӑлтӑртат
1012,lärmen::V,cadw sŵn,шавла
1013,lärmen::V,gwneud twrw,шавла
1014,läuten::V,canu,шӑнкӑравла
1015,klingeln::V,canu,шӑнкӑравла
1016,klingeln::V,seinio,шӑнкӑравла
1017,klirren::V,tincian,калтлат
1018,klirren::V,tincian,шӑнкӑлтат
1019,brausen::V,rhuo,ахӑр
1020,rauschen::V,siffrwd,вашӑлтат
1021,rauschen::V,siffrwd,чашӑлтат
1022,rauschen::V,chwithrwd,вашӑлтат
1023,rauschen::V,chwithrwd,чашӑлтат
1024,klingen::V,seinio,янӑра
1025,bellen::V,cyfarth,вӗр
1026,heulen::V,udo,ула
1027,heulen::V,oernadu,ула
1028,blasen::V,chwythu,вӗр
1029,pfeifen::V,chwibanu,шӑхӑр
1030,schreien::V,gweiddi,кӑшкӑр
1031,schreien::V,bloeddio,кӑшкӑр
1032,stöhnen::V,griddfan,йынӑш
1033,zittern::V,crynu,чӗтре
1034,leben::V,byw,пурӑн
1035,geboren werden::V,cael eich geni,ҫурал
1036,atmen::V,anadlu,сывла
1037,trinken::V,yfed,ӗҫ
1038,essen::V,bwyta,ҫи
1039,schlucken::V,llyncu,ҫӑт
1040,müde werden::V,blino,ӗшен
1041,einschlafen::V,mynd i gysgu,ыйха пут
1042,einschlafen::V,mynd i gysgu,ҫывӑрса кай
1043,einschlafen::V,syrthio i gysgu,ыйха пут
1044,einschlafen::V,syrthio i gysgu,ҫывӑрса кай
1045,schlafen::V,huno,ҫывӑр
1046,schlafen::V,cysgu,ҫывӑр
1047,aufwachen::V,dihuno,вӑран
1048,aufstehen::V,codi,тӑр
1049,sich erholen::V,ymlacio,кан
1050,sich erholen::V,dadflino,кан
1051,krank werden::V,mynd yn sâl,чирле
1052,krank werden::V,mynd yn wael,чирле
1053,krank sein::V,gwaelu,чирле
1054,schmerzen::V,brifo,сур
1055,schmerzen::V,brifo,ырат
1056,husten::V,pesychu,ӳсӗр
1057,genesen::V,gwella,сывал
1058,genesen::V,gwella,тӳрлен
1059,genesen::V,cael yn ôl,сывал
1060,genesen::V,cael yn ôl,тӳрлен
1061,sterben::V,marw,вил
1062,umkommen::V,trengi,вил
1063,sich bewegen::V,symud,куҫ
1064,sich rühren::V,syflyd,хускал
1065,sich erheben::V,codi,тӑр
1066,sich setzen::V,eistedd,лар
1067,hinfallen::V,cwympo,ӳк
1068,laufen::V,cerdded,ут
1069,schreiten::V,camu,ут
1070,spazierengehen::V,mynd am dro,уҫӑлса ҫӳре
1071,spazierengehen::V,mynd am dro,уткаласа ҫӳре
1072,eilen::V,rhuthro,васка
1073,eilen::V,rhuthro,хыпалан
1074,sich beeilen::V,brysio,васка
1075,sich beeilen::V,brysio,хыпалан
1076,sausen::V,rhuthro,ыткӑн
1077,sausen::V,rhuthro,вӗҫтер
1078,rennen::V,rhedeg,чуп
1079,springen::V,llamu,сик
1080,springen::V,neidio,сик
1081,klettern::V,dringo,улӑх
1082,schaukeln::V,siglo,йӳрӗн
1083,kriechen::V,cropian,шу
1084,kriechen::V,cropian,упален
1085,schwimmen::V,nofio,иш
1086,tauchen::V,plymio,чӑм
1087,tauchen::V,ymsuddo,чӑм
1088,rudern::V,rhwyfo,авӑс
1089,fahren::V,gyrru,пыр
1090,fahren::V,dreifio,пыр
1091,fliegen::V,hedfan,вӗҫ
1092,gehen::V,mynd,кай
1093,weggehen::V,mynd,кай
1094,weggehen::V,ymadael,кай
1095,abfahren::V,ymadael,тапран
1096,anhalten::V,stopio,чарӑн
1097,hineingehen::V,mynd i mewn,кӗр
1098,eintreten::V,mynd i,кӗр
1099,kommen::V,dod,кил
1100,ankommen::V,cyrraedd,ҫит
1101,zurückkommen::V,dychwelyd,таврӑн
1102,zurückkommen::V,dychwelyd,каялла кил
1103,bleiben::V,aros,юл
1104,bleiben::V,sefyll,юл
1105,warten::V,aros,кӗт
1106,warten::V,disgwyl,кӗт
1107,erwarten::V,disgwyl,кӗт
1108,suchen::V,chwilio am,шыра
1109,finden::V,darganfod,туп
1110,versuchen::V,profi,пикен
1111,versuchen::V,ceisio,пикен
1112,vorbereiten::V,paratoi,хатӗрле
1113,lieben::V,caru,юрат
1114,mögen::V,hoffi,кӑмӑлла
1115,mögen::V,hoffi,килӗштер
1116,lachen::V,chwerthin,кул
1117,lachen::V,chwerthin,ахӑлтат
1118,rühren::V,cynhyrfu,ҫулӑх
1119,weinen::V,wylo,йӗр
1120,weinen::V,wylo,макӑр
1121,weinen::V,llefain,йӗр
1122,weinen::V,llefain,макӑр
1123,schimpfen::V,grwgnach,вӑрҫ
1124,schimpfen::V,grwgnach,ятлаҫ
1125,sich ärgern::V,gofidio,ҫиллен
1126,sich fürchten::V,ofni,шиклен
1127,fürchten::V,arswydo,хӑра
1128,fliehen::V,ffoi,тар
1129,flüchten::V,dianc,чупса тар
1130,sehen::V,gweld,кур
1131,anschauen::V,syllu,пӑхса ил
1132,anschauen::V,edrych,пӑхса ил
1133,ansehen::V,gwylio,пӑх
1134,hören::V,clywed,илт
1135,zuhören::V,gwrando,итле
1136,zuhören::V,gwrando,тӑнла
1137,probieren::V,profi,астив
1138,riechen::V,arogli,шӑршла
1139,fühlen::V,teimlo,туй
1140,fühlen::V,teimlo,сис
1141,fühlen::V,clywed,туй
1142,fühlen::V,clywed,сис
1143,scheinen::V,ymddangos,туйӑн
1144,zu sehen sein::V,dod i'r golwg,курӑн
1145,vernehmen::V,clywed sôn am,пӑл
1146,frieren::V,bod yn oer,йӳтен
1147,tun::V,gwneud,ту
1148,können::V,gallu,пултар
1149,wollen::V,bod mewn angen,те
1150,anfangen::V,dechrau,пуҫла
1151,beenden::V,darfod,пӗтер
1152,beenden::V,gorffen,пӗтер
1153,aufhören::V,peidio,пӑрах
1154,gelingen::V,llwyddo,ӑн
1155,geraten::V,diweddu,пул
1156,öffnen::V,agor,уҫ
1157,schließen::V,cau,хуп
1158,stellen::V,gosod,ларт
1159,stellen::V,gosod,тӑрат
1160,setzen::V,gosod,ларт
1161,legen::V,gosod,хур
1162,berühren::V,cyffwrdd,перӗн
1163,verbinden::V,cysylltu,сып
1164,bedecken::V,gorchuddio,вит
1165,aufhängen::V,crogi,ҫак
1166,aufhängen::V,hongian,ҫак
1167,anzünden::V,cynnau,ҫут
1168,aufheben::V,codi,ҫӗкле
1169,zurücklassen::V,gadael,манса хӑвар
1170,verlieren::V,colli,ҫӗтер
1171,fallen lassen::V,gollwng,ӳкер
1172,machen::V,gwneud,ту
1173,herstellen::V,cynhyrchu,ӑстала
1174,bauen::V,adeiladu,ту
1175,reparieren::V,trwsio,юса
1176,reparieren::V,atgyweirio,юса
1177,verbessern::V,diwygio,лайӑхлат
1178,ändern::V,altro,улӑштар
1179,graben::V,palu,чав
1180,graben::V,palu,чакала
1181,graben::V,cloddio,чав
1182,graben::V,cloddio,чакала
1183,beugen::V,plygu,кукӑрт
1184,biegen::V,plygu,ав
1185,biegen::V,plygu,кукӑрт
1186,drehen::V,troelli,ҫавӑр
1187,wenden::V,troi,ӳпӗнтер
1188,umdrehen::V,troi,ҫавӑр
1189,heben::V,codi,хӑпарт
1190,hochheben::V,dyrchafu,йӑт
1191,ergreifen::V,gafael,тыт
1192,halten::V,dal,тыт
1193,drücken::V,pwyso,пус
1194,drücken::V,gwasgu,пус
1195,schieben::V,gwthio,тӗк
1196,schieben::V,gwthio,тӗрт
1197,kratzen::V,crafu,хыр
1198,lecken::V,llyfu,ҫула
1199,beißen::V,cnoi,ҫырт
1200,beißen::V,cnoi,хып
1201,beißen::V,brathu,ҫырт
1202,beißen::V,brathu,хып
1203,abreißen::V,tynnu ymaith,тат
1204,abschneiden::V,torri,кас
1205,binden::V,clymu,ҫых
1206,stecken::V,plannu,чик
1207,brechen::V,torri,хуҫ
1208,klopfen::V,taro,такка
1209,hauen::V,taro,шакка
1210,kleben::V,gludio,ҫыпӑҫтар
1211,reiben::V,rhwbio,сӑтӑр
1212,streichen::V,taenu,сӗр
1213,schleifen::V,hogi,хӑйра
1214,schneiden::V,torri,кас
1215,rütteln::V,ysgytio,лӑка
1216,rütteln::V,ysgytio,силлентер
1217,schütteln::V,siglo,лӑка
1218,schütteln::V,siglo,силлентер
1219,schütteln::V,ysgwyd,лӑка
1220,schütteln::V,ysgwyd,силлентер
1221,schwenken::V,siglo,сулла
1222,schütten::V,tywallt,тултар
1223,füllen::V,llenwi,тултар
1224,einwickeln::V,lapio,чӗрке
1225,tragen::V,cludo,ҫӗкле
1226,schleppen::V,llusgo,сӗтӗр
1227,ziehen::V,tynnu,тӑс
1228,aufbewahren::V,cadw,усра
1229,werfen::V,taflu,пӑрах
1230,fangen::V,dal,тыт
1231,packen::V,cipio,тыт
1232,packen::V,crafangu,тыт
1233,verstecken::V,celu,пытарса хур
1234,verstecken::V,cuddio,пытарса хур
1235,teilen::V,rhannu,уйӑр
1236,teilen::V,rhannu,пайла
1237,schicken::V,anfon,яр
1238,bringen::V,dod â,кӳр
1239,hinzufügen::V,chwanegu,хуш
1240,bekommen::V,cael,ил
1241,bekommen::V,cael,туян
1242,erhalten::V,derbyn,ил
1243,erhalten::V,derbyn,туян
1244,nehmen::V,cymryd,ил
1245,wählen::V,dewis,суйла
1246,auswählen::V,dethol,суйла
1247,bewahren::V,cadw,упра
1248,behindern::V,atal,кансӗрле
1249,behindern::V,atal,чӑрмантар
1250,behindern::V,rhwystro,кансӗрле
1251,behindern::V,rhwystro,чӑрмантар
1252,verderben::V,difetha,пӑс
1253,beschädigen::V,niweidio,пӑс
1254,zerbrechen::V,torri,ват
1255,zerbrechen::V,torri,ҫӗмӗр
1256,zerreißen::V,rhwygo,ҫур
1257,zerstören::V,dinistrio,иш
1258,verbrennen::V,llosgi,ҫунтар
1259,geben::V,rhoi,пар
1260,reichen::V,estyn,пар
1261,schenken::V,rhoddi,парнеле
1262,versprechen::V,addo,тума пул
1263,versprechen::V,addo,сӑмах пар
1264,wünschen::V,dymuno,сун
1265,loben::V,canmol,ырла
1266,küssen::V,cusanu,чуп ту
1267,wiegen::V,siglo,сиктер
1268,wiegen::V,siglo,силле
1269,zudecken::V,gorchuddio,вит
1270,wecken::V,deffro,вӑрат
1271,zeigen::V,dangos,кӑтарт
1272,führen::V,arwain,илсе пыр
1273,führen::V,arwain,ҫавӑтса пыр
1274,lehren::V,dysgu,вёрент
1275,unterrichten::V,hyfforddi,вёрент
1276,aufziehen::V,dod i fyny,вӗрент
1277,leiten::V,arwain,тытса пыр
1278,antreiben::V,annog,васкат
1279,lassen::V,gadael,пусахла
1280,lassen::V,gadael,хуш
1281,einladen::V,gwahodd,чӗн
1282,vereinigen::V,uno,пӗрлештер
1283,vereinigen::V,cyfuno,пӗрлештер
1284,besuchen::V,ymweld â,ҫит
1285,besuchen::V,ymweld â,кӗрсе кур
1286,treffen::V,cwrdd,тӗл пул
1287,treffen::V,cyfarfod,тӗл пул
1288,sich versammeln::V,casglu,пуҫтарӑн
1289,sich versammeln::V,cynnull,пуҫтарӑн
1290,spielen::V,chwarae,выля
1291,singen::V,canu,юрла
1292,tanzen::V,dawnsio,ташла
1293,sich trennen::V,ymwahanu,уйрӑл
1294,verlassen::V,gadael,хӑвар
1295,retten::V,achub,ҫӑл
1296,bewachen::V,gwarchod,хуралла
1297,schützen::V,noddi,сыхла
1298,verteidigen::V,amddiffyn,хӳтӗле
1299,sich schlagen::V,ffraeo,ҫапӑҫ
1300,sich schlagen::V,terfysgu,ҫапӑҫ
1301,schießen::V,saethu,пер
1302,siegen::V,ennill,ҫӗн
1303,siegen::V,ennill,ҫӗнтер
1304,ärgern::V,cythruddo,тарӑхтар
1305,ärgern::V,cythruddo,ҫиллентер
1306,schlagen::V,curo,ҫап
1307,treten::V,cicio,тап
1308,stechen::V,pigo,чик
1309,stoßen::V,gwthio,чыш
1310,stehlen::V,dwyn,вӑрла
1311,stehlen::V,lladrata,вӑрла
1312,stören::V,aflonyddu,кансӗрле
1313,belästigen::V,trafferthu,аптӑрат
1314,belästigen::V,trafferthu,хупла
1315,verbergen::V,cuddio,пытар
1316,täuschen::V,twyllo,суй
1317,betrügen::V,hocedu,ултала
1318,töten::V,lladd,вӗлер
1319,wohnen::V,byw,чуна пар
1320,wohnen::V,byw,парӑнса тӑр
1321,arbeiten::V,gweithio,ӗҫле
1322,sammeln::V,casglu,пух
1323,pflücken::V,casglu,тат
1324,jagen::V,hela,сунара ҫӳре
1325,fischen::V,pysgota,пулӑ тыт
1326,fassen::V,dal,тыт
1327,hüten::V,bugeilio,кӗт
1328,treiben::V,gyrru,хӑвала
1329,anbinden::V,clymu,кӑкар
1330,füttern::V,porthi,ҫитер
1331,melken::V,godro,су
1332,hacken::V,torri,вакла
1333,gießen::V,dyfrhau,шӑвар
1334,reifen::V,aeddfedu,пиҫ
1335,zubereiten::V,coginio,пӗҫер
1336,kochen::V,berwi,пӗҫер
1337,backen::V,pobi,пӗҫер
1338,backen::V,crasu,пӗҫер
1339,braten::V,ffrio,ӑшала
1340,umrühren::V,cyffroi,хутӑштар
1341,stricken::V,gwau,ҫых
1342,nähen::V,gwnïo,ҫӗле
1343,färben::V,lliwio,пӗвет
1344,reinigen::V,glanhau,тасат
1345,waschen::V,golchi,ҫу
1346,abwischen::V,sychu,шӑл
1347,spülen::V,streulio,чӳхе
1348,fegen::V,ysgubo,шӑл
1349,kehren::V,ysgubo,шӑл
1350,baden::V,cael bath,шыва кӗр
1351,sich waschen::V,ymolchi,ҫӑвӑн
1352,ausziehen::V,tynnu,салан
1353,anziehen::V,gwisgo,тӑхӑн
1354,sich anziehen::V,ymwisgo,тӑхӑн
1355,kämmen::V,cribo,тура
1356,schmücken::V,harddu,илемлет
1357,schmücken::V,addurno,илемлет
1358,sagen::V,dweud,те
1359,sprechen::V,llefaru,кала
1360,reden::V,siarad,сӑмахла
1361,reden::V,siarad,калаҫ
1362,sich unterhalten::V,sgwrsio,пупле
1363,fragen::V,gofyn,ыйт
1364,bitten::V,gofyn am,ыйт
1365,erzählen::V,dweud,каласа пар
1366,mitteilen::V,cyfleu,пӗлтер
1367,mitteilen::V,cyfleu,хыпарла
1368,nennen::V,enwi,те
1369,nennen::V,enwi,чӗн
1370,rufen::V,galw,чӗн
1371,prahlen::V,brolio,мухтан
1372,prahlen::V,brolio,вӗҫкӗнлен
1373,prahlen::V,ymffrostio,мухтан
1374,prahlen::V,ymffrostio,вӗҫкӗнлен
1375,übersetzen::V,cyfieithu,куҫар
1376,denken::V,meddwl,шухӑшла
1377,glauben::V,credu,ӗнен
1378,glauben::V,coelio,ӗнен
1379,bemerken::V,sylwi,асӑрха
1380,erkennen::V,adnabod,палла
1381,begreifen::V,amgyffred,ӑнлан
1382,verstehen::V,deall,пӗл
1383,lernen::V,dysgu,вӗрен
1384,wissen::V,gwybod,пӗл
1385,wissen::V,gwybod,ӑнкар
1386,sich erinnern an::V,cofio,аса ил
1387,vergessen::V,anghofio,ман
1388,vergessen::V,anghofio,манса кай
1389,messen::V,mesur,виҫ
1390,zählen::V,cyfrif,шутла
1391,rechnen::V,cyfrifo,шутла
1392,lesen::V,darllen,вула
1393,malen::V,peintio,ӳкер
1394,zeichnen::V,tynnu,ӳкер
1395,schreiben::V,ysgrifennu,ҫыр
1396,besitzen::V,meddu,тыт
1397,kaufen::V,prynu,ил
1398,kaufen::V,prynu,туян
1399,verkaufen::V,gwerthu,сут
1400,bezahlen::V,talu am,тӳле
1401,zahlen::V,talu,тӳле
1402,beherrschen::V,rheoli,тыт
1403,beherrschen::V,llywodraethu,тыт
1404,ertragen::V,dioddef,тӳс
