,Concept_ID,zh,cy
829,zunehmen::V,增加,cynyddu
830,steigen::V,上升,codi
831,wachsen::V,生长,tyfu
832,glänzen::V,发光,disgleirio
833,funkeln::V,闪烁,pefrio
834,lärmen::V,吵闹,cadw sŵn
835,lärmen::V,吵闹,gwneud twrw
836,läuten::V,响,canu
837,klingeln::V,按铃,canu
838,klingeln::V,按铃,seinio
839,brausen::V,疾驶,rhuo
840,klingen::V,听起来,seinio
841,bellen::V,吠,cyfarth
842,heulen::V,嗥,udo
843,heulen::V,嗥,oernadu
844,blasen::V,吹,chwythu
845,pfeifen::V,吹口哨,chwibanu
846,schreien::V,叫喊,gweiddi
847,schreien::V,叫喊,bloeddio
848,stöhnen::V,呻吟,griddfan
849,zittern::V,颤抖,crynu
850,leben::V,生存,byw
851,geboren werden::V,出生,cael eich geni
852,atmen::V,呼吸,anadlu
853,trinken::V,喝,yfed
854,essen::V,吃,bwyta
855,schlucken::V,咽,llyncu
856,müde werden::V,疲倦,blino
857,einschlafen::V,入睡,mynd i gysgu
858,einschlafen::V,入睡,syrthio i gysgu
859,schlafen::V,睡觉,huno
860,schlafen::V,睡觉,cysgu
861,aufwachen::V,睡醒,dihuno
862,aufstehen::V,起床,codi
863,sich erholen::V,休养,ymlacio
864,sich erholen::V,休养,dadflino
865,krank werden::V,生病,mynd yn sâl
866,krank werden::V,生病,mynd yn wael
867,krank sein::V,生病,gwaelu
868,schmerzen::V,疼痛,brifo
869,husten::V,咳,pesychu
870,genesen::V,痊愈,gwella
871,genesen::V,痊愈,cael yn ôl
872,sterben::V,死,marw
873,umkommen::V,丧命,trengi
874,sich bewegen::V,移动,symud
875,sich rühren::V,动弹,syflyd
876,sich erheben::V,站起,codi
877,sich setzen::V,坐,eistedd
878,hinfallen::V,跌倒,cwympo
879,laufen::V,步行,cerdded
880,schreiten::V,迈步,camu
881,spazierengehen::V,散步,mynd am dro
882,eilen::V,急忙,rhuthro
883,sich beeilen::V,赶快,brysio
884,sausen::V,疾驰,rhuthro
885,rennen::V,奔跑,rhedeg
886,springen::V,跳,llamu
887,springen::V,跳,neidio
888,klettern::V,攀缘,dringo
889,schaukeln::V,荡秋千,siglo
890,kriechen::V,爬行,cropian
891,schwimmen::V,游泳,nofio
892,tauchen::V,潜水,plymio
893,tauchen::V,潜水,ymsuddo
894,rudern::V,划船,rhwyfo
895,fahren::V,行驶,gyrru
896,fahren::V,行驶,dreifio
897,fliegen::V,飞,hedfan
898,gehen::V,走,mynd
899,weggehen::V,离去,mynd
900,weggehen::V,离去,ymadael
901,abfahren::V,出发,ymadael
902,anhalten::V,停住,stopio
903,hineingehen::V,进去,mynd i mewn
904,eintreten::V,进入,mynd i
905,kommen::V,来,dod
906,ankommen::V,到达,cyrraedd
907,zurückkommen::V,回来,dychwelyd
908,bleiben::V,停留,aros
909,bleiben::V,停留,sefyll
910,warten::V,等,aros
911,warten::V,等,disgwyl
912,erwarten::V,等候,disgwyl
913,suchen::V,找,chwilio am
914,finden::V,找到,darganfod
915,versuchen::V,尝试,profi
916,versuchen::V,尝试,ceisio
917,vorbereiten::V,预备,paratoi
918,lieben::V,爱,caru
919,mögen::V,喜欢,hoffi
920,lachen::V,笑,chwerthin
921,weinen::V,哭,wylo
922,weinen::V,哭,llefain
923,schimpfen::V,骂,grwgnach
924,sich ärgern::V,生气,gofidio
925,sich fürchten::V,害怕,ofni
926,fürchten::V,害怕,arswydo
927,fliehen::V,逃走,ffoi
928,flüchten::V,逃跑,dianc
929,sehen::V,看,gweld
930,anschauen::V,注视,syllu
931,anschauen::V,注视,edrych
932,ansehen::V,注视,gwylio
933,hören::V,听,clywed
934,zuhören::V,倾听,gwrando
935,probieren::V,尝,profi
936,riechen::V,闻,arogli
937,fühlen::V,感到,teimlo
938,fühlen::V,感到,clywed
939,scheinen::V,照耀,ymddangos
940,zu sehen sein::V,可以看到,dod i'r golwg
941,vernehmen::V,审讯,clywed sôn am
942,frieren::V,觉得冷,bod yn oer
943,tun::V,作,gwneud
944,können::V,能,gallu
945,wollen::V,要,bod mewn angen
946,anfangen::V,开始,dechrau
947,beenden::V,结束,darfod
948,beenden::V,结束,gorffen
949,aufhören::V,停止,peidio
950,gelingen::V,成功,llwyddo
951,geraten::V,陷于,diweddu
952,öffnen::V,打开,agor
953,schließen::V,关,cau
954,stellen::V,放,gosod
955,setzen::V,放,gosod
956,legen::V,摆,gosod
957,berühren::V,触,cyffwrdd
958,verbinden::V,联结,cysylltu
959,bedecken::V,覆盖,gorchuddio
960,aufhängen::V,挂,crogi
961,aufhängen::V,挂,hongian
962,anzünden::V,点,cynnau
963,aufheben::V,拾起,codi
964,zurücklassen::V,遗留,gadael
965,verlieren::V,丧失,colli
966,fallen lassen::V,让掉下,gollwng
967,machen::V,做,gwneud
968,herstellen::V,生产,cynhyrchu
969,bauen::V,建造,adeiladu
970,reparieren::V,修理,trwsio
971,reparieren::V,修理,atgyweirio
972,verbessern::V,改进,diwygio
973,ändern::V,改变,altro
974,graben::V,挖,palu
975,graben::V,挖,cloddio
976,beugen::V,弯下,plygu
977,biegen::V,弯,plygu
978,drehen::V,转动,troelli
979,wenden::V,转动,troi
980,umdrehen::V,转动,troi
981,heben::V,举起,codi
982,hochheben::V,抬高,dyrchafu
983,ergreifen::V,抓住,gafael
984,halten::V,拿着,dal
985,drücken::V,压,pwyso
986,drücken::V,压,gwasgu
987,schieben::V,推,gwthio
988,kratzen::V,搔,crafu
989,lecken::V,舔,llyfu
990,beißen::V,咬,cnoi
991,beißen::V,咬,brathu
992,abreißen::V,撕下,tynnu ymaith
993,abschneiden::V,切断,torri
994,binden::V,捆,clymu
995,stecken::V,插,plannu
996,brechen::V,断裂,torri
997,klopfen::V,敲,taro
998,hauen::V,揍,taro
999,kleben::V,粘,gludio
1000,reiben::V,摩擦,rhwbio
1001,streichen::V,涂,taenu
1002,schleifen::V,拖曳,hogi
1003,schneiden::V,切,torri
1004,rütteln::V,颠簸,ysgytio
1005,schütteln::V,摇动,siglo
1006,schütteln::V,摇动,ysgwyd
1007,schwenken::V,摇动,siglo
1008,schütten::V,倒,tywallt
1009,füllen::V,填满,llenwi
1010,einwickeln::V,包,lapio
1011,tragen::V,提,cludo
1012,schleppen::V,扛,llusgo
1013,ziehen::V,拉,tynnu
1014,aufbewahren::V,保存,cadw
1015,werfen::V,扔,taflu
1016,fangen::V,捕捉,dal
1017,packen::V,抓住,cipio
1018,packen::V,抓住,crafangu
1019,verstecken::V,藏,celu
1020,verstecken::V,藏,cuddio
1021,teilen::V,分,rhannu
1022,schicken::V,派遣,anfon
1023,bringen::V,带来,dod â
1024,hinzufügen::V,添加,chwanegu
1025,bekommen::V,得到,cael
1026,erhalten::V,接到,derbyn
1027,nehmen::V,拿,cymryd
1028,wählen::V,挑选,dewis
1029,auswählen::V,选择,dethol
1030,bewahren::V,保持,cadw
1031,behindern::V,防碍,atal
1032,behindern::V,防碍,rhwystro
1033,verderben::V,败坏,difetha
1034,beschädigen::V,损坏,niweidio
1035,zerbrechen::V,破碎,torri
1036,zerreißen::V,撕碎,rhwygo
1037,zerstören::V,毁坏,dinistrio
1038,verbrennen::V,燃烧,llosgi
1039,geben::V,给,rhoi
1040,reichen::V,递给,estyn
1041,schenken::V,赠送,rhoddi
1042,versprechen::V,许诺,addo
1043,wünschen::V,祝,dymuno
1044,loben::V,表扬,canmol
1045,küssen::V,亲,cusanu
1046,wiegen::V,轻摇,siglo
1047,zudecken::V,盖上,gorchuddio
1048,wecken::V,唤起,deffro
1049,zeigen::V,指,dangos
1050,führen::V,带领,arwain
1051,lehren::V,教,dysgu
1052,unterrichten::V,讲课,hyfforddi
1053,aufziehen::V,抚养,dod i fyny
1054,leiten::V,领导,arwain
1055,antreiben::V,催促,annog
1056,lassen::V,让,gadael
1057,einladen::V,邀请,gwahodd
1058,vereinigen::V,统一,uno
1059,vereinigen::V,统一,cyfuno
1060,besuchen::V,参观,ymweld â
1061,treffen::V,会面,cwrdd
1062,treffen::V,会面,cyfarfod
1063,sich versammeln::V,聚集,casglu
1064,sich versammeln::V,聚集,cynnull
1065,spielen::V,玩,chwarae
1066,singen::V,唱歌,canu
1067,tanzen::V,跳舞,dawnsio
1068,sich trennen::V,分别,ymwahanu
1069,verlassen::V,离开,gadael
1070,retten::V,救,achub
1071,bewachen::V,守卫,gwarchod
1072,schützen::V,保护,noddi
1073,verteidigen::V,保卫,amddiffyn
1074,sich schlagen::V,打架,ffraeo
1075,sich schlagen::V,打架,terfysgu
1076,schießen::V,射击,saethu
1077,siegen::V,获胜,ennill
1078,ärgern::V,激怒,cythruddo
1079,schlagen::V,打,curo
1080,treten::V,踢,cicio
1081,stechen::V,刺,pigo
1082,stoßen::V,撞,gwthio
1083,stehlen::V,盗窃,dwyn
1084,stehlen::V,盗窃,lladrata
1085,stören::V,干扰,aflonyddu
1086,belästigen::V,打搅,trafferthu
1087,verbergen::V,隐藏,cuddio
1088,täuschen::V,欺骗,twyllo
1089,betrügen::V,欺骗,hocedu
1090,töten::V,杀,lladd
1091,wohnen::V,居住,byw
1092,arbeiten::V,工作,gweithio
1093,sammeln::V,收集,casglu
1094,pflücken::V,采,casglu
1095,jagen::V,打猎,hela
1096,fischen::V,捕鱼,pysgota
1097,fassen::V,捉住,dal
1098,hüten::V,守护,bugeilio
1099,treiben::V,漂,gyrru
1100,anbinden::V,拴,clymu
1101,füttern::V,喂,porthi
1102,melken::V,挤奶,godro
1103,hacken::V,剁细,torri
1104,gießen::V,浇,dyfrhau
1105,reifen::V,成熟,aeddfedu
1106,kochen::V,煮,berwi
1107,backen::V,烤,pobi
1108,backen::V,烤,crasu
1109,braten::V,煎,ffrio
1110,umrühren::V,搅拌,cyffroi
1111,stricken::V,织,gwau
1112,nähen::V,缝,gwnïo
1113,färben::V,染色,lliwio
1114,reinigen::V,清洁,glanhau
1115,waschen::V,洗,golchi
1116,abwischen::V,擦掉,sychu
1117,spülen::V,清洗,streulio
1118,fegen::V,扫,ysgubo
1119,kehren::V,打扫,ysgubo
1120,baden::V,给...洗澡,cael bath
1121,sich waschen::V,洗澡,ymolchi
1122,ausziehen::V,脱,tynnu
1123,anziehen::V,穿,gwisgo
1124,sich anziehen::V,穿衣,ymwisgo
1125,kämmen::V,梳,cribo
1126,schmücken::V,装饰,harddu
1127,schmücken::V,装饰,addurno
1128,sagen::V,说,dweud
1129,sprechen::V,说,llefaru
1130,reden::V,讲,siarad
1131,sich unterhalten::V,聊天,sgwrsio
1132,fragen::V,问,gofyn
1133,bitten::V,请,gofyn am
1134,erzählen::V,叙述,dweud
1135,mitteilen::V,通知,cyfleu
1136,nennen::V,叫做,enwi
1137,rufen::V,叫,galw
1138,prahlen::V,吹牛,brolio
1139,prahlen::V,吹牛,ymffrostio
1140,übersetzen::V,翻译,cyfieithu
1141,denken::V,想,meddwl
1142,glauben::V,以为,credu
1143,glauben::V,以为,coelio
1144,bemerken::V,发觉,sylwi
1145,erkennen::V,识别,adnabod
1146,begreifen::V,理解,amgyffred
1147,verstehen::V,明白,deall
1148,lernen::V,学,dysgu
1149,wissen::V,知道,gwybod
1150,sich erinnern an::V,回忆,cofio
1151,vergessen::V,忘记,anghofio
1152,messen::V,测量,mesur
1153,zählen::V,数,cyfrif
1154,rechnen::V,计算,cyfrifo
1155,lesen::V,读,darllen
1156,malen::V,画,peintio
1157,zeichnen::V,绘制,tynnu
1158,schreiben::V,写,ysgrifennu
1159,besitzen::V,占有,meddu
1160,kaufen::V,买,prynu
1161,verkaufen::V,卖,gwerthu
1162,bezahlen::V,付钱,talu am
1163,zahlen::V,支付,talu
1164,beherrschen::V,统治,rheoli
1165,beherrschen::V,统治,llywodraethu
1166,ertragen::V,忍耐,dioddef
1167,vergebens::ADV,,yn ofer
1168,klirren::V,,tincian
1169,rauschen::V,,siffrwd
1170,rauschen::V,,chwithrwd
1171,rühren::V,,cynhyrfu
1172,zubereiten::V,,coginio
