,Concept_ID,ko,ko
129,Gras::N,풀,풀
130,Wurzel::N,뿌리,뿌리
131,Baum::N,나무,나무
132,Stamm::N,대,대
133,Rinde::N,나무껍질,나무껍질
134,Ast::N,가지,가지
135,Zweig::N,가지,가지
136,Blatt::N,잎,잎
137,Birke::N,자작나무,자작나무
138,Kiefer[Baum]::N,소나무,소나무
139,Weide[Baum]::N,쉬양버들,쉬양버들
140,Tanne::N,전나무,전나무
141,Horn::N,뿔,뿔
142,Feder::N,깃털,깃털
143,Fell::N,피혁모피,피혁모피
144,Flügel::N,날개,날개
145,Klaue::N,갈고리 발톺,갈고리 발톺
146,Kralle::N,발툭,발툭
147,Schwanz::N,꼬리,꼬리
148,Ei::N,알,알
149,Nest::N,보금자리,보금자리
150,Bau::N,굴,굴
151,Tier::N,짐승,짐승
152,Herde::N,가축의떼,가축의떼
153,Kuh::N,암소,암소
154,Bulle::N,황소,황소
155,Pferd::N,말,말
156,Schaf::N,양,양
157,Schwein::N,돼지,돼지
158,Hund::N,개,개
159,Katze::N,고양이,고양이
160,Bär::N,콤,콤
161,Eichhörnchen::N,다람쥐,다람쥐
162,Elch::N,고라니,고라니
163,Fuchs::N,여우,여우
164,Hase::N,토끼,토끼
165,Maus::N,쥐,쥐
166,Wolf::N,늑대,늑대
167,Vogel::N,새,새
168,Schwarm::N,뗴,뗴
169,Huhn::N,암탉,암탉
170,Hahn::N,수탉,수탉
171,Gans::N,거위,거위
172,Adler::N,수리,수리
173,Ente::N,오리,오리
174,Eule::N,부엉이,부엉이
175,Kranich::N,두루미,두루미
176,Krähe::N,까마귀,까마귀
177,Kuckuck::N,뻐꾸기,뻐꾸기
178,Schwan::N,배조,배조
179,Fisch::N,물고기,물고기
180,Barsch::N,농어,농어
181,Hecht::N,에속스,에속스
182,Schlange[Tier]::N,뱀,뱀
183,Wurm::N,벌레,벌레
184,Spinne::N,거미,거미
185,Ameise::N,개미,개미
186,Laus::N,이,이
187,Mücke::N,모기,모기
188,Fliege::N,날기,날기
189,Schmetterling::N,나비,나비
190,Beere::N,장과,장과
191,Apfel::N,사과,사과
192,Pilz::N,고방이,고방이
193,Zwiebel::N,양파,양파
194,Saat::N,씨,씨
195,Korn::N,알맹이,알맹이
196,Heu::N,건초,건초
197,Schale::N,피상,피상
198,Falle::N,함정,함정
199,Schlinge::N,올가미,올가미
200,Schlinge::N,올가미,멜빵붕대
201,Schlinge::N,멜빵붕대,올가미
202,Schlinge::N,멜빵붕대,멜빵붕대
203,Spur::N,발지국,발지국
204,Asche::N,재,재
205,Dreck::N,똥,똥
206,Dreck::N,똥,오물
207,Dreck::N,오물,똥
208,Dreck::N,오물,오물
209,Eisen::N,쇠,쇠
210,Eisen::N,쇠,철
211,Eisen::N,철,쇠
212,Eisen::N,철,철
213,Gold::N,항금,항금
214,Silber::N,은,은
215,Kohle::N,슻,슻
216,Glas::N,유리,유리
217,Lehm::N,찰흙,찰흙
218,Sand::N,모래,모래
219,Mensch::N,사람,사람
220,Mann::N,남자,남자
221,Frau::N,여자,여자
222,Kind::N,아이,아이
223,Junge::N,소녁,소녁
224,Mädchen::N,소녀,소녀
225,Familie::N,가족,가족
226,Großvater::N,할아버지,할아버지
227,Großmutter::N,할머니,할머니
228,Eltern::N,어버오,어버오
229,Vater::N,아버지,아버지
230,Mutter::N,어머니,어머니
231,Sohn::N,아들,아들
232,Tochter::N,딸기,딸기
233,Bruder::N,형제,형제
234,Schwester::N,누이,누이
235,Onkel::N,백부,백부
236,Tante::N,아주머니,아주머니
237,Ehemann::N,남편,남편
238,Ehefrau::N,아내,아내
239,Freude::N,기쁨,기쁨
240,Gelächter::N,웃음,웃음
241,Glück::N,즐거움,즐거움
242,Kummer::N,슬픔,슬픔
243,Wunsch::N,소망,소망
244,Geist::N,할기,할기
245,Gedanke::N,상념,상념
246,Gedächtnis::N,기억,기억
247,Verstand::N,분별,분별
248,Verstand::N,분별,지능
249,Verstand::N,지능,분별
250,Verstand::N,지능,지능
251,Sinn::N,센스,센스
252,Grund::N,까닭,까닭
253,Wahrheit::N,참,참
254,Wahrheit::N,참,진실
255,Wahrheit::N,진실,참
256,Wahrheit::N,진실,진실
257,Gespräch::N,대화,대화
258,Märchen::N,동화,동화
259,Erzählung::N,이야기,이야기
260,Neuigkeit::N,뉴스,뉴스
261,Name::N,이름,이름
262,Rätsel::N,수수께끼,수수께끼
263,Rede::N,연설,연설
264,Sprache::N,말,말
265,Stimme::N,목소리,목소리
266,Wort::N,낱말,낱말
267,Zeichen::N,신호,신호
268,Ruf::N,부름,부름
269,Lärm::N,소동,소동
270,Laut::N,음성,음성
271,Ton::N,목소리,목소리
272,Lied::N,노래,노래
273,Ruhe::N,쉼,쉼
274,Leute::N,사람들,사람들
275,Volk::N,국중,국중
276,Arbeit::N,근로,근로
277,Arbeit::N,근로,너무
278,Arbeit::N,너무,근로
279,Arbeit::N,너무,너무
280,Gast::N,손님,손님
281,Geschenk::N,행하,행하
282,Spiel::N,무리,무리
283,Gesellschaft::N,교제,교제
284,Hilfe::N,거들음,거들음
285,Hilfe::N,거들음,보좌
286,Hilfe::N,보좌,거들음
287,Hilfe::N,보좌,보좌
288,Freund::N,친구,친구
289,Kamerad::N,동실자,동실자
290,Angelegenheit::N,용무,용무
291,Anzahl::N,어떤,어떤
292,Anzahl::N,어떤,수
293,Anzahl::N,수,어떤
294,Anzahl::N,수,수
295,Art::N,정류,정류
296,Stück::N,일부분,일부분
297,Teil::N,몱,몱
298,Teil::N,몱,구훠
299,Teil::N,구훠,몱
300,Teil::N,구훠,구훠
301,Hälfte::N,2분의,2분의
302,Kreis::N,고리,고리
303,Kreuz::N,열십자,열십자
304,Linie::N,선,선
305,Strich::N,스침,스침
306,Abstand::N,거리,거리
307,Entfernung::N,거리,거리
308,Gegend::N,곳,곳
309,Gegend::N,곳,부금
310,Gegend::N,부금,곳
311,Gegend::N,부금,부금
312,Platz::N,장소,장소
313,Ort::N,장소,장소
314,Seite::N,옆면,옆면
315,Mitte::N,궁간,궁간
316,Gegenstand::N,항목,항목
317,Sache::N,뭉에,뭉에
318,Rand::N,가,가
319,Kante::N,귀퉁,귀퉁
320,Ecke::N,구석,구석
321,Spitze::N,끝,끝
322,Spitze::N,끝,참단
323,Spitze::N,참단,끝
324,Spitze::N,참단,참단
325,Ende::N,말당,말당
326,Loch::N,빙옷,빙옷
327,Winkel::N,각도,각도
328,Muster::N,본,본
329,Muster::N,본,견복
330,Muster::N,견복,본
331,Muster::N,견복,견복
332,Größe::N,신장,신장
333,Länge::N,길이긺,길이긺
334,Höhe::N,높이,높이
335,Gewicht::N,추,추
336,Menge::N,수양,수양
337,Haufen::N,퇴적,퇴적
338,Reihe::N,열,열
339,Boot::N,보트,보트
340,Ruder::N,노,노
341,Schlitten::N,썰매,썰매
342,Ski::N,스키,스키
343,Lagerfeuer::N,캠프의 모닥불,캠프의 모닥불
344,Last::N,무거운짐,무거운짐
345,Gang::N,걸음,걸음
346,Schritt::N,보조,보조
347,Norden::N,북쪽 ,북쪽 
348,Süden::N,남쪽,남쪽
349,Westen::N,서쪽,서쪽
350,Osten::N,동쪽,동쪽
351,Holz::N,목재,목재
352,Brett::N,마루널,마루널
353,Platte::N,탤,탤
354,Platte::N,탤,금속판
355,Platte::N,금속판,탤
356,Platte::N,금속판,금속판
357,Stütze::N,버팀목,버팀목
358,Stange::N,장대,장대
359,Stock::N,막대기,막대기
360,Stab::N,작대기,작대기
361,Rohr::N,갈대,갈대
362,Haus::N,집,집
363,Heim::N,집,집
364,Ofen::N,아궁이,아궁이
365,Fußboden::N,마루,마루
366,Tisch::N,탁자,탁자
367,Stuhl::N,의자,의자
368,Wiege::N,발상지,발상지
369,Bett::N,침대,침대
370,Regal::N,서가,서가
371,Kiste::N,짐궤,짐궤
372,Fenster::N,눔,눔
373,Tür::N,문,문
374,Tor::N,대문,대문
375,Zaun::N,담장,담장
376,Dach::N,지붕,지붕
377,Leiter::N,사닥다리,사닥다리
378,Besen::N,비,비
379,Spaten::N,가래,가래
380,Schaufel::N,삽,삽
381,Gabel::N,갈래,갈래
382,Löffel::N,숟가락,숟가락
383,Messer::N,나이프,나이프
384,Nagel::N,발툽,발툽
385,Netz::N,그물,그물
386,Haken::N,갈고리,갈고리
387,Griff::N,움켜쥠,움켜쥠
388,Schloss::N,자물쇠,자물쇠
389,Bild::N,그림,그림
390,Figur::N,몸메,몸메
391,Puppe::N,인형,인형
392,Beutel::N,클,클
393,Bündel::N,자근다발,자근다발
394,Tasche::N,가방,가방
395,Eimer::N,동이,동이
396,Deckel::N,뚜껑,뚜껑
397,Geschirr::N,식시,식시
398,Sack::N,조갑,조갑
399,Tasse::N,차잔,차잔
400,Topf::N,단지,단지
401,Kessel::N,주전자,주전자
402,Essen::N,먹기,먹기
403,Nahrung::N,식료,식료
404,Speise::N,음식물,음식물
405,Fleisch::N,고기,고기
406,Getreide::N,곡물,곡물
407,Brei::N,젤리,젤리
408,Brot::N,빵,빵
409,Scheibe::N,원반,원반
410,Fett::N,기름,기름
411,Butter::N,버터,버터
412,Öl::N,올리브유,올리브유
413,Salz::N,소금,소금
414,Suppe::N,국,국
415,Suppe::N,국,수프
416,Suppe::N,수프,국
417,Suppe::N,수프,수프
418,Honig::N,감미,감미
419,Milch::N,유즙,유즙
420,Tee::N,차,차
421,Leder::N,가죽,가죽
422,Wolle::N,양털,양털
423,Stoff::N,패료,패료
424,Nadel::N,바늘,바늘
425,Faden::N,콘실,콘실
426,Knopf::N,단추,단추
427,Knoten::N,곁절,곁절
428,Farbe::N,색,색
429,Kleidung::N,옷입기,옷입기
430,Hemd::N,속옷,속옷
431,Kragen::N,깃,깃
432,Ärmel::N,소매,소매
433,Hose::N,바지,바지
434,Gürtel::N,밴드,밴드
435,Mütze::N,모자,모자
436,Schuh::N,구두,구두
437,Stiefel::N,장화,장화
438,Ring::N,고리,고리
439,Band::N,리본,리본
440,Kamm::N,빗,빗
441,Spiegel::N,거울,거울
442,Riemen::N,가죽끈,가죽끈
443,Schnur::N,밧줄,밧줄
444,Leine::N,고삐줄,고삐줄
445,Decke::N,이부자리,이부자리
446,Kissen::N,깔개,깔개
447,Tuch::N,천,천
448,Handtuch::N,수건,수건
449,Kraft::N,세력,세력
450,Stärke::N,힘,힘
451,Gesundheit::N,위생,위생
452,Krankheit::N,병,병
453,Schmerz::N,아픔고통,아픔고통
454,Wunde::N,상처,상처
455,Fieber::N,열별,열별
456,Arznei::N,약,약
457,Brücke::N,교량,교량
458,Brunnen::N,원천,원천
459,Weide::N,목장,목장
460,Pfad::N,좁은길,좁은길
461,Weg::N,길,길
462,Straße::N,길,길
463,Dorf::N,촌,촌
464,Dorf::N,촌,촌락
465,Dorf::N,촌락,촌
466,Dorf::N,촌락,촌락
467,Stadt::N,도시,도시
468,Brief::N,서한,서한
469,Buch::N,책,책
470,Buchstabe::N,문자,문자
471,Zeitung::N,신문,신문
472,Leben::N,삶,삶
473,Tod::N,죽음,죽음
474,Grab::N,무덤,무덤
475,Kirche::N,교회,교회
476,Sünde::N,부정,부정
477,Gott::N,하느님,하느님
478,Arbeiter::N,일하는사람,일하는사람
479,Chef::N,사장,사장
480,Meister::N,명인,명인
481,Meister::N,명인,대가
482,Meister::N,대가,명인
483,Meister::N,대가,대가
484,Arzt::N,의사,의사
485,Lehrer::N,교사,교사
486,Geld::N,돈,돈
487,Geschäft::N,일,일
488,Laden::N,가게,가게
489,Preis::N,가격,가격
490,Ware::N,상품,상품
491,Nutzen::N,이익,이익
492,Reichtum::N,많음,많음
493,Welt::N,세상,세상
494,Land::N,지방,지방
495,Staat::N,국가,국가
496,König::N,국왕,국왕
497,Macht::N,힘,힘
498,Grenze::N,국경,국경
499,Krieg::N,전쟁,전쟁
500,Feind::N,적,적
501,Gewalt::N,권력,권력
502,Kampf::N,전투,전투
503,Bogen[Waffe]::N,활,활
504,Pfeil::N,화살,화살
505,Gewehr::N,무기,무기
506,Fehler::N,오류,오류
507,Lüge::N,거짓말,거짓말
508,Schaden::N,손상,손상
509,Unglück::N,불행,불행
510,Schuld::N,부채,부채
511,Alter::N,연령,연령
512,Schluss::N,마감,마감
513,Zeit::N,때,때
514,Zeit::N,때,시간
515,Zeit::N,시간,때
516,Zeit::N,시간,시간
517,Tag::N,하루,하루
518,Morgen::N,이침,이침
519,Mittag::N,대낮,대낮
520,Abend::N,저녁,저녁
521,Nacht::N,밤,밤
522,Woche::N,근무일,근무일
523,Monat::N,달,달
524,Jahr::N,해,해
525,Frühling::N,봄,봄
526,Sommer::N,여름,여름
527,Herbst::N,가을,가을
528,Winter::N,겨울,겨울
529,Januar::N,일월,일월
530,Februar::N,이월,이월
531,März::N,삼월,삼월
532,April::N,사월,사월
533,Mai::N,오월,오월
534,Juni::N,유월,유월
535,Juli::N,칠월,칠월
536,August::N,팔월,팔월
537,September::N,구월,구월
538,Oktober::N,시월,시월
539,November::N,십일월,십일월
540,Dezember::N,십이월,십이월
541,Montag::N,월요일,월요일
542,Dienstag::N,화요일,화요일
543,Mittwoch::N,수요일,수요일
544,Donnerstag::N,모교일,모교일
545,Freitag::N,그묘일,그묘일
546,Samstag::N,토요일,토요일
547,Sonntag::N,일요일,일요일
548,groß::A,큰,큰
549,klein::A,자근,자근
550,lang::A,긴,긴
551,kurz::A,짧은,짧은
552,breit::A,넓은,넓은
553,schmal::A,좁은,좁은
554,dicht::A,농밀한,농밀한
555,dick[Gegenstand]::A,두꺼운,두꺼운
556,dünn::A,얇은,얇은
557,fein::A,미세한,미세한
558,fest::A,굳은,굳은
559,flach::A,얕은,얕은
560,glatt::A,반들반들한,반들반들한
561,hart::A,굳은,굳은
562,weich::A,연한,연한
563,rund::A,둥근,둥근
564,spitz::A,뾰족한,뾰족한
565,scharf::A,날카로운,날카로운
566,stumpf::A,무딘,무딘
567,schwer::A,무거운,무거운
568,schön::A,멋진,멋진
569,heiß::A,뜨거운,뜨거운
570,warm::A,따뜻한,따뜻한
571,kalt::A,찬,찬
572,kühl::A,서늘한,서늘한
573,frisch::A,신선한,신선한
574,feucht::A,축축한,축축한
575,nass::A,젖은,젖은
576,trocken::A,마른,마른
577,voll::A,완전한,완전한
578,leer::A,빈,빈
579,offen::A,열린,열린
580,geschlossen::A,닫힌,닫힌
581,sauber::A,깨끗한,깨끗한
582,schmutzig::A,더러운,더러운
583,roh::A,날게잇의,날게잇의
584,reif::A,이근,이근
585,lecker::A,맛있는,맛있는
586,süß::A,단,단
587,bitter::A,찌르는듯한,찌르는듯한
588,sauer::A,산성의,산성의
589,hell::A,밝은,밝은
590,dunkel::A,어두운,어두운
591,schwarz::A,검은,검은
592,weiß::A,하얀,하얀
593,rot::A,붉은,붉은
594,gelb::A,황색,황색
595,blau::A,푸른,푸른
596,grün::A,녹색의,녹색의
597,grau::A,회색의,회색의
598,bunt::A,알록달록한,알록달록한
599,billig::A,싼,싼
600,teuer::A,값비산,값비산
601,wertvoll::A,가치가많은,가치가많은
602,blind::A,눈먼,눈먼
603,taub::A,무감간한,무감간한
604,kräftig::A,강장한,강장한
605,stark::A,강한,강한
606,schwach::A,약한,약한
607,fett::A,실찐,실찐
608,schlank::A,호리호리한,호리호리한
609,hübsch::A,예쁜,예쁜
610,böse::A,나쁜,나쁜
611,dumm::A,어리석은,어리석은
612,faul::A,너덜너덜한,너덜너덜한
613,fleißig::A,근면한,근면한
614,geizig::A,인색한,인색한
615,geschickt::A,교묘한,교묘한
616,lieb::A,친애하는,친애하는
617,lustig::A,유쾌한,유쾌한
618,sanft::A,온화한,온화한
619,hungrig::A,배고픈,배고픈
620,krank::A,병든,병든
621,nackt::A,벌거벗은,벌거벗은
622,traurig::A,슬픈,슬픈
623,lebendig::A,살아있는,살아있는
624,gut::A,좋은,좋은
625,schlecht::A,나쁜,나쁜
626,richtig::A,바른,바른
627,schlimm::A,못된,못된
628,wahr::A,참된,참된
629,alt::A,늙은,늙은
630,neu::A,새,새
631,ehemalig::A,전의,전의
632,alt[Lebewesen]::A,낡은,낡은
633,jung::A,젊은,젊은
634,arm::A,가난한,가난한
635,reich::A,풍부한,풍부한
636,bekannt::A,저명한,저명한
637,berühmt::A,유명한,유명한
638,fremd::A,타처이,타처이
639,verschieden::A,따른,따른
640,nah::A,가까운,가까운
641,fern::A,먼,먼
642,linker::A,왼쭉의,왼쭉의
643,rechter::A,오른쪽의,오른쪽의
644,anderer::A,다른,다른
645,erster::A,첫째,첫째
646,zweiter::A,둘째,둘째
647,dritter::A,셋째,셋째
648,letzter::A,의후자의,의후자의
649,allein::ADV,훌로,훌로
650,auf einmal::ADV,갑자기,갑자기
651,zusammen::ADV,모아서,모아서
652,lange::ADV,오래,오래
653,plötzlich::ADV,둘연한,둘연한
654,sofort::ADV,즉시,즉시
655,später::ADV,보다늦은,보다늦은
656,jetzt::ADV,목하,목하
657,heute::ADV,오늘,오늘
658,morgen::ADV,내일,내일
659,bald::ADV,곱,곱
660,dann::ADV,그경우에,그경우에
661,gestern::ADV,어제,어제
662,einst::ADV,옛날에,옛날에
663,damals::ADV,그때에,그때에
664,danach::ADV,그 뒤에,그 뒤에
665,vorher::ADV,미리,미리
666,zuerst::ADV,최초로,최초로
667,einmal::ADV,한번,한번
668,manchmal::ADV,땓대로,땓대로
669,oft::ADV,땓대로,땓대로
670,immer::ADV,늘,늘
671,niemals::ADV,결코...(하지)않다,결코...(하지)않다
672,hier::ADV,여기,여기
673,hierhin::ADV,여기로,여기로
674,dort::ADV,거기,거기
675,dorthin::ADV,저기예,저기예
676,geradeaus::ADV,곧장,곧장
677,vorwärts::ADV,앞으로,앞으로
678,rückwärts::ADV,뒤로,뒤로
679,zurück::ADV,제자리로,제자리로
680,unten::ADV,아래에,아래에
681,hinab::ADV,아래쪽으로,아래쪽으로
682,oben::ADV,위에,위에
683,hinauf::ADV,위쪽으로,위쪽으로
684,überall::ADV,도처에,도처에
685,nicht::ADV,안,안
686,ein wenig::ADV,적음,적음
687,kaum::ADV,가의,가의
688,sehr::ADV,자주,자주
689,so::ADV,그와같이,그와같이
690,noch::ADV,아직,아직
691,nur::ADV,다만,다만
692,schon::ADV,이미,이미
693,wieder::ADV,다시,다시
694,vergebens::ADV,헛되이,헛되이
695,vor::PRP,앞에,앞에
696,hinter::PRP,뒤에,뒤에
697,unter::PRP,잍에,잍에
698,durch::PRP,통고하여,통고하여
699,neben::PRP,와나란히,와나란히
700,zwischen::PRP,의사이로,의사이로
701,wegen::PRP,때문에,때문에
702,dies::PRN,이,이
703,das::PRN,저,저
704,alles::PRN,모든것,모든것
705,ich::PRN,나,나
706,du::PRN,너,너
707,er::PRN,그,그
708,wir::PRN,우리,우리
709,ihr::PRN,너희들,너희들
710,sie::PRN,그들,그들
711,was::FPRN,뭣,뭣
712,wer::FPRN,누구,누구
713,wo::FADV,어디,어디
714,wohin::FADV,어디로,어디로
715,wie::FADV,어떻게,어떻게
716,warum::FADV,왜,왜
717,wieviel::FNUM,얼마만큰,얼마만큰
718,eins::NUM,하나,하나
719,zwei::NUM,둘,둘
720,drei::NUM,셋,셋
721,vier::NUM,넷,넷
722,fünf::NUM,다섯,다섯
723,sechs::NUM,여섯,여섯
724,sieben::NUM,일곱,일곱
725,acht::NUM,여덟,여덟
726,neun::NUM,아홉,아홉
727,zehn::NUM,열,열
728,elf::NUM,열하나,열하나
729,zwölf::NUM,열둘,열둘
730,zwanzig::NUM,스물,스물
731,dreißig::NUM,서름,서름
732,vierzig::NUM,마흔,마흔
733,fünfzig::NUM,숸,숸
734,sechzig::NUM,에순,에순
735,siebzig::NUM,일흔,일흔
736,achtzig::NUM,여든,여든
737,neunzig::NUM,아흔,아흔
738,hundert::NUM,백,백
739,tausend::NUM,천,천
740,und::CNJ,와,와
741,oder::CNJ,아니면,아니면
742,stehen::V,서다,서다
743,sitzen::V,앉다,앉다
744,liegen::V,눕다,눕다
745,hängen::V,달다,달다
746,werden::V,되다,되다
747,passieren::V,지장옶다,지장옶다
748,beginnen::V,시작되다,시작되다
749,enden::V,큳내다,큳내다
750,wechseln::V,병경하다,병경하다
751,aufgehen[Sonne]::V,뜨다,뜨다
752,untergehen[Sonne]::V,지다,지다
753,scheinen[Sonne]::V,빛나다,빛나다
754,donnern::V,천둥치다,천둥치다
755,wehen::V,풀다,풀다
756,strömen::V,흐르다,흐르다
757,fließen::V,흐르다,흐르다
758,sich drehen::V,돌다,돌다
759,schwanken::V,동요하다,동요하다
760,schwingen::V,흔들다,흔들다
761,fallen::V,떨어지다,떨어지다
762,brennen::V,타다,타다
763,rauchen::V,김이나다,김이나다
764,regnen::V,비가오다,비가오다
765,gefrieren::V,얼다,얼다
766,tauen::V,녹다,녹다
767,schmelzen::V,녹다,녹다
768,trocknen::V,홈치다,홈치다
769,sieden::V,끓다,끓다
770,faulen::V,부패하다,부패하다
771,verfaulen::V,썩다,썩다
772,reißen::V,지바찢다,지바찢다
773,versinken::V,가라앉다,가라앉다
774,vergehen::V,지나가다,지나가다
775,erscheinen::V,나타나다,나타나다
776,verschwinden::V,사라지다,사라지다
777,sinken::V,가라앉다,가라앉다
778,abnehmen::V,떼어내다,떼어내다
779,zunehmen::V,증가하다,증가하다
780,steigen::V,상승하다,상승하다
781,wachsen::V,생기하다,생기하다
782,glänzen::V,뛰오나다,뛰오나다
783,funkeln::V,불티가잍어나다,불티가잍어나다
784,lärmen::V,떠들다,떠들다
785,läuten::V,울시다,울시다
786,klingeln::V,초닌총을울리다,초닌총을울리다
787,klirren::V,탁탁울리다,탁탁울리다
788,brausen::V,쏴쏴소리내다,쏴쏴소리내다
789,rauschen::V,솨솨,솨솨
790,klingen::V,반향하다,반향하다
791,bellen::V,짖다,짖다
792,heulen::V,포효하다,포효하다
793,blasen::V,불다,불다
794,pfeifen::V,피리를불다,피리를불다
795,schreien::V,절규하다,절규하다
796,stöhnen::V,신음하다,신음하다
797,zittern::V,저뉼하다,저뉼하다
798,leben::V,살다,살다
799,geboren werden::V,태어난,태어난
800,atmen::V,숨쉬다,숨쉬다
801,trinken::V,마시다,마시다
802,essen::V,먹다,먹다
803,schlucken::V,들이켜다,들이켜다
804,einschlafen::V,잠들다,잠들다
805,schlafen::V,자다,자다
806,aufwachen::V,눈트다,눈트다
807,aufstehen::V,서다,서다
808,sich erholen::V,회복하다,회복하다
809,schmerzen::V,아프다,아프다
810,husten::V,잔기침하다,잔기침하다
811,genesen::V,낫다,낫다
812,sterben::V,죽다,죽다
813,umkommen::V,못쓰게되다,못쓰게되다
814,sich bewegen::V,움직이다,움직이다
815,sich rühren::V,움직이다,움직이다
816,sich erheben::V,이러서다,이러서다
817,sich setzen::V,앉히다,앉히다
818,hinfallen::V,넘어지다,넘어지다
819,laufen::V,걷다,걷다
820,schreiten::V,보행하다,보행하다
821,spazierengehen::V,산보하다,산보하다
822,eilen::V,서둘다,서둘다
823,sich beeilen::V,서둘게하다,서둘게하다
824,sausen::V,서들러 떠나다,서들러 떠나다
825,rennen::V,달리다,달리다
826,springen::V,도약하다,도약하다
827,klettern::V,갑겨오르다,갑겨오르다
828,schaukeln::V,흔들리게하다,흔들리게하다
829,kriechen::V,기다,기다
830,schwimmen::V,헤엄치다,헤엄치다
831,tauchen::V,잠기다,잠기다
832,rudern::V,물을헤치다,물을헤치다
833,fahren::V,가다,가다
834,fahren::V,가다,나르다
835,fahren::V,나르다,가다
836,fahren::V,나르다,나르다
837,fliegen::V,날다,날다
838,gehen::V,가다,가다
839,weggehen::V,팔리다,팔리다
840,abfahren::V,출발하다,출발하다
841,anhalten::V,멈추다,멈추다
842,hineingehen::V,(그리로)가다,(그리로)가다
843,eintreten::V,들러가다,들러가다
844,kommen::V,오다,오다
