,Concept_ID,udm,no
423,Beutel::N,пуйы,pose
424,Bündel::N,керттэт,bylt
425,Tasche::N,пуйы,veske
426,Tasche::N,сумка,veske
427,Eimer::N,ведра,bøtte
428,Deckel::N,ӵоксэт,lokk
429,Geschirr::N,тусьты-пуньы,kjøkkentøy
430,Sack::N,пуйы,sekk
431,Tasse::N,ӵаша,kopp
432,Topf::N,миска,gryte
433,Kessel::N,пурты,kjele
434,Essen::N,сиськон,mål
435,Nahrung::N,сион,mat
436,Nahrung::N,сион,næring
437,Speise::N,сиён,matrett
438,Fleisch::N,сӥль,kjøtt
439,Getreide::N,ю тысь,korn
440,Brei::N,ӝук,grøt
441,Brot::N,нянь,brød
442,Scheibe::N,шорем,skive
443,Fett::N,кӧй,fett
444,Butter::N,вӧй,smør
445,Öl::N,вӧй,olje
446,Salz::N,сылал,salt
447,Suppe::N,шыд,suppe
448,Honig::N,чечы,honning
449,Milch::N,йӧл,melk
450,Tee::N,чай,te
451,Leder::N,сурон,lær
452,Leder::N,сурон,skinn
453,Wolle::N,гон,ull
454,Wolle::N,ыжгон,ull
455,Stoff::N,куэм,tøy
456,Stoff::N,куэм,stoff
457,Nadel::N,вень,nål
458,Faden::N,сӥньыс,tråd
459,Knopf::N,бирды,knapp
460,Knoten::N,герд,knute
461,Farbe::N,буёл,farge
462,Kleidung::N,дӥсь,påkledning
463,Hemd::N,дэрем,skjorte
464,Kragen::N,сирес,krage
465,Ärmel::N,саес,erme
466,Hose::N,брюки,bukse
467,Hose::N,штань,bukse
468,Gürtel::N,кускерттон,belte
469,Mütze::N,ызьы,lue
470,Schuh::N,ботинка,sko
471,Stiefel::N,сапег,støvel
472,Ring::N,зундэс,ring
473,Band::N,лента,band
474,Kamm::N,сын,kam
475,Spiegel::N,синучкон,speil
476,Riemen::N,е,rem
477,Schnur::N,гозы,snor
478,Leine::N,думет,line
479,Decke::N,шобрет,teppe
480,Kissen::N,миндэр,pute
481,Tuch::N,кышет,tøy
482,Handtuch::N,ӵушкон,håndkle
483,Kraft::N,кать,kraft
484,Kraft::N,ӟигар,kraft
485,Stärke::N,юнлык,styrke
486,Gesundheit::N,тазалык,helse
487,Gesundheit::N,тазалык,sunnhet
488,Krankheit::N,висён,syke
489,Krankheit::N,висён,sykdom
490,Schmerz::N,висён,smerte
491,Wunde::N,яра,sår
492,Fieber::N,кезег,feber
493,Arznei::N,эмъюм,medisin
494,Arznei::N,эмъюм,legemiddel
495,Brücke::N,выж,bro
496,Brunnen::N,колдэч,brønn
497,Weide::N,возь,beite
498,Pfad::N,сюрес,sti
499,Weg::N,сюрес,vei
500,Straße::N,сюрес,gate
501,Dorf::N,гурт,landsby
502,Stadt::N,кар,by
503,Stadt::N,город,by
504,Brief::N,гожтэт,brev
505,Buch::N,книга,bok
506,Buchstabe::N,буква,bokstav
507,Zeitung::N,газет,avis
508,Leben::N,улон,liv
509,Tod::N,кулон,død
510,Grab::N,шайгу,grav
511,Kirche::N,черк,kirke
512,Sünde::N,сьӧлык,synd
513,Gott::N,ӥнмар,gud
514,Arbeiter::N,рабочий,arbeider
515,Chef::N,начальник,sjef
516,Meister::N,кибашлы,mester
517,Arzt::N,врач,lege
518,Lehrer::N,дышетӥсь,lærer
519,Geld::N,уксё,penger
520,Geld::N,коньдон,penger
521,Geschäft::N,уж,forretning
522,Laden::N,магазин,butikk
523,Preis::N,дун,pris
524,Ware::N,вуз,vare
525,Nutzen::N,пайда,nytte
526,Reichtum::N,узырлык,rikdom
527,Welt::N,дунне,verden
528,Land::N,шаер,land
529,Staat::N,кун,stat
530,König::N,эксэй,konge
531,Macht::N,власть,makt
532,Grenze::N,кунгож,grense
533,Krieg::N,ож,krig
534,Feind::N,тушмон,fiende
535,Gewalt::N,эриктэман,vold
536,Kampf::N,нюръяськон,kamp
537,Bogen[Waffe]::N,пукыӵ,bue
538,Pfeil::N,пукыӵ вень,pil
539,Gewehr::N,пыӵал,gevær
540,Fehler::N,янгыш,feil
541,Lüge::N,пӧян,løgn
542,Lüge::N,алдан,løgn
543,Lüge::N,ӧрекчан,løgn
544,Schaden::N,изъян,skade
545,Unglück::N,куректон,uhell
546,Unglück::N,шудтэме усён,uhell
547,Schuld::N,янгыш,skyld
548,Alter::N,арлыд,alder
549,Schluss::N,пум,slutt
550,Zeit::N,дыр,tid
551,Tag::N,нунал,dag
552,Morgen::N,ӵукна,morgen
553,Mittag::N,лымшор,middag
554,Abend::N,ӝыт,aften
555,Abend::N,акшан,aften
556,Nacht::N,уй,natt
557,Woche::N,арня,uke
558,Monat::N,толэзь,måned
559,Jahr::N,ар,år
560,Frühling::N,тулыс,vår
561,Sommer::N,гужем,sommer
562,Herbst::N,сӥзьыл,høst
563,Winter::N,тол,vinter
564,Januar::N,выльартолэзь,januar
565,Februar::N,тулыспал,februar
566,März::N,южтолэзь,mars
567,April::N,оштолэзь,april
568,Mai::N,куартолэзь,mai
569,Juni::N,вожотолэзь,juni
570,Juli::N,пӧсьтолэзь,juli
571,August::N,гудырикошкон,august
572,September::N,куарусён,september
573,Oktober::N,выльӝуктолэзь,oktober
574,November::N,шуркынмон,november
575,Dezember::N,толсур,desember
576,Montag::N,вордӥськон,mandag
577,Dienstag::N,вторник,tirsdag
578,Mittwoch::N,вирнунал,onsdag
579,Donnerstag::N,покчиарня,torsdag
580,Freitag::N,удмуртарня,fredag
581,Samstag::N,кӧснунал,lørdag
582,Sonntag::N,арня,søndag
583,groß::A,бадӟым,stor
584,klein::A,пичи,liten
585,lang::A,кузь,lang
586,kurz::A,вакчи,kort
587,breit::A,паськыт,bred
588,schmal::A,сюлэг,smal
589,dicht::A,ӵем,tett
590,dick[Gegenstand]::A,зӧк,tykk
591,dünn::A,векчи,tynn
592,fein::A,векчи,fin
593,fest::A,юн,fast
594,fest::A,чурыт,fast
595,flach::A,ӵошкыт,flat
596,glatt::A,гылыт,glatt
597,glatt::A,вольыт,glatt
598,hart::A,чурыт,hard
599,weich::A,небыт,myk
600,weich::A,небыт,bløt
601,rund::A,котырес,rund
602,spitz::A,йылсо,spiss
603,scharf::A,лэчыт,kvass
604,stumpf::A,ныж,stubb
605,schwer::A,секыт,tung
606,schön::A,чебер,pen
607,schön::A,чебер,vakker
608,heiß::A,пӧсь,het
609,warm::A,шуныт,varm
610,kalt::A,кезьыт,kald
611,kühl::A,юзмыт,kjølig
612,kühl::A,салкым,kjølig
613,frisch::A,выль,fersk
614,feucht::A,мускыт,fuktig
615,nass::A,котмем,våt
616,trocken::A,кӧс,tørr
617,voll::A,тыр,full
618,leer::A,буш,tom
619,leer::A,тырттэм,tom
620,offen::A,усьтэм,åpen
621,geschlossen::A,ӵогам,lukket
622,geschlossen::A,пунням,lukket
623,sauber::A,ӝикыт,ren
624,sauber::A,чылкыт,ren
625,schmutzig::A,нӧд,skitten
626,roh::A,ыль,rå
627,reif::A,вуэм,moden
628,lecker::A,ческыт,lekker
629,süß::A,ческыт,søt
630,bitter::A,курыт,besk
631,bitter::A,курыт,bitter
632,sauer::A,чырс,sur
633,hell::A,югыт,lys
634,dunkel::A,пеймыт,mørk
635,schwarz::A,сьӧд,svart
636,weiß::A,тӧдьы,hvit
637,rot::A,горд,rød
638,gelb::A,ӵуж,gul
639,blau::A,лыз,blå
640,grün::A,вож,grønn
641,grau::A,пурысь,grå
642,bunt::A,куӵо,broket
643,billig::A,дунтэм,billig
644,teuer::A,дуно,dyr
645,wertvoll::A,дуно,verdifull
646,blind::A,сукыр,blind
647,blind::A,синтэм,blind
648,taub::A,пельтэм,døv
649,kräftig::A,кужмо,kraftig
650,stark::A,юн,sterk
651,stark::A,кужмо,sterk
652,schwach::A,ляб,svak
653,schwach::A,начар,svak
654,fett::A,кӧй,fet
655,schlank::A,веськыт,slank
656,schlank::A,веськрес,slank
657,hübsch::A,чебер,pen
658,hübsch::A,синмаськымон,pen
659,böse::A,лек,slem
660,dumm::A,шузи,dum
661,dumm::A,визьтэм,dum
662,faul::A,азьтэм,lat
663,faul::A,азьтэм,doven
664,fleißig::A,сюлмо,flittig
665,geizig::A,сук,gjerrig
666,klug::A,визьмо,klok
667,geschickt::A,усто,hendig
668,geschickt::A,усто,skikket
669,geschickt::A,быгатӥсь,hendig
670,geschickt::A,быгатӥсь,skikket
671,lieb::A,мусо,kjær
672,lieb::A,мусо,snill
673,lustig::A,шулдыр,morsom
674,sanft::A,мусо,blid
675,sanft::A,эрке,blid
676,hungrig::A,сютэм,sulten
677,krank::A,висись,syk
678,nackt::A,гольык,naken
679,traurig::A,мӧзмыт,sørgmodig
680,lebendig::A,улэп,levende
681,gut::A,ӟеч,god
682,gut::A,умой,god
683,schlecht::A,урод,dårlig
684,schlecht::A,алама,dårlig
685,richtig::A,шонер,riktig
686,schlimm::A,алама,slem
687,wahr::A,зэмос,sann
688,alt::A,вуж,gammel
689,neu::A,выль,ny
690,ehemalig::A,азьвылэз,forhenværende
691,alt[Lebewesen]::A,пересь,gammel
692,jung::A,егит,ung
693,jung::A,пинал,ung
694,arm::A,начар,fattig
695,arm::A,куанер,fattig
696,reich::A,узыр,rik
697,bekannt::A,тодмо,kjent
698,berühmt::A,дано,berømt
699,fremd::A,ят,fremmed
700,verschieden::A,пӧртэм,forskjellig
701,nah::A,матысь,nær
702,fern::A,кыдёкысь,fjern
703,linker::A,паллян,venstre
704,rechter::A,бур,høyre
705,rechter::A,бурпал,høyre
706,anderer::A,мукет,annen
707,erster::A,нырысетӥез,første
708,zweiter::A,кыктэтӥез,annen
709,dritter::A,кунньметӥез,tredje
710,letzter::A,берло,sist
711,letzter::A,берпум,sist
712,allein::ADV,огназ,alene
713,auf einmal::ADV,огдыре,med ett
714,zusammen::ADV,ӵош,sammen
715,zusammen::ADV,валче,sammen
716,lange::ADV,кема,lenge
717,plötzlich::ADV,мапламтэ шорысь,plutselig
718,sofort::ADV,али ик,straks
719,später::ADV,бергес,senere
720,später::ADV,берлогес,senere
721,jetzt::ADV,али,nå
722,jetzt::ADV,табере,nå
723,heute::ADV,туннэ,i dag
724,morgen::ADV,ӵуказе,i morgen
725,bald::ADV,ӝоген,snart
726,dann::ADV,берло,så
727,gestern::ADV,толон,i går
728,einst::ADV,огпол,engang
729,einst::ADV,одӥг пол,engang
730,damals::ADV,соку,den gang
731,danach::ADV,собере,deretter
732,vorher::ADV,азьло,før
733,vorher::ADV,азьло,i forveien
734,vorher::ADV,азьвыл,før
735,vorher::ADV,азьвыл,i forveien
736,zuerst::ADV,азьло,først
737,einmal::ADV,огпол,en gang
738,manchmal::ADV,куддыръя,somme tider
739,oft::ADV,ӵем,ofte
740,immer::ADV,пыр,alltid
741,immer::ADV,котьку,alltid
742,niemals::ADV,уз ноку,aldri
743,hier::ADV,татын,her
744,hierhin::ADV,татчы,hit
745,von hier::ADV,татысь,herfra
746,dort::ADV,отӥ,der
747,dort::ADV,отын,der
748,dorthin::ADV,отчы,dit
749,geradeaus::ADV,меӵак,rett fram
750,vorwärts::ADV,азьлань,fram
751,vorwärts::ADV,азьлань,framover
752,rückwärts::ADV,берлань,baklengs
753,zurück::ADV,берен,tilbake
754,zurück::ADV,берлань,tilbake
755,unten::ADV,улын,nede
756,hinab::ADV,улэ,ned
757,hinab::ADV,улэ,nedover
758,oben::ADV,вылын,oppe
759,oben::ADV,вылын,ovenpå
760,oben::ADV,вылӥын,oppe
761,oben::ADV,вылӥын,ovenpå
762,hinauf::ADV,вылэ,opp
763,hinauf::ADV,вылэ,oppover
764,hinauf::ADV,вылӥе,opp
765,hinauf::ADV,вылӥе,oppover
766,hinauf::ADV,выллань,opp
767,hinauf::ADV,выллань,oppover
768,überall::ADV,котькытын,overalt
769,überall::ADV,пасьтана,overalt
770,nicht::ADV,уз,ikke
771,ein wenig::ADV,ичи,litt
772,ein wenig::ADV,ӧжыт,litt
773,ein wenig::ADV,огшап,litt
774,kaum::ADV,муртса,neppe
775,sehr::ADV,туж,svært
776,sehr::ADV,лекос,svært
777,so::ADV,озьы,så
778,so::ADV,тазьы,så
779,noch::ADV,на,enda
780,nur::ADV,гинэ,bare
781,schon::ADV,ни,alt
782,schon::ADV,ни,allerede
783,schon::ADV,ини,alt
784,schon::ADV,ини,allerede
785,wieder::ADV,нош,igjen
786,wieder::ADV,кайта,igjen
787,vergebens::ADV,юнме,forgjeves
788,vor::PRP,азьын,foran
789,vor::PRP,азьын,utenfor
790,hinter::PRP,берын,bak
791,hinter::PRP,берын,bakom
792,hinter::PRP,бӧрсьы,bak
793,hinter::PRP,бӧрсьы,bakom
794,unter::PRP,улын,under
795,durch::PRP,пыр,gjennom
796,durch::PRP,пыр,igjennom
797,durch::PRP,пыртӥ,gjennom
798,durch::PRP,пыртӥ,igjennom
799,neben::PRP,бордын,ved siden av
800,zwischen::PRP,вискын,mellom
801,wegen::PRP,сэрен,på grunn av
802,dies::PRN,та,dette
803,das::PRN,со,det
804,alles::PRN,ваньмыз,alt
805,ich::PRN,мон,jeg
806,du::PRN,тон,du
807,er::PRN,со,han
808,wir::PRN,ми,vi
809,ihr::PRN,тӥ,dere
810,sie::PRN,соос,de
811,was::FPRN,ма,hva
812,wer::FPRN,кин,hvem
813,wo::FADV,кытын,hvor
814,wohin::FADV,кытчы,hvor ... hen
815,wie::FADV,кызьы,hvordan
816,warum::FADV,малы,hvorfor
817,wieviel::FNUM,кӧня,hvor mye
818,eins::NUM,одӥг,en
819,eins::NUM,одӥг,ett
820,zwei::NUM,кык,to
821,drei::NUM,куинь,tre
822,vier::NUM,ньыль,fire
823,fünf::NUM,вить,fem
824,sechs::NUM,куать,seks
825,sieben::NUM,сизьым,sju
826,acht::NUM,тямыс,åtte
